energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-5.83791896,2.89497678,0.03399795,0.07250701,2.03358242,0.69578114,2.02392265,0.00000000,1.12728476,0.37213774
-5.83191596,2.76023794,0.03326096,0.06809464,1.94194810,0.65874098,1.93172920,0.00000000,1.07580738,0.35538375
-5.82591296,2.62243203,0.03257851,0.06362613,1.84867951,0.62188404,1.83708919,0.00000000,1.02364829,0.33795029
-5.81990995,2.48324031,0.03196380,0.05914681,1.75496277,0.58562317,1.74118913,0.00000000,0.97149113,0.32004913
-5.81390695,2.34426841,0.03142609,0.05470008,1.66191651,0.55032560,1.64516880,0.00000000,0.91997175,0.30189194
-5.80790395,2.20701123,0.03097054,0.05032648,1.57056625,0.51630740,1.55009566,0.00000000,0.86966448,0.28368499
-5.80190095,2.07282272,0.03059816,0.04606304,1.48182265,0.48382987,1.45694254,0.00000000,0.82107091,0.26562427
-5.79589795,1.94289116,0.03030600,0.04194265,1.39646418,0.45309767,1.36656906,0.00000000,0.77461129,0.24789110
-5.78989495,1.81822066,0.03008744,0.03799366,1.31512476,0.42425885,1.27970732,0.00000000,0.73061906,0.23064831
-5.78389195,1.69961920,0.02993263,0.03423964,1.23828649,0.39740641,1.19695224,0.00000000,0.68933822,0.21403726
-5.77788894,1.58769333,0.02982908,0.03069922,1.16627764,0.37258152,1.11875663,0.00000000,0.65092383,0.19817556
-5.77188594,1.48284963,0.02976225,0.02738613,1.09927586,0.34977791,1.04543115,0.00000000,0.61544536,0.18315582
-5.76588294,1.38530233,0.02971629,0.02430938,1.03731612,0.32894745,0.97714878,0.00000000,0.58289269,0.16904511
-5.75987994,1.29508683,0.02967477,0.02147347,0.98030319,0.31000656,0.91395360,0.00000000,0.55318452,0.15588550
-5.75387694,1.21207812,0.02962137,0.01887881,0.92802775,0.29284323,0.85577330,0.00000000,0.52617865,0.14369522
-5.74787394,1.13601343,0.02954059,0.01652209,0.88018568,0.27732431,0.80243488,0.00000000,0.50168380,0.13247069
-5.74187094,1.06651778,0.02941838,0.01439684,0.83639939,0.26330293,0.75368257,0.00000000,0.47947235,0.12218909
-5.73586793,1.00313141,0.02924270,0.01249388,0.79624046,0.25062571,0.70919737,0.00000000,0.45929350,0.11281137
-5.72986493,0.94533795,0.02900397,0.01080194,0.75925256,0.23913947,0.66861720,0.00000000,0.44088632,0.10428566
-5.72386193,0.89259199,0.02869539,0.00930812,0.72497375,0.22869734,0.63155687,0.00000000,0.42399205,0.09655079
-5.71785893,0.84434507,0.02831319,0.00799847,0.69295731,0.21916396,0.59762696,0.00000000,0.40836526,0.08953975
-5.71185593,0.80006908,0.02785669,0.00685844,0.66279028,0.21041972,0.56645107,0.00000000,0.39378344,0.08318317
-5.70585293,0.75927627,0.02732825,0.00587334,0.63410921,0.20236382,0.53768059,0.00000000,0.38005459,0.07741235
-5.69984992,0.72153522,0.02673314,0.00502877,0.60661250,0.19491623,0.51100677,0.00000000,0.36702276,0.07216206
-5.69384692,0.68648248,0.02607919,0.00431089,0.58006919,0.18801840,0.48616955,0.00000000,0.35457113,0.06737281
-5.68784392,0.65382960,0.02537646,0.00370676,0.55432403,0.18163289,0.46296327,0.00000000,0.34262298,0.06299263
-5.68184092,0.62336581,0.02463672,0.00320454,0.52929887,0.17574191,0.44123910,0.00000000,0.33114033,0.05897837
-5.67583792,0.59495649,0.02387293,0.00279365,0.50499071,0.17034502,0.42090443,0.00000000,0.32012070,0.05529644
-5.66983492,0.56853800,0.02309866,0.00246489,0.48146669,0.16545601,0.40191967,0.00000000,0.30959216,0.05192308
-5.66383192,0.54410946,0.02232747,0.00221050,0.45885657,0.16109936,0.38429265,0.00000000,0.29960709,0.04884418
-5.65782891,0.52172218,0.02157238,0.00202414,0.43734318,0.15730634,0.36807136,0.00000000,0.29023509,0.04605472
-5.65182591,0.50146768,0.02084525,0.00190088,0.41715154,0.15411101,0.35333546,0.00000000,0.28155548,0.04355791
-5.64582291,0.48346473,0.02015636,0.00183714,0.39853708,0.15154644,0.34018708,0.00000000,0.27364978,0.04136406
-5.63981991,0.46784661,0.01951395,0.00183055,0.38177364,0.14964116,0.32874150,0.00000000,0.26659467,0.03948929
-5.63381691,0.45474881,0.01892395,0.00187985,0.36714163,0.14841627,0.31911815,0.00000000,0.26045569,0.03795418
-5.62781391,0.44429804,0.01838977,0.00198472,0.35491681,0.14788307,0.31143226,0.00000000,0.25528211,0.03678227
-5.62181091,0.43660279,0.01791220,0.00214562,0.34535995,0.14804152,0.30578760,0.00000000,0.25110306,0.03599866
-5.61580790,0.43174575,0.01748948,0.00236357,0.33870752,0.14887943,0.30227029,0.00000000,0.24792502,0.03562857
-5.60980490,0.42977824,0.01711743,0.00264003,0.33516359,0.15037252,0.30094398,0.00000000,0.24573089,0.03569605
-5.60380190,0.43071660,0.01678972,0.00297660,0.33489292,0.15248520,0.30184630,0.00000000,0.24448031,0.03622264
-5.59779890,0.43454052,0.01649823,0.00337490,0.33801517,0.15517196,0.30498649,0.00000000,0.24411127,0.03722626
-5.59179590,0.44119295,0.01623345,0.00383637,0.34460018,0.15837946,0.31034420,0.00000000,0.24454280,0.03872012
-5.58579290,0.45058143,0.01598496,0.00436208,0.35466420,0.16204885,0.31786916,0.00000000,0.24567838,0.04071175
-5.57978989,0.46258053,0.01574194,0.00495260,0.36816699,0.16611852,0.32748169,0.00000000,0.24740987,0.04320221
-5.57378689,0.47703506,0.01549364,0.00560790,0.38500978,0.17052686,0.33907372,0.00000000,0.24962163,0.04618536
-5.56778389,0.49376389,0.01522990,0.00632722,0.40503405,0.17521498,0.35251037,0.00000000,0.25219470,0.04964733
-5.56178089,0.51256395,0.01494156,0.00710914,0.42802106,0.18012931,0.36763177,0.00000000,0.25501055,0.05356620
-5.55577789,0.53321453,0.01462081,0.00795154,0.45369256,0.18522380,0.38425527,0.00000000,0.25795443,0.05791181
-5.54977489,0.55548152,0.01426155,0.00885169,0.48171239,0.19046183,0.40217789,0.00000000,0.26091815,0.06264586
-5.54377189,0.57912175,0.01385953,0.00980643,0.51168958,0.19581755,0.42117909,0.00000000,0.26380209,0.06772232
-5.53776888,0.60388734,0.01341252,0.01081239,0.54318281,0.20127686,0.44102388,0.00000000,0.26651659,0.07308799
-5.53176588,0.62953011,0.01292031,0.01186618,0.57570659,0.20683777,0.46146643,0.00000000,0.26898270,0.07868355
-5.52576288,0.65580620,0.01238465,0.01296481,0.60873927,0.21251030,0.48225412,0.00000000,0.27113237,0.08444474
-5.51975988,0.68248082,0.01180912,0.01410593,0.64173278,0.21831594,0.50313217,0.00000000,0.27290829,0.09030397
-5.51375688,0.70933326,0.01119889,0.01528824,0.67412434,0.22428668,0.52384891,0.00000000,0.27426341,0.09619211
-5.50775388,0.73616204,0.01056050,0.01651187,0.70534966,0.23046362,0.54416143,0.00000000,0.27516038,0.10204057
-5.50175088,0.76279016,0.00990154,0.01777865,0.73485758,0.23689530,0.56384179,0.00000000,0.27557110,0.10778343
-5.49574787,0.78907022,0.00923033,0.01909243,0.76212563,0.24363571,0.58268339,0.00000000,0.27547635,0.11335975
-5.48974487,0.81488928,0.00855562,0.02045926,0.78667592,0.25074212,0.60050734,0.00000000,0.27486572,0.11871572
-5.48374187,0.84017297,0.00788624,0.02188751,0.80809090,0.25827265,0.61716860,0.00000000,0.27373773,0.12380674
-5.47773887,0.86488875,0.00723087,0.02338783,0.82602810,0.26628375,0.63256139,0.00000000,0.27210031,0.12859923
-5.47173587,0.88904778,0.00659772,0.02497298,0.84023324,0.27482754,0.64662367,0.00000000,0.26997144,0.13307201
-5.46573287,0.91270514,0.00599439,0.02665752,0.85055088,0.28394910,0.65934033,0.00000000,0.26737979,0.13721726
-5.45972986,0.93595819,0.00542766,0.02845733,0.85693214,0.29368374,0.67074457,0.00000000,0.26436548,0.14104087
-5.45372686,0.95894269,0.00490337,0.03038898,0.85943869,0.30405435,0.68091758,0.00000000,0.26098054,0.14456219
-5.44772386,0.98182676,0.00442636,0.03246898,0.85824278,0.31506881,0.68998590,0.00000000,0.25728906,0.14781318
-5.44172086,1.00480255,0.00400046,0.03471283,0.85362301,0.32671771,0.69811686,0.00000000,0.25336691,0.15083677
-5.43571786,1.02807589,0.00362843,0.03713411,0.84595578,0.33897225,0.70551169,0.00000000,0.24930077,0.15368480
-5.42971486,1.05185420,0.00331205,0.03974342,0.83570263,0.35178260,0.71239683,0.00000000,0.24518665,0.15641523
-5.42371186,1.07633306,0.00305216,0.04254735,0.82339391,0.36507680,0.71901355,0.00000000,0.24112755,0.15908911
-5.41770885,1.10168205,0.00284869,0.04554747,0.80960924,0.37876011,0.72560623,0.00000000,0.23723062,0.16176711
-5.41170585,1.12803049,0.00270083,0.04873949,0.79495570,0.39271517,0.73240998,0.00000000,0.23360367,0.16450604
-5.40570285,1.15545378,0.00260703,0.05211253,0.78004451,0.40680281,0.73963800,0.00000000,0.23035125,0.16735536
-5.39969985,1.18396123,0.00256515,0.05564856,0.76546732,0.42086365,0.74746937,0.00000000,0.22757051,0.17035393
-5.39369685,1.21348583,0.00257250,0.05932215,0.75177315,0.43472049,0.75603782,0.00000000,0.22534701,0.17352719
-5.38769385,1.24387693,0.00262600,0.06310050,0.73944693,0.44818142,0.76542221,0.00000000,0.22375080,0.17688492
-5.38169085,1.27489628,0.00272218,0.06694376,0.72889082,0.46104367,0.77563910,0.00000000,0.22283285,0.18041970
-5.37568784,1.30621779,0.00285733,0.07080569,0.72040899,0.47309806,0.78663797,0.00000000,0.22262229,0.18410619
-5.36968484,1.33743150,0.00302757,0.07463467,0.71419679,0.48413392,0.79829950,0.00000000,0.22312452,0.18790136
-5.36368184,1.36805174,0.00322895,0.07837496,0.71033461,0.49394435,0.81043692,0.00000000,0.22432040,0.19174556
-5.35767884,1.39752937,0.00345755,0.08196830,0.70878700,0.50233176,0.82280079,0.00000000,0.22616660,0.19556458
-5.35167584,1.42526796,0.00370955,0.08535569,0.70940689,0.50911330,0.83508685,0.00000000,0.22859730,0.19927250
-5.34567284,1.45064325,0.00398139,0.08847936,0.71194488,0.51412628,0.84694693,0.00000000,0.23152701,0.20277531
-5.33966983,1.47302541,0.00426989,0.09128483,0.71606312,0.51723315,0.85800244,0.00000000,0.23485458,0.20597506
-5.33366683,1.49180313,0.00457232,0.09372293,0.72135321,0.51832611,0.86785989,0.00000000,0.23846823,0.20877450
-5.32766383,1.50640881,0.00488658,0.09575179,0.72735721,0.51733106,0.87612791,0.00000000,0.24225129,0.21108184
-5.32166083,1.51634358,0.00521126,0.09733866,0.73359087,0.51421083,0.88243501,0.00000000,0.24608843,0.21281556
-5.31565783,1.52120138,0.00554580,0.09846145,0.73956801,0.50896761,0.88644731,0.00000000,0.24987209,0.21390898
-5.30965483,1.52069088,0.00589054,0.09910994,0.74482486,0.50164442,0.88788553,0.00000000,0.25350876,0.21431434
-5.30365183,1.51465430,0.00624677,0.09928662,0.74894332,0.49232578,0.88654037,0.00000000,0.25692472,0.21400629
-5.29764882,1.50308231,0.00661677,0.09900709,0.75157208,0.48113729,0.88228574,0.00000000,0.26007101,0.21298459
-5.29164582,1.48612420,0.00700381,0.09829996,0.75244460,0.46824433,0.87508905,0.00000000,0.26292730,0.21127586
-5.28564282,1.46409292,0.00741206,0.09720633,0.75139328,0.45384989,0.86501823,0.00000000,0.26550441,0.20893426
-5.27963982,1.43746442,0.00784647,0.09577873,0.74835910,0.43819146,0.85224505,0.00000000,0.26784529,0.20604125
-5.27363682,1.40687145,0.00831266,0.09407971,0.74339646,0.42153721,0.83704457,0.00000000,0.27002452,0.20270417
-5.26763382,1.37309181,0.00881670,0.09218000,0.73667304,0.40418143,0.81979071,0.00000000,0.27214609,0.19905387
-5.26163082,1.33703136,0.00936481,0.09015638,0.72846482,0.38643943,0.80094812,0.00000000,0.27433967,0.19524146
-5.25562781,1.29970256,0.00996317,0.08808939,0.71914647,0.36864186,0.78106061,0.00000000,0.27675558,0.19143422
-5.24962481,1.26219898,0.01061753,0.08606083,0.70917775,0.35112878,0.76073657,0.00000000,0.27955857,0.18781101
-5.24362181,1.22566707,0.01133298,0.08415134,0.69908657,0.33424343,0.74063205,0.00000000,0.28292066,0.18455711
-5.23761881,1.19127574,0.01211353,0.08243800,0.68944940,0.31832587,0.72143206,0.00000000,0.28701366,0.18185893
-5.23161581,1.16018520,0.01296193,0.08099217,0.68087015,0.30370667,0.70383076,0.00000000,0.29200131,0.17989864
-5.22561281,1.13351579,0.01387931,0.07987756,0.67395820,0.29070065,0.68851136,0.00000000,0.29803183,0.17884894
-5.21960980,1.11231807,0.01486502,0.07914873,0.66930665,0.27960092,0.67612637,0.00000000,0.30523089,0.17886821
-5.21360680,1.09754491,0.01591645,0.07884988,0.66747165,0.27067320,0.66727888,0.00000000,0.31369557,0.18009602
-5.20760380,1.09002648,0.01702895,0.07901422,0.66895345,0.26415055,0.66250545,0.00000000,0.32348948,0.18264937
-5.20160080,1.09044888,0.01819583,0.07966365,0.67417999,0.26022870,0.66226116,0.00000000,0.33463926,0.18661959
-5.19559780,1.09933681,0.01940840,0.08080903,0.68349348,0.25906184,0.66690720,0.00000000,0.34713261,0.19206993
-5.18959480,1.11704077,0.02065616,0.08245073,0.69714033,0.26075925,0.67670134,0.00000000,0.36091794,0.19903412
-5.18359180,1.14372900,0.02192703,0.08457957,0.71526466,0.26538248,0.69179137,0.00000000,0.37590562,0.20751550
-5.17758879,1.17938408,0.02320761,0.08717808,0.73790551,0.27294354,0.71221184,0.00000000,0.39197074,0.21748718
-5.17158579,1.22380434,0.02448360,0.09022187,0.76499754,0.28340379,0.73788375,0.00000000,0.40895713,0.22889268
-5.16558279,1.27660961,0.02574014,0.09368111,0.79637516,0.29667390,0.76861739,0.00000000,0.42668263,0.24164742
-5.15957979,1.33725126,0.02696227,0.09752205,0.83177970,0.31261465,0.80411802,0.00000000,0.44494510,0.25564067
-5.15357679,1.40502585,0.02813538,0.10170831,0.87086909,0.33103885,0.84399401,0.00000000,0.46352906,0.27073799
-5.14757379,1.47909206,0.02924558,0.10620208,0.91322974,0.35171414,0.88776735,0.00000000,0.48221249,0.28678405
-5.14157079,1.55849029,0.03028014,0.11096502,0.95838986,0.37436686,0.93488591,0.00000000,0.50077365,0.30360577
-5.13556778,1.64216425,0.03122784,0.11595883,1.00583375,0.39868678,0.98473715,0.00000000,0.51899738,0.32101549
-5.12956478,1.72898398,0.03207921,0.12114549,1.05501631,0.42433276,1.03666278,0.00000000,0.53668085,0.33881443
-5.12356178,1.81776954,0.03282680,0.12648717,1.10537724,0.45093907,1.08997379,0.00000000,0.55363837,0.35679595
-5.11755878,1.90731474,0.03346527,0.13194582,1.15635436,0.47812234,1.14396553,0.00000000,0.56970504,0.37474885
-5.11155578,1.99641022,0.03399147,0.13748254,1.20739540,0.50548887,1.19793218,0.00000000,0.58473933,0.39246058
-5.10555278,2.08386539,0.03440439,0.14305681,1.25796790,0.53264220,1.25118023,0.00000000,0.59862426,0.40972018
-5.09954977,2.16852847,0.03470501,0.14862553,1.30756699,0.55919061,1.30304061,0.00000000,0.61126735,0.42632116
-5.09354677,2.24930443,0.03489618,0.15414232,1.35572056,0.58475446,1.35287907,0.00000000,0.62259943,0.44206415
-5.08754377,2.32517038,0.03498229,0.15955673,1.40199211,0.60897300,1.40010468,0.00000000,0.63257229,0.45675930
-5.08154077,2.39518824,0.03496900,0.16481394,1.44598108,0.63151068,1.44417618,0.00000000,0.64115552,0.47022868
-5.07553777,2.45851462,0.03486289,0.16985467,1.48732115,0.65206252,1.48460642,0.00000000,0.64833275,0.48230838
-5.06953477,2.51440812,0.03467110,0.17461559,1.52567675,0.67035878,1.52096475,0.00000000,0.65409743,0.49285057
-5.06353177,2.56223421,0.03440099,0.17903021,1.56073844,0.68616850,1.55287783,0.00000000,0.65844865,0.50172552
-5.05752876,2.60146801,0.03405978,0.18303024,1.59221776,0.69930224,1.58002905,0.00000000,0.66138715,0.50882346
-5.05152576,2.63169558,0.03365427,0.18654748,1.61984213,0.70961374,1.60215705,0.00000000,0.66291189,0.51405653
-5.04552276,2.65261410,0.03319056,0.18951604,1.64335074,0.71700082,1.61905380,0.00000000,0.66301734,0.51736055
-5.03951976,2.66403144,0.03267391,0.19187499,1.66249178,0.72140555,1.63056266,0.00000000,0.66169186,0.51869686
-5.03351676,2.66586572,0.03210855,0.19357121,1.67702186,0.72281370,1.63657687,0.00000000,0.65891720,0.51805400
-5.02751376,2.65814507,0.03149772,0.19456229,1.68670773,0.72125383,1.63703886,0.00000000,0.65466917,0.51544934
-5.02151076,2.64100802,0.03084364,0.19481937,1.69133073,0.71679596,1.63194056,0.00000000,0.64891971,0.51093049
-5.01550775,2.61470438,0.03014762,0.19432985,1.69069390,0.70954999,1.62132481,0.00000000,0.64163994,0.50457637
-5.00950475,2.57959685,0.02941027,0.19309964,1.68463140,0.69966394,1.60528793,0.00000000,0.63280440,0.49649808
-5.00350175,2.53616279,0.02863168,0.19115492,1.67301998,0.68732210,1.58398319,0.00000000,0.62239593,0.48683919
-4.99749875,2.48499595,0.02781167,0.18854337,1.65579171,0.67274299,1.55762473,0.00000000,0.61041113,0.47577551
-4.99149575,2.42680754,0.02695013,0.18533460,1.63294721,0.65617717,1.52649177,0.00000000,0.59686600,0.46351425
-4.98549275,2.36242601,0.02604724,0.18161988,1.60456845,0.63790476,1.49093229,0.00000000,0.58180138,0.45029242
-4.97948974,2.29279489,0.02510380,0.17751105,1.57083025,0.61823268,1.45136574,0.00000000,0.56528786,0.43637446
-4.97348674,2.21896812,0.02412145,0.17313868,1.53200947,0.59749143,1.40828429,0.00000000,0.54742988,0.42204901
-4.96748374,2.14210219,0.02310286,0.16864949,1.48849118,0.57603133,1.36225194,0.00000000,0.52836869,0.40762494
-4.96148074,2.06344481,0.02205192,0.16420310,1.44077102,0.55421814,1.31390133,0.00000000,0.50828393,0.39342644
-4.95547774,1.98431975,0.02097379,0.15996819,1.38945350,0.53242814,1.26392768,0.00000000,0.48739374,0.37978744
-4.94947474,1.90610796,0.01987497,0.15611829,1.33524580,0.51104240,1.21308014,0.00000000,0.46595323,0.36704532
-4.94347174,1.83022494,0.01876318,0.15282708,1.27894731,0.49044062,1.16215023,0.00000000,0.44425138,0.35553408
-4.93746873,1.75809505,0.01764733,0.15026369,1.22143495,0.47099432,1.11195789,0.00000000,0.42260642,0.34557709
-4.93146573,1.69112300,0.01653729,0.14858776,1.16364504,0.45305974,1.06333541,0.00000000,0.40135985,0.33747961
-4.92546273,1.63066364,0.01544371,0.14794474,1.10655211,0.43697055,1.01710978,0.00000000,0.38086925,0.33152122
-4.91945973,1.57799071,0.01437774,0.14846128,1.05114566,0.42303047,0.97408399,0.00000000,0.36150020,0.32794846
-4.91345673,1.53426551,0.01335079,0.15024106,0.99840562,0.41150628,0.93501812,0.00000000,0.34361750,0.32696777
-4.90745373,1.50050676,0.01237419,0.15336103,0.94927748,0.40262118,0.90061070,0.00000000,0.32757605,0.32873898
-4.90145073,1.47756222,0.01145890,0.15786826,0.90464796,0.39654892,0.87148110,0.00000000,0.31371155,0.33336963
-4.89544772,1.46608339,0.01061527,0.16377742,0.86532198,0.39340881,0.84815346,0.00000000,0.30233143,0.34091020
-4.88944472,1.46650393,0.00985271,0.17106908,0.83200167,0.39326188,0.83104278,0.00000000,0.29370616,0.35135046
-4.88344172,1.47902255,0.00917949,0.17968882,0.80526798,0.39610825,0.82044339,0.00000000,0.28806118,0.36461713
-4.87743872,1.50359097,0.00860251,0.18954720,0.78556533,0.40188592,0.81652026,0.00000000,0.28556965,0.38057303
-4.87143572,1.53990754,0.00812711,0.20052070,0.77318971,0.41047101,0.81930334,0.00000000,0.28634630,0.39901762
-4.86543272,1.58741663,0.00775696,0.21245358,0.76828021,0.42167942,0.82868489,0.00000000,0.29044232,0.41968927
-4.85942971,1.64531416,0.00749391,0.22516073,0.77081445,0.43527009,0.84441997,0.00000000,0.29784172,0.44226909
-4.85342671,1.71255918,0.00733794,0.23843136,0.78060753,0.45094962,0.86613006,0.00000000,0.30845899,0.46638640
-4.84742371,1.78789166,0.00728714,0.25203360,0.79731486,0.46837823,0.89330960,0.00000000,0.32213848,0.49162575
-4.84142071,1.86985591,0.00733769,0.26571984,0.82043860,0.48717705,0.92533550,0.00000000,0.33865538,0.51753541
-4.83541771,1.95682973,0.00748390,0.27923268,0.84933764,0.50693646,0.96147936,0.00000000,0.35771844,0.54363713
-4.82941471,2.04705845,0.00771830,0.29231142,0.88324105,0.52722539,1.00092225,0.00000000,0.37897460,0.56943702
-4.82341171,2.13869354,0.00803173,0.30469881,0.92126482,0.54760133,1.04277192,0.00000000,0.40201539,0.59443727
-4.81740870,2.22983477,0.00841352,0.31614790,0.96243167,0.56762089,1.08608211,0.00000000,0.42638509,0.61814833
-4.81140570,2.31857519,0.00885164,0.32642885,1.00569356,0.58685063,1.12987365,0.00000000,0.45159070,0.64010140
-4.80540270,2.40304780,0.00933293,0.33533527,1.04995666,0.60487788,1.17315709,0.00000000,0.47711330,0.65986063
-4.79939970,2.48147259,0.00984339,0.34269016,1.09410814,0.62132123,1.21495626,0.00000000,0.50242085,0.67703481
-4.79339670,2.55220279,0.01036845,0.34835087,1.13704429,0.63584048,1.25433232,0.00000000,0.52698180,0.69128812
-4.78739370,2.61376867,0.01089325,0.35221329,1.17769914,0.64814560,1.29040756,0.00000000,0.55027936,0.70234944
-4.78139070,2.66491755,0.01140305,0.35421473,1.21507277,0.65800454,1.32238842,0.00000000,0.57182580,0.71002013
-4.77538769,2.70464851,0.01188352,0.35433564,1.24825848,0.66524947,1.34958672,0.00000000,0.59117632,0.71417960
-4.76938469,2.73224032,0.01232113,0.35259994,1.27646767,0.66978118,1.37143846,0.00000000,0.60794201,0.71478879
-4.76338169,2.74727145,0.01270347,0.34907398,1.29905157,0.67157156,1.38751937,0.00000000,0.62180125,0.71189110
-4.75737869,2.74963097,0.01301958,0.34386416,1.31551895,0.67066375,1.39755650,0.00000000,0.63250905,0.70561087
-4.75137569,2.73951983,0.01326021,0.33711333,1.32554879,0.66717016,1.40143509,0.00000000,0.63990404,0.69614923
-4.74537269,2.71744192,0.01341810,0.32899594,1.32899747,0.66126802,1.39920049,0.00000000,0.64391253,0.68377762
-4.73936968,2.68418512,0.01348814,0.31971238,1.32589990,0.65319288,1.39105461,0.00000000,0.64454953,0.66882904
-4.73336668,2.64079273,0.01346750,0.30948244,1.31646449,0.64322994,1.37734704,0.00000000,0.64191663,0.65168732
-4.72736368,2.58852629,0.01335565,0.29853839,1.30106199,0.63170375,1.35856094,0.00000000,0.63619675,0.63277489
-4.72136068,2.52882092,0.01315436,0.28711771,1.28020869,0.61896647,1.33529426,0.00000000,0.62764596,0.61253938
-4.71535768,2.46323519,0.01286762,0.27545591,1.25454458,0.60538524,1.30823691,0.00000000,0.61658271,0.59143958
-4.70935468,2.39339723,0.01250145,0.26377964,1.22480744,0.59132914,1.27814491,0.00000000,0.60337502,0.56993126
-4.70335168,2.32094946,0.01206369,0.25230027,1.19180403,0.57715628,1.24581256,0.00000000,0.58842608,0.54845348
-4.69734867,2.24749420,0.01156374,0.24120827,1.15637963,0.56320165,1.21204389,0.00000000,0.57215909,0.52741568
-4.69134567,2.17454239,0.01101224,0.23066847,1.11938732,0.54976611,1.17762469,0.00000000,0.55500183,0.50718626
-4.68534267,2.10346759,0.01042072,0.22081640,1.08165847,0.53710726,1.14329630,0.00000000,0.53737182,0.48808284
-4.67933967,2.03546716,0.00980132,0.21175580,1.04397547,0.52543227,1.10973239,0.00000000,0.51966271,0.47036470
-4.67333667,1.97153205,0.00916637,0.20355728,1.00704822,0.51489335,1.07751966,0.00000000,0.50223231,0.45422748
-4.66733367,1.91242638,0.00852814,0.19625822,0.97149492,0.50558575,1.04714335,0.00000000,0.48539300,0.43980042
-4.66133067,1.85867730,0.00789849,0.18986374,0.93782811,0.49754851,1.01897787,0.00000000,0.46940456,0.42714601
-4.65532766,1.81057534,0.00728861,0.18434884,0.90644613,0.49076782,0.99328302,0.00000000,0.45446987,0.41626212
-4.64932466,1.76818458,0.00670882,0.17966131,0.87763022,0.48518282,0.97020545,0.00000000,0.44073330,0.40708633
-4.64332166,1.73136193,0.00616837,0.17572549,0.85154683,0.48069346,0.94978528,0.00000000,0.42828183,0.39950217
