energy_ev,total_up,As_p_up,As_d_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.59779890,5.67987359,1.92092255,0.00000000,4.40004872,2.78342957,0.01065076,1.27687913
-5.59179590,5.67913059,1.91864457,0.00000000,4.41594589,2.78966995,0.01024899,1.26989644
-5.58579290,5.68015280,1.91749049,0.00000000,4.43395784,2.79668097,0.00985856,1.26263158
-5.57978989,5.68559915,1.91816194,0.00000000,4.45565822,2.80571130,0.00948107,1.25596475
-5.57378689,5.69802643,1.92132753,0.00000000,4.48245512,2.81798404,0.00911821,1.25075302
-5.56778389,5.71979096,1.92759760,0.00000000,4.51552698,2.83464994,0.00877174,1.24779884
-5.56178089,5.75295379,1.93749977,0.00000000,4.55576481,2.85674111,0.00844361,1.24781997
-5.55577789,5.79919356,1.95145619,0.00000000,4.60372351,2.88512726,0.00813592,1.25142201
-5.54977489,5.85973107,1.96976391,0.00000000,4.65958464,2.92047656,0.00785099,1.25907474
-5.54377189,5.93526886,1.99257909,0.00000000,4.72313253,2.96322295,0.00759130,1.27109311
-5.53776888,6.02594908,2.01990623,0.00000000,4.79374534,3.01354156,0.00735951,1.28762385
-5.53176588,6.13133176,2.05159280,0.00000000,4.87040166,3.07133362,0.00715836,1.30863796
-5.52576288,6.25039504,2.08733013,0.00000000,4.95170317,3.13622177,0.00699066,1.33392976
-5.51975988,6.38155775,2.12666030,0.00000000,5.03591261,3.20755632,0.00685918,1.36312227
-5.51375688,6.52272398,2.16898939,0.00000000,5.12100601,3.28443237,0.00676657,1.39567883
-5.50775388,6.67134810,2.21360629,0.00000000,5.20473738,3.36571742,0.00671529,1.43092051
-5.50175088,6.82451774,2.25970670,0.00000000,5.28471335,3.45008827,0.00670750,1.46804851
-5.49574787,6.97905152,2.30642106,0.00000000,5.35847498,3.53607577,0.00674499,1.50617075
-5.48974487,7.13160735,2.35284543,0.00000000,5.42358322,3.62211564,0.00682906,1.54433153
-5.48374187,7.27879684,2.39807380,0.00000000,5.47770484,3.70660282,0.00696048,1.58154302
-5.47773887,7.41730085,2.44123042,0.00000000,5.51869490,3.78794730,0.00713942,1.61681739
-5.47173587,7.54398116,2.48150054,0.00000000,5.54467253,3.86462861,0.00736539,1.64919837
-5.46573287,7.65598363,2.51815817,0.00000000,5.55408676,3.93524657,0.00763724,1.67779088
-5.45972986,7.75082825,2.55058954,0.00000000,5.54576966,3.99856615,0.00795311,1.70178784
-5.45372686,7.82648258,2.57831104,0.00000000,5.51897473,4.05355432,0.00831049,1.72049305
-5.44772386,7.88141563,2.60098099,0.00000000,5.47339900,4.09940738,0.00870621,1.73333954
-5.44172086,7.91463037,2.61840454,0.00000000,5.40918831,4.13556782,0.00913653,1.73990283
-5.43571786,7.92567412,2.63053180,0.00000000,5.32692586,4.16173014,0.00959717,1.73990880
-5.42971486,7.91462715,2.63744924,0.00000000,5.22760492,4.17783571,0.01008345,1.73323618
-5.42371186,7.88207094,2.63936512,0.00000000,5.11258743,4.18405753,0.01059033,1.71991393
-5.41770885,7.82903848,2.63658985,0.00000000,4.98355073,4.18077584,0.01111256,1.70011380
-5.41170585,7.75694970,2.62951237,0.00000000,4.84242508,4.16854638,0.01164479,1.67413871
-5.40570285,7.66753599,2.61857416,0.00000000,4.69132507,4.14806318,0.01218167,1.64240779
-5.39969985,7.56275764,2.60424210,0.00000000,4.53247810,4.12011807,0.01271794,1.60543864
-5.39369685,7.44471867,2.58698193,0.00000000,4.36815295,4.08555911,0.01324857,1.56382792
-5.38769385,7.31558306,2.56723359,0.00000000,4.20059148,4.04525019,0.01376884,1.51823092
-5.38169085,7.17749606,2.54538976,0.00000000,4.03194593,4.00003366,0.01427437,1.46934099
-5.37568784,7.03251392,2.52177866,0.00000000,3.86422396,3.95069785,0.01476119,1.41786959
-5.36968484,6.88254443,2.49665184,0.00000000,3.69924300,3.89795067,0.01522575,1.36452743
-5.36368184,6.72930021,2.47017741,0.00000000,3.53859493,3.84240031,0.01566495,1.31000738
-5.35767884,6.57426561,2.44243887,0.00000000,3.38362149,3.78454341,0.01607608,1.25496938
-5.35167584,6.41867740,2.41343921,0.00000000,3.23540040,3.72476074,0.01645679,1.20002768
-5.34567284,6.26351884,2.38310993,0.00000000,3.09474157,3.66332000,0.01680505,1.14574050
-5.33966983,6.10952588,2.35132416,0.00000000,2.96219254,3.60038496,0.01711903,1.09260218
-5.33366683,5.95720396,2.31791285,0.00000000,2.83805192,3.53602981,0.01739707,1.04103781
-5.32766383,5.80685331,2.28268321,0.00000000,2.72238946,3.47025764,0.01763761,0.99140007
-5.32166083,5.65860066,2.24543797,0.00000000,2.61507129,3.40302150,0.01783905,0.94396839
-5.31565783,5.51243512,2.20599460,0.00000000,2.51578893,3.33424673,0.01799979,0.89894991
-5.30965483,5.36824597,2.16420339,0.00000000,2.42409056,3.26385319,0.01811813,0.85648233
-5.30365183,5.22586051,2.11996337,0.00000000,2.33941349,3.19177629,0.01819228,0.81663823
-5.29764882,5.08508009,2.07323555,0.00000000,2.26111657,3.11798553,0.01822037,0.77943069
-5.29164582,4.94571293,2.02405272,0.00000000,2.18851168,3.04250006,0.01820048,0.74481996
-5.28564282,4.80760264,1.97252565,0.00000000,2.12089364,2.96540042,0.01813076,0.71272099
-5.27963982,4.67065171,1.91884547,0.00000000,2.05756770,2.88683624,0.01800944,0.68301157
-5.27363682,4.53483943,1.86328236,0.00000000,1.99787442,2.80702985,0.01783501,0.65554078
-5.26763382,4.40023411,1.80618069,0.00000000,1.94121142,2.72627577,0.01760632,0.63013762
-5.26163082,4.26699980,1.74795115,0.00000000,1.88705176,2.64493648,0.01732271,0.60661958
-5.25562781,4.13539767,1.68906028,0.00000000,1.83495882,2.56343496,0.01698412,0.58480083
-5.24962481,4.00578254,1.63001789,0.00000000,1.78459752,2.48224433,0.01659126,0.56449999
-5.24362181,3.87859517,1.57136311,0.00000000,1.73574169,2.40187540,0.01614564,0.54554711
-5.23761881,3.75435090,1.51364959,0.00000000,1.68827775,2.32286274,0.01564969,0.52778984
-5.23161581,3.63362528,1.45743041,0.00000000,1.64220453,2.24574976,0.01510679,0.51109854
-5.22561281,3.51703743,1.40324324,0.00000000,1.59762943,2.17107358,0.01452126,0.49537025
-5.21960980,3.40523175,1.35159622,0.00000000,1.55476095,2.09935015,0.01389834,0.48053148
-5.21360680,3.29885859,1.30295492,0.00000000,1.51389789,2.03106009,0.01324410,0.46653970
-5.20760380,3.19855458,1.25773073,0.00000000,1.47541547,1.96663579,0.01256534,0.45338359
-5.20160080,3.10492307,1.21627080,0.00000000,1.43974874,1.90644990,0.01186945,0.44108209
-5.19559780,3.01851530,1.17884985,0.00000000,1.40737382,1.85080570,0.01116425,0.42968221
-5.18959480,2.93981262,1.14566382,0.00000000,1.37878740,1.79992942,0.01045778,0.41925593
-5.18359180,2.86921050,1.11682554,0.00000000,1.35448512,1.75396460,0.00975809,0.40989606
-5.17758879,2.80700433,1.09236228,0.00000000,1.33493967,1.71296870,0.00907307,0.40171146
-5.17158579,2.75337775,1.07221534,0.00000000,1.32057903,1.67691186,0.00841024,0.39482164
-5.16558279,2.70839362,1.05624160,0.00000000,1.31176585,1.64567781,0.00777654,0.38935101
-5.15957979,2.67198799,1.04421691,0.00000000,1.30877847,1.61906701,0.00717817,0.38542295
-5.15357679,2.64396737,1.03584142,0.00000000,1.31179450,1.59680177,0.00662047,0.38315399
-5.14757379,2.62400947,1.03074662,0.00000000,1.32087740,1.57853335,0.00610778,0.38264821
-5.14157079,2.61166761,1.02850416,0.00000000,1.33596691,1.56385090,0.00564337,0.38399210
-5.13556778,2.60637885,1.02863627,0.00000000,1.35687358,1.55229209,0.00522937,0.38725014
-5.12956478,2.60747594,1.03062760,0.00000000,1.38327800,1.54335521,0.00486680,0.39246115
-5.12356178,2.61420287,1.03393844,0.00000000,1.41473482,1.53651260,0.00455557,0.39963567
-5.11755878,2.62573402,1.03801890,0.00000000,1.45068183,1.53122505,0.00429450,0.40875444
-5.11155578,2.64119633,1.04232396,0.00000000,1.49045379,1.52695697,0.00408145,0.41976802
-5.10555278,2.65969423,1.04632897,0.00000000,1.53330093,1.52319182,0.00391340,0.43259767
-5.09954977,2.68033649,1.04954513,0.00000000,1.57841156,1.51944765,0.00378659,0.44713736
-5.09354677,2.70226441,1.05153473,0.00000000,1.62493802,1.51529201,0.00369664,0.46325690
-5.08754377,2.72468027,1.05192543,0.00000000,1.67202526,1.51035605,0.00363871,0.48080610
-5.08154077,2.74687515,1.05042333,0.00000000,1.71884087,1.50434708,0.00360769,0.49961965
-5.07553777,2.76825486,1.04682421,0.00000000,1.76460556,1.49705934,0.00359834,0.51952258
-5.06953477,2.78836311,1.04102241,0.00000000,1.80862257,1.48838231,0.00360544,0.54033608
-5.06353177,2.80690069,1.03301722,0.00000000,1.85030500,1.47830634,0.00362399,0.56188330
-5.05752876,2.82373961,1.02291609,0.00000000,1.88919970,1.46692524,0.00364932,0.58399493
-5.05152576,2.83893170,1.01093465,0.00000000,1.92500646,1.45443553,0.00367723,0.60651423
-5.04552276,2.85271066,0.99739331,0.00000000,1.95759167,1.44113237,0.00370413,0.62930128
-5.03951976,2.86548754,0.98271041,0.00000000,1.98699556,1.42740214,0.00372709,0.65223634
-5.03351676,2.87783940,0.96739200,0.00000000,2.01343254,1.41371180,0.00374395,0.67522209
-5.02751376,2.89049145,0.95201859,0.00000000,2.03728448,1.40059550,0.00375336,0.69818463
-5.02151076,2.90429328,0.93722899,0.00000000,2.05908693,1.38863864,0.00375478,0.72107352
-5.01550775,2.92018985,0.92370200,0.00000000,2.07950886,1.37846012,0.00374848,0.74386056
-5.00950475,2.93918851,0.91213617,0.00000000,2.09932666,1.37069324,0.00373552,0.76653779
-5.00350175,2.96232316,0.90322849,0.00000000,2.11939339,1.36596598,0.00371769,0.78911469
-4.99749875,2.99061699,0.89765256,0.00000000,2.14060456,1.36488142,0.00369740,0.81161495
-4.99149575,3.02504532,0.89603695,0.00000000,2.16386198,1.36799878,0.00367761,0.83407300
-4.98549275,3.06649986,0.89894441,0.00000000,2.19003714,1.37581592,0.00366170,0.85653054
-4.97948974,3.11575579,0.90685265,0.00000000,2.21993558,1.38875367,0.00365331,0.87903333
-4.97348674,3.17344292,0.92013730,0.00000000,2.25426403,1.40714268,0.00365627,0.90162852
-4.96748374,3.24002185,0.93905756,0.00000000,2.29360136,1.43121292,0.00367437,0.92436244
-4.96148074,3.31576595,0.96374505,0.00000000,2.33837466,1.46108624,0.00371129,0.94727915
-4.95547774,3.40074964,0.99419632,0.00000000,2.38884141,1.49677217,0.00377040,0.97041966
-4.94947474,3.49484320,1.03026913,0.00000000,2.44507819,1.53816677,0.00385471,0.99382177
-4.94347174,3.59771405,1.07168280,0.00000000,2.50697638,1.58505468,0.00396669,1.01752036
-4.93746873,3.70883422,1.11802265,0.00000000,2.57424471,1.63711402,0.00410823,1.04154811
-4.93146573,3.82749338,1.16874829,0.00000000,2.64641839,1.69392398,0.00428052,1.06593621
-4.92546273,3.95281669,1.22320577,0.00000000,2.72287411,1.75497466,0.00448405,1.09071509
-4.91945973,4.08378665,1.28064293,0.00000000,2.80285009,1.81967880,0.00471856,1.11591475
-4.91345673,4.21926766,1.34022775,0.00000000,2.88547001,1.88738495,0.00498305,1.14156448
-4.90745373,4.35803248,1.40106888,0.00000000,2.96976965,1.95739158,0.00527582,1.16769199
-4.90145073,4.49878925,1.46223780,0.00000000,3.05472495,2.02896173,0.00559447,1.19432163
-4.89544772,4.64020813,1.52279180,0.00000000,3.13928018,2.10133758,0.00593604,1.22147171
-4.88944472,4.78094653,1.58179700,0.00000000,3.22237495,2.17375468,0.00629705,1.24915105
-4.88344172,4.91967227,1.63835066,0.00000000,3.30296916,2.24545532,0.00667362,1.27735479
-4.87743872,5.05508391,1.69160195,0.00000000,3.38006485,2.31570089,0.00706162,1.30605965
-4.87143572,5.18592811,1.74077058,0.00000000,3.45272445,2.38378272,0.00745672,1.33521905
-4.86543272,5.31101370,1.78516273,0.00000000,3.52008500,2.44903167,0.00785462,1.36475837
-4.85942971,5.42922288,1.82418368,0.00000000,3.58136847,2.51082600,0.00825112,1.39457072
-4.85342671,5.53951976,1.85734711,0.00000000,3.63588812,2.56859801,0.00864224,1.42451379
-4.84742371,5.64095697,1.88428069,0.00000000,3.68305169,2.62183923,0.00902440,1.45440808
-4.84142071,5.73268105,1.90472827,0.00000000,3.72236179,2.67010467,0.00939448,1.48403702
-4.83541771,5.81393744,1.91854859,0.00000000,3.75341457,2.71301620,0.00974995,1.51314920
-4.82941471,5.88407594,1.92571116,0.00000000,3.77589728,2.75026549,0.01008891,1.54146308
-4.82341171,5.94255717,1.92628952,0.00000000,3.78958573,2.78161665,0.01041022,1.56867415
-4.81740870,5.98896081,1.92045253,0.00000000,3.79434233,2.80690883,0.01071346,1.59446456
-4.81140570,6.02299553,1.90845425,0.00000000,3.79011531,2.82605894,0.01099902,1.61851497
-4.80540270,6.04451079,1.89062294,0.00000000,3.77693938,2.83906439,0.01126803,1.64051827
-4.79939970,6.05350993,1.86734972,0.00000000,3.75493808,2.84600580,0.01152240,1.66019451
-4.79339670,6.05016373,1.83907722,0.00000000,3.72432757,2.84704943,0.01176471,1.67730644
-4.78739370,6.03482347,1.80628887,0.00000000,3.68542134,2.84244895,0.01199818,1.69167481
-4.78139070,6.00803198,1.76949860,0.00000000,3.63863536,2.83254609,0.01222654,1.70319241
-4.77538769,5.97053122,1.72924163,0.00000000,3.58449267,2.81776965,0.01245393,1.71183614
-4.76938469,5.92326489,1.68606584,0.00000000,3.52362663,2.79863235,0.01268478,1.71767610
-4.76338169,5.86737458,1.64052411,0.00000000,3.45678171,2.77572507,0.01292365,1.72088090
-4.75737869,5.80418826,1.59316726,0.00000000,3.38481109,2.74970796,0.01317505,1.72171860
-4.75137569,5.73520019,1.54453747,0.00000000,3.30867027,2.72129842,0.01344330,1.72055288
-4.74537269,5.66204206,1.49516212,0.00000000,3.22940613,2.69125558,0.01373236,1.71783414
-4.73936968,5.58644518,1.44554779,0.00000000,3.14814126,2.66036174,0.01404561,1.71408566
-4.73336668,5.51019481,1.39617447,0.00000000,3.06605357,2.62940090,0.01438572,1.70988520
-4.72736368,5.43507760,1.34748973,0.00000000,2.98435156,2.59913529,0.01475446,1.70584255
-4.72136068,5.36282428,1.29990308,0.00000000,2.90424598,2.57028037,0.01515256,1.70257403
-4.71535768,5.29504962,1.25378053,0.00000000,2.82691879,2.54347976,0.01557960,1.70067495
-4.70935468,5.23319256,1.20943951,0.00000000,2.75349064,2.51928077,0.01603387,1.70069122
-4.70335168,5.17845916,1.16714431,0.00000000,2.68498819,2.49811214,0.01651233,1.70309163
-4.69734867,5.13177132,1.12710240,0.00000000,2.62231278,2.48026483,0.01701055,1.70824197
-4.69134567,5.09372408,1.08946171,0.00000000,2.56621184,2.46587729,0.01752274,1.71638250
-4.68534267,5.06455376,1.05430924,0.00000000,2.51725441,2.45492582,0.01804182,1.72760982
-4.67933967,5.04411922,1.02167110,0.00000000,2.47581198,2.44722106,0.01855948,1.74186440
-4.67333667,5.03189736,0.99151417,0.00000000,2.44204568,2.44241085,0.01906637,1.75892433
-4.66733367,5.02699385,0.96374937,0.00000000,2.41590055,2.43998969,0.01955230,1.77840594
-4.66133067,5.02816899,0.93823657,0.00000000,2.39710715,2.43931464,0.02000647,1.79977148
-4.65532766,5.03387790,0.91479106,0.00000000,2.38519084,2.43962714,0.02041776,1.82234363
-4.64932466,5.04232379,0.89319132,0.00000000,2.37948818,2.44007981,0.02077504,1.84532638
-4.64332166,5.05152187,0.87318785,0.00000000,2.37916996,2.43976734,0.02106753,1.86783154
-4.63731866,5.05937144,0.85451272,0.00000000,2.38326994,2.43776001,0.02128511,1.88890964
-4.63131566,5.06373295,0.83688947,0.00000000,2.39071813,2.43313831,0.02141869,1.90758403
-4.62531266,5.06250655,0.82004301,0.00000000,2.40037706,2.42502738,0.02146048,1.92288665
-4.61930965,5.05370886,0.80370896,0.00000000,2.41107978,2.41262943,0.02140435,1.93389377
-4.61330665,5.03554441,0.78764222,0.00000000,2.42166777,2.39525290,0.02124598,1.93976036
-4.60730365,5.00646872,0.77162436,0.00000000,2.43102734,2.37233709,0.02098312,1.93975133
-4.60130065,4.96524039,0.75546948,0.00000000,2.43812299,2.34347108,0.02061564,1.93326837
-4.59529765,4.91096015,0.73902851,0.00000000,2.44202647,2.30840644,0.02014564,1.91987132
-4.58929465,4.84309544,0.72219163,0.00000000,2.44194052,2.26706318,0.01957734,1.89929309
-4.58329165,4.76148992,0.70488898,0.00000000,2.43721646,2.21952890,0.01891705,1.87144768
-4.57728864,4.66635805,0.68708956,0.00000000,2.42736530,2.16605150,0.01817291,1.83643112
-4.57128564,4.55826565,0.66879865,0.00000000,2.41206215,2.10702601,0.01735472,1.79451543
-4.56528264,4.43809781,0.65005378,0.00000000,2.39114431,2.04297639,0.01647360,1.74613616
-4.55927964,4.30701655,0.63091974,0.00000000,2.36460341,1.97453350,0.01554167,1.69187434
-4.55327664,4.16641039,0.61148280,0.00000000,2.33257253,1.90241025,0.01457170,1.63243375
-4.54727364,4.01783881,0.59184447,0.00000000,2.29530924,1.82737549,0.01357673,1.56861486
-4.54127064,3.86297440,0.57211532,0.00000000,2.25317565,1.75022766,0.01256971,1.50128672
-4.53526763,3.70354541,0.55240896,0.00000000,2.20661675,1.67176962,0.01156317,1.43135808
-4.52926463,3.54128126,0.53283651,0.00000000,2.15613807,1.59278545,0.01056890,1.35974910
-4.52326163,3.37786326,0.51350186,0.00000000,2.10228387,1.51402031,0.00959769,1.28736487
-4.51725863,3.21488210,0.49449779,0.00000000,2.04561677,1.43616384,0.00865913,1.21507161
-4.51125563,3.05380351,0.47590310,0.00000000,1.98669952,1.35983751,0.00776144,1.14367649
-4.50525263,2.89594266,0.45778064,0.00000000,1.92607956,1.28558603,0.00691138,1.07391154
-4.49924962,2.74244753,0.44017650,0.00000000,1.86427668,1.21387286,0.00611421,1.00642197
-4.49324662,2.59429086,0.42311989,0.00000000,1.80177388,1.14507928,0.00537369,0.94175903
-4.48724362,2.45227012,0.40662398,0.00000000,1.73901143,1.07950696,0.00469215,0.88037709
-4.48124062,2.31701433,0.39068729,0.00000000,1.67638390,1.01738306,0.00407061,0.82263480
-4.47523762,2.18899661,0.37529556,0.00000000,1.61423976,0.95886764,0.00350887,0.76879965
-4.46923462,2.06855098,0.36042400,0.00000000,1.55288326,0.90406246,0.00300568,0.71905542
-4.46323162,1.95589221,0.34603975,0.00000000,1.49257797,0.85302070,0.00255895,0.67351177
-4.45722861,1.85113708,0.33210429,0.00000000,1.43355158,0.80575697,0.00216587,0.63221527
-4.45122561,1.75432610,0.31857596,0.00000000,1.37600152,0.76225715,0.00182309,0.59516124
-4.44522261,1.66544438,0.30541219,0.00000000,1.32010090,0.72248754,0.00152691,0.56230566
-4.43921961,1.58444086,0.29257169,0.00000000,1.26600438,0.68640307,0.00127342,0.53357657
-4.43321661,1.51124505,0.28001623,0.00000000,1.21385372,0.65395424,0.00105862,0.50888453
-4.42721361,1.44578084,0.26771232,0.00000000,1.16378264,0.62509270,0.00087854,0.48813163
-4.42121061,1.38797691,0.25563245,0.00000000,1.11592078,0.59977525,0.00072934,0.47121885
-4.41520760,1.33777363,0.24375612,0.00000000,1.07039660,0.57796627,0.00060739,0.45805146
-4.40920460,1.29512631,0.23207055,0.00000000,1.02733914,0.55963865,0.00050930,0.44854247
-4.40320160,1.26000493,0.22057106,0.00000000,0.98687840,0.54477317,0.00043195,0.44261401
-4.39719860,1.23239054,0.20926111,0.00000000,0.94914445,0.53335650,0.00037255,0.44019687
-4.39119560,1.21226862,0.19815217,0.00000000,0.91426518,0.52537796,0.00032862,0.44122819
-4.38519260,1.19961988,0.18726307,0.00000000,0.88236288,0.52082516,0.00029795,0.44564765
-4.37918959,1.19440897,0.17661931,0.00000000,0.85354955,0.51967888,0.00027868,0.45339250
-4.37318659,1.19657169,0.16625188,0.00000000,0.82792140,0.52190725,0.00026917,0.46439157
-4.36718359,1.20600152,0.15619603,0.00000000,0.80555258,0.52745975,0.00026808,0.47855894
-4.36118059,1.22253602,0.14648973,0.00000000,0.78648854,0.53626109,0.00027426,0.49578739
-4.35517759,1.24594410,0.13717203,0.00000000,0.77073935,0.54820561,0.00028679,0.51594222
-4.34917459,1.27591476,0.12828140,0.00000000,0.75827344,0.56315228,0.00030495,0.53885583
-4.34317159,1.31204825,0.11985401,0.00000000,0.74901209,0.58092076,0.00032816,0.56432336
-4.33716858,1.35385023,0.11192208,0.00000000,0.74282509,0.60128891,0.00035603,0.59209976
-4.33116558,1.40072958,0.10451247,0.00000000,0.73952810,0.62399181,0.00038828,0.62189862
-4.32516258,1.45200031,0.09764544,0.00000000,0.73888176,0.64872276,0.00042483,0.65339277
-4.31915958,1.50688791,0.09133368,0.00000000,0.74059312,0.67513612,0.00046569,0.68621701
-4.31315658,1.56453997,0.08558174,0.00000000,0.74431927,0.70285228,0.00051105,0.71997267
-4.30715358,1.62404130,0.08038584,0.00000000,0.74967336,0.73146444,0.00056126,0.75423414
