energy_ev,total_up,Au_p_up,Au_d_up,Ga_p_up,Ga_d_up,Te_p_up,Te_d_up
-6.00000000,1.65062273,0.09710527,1.50890804,0.03265862,0.00000000,0.15159217,0.00000000
-5.99399700,1.67889743,0.10142345,1.52992410,0.03474550,0.00000000,0.15453699,0.00000000
-5.98799400,1.71223064,0.10596591,1.55556447,0.03701459,0.00000000,0.15773198,0.00000000
-5.98199100,1.75060497,0.11073048,1.58584879,0.03946414,0.00000000,0.16113139,0.00000000
-5.97598799,1.79402134,0.11571840,1.62081288,0.04209216,0.00000000,0.16469013,0.00000000
-5.96998499,1.84250356,0.12093446,1.66051229,0.04489632,0.00000000,0.16836529,0.00000000
-5.96398199,1.89610002,0.12638683,1.70502304,0.04787391,0.00000000,0.17211774,0.00000000
-5.95797899,1.95488210,0.13208681,1.75443932,0.05102175,0.00000000,0.17591336,0.00000000
-5.95197599,2.01893944,0.13804825,1.80886815,0.05433603,0.00000000,0.17972428,0.00000000
-5.94597299,2.08837206,0.14428689,1.86842123,0.05781216,0.00000000,0.18352963,0.00000000
-5.93996998,2.16327977,0.15081938,1.93320431,0.06144458,0.00000000,0.18731618,0.00000000
-5.93396698,2.24374931,0.15766243,2.00330453,0.06522652,0.00000000,0.19107853,0.00000000
-5.92796398,2.32984001,0.16483164,2.07877652,0.06914984,0.00000000,0.19481905,0.00000000
-5.92196098,2.42156856,0.17234059,2.15962788,0.07320479,0.00000000,0.19854745,0.00000000
-5.91595798,2.51889396,0.18019980,2.24580497,0.07737982,0.00000000,0.20228006,0.00000000
-5.90995498,2.62170339,0.18841597,2.33717986,0.08166145,0.00000000,0.20603891,0.00000000
-5.90395198,2.72979992,0.19699133,2.43353914,0.08603418,0.00000000,0.20985055,0.00000000
-5.89794897,2.84289291,0.20592325,2.53457550,0.09048044,0.00000000,0.21374471,0.00000000
-5.89194597,2.96059159,0.21520409,2.63988251,0.09498068,0.00000000,0.21775295,0.00000000
-5.88594297,3.08240262,0.22482136,2.74895328,0.09951344,0.00000000,0.22190718,0.00000000
-5.87993997,3.20773164,0.23475809,2.86118308,0.10405562,0.00000000,0.22623834,0.00000000
-5.87393697,3.33588914,0.24499349,2.97587609,0.10858273,0.00000000,0.23077503,0.00000000
-5.86793397,3.46610037,0.25550373,3.09225612,0.11306930,0.00000000,0.23554239,0.00000000
-5.86193097,3.59751912,0.26626289,3.20948098,0.11748927,0.00000000,0.24056108,0.00000000
-5.85592796,3.72924460,0.27724396,3.32665990,0.12181652,0.00000000,0.24584645,0.00000000
-5.84992496,3.86034095,0.28841975,3.44287336,0.12602532,0.00000000,0.25140795,0.00000000
-5.84392196,3.98985837,0.29976380,3.55719449,0.13009088,0.00000000,0.25724865,0.00000000
-5.83791896,4.11685503,0.31125101,3.66871118,0.13398985,0.00000000,0.26336502,0.00000000
-5.83191596,4.24041881,0.32285808,3.77654786,0.13770077,0.00000000,0.26974684,0.00000000
-5.82591296,4.35968792,0.33456366,3.87988623,0.14120449,0.00000000,0.27637727,0.00000000
-5.81990995,4.47386956,0.34634821,3.97798397,0.14448451,0.00000000,0.28323302,0.00000000
-5.81390695,4.58225601,0.35819353,4.07019072,0.14752723,0.00000000,0.29028468,0.00000000
-5.80790395,4.68423742,0.37008209,4.15596088,0.15032212,0.00000000,0.29749706,0.00000000
-5.80190095,4.77931106,0.38199606,4.23486259,0.15286182,0.00000000,0.30482969,0.00000000
-5.79589795,4.86708678,0.39391628,4.30658302,0.15514208,0.00000000,0.31223735,0.00000000
-5.78989495,4.94728876,0.40582113,4.37092953,0.15716171,0.00000000,0.31967067,0.00000000
-5.78389195,5.01975361,0.41768550,4.42782722,0.15892237,0.00000000,0.32707678,0.00000000
-5.77788894,5.08442528,0.42947979,4.47731287,0.16042836,0.00000000,0.33440014,0.00000000
-5.77188594,5.14134717,0.44116931,4.51952590,0.16168634,0.00000000,0.34158331,0.00000000
-5.76588294,5.19065189,0.45271382,4.55469670,0.16270497,0.00000000,0.34856787,0.00000000
-5.75987994,5.23254935,0.46406753,4.58313297,0.16349463,0.00000000,0.35529543,0.00000000
-5.75387694,5.26731358,0.47517951,4.60520469,0.16406702,0.00000000,0.36170862,0.00000000
-5.74787394,5.29526891,0.48599433,4.62132811,0.16443483,0.00000000,0.36775215,0.00000000
-5.74187094,5.31677582,0.49645324,4.63194949,0.16461136,0.00000000,0.37337392,0.00000000
-5.73586793,5.33221687,0.50649547,4.63752883,0.16461019,0.00000000,0.37852596,0.00000000
-5.72986493,5.34198298,0.51605981,4.63852417,0.16444483,0.00000000,0.38316545,0.00000000
-5.72386193,5.34646031,0.52508626,4.63537665,0.16412838,0.00000000,0.38725543,0.00000000
-5.71785893,5.34601766,0.53351762,4.62849653,0.16367318,0.00000000,0.39076552,0.00000000
-5.71185593,5.34099481,0.54130097,4.61825061,0.16309054,0.00000000,0.39367228,0.00000000
-5.70585293,5.33169161,0.54838887,4.60495090,0.16239034,0.00000000,0.39595939,0.00000000
-5.69984992,5.31835810,0.55474025,4.58884494,0.16158081,0.00000000,0.39761756,0.00000000
-5.69384692,5.30118574,0.56032088,4.57010787,0.16066818,0.00000000,0.39864420,0.00000000
-5.68784392,5.28029998,0.56510343,4.54883634,0.15965649,0.00000000,0.39904278,0.00000000
-5.68184092,5.25575448,0.56906712,4.52504464,0.15854736,0.00000000,0.39882206,0.00000000
-5.67583792,5.22752720,0.57219699,4.49866312,0.15733986,0.00000000,0.39799504,0.00000000
-5.66983492,5.19551888,0.57448285,4.46953918,0.15603046,0.00000000,0.39657788,0.00000000
-5.66383192,5.15955414,0.57591802,4.43744110,0.15461312,0.00000000,0.39458877,0.00000000
-5.65782891,5.11938555,0.57649808,4.40206480,0.15307940,0.00000000,0.39204677,0.00000000
-5.65182591,5.07470107,0.57621950,4.36304370,0.15141878,0.00000000,0.38897084,0.00000000
-5.64582291,5.02513477,0.57507856,4.31996159,0.14961905,0.00000000,0.38537893,0.00000000
-5.63981991,4.97028102,0.57307047,4.27236843,0.14766689,0.00000000,0.38128742,0.00000000
-5.63381691,4.90971177,0.57018885,4.21979878,0.14554846,0.00000000,0.37671071,0.00000000
-5.62781391,4.84299659,0.56642565,4.16179224,0.14325016,0.00000000,0.37166120,0.00000000
-5.62181091,4.76972488,0.56177146,4.09791553,0.14075940,0.00000000,0.36614947,0.00000000
-5.61580790,4.68952925,0.55621624,4.02778512,0.13806541,0.00000000,0.36018482,0.00000000
-5.60980490,4.60210933,0.54975052,3.95108969,0.13516001,0.00000000,0.35377600,0.00000000
-5.60380190,4.50725476,0.54236678,3.86761140,0.13203835,0.00000000,0.34693216,0.00000000
-5.59779890,4.40486623,0.53406109,3.77724489,0.12869948,0.00000000,0.33966392,0.00000000
-5.59179590,4.29497368,0.52483492,3.68001319,0.12514686,0.00000000,0.33198452,0.00000000
-5.58579290,4.17775033,0.51469680,3.57607947,0.12138864,0.00000000,0.32391092,0.00000000
-5.57978989,4.05352205,0.50366397,3.46575422,0.11743773,0.00000000,0.31546486,0.00000000
-5.57378689,3.92277127,0.49176371,3.34949714,0.11331175,0.00000000,0.30667377,0.00000000
-5.56778389,3.78613512,0.47903441,3.22791361,0.10903266,0.00000000,0.29757147,0.00000000
-5.56178089,3.64439793,0.46552625,3.10174586,0.10462631,0.00000000,0.28819863,0.00000000
-5.55577789,3.49847807,0.45130141,2.97185900,0.10012177,0.00000000,0.27860300,0.00000000
-5.54977489,3.34941006,0.43643396,2.83922267,0.09555053,0.00000000,0.26883935,0.00000000
-5.54377189,3.19832243,0.42100923,2.70488892,0.09094566,0.00000000,0.25896913,0.00000000
-5.53776888,3.04641245,0.40512289,2.56996747,0.08634087,0.00000000,0.24905995,0.00000000
-5.53176588,2.89491895,0.38887962,2.43559932,0.08176965,0.00000000,0.23918473,0.00000000
-5.52576288,2.74509415,0.37239158,2.30292979,0.07726441,0.00000000,0.22942081,0.00000000
-5.51975988,2.59817596,0.35577667,2.17308225,0.07285576,0.00000000,0.21984876,0.00000000
-5.51375688,2.45536154,0.33915661,2.04713342,0.06857187,0.00000000,0.21055120,0.00000000
-5.50775388,2.31778323,0.32265498,1.92609106,0.06443803,0.00000000,0.20161151,0.00000000
-5.50175088,2.18648751,0.30639528,1.81087495,0.06047636,0.00000000,0.19311249,0.00000000
-5.49574787,2.06241748,0.29049894,1.70230137,0.05670563,0.00000000,0.18513503,0.00000000
-5.48974487,1.94639927,0.27508344,1.60107152,0.05314134,0.00000000,0.17775681,0.00000000
-5.48374187,1.83913225,0.26026057,1.50776389,0.04979585,0.00000000,0.17105105,0.00000000
-5.47773887,1.74118320,0.24613474,1.42283033,0.04667864,0.00000000,0.16508526,0.00000000
-5.47173587,1.65298390,0.23280145,1.34659571,0.04379667,0.00000000,0.15992015,0.00000000
-5.46573287,1.57483188,0.22034598,1.27926051,0.04115479,0.00000000,0.15560856,0.00000000
-5.45972986,1.50689386,0.20884212,1.22090603,0.03875614,0.00000000,0.15219453,0.00000000
-5.45372686,1.44921133,0.19835120,1.17150162,0.03660256,0.00000000,0.14971246,0.00000000
-5.44772386,1.40170778,0.18892129,1.13091333,0.03469499,0.00000000,0.14818641,0.00000000
-5.44172086,1.36419724,0.18058655,1.09891373,0.03303372,0.00000000,0.14762952,0.00000000
-5.43571786,1.33639359,0.17336690,1.07519217,0.03161870,0.00000000,0.14804363,0.00000000
-5.42971486,1.31792051,0.16726787,1.05936541,0.03044965,0.00000000,0.14941908,0.00000000
-5.42371186,1.30832179,0.16228074,1.05098833,0.02952619,0.00000000,0.15173461,0.00000000
-5.41770885,1.30707184,0.15838293,1.04956448,0.02884781,0.00000000,0.15495760,0.00000000
-5.41170585,1.31358638,0.15553869,1.05455643,0.02841385,0.00000000,0.15904441,0.00000000
-5.40570285,1.32723331,0.15369998,1.06539595,0.02822337,0.00000000,0.16394096,0.00000000
-5.39969985,1.34734357,0.15280763,1.08149392,0.02827503,0.00000000,0.16958348,0.00000000
-5.39369685,1.37322224,0.15279276,1.10225006,0.02856685,0.00000000,0.17589951,0.00000000
-5.38769385,1.40415956,0.15357826,1.12706239,0.02909610,0.00000000,0.18280891,0.00000000
-5.38169085,1.43944194,0.15508049,1.15533643,0.02985901,0.00000000,0.19022513,0.00000000
-5.37568784,1.47836273,0.15721102,1.18649406,0.03085065,0.00000000,0.19805642,0.00000000
-5.36968484,1.52023266,0.15987840,1.21998194,0.03206471,0.00000000,0.20620717,0.00000000
-5.36368184,1.56438961,0.16298984,1.25527919,0.03349331,0.00000000,0.21457917,0.00000000
-5.35767884,1.61020749,0.16645293,1.29190440,0.03512691,0.00000000,0.22307283,0.00000000
-5.35167584,1.65710405,0.17017703,1.32942143,0.03695413,0.00000000,0.23158833,0.00000000
-5.34567284,1.70454723,0.17407466,1.36744414,0.03896166,0.00000000,0.24002665,0.00000000
-5.33966983,1.75206002,0.17806257,1.40563961,0.04113419,0.00000000,0.24829044,0.00000000
-5.33366683,1.79922353,0.18206263,1.44372988,0.04345439,0.00000000,0.25628483,0.00000000
-5.32766383,1.84567836,0.18600249,1.48149200,0.04590283,0.00000000,0.26391807,0.00000000
-5.32166083,1.89112419,0.18981602,1.51875665,0.04845807,0.00000000,0.27110212,0.00000000
-5.31565783,1.93531778,0.19344353,1.55540508,0.05109669,0.00000000,0.27775313,0.00000000
-5.30965483,1.97806954,0.19683187,1.59136481,0.05379339,0.00000000,0.28379196,0.00000000
-5.30365183,2.01923904,0.19993435,1.62660427,0.05652122,0.00000000,0.28914469,0.00000000
-5.29764882,2.05872971,0.20271057,1.66112653,0.05925171,0.00000000,0.29374312,0.00000000
-5.29164582,2.09648309,0.20512619,1.69496271,0.06195522,0.00000000,0.29752546,0.00000000
-5.28564282,2.13247310,0.20715270,1.72816514,0.06460128,0.00000000,0.30043703,0.00000000
-5.27963982,2.16670056,0.20876709,1.76080086,0.06715894,0.00000000,0.30243108,0.00000000
-5.27363682,2.19918824,0.20995170,1.79294552,0.06959725,0.00000000,0.30346969,0.00000000
-5.26763382,2.22997670,0.21069392,1.82467813,0.07188577,0.00000000,0.30352476,0.00000000
-5.26163082,2.25912100,0.21098606,1.85607664,0.07399506,0.00000000,0.30257893,0.00000000
-5.25562781,2.28668823,0.21082516,1.88721449,0.07589725,0.00000000,0.30062658,0.00000000
-5.24962481,2.31275582,0.21021291,1.91815815,0.07756655,0.00000000,0.29767461,0.00000000
-5.24362181,2.33741049,0.20915544,1.94896543,0.07897980,0.00000000,0.29374316,0.00000000
-5.23761881,2.36074740,0.20766324,1.97968445,0.08011693,0.00000000,0.28886599,0.00000000
-5.23161581,2.38286946,0.20575097,2.01035303,0.08096142,0.00000000,0.28309067,0.00000000
-5.22561281,2.40388626,0.20343719,2.04099815,0.08150063,0.00000000,0.27647837,0.00000000
-5.21960980,2.42391239,0.20074411,2.07163529,0.08172612,0.00000000,0.26910334,0.00000000
-5.21360680,2.44306501,0.19769723,2.10226733,0.08163378,0.00000000,0.26105194,0.00000000
-5.20760380,2.46146026,0.19432492,2.13288286,0.08122396,0.00000000,0.25242139,0.00000000
-5.20160080,2.47920866,0.19065788,2.16345372,0.08050139,0.00000000,0.24331808,0.00000000
-5.19559780,2.49640934,0.18672867,2.19393177,0.07947512,0.00000000,0.23385570,0.00000000
-5.18959480,2.51314342,0.18257102,2.22424500,0.07815822,0.00000000,0.22415297,0.00000000
-5.18359180,2.52946661,0.17821930,2.25429305,0.07656752,0.00000000,0.21433136,0.00000000
-5.17758879,2.54540162,0.17370784,2.28394256,0.07472318,0.00000000,0.20451259,0.00000000
-5.17158579,2.56093069,0.16907033,2.31302259,0.07264821,0.00000000,0.19481623,0.00000000
