energy_ev,total_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up,Ta_p_up,Ta_d_up
-5.83791896,2.45133899,0.00635467,1.90625414,0.03849135,0.00005295,1.78456357,0.99995012
-5.83191596,2.55336990,0.00661647,1.99046695,0.04002315,0.00005568,1.86646311,1.04576067
-5.82591296,2.65323373,0.00686725,2.07237932,0.04151294,0.00005853,1.94703138,1.08950639
-5.81990995,2.74943595,0.00710071,2.15086447,0.04292854,0.00006147,2.02537589,1.13059950
-5.81390695,2.84061255,0.00731109,2.22490614,0.04423955,0.00006446,2.10070332,1.16852544
-5.80790395,2.92556795,0.00749328,2.29362623,0.04541831,0.00006748,2.17233909,1.20285708
-5.80190095,3.00330385,0.00764295,2.35630542,0.04644072,0.00007050,2.23973990,1.23326482
-5.79589795,3.07303774,0.00775665,2.41239565,0.04728689,0.00007348,2.30249878,1.25952228
-5.78989495,3.13421034,0.00783187,2.46152396,0.04794165,0.00007640,2.36034237,1.28150714
-5.78389195,3.18648188,0.00786711,2.50348762,0.04839480,0.00007924,2.41312052,1.29919706
-5.77788894,3.22971764,0.00786180,2.53824109,0.04864117,0.00008198,2.46078908,1.31266120
-5.77188594,3.26396401,0.00781634,2.56587556,0.04868044,0.00008460,2.50338687,1.32204749
-5.76588294,3.28941674,0.00773199,2.58659268,0.04851685,0.00008708,2.54100837,1.32756683
-5.75987994,3.30638357,0.00761080,2.60067407,0.04815864,0.00008941,2.57377411,1.32947475
-5.75387694,3.31524370,0.00745546,2.60844868,0.04761747,0.00009157,2.60180057,1.32805205
-5.74787394,3.31640688,0.00726924,2.61026012,0.04690759,0.00009355,2.62517178,1.32358535
-5.74187094,3.31027473,0.00705578,2.60643615,0.04604517,0.00009533,2.64391467,1.31634873
-5.73586793,3.29720682,0.00681896,2.59726208,0.04504745,0.00009689,2.65797986,1.30658772
-5.72986493,3.27749358,0.00656281,2.58296013,0.04393200,0.00009821,2.66722937,1.29450648
-5.72386193,3.25133781,0.00629132,2.56367562,0.04271610,0.00009928,2.67143231,1.28025882
-5.71785893,3.21884575,0.00600839,2.53947108,0.04141615,0.00010007,2.67026891,1.26394369
-5.71185593,3.18002810,0.00571765,2.51032836,0.04004723,0.00010055,2.66334296,1.24560519
-5.70585293,3.13481069,0.00542247,2.47615857,0.03862285,0.00010072,2.65020176,1.22523702
-5.69984992,3.08305382,0.00512586,2.43681884,0.03715479,0.00010054,2.63036270,1.20279088
-5.69384692,3.02457863,0.00483046,2.39213473,0.03565307,0.00010000,2.60334458,1.17818822
-5.68784392,2.95919861,0.00453852,2.34192659,0.03412611,0.00009908,2.56870182,1.15133436
-5.68184092,2.88675381,0.00425191,2.28603798,0.03258089,0.00009777,2.52605938,1.12213407
-5.67583792,2.80714521,0.00397214,2.22436398,0.03102323,0.00009607,2.47514613,1.09050740
-5.66983492,2.72036700,0.00370041,2.15687770,0.02945815,0.00009397,2.41582459,1.05640477
-5.66383192,2.62653431,0.00343764,2.08365291,0.02789013,0.00009149,2.34811512,1.01982024
-5.65782891,2.52590465,0.00318453,2.00488141,0.02632347,0.00008864,2.27221297,0.98080224
-5.65182591,2.41889158,0.00294158,1.92088406,0.02476254,0.00008544,2.18849734,0.93946100
-5.64582291,2.30606981,0.00270919,1.83211466,0.02321200,0.00008192,2.09753159,0.89597231
-5.63981991,2.18817140,0.00248762,1.73915671,0.02167694,0.00007811,2.00005492,0.85057754
-5.63381691,2.06607346,0.00227714,1.64271310,0.02016294,0.00007407,1.89696583,0.80357989
-5.62781391,1.94077819,0.00207794,1.54358970,0.01867611,0.00006983,1.78929845,0.75533736
-5.62181091,1.81338656,0.00189024,1.44267369,0.01722300,0.00006545,1.67819306,0.70625277
-5.61580790,1.68506730,0.00171430,1.34090826,0.01581048,0.00006098,1.56486260,0.65676172
-5.60980490,1.55702313,0.00155040,1.23926492,0.01444562,0.00005646,1.45055688,0.60731916
-5.60380190,1.43045597,0.00139888,1.13871525,0.01313551,0.00005196,1.33652640,0.55838532
-5.59779890,1.30653339,0.00126016,1.04020345,0.01188707,0.00004752,1.22398761,0.51041196
-5.59179590,1.18635754,0.00113473,0.94462111,0.01070695,0.00004319,1.11409120,0.46382947
-5.58579290,1.07093843,0.00102319,0.85278547,0.00960133,0.00003900,1.00789470,0.41903562
-5.57978989,0.96117241,0.00092623,0.76542182,0.00857592,0.00003501,0.90634052,0.37638623
-5.57378689,0.85782656,0.00084470,0.68315082,0.00763585,0.00003123,0.81023989,0.33618833
-5.56778389,0.76152948,0.00077959,0.60648090,0.00678575,0.00002770,0.72026309,0.29869567
-5.56178089,0.67276825,0.00073208,0.53580559,0.00602980,0.00002444,0.63693584,0.26410679
-5.55577789,0.59189119,0.00070355,0.47140563,0.00537186,0.00002146,0.56064137,0.23256547
-5.54977489,0.51911578,0.00069560,0.41345507,0.00481565,0.00001877,0.49162755,0.20416316
-5.54377189,0.45454084,0.00071010,0.36203081,0.00436496,0.00001639,0.43001812,0.17894319
-5.53776888,0.39816179,0.00074916,0.31712461,0.00402388,0.00001431,0.37582709,0.15690625
-5.53176588,0.34988806,0.00081519,0.27865671,0.00379705,0.00001253,0.32897522,0.13801676
-5.52576288,0.30956141,0.00091085,0.24649021,0.00368994,0.00001106,0.28930744,0.12220959
-5.51975988,0.27697417,0.00103907,0.22044527,0.00370903,0.00000989,0.25661038,0.10939685
-5.51375688,0.25188649,0.00120296,0.20031252,0.00386209,0.00000903,0.23062898,0.09947428
-5.50775388,0.23404171,0.00140582,0.18586504,0.00415826,0.00000847,0.21108157,0.09232701
-5.50175088,0.22317944,0.00165104,0.17686838,0.00460821,0.00000822,0.19767281,0.08783433
-5.49574787,0.21904572,0.00194199,0.17308837,0.00522415,0.00000829,0.19010415,0.08587360
-5.48974487,0.22140017,0.00228193,0.17429665,0.00601980,0.00000869,0.18808156,0.08632285
-5.48374187,0.23001994,0.00267386,0.18027365,0.00701021,0.00000942,0.19132061,0.08906244
-5.47773887,0.24470066,0.00312038,0.19080949,0.00821156,0.00001051,0.19954885,0.09397553
-5.47173587,0.26525453,0.00362354,0.20570269,0.00964076,0.00001198,0.21250582,0.10094775
-5.46573287,0.29150584,0.00418468,0.22475715,0.01131507,0.00001384,0.22994107,0.10986595
-5.45972986,0.32328441,0.00480423,0.24777778,0.01325143,0.00001612,0.25161039,0.12061647
-5.45372686,0.36041731,0.00548163,0.27456505,0.01546588,0.00001885,0.27727091,0.13308297
-5.44772386,0.40271951,0.00621511,0.30490905,0.01797278,0.00002205,0.30667535,0.14714405
-5.44172086,0.44998377,0.00700168,0.33858325,0.02078395,0.00002574,0.33956596,0.16267090
-5.43571786,0.50197047,0.00783699,0.37533862,0.02390786,0.00002995,0.37566850,0.17952512
-5.42971486,0.55839786,0.00871533,0.41489828,0.02734867,0.00003469,0.41468673,0.19755695
-5.42371186,0.61893314,0.00962968,0.45695305,0.03110539,0.00003998,0.45629775,0.21660388
-5.41770885,0.68318498,0.01057175,0.50115832,0.03517104,0.00004580,0.50014838,0.23649003
-5.41170585,0.75069787,0.01153216,0.54713232,0.03953192,0.00005215,0.54585297,0.25702608
-5.40570285,0.82094862,0.01250063,0.59445609,0.04416704,0.00005902,0.59299277,0.27801004
-5.39969985,0.89334557,0.01346623,0.64267520,0.04904769,0.00006637,0.64111694,0.29922877
-5.39369685,0.96723056,0.01441770,0.69130349,0.05413730,0.00007415,0.68974541,0.32046027
-5.38769385,1.04188402,0.01534383,0.73982851,0.05939153,0.00008231,0.73837348,0.34147673
-5.38169085,1.11653332,0.01623379,0.78771906,0.06475866,0.00009077,0.78647821,0.36204829
-5.37568784,1.19036429,0.01707759,0.83443429,0.07018029,0.00009944,0.83352656,0.38194745
-5.36968484,1.26253582,0.01786646,0.87943455,0.07559239,0.00010823,0.87898498,0.40095393
-5.36368184,1.33219747,0.01859325,0.92219347,0.08092663,0.00011702,0.92233039,0.41886005
-5.35767884,1.39850941,0.01925278,0.96221119,0.08611197,0.00012570,0.96306222,0.43547632
-5.35167584,1.46066439,0.01984218,0.99902809,0.09107655,0.00013414,1.00071519,0.45063708
-5.34567284,1.51791092,0.02036108,1.03223885,0.09574969,0.00014223,1.03487236,0.46420617
-5.33966983,1.56957682,0.02081179,1.06150607,0.10006400,0.00014983,1.06517814,0.47608217
-5.33366683,1.61509232,0.02119936,1.08657308,0.10395756,0.00015683,1.09135050,0.48620326
-5.32766383,1.65401147,0.02153154,1.10727517,0.10737596,0.00016312,1.11319216,0.49455113
-5.32166083,1.68603100,0.02181858,1.12354879,0.11027417,0.00016861,1.13059985,0.50115409
-5.31565783,1.71100538,0.02207299,1.13543804,0.11261818,0.00017321,1.14357133,0.50608882
-5.30965483,1.72895728,0.02230915,1.14309798,0.11438623,0.00017688,1.15220950,0.50948070
-5.30365183,1.74008237,0.02254279,1.14679424,0.11556965,0.00017956,1.15672327,0.51150253
-5.29764882,1.74474803,0.02279041,1.14689867,0.11617325,0.00018125,1.15742470,0.51237148
-5.29164582,1.74348534,0.02306866,1.14388086,0.11621514,0.00018195,1.15472227,0.51234422
-5.28564282,1.73697441,0.02339361,1.13829548,0.11572613,0.00018169,1.14911030,0.51171017
-5.27963982,1.72602321,0.02378002,1.13076569,0.11474855,0.00018052,1.14115453,0.51078311
-5.27363682,1.71154048,0.02424065,1.12196300,0.11333476,0.00017852,1.13147423,0.50989110
-5.26763382,1.69450364,0.02478550,1.11258427,0.11154522,0.00017576,1.12072149,0.50936526
-5.26163082,1.67592294,0.02542129,1.10332659,0.10944638,0.00017236,1.10955825,0.50952752
-5.25562781,1.65680333,0.02615088,1.09486106,0.10710834,0.00016842,1.09863217,0.51067802
-5.24962481,1.63810580,0.02697288,1.08780660,0.10460260,0.00016405,1.08855215,0.51308249
-5.24362181,1.62070996,0.02788144,1.08270496,0.10199981,0.00015936,1.07986482,0.51696036
-5.23761881,1.60537974,0.02886619,1.07999816,0.09936781,0.00015448,1.07303304,0.52247402
-5.23161581,1.59273395,0.02991229,1.08000953,0.09676989,0.00014949,1.06841752,0.52971991
-5.22561281,1.58322318,0.03100084,1.08292935,0.09426354,0.00014450,1.06626255,0.53872199
-5.21960980,1.57711457,0.03210929,1.08880606,0.09189956,0.00013959,1.06668676,0.54942795
-5.21360680,1.57448501,0.03321213,1.09754366,0.08972164,0.00013481,1.06967936,0.56170857
-5.20760380,1.57522362,0.03428173,1.10890549,0.08776641,0.00013023,1.07510240,0.57536042
-5.20160080,1.57904324,0.03528922,1.12252472,0.08606389,0.00012588,1.08269889,0.59011199
-5.19559780,1.58550058,0.03620555,1.13792095,0.08463825,0.00012179,1.09210661,0.60563303
-5.18959480,1.59402408,0.03700255,1.15452253,0.08350887,0.00011795,1.10287703,0.62154688
-5.18359180,1.60394802,0.03765395,1.17169342,0.08269149,0.00011438,1.11449835,0.63744528
-5.17758879,1.61455120,0.03813638,1.18876353,0.08219941,0.00011106,1.12642163,0.65290512
-5.17158579,1.62509814,0.03843030,1.20506105,0.08204457,0.00010799,1.13808863,0.66750614
-5.16558279,1.63488055,0.03852074,1.21994512,0.08223845,0.00010514,1.14895990,0.68084912
-5.15957979,1.64325702,0.03839785,1.23283724,0.08279268,0.00010251,1.15854169,0.69257326
-5.15357679,1.64968848,0.03805737,1.24324980,0.08371922,0.00010009,1.16641020,0.70237224
-5.14757379,1.65376787,0.03750069,1.25081023,0.08503018,0.00009786,1.17223183,0.71000780
-5.14157079,1.65524206,0.03673487,1.25527940,0.08673718,0.00009584,1.17577843,0.71532038
-5.13556778,1.65402498,0.03577233,1.25656334,0.08885035,0.00009403,1.17693666,0.71823608
-5.12956478,1.65020127,0.03463035,1.25471756,0.09137691,0.00009245,1.17571091,0.71876952
-5.12356178,1.64402008,0.03333045,1.24994368,0.09431958,0.00009112,1.17221978,0.71702254
-5.11755878,1.63587958,0.03189756,1.24257846,0.09767479,0.00009009,1.16668621,0.71317864
-5.11155578,1.62630281,0.03035913,1.23307584,0.10143089,0.00008939,1.15942193,0.70749347
-5.10555278,1.61590646,0.02874414,1.22198275,0.10556651,0.00008905,1.15080708,0.70028182
-5.09954977,1.60536410,0.02708213,1.20991008,0.11004914,0.00008913,1.14126617,0.69190184
-5.09354677,1.59536603,0.02540222,1.19750022,0.11483420,0.00008965,1.13124186,0.68273718
-5.08754377,1.58657798,0.02373226,1.18539289,0.11986457,0.00009064,1.12116790,0.67317810
-5.08154077,1.57960091,0.02209800,1.17419107,0.12507076,0.00009214,1.11144283,0.66360249
-5.07553777,1.57493411,0.02052244,1.16442879,0.13037170,0.00009414,1.10240595,0.65435779
-5.06953477,1.57294375,0.01902529,1.15654252,0.13567630,0.00009665,1.09431682,0.64574470
-5.06353177,1.57383849,0.01762266,1.15084752,0.14088557,0.00009965,1.08733942,0.63800362
-5.05752876,1.57765353,0.01632683,1.14752060,0.14589540,0.00010310,1.08153179,0.63130435
-5.05152576,1.58424397,0.01514621,1.14658990,0.15059978,0.00010695,1.07684174,0.62573971
-5.04552276,1.59328772,0.01408549,1.14793239,0.15489439,0.00011113,1.07310868,0.62132314
-5.03951976,1.60429794,0.01314583,1.15127898,0.15868036,0.00011555,1.07007145,0.61799053
-5.03351676,1.61664408,0.01232524,1.15622708,0.16186807,0.00012012,1.06738164,0.61560596
-5.02751376,1.62958051,0.01161900,1.16225974,0.16438071,0.00012473,1.06462153,0.61397099
-5.02151076,1.64228109,0.01102015,1.16877033,0.16615753,0.00012926,1.06132570,0.61283690
-5.01550775,1.65387771,0.01052000,1.17509147,0.16715657,0.00013359,1.05700498,0.61191923
-5.00950475,1.66350093,0.01010867,1.18052655,0.16735671,0.00013760,1.05117147,0.61091363
-5.00350175,1.67032027,0.00977557,1.18438221,0.16675898,0.00014117,1.04336326,0.60951231
-4.99749875,1.67358240,0.00950988,1.18600017,0.16538705,0.00014419,1.03316762,0.60742000
-4.99149575,1.67264496,0.00930097,1.18478671,0.16328687,0.00014657,1.02024147,0.60436881
-4.98549275,1.66700470,0.00913875,1.18023841,0.16052552,0.00014823,1.00432810,0.60013111
-4.97948974,1.65631834,0.00901393,1.17196310,0.15718925,0.00014911,0.98526957,0.59452980
-4.97348674,1.64041569,0.00891823,1.15969491,0.15338094,0.00014916,0.96301425,0.58744575
-4.96748374,1.61930431,0.00884449,1.14330317,0.14921699,0.00014836,0.93761932,0.57882198
-4.96148074,1.59316615,0.00878676,1.12279490,0.14482387,0.00014671,0.90924847,0.56866464
-4.95547774,1.56234649,0.00874025,1.09831107,0.14033444,0.00014424,0.87816510,0.55704093
-4.94947474,1.52733644,0.00870130,1.07011739,0.13588423,0.00014101,0.84472163,0.54407434
-4.94347174,1.48875008,0.00866727,1.03859019,0.13160782,0.00013707,0.80934582,0.52993758
-4.93746873,1.44729803,0.00863644,1.00419881,0.12763555,0.00013251,0.77252491,0.51484391
-4.93146573,1.40375893,0.00860782,0.96748544,0.12409045,0.00012743,0.73478869,0.49903738
-4.92546273,1.35895075,0.00858109,0.92904388,0.12108576,0.00012195,0.69669230,0.48278283
-4.91945973,1.31370346,0.00855645,0.88949838,0.11872287,0.00011619,0.65879987,0.46635602
-4.91345673,1.26883443,0.00853450,0.84948382,0.11708985,0.00011029,0.62166964,0.45003480
-4.90745373,1.22512786,0.00851623,0.80962815,0.11626043,0.00010438,0.58584132,0.43409145
-4.90145073,1.18331895,0.00850294,0.77053787,0.11629353,0.00009860,0.55182610,0.41878677
-4.89544772,1.14408336,0.00849630,0.73278715,0.11723322,0.00009309,0.52009945,0.40436606
-4.88944472,1.10803181,0.00849835,0.69691063,0.11910896,0.00008800,0.49109698,0.39105690
-4.88344172,1.07570981,0.00851159,0.66339998,0.12193625,0.00008346,0.46521293,0.37906885
-4.87743872,1.04760153,0.00853909,0.63270386,0.12571734,0.00007960,0.44280114,0.36859461
-4.87143572,1.02413721,0.00858455,0.60523065,0.13044214,0.00007655,0.42417789,0.35981248
-4.86543272,1.00570260,0.00865249,0.58135331,0.13608913,0.00007445,0.40962604,0.35288948
-4.85942971,0.99264956,0.00874824,0.56141543,0.14262629,0.00007342,0.39939979,0.34798485
-4.85342671,0.98530624,0.00887812,0.54573759,0.15001192,0.00007358,0.39372942,0.34525331
-4.84742371,0.98398577,0.00904940,0.53462314,0.15819541,0.00007504,0.39282520,0.34484760
-4.84142071,0.98899229,0.00927033,0.52836246,0.16711789,0.00007791,0.39688005,0.34691996
-4.83541771,1.00062350,0.00955009,0.52723519,0.17671277,0.00008231,0.40607033,0.35162209
-4.82941471,1.01916904,0.00989861,0.53150963,0.18690622,0.00008831,0.42055442,0.35910350
-4.82341171,1.04490444,0.01032648,0.54143923,0.19761751,0.00009602,0.44046893,0.36950800
-4.81740870,1.07808065,0.01084462,0.55725589,0.20875942,0.00010551,0.46592255,0.38296847
-4.81140570,1.11890933,0.01146399,0.57916029,0.22023847,0.00011682,0.49698751,0.39959992
-4.80540270,1.16754472,0.01219526,0.60730961,0.23195531,0.00013000,0.53368928,0.41949128
-4.79939970,1.22406286,0.01304839,0.64180320,0.24380507,0.00014506,0.57599478,0.44269619
-4.79339670,1.28843929,0.01403215,0.68266691,0.25567776,0.00016197,0.62379976,0.46922329
-4.78739370,1.36052659,0.01515370,0.72983711,0.26745879,0.00018070,0.67691624,0.49902664
-4.78139070,1.44003303,0.01641812,0.78314525,0.27902958,0.00020114,0.73506071,0.53199667
-4.77538769,1.52650396,0.01782797,0.84230406,0.29026830,0.00022318,0.79784392,0.56795251
-4.76938469,1.61930704,0.01938283,0.90689639,0.30105075,0.00024663,0.86476331,0.60663605
-4.76338169,1.71762289,0.02107900,0.97636765,0.31125138,0.00027130,0.93519856,0.64770838
-4.75737869,1.82044197,0.02290918,1.05002263,0.32074456,0.00029692,1.00841121,0.69074902
-4.75137569,1.92656872,0.02486229,1.12702738,0.32940597,0.00032320,1.08354872,0.73525812
-4.74537269,2.03463339,0.02692334,1.20641657,0.33711425,0.00034981,1.15965331,0.78066214
-4.73936968,2.14311171,0.02907353,1.28710650,0.34375279,0.00037637,1.23567575,0.82632265
-4.73336668,2.25035237,0.03129034,1.36791365,0.34921176,0.00040251,1.31049391,0.87154848
-4.72736368,2.35461155,0.03354785,1.44757847,0.35339031,0.00042781,1.38293574,0.91561065
-4.72136068,2.45409362,0.03581718,1.52479373,0.35619880,0.00045186,1.45180593,0.95775993
-4.71535768,2.54699684,0.03806703,1.59823657,0.35756122,0.00047426,1.51591557,0.99724615
-4.70935468,2.63156219,0.04026436,1.66660311,0.35741744,0.00049462,1.57411354,1.03333884
-4.70335168,2.70612387,0.04237520,1.72864437,0.35572547,0.00051256,1.62531869,1.06534828
-4.69734867,2.76915908,0.04436548,1.78320222,0.35246343,0.00052776,1.66855126,1.09264608
-4.69134567,2.81933545,0.04620195,1.82924366,0.34763117,0.00053994,1.70296239,1.11468464
-4.68534267,2.85555374,0.04785315,1.86589231,0.34125153,0.00054887,1.72786043,1.13101448
-4.67933967,2.87698420,0.04929031,1.89245554,0.33337094,0.00055440,1.74273279,1.14129872
-4.67333667,2.88309484,0.05048824,1.90844625,0.32405949,0.00055642,1.74726251,1.14532426
-4.66733367,2.87367029,0.05142613,1.91359812,0.31341028,0.00055492,1.74133857,1.14300882
-4.66133067,2.84882038,0.05208821,1.90787382,0.30153807,0.00054995,1.72505962,1.13440385
-4.65532766,2.80897780,0.05246427,1.89146565,0.28857719,0.00054164,1.69873092,1.11969290
-4.64932466,2.75488511,0.05255002,1.86478860,0.27467883,0.00053018,1.66285441,1.09918562
-4.64332166,2.68757127,0.05234724,1.82846601,0.26000778,0.00051581,1.61811268,1.07330759
-4.63731866,2.60831880,0.05186369,1.78330849,0.24473861,0.00049883,1.56534709,1.04258636
-4.63131566,2.51862283,0.05111288,1.73028684,0.22905166,0.00047960,1.50553144,1.00763436
-4.62531266,2.42014372,0.05011357,1.67050023,0.21312874,0.00045849,1.43974189,0.96912922
-4.61930965,2.31465534,0.04888916,1.60514075,0.19714893,0.00043589,1.36912469,0.92779257
-4.61330665,2.20399080,0.04746685,1.53545600,0.18128452,0.00041221,1.29486286,0.88436779
-4.60730365,2.08998821,0.04587674,1.46271103,0.16569728,0.00038785,1.21814323,0.83959803
-4.60130065,1.97443825,0.04415083,1.38815120,0.15053521,0.00036320,1.14012504,0.79420497
-4.59529765,1.85903575,0.04232194,1.31296738,0.13592993,0.00033862,1.06191119,0.74886934
-4.58929465,1.74533698,0.04042271,1.23826477,0.12199465,0.00031445,0.98452321,0.70421382
-4.58329165,1.63472409,0.03848462,1.16503645,0.10882294,0.00029097,0.90888056,0.66078885
-4.57728864,1.52837776,0.03653706,1.09414235,0.09648821,0.00026845,0.83578484,0.61906188
-4.57128564,1.42725892,0.03460660,1.02629450,0.08504387,0.00024708,0.76590923,0.57941014
-4.56528264,1.33209954,0.03271638,0.96204853,0.07452422,0.00022702,0.69979311,0.54211726
-4.55927964,1.24340266,0.03088564,0.90180167,0.06494586,0.00020839,0.63784169,0.50737350
-4.55327664,1.16145090,0.02912951,0.84579682,0.05630962,0.00019126,0.58033039,0.47527937
-4.54727364,1.08632275,0.02745894,0.79413225,0.04860282,0.00017566,0.52741321,0.44585244
-4.54127064,1.01791544,0.02588078,0.74677616,0.04180190,0.00016158,0.47913464,0.41903671
-4.53526763,0.95597302,0.02439810,0.70358511,0.03587505,0.00014899,0.43544421,0.39471404
-4.52926463,0.90011817,0.02301057,0.66432544,0.03078495,0.00013783,0.39621289,0.37271713
-4.52326163,0.84988606,0.02171496,0.62869639,0.02649149,0.00012804,0.36125059,0.35284320
-4.51725863,0.80475887,0.02050578,0.59635395,0.02295420,0.00011954,0.33032387,0.33486793
-4.51125563,0.76419922,0.01937587,0.56693428,0.02013452,0.00011224,0.30317320,0.31855902
-4.50525263,0.72768128,0.01831703,0.54007564,0.01799778,0.00010608,0.27952909,0.30368868
-4.49924962,0.69471833,0.01732065,0.51543811,0.01651475,0.00010098,0.25912654,0.29004475
-4.49324662,0.66488576,0.01637827,0.49272022,0.01566285,0.00009688,0.24171730,0.27743999
-4.48724362,0.63783875,0.01548200,0.47167203,0.01542691,0.00009375,0.22707972,0.26571922
-4.48124062,0.61332432,0.01462498,0.45210427,0.01579949,0.00009157,0.21502585,0.25476427
-4.47523762,0.59118728,0.01380161,0.43389340,0.01678073,0.00009033,0.20540586,0.24449647
-4.46923462,0.57137039,0.01300773,0.41698259,0.01837780,0.00009005,0.19810955,0.23487693
-4.46323162,0.55390892,0.01224071,0.40137883,0.02060388,0.00009075,0.19306536,0.22590462
-4.45722861,0.53892004,0.01149937,0.38714656,0.02347670,0.00009249,0.19023672,0.21761252
-4.45122561,0.52658788,0.01078391,0.37439822,0.02701674,0.00009532,0.18961646,0.21006206
-4.44522261,0.51714501,0.01009569,0.36328240,0.03124509,0.00009930,0.19121914,0.20333631
-4.43921961,0.51085121,0.00943700,0.35397022,0.03618099,0.00010448,0.19507212,0.19753214
-4.43321661,0.50797075,0.00881078,0.34664053,0.04183923,0.00011092,0.20120557,0.19275194
-4.42721361,0.50874899,0.00822029,0.34146490,0.04822740,0.00011866,0.20964190,0.18909504
-4.42121061,0.51338949,0.00766887,0.33859273,0.05534312,0.00012773,0.22038525,0.18664946
-4.41520760,0.52203260,0.00715963,0.33813753,0.06317141,0.00013813,0.23341133,0.18548425
-4.40920460,0.53473643,0.00669520,0.34016467,0.07168231,0.00014982,0.24865824,0.18564265
-4.40320160,0.55146115,0.00627753,0.34468128,0.08082881,0.00016276,0.26601866,0.18713654
-4.39719860,0.57205713,0.00590771,0.35162865,0.09054536,0.00017684,0.28533377,0.18994222
-4.39119560,0.59625771,0.00558589,0.36087757,0.10074691,0.00019193,0.30638941,0.19399786
-4.38519260,0.62367686,0.00531120,0.37222660,0.11132874,0.00020785,0.32891451,0.19920251
-4.37918959,0.65381198,0.00508176,0.38540365,0.12216709,0.00022442,0.35258224,0.20541695
-4.37318659,0.68605176,0.00489472,0.40007055,0.13312061,0.00024137,0.37701371,0.21246611
-4.36718359,0.71968907,0.00474634,0.41583061,0.14403271,0.00025844,0.40178440,0.22014317
-4.36118059,0.75393829,0.00463214,0.43223890,0.15473473,0.00027533,0.42643299,0.22821502
-4.35517759,0.78795654,0.00454701,0.44881472,0.16504986,0.00029174,0.45047246,0.23642897
-4.34917459,0.82086804,0.00448546,0.46505588,0.17479773,0.00030733,0.47340291,0.24452035
-4.34317159,0.85179057,0.00444173,0.48045423,0.18379942,0.00032179,0.49472575,0.25222082
-4.33716858,0.87986306,0.00441000,0.49451173,0.19188284,0.00033482,0.51395863,0.25926689
-4.33116558,0.90427312,0.00438462,0.50675639,0.19888802,0.00034611,0.53065041,0.26540844
-4.32516258,0.92428326,0.00436023,0.51675754,0.20467239,0.00035542,0.54439562,0.27041676
-4.31915958,0.93925494,0.00433193,0.52413965,0.20911550,0.00036253,0.55484774,0.27409196
-4.31315658,0.94866905,0.00429541,0.52859419,0.21212317,0.00036725,0.56173055,0.27626918
-4.30715358,0.95214232,0.00424708,0.52988904,0.21363080,0.00036947,0.56484727,0.27682364
