energy_ev,total_up,Bi_p_up,Bi_d_up,Se_s_up,Se_p_up,Ta_p_up,Ta_d_up
-5.67583792,5.90110497,0.77467432,0.01256490,0.05550160,3.71696307,2.64713633,2.77715046
-5.66983492,6.00536915,0.78633351,0.01283697,0.05748818,3.78387534,2.70826305,2.83524586
-5.66383192,6.10969166,0.79961628,0.01312078,0.05974963,3.84802653,2.76960622,2.89009199
-5.65782891,6.21197890,0.81416121,0.01341163,0.06227813,3.90818233,2.83008529,2.94066159
-5.65182591,6.31005519,0.82954968,0.01370433,0.06506065,3.96312998,2.88856579,2.98596590
-5.64582291,6.40172508,0.84532011,0.01399345,0.06807914,4.01171071,2.94389089,3.02508103
-5.63981991,6.48483763,0.86098344,0.01427339,0.07131066,4.05285166,2.99491469,3.05717322
-5.63381691,6.55735012,0.87603945,0.01453864,0.07472776,4.08559591,3.04053580,3.08152226
-5.62781391,6.61738864,0.88999323,0.01478391,0.07829890,4.10912955,3.07972991,3.09754193
-5.62181091,6.66330327,0.90237092,0.01500431,0.08198891,4.12280459,3.11157990,3.10479677
-5.61580790,6.69371567,0.91273444,0.01519550,0.08575958,4.12615698,3.13530238,3.10301438
-5.60980490,6.70755743,0.92069445,0.01535379,0.08957036,4.11891893,3.15026958,3.09209290
-5.60380190,6.70409767,0.92592115,0.01547627,0.09337901,4.10102519,3.15602578,3.07210333
-5.59779890,6.68295928,0.92815265,0.01556083,0.09714238,4.07261311,3.15229779,3.04328649
-5.59179590,6.64412333,0.92720067,0.01560623,0.10081725,4.03401653,3.13899923,3.00604499
-5.58579290,6.58792195,0.92295342,0.01561206,0.10436107,3.98575400,3.11622870,2.96093040
-5.57978989,6.51502038,0.91537582,0.01557872,0.10773285,3.92851190,3.08426219,2.90862630
-5.57378689,6.42638948,0.90450712,0.01550737,0.11089392,3.86312328,3.04354051,2.84992787
-5.56778389,6.32327026,0.89045630,0.01539979,0.11380875,3.79054362,2.99465249,2.78571911
-5.56178089,6.20713251,0.87339543,0.01525833,0.11644566,3.71182460,2.93831509,2.71694842
-5.55577789,6.07962963,0.85355159,0.01508576,0.11877749,3.62808712,2.87535165,2.64460387
-5.54977489,5.94255197,0.83119769,0.01488518,0.12078222,3.54049496,2.80666942,2.56968913
-5.54377189,5.79778095,0.80664269,0.01465987,0.12244347,3.45023016,2.73323759,2.49320098
-5.53776888,5.64724601,0.78022166,0.01441323,0.12375087,3.35847127,2.65606684,2.41610945
-5.53176588,5.49288628,0.75228619,0.01414862,0.12470032,3.26637534,2.57619134,2.33934130
-5.52576288,5.33661834,0.72319531,0.01386938,0.12529418,3.17506428,2.49465382,2.26376739
-5.51975988,5.18031108,0.69330753,0.01357871,0.12554119,3.08561592,2.41249411,2.19019419
-5.51375688,5.02576810,0.66297382,0.01327968,0.12545635,2.99905981,2.33074127,2.11935968
-5.50775388,4.87471766,0.63253210,0.01297520,0.12506056,2.91637749,2.25040905,2.05193328
-5.50175088,4.72880953,0.60230286,0.01266805,0.12438017,2.83850665,2.17249436,1.98851960
-5.49574787,4.58961768,0.57258618,0.01236091,0.12344629,2.76634823,2.09797803,1.92966515
-5.48974487,4.45864753,0.54365988,0.01205640,0.12229405,2.70077559,2.02782693,1.87586736
-5.48374187,4.33734576,0.51577872,0.01175710,0.12096166,2.64264415,1.96299673,1.82758490
-5.47773887,4.22711106,0.48917431,0.01146564,0.11948940,2.59280065,1.90443410,1.78524829
-5.47173587,4.12930364,0.46405577,0.01118470,0.11791850,2.55209024,1.85307751,1.74926972
-5.46573287,4.04525189,0.44061055,0.01091706,0.11628997,2.52136055,1.80985588,1.72005114
-5.45972986,3.97625431,0.41900550,0.01066562,0.11464346,2.50146153,1.77568416,1.69798976
-5.45372686,3.92357570,0.39938785,0.01043339,0.11301613,2.49324030,1.75145569,1.68348022
-5.44772386,3.88843668,0.38188596,0.01022346,0.11144156,2.49753058,1.73803098,1.67691296
-5.44172086,3.87199616,0.36660977,0.01003898,0.10994882,2.51513663,1.73622299,1.67866867
-5.43571786,3.87532720,0.35365086,0.00988310,0.10856170,2.54681192,1.74677941,1.68910871
-5.42971486,3.89938679,0.34308216,0.00975888,0.10729807,2.59323339,1.77036242,1.70856207
-5.42371186,3.94498117,0.33495724,0.00966923,0.10616955,2.65497218,1.80752695,1.73730925
-5.41770885,4.01272803,0.32930946,0.00961680,0.10518135,2.73246238,1.85869837,1.77556414
-5.41170585,4.10301808,0.32615087,0.00960388,0.10433240,2.82596933,1.92415084,1.82345475
-5.40570285,4.21597792,0.32547117,0.00963234,0.10361568,2.93555927,2.00398752,1.88100404
-5.39969985,4.35143671,0.32723672,0.00970351,0.10301883,3.06107224,2.09812381,1.94811203
-5.39369685,4.50889887,0.33138987,0.00981809,0.10252494,3.20209982,2.20627467,2.02454047
-5.38769385,4.68752466,0.33784859,0.00997617,0.10211348,3.35796938,2.32794692,2.10990091
-5.38169085,4.88612038,0.34650663,0.01017709,0.10176136,3.52773614,2.46243717,2.20364741
-5.37568784,5.10313920,0.35723416,0.01041951,0.10144407,3.71018372,2.60883560,2.30507426
-5.36968484,5.33669307,0.36987887,0.01070138,0.10113680,3.90383377,2.76603577,2.41331925
-5.36368184,5.58457575,0.38426777,0.01101994,0.10081552,4.10696458,2.93275002,2.52737256
-5.35767884,5.84429607,0.40020925,0.01137183,0.10045793,4.31763796,3.10752985,2.64609093
-5.35167584,6.11312023,0.41749566,0.01175310,0.10004427,4.53373357,3.28879047,2.76821668
-5.34567284,6.38812127,0.43590616,0.01215931,0.09955798,4.75298906,3.47483833,2.89240077
-5.33966983,6.66623382,0.45520969,0.01258564,0.09898607,4.97304454,3.66390050,3.01722873
-5.33366683,6.94431148,0.47516803,0.01302693,0.09831936,5.19148926,3.85415461,3.14124862
-5.32766383,7.21918485,0.49553886,0.01347786,0.09755238,5.40590872,4.04375820,3.26299959
-5.32166083,7.48771781,0.51607857,0.01393295,0.09668322,5.61393029,4.23087645,3.38103995
-5.31565783,7.74686025,0.53654500,0.01438673,0.09571306,5.81326579,4.41370748,3.49397384
-5.30965483,7.99369573,0.55669989,0.01483380,0.09464570,6.00174958,4.59050467,3.60047549
-5.30365183,8.22548307,0.57631108,0.01526888,0.09348691,6.17737138,4.75959588,3.69931048
-5.29764882,8.43969153,0.59515461,0.01568692,0.09224381,6.33830332,4.91939958,3.78935364
-5.29164582,8.63402946,0.61301656,0.01608312,0.09092423,6.48292102,5.06843830,3.86960350
-5.28564282,8.80646715,0.62969495,0.01645302,0.08953621,6.60981934,5.20535000,3.93919329
-5.27963982,8.95525455,0.64500157,0.01679253,0.08808751,6.71782312,5.32889815,3.99739891
-5.27363682,9.07893518,0.65876396,0.01709797,0.08658535,6.80599413,5.43798127,4.04364428
-5.26763382,9.17635715,0.67082757,0.01736614,0.08503625,6.87363499,5.53164262,4.07750463
-5.26163082,9.24668264,0.68105809,0.01759436,0.08344606,6.92029111,5.60908080,4.09870815
-5.25562781,9.28939639,0.68934402,0.01778049,0.08182016,6.94575157,5.66966137,4.10713669
-5.24962481,9.30431394,0.69559946,0.01792304,0.08016375,6.95004941,5.71292971,4.10282561
-5.24362181,9.29158957,0.69976695,0.01802119,0.07848231,6.93346168,5.73862479,4.08596315
-5.23761881,9.25172359,0.70182042,0.01807486,0.07678204,6.89650925,5.74669321,4.05688928
-5.23161581,9.18556816,0.70176788,0.01808474,0.07507041,6.83995593,5.73730249,4.01609382
-5.22561281,9.09433050,0.69965387,0.01805238,0.07335662,6.76480634,5.71085271,3.96421361
-5.21960980,8.97957203,0.69556143,0.01798020,0.07165200,6.67230147,5.66798486,3.90202808
-5.21360680,8.84320191,0.68961326,0.01787153,0.06997033,6.56391111,5.60958488,3.83045301
-5.20760380,8.68746345,0.68197208,0.01773058,0.06832796,6.44132200,5.53678183,3.75053169
-5.20160080,8.51491216,0.67283996,0.01756247,0.06674384,6.30642080,5.45093946,3.66342317
-5.19559780,8.32838433,0.66245632,0.01737315,0.06523926,6.16127124,5.35364007,3.57038731
-5.18959480,8.13095576,0.65109487,0.01716933,0.06383753,6.00808508,5.24666067,3.47276629
-5.18359180,7.92589065,0.63905905,0.01695836,0.06256335,5.84918671,5.13194110,3.37196292
-5.17758879,7.71658120,0.62667631,0.01674811,0.06144222,5.68697206,5.01154500,3.26941571
-5.17158579,7.50647927,0.61429119,0.01654679,0.06049950,5.52386233,4.88761429,3.16657145
-5.16558279,7.29902169,0.60225728,0.01636271,0.05975958,5.36225403,4.76231875,3.06485588
-5.15957979,7.09755165,0.59092840,0.01620414,0.05924489,5.20446663,4.63780225,2.96564335
-5.15357679,6.90523852,0.58064911,0.01607900,0.05897496,5.05268966,4.51612757,2.87022650
-5.14757379,6.72499917,0.57174494,0.01599464,0.05896554,4.90893124,4.39922204,2.77978697
-5.14157079,6.55942336,0.56451257,0.01595760,0.05922773,4.77496987,4.28882585,2.69536830
-5.13556778,6.41070639,0.55921040,0.01597337,0.05976731,4.65231144,4.18644535,2.61785207
-5.12956478,6.28059138,0.55604971,0.01604617,0.06058422,4.54215316,4.09331290,2.54793807
-5.12356178,6.17032367,0.55518693,0.01617877,0.06167215,4.44535601,4.01035514,2.48612956
-5.11755878,6.08061929,0.55671718,0.01637234,0.06301840,4.36242675,3.93817083,2.43272408
-5.11155578,6.01164891,0.56066955,0.01662633,0.06460393,4.29351042,3.87701919,2.38781024
-5.10555278,5.96303822,0.56700417,0.01693842,0.06640359,4.23839380,3.82681932,2.35127086
-5.09954977,5.93388506,0.57561149,0.01730456,0.06838660,4.19651980,3.78716072,2.32279225
-5.09354677,5.92279314,0.58631374,0.01771899,0.07051718,4.16701249,3.75732476,2.30187952
-5.08754377,5.92792137,0.59886873,0.01817441,0.07275541,4.14871201,3.73631622,2.28787744
-5.08154077,5.94704743,0.61297586,0.01866214,0.07505818,4.14021817,3.72290404,2.27999613
-5.07553777,5.97764364,0.62828435,0.01917237,0.07738029,4.13994145,3.71566972,2.27734084
-5.06953477,6.01696255,0.64440336,0.01969443,0.07967565,4.14615952,3.71306178,2.27894465
-5.06353177,6.06212947,0.66091371,0.02021717,0.08189849,4.15707744,3.71345440,2.28380311
-5.05752876,6.11023857,0.67738090,0.02072926,0.08400463,4.17088928,3.71520803,2.29090947
-5.05152576,6.15844923,0.69336881,0.02121957,0.08595264,4.18583920,3.71672998,2.29928929
-5.04552276,6.20407897,0.70845367,0.02167753,0.08770496,4.20027942,3.71653250,2.30803307
-5.03951976,6.24468952,0.72223779,0.02209348,0.08922891,4.21272324,3.71328653,2.31632574
-5.03351676,6.27816269,0.73436226,0.02245897,0.09049752,4.22189101,3.70586884,2.32347175
-5.02751376,6.30276305,0.74451843,0.02276701,0.09149013,4.22674731,3.69340083,2.32891501
-5.02151076,6.31718513,0.75245734,0.02301231,0.09219283,4.22652799,3.67527771,2.33225266
-5.01550775,6.32058312,0.75799695,0.02319137,0.09259862,4.22075621,3.65118661,2.33324231
-5.00950475,6.31258222,0.76102672,0.02330258,0.09270731,4.20924686,3.62111336,2.33180257
-5.00350175,6.29327133,0.76150941,0.02334620,0.09252523,4.19209948,3.58533749,2.32800687
-4.99749875,6.26317783,0.75948007,0.02332425,0.09206464,4.16968033,3.54441590,2.32207109
-4.99149575,6.22322585,0.75504222,0.02324037,0.09134297,4.14259446,3.49915611,2.31433564
-4.98549275,6.17468041,0.74836160,0.02309962,0.09038191,4.11164957,3.45058020,2.30524309
-4.97948974,6.11908035,0.73965767,0.02290819,0.08920634,4.07781339,3.39988136,2.29531248
-4.97348674,6.05816354,0.72919345,0.02267315,0.08784326,4.04216684,3.34837487,2.28511177
-4.96748374,5.99378817,0.71726410,0.02240206,0.08632061,4.00585531,3.29744590,2.27522984
-4.96148074,5.92785395,0.70418499,0.02210273,0.08466619,3.97004043,3.24849637,2.26624939
-4.95547774,5.86222706,0.69027955,0.02178290,0.08290674,3.93585461,3.20289324,2.25872231
-4.94947474,5.79867221,0.67586786,0.02144993,0.08106703,3.90436034,3.16192042,2.25314845
-4.94347174,5.73879481,0.66125610,0.02111062,0.07916925,3.87651602,3.12673619,2.24995880
-4.93746873,5.68399542,0.64672755,0.02077099,0.07723253,3.85314944,3.09833778,2.24950384
-4.93146573,5.63543787,0.63253537,0.02043616,0.07527278,3.83493981,3.07753428,2.25204701
-4.92546273,5.59403180,0.61889735,0.02011031,0.07330263,3.82240842,3.06492863,2.25776365
-4.91945973,5.56042918,0.60599278,0.01979664,0.07133168,3.81591777,3.06090887,2.26674471
-4.91345673,5.53503382,0.59396136,0.01949740,0.06936691,3.81567829,3.06564857,2.27900473
-4.90745373,5.51802215,0.58290406,0.01921402,0.06741320,3.82176150,3.07911563,2.29449305
-4.90145073,5.50937289,0.57288564,0.01894722,0.06547396,3.83411810,3.10108851,2.31310732
-4.89544772,5.50890278,0.56393855,0.01869715,0.06355190,3.85259933,3.13117852,2.33470788
-4.88944472,5.51630571,0.55606785,0.01846356,0.06164967,3.87697961,3.16885653,2.35913207
-4.88344172,5.53119201,0.54925676,0.01824599,0.05977056,3.90697882,3.21348245,2.38620714
-4.87743872,5.55312528,0.54347242,0.01804390,0.05791902,3.94228247,3.26433573,2.41576080
-4.87143572,5.58165430,0.53867156,0.01785686,0.05610116,3.98255836,3.32064510,2.44762877
-4.86543272,5.61633790,0.53480572,0.01768459,0.05432498,4.02746858,3.38161616,2.48165855
-4.85942971,5.65676158,0.53182575,0.01752710,0.05260049,4.07667616,3.44645526,2.51770932
-4.85342671,5.70254494,0.52968538,0.01738473,0.05093966,4.12984599,3.51438885,2.55564805
-4.84742371,5.75333987,0.52834386,0.01725810,0.04935611,4.18664017,3.58467740,2.59534192
-4.84142071,5.80882008,0.52776744,0.01714816,0.04786475,4.24670831,3.65662369,2.63664790
-4.83541771,5.86866302,0.52792991,0.01705602,0.04648117,4.30967364,3.72957528,2.67940016
-4.82941471,5.93252597,0.52881218,0.01698295,0.04522102,4.37511618,3.80292178,2.72339633
-4.82341171,6.00001828,0.53040110,0.01693018,0.04409924,4.44255452,3.87608739,2.76838370
-4.81740870,6.07067226,0.53268773,0.01689882,0.04312930,4.51142775,3.94851995,2.81404655
-4.81140570,6.14391513,0.53566521,0.01688971,0.04232244,4.58107925,4.01967749,2.85999571
-4.80540270,6.21904447,0.53932652,0.01690329,0.04168696,4.65074416,4.08901396,2.90576132
-4.79939970,6.29520976,0.54366237,0.01693949,0.04122761,4.71954175,4.15596535,2.95078978
-4.79339670,6.37140178,0.54865928,0.01699764,0.04094509,4.78647442,4.21993787,2.99444547
-4.78739370,6.44645158,0.55429814,0.01707644,0.04083572,4.85043376,4.28029938,3.03601763
-4.78139070,6.51904007,0.56055338,0.01717390,0.04089123,4.91021478,4.33637532,3.07473257
-4.77538769,6.58771873,0.56739270,0.01728741,0.04109886,4.96453791,4.38744995,3.10977103
-4.76938469,6.65094102,0.57477741,0.01741378,0.04144148,5.01207882,4.43277350,3.14029008
-4.76338169,6.70710378,0.58266345,0.01754933,0.04189806,5.05150486,4.47157520,3.16544888
-4.75737869,6.75459693,0.59100286,0.01769007,0.04244417,5.08151707,4.50308209,3.18443724
-4.75137569,6.79185931,0.59974558,0.01783183,0.04305277,5.10089583,4.52654274,3.19650561
-4.74537269,6.81743812,0.60884153,0.01797043,0.04369498,5.10854813,4.54125495,3.20099531
-4.73936968,6.83004890,0.61824267,0.01810193,0.04434106,5.10355431,4.54659581,3.19736722
-4.73336668,6.82863288,0.62790483,0.01822275,0.04496134,5.08521161,4.54205264,3.18522773
-4.72736368,6.81240860,0.63778929,0.01832988,0.04552724,5.05307245,4.52725294,3.16435039
-4.72136068,6.78091475,0.64786367,0.01842104,0.04601216,5.00697495,4.50199135,3.13469209
-4.71535768,6.73404166,0.65810227,0.01849473,0.04639239,4.94706404,4.46625200,3.09640269
-4.70935468,6.67204919,0.66848561,0.01855038,0.04664780,4.87380148,4.42022463,3.04982760
-4.70335168,6.59556980,0.67899908,0.01858829,0.04676243,4.78796386,4.36431308,2.99550270
-4.69734867,6.50559588,0.68963094,0.01860965,0.04672498,4.69062823,4.29913526,2.93414183
-4.69134567,6.40345158,0.70036948,0.01861641,0.04652890,4.58314556,4.22551424,2.86661711
-4.68534267,6.29075004,0.71119965,0.01861119,0.04617255,4.46710278,4.14446030,2.79393290
-4.67933967,6.16933780,0.72209929,0.01859704,0.04565892,4.34427506,4.05714458,2.71719446
-4.67333667,6.04122874,0.73303518,0.01857730,0.04499533,4.21656997,3.96486527,2.63757264
-4.66733367,5.90853056,0.74395919,0.01855530,0.04419292,4.08596627,3.86900769,2.55626619
-4.66133067,5.77336735,0.75480475,0.01853418,0.04326596,3.95444957,3.77100011,2.47446322
-4.65532766,5.63780159,0.76548402,0.01851661,0.04223115,3.82394811,3.67226715,2.39330363
-4.64932466,5.50375955,0.77588592,0.01850456,0.04110681,3.69627104,3.57418313,2.31384407
-4.64332166,5.37296339,0.78587527,0.01849920,0.03991205,3.57305233,3.47802724,2.23702690
-4.63731866,5.24687313,0.79529327,0.01850064,0.03866599,3.45570226,3.38494280,2.16365443
-4.63131566,5.12664114,0.80395933,0.01850795,0.03738701,3.34536879,3.29590236,2.09436941
-4.62531266,5.01308112,0.81167438,0.01851906,0.03609213,3.24291024,3.21168026,2.02964251
-4.61930965,4.90665268,0.81822561,0.01853083,0.03479646,3.14888007,3.13283374,1.96976698
-4.61330665,4.80746212,0.82339248,0.01853913,0.03351284,3.06352430,3.05969341,1.91486060
-4.60730365,4.71527892,0.82695380,0.01853900,0.03225156,2.98679117,2.99236334,1.86487452
-4.60130065,4.62956687,0.82869577,0.01852488,0.03102026,2.91835233,2.93073058,1.81960824
-4.59529765,4.54952799,0.82842042,0.01849080,0.02982401,2.85763413,2.87448343,1.77872998
-4.58929465,4.47415696,0.82595431,0.01843072,0.02866544,2.80385738,2.82313759,1.74180112
-4.58329165,4.40230310,0.82115701,0.01833879,0.02754502,2.75608338,2.77606858,1.70830366
-4.57728864,4.33273702,0.81392905,0.01820966,0.02646145,2.71326411,2.73254900,1.67766913
-4.57128564,4.26421858,0.80421886,0.01803877,0.02541205,2.67429407,2.69178872,1.64930780
-4.56528264,4.19556309,0.79202857,0.01782259,0.02439322,2.63806150,2.65297611,1.62263692
-4.55927964,4.12570285,0.77741820,0.01755889,0.02340093,2.60349685,2.61531853,1.59710660
-4.55327664,4.05374129,0.76050821,0.01724684,0.02243111,2.56961637,2.57808014,1.57222264
-4.54727364,3.97899772,0.74148012,0.01688720,0.02148011,2.53555939,2.54061566,1.54756535
-4.54127064,3.90104088,0.72057525,0.01648234,0.02054500,2.50061781,2.50239852,1.52280374
-4.53526763,3.81971032,0.69809154,0.01603625,0.01962388,2.46425715,2.46304257,1.49770492
-4.52926463,3.73512500,0.67437859,0.01555447,0.01871604,2.42612861,2.42231646,1.47213848
-4.52326163,3.64767946,0.64983093,0.01504393,0.01782210,2.38607215,2.38015050,1.44607592
-4.51725863,3.55802782,0.62487994,0.01451282,0.01694403,2.34411111,2.33663590,1.41958568
-4.51125563,3.46705700,0.59998439,0.01397034,0.01608509,2.30043901,2.29201677,1.39282397
-4.50525263,3.37585065,0.57562009,0.01342639,0.01524974,2.25539961,2.24667554,1.36602229
-4.49924962,3.28564535,0.55226883,0.01289136,0.01444345,2.20946169,2.20111267,1.33947214
-4.49324662,3.19778146,0.53040691,0.01237574,0.01367246,2.16318967,2.15592174,1.31350795
-4.48724362,3.11365048,0.51049354,0.01188986,0.01294356,2.11721191,2.11176120,1.28848883
-4.48124062,3.03464119,0.49295945,0.01144353,0.01226378,2.07218811,2.06932413,1.26478008
-4.47523762,2.96208670,0.47819596,0.01104580,0.01164010,2.02877714,2.02930733,1.24273520
-4.46923462,2.89721431,0.46654476,0.01070466,0.01107922,1.98760694,1.99238105,1.22267906
-4.46323162,2.84109995,0.45828870,0.01042680,0.01058723,1.94924729,1.95916068,1.20489291
-4.45722861,2.79462879,0.45364383,0.01021742,0.01016942,1.91418682,1.93018144,1.18960165
-4.45122561,2.75846314,0.45275286,0.01008011,0.00983002,1.88281458,1.90587695,1.17696383
-4.44522261,2.73301873,0.45568036,0.01001668,0.00957208,1.85540694,1.88656261,1.16706460
-4.43921961,2.71844985,0.46240977,0.01002720,0.00939728,1.83211991,1.87242403,1.15991176
-4.43321661,2.71464370,0.47284249,0.01010993,0.00930590,1.81298691,1.86351106,1.15543499
-4.42721361,2.72122402,0.48679899,0.01026144,0.00929673,1.79792168,1.85973730,1.15348811
-4.42121061,2.73756352,0.50402227,0.01047668,0.00936707,1.78672601,1.86088504,1.15385411
-4.41520760,2.76280461,0.52418330,0.01074915,0.00951279,1.77910162,1.86661516,1.15625289
-4.40920460,2.79588757,0.54688875,0.01107109,0.00972841,1.77466544,1.87648146,1.16035109
-4.40320160,2.83558487,0.57169057,0.01143375,0.01000718,1.77296753,1.88994877,1.16577365
-4.39719860,2.88054068,0.59809731,0.01182761,0.01034128,1.77351075,1.90641383,1.17211671
-4.39119560,2.92931365,0.62558685,0.01224267,0.01072194,1.77577127,1.92522816,1.17896115
-4.38519260,2.98042179,0.65362021,0.01266878,0.01113967,1.77921900,1.94572172,1.18588640
-4.37918959,3.03238763,0.68165589,0.01309587,0.01158449,1.78333726,1.96722659,1.19248391
-4.37318659,3.08378199,0.70916428,0.01351427,0.01204610,1.78764079,1.98909943,1.19836977
-4.36718359,3.13326503,0.73564179,0.01391499,0.01251417,1.79169156,2.01074202,1.20319608
-4.36118059,3.17962300,0.76062392,0.01428988,0.01297852,1.79511188,2.03161899,1.20666071
-4.35517759,3.22179949,0.78369705,0.01463191,0.01342937,1.79759438,2.05127208,1.20851499
-4.34917459,3.25892038,0.80450835,0.01493525,0.01385757,1.79890874,2.06933057,1.20856941
-4.34317159,3.29031159,0.82277362,0.01519542,0.01425473,1.79890506,2.08551751,1.20669687
-4.33716858,3.31550950,0.83828266,0.01540934,0.01461347,1.79751397,2.09965173,1.20283380
-4.33116558,3.33426379,0.85090213,0.01557533,0.01492752,1.79474374,2.11164581,1.19697901
-4.32516258,3.34653319,0.86057585,0.01569308,0.01519184,1.79067471,2.12150032,1.18919056
-4.31915958,3.35247457,0.86732267,0.01576354,0.01540275,1.78545144,2.12929485,1.17958092
-4.31315658,3.35242629,0.87123199,0.01578886,0.01555794,1.77927324,2.13517643,1.16831063
-4.30715358,3.34688679,0.87245737,0.01577218,0.01565654,1.77238337,2.13934618,1.15558098
