energy_ev,total_up,Ga_p_up,Ga_d_up,Hg_p_up,Hg_d_up,Se_s_up,Se_p_up
-5.72986493,2.02722742,0.23634323,0.00000000,0.78738818,0.43074246,0.15425252,0.53430602
-5.72386193,2.03767878,0.23657980,0.00000000,0.79115781,0.43342893,0.15380269,0.54403579
-5.71785893,2.05571861,0.23734681,0.00000000,0.79765121,0.43837142,0.15298335,0.55548994
-5.71185593,2.08124039,0.23865049,0.00000000,0.80687127,0.44548227,0.15183875,0.56866775
-5.70585293,2.11409642,0.24049711,0.00000000,0.81880160,0.45466220,0.15042069,0.58355516
-5.69984992,2.15410309,0.24289235,0.00000000,0.83340756,0.46580379,0.14878695,0.60012622
-5.69384692,2.20104267,0.24584024,0.00000000,0.85063647,0.47879388,0.14699947,0.61834395
-5.68784392,2.25466179,0.24934173,0.00000000,0.87041675,0.49351501,0.14512236,0.63816062
-5.68184092,2.31466695,0.25339295,0.00000000,0.89265629,0.50984585,0.14321971,0.65951750
-5.67583792,2.38071786,0.25798338,0.00000000,0.91724022,0.52766072,0.14135340,0.68234398
-5.66983492,2.45241906,0.26309391,0.00000000,0.94402820,0.54682852,0.13958104,0.70655637
-5.66383192,2.52931096,0.26869520,0.00000000,0.97285156,0.56721093,0.13795395,0.73205623
-5.65782891,2.61086087,0.27474612,0.00000000,1.00351042,0.58866053,0.13651551,0.75872858
-5.65182591,2.69645494,0.28119269,0.00000000,1.03577113,0.61101863,0.13529976,0.78644010
-5.64582291,2.78539193,0.28796742,0.00000000,1.06936420,0.63411340,0.13433040,0.81503745
-5.63981991,2.87687921,0.29498912,0.00000000,1.10398291,0.65775822,0.13362019,0.84434598
-5.63381691,2.97003195,0.30216339,0.00000000,1.13928293,0.68175066,0.13317083,0.87416898
-5.62781391,3.06387569,0.30938351,0.00000000,1.17488295,0.70587211,0.13297324,0.90428763
-5.62181091,3.15735264,0.31653199,0.00000000,1.21036657,0.72988822,0.13300819,0.93446188
-5.61580790,3.24933204,0.32348254,0.00000000,1.24528557,0.75355024,0.13324738,0.96443224
-5.60980490,3.33862431,0.33010254,0.00000000,1.27916451,0.77659725,0.13365480,0.99392267
-5.60380190,3.42399893,0.33625577,0.00000000,1.31150682,0.79875931,0.13418823,1.02264458
-5.59779890,3.50420564,0.34180552,0.00000000,1.34180222,0.81976135,0.13480101,1.05030183
-5.59179590,3.57799847,0.34661776,0.00000000,1.36953544,0.83932781,0.13544382,1.07659668
-5.58579290,3.64416181,0.35056439,0.00000000,1.39419601,0.85718780,0.13606644,1.10123648
-5.57978989,3.70153779,0.35352648,0.00000000,1.41528903,0.87308057,0.13661942,1.12394101
-5.57378689,3.74905403,0.35539732,0.00000000,1.43234640,0.88676116,0.13705561,1.14444995
-5.56778389,3.78575076,0.35608520,0.00000000,1.44493841,0.89800599,0.13733148,1.16253035
-5.56178089,3.81080631,0.35551594,0.00000000,1.45268512,0.90661803,0.13740819,1.17798375
-5.55577789,3.82355991,0.35363488,0.00000000,1.45526727,0.91243160,0.13725236,1.19065237
-5.54977489,3.82353089,0.35040849,0.00000000,1.45243607,0.91531634,0.13683658,1.20042436
-5.54377189,3.81043347,0.34582542,0.00000000,1.44402173,0.91518042,0.13613968,1.20723749
-5.53776888,3.78418633,0.33989696,0.00000000,1.42994008,0.91197266,0.13514668,1.21108112
-5.53176588,3.74491652,0.33265693,0.00000000,1.41019708,0.90568367,0.13384857,1.21199638
-5.52576288,3.69295740,0.32416102,0.00000000,1.38489096,0.89634584,0.13224192,1.21007424
-5.51975988,3.62884060,0.31448550,0.00000000,1.35421173,0.88403224,0.13032833,1.20545159
-5.51375688,3.55328203,0.30372547,0.00000000,1.31843806,0.86885457,0.12811380,1.19830550
-5.50775388,3.46716272,0.29199257,0.00000000,1.27793158,0.85096009,0.12560811,1.18884567
-5.50175088,3.37150483,0.27941236,0.00000000,1.23312867,0.83052781,0.12282415,1.17730565
-5.49574787,3.26744398,0.26612132,0.00000000,1.18453018,0.80776408,0.11977734,1.16393293
-5.48974487,3.15619887,0.25226364,0.00000000,1.13268927,0.78289768,0.11648505,1.14897867
-5.48374187,3.03903939,0.23798793,0.00000000,1.07819787,0.75617469,0.11296623,1.13268736
-5.47773887,2.91725444,0.22344389,0.00000000,1.02167237,0.72785327,0.10924100,1.11528702
-5.47173587,2.79212068,0.20877904,0.00000000,0.96373887,0.69819847,0.10533040,1.09698043
-5.46573287,2.66487344,0.19413572,0.00000000,0.90501878,0.66747742,0.10125624,1.07793784
-5.45972986,2.53668064,0.17964832,0.00000000,0.84611499,0.63595472,0.09704096,1.05829157
-5.45372686,2.40862077,0.16544086,0.00000000,0.78759934,0.60388844,0.09270758,1.03813269
-5.44772386,2.28166534,0.15162505,0.00000000,0.73000161,0.57152657,0.08827963,1.01751007
-5.44172086,2.15666644,0.13829879,0.00000000,0.67380040,0.53910406,0.08378117,0.99643168
-5.43571786,2.03434922,0.12554507,0.00000000,0.61941614,0.50684045,0.07923664,0.97486817
-5.42971486,1.91530948,0.11343149,0.00000000,0.56720619,0.47493807,0.07467083,0.95275843
-5.42371186,1.80001585,0.10201015,0.00000000,0.51746227,0.44358080,0.07010869,0.93001687
-5.41770885,1.68881612,0.09131798,0.00000000,0.47040995,0.41293321,0.06557516,0.90654188
-5.41170585,1.58194698,0.08137747,0.00000000,0.42621006,0.38314027,0.06109489,0.88222511
-5.40570285,1.47954651,0.07219773,0.00000000,0.38496187,0.35432735,0.05669196,0.85696100
-5.39969985,1.38166837,0.06377573,0.00000000,0.34670772,0.32660050,0.05238957,0.83065604
-5.39369685,1.28829719,0.05609782,0.00000000,0.31143874,0.30004709,0.04820964,0.80323730
-5.38769385,1.19936403,0.04914130,0.00000000,0.27910145,0.27473649,0.04417251,0.77465975
-5.38169085,1.11476141,0.04287604,0.00000000,0.24960482,0.25072111,0.04029663,0.74491209
-5.37568784,1.03435732,0.03726614,0.00000000,0.22282757,0.22803736,0.03659823,0.71402080
-5.36968484,0.95800765,0.03227145,0.00000000,0.19862539,0.20670687,0.03309114,0.68205227
-5.36368184,0.88556675,0.02784906,0.00000000,0.17683792,0.18673770,0.02978664,0.64911293
-5.35767884,0.81689609,0.02395464,0.00000000,0.15729523,0.16812565,0.02669336,0.61534763
-5.35167584,0.75187073,0.02054359,0.00000000,0.13982376,0.15085559,0.02381734,0.58093617
-5.34567284,0.69038397,0.01757210,0.00000000,0.12425153,0.13490289,0.02116210,0.54608855
-5.33966983,0.63235016,0.01499799,0.00000000,0.11041266,0.12023487,0.01872890,0.51103896
-5.33366683,0.57770608,0.01278140,0.00000000,0.09815109,0.10681221,0.01651699,0.47603911
-5.32766383,0.52641112,0.01088537,0.00000000,0.08732372,0.09459050,0.01452397,0.44135118
-5.32166083,0.47844661,0.00927627,0.00000000,0.07780271,0.08352172,0.01274620,0.40724070
-5.31565783,0.43381481,0.00792404,0.00000000,0.06947736,0.07355575,0.01117929,0.37396989
-5.30965483,0.39253756,0.00680249,0.00000000,0.06225534,0.06464186,0.00981858,0.34179161
-5.30365183,0.35465516,0.00588937,0.00000000,0.05606356,0.05673023,0.00865966,0.31094420
-5.29764882,0.32022559,0.00516645,0.00000000,0.05084866,0.04977334,0.00769884,0.28164746
-5.29164582,0.28932412,0.00461954,0.00000000,0.04657720,0.04372740,0.00693369,0.25409985
-5.28564282,0.26204354,0.00423847,0.00000000,0.04323566,0.03855366,0.00636347,0.22847693
-5.27963982,0.23849483,0.00401702,0.00000000,0.04083020,0.03421967,0.00598953,0.20493102
-5.27363682,0.21880837,0.00395285,0.00000000,0.03938631,0.03070045,0.00581566,0.18359200
-5.26763382,0.20313534,0.00404741,0.00000000,0.03894821,0.02797949,0.00584840,0.16456909
-5.26163082,0.19164917,0.00430576,0.00000000,0.03957820,0.02604966,0.00609714,0.14795344
-5.25562781,0.18454691,0.00473648,0.00000000,0.04135568,0.02491393,0.00657426,0.13382130
-5.24962481,0.18204998,0.00535143,0.00000000,0.04437600,0.02458591,0.00729507,0.12223744
-5.24362181,0.18440422,0.00616554,0.00000000,0.04874897,0.02509016,0.00827766,0.11325882
-5.23761881,0.19187891,0.00719653,0.00000000,0.05459704,0.02646226,0.00954259,0.10693792
-5.23161581,0.20476441,0.00846460,0.00000000,0.06205310,0.02874859,0.01111249,0.10332586
-5.22561281,0.22336847,0.00999205,0.00000000,0.07125783,0.03200583,0.01301150,0.10247485
-5.21960980,0.24801073,0.01180290,0.00000000,0.08235664,0.03630007,0.01526460,0.10443996
-5.21360680,0.27901582,0.01392234,0.00000000,0.09549614,0.04170566,0.01789676,0.10928010
-5.20760380,0.31670469,0.01637635,0.00000000,0.11082027,0.04830362,0.02093209,0.11705797
-5.20160080,0.36138473,0.01919103,0.00000000,0.12846609,0.05617977,0.02439286,0.12783926
-5.19559780,0.41333857,0.02239219,0.00000000,0.14855935,0.06542245,0.02829845,0.14169076
-5.18959480,0.47281233,0.02600469,0.00000000,0.17120998,0.07611998,0.03266435,0.15867780
-5.18359180,0.54000343,0.03005199,0.00000000,0.19650761,0.08835778,0.03750115,0.17886082
-5.17758879,0.61504864,0.03455560,0.00000000,0.22451743,0.10221537,0.04281369,0.20229153
-5.17158579,0.69801291,0.03953471,0.00000000,0.25527633,0.11776314,0.04860020,0.22900846
-5.16558279,0.78887946,0.04500579,0.00000000,0.28878977,0.13505907,0.05485183,0.25903248
-5.15957979,0.88754179,0.05098230,0.00000000,0.32502935,0.15414554,0.06155218,0.29236216
-5.15357679,0.99379784,0.05747450,0.00000000,0.36393128,0.17504619,0.06867729,0.32896938
-5.14757379,1.10734688,0.06448939,0.00000000,0.40539585,0.19776304,0.07619578,0.36879528
-5.14157079,1.22778926,0.07203057,0.00000000,0.44928798,0.22227401,0.08406936,0.41174672
-5.13556778,1.35462914,0.08009836,0.00000000,0.49543875,0.24853072,0.09225365,0.45769345
-5.12956478,1.48728006,0.08868980,0.00000000,0.54364797,0.27645701,0.10069922,0.50646600
-5.12356178,1.62507326,0.09779872,0.00000000,0.59368758,0.30594783,0.10935293,0.55785449
-5.11755878,1.76726823,0.10741576,0.00000000,0.64530573,0.33686894,0.11815946,0.61160829
-5.11155578,1.91306508,0.11752834,0.00000000,0.69823134,0.36905726,0.12706290,0.66743655
-5.10555278,2.06161812,0.12812053,0.00000000,0.75217887,0.40232182,0.13600848,0.72500963
-5.09954977,2.21204988,0.13917277,0.00000000,0.80685314,0.43644554,0.14494416,0.78396137
-5.09354677,2.36346513,0.15066148,0.00000000,0.86195375,0.47118761,0.15382217,0.84389198
-5.08754377,2.51496395,0.16255849,0.00000000,0.91717907,0.50628651,0.16260025,0.90437169
-5.08154077,2.66565360,0.17483035,0.00000000,0.97222956,0.54146359,0.17124268,0.96494493
-5.07553777,2.81465856,0.18743755,0.00000000,1.02681016,0.57642716,0.17972087,1.02513494
-5.06953477,2.96112847,0.20033356,0.00000000,1.08063195,0.61087702,0.18801362,1.08444885
-5.06353177,3.10424397,0.21346398,0.00000000,1.13341278,0.64450923,0.19610692,1.14238305
-5.05752876,3.24322036,0.22676563,0.00000000,1.18487723,0.67702112,0.20399336,1.19842891
-5.05152576,3.37730944,0.24016584,0.00000000,1.23475585,0.70811648,0.21167115,1.25207866
-5.04552276,3.50579974,0.25358191,0.00000000,1.28278406,0.73751060,0.21914283,1.30283163
-5.03951976,3.62801593,0.26692089,0.00000000,1.32870080,0.76493529,0.22641374,1.35020064
-5.03351676,3.74331766,0.28007971,0.00000000,1.37224739,0.79014369,0.23349036,1.39371859
-5.02751376,3.85109866,0.29294577,0.00000000,1.41316675,0.81291465,0.24037861,1.43294527
-5.02151076,3.95078664,0.30539804,0.00000000,1.45120332,0.83305679,0.24708222,1.46747428
-5.01550775,4.04184447,0.31730864,0.00000000,1.48610384,0.85041193,0.25360130,1.49693994
-5.00950475,4.12377301,0.32854494,0.00000000,1.51761928,0.86485801,0.25993122,1.52102432
-5.00350175,4.19611596,0.33897220,0.00000000,1.54550789,0.87631124,0.26606178,1.53946388
-4.99749875,4.25846668,0.34845658,0.00000000,1.56953944,0.88472761,0.27197688,1.55205598
-4.99149575,4.31047698,0.35686852,0.00000000,1.58950057,0.89010350,0.27765462,1.55866472
-4.98549275,4.35186747,0.36408633,0.00000000,1.60520107,0.89247567,0.28306778,1.55922607
-4.97948974,4.38243916,0.36999993,0.00000000,1.61648081,0.89192027,0.28818481,1.55375205
-4.97348674,4.40208550,0.37451444,0.00000000,1.62321709,0.88855124,0.29297111,1.54233367
-4.96748374,4.41080441,0.37755367,0.00000000,1.62533196,0.88251789,0.29739062,1.52514247
-4.96148074,4.40870924,0.37906314,0.00000000,1.62279912,0.87400186,0.30140756,1.50243041
-4.95547774,4.39603800,0.37901266,0.00000000,1.61565001,0.86321346,0.30498824,1.47452804
-4.94947474,4.37316015,0.37739824,0.00000000,1.60397867,0.85038756,0.30810289,1.44184071
-4.94347174,4.34057995,0.37424322,0.00000000,1.58794506,0.83577902,0.31072718,1.40484295
-4.93746873,4.29893612,0.36959862,0.00000000,1.56777645,0.81965786,0.31284364,1.36407089
-4.93146573,4.24899704,0.36354262,0.00000000,1.54376667,0.80230421,0.31444266,1.32011295
-4.92546273,4.19165141,0.35617907,0.00000000,1.51627317,0.78400315,0.31552309,1.27359882
-4.91945973,4.12789419,0.34763531,0.00000000,1.48571172,0.76503954,0.31609242,1.22518717
-4.91345673,4.05880807,0.33805907,0.00000000,1.45254886,0.74569290,0.31616650,1.17555223
-4.90745373,3.98554059,0.32761483,0.00000000,1.41729232,0.72623245,0.31576886,1.12536971
-4.90145073,3.90927789,0.31647955,0.00000000,1.38047956,0.70691230,0.31492960,1.07530236
-4.89544772,3.83121542,0.30483813,0.00000000,1.34266493,0.68796701,0.31368398,1.02598580
-4.88944472,3.75252702,0.29287858,0.00000000,1.30440582,0.66960741,0.31207079,0.97801482
-4.88344172,3.67433316,0.28078729,0.00000000,1.26624825,0.65201681,0.31013056,0.93193077
-4.87743872,3.59766982,0.26874439,0.00000000,1.22871262,0.63534782,0.30790377,0.88821044
-4.87143572,3.52345919,0.25691956,0.00000000,1.19228005,0.61971959,0.30542907,0.84725674
-4.86543272,3.45248363,0.24546824,0.00000000,1.15737988,0.60521579,0.30274179,0.80939158
-4.85942971,3.38536405,0.23452864,0.00000000,1.12437901,0.59188337,0.29987264,0.77485122
-4.85342671,3.32254393,0.22421936,0.00000000,1.09357338,0.57973209,0.29684685,0.74378422
-4.84742371,3.26427999,0.21463798,0.00000000,1.06518213,0.56873499,0.29368371,0.71625210
-4.84142071,3.21064013,0.20586035,0.00000000,1.03934470,0.55882997,0.29039659,0.69223285
-4.83541771,3.16150913,0.19794089,0.00000000,1.01612098,0.54992225,0.28699350,0.67162686
-4.82941471,3.11660223,0.19091349,0.00000000,0.99549461,0.54188803,0.28347809,0.65426551
-4.82341171,3.07548614,0.18479332,0.00000000,0.97737932,0.53457907,0.27985115,0.63992171
-4.81740870,3.03760687,0.17957899,0.00000000,0.96162798,0.52782826,0.27611249,0.62832230
-4.81140570,3.00232329,0.17525536,0.00000000,0.94804399,0.52145601,0.27226308,0.61916165
-4.80540270,2.96894502,0.17179643,0.00000000,0.93639452,0.51527723,0.26830746,0.61211608
-4.79939970,2.93677282,0.16916841,0.00000000,0.92642481,0.50910872,0.26425609,0.60685843
-4.79339670,2.90513977,0.16733265,0.00000000,0.91787304,0.50277671,0.26012773,0.60307228
-4.78739370,2.87345096,0.16624834,0.00000000,0.91048477,0.49612418,0.25595146,0.60046515
-4.78139070,2.84121992,0.16587474,0.00000000,0.90402647,0.48901773,0.25176841,0.59878027
-4.77538769,2.80809974,0.16617291,0.00000000,0.89829715,0.48135371,0.24763287,0.59780631
-4.76938469,2.77390727,0.16710682,0.00000000,0.89313781,0.47306322,0.24361284,0.59738478
-4.76338169,2.73863905,0.16864376,0.00000000,0.88843786,0.46411587,0.23978981,0.59741471
-4.75737869,2.70247809,0.17075410,0.00000000,0.88413860,0.45452207,0.23625775,0.59785462
-4.75137569,2.66579107,0.17341044,0.00000000,0.88023317,0.44433368,0.23312134,0.59872150
-4.74537269,2.62911610,0.17658619,0.00000000,0.87676345,0.43364313,0.23049341,0.60008707
-4.73936968,2.59314150,0.18025376,0.00000000,0.87381378,0.42258083,0.22849166,0.60207159
-4.73336668,2.55867693,0.18438250,0.00000000,0.87150214,0.41131118,0.22723487,0.60483533
-4.72736368,2.52661810,0.18893652,0.00000000,0.86996931,0.40002728,0.22683860,0.60856839
-4.72136068,2.49790704,0.19387266,0.00000000,0.86936653,0.38894450,0.22741067,0.61347923
-4.71535768,2.47348994,0.19913874,0.00000000,0.86984265,0.37829332,0.22904659,0.61978251
-4.70935468,2.45427452,0.20467219,0.00000000,0.87153132,0.36831161,0.23182510,0.62768679
-4.70335168,2.44108910,0.21039941,0.00000000,0.87453910,0.35923674,0.23580409,0.63738265
-4.69734867,2.43464519,0.21623569,0.00000000,0.87893507,0.35129776,0.24101708,0.64903167
-4.69134567,2.43550524,0.22208596,0.00000000,0.88474256,0.34470792,0.24747037,0.66275677
-4.68534267,2.44405673,0.22784628,0.00000000,0.89193335,0.33965775,0.25514109,0.67863418
-4.67933967,2.46049347,0.23340610,0.00000000,0.90042466,0.33630896,0.26397615,0.69668727
-4.67333667,2.48480465,0.23865104,0.00000000,0.91007884,0.33478917,0.27389226,0.71688237
-4.66733367,2.51677136,0.24346630,0.00000000,0.92070594,0.33518768,0.28477690,0.73912669
-4.66133067,2.55597053,0.24774029,0.00000000,0.93206855,0.33755230,0.29649030,0.76326805
-4.65532766,2.60178538,0.25136848,0.00000000,0.94388882,0.34188721,0.30886826,0.78909657
-4.64932466,2.65342153,0.25425712,0.00000000,0.95585703,0.34815193,0.32172585,0.81634786
-4.64332166,2.70992769,0.25632670,0.00000000,0.96764122,0.35626130,0.33486160,0.84470765
-4.63731866,2.77021980,0.25751494,0.00000000,0.97889731,0.36608650,0.34806225,0.87381765
-4.63131566,2.83310758,0.25777916,0.00000000,0.98927923,0.37745702,0.36110776,0.90328217
-4.62531266,2.89732238,0.25709790,0.00000000,0.99844856,0.39016361,0.37377642,0.93267568
-4.61930965,2.96154559,0.25547169,0.00000000,1.00608332,0.40396205,0.38584990,0.96155079
-4.61330665,3.02443689,0.25292295,0.00000000,1.01188561,0.41857793,0.39711807,0.98944670
-4.60730365,3.08466188,0.24949506,0.00000000,1.01558796,0.43371207,0.40738356,1.01589798
-4.60130065,3.14091869,0.24525061,0.00000000,1.01695832,0.44904688,0.41646577,1.04044363
-4.59529765,3.19196361,0.24026904,0.00000000,1.01580373,0.46425329,0.42420437,1.06263624
-4.58929465,3.23663529,0.23464368,0.00000000,1.01197276,0.47899834,0.43046232,1.08205136
-4.58329165,3.27387788,0.22847839,0.00000000,1.00535687,0.49295318,0.43512815,1.09829678
-4.57728864,3.30276262,0.22188416,0.00000000,0.99589099,0.50580139,0.43811773,1.11102184
-4.57128564,3.32250812,0.21497546,0.00000000,0.98355334,0.51724736,0.43937541,1.11992640
-4.56528264,3.33249879,0.20786697,0.00000000,0.96836486,0.52702449,0.43887456,1.12476941
-4.55927964,3.33230134,0.20067041,0.00000000,0.95038818,0.53490305,0.43661765,1.12537678
-4.55327664,3.32167872,0.19349192,0.00000000,0.92972644,0.54069724,0.43263574,1.12164829
-4.54727364,3.30060106,0.18642986,0.00000000,0.90652179,0.54427137,0.42698761,1.11356324
-4.54127064,3.26925298,0.17957320,0.00000000,0.88095376,0.54554473,0.41975838,1.10118456
-4.53526763,3.22803669,0.17300046,0.00000000,0.85323725,0.54449504,0.41105781,1.08466110
-4.52926463,3.17757032,0.16677919,0.00000000,0.82362016,0.54116027,0.40101826,1.06422778
-4.52326163,3.11868105,0.16096595,0.00000000,0.79238065,0.53563856,0.38979227,1.04020355
-4.51725863,3.05239273,0.15560674,0.00000000,0.75982369,0.52808644,0.37754992,1.01298699
-4.51125563,2.97990789,0.15073776,0.00000000,0.72627713,0.51871512,0.36447598,0.98304952
-4.50525263,2.90258443,0.14638633,0.00000000,0.69208699,0.50778503,0.35076678,0.95092634
-4.49924962,2.82190718,0.14257211,0.00000000,0.65761220,0.49559885,0.33662696,0.91720541
-4.49324662,2.73945516,0.13930818,0.00000000,0.62321868,0.48249310,0.32226615,0.88251447
-4.48724362,2.65686533,0.13660219,0.00000000,0.58927298,0.46882869,0.30789551,0.84750685
-4.48124062,2.57579388,0.13445735,0.00000000,0.55613564,0.45498075,0.29372434,0.81284626
-4.47523762,2.49787627,0.13287321,0.00000000,0.52415433,0.44132803,0.27995672,0.77919108
-4.46923462,2.42468733,0.13184625,0.00000000,0.49365716,0.42824226,0.26678826,0.74717877
-4.46323162,2.35770254,0.13137026,0.00000000,0.46494629,0.41607786,0.25440303,0.71741084
-4.45722861,2.29826189,0.13143638,0.00000000,0.43829207,0.40516225,0.24297071,0.69043874
-4.45122561,2.24753734,0.13203302,0.00000000,0.41392791,0.39578717,0.23264401,0.66675134
-4.44522261,2.20650476,0.13314550,0.00000000,0.39204607,0.38820109,0.22355640,0.64676407
-4.43921961,2.17592125,0.13475563,0.00000000,0.37279442,0.38260306,0.21582018,0.63081019
-4.43321661,2.15630828,0.13684110,0.00000000,0.35627439,0.37913809,0.20952488,0.61913429
-4.42721361,2.14794095,0.13937491,0.00000000,0.34253996,0.37789404,0.20473604,0.61188806
-4.42121061,2.15084346,0.14232472,0.00000000,0.33159779,0.37890020,0.20149441,0.60912846
-4.41520760,2.16479068,0.14565236,0.00000000,0.32340842,0.38212741,0.19981536,0.61081804
-4.40920460,2.18931548,0.14931342,0.00000000,0.31788832,0.38748964,0.19968882,0.61682748
-4.40320160,2.22372131,0.15325705,0.00000000,0.31491285,0.39484703,0.20107940,0.62693992
-4.39719860,2.26709959,0.15742587,0.00000000,0.31431985,0.40401010,0.20392692,0.64085700
-4.39119560,2.31835100,0.16175625,0.00000000,0.31591371,0.41474506,0.20814722,0.65820640
-4.38519260,2.37621019,0.16617871,0.00000000,0.31946990,0.42677998,0.21363320,0.67855039
-4.37918959,2.43927311,0.17061869,0.00000000,0.32473966,0.43981167,0.22025627,0.70139541
-4.37318659,2.50602619,0.17499744,0.00000000,0.33145485,0.45351301,0.22786797,0.72620228
-4.36718359,2.57487685,0.17923326,0.00000000,0.33933282,0.46754071,0.23630192,0.75239684
-4.36118059,2.64418458,0.18324281,0.00000000,0.34808125,0.48154301,0.24537612,0.77938088
-4.35517759,2.71229219,0.18694270,0.00000000,0.35740286,0.49516755,0.25489544,0.80654312
-4.34917459,2.77755660,0.19025112,0.00000000,0.36699997,0.50806887,0.26465451,0.83327024
-4.34317159,2.83837878,0.19308954,0.00000000,0.37657898,0.51991563,0.27444087,0.85895762
-4.33716858,2.89323257,0.19538443,0.00000000,0.38585461,0.53039741,0.28403843,0.88301990
-4.33116558,2.94069174,0.19706897,0.00000000,0.39455397,0.53923079,0.29323120,0.90490112
-4.32516258,2.97945528,0.19808458,0.00000000,0.40242049,0.54616486,0.30180722,0.92408439
-4.31915958,3.00837033,0.19838240,0.00000000,0.40921762,0.55098589,0.30956266,0.94010091
-4.31315658,3.02645257,0.19792450,0.00000000,0.41473232,0.55352111,0.31630608,0.95253835
-4.30715358,3.03290372,0.19668486,0.00000000,0.41877824,0.55364165,0.32186253,0.96104834
