energy_ev,total_up,Ge_p_up,Ge_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,1.31574589,0.13495055,0.00000000,0.76324387,0.00000000,0.44574392,0.14706699
-5.99399700,1.34719102,0.13910277,0.00000000,0.78126809,0.00000000,0.45438554,0.15115610
-5.98799400,1.37506276,0.14278151,0.00000000,0.79745647,0.00000000,0.46190911,0.15478839
-5.98199100,1.39940341,0.14599042,0.00000000,0.81183147,0.00000000,0.46834829,0.15796072
-5.97598799,1.42031834,0.14874563,0.00000000,0.82444266,0.00000000,0.47375266,0.16067908
-5.96998499,1.43796377,0.15107392,0.00000000,0.83536016,0.00000000,0.47818373,0.16295730
-5.96398199,1.45253200,0.15301040,0.00000000,0.84466705,0.00000000,0.48171023,0.16481547
-5.95797899,1.46423483,0.15459576,0.00000000,0.85245104,0.00000000,0.48440304,0.16627794
-5.95197599,1.47328601,0.15587321,0.00000000,0.85879587,0.00000000,0.48632999,0.16737125
-5.94597299,1.47988394,0.15688537,0.00000000,0.86377308,0.00000000,0.48755082,0.16812199
-5.93996998,1.48419543,0.15767124,0.00000000,0.86743450,0.00000000,0.48811262,0.16855466
-5.93396698,1.48634183,0.15826339,0.00000000,0.86980613,0.00000000,0.48804604,0.16868992
-5.92796398,1.48638828,0.15868569,0.00000000,0.87088375,0.00000000,0.48736254,0.16854297
-5.92196098,1.48433685,0.15895150,0.00000000,0.87063064,0.00000000,0.48605290,0.16812251
-5.91595798,1.48012415,0.15906273,0.00000000,0.86897765,0.00000000,0.48408706,0.16743019
-5.90995498,1.47362368,0.15900947,0.00000000,0.86582566,0.00000000,0.48141537,0.16646051
-5.90395198,1.46465270,0.15877059,0.00000000,0.86105041,0.00000000,0.47797134,0.16520135
-5.89794897,1.45298355,0.15831496,0.00000000,0.85450936,0.00000000,0.47367549,0.16363506
-5.89194597,1.43835843,0.15760341,0.00000000,0.84605042,0.00000000,0.46844038,0.16173985
-5.88594297,1.42050718,0.15659123,0.00000000,0.83552185,0.00000000,0.46217634,0.15949171
-5.87993997,1.39916667,0.15523106,0.00000000,0.82278285,0.00000000,0.45479774,0.15686646
-5.87393697,1.37410079,0.15347602,0.00000000,0.80771429,0.00000000,0.44622922,0.15384193
-5.86793397,1.34511985,0.15128287,0.00000000,0.79022876,0.00000000,0.43641178,0.15040016
-5.86193097,1.31209816,0.14861498,0.00000000,0.77027957,0.00000000,0.42530814,0.14652935
-5.85592796,1.27498882,0.14544499,0.00000000,0.74786796,0.00000000,0.41290721,0.14222559
-5.84992496,1.23383479,0.14175705,0.00000000,0.72304823,0.00000000,0.39922738,0.13749420
-5.84392196,1.18877569,0.13754832,0.00000000,0.69593046,0.00000000,0.38431838,0.13235055
-5.83791896,1.14004992,0.13282999,0.00000000,0.66668063,0.00000000,0.36826175,0.12682044
-5.83191596,1.08799214,0.12762737,0.00000000,0.63551822,0.00000000,0.35116981,0.12093992
-5.82591296,1.03302614,0.12197949,0.00000000,0.60271133,0.00000000,0.33318323,0.11475459
-5.81990995,0.97565373,0.11593793,0.00000000,0.56856978,0.00000000,0.31446734,0.10831848
-5.81390695,0.91644030,0.10956511,0.00000000,0.53343639,0.00000000,0.29520751,0.10169254
-5.80790395,0.85599784,0.10293214,0.00000000,0.49767708,0.00000000,0.27560368,0.09494284
-5.80190095,0.79496635,0.09611638,0.00000000,0.46167019,0.00000000,0.25586452,0.08813854
-5.79589795,0.73399477,0.08919878,0.00000000,0.42579571,0.00000000,0.23620139,0.08134989
-5.78989495,0.67372219,0.08226120,0.00000000,0.39042472,0.00000000,0.21682247,0.07464609
-5.78389195,0.61476032,0.07538389,0.00000000,0.35590976,0.00000000,0.19792730,0.06809348
-5.77788894,0.55767794,0.06864307,0.00000000,0.32257634,0.00000000,0.17970199,0.06175373
-5.77188594,0.50298796,0.06210893,0.00000000,0.29071597,0.00000000,0.16231514,0.05568252
-5.76588294,0.45113732,0.05584400,0.00000000,0.26058090,0.00000000,0.14591483,0.04992834
-5.75987994,0.40250020,0.04990189,0.00000000,0.23238058,0.00000000,0.13062644,0.04453178
-5.75387694,0.35737424,0.04432651,0.00000000,0.20628005,0.00000000,0.11655148,0.03952511
-5.74787394,0.31597993,0.03915177,0.00000000,0.18239983,0.00000000,0.10376742,0.03493220
-5.74187094,0.27846261,0.03440157,0.00000000,0.16081748,0.00000000,0.09232816,0.03076875
-5.73586793,0.24489694,0.03009027,0.00000000,0.14157031,0.00000000,0.08226534,0.02704279
-5.72986493,0.21529311,0.02622338,0.00000000,0.12465917,0.00000000,0.07359007,0.02375539
-5.72386193,0.18960457,0.02279847,0.00000000,0.11005297,0.00000000,0.06629509,0.02090150
-5.71785893,0.16773661,0.01980630,0.00000000,0.09769362,0.00000000,0.06035720,0.01847096
-5.71185593,0.14955535,0.01723197,0.00000000,0.08750125,0.00000000,0.05573968,0.01644950
-5.70585293,0.13489688,0.01505616,0.00000000,0.07937938,0.00000000,0.05239482,0.01481977
-5.69984992,0.12357607,0.01325630,0.00000000,0.07321996,0.00000000,0.05026631,0.01356241
-5.69384692,0.11539492,0.01180769,0.00000000,0.06890807,0.00000000,0.04929149,0.01265695
-5.68784392,0.11015025,0.01068456,0.00000000,0.06632634,0.00000000,0.04940344,0.01208276
-5.68184092,0.10764069,0.00986093,0.00000000,0.06535891,0.00000000,0.05053299,0.01181988
-5.67583792,0.10767289,0.00931141,0.00000000,0.06589504,0.00000000,0.05261044,0.01184969
-5.66983492,0.11006709,0.00901185,0.00000000,0.06783235,0.00000000,0.05556737,0.01215569
-5.66383192,0.11466203,0.00893988,0.00000000,0.07107975,0.00000000,0.05933827,0.01272399
-5.65782891,0.12131927,0.00907528,0.00000000,0.07556007,0.00000000,0.06386221,0.01354389
-5.65182591,0.12992700,0.00940033,0.00000000,0.08121248,0.00000000,0.06908451,0.01460833
-5.64582291,0.14040344,0.00989999,0.00000000,0.08799458,0.00000000,0.07495837,0.01591427
-5.63981991,0.15269961,0.01056206,0.00000000,0.09588431,0.00000000,0.08144658,0.01746301
-5.63381691,0.16680159,0.01137724,0.00000000,0.10488150,0.00000000,0.08852309,0.01926044
-5.62781391,0.18273214,0.01233914,0.00000000,0.11500892,0.00000000,0.09617448,0.02131720
-5.62181091,0.20055129,0.01344426,0.00000000,0.12631286,0.00000000,0.10440116,0.02364865
-5.61580790,0.22035607,0.01469186,0.00000000,0.13886300,0.00000000,0.11321827,0.02627476
-5.60980490,0.24227877,0.01608386,0.00000000,0.15275141,0.00000000,0.12265595,0.02921986
-5.60380190,0.26648381,0.01762460,0.00000000,0.16809052,0.00000000,0.13275915,0.03251206
-5.59779890,0.29316287,0.01932059,0.00000000,0.18500998,0.00000000,0.14358654,0.03618261
-5.59179590,0.32252820,0.02118020,0.00000000,0.20365233,0.00000000,0.15520868,0.04026489
-5.58579290,0.35480407,0.02321326,0.00000000,0.22416735,0.00000000,0.16770517,0.04479328
-5.57978989,0.39021639,0.02543059,0.00000000,0.24670521,0.00000000,0.18116104,0.04980171
-5.57378689,0.42898072,0.02784350,0.00000000,0.27140857,0.00000000,0.19566209,0.05532205
-5.56778389,0.47128897,0.03046318,0.00000000,0.29840379,0.00000000,0.21128967,0.06138236
-5.56178089,0.51729525,0.03330008,0.00000000,0.32779155,0.00000000,0.22811478,0.06800496
-5.55577789,0.56710143,0.03636320,0.00000000,0.35963740,0.00000000,0.24619191,0.07520457
-5.54977489,0.62074314,0.03965941,0.00000000,0.39396253,0.00000000,0.26555286,0.08298645
-5.54377189,0.67817692,0.04319272,0.00000000,0.43073542,0.00000000,0.28620089,0.09134467
-5.53776888,0.73926942,0.04696358,0.00000000,0.46986488,0.00000000,0.30810556,0.10026067
-5.53176588,0.80378930,0.05096826,0.00000000,0.51119499,0.00000000,0.33119867,0.10970221
-5.52576288,0.87140266,0.05519823,0.00000000,0.55450240,0.00000000,0.35537155,0.11962265
-5.51975988,0.94167256,0.05963972,0.00000000,0.59949647,0.00000000,0.38047409,0.12996085
-5.51375688,1.01406308,0.06427335,0.00000000,0.64582243,0.00000000,0.40631568,0.14064163
-5.50775388,1.08794804,0.06907395,0.00000000,0.69306773,0.00000000,0.43266810,0.15157683
