energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Hf_p_up,Hf_d_up,Te_p_up,Te_d_up
-6.00000000,1.68547012,0.01808636,0.04059481,0.62443785,0.44094617,0.58964504,0.24890937,1.13521367,0.00000000
-5.99399700,1.64282274,0.01852886,0.03855234,0.60951879,0.42932946,0.59076084,0.23906601,1.10762436,0.00000000
-5.98799400,1.59749070,0.01898916,0.03644238,0.59369888,0.41714196,0.59097655,0.22889422,1.07823136,0.00000000
-5.98199100,1.55008476,0.01946042,0.03428946,0.57720379,0.40457819,0.59033051,0.21851349,1.04743827,0.00000000
-5.97598799,1.50117712,0.01993471,0.03211714,0.56023724,0.39182069,0.58885236,0.20803380,1.01562028,0.00000000
-5.96998499,1.45128928,0.02040320,0.02994761,0.54297690,0.37903507,0.58656100,0.19755401,0.98311641,0.00000000
-5.96398199,1.40088352,0.02085630,0.02780135,0.52557203,0.36636610,0.58346381,0.18716093,0.95022425,0.00000000
-5.95797899,1.35035784,0.02128395,0.02569687,0.50814299,0.35393496,0.57955683,0.17692894,0.91719722,0.00000000
-5.95197599,1.30004442,0.02167590,0.02365055,0.49078216,0.34183771,0.57482597,0.16692006,0.88424416,0.00000000
-5.94597299,1.25021112,0.02202197,0.02167655,0.47355645,0.33014492,0.56924912,0.15718463,0.85153115,0.00000000
-5.93996998,1.20106580,0.02231242,0.01978684,0.45651086,0.31890231,0.56279890,0.14776221,0.81918503,0.00000000
-5.93396698,1.15276283,0.02253817,0.01799122,0.43967295,0.30813237,0.55544594,0.13868290,0.78729859,0.00000000
-5.92796398,1.10541146,0.02269116,0.01629745,0.42305794,0.29783686,0.54716244,0.12996880,0.75593673,0.00000000
-5.92196098,1.05908527,0.02276453,0.01471147,0.40667393,0.28799984,0.53792586,0.12163559,0.72514342,0.00000000
-5.91595798,1.01383249,0.02275287,0.01323754,0.39052733,0.27859135,0.52772245,0.11369422,0.69494898,0.00000000
-5.90995498,0.96968646,0.02265235,0.01187857,0.37462786,0.26957128,0.51655061,0.10615248,0.66537747,0.00000000
-5.90395198,0.92667597,0.02246081,0.01063631,0.35899325,0.26089349,0.50442377,0.09901655,0.63645368,0.00000000
-5.89794897,0.88483507,0.02217786,0.00951171,0.34365325,0.25250999,0.49137287,0.09229242,0.60820976,0.00000000
-5.89194597,0.84421205,0.02180479,0.00850514,0.32865302,0.24437490,0.47744829,0.08598710,0.58069104,0.00000000
-5.88594297,0.80487738,0.02134457,0.00761674,0.31405563,0.23644825,0.46272108,0.08010968,0.55396106,0.00000000
-5.87993997,0.76693043,0.02080173,0.00684661,0.29994391,0.22869945,0.44728376,0.07467221,0.52810569,0.00000000
-5.87393697,0.73050482,0.02018221,0.00619517,0.28642138,0.22111023,0.43125036,0.06969031,0.50323620,0.00000000
-5.86793397,0.69577239,0.01949321,0.00566331,0.27361240,0.21367716,0.41475603,0.06518363,0.47949128,0.00000000
-5.86193097,0.66294552,0.01874299,0.00525258,0.26166161,0.20641350,0.39795594,0.06117605,0.45703801,0.00000000
-5.85592796,0.63227793,0.01794065,0.00496543,0.25073254,0.19935044,0.38102379,0.05769566,0.43607167,0.00000000
-5.84992496,0.60406380,0.01709595,0.00480521,0.24100554,0.19253762,0.36414974,0.05477463,0.41681449,0.00000000
-5.84392196,0.57863512,0.01621911,0.00477631,0.23267497,0.18604297,0.34753782,0.05244865,0.39951313,0.00000000
-5.83791896,0.55635726,0.01532058,0.00488410,0.22594572,0.17995168,0.33140296,0.05075640,0.38443513,0.00000000
-5.83191596,0.53762276,0.01441089,0.00513488,0.22102895,0.17436459,0.31596748,0.04973857,0.37186399,0.00000000
-5.82591296,0.52284320,0.01350047,0.00553572,0.21813726,0.16939572,0.30145720,0.04943676,0.36209321,0.00000000
-5.81990995,0.51243928,0.01259945,0.00609429,0.21747909,0.16516917,0.28809714,0.04989218,0.35541903,0.00000000
-5.81390695,0.50682915,0.01171761,0.00681849,0.21925258,0.16181533,0.27610687,0.05114400,0.35213212,0.00000000
-5.80790395,0.50641511,0.01086417,0.00771615,0.22363889,0.15946657,0.26569560,0.05322763,0.35250826,0.00000000
-5.80190095,0.51156898,0.01004775,0.00879459,0.23079510,0.15825250,0.25705702,0.05617273,0.35679817,0.00000000
-5.79589795,0.52261634,0.00927625,0.01006009,0.24084685,0.15829486,0.25036415,0.06000118,0.36521666,0.00000000
-5.78989495,0.53982026,0.00855681,0.01151741,0.25388104,0.15970227,0.24576414,0.06472487,0.37793162,0.00000000
-5.78389195,0.56336484,0.00789575,0.01316918,0.26993865,0.16256499,0.24337344,0.07034363,0.39505289,0.00000000
-5.77788894,0.59333932,0.00729853,0.01501535,0.28900814,0.16694988,0.24327319,0.07684313,0.41662174,0.00000000
-5.77188594,0.62972335,0.00676974,0.01705263,0.31101976,0.17289580,0.24550534,0.08419305,0.44260126,0.00000000
-5.76588294,0.67237430,0.00631308,0.01927399,0.33584096,0.18040953,0.25006951,0.09234555,0.47286819,0.00000000
-5.75987994,0.72101715,0.00593142,0.02166820,0.36327340,0.18946261,0.25692077,0.10123414,0.50720671,0.00000000
-5.75387694,0.77523791,0.00562674,0.02421950,0.39305183,0.19998916,0.26596862,0.11077305,0.54530477,0.00000000
-5.74787394,0.83448110,0.00540022,0.02690744,0.42484494,0.21188480,0.27707712,0.12085727,0.58675317,0.00000000
-5.74187094,0.89805183,0.00525227,0.02970676,0.45825869,0.22500703,0.29006652,0.13136322,0.63104793,0.00000000
-5.73586793,0.96512299,0.00518254,0.03258761,0.49284186,0.23917690,0.30471607,0.14215018,0.67759615,0.00000000
-5.72986493,1.03474757,0.00519002,0.03551581,0.52809403,0.25418221,0.32076838,0.15306249,0.72572532,0.00000000
-5.72386193,1.10587627,0.00527301,0.03845344,0.56347583,0.26978204,0.33793489,0.16393248,0.77469614,0.00000000
-5.71785893,1.17737986,0.00542925,0.04135952,0.59842110,0.28571279,0.35590253,0.17458404,0.82371855,0.00000000
-5.71185593,1.24807599,0.00565589,0.04419094,0.63235068,0.30169522,0.37434127,0.18483684,0.87197054,0.00000000
-5.70585293,1.31675945,0.00594954,0.04690353,0.66468732,0.31744266,0.39291227,0.19451097,0.91861911,0.00000000
-5.69984992,1.38223491,0.00630632,0.04945325,0.69487117,0.33266976,0.41127637,0.20343184,0.96284273,0.00000000
-5.69384692,1.44335093,0.00672184,0.05179747,0.72237516,0.34710169,0.42910256,0.21143521,1.00385435,0.00000000
-5.68784392,1.49903381,0.00719120,0.05389628,0.74671968,0.36048334,0.44607611,0.21837209,1.04092404,0.00000000
-5.68184092,1.54831987,0.00770902,0.05571379,0.76748593,0.37258807,0.46190598,0.22411335,1.07340039,0.00000000
-5.67583792,1.59038482,0.00826940,0.05721931,0.78432731,0.38322565,0.47633125,0.22855370,1.10072955,0.00000000
-5.66983492,1.62456866,0.00886594,0.05838844,0.79697838,0.39224909,0.48912635,0.23161511,1.12247128,0.00000000
-5.66383192,1.65039518,0.00949168,0.05920393,0.80526101,0.39955983,0.50010484,0.23324917,1.13831104,0.00000000
-5.65782891,1.66758496,0.01013915,0.05965634,0.80908745,0.40511123,0.50912164,0.23343861,1.14806778,0.00000000
-5.65182591,1.67606125,0.01080033,0.05974441,0.80846026,0.40890986,0.51607379,0.23219764,1.15169691,0.00000000
-5.64582291,1.67594847,0.01146673,0.05947511,0.80346913,0.41101481,0.52089962,0.22957125,1.14928840,0.00000000
-5.63981991,1.66756335,0.01212936,0.05886346,0.79428491,0.41153465,0.52357670,0.22563338,1.14106016,0.00000000
-5.63381691,1.65139908,0.01277888,0.05793194,0.78115105,0.41062247,0.52411852,0.22048421,1.12734698,0.00000000
-5.62781391,1.62810327,0.01340566,0.05670977,0.76437313,0.40846886,0.52257042,0.21424646,1.10858563,0.00000000
-5.62181091,1.59845087,0.01399992,0.05523176,0.74430690,0.40529337,0.51900487,0.20706110,1.08529689,0.00000000
-5.61580790,1.56331309,0.01455192,0.05353716,0.72134549,0.40133476,0.51351652,0.19908251,1.05806534,0.00000000
-5.60980490,1.52362412,0.01505210,0.05166820,0.69590649,0.39684039,0.50621734,0.19047336,1.02751794,0.00000000
-5.60380190,1.48034698,0.01549136,0.04966868,0.66841931,0.39205539,0.49723195,0.18139950,0.99430239,0.00000000
-5.59779890,1.43444014,0.01586123,0.04758244,0.63931364,0.38721206,0.48669365,0.17202493,0.95906612,0.00000000
-5.59179590,1.38682644,0.01615417,0.04545196,0.60900916,0.38251995,0.47474105,0.16250720,0.92243711,0.00000000
-5.58579290,1.33836565,0.01636377,0.04331704,0.57790704,0.37815728,0.46151558,0.15299334,0.88500700,0.00000000
-5.57978989,1.28983169,0.01648499,0.04121365,0.54638342,0.37426390,0.44715984,0.14361647,0.84731729,0.00000000
-5.57378689,1.24189553,0.01651437,0.03917301,0.51478492,0.37093635,0.43181677,0.13449322,0.80984912,0.00000000
-5.56778389,1.19511412,0.01645019,0.03722089,0.48342617,0.36822509,0.41562957,0.12572205,0.77301674,0.00000000
-5.56178089,1.14992582,0.01629258,0.03537722,0.45258930,0.36613418,0.39874220,0.11738236,0.73716483,0.00000000
-5.55577789,1.10665194,0.01604365,0.03365593,0.42252506,0.36462334,0.38130034,0.10953456,0.70256951,0.00000000
-5.54977489,1.06550436,0.01570744,0.03206510,0.39345550,0.36361236,0.36345260,0.10222090,0.66944277,0.00000000
-5.54377189,1.02659823,0.01528993,0.03060730,0.36557758,0.36298753,0.34535184,0.09546697,0.63793983,0.00000000
-5.53776888,0.98996918,0.01479892,0.02928025,0.33906773,0.36260995,0.32715636,0.08928390,0.60816887,0.00000000
-5.53176588,0.95559368,0.01424390,0.02807752,0.31408670,0.36232515,0.30903086,0.08367090,0.58020259,0.00000000
-5.52576288,0.92341175,0.01363584,0.02698950,0.29078462,0.36197361,0.29114712,0.07861825,0.55409080,0.00000000
-5.51975988,0.89335049,0.01298693,0.02600437,0.26930579,0.36140171,0.27368423,0.07411033,0.52987343,0.00000000
-5.51375688,0.86534733,0.01231036,0.02510908,0.24979308,0.36047246,0.25682828,0.07012878,0.50759318,0.00000000
-5.50775388,0.83937194,0.01162000,0.02429042,0.23239168,0.35907558,0.24077172,0.06665551,0.48730732,0.00000000
-5.50175088,0.81544549,0.01093012,0.02353591,0.21725189,0.35713640,0.22571209,0.06367542,0.46909789,0.00000000
-5.49574787,0.79365652,0.01025508,0.02283463,0.20453111,0.35462309,0.21185042,0.06117889,0.45307998,0.00000000
-5.48974487,0.77417260,0.00960906,0.02217792,0.19439460,0.35155196,0.19938910,0.05916376,0.43940751,0.00000000
-5.48374187,0.75724711,0.00900577,0.02155993,0.18701512,0.34799044,0.18852952,0.05763678,0.42827629,0.00000000
-5.47773887,0.74322085,0.00845823,0.02097792,0.18257142,0.34405765,0.17946915,0.05661464,0.41992421,0.00000000
-5.47173587,0.73251831,0.00797854,0.02043248,0.18124544,0.33992241,0.17239852,0.05612426,0.41462835,0.00000000
-5.46573287,0.72563856,0.00757765,0.01992748,0.18321834,0.33579887,0.16749770,0.05620260,0.41269906,0.00000000
-5.45972986,0.72314100,0.00726524,0.01946989,0.18866530,0.33193978,0.16493264,0.05689588,0.41447122,0.00000000
-5.45372686,0.72562658,0.00704955,0.01906949,0.19774934,0.32862765,0.16485113,0.05825817,0.42029276,0.00000000
-5.44772386,0.73371484,0.00693722,0.01873835,0.21061401,0.32616433,0.16737866,0.06034953,0.43051090,0.00000000
-5.44172086,0.74801771,0.00693321,0.01849028,0.22737541,0.32485905,0.17261396,0.06323366,0.44545645,0.00000000
-5.43571786,0.76911103,0.00704070,0.01834024,0.24811353,0.32501578,0.18062453,0.06697516,0.46542670,0.00000000
-5.42971486,0.79750458,0.00726099,0.01830363,0.27286330,0.32692013,0.19144209,0.07163646,0.49066757,0.00000000
-5.42371186,0.83361210,0.00759344,0.01839560,0.30160566,0.33082632,0.20505824,0.07727450,0.52135558,0.00000000
-5.41770885,0.87772213,0.00803539,0.01863044,0.33425905,0.33694496,0.22142034,0.08393739,0.55758041,0.00000000
-5.41170585,0.92997106,0.00858215,0.01902091,0.37067161,0.34543178,0.24042788,0.09166090,0.59932884,0.00000000
-5.40570285,0.99031956,0.00922696,0.01957775,0.41061479,0.35637807,0.26192968,0.10046517,0.64647072,0.00000000
-5.39969985,1.05853348,0.00996103,0.02030915,0.45377853,0.36980312,0.28572187,0.11035168,0.69874779,0.00000000
-5.39369685,1.13417018,0.01077355,0.02122044,0.49976866,0.38564890,0.31154725,0.12130044,0.75576605,0.00000000
-5.38769385,1.21657131,0.01165185,0.02231381,0.54810680,0.40377745,0.33909589,0.13326784,0.81699214,0.00000000
-5.38169085,1.30486263,0.01258148,0.02358814,0.59823307,0.42397094,0.36800745,0.14618501,0.88175440,0.00000000
-5.37568784,1.39796127,0.01354645,0.02503895,0.64951189,0.44593469,0.39787514,0.15995691,0.94924873,0.00000000
-5.36968484,1.49459079,0.01452947,0.02665848,0.70124086,0.46930293,0.42825154,0.17446226,1.01854962,0.00000000
-5.36368184,1.59330372,0.01551228,0.02843577,0.75266277,0.49364724,0.45865610,0.18955433,1.08862602,0.00000000
-5.35767884,1.69251133,0.01647601,0.03035693,0.80298047,0.51848747,0.48858447,0.20506264,1.15836208,0.00000000
-5.35167584,1.79051975,0.01740159,0.03240536,0.85137425,0.54330479,0.51751913,0.22079560,1.22658191,0.00000000
-5.34567284,1.88557153,0.01827020,0.03456211,0.89702132,0.56755635,0.54494132,0.23654401,1.29207807,0.00000000
-5.33966983,1.97589114,0.01906375,0.03680625,0.93911656,0.59069110,0.57034379,0.25208540,1.35364244,0.00000000
-5.33366683,2.05973315,0.01976533,0.03911523,0.97689404,0.61216634,0.59324394,0.26718904,1.41009880,0.00000000
-5.32766383,2.13543103,0.02035971,0.04146526,1.00964833,0.63146406,0.61319683,0.28162157,1.46033568,0.00000000
-5.32166083,2.20144504,0.02083372,0.04383178,1.03675481,0.64810687,0.62980767,0.29515292,1.50333834,0.00000000
-5.31565783,2.25640733,0.02117667,0.04618978,1.05768817,0.66167260,0.64274321,0.30756250,1.53821864,0.00000000
