energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.88594297,3.85366703,1.07070366,0.46903423,0.00570860,0.59002953,1.70023453,1.02011622,0.00673573,1.66078593
-5.87993997,3.92861946,1.09102804,0.47152655,0.00565185,0.60550552,1.75425234,1.03805863,0.00699269,1.68948388
-5.87393697,3.99153869,1.10731570,0.47295825,0.00560129,0.61944747,1.80370346,1.05259588,0.00725076,1.71246721
-5.86793397,4.04152599,1.11932077,0.47325055,0.00555329,0.63169198,1.84805082,1.06351398,0.00750912,1.72936153
-5.86193097,4.07798776,1.12688075,0.47235335,0.00550422,0.64212325,1.88686560,1.07069862,0.00776740,1.73991949
-5.85592796,4.10064474,1.12992062,0.47024709,0.00545058,0.65067353,1.91983681,1.07413434,0.00802562,1.74402694
-5.84992496,4.10953195,1.12845428,0.46694385,0.00538920,0.65732212,1.94677744,1.07390068,0.00828434,1.74170507
-5.84392196,4.10498990,1.12258360,0.46248726,0.00531730,0.66209329,1.96762707,1.07016582,0.00854459,1.73310851
-5.83791896,4.08764783,1.11249516,0.45695170,0.00523263,0.66505317,1.98245119,1.06317794,0.00880798,1.71851981
-5.83191596,4.05840028,1.09845487,0.45044059,0.00513355,0.66630586,1.99143753,1.05325482,0.00907660,1.69834056
-5.82591296,4.01837804,1.08080072,0.44308399,0.00501906,0.66598897,1.99488978,1.04077223,0.00935308,1.67307964
-5.81990995,3.96891503,1.05993417,0.43503565,0.00488884,0.66426895,1.99321918,1.02615150,0.00964052,1.64333931
-5.81390695,3.91151247,1.03631031,0.42646949,0.00474322,0.66133621,1.98693437,1.00984687,0.00994240,1.60979942
-5.80790395,3.84780152,1.01042731,0.41757578,0.00458318,0.65740035,1.97663019,0.99233312,0.01026256,1.57320072
-5.80190095,3.77950567,0.98281539,0.40855699,0.00441026,0.65268566,1.96297559,0.97409361,0.01060508,1.53432739
-5.79589795,3.70840366,0.95402564,0.39962341,0.00422650,0.64742689,1.94670120,0.95560941,0.01097414,1.49398961
-5.78989495,3.63629381,0.92461895,0.39098863,0.00403437,0.64186540,1.92858675,0.93734935,0.01137390,1.45300632
-5.78389195,3.56496002,0.89515521,0.38286487,0.00383663,0.63624563,1.90944840,0.91976144,0.01180834,1.41218868
-5.77788894,3.49613991,0.86618293,0.37545831,0.00363623,0.63081196,1.89012615,0.90326544,0.01228110,1.37232427
-5.77188594,3.43149501,0.83822945,0.36896432,0.00343622,0.62580570,1.87147114,0.88824673,0.01279526,1.33416238
-5.76588294,3.37258304,0.81179167,0.36356283,0.00323965,0.62146227,1.85433279,0.87505125,0.01335320,1.29840035
-5.75987994,3.32083209,0.78732749,0.35941364,0.00304941,0.61800842,1.83954550,0.86398145,0.01395639,1.26567101
-5.75387694,3.27751664,0.76524785,0.35665214,0.00286821,0.61565926,1.82791484,0.85529308,0.01460517,1.23653141
-5.74787394,3.24373529,0.74590951,0.35538512,0.00269843,0.61461526,1.82020300,0.84919266,0.01529864,1.21145269
-5.74187094,3.22039026,0.72960853,0.35568708,0.00254213,0.61505891,1.81711348,0.84583553,0.01603451,1.19081126
-5.73586793,3.20816879,0.71657458,0.35759715,0.00240091,0.61715123,1.81927501,0.84532431,0.01680896,1.17488139
-5.72986493,3.20752682,0.70696613,0.36111659,0.00227596,0.62102799,1.82722497,0.84770782,0.01761657,1.16382937
-5.72386193,3.21867539,0.70086671,0.36620721,0.00216797,0.62679587,1.84139254,0.85298042,0.01845038,1.15770927
-5.71785893,3.24157046,0.69828232,0.37279080,0.00207718,0.63452863,1.86208223,0.86108176,0.01930183,1.15646081
-5.71185593,3.27590677,0.69914022,0.38074964,0.00200334,0.64426333,1.88945826,0.87189716,0.02016094,1.15990931
-5.70585293,3.32111665,0.70328931,0.38992821,0.00194581,0.65599706,1.92353070,0.88525860,0.02101642,1.16776811
-5.69984992,3.37637441,0.71050218,0.40013618,0.00190350,0.66968410,1.96414418,0.90094658,0.02185593,1.17964368
-5.69384692,3.44060710,0.72047909,0.41115266,0.00187500,0.68523397,2.01096998,0.91869291,0.02266636,1.19504352
-5.68784392,3.51251198,0.73285387,0.42273164,0.00185859,0.70251039,2.06350244,0.93818459,0.02343413,1.21338705
-5.68184092,3.59058115,0.74720187,0.43460858,0.00185234,0.72133146,2.12106034,0.95906884,0.02414559,1.23401930
-5.67583792,3.67313310,0.76304979,0.44650786,0.00185415,0.74147113,2.18279391,0.98095942,0.02478741,1.25622743
-5.66983492,3.75835107,0.77988750,0.45815102,0.00186183,0.76266212,2.24769780,1.00344405,0.02534695,1.27925972
-5.66383192,3.84432726,0.79718123,0.46926544,0.00187316,0.78460020,2.31463013,1.02609300,0.02581273,1.30234659
-5.65782891,3.92911211,0.81438823,0.47959314,0.00188598,0.80694993,2.38233745,1.04846867,0.02617473,1.32472311
-5.65182591,4.01076713,0.83097215,0.48889950,0.00189826,0.82935175,2.44948515,1.07013586,0.02642481,1.34565243
-5.64582291,4.08741975,0.84641891,0.49698145,0.00190812,0.85143008,2.51469240,1.09067255,0.02655696,1.36444916
-5.63981991,4.15731836,0.86025234,0.50367492,0.00191391,0.87280251,2.57657082,1.10968085,0.02656752,1.38050208
-5.63381691,4.21888569,0.87204914,0.50886126,0.00191424,0.89308950,2.63376520,1.12679775,0.02645540,1.39329521
-5.62781391,4.27076851,0.88145261,0.51247227,0.00190803,0.91192446,2.68499519,1.14170530,0.02622208,1.40242659
-5.62181091,4.31188188,0.88818453,0.51449384,0.00189450,0.92896384,2.72909607,1.15413988,0.02587168,1.40762376
-5.61580790,4.34144619,0.89205478,0.51496795,0.00187321,0.94389687,2.76505706,1.16390023,0.02541085,1.40875555
-5.60980490,4.35901564,0.89296838,0.51399291,0.00184402,0.95645453,2.79205570,1.17085393,0.02484862,1.40583956
-5.60380190,4.36449684,0.89092946,0.51172203,0.00180714,0.96641758,2.80948668,1.17494201,0.02419614,1.39904499
-5.59779890,4.35815701,0.88604219,0.50836056,0.00176304,0.97362322,2.81698398,1.17618165,0.02346647,1.38869059
-5.59179590,4.34062112,0.87850849,0.50416111,0.00171247,0.97797019,2.81443536,1.17466673,0.02267416,1.37523789
-5.58579290,4.31285823,0.86862268,0.49941777,0.00165640,0.97942217,2.80198844,1.17056626,0.02183494,1.35927978
-5.57978989,4.27615725,0.85676310,0.49445898,0.00159601,0.97800921,2.78004807,1.16412064,0.02096528,1.34152484
-5.57378689,4.23209297,0.84338130,0.48963947,0.00153260,0.97382733,2.74926514,1.15563596,0.02008202,1.32277793
-5.56778389,4.18248346,0.82898878,0.48533146,0.00146760,0.96703607,2.71051699,1.14547644,0.01920193,1.30391768
-5.56178089,4.12934012,0.81414219,0.48191539,0.00140251,0.95785433,2.66488038,1.13405526,0.01834132,1.28587159
-5.55577789,4.07481202,0.79942714,0.47977031,0.00133885,0.94655434,2.61359795,1.12182394,0.01751570,1.26958949
-5.54977489,4.02112612,0.78544135,0.47926435,0.00127811,0.93345428,2.55803931,1.10926082,0.01673938,1.25601623
-5.54377189,3.97052528,0.77277769,0.48074517,0.00122177,0.91890944,2.49965857,1.09685863,0.01602520,1.24606437
-5.53776888,3.92520571,0.76200753,0.48453090,0.00117123,0.90330256,2.43994949,1.08511171,0.01538424,1.24058768
-5.53176588,3.88725577,0.75366503,0.49090149,0.00112777,0.88703340,2.38040026,1.07450322,0.01482563,1.24035608
-5.52576288,3.85859764,0.74823264,0.50009078,0.00109260,0.87050790,2.32244930,1.06549246,0.01435634,1.24603289
-5.51975988,3.84093357,0.74612842,0.51227934,0.00106677,0.85412745,2.26744380,1.05850285,0.01398109,1.25815475
-5.51375688,3.83569802,0.74769523,0.52758831,0.00105121,0.83827832,2.21660230,1.05391070,0.01370225,1.27711490
-5.50775388,3.84401693,0.75319220,0.54607427,0.00104670,0.82332172,2.17098252,1.05203512,0.01351989,1.30315013
-5.50175088,3.86667515,0.76278855,0.56772540,0.00105388,0.80958478,2.13145551,1.05312925,0.01343174,1.33633172
-5.49574787,3.90409281,0.77655984,0.59245893,0.00107321,0.79735257,2.09868662,1.05737309,0.01343335,1.37656064
-5.48974487,3.95631126,0.79448669,0.62012009,0.00110504,0.78686146,2.07312382,1.06486802,0.01351820,1.42356705
-5.48374187,4.02298872,0.81645577,0.65048265,0.00114953,0.77829392,2.05499332,1.07563320,0.01367791,1.47691415
-5.47773887,4.10340597,0.84226309,0.68325108,0.00120671,0.77177489,2.04430233,1.08960391,0.01390247,1.53600625
-5.47173587,4.19648160,0.87161928,0.71806453,0.00127644,0.76736977,2.04084843,1.10663193,0.01418055,1.60010096
-5.46573287,4.30079662,0.90415671,0.75450243,0.00135842,0.76508396,2.04423480,1.12648792,0.01449978,1.66832500
-5.45972986,4.41462757,0.93943811,0.79209193,0.00145220,0.76486406,2.05389042,1.14886576,0.01484710,1.73969341
-5.45372686,4.53598728,0.97696652,0.83031687,0.00155718,0.76660043,2.06909410,1.17338886,0.01520912,1.81313160
-5.44772386,4.66267213,1.01619610,0.86862825,0.00167255,0.77013123,2.08900123,1.19961813,0.01557249,1.88749960
-5.44172086,4.79231453,1.05654373,0.90645597,0.00179738,0.77524753,2.11267222,1.22706163,0.01592422,1.96161796
-5.43571786,4.92243908,1.09740095,0.94322151,0.00193055,0.78169958,2.13910132,1.25518554,0.01625205,2.03429447
-5.42971486,5.05052097,1.13814596,0.97835115,0.00207076,0.78920387,2.16724497,1.28342626,0.01654473,2.10435104
-5.42371186,5.17404490,1.17815558,1.01128955,0.00221657,0.79745083,2.19604885,1.31120328,0.01679231,2.17065001
-5.41770885,5.29056303,1.21681675,1.04151293,0.00236636,0.80611304,2.22447284,1.33793261,0.01698631,2.23211902
-5.41170585,5.39775040,1.25353756,1.06854167,0.00251835,0.81485374,2.25151354,1.36304036,0.01711993,2.28777388
-5.40570285,5.49345638,1.28775744,1.09195180,0.00267066,0.82333541,2.27622399,1.38597615,0.01718814,2.33673876
-5.39969985,5.57575093,1.31895662,1.11138491,0.00282125,0.83122833,2.29773054,1.40622601,0.01718767,2.37826311
-5.39369685,5.64296461,1.34666447,1.12655615,0.00296803,0.83821898,2.31524690,1.42332453,0.01711706,2.41173503
-5.38769385,5.69372155,1.37046691,1.13726012,0.00310883,0.84401805,2.32808559,1.43686583,0.01697651,2.43669064
-5.38169085,5.72696481,1.39001256,1.14337428,0.00324147,0.84836804,2.33566698,1.44651328,0.01676780,2.45281945
-5.37568784,5.74197383,1.40501786,1.14485996,0.00336378,0.85105030,2.33752633,1.45200763,0.01649409,2.45996565
-5.36968484,5.73837390,1.41527080,1.14176083,0.00347368,0.85189138,2.33331904,1.45317337,0.01615973,2.45812539
-5.36368184,5.71613792,1.42063362,1.13419905,0.00356920,0.85076855,2.32282432,1.44992333,0.01577001,2.44744057
-5.35767884,5.67558075,1.42104404,1.12236931,0.00364853,0.84761452,2.30594753,1.44226134,0.01533097,2.42818920
-5.35167584,5.61734669,1.41651542,1.10653095,0.00371012,0.84242110,2.28272128,1.43028295,0.01484913,2.40077313
-5.34567284,5.54239096,1.40713555,1.08699878,0.00375265,0.83524174,2.25330515,1.41417424,0.01433130,2.36570344
-5.33966983,5.45195560,1.39306425,1.06413272,0.00377514,0.82619285,2.21798400,1.39420874,0.01378434,2.32358426
-5.33366683,5.34754098,1.37452971,1.03832702,0.00377697,0.81545384,2.17716473,1.37074262,0.01321505,2.27509561
-5.32766383,5.23087336,1.35182374,1.00999924,0.00375787,0.80326560,2.13137105,1.34420812,0.01262995,2.22097572
-5.32166083,5.10386946,1.32529586,0.97957962,0.00371801,0.78992757,2.08123630,1.31510541,0.01203526,2.16200360
-5.31565783,4.96859873,1.29534634,0.94750108,0.00365792,0.77579310,2.02749375,1.28399305,0.01143672,2.09898216
-5.30965483,4.82724375,1.26241840,0.91419021,0.00357857,0.76126327,1.97096449,1.25147714,0.01083965,2.03272246
-5.30365183,4.68205964,1.22698959,0.88005948,0.00348126,0.74677894,1.91254261,1.21819925,0.01024884,1.96402926
-5.29764882,4.53533257,1.18956248,0.84550076,0.00336765,0.73281126,1.85317779,1.18482342,0.00966859,1.89368825
-5.29164582,4.38933818,1.15065501,0.81088033,0.00323972,0.71985064,1.79385543,1.15202239,0.00910270,1.82245500
-5.28564282,4.24630000,1.11079050,0.77653518,0.00309965,0.70839434,1.73557461,1.12046304,0.00855455,1.75104567
-5.27963982,4.10834851,1.07048755,0.74277066,0.00294984,0.69893295,1.67932434,1.09079166,0.00802704,1.68012952
-5.27363682,3.97748113,1.03025024,0.70985920,0.00279275,0.69193603,1.62605870,1.06361890,0.00752269,1.61032296
-5.26763382,3.85552377,0.99055856,0.67804004,0.00263094,0.68783724,1.57667152,1.03950498,0.00704364,1.54218519
-5.26163082,3.74409439,0.95185953,0.64751958,0.00246689,0.68701942,1.53197145,1.01894529,0.00659167,1.47621500
-5.25562781,3.64456931,0.91455906,0.61847230,0.00230300,0.68980013,1.49265831,1.00235686,0.00616822,1.41284871
-5.24962481,3.55805310,0.87901487,0.59104192,0.00214151,0.69641809,1.45930141,0.99006606,0.00577441,1.35245897
-5.24362181,3.48535274,0.84553054,0.56534265,0.00198444,0.70702114,1.43232103,0.98229787,0.00541103,1.29535427
-5.23761881,3.42695712,0.81435091,0.54146046,0.00183357,0.72165619,1.41197353,0.97916725,0.00507855,1.24177895
-5.23161581,3.38302268,0.78565897,0.51945416,0.00169035,0.74026172,1.39834102,0.98067292,0.00477716,1.19191375
-5.22561281,3.35336609,0.75957425,0.49935633,0.00155596,0.76266329,1.39132606,0.98669390,0.00450672,1.14587675
-5.21960980,3.33746484,0.73615284,0.48117405,0.00143123,0.78857243,1.39065185,0.99698929,0.00426685,1.10372474
-5.21360680,3.33446625,0.71538902,0.46488957,0.00131667,0.81758915,1.39586808,1.01120133,0.00405688,1.06545503
-5.20760380,3.34320528,0.69721842,0.45046089,0.00121250,0.84920828,1.40636241,1.02886192,0.00387597,1.03100785
-5.20160080,3.36223141,0.68152273,0.43782245,0.00111864,0.88282962,1.42137744,1.04940272,0.00372309,1.00026940
-5.19559780,3.38984404,0.66813569,0.42688597,0.00103477,0.91777160,1.44003255,1.07216853,0.00359710,0.97307553
-5.18959480,3.42413618,0.65685024,0.41754171,0.00096036,0.95328837,1.46135019,1.09643381,0.00349682,0.94921639
-5.18359180,3.46304498,0.64742667,0.40966002,0.00089468,0.98858959,1.48428536,1.12142176,0.00342110,0.92844181
-5.17758879,3.50440812,0.63960134,0.40309350,0.00083691,1.02286233,1.50775767,1.14632556,0.00336889,0.91046758
-5.17158579,3.54602408,0.63309584,0.39767966,0.00078610,1.05529441,1.53068445,1.17033098,0.00333931,0.89498255
-5.16558279,3.58571431,0.62762612,0.39324412,0.00074128,1.08509818,1.55201393,1.19263948,0.00333170,0.88165637
-5.15957979,3.62138517,0.62291144,0.38960431,0.00070148,1.11153394,1.57075702,1.21249123,0.00334573,0.87014777
-5.15357679,3.65108737,0.61868263,0.38657359,0.00066575,1.13393194,1.58601667,1.22918683,0.00338136,0.86011306
-5.14757379,3.67307044,0.61468956,0.38396568,0.00063320,1.15171225,1.59701353,1.24210720,0.00343893,0.85121464
-5.14157079,3.68583035,0.61070739,0.38159914,0.00060303,1.16440150,1.60310700,1.25073060,0.00351913,0.84312922
-5.13556778,3.68814822,0.60654152,0.37930185,0.00057453,1.17164600,1.60381093,1.25464637,0.00362297,0.83555532
-5.12956478,3.67911880,0.60203105,0.37691527,0.00054712,1.17322060,1.59880342,1.25356458,0.00375176,0.82821990
-5.12356178,3.65816744,0.59705071,0.37429817,0.00052032,1.16903307,1.58793045,1.24732155,0.00390699,0.82088377
-5.11755878,3.62505529,0.59151119,0.37132985,0.00049378,1.15912374,1.57120338,1.23588087,0.00409027,0.81334550
-5.11155578,3.57987259,0.58535802,0.36791258,0.00046727,1.14366073,1.54879067,1.21933006,0.00430321,0.80544388
-5.10555278,3.52302064,0.57856913,0.36397323,0.00044064,1.12293086,1.52100423,1.19787312,0.00454726,0.79705864
-5.09954977,3.45518361,0.57115123,0.35946394,0.00041386,1.09732681,1.48828130,1.17181943,0.00482357,0.78810962
-5.09354677,3.37729160,0.56313539,0.35436198,0.00038697,1.06733130,1.45116283,1.14156948,0.00513287,0.77855438
-5.08754377,3.29047703,0.55457194,0.34866866,0.00036006,1.03349875,1.41026925,1.10759834,0.00547526,0.76838458
-5.08154077,3.19602629,0.54552513,0.34240753,0.00033328,0.99643560,1.36627494,1.07043744,0.00585012,0.75762123
-5.07553777,3.09532904,0.53606774,0.33562194,0.00030682,0.95677990,1.31988251,1.03065558,0.00625597,0.74630930
-5.06953477,2.98982751,0.52627597,0.32837210,0.00028087,0.91518115,1.27179787,0.98884003,0.00669036,0.73451184
-5.06353177,2.88096774,0.51622491,0.32073183,0.00025564,0.87228110,1.22270714,0.94557840,0.00714980,0.72230417
-5.05752876,2.77015490,0.50598456,0.31278528,0.00023132,0.82869624,1.17325621,0.90144197,0.00762976,0.70976833
-5.05152576,2.65871429,0.49561692,0.30462359,0.00020807,0.78500257,1.12403366,0.85697104,0.00812466,0.69698815
-5.04552276,2.54785913,0.48517382,0.29634196,0.00018607,0.74172306,1.07555735,0.81266276,0.00862790,0.68404525
-5.03951976,2.43866619,0.47469588,0.28803691,0.00016542,0.69931800,1.02826511,0.76896166,0.00913203,0.67101604
-5.03351676,2.33205951,0.46421233,0.27980415,0.00014623,0.65817853,0.98250944,0.72625301,0.00962884,0.65796999
-5.02751376,2.22880226,0.45374180,0.27173695,0.00012854,0.61862323,0.93855617,0.68485904,0.01010958,0.64496904
-5.02151076,2.12949631,0.44329380,0.26392505,0.00011239,0.58089755,0.89658679,0.64503788,0.01056516,0.63206823
-5.01550775,2.03458884,0.43287087,0.25645411,0.00009776,0.54517602,0.85670400,0.60698486,0.01098645,0.61931732
-5.00950475,1.94438487,0.42247122,0.24940565,0.00008463,0.51156671,0.81893999,0.57083605,0.01136449,0.60676334
-5.00350175,1.85906455,0.41209159,0.24285739,0.00007294,0.48011757,0.78326683,0.53667339,0.01169083,0.59445367
-4.99749875,1.77870391,0.40173030,0.23688374,0.00006262,0.45082430,0.74960838,0.50453124,0.01195775,0.58243949
-4.99149575,1.70329755,0.39139018,0.23155660,0.00005358,0.42363913,0.71785309,0.47440367,0.01215856,0.57077931
-4.98549275,1.63278206,0.38108129,0.22694598,0.00004571,0.39848015,0.68786699,0.44625231,0.01228783,0.55954214
-4.97948974,1.56705876,0.37082328,0.22312057,0.00003892,0.37524070,0.65950640,0.42001413,0.01234154,0.54881023
-4.97348674,1.50601460,0.36064726,0.22014805,0.00003308,0.35379847,0.63262979,0.39560899,0.01231726,0.53868098
-4.96748374,1.44954043,0.35059704,0.21809503,0.00002811,0.33402393,0.60710830,0.37294653,0.01221424,0.52926786
-4.96148074,1.39754557,0.34072978,0.21702656,0.00002389,0.31578782,0.58283464,0.35193226,0.01203343,0.52070019
-4.95547774,1.34996848,0.33111586,0.21700522,0.00002032,0.29896742,0.55972992,0.33247260,0.01177744,0.51312176
-4.94947474,1.30678299,0.32183805,0.21808968,0.00001731,0.28345158,0.53774849,0.31447885,0.01145048,0.50668808
-4.94347174,1.26800012,0.31298994,0.22033292,0.00001478,0.26914432,0.51688032,0.29786997,0.01105817,0.50156259
-4.93746873,1.23366559,0.30467367,0.22377999,0.00001265,0.25596700,0.49715124,0.28257428,0.01060741,0.49791160
-4.93146573,1.20385348,0.29699707,0.22846552,0.00001086,0.24385911,0.47862092,0.26853000,0.01010612,0.49589844
-4.92546273,1.17865637,0.29007017,0.23441109,0.00000936,0.23277781,0.46137881,0.25568493,0.00956296,0.49567673
-4.91945973,1.15817280,0.28400135,0.24162246,0.00000809,0.22269631,0.44553831,0.24399521,0.00898709,0.49738331
-4.91345673,1.14249273,0.27889311,0.25008692,0.00000701,0.21360128,0.43122936,0.23342354,0.00838790,0.50113090
-4.90745373,1.13168180,0.27483768,0.25977089,0.00000608,0.20548959,0.41858995,0.22393683,0.00777471,0.50700082
-4.90145073,1.12576537,0.27191273,0.27061782,0.00000529,0.19836440,0.40775688,0.21550363,0.00715652,0.51503628
-4.89544772,1.12471319,0.27017709,0.28254658,0.00000461,0.19223110,0.39885621,0.20809144,0.00654181,0.52523623
-4.88944472,1.12842548,0.26966700,0.29545048,0.00000401,0.18709312,0.39199387,0.20166415,0.00593835,0.53755042
-4.88344172,1.13672133,0.27039279,0.30919697,0.00000349,0.18294797,0.38724688,0.19617970,0.00535301,0.55187569
-4.87743872,1.14932999,0.27233637,0.32362817,0.00000303,0.17978364,0.38465555,0.19158810,0.00479170,0.56805383
-4.87143572,1.16588574,0.27544950,0.33856214,0.00000263,0.17757560,0.38421716,0.18783001,0.00425926,0.58587137
-4.86543272,1.18592673,0.27965318,0.35379520,0.00000227,0.17628450,0.38588134,0.18483590,0.00375948,0.60506109
-4.85942971,1.20889806,0.28483806,0.36910498,0.00000195,0.17585473,0.38954748,0.18252583,0.00329508,0.62530577
-4.85342671,1.23415912,0.29086608,0.38425439,0.00000168,0.17621388,0.39506428,0.18080988,0.00286777,0.64624384
-4.84742371,1.26099528,0.29757329,0.39899641,0.00000143,0.17727315,0.40223163,0.17958927,0.00247834,0.66747707
-4.84142071,1.28863346,0.30477369,0.41307951,0.00000121,0.17892860,0.41080463,0.17875806,0.00212673,0.68858001
-4.83541771,1.31626109,0.31226430,0.42625362,0.00000103,0.18106335,0.42049981,0.17820534,0.00181215,0.70911105
-4.82941471,1.34304803,0.31983093,0.43827659,0.00000086,0.18355047,0.43100311,0.17781787,0.00153322,0.72862466
-4.82341171,1.36817025,0.32725471,0.44892066,0.00000072,0.18625649,0.44197949,0.17748306,0.00128808,0.74668446
-4.81740870,1.39083472,0.33431902,0.45797900,0.00000060,0.18904534,0.45308364,0.17709202,0.00107450,0.76287663
-4.81140570,1.41030413,0.34081657,0.46527192,0.00000049,0.19178260,0.46397130,0.17654268,0.00089001,0.77682306
-4.80540270,1.42592063,0.34655632,0.47065248,0.00000040,0.19433969,0.47431081,0.17574281,0.00073199,0.78819383
-4.79939970,1.43712727,0.35136989,0.47401139,0.00000033,0.19659800,0.48379418,0.17461265,0.00059777,0.79671831
-4.79339670,1.44348635,0.35511719,0.47528077,0.00000027,0.19845267,0.49214733,0.17308727,0.00048471,0.80219443
-4.78739370,1.44469363,0.35769110,0.47443676,0.00000021,0.19981574,0.49913888,0.17111831,0.00039025,0.80449573
-4.78139070,1.44058777,0.35902073,0.47150066,0.00000017,0.20061874,0.50458722,0.16867513,0.00031198,0.80357562
-4.77538769,1.43115450,0.35907338,0.46653870,0.00000014,0.20081441,0.50836534,0.16574537,0.00024765,0.79946888
-4.76938469,1.41652520,0.35785488,0.45966014,0.00000011,0.20037757,0.51040347,0.16233471,0.00019519,0.79229000
-4.76338169,1.39697011,0.35540844,0.45101404,0.00000008,0.19930507,0.51068917,0.15846610,0.00015275,0.78222865
-4.75737869,1.37288620,0.35181199,0.44078460,0.00000006,0.19761487,0.50926515,0.15417826,0.00011870,0.76954223
-4.75137569,1.34478064,0.34717421,0.42918531,0.00000005,0.19534434,0.50622477,0.14952366,0.00009158,0.75454612
-4.74537269,1.31325035,0.34162946,0.41645220,0.00000004,0.19254774,0.50170565,0.14456612,0.00007016,0.73760181
-4.73936968,1.27895892,0.33533183,0.40283651,0.00000003,0.18929330,0.49588179,0.13937804,0.00005337,0.71910367
-4.73336668,1.24261187,0.32844869,0.38859692,0.00000002,0.18565970,0.48895442,0.13403747,0.00004031,0.69946499
-4.72736368,1.20493157,0.32115406,0.37399201,0.00000002,0.18173250,0.48114246,0.12862519,0.00003023,0.67910388
-4.72136068,1.16663297,0.31362213,0.35927291,0.00000001,0.17760050,0.47267273,0.12322187,0.00002251,0.65842979
-4.71535768,1.12840126,0.30602123,0.34467677,0.00000001,0.17335215,0.46377068,0.11790550,0.00001665,0.63783121
-4.70935468,1.09087245,0.29850857,0.33042115,0.00000001,0.16907245,0.45465192,0.11274913,0.00001222,0.61766512
-4.70335168,1.05461763,0.29122590,0.31669949,0.00000001,0.16484017,0.44551505,0.10781914,0.00000891,0.59824857
-4.69734867,1.02013131,0.28429631,0.30367795,0.00000001,0.16072571,0.43653594,0.10317393,0.00000645,0.57985262
-4.69134567,0.98782423,0.27782221,0.29149354,0.00000002,0.15678948,0.42786373,0.09886312,0.00000464,0.56269884
-4.68534267,0.95802046,0.27188440,0.28025349,0.00000002,0.15308097,0.41961856,0.09492731,0.00000331,0.54695822
-4.67933967,0.93095847,0.26654229,0.27003588,0.00000003,0.14963846,0.41189088,0.09139830,0.00000235,0.53275227
-4.67333667,0.90679570,0.26183501,0.26089125,0.00000004,0.14648913,0.40474235,0.08829967,0.00000166,0.52015607
-4.66733367,0.88561584,0.25778320,0.25284497,0.00000005,0.14364978,0.39820789,0.08564771,0.00000116,0.50920279
-4.66133067,0.86743792,0.25439135,0.24590018,0.00000007,0.14112776,0.39229866,0.08345261,0.00000081,0.49988908
-4.65532766,0.85222647,0.25165028,0.24004099,0.00000009,0.13892218,0.38700565,0.08171970,0.00000057,0.49218095
-4.64932466,0.83990173,0.24953968,0.23523570,0.00000012,0.13702518,0.38230345,0.08045076,0.00000040,0.48601968
-4.64332166,0.83034915,0.24803041,0.23143980,0.00000016,0.13542315,0.37815393,0.07964526,0.00000028,0.48132701
