energy_ev,total_up,Al_p_up,Al_d_up,Se_s_up,Se_p_up,Ta_p_up,Ta_d_up
-6.00000000,1.46324288,0.01493512,0.00000000,0.00433060,0.44217746,0.87217504,0.46862117
-5.99399700,1.51529443,0.01589435,0.00000000,0.00431038,0.45865488,0.91199921,0.48232715
-5.98799400,1.56684417,0.01695909,0.00000000,0.00428594,0.47436149,0.95303482,0.49537324
-5.98199100,1.61828335,0.01814675,0.00000000,0.00426047,0.48932860,0.99556120,0.50787706
-5.97598799,1.67006475,0.01947657,0.00000000,0.00423719,0.50362206,1.03986995,0.51998579
-5.96998499,1.72267368,0.02096911,0.00000000,0.00421923,0.51733781,1.08624501,0.53186781
-5.96398199,1.77659606,0.02264559,0.00000000,0.00420944,0.53059616,1.13494151,0.54370317
-5.95797899,1.83228529,0.02452721,0.00000000,0.00421027,0.54353496,1.18616463,0.55567330
-5.95197599,1.89012920,0.02663436,0.00000000,0.00422368,0.55630203,1.24004926,0.56795053
-5.94597299,1.95041901,0.02898578,0.00000000,0.00425097,0.56904704,1.29664173,0.58068776
-5.93996998,2.01332162,0.03159774,0.00000000,0.00429278,0.58191335,1.35588453,0.59400887
-5.93396698,2.07885698,0.03448322,0.00000000,0.00434904,0.59503009,1.41760484,0.60800033
-5.92796398,2.14688147,0.03765113,0.00000000,0.00441891,0.60850475,1.48150776,0.62270442
-5.92196098,2.21707863,0.04110559,0.00000000,0.00450089,0.62241668,1.54717461,0.63811439
-5.91595798,2.28895749,0.04484533,0.00000000,0.00459281,0.63681177,1.61406670,0.65417171
-5.90995498,2.36185901,0.04886319,0.00000000,0.00469194,0.65169840,1.68153452,0.67076580
-5.90395198,2.43497029,0.05314585,0.00000000,0.00479513,0.66704495,1.74883204,0.68773590
-5.89794897,2.50734605,0.05767357,0.00000000,0.00489887,0.68277877,1.81513572,0.70487537
-5.89194597,2.57793646,0.06242031,0.00000000,0.00499950,0.69878684,1.87956736,0.72193783
-5.88594297,2.64561996,0.06735383,0.00000000,0.00509331,0.71491784,1.94121986,0.73864517
-5.87993997,2.70923966,0.07243613,0.00000000,0.00517670,0.73098569,1.99918469,0.75469678
-5.87393697,2.76764165,0.07762394,0.00000000,0.00524634,0.74677430,2.05258005,0.76977978
-5.86793397,2.81971333,0.08286944,0.00000000,0.00529925,0.76204341,2.10057823,0.78357959
-5.86193097,2.86442037,0.08812110,0.00000000,0.00533294,0.77653520,2.14243120,0.79579049
-5.85592796,2.90084027,0.09332455,0.00000000,0.00534545,0.78998154,2.17749320,0.80612571
-5.84992496,2.92819154,0.09842364,0.00000000,0.00533547,0.80211149,2.20523946,0.81432652
-5.84392196,2.94585710,0.10336144,0.00000000,0.00530229,0.81265894,2.22528038,0.82017012
-5.83791896,2.95340123,0.10808131,0.00000000,0.00524585,0.82137002,2.23737057,0.82347600
-5.83191596,2.95057957,0.11252797,0.00000000,0.00516669,0.82801010,2.24141267,0.82411056
-5.82591296,2.93734213,0.11664843,0.00000000,0.00506592,0.83237022,2.23745597,0.82199000
-5.81990995,2.91382953,0.12039300,0.00000000,0.00494513,0.83427267,2.22569014,0.81708136
-5.81390695,2.88036312,0.12371611,0.00000000,0.00480631,0.83357565,2.20643455,0.80940200
-5.80790395,2.83742972,0.12657709,0.00000000,0.00465176,0.83017692,2.18012403,0.79901743
-5.80190095,2.78566226,0.12894086,0.00000000,0.00448399,0.82401636,2.14729189,0.78603799
-5.79589795,2.72581723,0.13077851,0.00000000,0.00430560,0.81507732,2.10855109,0.77061448
-5.78989495,2.65875052,0.13206781,0.00000000,0.00411925,0.80338701,2.06457476,0.75293306
-5.78389195,2.58539260,0.13279364,0.00000000,0.00392750,0.78901575,2.01607680,0.73320984
