energy_ev,total_up,Ga_p_up,Ga_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.84992496,0.63189374,0.02775913,0.00000000,0.01164986,0.37221091,0.22048562,0.21621154
-5.84392196,0.58788815,0.02647462,0.00000000,0.01048214,0.33917971,0.20624424,0.19667113
-5.83791896,0.55519775,0.02575536,0.00000000,0.00948776,0.31206172,0.19602322,0.18055567
-5.83191596,0.53469540,0.02565245,0.00000000,0.00867657,0.29122879,0.19013075,0.16808444
-5.82591296,0.52719285,0.02621543,0.00000000,0.00805687,0.27700414,0.18885033,0.15945043
-5.81990995,0.53344936,0.02749227,0.00000000,0.00763578,0.26967071,0.19244223,0.15482585
-5.81390695,0.55417661,0.02952923,0.00000000,0.00741956,0.26947820,0.20114348,0.15436676
-5.80790395,0.59003866,0.03237038,0.00000000,0.00741385,0.27664787,0.21516601,0.15821653
-5.80190095,0.64164636,0.03605683,0.00000000,0.00762391,0.29137485,0.23469272,0.16650770
-5.79589795,0.70954581,0.04062562,0.00000000,0.00805470,0.31382739,0.25987158,0.17936215
-5.78989495,0.79420082,0.04610834,0.00000000,0.00871084,0.34414319,0.29080762,0.19688934
-5.78389195,0.89597006,0.05252948,0.00000000,0.00959658,0.38242267,0.32755334,0.21918279
-5.77788894,1.01507970,0.05990459,0.00000000,0.01071559,0.42871979,0.37009789,0.24631482
-5.77188594,1.15159288,0.06823827,0.00000000,0.01207062,0.48303065,0.41835560,0.27832987
-5.76588294,1.30537775,0.07752225,0.00000000,0.01366321,0.54528075,0.47215460,0.31523675
-5.75987994,1.47607573,0.08773348,0.00000000,0.01549325,0.61531161,0.53122636,0.35700025
-5.75387694,1.66307234,0.09883248,0.00000000,0.01755854,0.69286773,0.59519691,0.40353255
-5.74787394,1.86547222,0.11076202,0.00000000,0.01985432,0.77758465,0.66358063,0.45468509
-5.74187094,2.08208065,0.12344626,0.00000000,0.02237286,0.86897922,0.73577726,0.51024120
-5.73586793,2.31139309,0.13679033,0.00000000,0.02510307,0.96644270,0.81107286,0.56991027
-5.72986493,2.55159407,0.15068070,0.00000000,0.02803018,1.06923757,0.88864509,0.63332359
-5.72386193,2.80056657,0.16498602,0.00000000,0.03113549,1.17649846,0.96757314,0.70003253
-5.71785893,3.05591225,0.17955874,0.00000000,0.03439630,1.28723756,1.04685217,0.76950911
-5.71185593,3.31498245,0.19423737,0.00000000,0.03778589,1.40035476,1.12541224,0.84114919
-5.70585293,3.57491934,0.20884926,0.00000000,0.04127368,1.51465218,1.20214095,0.91427842
-5.69984992,3.83270624,0.22321400,0.00000000,0.04482551,1.62885297,1.27590936,0.98816066
-5.69384692,4.08522530,0.23714714,0.00000000,0.04840406,1.74162373,1.34559991,1.06200890
-5.68784392,4.32932079,0.25046423,0.00000000,0.05196938,1.85159982,1.41013561,1.13499822
-5.68184092,4.56186570,0.26298492,0.00000000,0.05547954,1.95741286,1.46850892,1.20628055
-5.67583792,4.77982941,0.27453711,0.00000000,0.05889144,2.05771935,1.51980953,1.27500069
-5.66983492,4.98034398,0.28496086,0.00000000,0.06216154,2.15122953,1.56324940,1.34031319
-5.66383192,5.16076713,0.29411201,0.00000000,0.06524683,2.23673561,1.59818448,1.40139958
-5.65782891,5.31873969,0.30186536,0.00000000,0.06810565,2.31313846,1.62413189,1.45748554
-5.65182591,5.45223620,0.30811730,0.00000000,0.07069865,2.37947206,1.64078201,1.50785751
-5.64582291,5.55960719,0.31278789,0.00000000,0.07298961,2.43492510,1.64800521,1.55187833
-5.63981991,5.63961257,0.31582223,0.00000000,0.07494632,2.47885928,1.64585294,1.58900171
-5.63381691,5.69144552,0.31719125,0.00000000,0.07654128,2.51082398,1.63455342,1.61878498
-5.62781391,5.71474704,0.31689185,0.00000000,0.07775244,2.53056723,1.61450238,1.64090014
-5.62181091,5.70961116,0.31494639,0.00000000,0.07856367,2.53804277,1.58624937,1.65514283
-5.61580790,5.67658163,0.31140176,0.00000000,0.07896530,2.53341340,1.55048059,1.66143910
-5.60980490,5.61664040,0.30632790,0.00000000,0.07895436,2.51705062,1.50799892,1.65984984
-5.60380190,5.53118884,0.29981593,0.00000000,0.07853481,2.48953069,1.45970235,1.65057273
-5.59779890,5.42202229,0.29197604,0.00000000,0.07771757,2.45162733,1.40656143,1.63394159
-5.59179590,5.29129866,0.28293507,0.00000000,0.07652041,2.40430111,1.34959686,1.61042310
-5.58579290,5.14150169,0.27283398,0.00000000,0.07496770,2.34868567,1.28985778,1.58061073
-5.57978989,4.97539945,0.26182519,0.00000000,0.07309003,2.28607090,1.22840138,1.54521591
-5.57378689,4.79599848,0.25006989,0.00000000,0.07092372,2.21788311,1.16627428,1.50505645
-5.56778389,4.60649417,0.23773534,0.00000000,0.06851010,2.14566240,1.10449588,1.46104231
-5.56178089,4.41021781,0.22499219,0.00000000,0.06589483,2.07103733,1.04404391,1.41415876
-5.55577789,4.21058085,0.21201197,0.00000000,0.06312700,1.99569711,0.98584194,1.36544742
-5.54977489,4.01101706,0.19896454,0.00000000,0.06025820,1.92136162,0.93074892,1.31598518
-5.54377189,3.81492351,0.18601582,0.00000000,0.05734153,1.84974965,0.87955046,1.26686185
-5.53776888,3.62560106,0.17332557,0.00000000,0.05443055,1.78254591,0.83295161,1.21915664
-5.53176588,3.44619572,0.16104543,0.00000000,0.05157823,1.72136743,0.79157100,1.17391442
-5.52576288,3.27964198,0.14931716,0.00000000,0.04883590,1.66773000,0.75593600,1.13212231
-5.51975988,3.12860936,0.13827105,0.00000000,0.04625224,1.62301555,0.72647887,1.09468712
-5.51375688,2.99545364,0.12802464,0.00000000,0.04387234,1.58844134,0.70353379,1.06241472
-5.50775388,2.88217402,0.11868166,0.00000000,0.04173679,1.56503171,0.68733469,1.03599156
-5.50175088,2.79037727,0.11033123,0.00000000,0.03988093,1.55359348,0.67801397,1.01596925
-5.49574787,2.72125021,0.10304730,0.00000000,0.03833418,1.55469556,0.67560213,1.00275258
-5.48974487,2.67554101,0.09688833,0.00000000,0.03711950,1.56865370,0.68002860,0.99659132
-5.48374187,2.65355008,0.09189719,0.00000000,0.03625298,1.59552077,0.69112362,0.99757606
-5.47773887,2.65513070,0.08810125,0.00000000,0.03574365,1.63508313,0.70862158,1.00563820
-5.47173587,2.67969940,0.08551262,0.00000000,0.03559330,1.68686320,0.73216574,1.02055394
-5.46573287,2.72625565,0.08412850,0.00000000,0.03579659,1.75012834,0.76131447,1.04195214
-5.45972986,2.79341029,0.08393169,0.00000000,0.03634124,1.82390575,0.79554897,1.06932561
-5.45372686,2.87942171,0.08489104,0.00000000,0.03720833,1.90700313,0.83428245,1.10204540
-5.44772386,2.98223875,0.08696211,0.00000000,0.03837281,1.99803440,0.87687057,1.13937754
-5.44172086,3.09954895,0.09008771,0.00000000,0.03980408,2.09544986,0.92262303,1.18050168
-5.43571786,3.22883082,0.09419854,0.00000000,0.04146663,2.19756980,0.97081601,1.22453094
-5.42971486,3.36740873,0.09921383,0.00000000,0.04332093,2.30262073,1.02070511,1.27053236
-5.42371186,3.51250896,0.10504203,0.00000000,0.04532415,2.40877311,1.07153864,1.31754743
-5.41770885,3.66131554,0.11158157,0.00000000,0.04743120,2.51417956,1.12257066,1.36461220
-5.41170585,3.81102470,0.11872169,0.00000000,0.04959557,2.61701257,1.17307374,1.41077638
-5.40570285,3.95889680,0.12634341,0.00000000,0.05177034,2.71550079,1.22235089,1.45512131
-5.39969985,4.10230473,0.13432067,0.00000000,0.05390910,2.80796290,1.26974650,1.49677625
-5.39369685,4.23877804,0.14252165,0.00000000,0.05596689,2.89283854,1.31465608,1.53493310
-5.38769385,4.36604223,0.15081028,0.00000000,0.05790102,2.96871554,1.35653463,1.56885914
-5.38169085,4.48205272,0.15904806,0.00000000,0.05967191,3.03435313,1.39490346,1.59790808
-5.37568784,4.58502324,0.16709604,0.00000000,0.06124378,3.08870071,1.42935560,1.62152903
-5.36968484,4.67344845,0.17481705,0.00000000,0.06258527,3.13091230,1.45955958,1.63927381
-5.36368184,4.74612092,0.18207816,0.00000000,0.06366991,3.16035633,1.48526185,1.65080240
-5.35767884,4.80214234,0.18875324,0.00000000,0.06447653,3.17662121,1.50628779,1.65588669
-5.35167584,4.84092928,0.19472564,0.00000000,0.06498949,3.17951675,1.52254154,1.65441257
-5.34567284,4.86221366,0.19989088,0.00000000,0.06519886,3.16907161,1.53400469,1.64638043
-5.33966983,4.86603809,0.20415929,0.00000000,0.06510038,3.14552739,1.54073402,1.63190399
-5.33366683,4.85274653,0.20745842,0.00000000,0.06469537,3.10932945,1.54285843,1.61120771
-5.32766383,4.82297045,0.20973526,0.00000000,0.06399056,3.06111489,1.54057514,1.58462247
-5.32166083,4.77761082,0.21095805,0.00000000,0.06299773,3.00169811,1.53414523,1.55257987
-5.31565783,4.71781641,0.21111766,0.00000000,0.06173337,2.93205419,1.52388871,1.51560489
-5.30965483,4.64495858,0.21022840,0.00000000,0.06021820,2.85330033,1.51017901,1.47430709
-5.30365183,4.56060312,0.20832826,0.00000000,0.05847663,2.76667574,1.49343703,1.42937042
-5.29764882,4.46647945,0.20547849,0.00000000,0.05653623,2.67352010,1.47412471,1.38154162
-5.29164582,4.36444761,0.20176252,0.00000000,0.05442711,2.57525087,1.45273811,1.33161744
-5.28564282,4.25646353,0.19728418,0.00000000,0.05218130,2.47333963,1.42980001,1.28043072
-5.27963982,4.14454298,0.19216530,0.00000000,0.04983211,2.36928770,1.40585193,1.22883565
-5.27363682,4.03072458,0.18654272,0.00000000,0.04741348,2.26460118,1.38144565,1.17769231
-5.26763382,3.91703251,0.18056472,0.00000000,0.04495934,2.16076582,1.35713416,1.12785073
-5.26163082,3.80543904,0.17438709,0.00000000,0.04250303,2.05922181,1.33346201,1.08013481
-5.25562781,3.69782767,0.16816884,0.00000000,0.04007664,1.96133894,1.31095516,1.03532630
-5.24962481,3.59595711,0.16206772,0.00000000,0.03771047,1.86839246,1.29011040,0.99414918
-5.24362181,3.50142660,0.15623570,0.00000000,0.03543249,1.78154005,1.27138435,0.95725468
-5.23761881,3.41564326,0.15081452,0.00000000,0.03326789,1.70180030,1.25518236,0.92520736
-5.23161581,3.33979192,0.14593148,0.00000000,0.03123858,1.63003325,1.24184743,0.89847248
-5.22561281,3.27480812,0.14169561,0.00000000,0.02936290,1.56692355,1.23164954,0.87740511
-5.21960980,3.22135514,0.13819429,0.00000000,0.02765530,1.51296670,1.22477565,0.86224122
-5.21360680,3.17980581,0.13549060,0.00000000,0.02612611,1.46845894,1.22132093,0.85309123
-5.20760380,3.15023004,0.13362126,0.00000000,0.02478147,1.43349141,1.22128153,0.84993627
-5.20160080,3.13238897,0.13259552,0.00000000,0.02362325,1.40794893,1.22454958,0.85262756
-5.19559780,3.12573665,0.13239476,0.00000000,0.02264917,1.39151397,1.23091069,0.86088915
-5.18959480,3.12943007,0.13297315,0.00000000,0.02185295,1.38367594,1.24004460,0.87432424
-5.18359180,3.14234810,0.13425908,0.00000000,0.02122459,1.38374603,1.25152920,0.89242525
-5.17758879,3.16311973,0.13615753,0.00000000,0.02075073,1.39087760,1.26484831,0.91458759
-5.17158579,3.19016159,0.13855320,0.00000000,0.02041512,1.40409175,1.27940321,0.94012700
-5.16558279,3.22172430,0.14131433,0.00000000,0.02019918,1.42230767,1.29452795,0.96830016
-5.15957979,3.25594678,0.14429720,0.00000000,0.02008257,1.44437695,1.30950807,0.99832811
-5.15357679,3.29091713,0.14735094,0.00000000,0.02004387,1.46912094,1.32360237,1.02942164
-5.14757379,3.32473809,0.15032264,0.00000000,0.02006125,1.49536979,1.33606679,1.06080805
-5.14157079,3.35559485,0.15306257,0.00000000,0.02011321,1.52200200,1.34617985,1.09175800
-5.13556778,3.38182248,0.15542920,0.00000000,0.02017917,1.54798272,1.35326831,1.12161156
-5.12956478,3.40197004,0.15729396,0.00000000,0.02024023,1.57239931,1.35673208,1.14980214
-5.12356178,3.41485844,0.15854547,0.00000000,0.02027967,1.59449256,1.35606716,1.17587723
-5.11755878,3.41962916,0.15909312,0.00000000,0.02028348,1.61368217,1.35088551,1.19951481
-5.11155578,3.41578118,0.15886982,0.00000000,0.02024078,1.62958511,1.34093077,1.22053447
-5.10555278,3.40319412,0.15783391,0.00000000,0.02014409,1.64202601,1.32608903,1.23890260
-5.09954977,3.38213602,0.15597002,0.00000000,0.01998952,1.65103895,1.30639405,1.25473109
-5.09354677,3.35325491,0.15328906,0.00000000,0.01977680,1.65686031,1.28202650,1.26826952
-5.08754377,3.31755446,0.14982713,0.00000000,0.01950918,1.65991320,1.25330733,1.27989093
-5.08154077,3.27635438,0.14564369,0.00000000,0.01919323,1.66078391,1.22068549,1.29007187
-5.07553777,3.23123741,0.14081884,0.00000000,0.01883850,1.66019166,1.18472060,1.29936752
-5.06953477,3.18398529,0.13545000,0.00000000,0.01845710,1.65895298,1.14606145,1.30838316
-5.06353177,3.13650676,0.12964813,0.00000000,0.01806320,1.65794269,1.10542146,1.31774340
-5.05752876,3.09076103,0.12353363,0.00000000,0.01767243,1.65805319,1.06355220,1.32806066
-5.05152576,3.04868033,0.11723214,0.00000000,0.01730131,1.66015424,1.02121646,1.33990474
-5.04552276,3.01209522,0.11087033,0.00000000,0.01696659,1.66505518,0.97916198,1.35377487
-5.03951976,2.98266610,0.10457200,0.00000000,0.01668468,1.67347130,0.93809723,1.37007584
-5.03351676,2.96182388,0.09845444,0.00000000,0.01647102,1.68599600,0.89867011,1.38909941
-5.02751376,2.95072224,0.09262534,0.00000000,0.01633957,1.70307980,0.86145065,1.41101198
-5.02151076,2.95020328,0.08718012,0.00000000,0.01630234,1.72501707,0.82691805,1.43584901
-5.01550775,2.96077743,0.08219998,0.00000000,0.01636898,1.75194065,0.79545266,1.46351647
-5.00950475,2.98261781,0.07775047,0.00000000,0.01654645,1.78382428,0.76733269,1.49379912
-5.00350175,3.01556842,0.07388067,0.00000000,0.01683881,1.82049223,0.74273562,1.52637484
-4.99749875,3.05916495,0.07062295,0.00000000,0.01724706,1.86163508,0.72174382,1.56083431
-4.99149575,3.11266627,0.06799318,0.00000000,0.01776910,1.90683057,0.70435370,1.59670471
-4.98549275,3.17509439,0.06599142,0.00000000,0.01839975,1.95556783,0.69048766,1.63347594
-4.97948974,3.24528042,0.06460290,0.00000000,0.01913083,2.00727366,0.68000801,1.67062797
-4.97348674,3.32191397,0.06379936,0.00000000,0.01995137,2.06133921,0.67273193,1.70765779
-4.96748374,3.40359343,0.06354052,0.00000000,0.02084783,2.11714564,0.66844675,1.74410443
-4.96148074,3.48887497,0.06377570,0.00000000,0.02180437,2.17408766,0.66692458,1.77957080
-4.95547774,3.57631832,0.06444551,0.00000000,0.02280324,2.23159377,0.66793589,1.81374138
-4.94947474,3.66452775,0.06548366,0.00000000,0.02382508,2.28914281,0.67126131,1.84639498
-4.94347174,3.75218735,0.06681863,0.00000000,0.02484944,2.34627617,0.67670135,1.87741208
-4.93746873,3.83808977,0.06837543,0.00000000,0.02585512,2.40260591,0.68408386,1.90677671
-4.93146573,3.92115842,0.07007727,0.00000000,0.02682070,2.45781861,0.69326905,1.93457301
-4.92546273,4.00046309,0.07184719,0.00000000,0.02772496,2.51167573,0.70415213,1.96097695
-4.91945973,4.07522952,0.07360964,0.00000000,0.02854741,2.56401072,0.71666365,1.98624387
-4.91345673,4.14484331,0.07529198,0.00000000,0.02926871,2.61472353,0.73076786,2.01069256
-4.90745373,4.20884899,0.07682590,0.00000000,0.02987117,2.66377326,0.74645909,2.03468697
-4.90145073,4.26694472,0.07814876,0.00000000,0.03033914,2.71116929,0.76375664,2.05861621
-4.89544772,4.31897334,0.07920482,0.00000000,0.03065941,2.75696142,0.78269835,2.08287398
-4.88944472,4.36491022,0.07994627,0.00000000,0.03082154,2.80122939,0.80333310,2.10783808
-4.88344172,4.40484830,0.08033420,0.00000000,0.03081816,2.84407199,0.82571257,2.13385071
-4.87743872,4.43898077,0.08033928,0.00000000,0.03064511,2.88559579,0.84988257,2.16120025
-4.87143572,4.46758157,0.07994228,0.00000000,0.03030161,2.92590375,0.87587408,2.19010492
-4.86543272,4.49098421,0.07913434,0.00000000,0.02979025,2.96508372,0.90369448,2.22069864
-4.85942971,4.50955918,0.07791696,0.00000000,0.02911693,3.00319692,0.93331920,2.25301953
-4.85342671,4.52369063,0.07630173,0.00000000,0.02829071,3.04026670,0.96468415,2.28700117
-4.84742371,4.53375302,0.07430984,0.00000000,0.02732352,3.07626796,0.99767934,2.32246689
-4.84142071,4.54008853,0.07197131,0.00000000,0.02622986,3.11111767,1.03214410,2.35912731
-4.83541771,4.54298653,0.06932402,0.00000000,0.02502639,3.14466712,1.06786430,2.39658127
-4.82941471,4.54266617,0.06641254,0.00000000,0.02373144,3.17669680,1.10457199,2.43432048
-4.82341171,4.53926336,0.06328689,0.00000000,0.02236457,3.20691446,1.14194777,2.47173802
-4.81740870,4.53282338,0.06000111,0.00000000,0.02094598,3.23495739,1.17962616,2.50814075
-4.81140570,4.52330017,0.05661193,0.00000000,0.01949606,3.26039933,1.21720418,2.54276583
-4.80540270,4.51056302,0.05317740,0.00000000,0.01803486,3.28276265,1.25425298,2.57480121
-4.79939970,4.49441108,0.04975559,0.00000000,0.01658164,3.30153584,1.29033248,2.60340973
-4.79339670,4.47459543,0.04640345,0.00000000,0.01515448,3.31619620,1.32500845,2.62775654
-4.78739370,4.45084815,0.04317585,0.00000000,0.01376991,3.32623704,1.35787156,2.64703901
-4.78139070,4.42291711,0.04012474,0.00000000,0.01244268,3.33119841,1.38855744,2.66051817
-4.77538769,4.39060467,0.03729854,0.00000000,0.01118555,3.33069998,1.41676693,2.66755067
-4.76938469,4.35380797,0.03474176,0.00000000,0.01000919,3.32447422,1.44228522,2.66761971
-4.76338169,4.31255846,0.03249476,0.00000000,0.00892216,3.31239799,1.46499897,2.66036368
-4.75737869,4.26705772,0.03059368,0.00000000,0.00793097,3.29452046,1.48490995,2.64560087
-4.75137569,4.21770700,0.02907054,0.00000000,0.00704012,3.27108524,1.50214449,2.62334902
-4.74537269,4.16512802,0.02795340,0.00000000,0.00625233,3.24254496,1.51695763,2.59383818
-4.73936968,4.11017297,0.02726668,0.00000000,0.00556868,3.20956683,1.52973147,2.55751625
-4.73336668,4.05392239,0.02703142,0.00000000,0.00498888,3.17302814,1.54096737,2.51504621
-4.72736368,3.99767013,0.02726560,0.00000000,0.00451147,3.13400126,1.55127210,2.46729507
-4.72136068,3.94289574,0.02798446,0.00000000,0.00413406,3.09372854,1.56133839,2.41531461
-4.71535768,3.89122516,0.02920078,0.00000000,0.00385360,3.05358780,1.57192062,2.36031469
-4.70935468,3.84438160,0.03092510,0.00000000,0.00366657,3.01505012,1.58380686,2.30363008
-4.70335168,3.80412903,0.03316589,0.00000000,0.00356921,2.97963182,1.59778865,2.24668243
-4.69734867,3.77221148,0.03592969,0.00000000,0.00355766,2.94884328,1.61463009,2.19093900
-4.69134567,3.75029128,0.03922119,0.00000000,0.00362817,2.92413708,1.63503798,2.13787004
-4.68534267,3.73988982,0.04304324,0.00000000,0.00377716,2.90685840,1.65963460,2.08890677
-4.67933967,3.74233398,0.04739684,0.00000000,0.00400136,2.89820006,1.68893470,2.04540180
-4.67333667,3.75871116,0.05228109,0.00000000,0.00429790,2.89916479,1.72332786,2.00859350
-4.66733367,3.78983507,0.05769308,0.00000000,0.00466429,2.91053613,1.76306728,1.97957573
-4.66133067,3.83622383,0.06362774,0.00000000,0.00509851,2.93285951,1.80826536,1.95927381
-4.65532766,3.89809101,0.07007766,0.00000000,0.00559900,2.96643380,1.85889619,1.94842718
-4.64932466,3.97534933,0.07703284,0.00000000,0.00616464,3.01131323,1.91480466,1.94757887
-4.64332166,4.06762603,0.08448033,0.00000000,0.00679475,3.06731888,1.97572120,1.95707133
-4.63731866,4.17428804,0.09240389,0.00000000,0.00748903,3.13405833,2.04128121,1.97704806
-4.63131566,4.29447478,0.10078347,0.00000000,0.00824754,3.21095154,2.11104758,2.00745992
-4.62531266,4.42713578,0.10959470,0.00000000,0.00907064,3.29726103,2.18453490,2.04807524
-4.61930965,4.57107049,0.11880826,0.00000000,0.00995893,3.39212403,2.26123358,2.09849240
-4.61330665,4.72496762,0.12838929,0.00000000,0.01091320,3.49458452,2.34063251,2.15815390
-4.60730365,4.88744163,0.13829667,0.00000000,0.01193435,3.60362327,2.42223894,2.22636103
-4.60130065,5.05706478,0.14848251,0.00000000,0.01302331,3.71818447,2.50559438,2.30228851
-4.59529765,5.23239341,0.15889160,0.00000000,0.01418104,3.83719792,2.59028612,2.38499865
-4.58929465,5.41198809,0.16946108,0.00000000,0.01540835,3.95959624,2.67595388,2.47345504
-4.58329165,5.59442784,0.18012033,0.00000000,0.01670592,4.08432733,2.76229180,2.56653594
-4.57728864,5.77831918,0.19079111,0.00000000,0.01807416,4.21036247,2.84904630,2.66304780
-4.57128564,5.96230147,0.20138807,0.00000000,0.01951317,4.33670117,2.93601052,2.76173947
-4.56528264,6.14504996,0.21181955,0.00000000,0.02102264,4.46237370,3.02301634,2.86131781
-4.55927964,6.32527833,0.22198886,0.00000000,0.02260173,4.58644296,3.10992520,2.96046518
-4.55327664,6.50174246,0.23179586,0.00000000,0.02424901,4.70800665,3.19661873,3.05785929
-4.54727364,6.67324670,0.24113887,0.00000000,0.02596231,4.82620106,3.28299028,3.15219567
-4.54127064,6.83865362,0.24991699,0.00000000,0.02773863,4.94020722,3.36893827,3.24221268
-4.53526763,6.99689777,0.25803246,0.00000000,0.02957398,5.04925989,3.45436186,3.32671862
-4.52926463,7.14700335,0.26539330,0.00000000,0.03146326,5.15265942,3.53915943,3.40462034
-4.52326163,7.28810510,0.27191583,0.00000000,0.03340013,5.24978622,3.62322977,3.47495227
-4.51725863,7.41947144,0.27752719,0.00000000,0.03537686,5.34011705,3.70647586,3.53690471
-4.51125563,7.54052825,0.28216751,0.00000000,0.03738426,5.42324206,3.78881077,3.58985007
-4.50525263,7.65088176,0.28579185,0.00000000,0.03941155,5.49888163,3.87016490,3.63336552
-4.49924962,7.75033861,0.28837167,0.00000000,0.04144635,5.56690148,3.95049391,3.66725086
-4.49324662,7.83892158,0.28989582,0.00000000,0.04347468,5.62732488,4.02978653,3.69154029
-4.48724362,7.91687950,0.29037096,0.00000000,0.04548101,5.68034104,4.10807130,3.70650727
-4.48124062,7.98469016,0.28982151,0.00000000,0.04744847,5.72630844,4.18542171,3.71266169
-4.47523762,8.04305561,0.28828904,0.00000000,0.04935904,5.76575286,4.26195907,3.71073917
-4.46923462,8.09288962,0.28583116,0.00000000,0.05119388,5.79935954,4.33785270,3.70168266
-4.46323162,8.13529743,0.28252004,0.00000000,0.05293374,5.82795958,4.41331717,3.68661656
-4.45722861,8.17154846,0.27844066,0.00000000,0.05455948,5.85251091,4.48860669,3.66681452
-4.45122561,8.20304284,0.27368874,0.00000000,0.05605260,5.87407428,4.56400651,3.64366167
-4.44522261,8.23127309,0.26836869,0.00000000,0.05739585,5.89378515,4.63982192,3.61861288
-4.43921961,8.25778211,0.26259143,0.00000000,0.05857388,5.91282220,4.71636492,3.59314832
-4.43321661,8.28411909,0.25647235,0.00000000,0.05957385,5.93237367,4.79393942,3.56872795
-4.42721361,8.31179470,0.25012938,0.00000000,0.06038606,5.95360239,4.87282533,3.54674653
-4.42121061,8.34223695,0.24368121,0.00000000,0.06100444,5.97761069,4.95326232,3.52849056
-4.41520760,8.37674918,0.23724579,0.00000000,0.06142700,6.00540614,5.03543403,3.51509864
-4.40920460,8.41647113,0.23093890,0.00000000,0.06165612,6.03786935,5.11945334,3.50752656
-4.40320160,8.46234447,0.22487300,0.00000000,0.06169870,6.07572457,5.20534958,3.50651806
-4.39719860,8.51508362,0.21915617,0.00000000,0.06156611,6.11951430,5.29305833,3.51258233
-4.39119560,8.57515271,0.21389111,0.00000000,0.06127398,6.16957863,5.38241449,3.52597895
-4.38519260,8.64274945,0.20917424,0.00000000,0.06084181,6.22604027,5.47314916,3.54671059
-4.37918959,8.71779656,0.20509473,0.00000000,0.06029241,6.28879585,5.56489082,3.57452394
-4.37318659,8.79994095,0.20173348,0.00000000,0.05965114,6.35751414,5.65717089,3.60891871
-4.36718359,8.88856112,0.19916202,0.00000000,0.05894507,6.43164145,5.74943386,3.64916461
-4.36118059,8.98278264,0.19744139,0.00000000,0.05820208,6.51041452,5.84105170,3.69432568
-4.35517759,9.08150135,0.19662082,0.00000000,0.05744985,6.59288048,5.93134195,3.74329141
-4.34917459,9.18341387,0.19673648,0.00000000,0.05671488,6.67792368,6.01958889,3.79481352
-4.34317159,9.28705445,0.19781017,0.00000000,0.05602159,6.76429844,6.10506677,3.84754734
-4.33716858,9.39083706,0.19984818,0.00000000,0.05539152,6.85066677,6.18706388,3.90009634
-4.33116558,9.49310129,0.20284020,0.00000000,0.05484262,6.93563963,6.26490625,3.95105830
-4.32516258,9.59216056,0.20675862,0.00000000,0.05438877,7.01782017,6.33797968,3.99907154
-4.31915958,9.68635078,0.21155810,0.00000000,0.05403948,7.09584735,6.40574889,4.04285940
-4.31315658,9.77407799,0.21717563,0.00000000,0.05379988,7.16843809,6.46777266,4.08127152
-4.30715358,9.85386297,0.22353105,0.00000000,0.05367077,7.23442627,6.52371424,4.11332036
