energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-3.37668834,3.65619918,0.35353835,1.66312623,0.01009957,0.08758745,0.11663072,1.72743100,0.01474334,0.18466977
-3.37068534,3.69282121,0.35438497,1.65644781,0.00987971,0.09061531,0.11849751,1.76835922,0.01471610,0.18738293
-3.36468234,3.72609789,0.35568222,1.64872231,0.00960443,0.09358743,0.12024714,1.80691102,0.01470175,0.18983654
-3.35867934,3.75665558,0.35744000,1.64055653,0.00927996,0.09647849,0.12189612,1.84312004,0.01470411,0.19204665
-3.35267634,3.78511570,0.35965366,1.63252727,0.00891333,0.09926187,0.12346273,1.87705316,0.01472597,0.19402965
-3.34667334,3.81207601,0.36230428,1.62516609,0.00851213,0.10191012,0.12496611,1.90880697,0.01476911,0.19580156
-3.34067034,3.83809413,0.36535945,1.61894644,0.00808426,0.10439554,0.12642526,1.93850370,0.01483420,0.19737735
-3.33466733,3.86367359,0.36877440,1.61427361,0.00763770,0.10669073,0.12785804,1.96628681,0.01492086,0.19877051
-3.32866433,3.88925273,0.37249357,1.61147763,0.00718028,0.10876919,0.12928012,1.99231605,0.01502770,0.19999271
-3.32266133,3.91519633,0.37645235,1.61080935,0.00671946,0.11060585,0.13070413,2.01676226,0.01515238,0.20105365
-3.31665833,3.94179021,0.38057903,1.61243950,0.00626214,0.11217761,0.13213878,2.03980165,0.01529172,0.20196102
-3.31065533,3.96923831,0.38479684,1.61646058,0.00581452,0.11346375,0.13358818,2.06160983,0.01544185,0.20272052
-3.30465233,3.99766223,0.38902614,1.62289132,0.00538198,0.11444638,0.13505132,2.08235555,0.01559827,0.20333604
-3.29864932,4.02710278,0.39318647,1.63168317,0.00496900,0.11511075,0.13652177,2.10219431,0.01575607,0.20380980
-3.29264632,4.05752317,0.39719867,1.64272845,0.00457914,0.11544549,0.13798764,2.12126184,0.01591006,0.20414255
-3.28664332,4.08881366,0.40098688,1.65586954,0.00421503,0.11544287,0.13943171,2.13966789,0.01605487,0.20433380
-3.28064032,4.12079703,0.40448037,1.67090866,0.00387839,0.11509887,0.14083194,2.15749023,0.01618518,0.20438195
-3.27463732,4.15323481,0.40761528,1.68761765,0.00357015,0.11441331,0.14216216,2.17476934,0.01629582,0.20428450
-3.26863432,4.18583399,0.41033611,1.70574733,0.00329046,0.11338989,0.14339302,2.19150386,0.01638191,0.20403816
-3.26263132,4.21825394,0.41259696,1.72503606,0.00303887,0.11203616,0.14449319,2.20764730,0.01643901,0.20363896
-3.25662831,4.25011352,0.41436255,1.74521721,0.00281440,0.11036351,0.14543068,2.22310595,0.01646320,0.20308238
-3.25062531,4.28099835,0.41560884,1.76602526,0.00261569,0.10838707,0.14617429,2.23773848,0.01645125,0.20236346
-3.24462231,4.31046830,0.41632339,1.78720057,0.00244111,0.10612562,0.14669513,2.25135739,0.01640064,0.20147691
-3.23861931,4.33806521,0.41650531,1.80849280,0.00228892,0.10360139,0.14696806,2.26373226,0.01630966,0.20041732
-3.23261631,4.36332101,0.41616486,1.82966302,0.00215734,0.10083992,0.14697314,2.27459509,0.01617747,0.19917933
-3.22661331,4.38576631,0.41532269,1.85048481,0.00204467,0.09786979,0.14669678,2.28364762,0.01600411,0.19775794
-3.22061031,4.40493968,0.41400874,1.87074458,0.00194939,0.09472232,0.14613277,2.29057049,0.01579052,0.19614883
-3.21460730,4.42039754,0.41226086,1.89024141,0.00187025,0.09143124,0.14528296,2.29503407,0.01553849,0.19434873
-3.20860430,4.43172470,0.41012322,1.90878667,0.00180627,0.08803228,0.14415766,2.29671070,0.01525065,0.19235587
-3.20260130,4.43854553,0.40764449,1.92620382,0.00175685,0.08456275,0.14277564,2.29528788,0.01493041,0.19017038
-3.19659830,4.44053560,0.40487605,1.94232857,0.00172175,0.08106099,0.14116383,2.29048203,0.01458182,0.18779479
-3.19059530,4.43743336,0.40187023,1.95700959,0.00170113,0.07756584,0.13935661,2.28205216,0.01420950,0.18523437
-3.18459230,4.42905169,0.39867857,1.97011001,0.00169553,0.07411605,0.13739485,2.26981305,0.01381849,0.18249756
-3.17858929,4.41528872,0.39535043,1.98150948,0.00170583,0.07074967,0.13532459,2.25364722,0.01341416,0.17959616
-3.17258629,4.39613742,0.39193184,1.99110706,0.00173325,0.06750342,0.13319559,2.23351513,0.01300199,0.17654553
-3.16658329,4.37169344,0.38846463,1.99882444,0.00177930,0.06441204,0.13105966,2.20946314,0.01258748,0.17336450
-3.16058029,4.34216038,0.38498601,2.00460950,0.00184572,0.06150770,0.12896896,2.18162862,0.01217599,0.17007531
-3.15457729,4.30785226,0.38152850,2.00843974,0.00193439,0.05881936,0.12697424,2.15024198,0.01177261,0.16670320
-3.14857429,4.26919229,0.37812014,2.01032529,0.00204734,0.05637226,0.12512320,2.11562522,0.01138201,0.16327593
-3.14257129,4.22670781,0.37478506,2.01031111,0.00218659,0.05418739,0.12345889,2.07818693,0.01100840,0.15982312
-3.13656828,4.18102108,0.37154420,2.00847808,0.00235411,0.05228110,0.12201843,2.03841383,0.01065536,0.15637547
-3.13056528,4.13283581,0.36841611,2.00494262,0.00255178,0.05066471,0.12083180,1.99685889,0.01032588,0.15296382
-3.12456228,4.08291968,0.36541786,1.99985465,0.00278125,0.04934427,0.11992098,1.95412657,0.01002225,0.14961819
-3.11855928,4.03208318,0.36256576,1.99339385,0.00304390,0.04832043,0.11929937,1.91085552,0.00974609,0.14636679
-3.11255628,3.98115556,0.35987591,1.98576411,0.00334075,0.04758836,0.11897148,1.86769951,0.00949833,0.14323504
-3.10655328,3.93095861,0.35736458,1.97718651,0.00367242,0.04713784,0.11893288,1.82530726,0.00927928,0.14024464
-3.10055028,3.88227944,0.35504822,1.96789096,0.00403906,0.04695347,0.11917044,1.78430210,0.00908867,0.13741285
-3.09454727,3.83584358,0.35294323,1.95810703,0.00444026,0.04701495,0.11966289,1.74526221,0.00892569,0.13475182
-3.08854427,3.79228954,0.35106545,1.94805449,0.00487508,0.04729754,0.12038150,1.70870243,0.00878907,0.13226826
-3.08254127,3.75214641,0.34942939,1.93793410,0.00534195,0.04777261,0.12129108,1.67505840,0.00867718,0.12996326
-3.07653827,3.71581558,0.34804741,1.92791936,0.00583870,0.04840829,0.12235104,1.64467385,0.00858807,0.12783243
-3.07053527,3.68355796,0.34692884,1.91814979,0.00636252,0.04917021,0.12351671,1.61779149,0.00851959,0.12586631
-3.06453227,3.65548739,0.34607914,1.90872628,0.00690998,0.05002237,0.12474067,1.59454820,0.00846942,0.12405104
-3.05852926,3.63157115,0.34549932,1.89970903,0.00747708,0.05092798,0.12597424,1.57497459,0.00843513,0.12236933
-3.05252626,3.61163760,0.34518562,1.89111828,0.00805926,0.05185045,0.12716893,1.55899902,0.00841428,0.12080159
-3.04652326,3.59539108,0.34512957,1.88293798,0.00865146,0.05275427,0.12827803,1.54645606,0.00840439,0.11932729
-3.04052026,3.58243336,0.34531849,1.87512243,0.00924819,0.05360599,0.12925800,1.53709888,0.00840306,0.11792645
-3.03451726,3.57229098,0.34573639,1.86760540,0.00984364,0.05437505,0.13006994,1.53061511,0.00840791,0.11658116
-3.02851426,3.56444701,0.34636529,1.86031140,0.01043176,0.05503467,0.13068092,1.52664534,0.00841667,0.11527706
-3.02251126,3.55837590,0.34718690,1.85316846,0.01100639,0.05556251,0.13106514,1.52480364,0.00842715,0.11400481
-3.01650825,3.55357941,0.34818447,1.84612151,0.01156135,0.05594129,0.13120494,1.52469878,0.00843727,0.11276130
-3.01050525,3.54962197,0.34934481,1.83914568,0.01209060,0.05615932,0.13109161,1.52595554,0.00844508,0.11155063
-3.00450225,3.54616345,0.35066022,1.83225850,0.01258838,0.05621076,0.13072592,1.52823481,0.00844875,0.11038485
-2.99849925,3.54298752,0.35213021,1.82553026,0.01304931,0.05609586,0.13011840,1.53125168,0.00844662,0.10928422
-2.99249625,3.54002407,0.35376288,1.81909167,0.01346853,0.05582091,0.12928937,1.53479062,0.00843719,0.10827717
-2.98649325,3.53736430,0.35557584,1.81313840,0.01384184,0.05539816,0.12826853,1.53871701,0.00841916,0.10739977
-2.98049025,3.53526759,0.35759649,1.80793187,0.01416576,0.05484551,0.12709439,1.54298448,0.00839147,0.10669479
-2.97448724,3.53415969,0.35986171,1.80379634,0.01443763,0.05418609,0.12581332,1.54763772,0.00835328,0.10621036
-2.96848424,3.53462203,0.36241686,1.80111215,0.01465568,0.05344770,0.12447831,1.55281057,0.00830408,0.10599827
-2.96248124,3.53737271,0.36531412,1.80030553,0.01481905,0.05266215,0.12314749,1.55871953,0.00824365,0.10611194
-2.95647824,3.54323991,0.36861030,1.80183535,0.01492777,0.05186454,0.12188249,1.56565283,0.00817212,0.10660422
-2.95047524,3.55312901,0.37236423,1.80617764,0.01498278,0.05109245,0.12074657,1.57395579,0.00808997,0.10752496
-2.94447224,3.56798487,0.37663376,1.81380836,0.01498582,0.05038503,0.11980267,1.58401284,0.00799807,0.10891866
-2.93846923,3.58875105,0.38147272,1.82518568,0.01493939,0.04978215,0.11911149,1.59622722,0.00789763,0.11082212
-2.93246623,3.61632781,0.38692787,1.84073227,0.01484660,0.04932347,0.11872951,1.61099917,0.00779024,0.11326230
-2.92646323,3.65153077,0.39303606,1.86081864,0.01471106,0.04904750,0.11870719,1.62870357,0.00767783,0.11625446
-2.92046023,3.69505204,0.39982183,1.88574819,0.01453675,0.04899071,0.11908728,1.64966801,0.00756258,0.11980073
-2.91445723,3.74742534,0.40729546,1.91574460,0.01432785,0.04918663,0.11990341,1.67415232,0.00744695,0.12388903
-2.90845423,3.80899660,0.41545162,1.95094187,0.01408860,0.04966496,0.12117886,1.70233030,0.00733356,0.12849262
-2.90245123,3.87990096,0.42426876,1.99137743,0.01382317,0.05045080,0.12292577,1.73427460,0.00722513,0.13357010
-2.89644822,3.96004699,0.43370907,2.03698823,0.01353549,0.05156384,0.12514451,1.76994517,0.00712441,0.13906603
-2.89044522,4.04910845,0.44371920,2.08760978,0.01322920,0.05301767,0.12782354,1.80918198,0.00703409,0.14491202
-2.88444222,4.14652360,0.45423146,2.14297786,0.01290756,0.05481915,0.13093957,1.85170210,0.00695674,0.15102841
-2.87843922,4.25150180,0.46516553,2.20273257,0.01257335,0.05696790,0.13445799,1.89710133,0.00689467,0.15732627
-2.87243622,4.36303676,0.47643052,2.26642421,0.01222892,0.05945587,0.13833368,1.94486028,0.00684994,0.16370982
-2.86643322,4.47992583,0.48792727,2.33352069,0.01187611,0.06226709,0.14251208,1.99435461,0.00682422,0.17007909
-2.86043022,4.60079412,0.49955058,2.40341586,0.01151639,0.06537751,0.14693047,2.04486901,0.00681879,0.17633263
-2.85442721,4.72412272,0.51119156,2.47543850,0.01115082,0.06875509,0.15151943,2.09561431,0.00683445,0.18237041
-2.84842421,4.84827977,0.52273956,2.54886167,0.01078019,0.07236006,0.15620452,2.14574716,0.00687153,0.18809647
-2.84242121,4.97155341,0.53408405,2.62291210,0.01040507,0.07614533,0.16090792,2.19439140,0.00692987,0.19342144
-2.83641821,5.09218568,0.54511594,2.69677965,0.01002595,0.08005717,0.16555024,2.24066049,0.00700879,0.19826482
-2.83041521,5.20840644,0.55572870,2.76962674,0.00964330,0.08403616,0.17005221,2.28368002,0.00710716,0.20255679
-2.82441221,5.31846659,0.56581902,2.84059787,0.00925765,0.08801818,0.17433640,2.32260979,0.00722336,0.20623972
-2.81840920,5.42067003,0.57528720,2.90882930,0.00886971,0.09193580,0.17832877,2.35666458,0.00735538,0.20926911
-2.81240620,5.51340372,0.58403732,2.97345914,0.00848040,0.09571965,0.18196017,2.38513306,0.00750081,0.21161417
-2.80640320,5.59516561,0.59197723,3.03363784,0.00809088,0.09930008,0.18516760,2.40739433,0.00765696,0.21325782
-2.80040020,5.66458998,0.59901855,3.08853934,0.00770259,0.10260879,0.18789537,2.42293170,0.00782086,0.21419636
-2.79439720,5.72047007,0.60507669,3.13737286,0.00731726,0.10558055,0.19009592,2.43134336,0.00798935,0.21443868
-2.78839420,5.76177776,0.61007110,3.17939525,0.00693683,0.10815490,0.19173063,2.43234987,0.00815915,0.21400519
-2.78239120,5.78768018,0.61392574,3.21392388,0.00656346,0.11027773,0.19277021,2.42579832,0.00832692,0.21292644
-2.77638819,5.79755314,0.61656990,3.24034974,0.00619945,0.11190280,0.19319497,2.41166329,0.00848932,0.21124163
-2.77038519,5.79099121,0.61793934,3.25815047,0.00584719,0.11299297,0.19299493,2.39004476,0.00864307,0.20899694
-2.76438219,5.76781450,0.61797780,3.26690300,0.00550904,0.11352123,0.19216959,2.36116321,0.00878503,0.20624387
-2.75837919,5.72807196,0.61663882,3.26629530,0.00518731,0.11347147,0.19072764,2.32535218,0.00891222,0.20303766
-2.75237619,5.67204127,0.61388784,3.25613680,0.00488415,0.11283888,0.18868649,2.28304877,0.00902192,0.19943574
-2.74637319,5.60022527,0.60970436,3.23636710,0.00460152,0.11163008,0.18607160,2.23478239,0.00911165,0.19549645
-2.74037019,5.51334512,0.60408429,3.20706254,0.00434110,0.10986285,0.18291580,2.18116225,0.00917928,0.19127786
-2.73436718,5.41233023,0.59704210,3.16844027,0.00410427,0.10756559,0.17925845,2.12286401,0.00922303,0.18683688
-2.72836418,5.29830522,0.58861277,3.12085967,0.00389208,0.10477645,0.17514460,2.06061609,0.00924151,0.18222860
-2.72236118,5.17257423,0.57885349,3.06482090,0.00370525,0.10154224,0.17062412,1.99518585,0.00923377,0.17750590
-2.71635818,5.03660278,0.56784473,3.00096054,0.00354416,0.09791705,0.16575081,1.92736634,0.00919929,0.17271919
-2.71035518,4.89199767,0.55569093,2.93004442,0.00340889,0.09396083,0.16058159,1.85796353,0.00913806,0.16791649
-2.70435218,4.74048518,0.54252041,2.85295776,0.00329923,0.08973771,0.15517560,1.78778471,0.00905052,0.16314359
-2.69834917,4.58388814,0.52848469,2.77069282,0.00321474,0.08531442,0.14959355,1.71762785,0.00893765,0.15844432
-2.69234617,4.42410198,0.51375698,2.68433433,0.00315476,0.08075865,0.14389690,1.64827236,0.00880093,0.15386097
-2.68634317,4.26307031,0.49853013,2.59504306,0.00311850,0.07613749,0.13814729,1.58047115,0.00864234,0.14943468
-2.68034017,4.10276021,0.48301378,2.50403766,0.00310504,0.07151599,0.13240585,1.51494398,0.00846437,0.14520585
-2.67433717,3.94513744,0.46743094,2.41257537,0.00311341,0.06695590,0.12673274,1.45237215,0.00826996,0.14121445
-2.66833417,3.79214184,0.45201409,2.32193154,0.00314259,0.06251457,0.12118650,1.39339433,0.00806252,0.13750031
-2.66233117,3.64566294,0.43700081,2.23337856,0.00319155,0.05824407,0.11582367,1.33860339,0.00784584,0.13410318
-2.65632816,3.50751599,0.42262913,2.14816424,0.00325925,0.05419053,0.11069818,1.28854411,0.00762406,0.13106274
-2.65032516,3.37941841,0.40913266,2.06749005,0.00334467,0.05039373,0.10586099,1.24371155,0.00740159,0.12841842
-2.64432216,3.26296693,0.39673569,1.99248937,0.00344679,0.04688689,0.10135953,1.20454998,0.00718304,0.12620903
-2.63831916,3.15961537,0.38564834,1.92420616,0.00356457,0.04369663,0.09723730,1.17145201,0.00697311,0.12447238
-2.63231616,3.07065350,0.37606187,1.86357435,0.00369698,0.04084319,0.09353336,1.14475808,0.00677654,0.12324462
-2.62631316,2.99718707,0.36814438,1.81139826,0.00384295,0.03834075,0.09028200,1.12475587,0.00659796,0.12255966
-2.62031016,2.94011956,0.36203686,1.76833473,0.00400135,0.03619788,0.08751227,1.11167980,0.00644182,0.12244841
-2.61430715,2.90013600,0.35784977,1.73487717,0.00417102,0.03441817,0.08524772,1.10571032,0.00631227,0.12293804
-2.60830415,2.87768938,0.35566029,1.71134234,0.00435074,0.03300079,0.08350611,1.10697319,0.00621307,0.12405138
-2.60230115,2.87299030,0.35551021,1.69786039,0.00453929,0.03194122,0.08229926,1.11553857,0.00614749,0.12580617
-2.59629815,2.88600028,0.35740465,1.69436864,0.00473538,0.03123191,0.08163299,1.13142000,0.00611825,0.12821457
-2.59029515,2.91642944,0.36131157,1.70060979,0.00493779,0.03086294,0.08150719,1.15457333,0.00612744,0.13128274
-2.58429215,2.96373889,0.36716206,1.71613496,0.00514534,0.03082264,0.08191598,1.18489559,0.00617650,0.13501047
-2.57828914,3.02714825,0.37485162,1.74031192,0.00535696,0.03109816,0.08284804,1.22222397,0.00626613,0.13939108
-2.57228614,3.10564845,0.38424216,1.77233865,0.00557179,0.03167589,0.08428697,1.26633489,0.00639638,0.14441134
-2.56628314,3.19801989,0.39516486,1.81126226,0.00578916,0.03254190,0.08621188,1.31694337,0.00656656,0.15005159
-2.56028014,3.30285567,0.40742374,1.85600293,0.00600874,0.03368214,0.08859790,1.37370266,0.00677537,0.15628597
-2.55427714,3.41858954,0.42079994,1.90538235,0.00623053,0.03508265,0.09141688,1.43620446,0.00702089,0.16308272
-2.54827414,3.54352788,0.43505648,1.95815592,0.00645492,0.03672958,0.09463798,1.50397964,0.00730068,0.17040463
-2.54227114,3.67588486,0.44994345,2.01304777,0.00668272,0.03860920,0.09822840,1.57649980,0.00761185,0.17820946
-2.53626813,3.81381986,0.46520357,2.06878720,0.00691516,0.04070775,0.10215391,1.65317959,0.00795121,0.18645050
-2.53026513,3.95547589,0.48057773,2.12414546,0.00715390,0.04301125,0.10637942,1.73338022,0.00831529,0.19507710
-2.52426213,4.09901793,0.49581062,2.17797127,0.00740095,0.04550525,0.11086939,1.81641393,0.00870052,0.20403520
-2.51825913,4.24266991,0.51065615,2.22922377,0.00765864,0.04817461,0.11558814,1.90154989,0.00910332,0.21326792
-2.51225613,4.38474925,0.52488252,2.27700145,0.00792952,0.05100320,0.12050006,1.98802133,0.00952018,0.22271612
-2.50625313,4.52369786,0.53827688,2.32056604,0.00821628,0.05397368,0.12556967,2.07503410,0.00994778,0.23231892
-2.50025013,4.65810886,0.55064942,2.35936020,0.00852159,0.05706731,0.13076159,2.16177664,0.01038309,0.24201428
-2.49424712,4.78674823,0.56183678,2.39301843,0.00884802,0.06026385,0.13604038,2.24743123,0.01082340,0.25173955
-2.48824412,4.90857107,0.57170478,2.42137072,0.00919786,0.06354159,0.14137040,2.33118652,0.01126640,0.26143210
-2.48224112,5.02273225,0.58015036,2.44443908,0.00957303,0.06687737,0.14671556,2.41225104,0.01171026,0.27102985
-2.47623812,5.12859152,0.58710283,2.46242693,0.00997492,0.07024690,0.15203918,2.48986757,0.01215361,0.28047199
-2.47023512,5.22571341,0.59252420,2.47570229,0.01040434,0.07362507,0.15730382,2.56332788,0.01259559,0.28969964
-2.46423212,5.31386221,0.59640897,2.48477533,0.01086135,0.07698648,0.16247130,2.63198764,0.01303586,0.29865659
-2.45822911,5.39299282,0.59878305,2.49027169,0.01134528,0.08030600,0.16750279,2.69528094,0.01347462,0.30729011
-2.45222611,5.46323794,0.59970213,2.49290250,0.01185466,0.08355948,0.17235915,2.75273395,0.01391256,0.31555169
-2.44622311,5.52489246,0.59924942,2.49343273,0.01238722,0.08672452,0.17700138,2.80397729,0.01435092,0.32339797
-2.44022011,5.57839552,0.59753289,2.49264901,0.01293991,0.08978129,0.18139130,2.84875648,0.01479142,0.33079143
-2.43421711,5.62431101,0.59468205,2.49132833,0.01350899,0.09271327,0.18549237,2.88694003,0.01523627,0.33770126
-2.42821411,5.66330690,0.59084431,2.49020869,0.01409005,0.09550802,0.18927069,2.91852465,0.01568816,0.34410394
-2.42221111,5.69613386,0.58618109,2.48996276,0.01467820,0.09815784,0.19269612,2.94363725,0.01615022,0.34998384
-2.41620810,5.72360343,0.58086363,2.49117535,0.01526809,0.10066024,0.19574336,2.96253318,0.01662598,0.35533355
-2.41020510,5.74656589,0.57506871,2.49432514,0.01585412,0.10301833,0.19839309,2.97559078,0.01711932,0.36015401
-2.40420210,5.76588802,0.56897420,2.49977121,0.01643053,0.10524085,0.20063300,2.98330184,0.01763441,0.36445438
-2.39819910,5.78243070,0.56275471,2.50774423,0.01699154,0.10734212,0.20245860,2.98625819,0.01817561,0.36825161
-2.39219610,5.79702659,0.55657728,2.51834243,0.01753149,0.10934159,0.20387387,2.98513455,0.01874733,0.37156966
-2.38619310,5.81045774,0.55059731,2.53153205,0.01804493,0.11126321,0.20489156,2.98066799,0.01935392,0.37443847
-2.38019010,5.82343362,0.54495472,2.54715173,0.01852676,0.11313452,0.20553309,2.97363454,0.01999950,0.37689253
-2.37418709,5.83656950,0.53977054,2.56492057,0.01897224,0.11498547,0.20582816,2.96482364,0.02068772,0.37896928
-2.36818409,5.85036595,0.53514396,2.58444916,0.01937716,0.11684708,0.20581388,2.95501118,0.02142155,0.38070716
-2.36218109,5.86518964,0.53114989,2.60525308,0.01973777,0.11874992,0.20553356,2.94493211,0.02220308,0.38214369
-2.35617809,5.88125628,0.52783721,2.62676821,0.02005091,0.12072250,0.20503507,2.93525366,0.02303322,0.38331331
-2.35017509,5.89861647,0.52522764,2.64836740,0.02031395,0.12278960,0.20436897,2.92655011,0.02391148,0.38424540
-2.34417209,5.91714505,0.52331526,2.66937795,0.02052481,0.12497075,0.20358639,2.91928028,0.02483575,0.38496237
-2.33816908,5.93653492,0.52206688,2.68909942,0.02068194,0.12727866,0.20273673,2.91376861,0.02580211,0.38547810
-2.33216608,5.95629605,0.52142299,2.70682149,0.02078432,0.12971804,0.20186541,2.91019088,0.02680466,0.38579664
-2.32616308,5.97576029,0.52129942,2.72184133,0.02083137,0.13228452,0.20101166,2.90856517,0.02783548,0.38591145
-2.32016008,5.99409244,0.52158970,2.73348048,0.02082296,0.13496406,0.20020648,2.90874874,0.02888457,0.38580516
-2.31415708,6.01030792,0.52216792,2.74110073,0.02075936,0.13773260,0.19947099,2.91044113,0.02993997,0.38544984
-2.30815408,6.02329701,0.52289208,2.74411895,0.02064119,0.14055621,0.19881512,2.91319356,0.03098788,0.38480797
-2.30215108,6.03185530,0.52360797,2.74202070,0.02046939,0.14339172,0.19823680,2.91642449,0.03201297,0.38383390
-2.29614807,6.03471982,0.52415326,2.73437233,0.02024520,0.14618761,0.19772173,2.91944093,0.03299870,0.38247586
-2.29014507,6.03060986,0.52436186,2.72083156,0.01997011,0.14888553,0.19724367,2.92146471,0.03392774,0.38067845
-2.28414207,6.01827127,0.52406844,2.70115622,0.01964587,0.15142199,0.19676536,2.92166287,0.03478251,0.37838544
-2.27813907,5.99652277,0.52311299,2.67521117,0.01927443,0.15373043,0.19623998,2.91918095,0.03554569,0.37554282
-2.27213607,5.96430247,0.52134522,2.64297301,0.01885802,0.15574353,0.19561308,2.91317799,0.03620082,0.37210187
-2.26613307,5.92071291,0.51862889,2.60453266,0.01839904,0.15739556,0.19482496,2.90286171,0.03673289,0.36802217
-2.26013007,5.86506253,0.51484580,2.56009544,0.01790016,0.15862482,0.19381339,2.88752250,0.03712891,0.36327437
-2.25412706,5.79690190,0.50989940,2.50997867,0.01736426,0.15937594,0.19251644,2.86656482,0.03737840,0.35784254
-2.24812406,5.71605288,0.50371784,2.45460668,0.01679452,0.15960205,0.19087545,2.83953466,0.03747385,0.35172607
-2.24212106,5.62262920,0.49625656,2.39450312,0.01619434,0.15926660,0.18883791,2.80614183,0.03741105,0.34494085
-2.23611806,5.51704734,0.48749998,2.33028071,0.01556742,0.15834483,0.18636009,2.76627629,0.03718935,0.33751988
-2.23011506,5.40002689,0.47746262,2.26262851,0.01491776,0.15682488,0.18340940,2.72001759,0.03681172,0.32951305
-2.22411206,5.27258001,0.46618925,2.19229693,0.01424962,0.15470827,0.17996625,2.66763721,0.03628475,0.32098626
-2.21810905,5.13599024,0.45375415,2.12008075,0.01356756,0.15201003,0.17602545,2.60959360,0.03561846,0.31201982
-2.21210605,4.99178107,0.44025962,2.04680075,0.01287638,0.14875826,0.17159695,2.54652017,0.03482599,0.30270626
-2.20610305,4.84167564,0.42583345,1.97328416,0.01218112,0.14499318,0.16670606,2.47920673,0.03392322,0.29314761
-2.20010005,4.68754874,0.41062577,1.90034477,0.01148700,0.14076584,0.16139294,2.40857517,0.03292822,0.28345230
-2.19409705,4.53137333,0.39480500,1.82876331,0.01079938,0.13613640,0.15571162,2.33565052,0.03186066,0.27373183
-2.18809405,4.37516338,0.37855340,1.75926854,0.01012365,0.13117213,0.14972844,2.26152837,0.03074119,0.26409735
-2.18209105,4.22091555,0.36206210,1.69252011,0.00946519,0.12594532,0.14352001,2.18734025,0.02959079,0.25465633
-2.17608804,4.07055181,0.34552592,1.62909338,0.00882927,0.12053093,0.13717086,2.11421815,0.02843009,0.24550937
-2.17008504,3.92586546,0.32913816,1.56946719,0.00822092,0.11500445,0.13077082,2.04325970,0.02727879,0.23674745
-2.16408204,3.78847252,0.31308554,1.51401471,0.00764487,0.10943971,0.12441231,1.97549518,0.02615508,0.22844957
-2.15807904,3.65977018,0.29754348,1.46299785,0.00710544,0.10390694,0.11818755,1.91185768,0.02507523,0.22068098
-2.15207604,3.54090408,0.28267197,1.41656553,0.00660644,0.09847114,0.11218587,1.85315741,0.02405320,0.21349192
-2.14607304,3.43274506,0.26861205,1.37475558,0.00615108,0.09319069,0.10649128,1.80006093,0.02310041,0.20691707
-2.14007004,3.33587641,0.25548315,1.33750048,0.00574191,0.08811636,0.10118018,1.75307589,0.02222561,0.20097558
-2.13406703,3.25059148,0.24338128,1.30463637,0.00538076,0.08329072,0.09631953,1.71254179,0.02143485,0.19567166
-2.12806403,3.17690157,0.23237812,1.27591518,0.00506872,0.07874791,0.09196530,1.67862677,0.02073165,0.19099571
-2.12206103,3.11455348,0.22252111,1.25101923,0.00480611,0.07451374,0.08816137,1.65133039,0.02011715,0.18692596
-2.11605803,3.06305564,0.21383424,1.22957768,0.00459254,0.07060616,0.08493885,1.63049215,0.01959039,0.18343042
-2.11005503,3.02171158,0.20631980,1.21118428,0.00442689,0.06703603,0.08231578,1.61580525,0.01914874,0.18046909
-2.10405203,2.98965936,0.19996064,1.19541562,0.00430745,0.06380802,0.08029728,1.60683497,0.01878821,0.17799643
-2.09804902,2.96591507,0.19472303,1.18184924,0.00423198,0.06092179,0.07887602,1.60304086,0.01850391,0.17596378
-2.09204602,2.94941899,0.19055984,1.17008093,0.00419783,0.05837314,0.07803301,1.60380194,0.01829049,0.17432183
-2.08604302,2.93908218,0.18741398,1.15974056,0.00420211,0.05615528,0.07773877,1.60844382,0.01814248,0.17302294
-2.08004002,2.93383219,0.18522181,1.15050595,0.00424185,0.05425996,0.07795468,1.61626680,0.01805469,0.17202323
-2.07403702,2.93265583,0.18391647,1.14211426,0.00431416,0.05267855,0.07863453,1.62657380,0.01802252,0.17128437
-2.06803402,2.93463751,0.18343094,1.13437058,0.00441639,0.05140296,0.07972627,1.63869709,0.01804213,0.17077504
-2.06203102,2.93899186,0.18370071,1.12715335,0.00454638,0.05042628,0.08117383,1.65202275,0.01811067,0.17047197
-2.05602801,2.94508919,0.18466599,1.12041658,0.00470255,0.04974333,0.08291904,1.66601191,0.01822632,0.17036050
-2.05002501,2.95247290,0.18627329,1.11418863,0.00488408,0.04935081,0.08490349,1.68021785,0.01838831,0.17043470
-2.04402201,2.96086816,0.18847645,1.10856783,0.00509107,0.04924730,0.08707039,1.69429821,0.01859684,0.17069697
-2.03801901,2.97018154,0.19123699,1.10371486,0.00532456,0.04943303,0.08936630,1.70802191,0.01885295,0.17115717
-2.03201601,2.98049143,0.19452384,1.09984236,0.00558665,0.04990941,0.09174267,1.72127025,0.01915836,0.17183135
-2.02601301,2.99202980,0.19831246,1.09720199,0.00588046,0.05067844,0.09415723,1.73403233,0.01951523,0.17273996
-2.02001001,3.00515599,0.20258341,1.09606961,0.00621007,0.05174196,0.09657502,1.74639484,0.01992592,0.17390584
-2.01400700,3.02032367,0.20732051,1.09672890,0.00658045,0.05310090,0.09896915,1.75852676,0.02039277,0.17535189
