energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.69984992,2.45322029,0.10970310,0.00953139,0.67720824,1.10149417,0.02993157,1.47357855,0.60229328,0.07778367
-5.69384692,2.53258328,0.11130475,0.00965698,0.69551683,1.13947344,0.03111705,1.52338726,0.61891419,0.08019355
-5.68784392,2.60676739,0.11253560,0.00979247,0.71306427,1.17467317,0.03219607,1.57043751,0.63385312,0.08257122
-5.68184092,2.67481854,0.11335465,0.00993619,0.72960334,1.20670827,0.03314350,1.61415941,0.64676633,0.08489275
-5.67583792,2.73591875,0.11372594,0.01008673,0.74492356,1.23525197,0.03393671,1.65406731,0.65734808,0.08713908
-5.66983492,2.78941550,0.11361968,0.01024311,0.75886149,1.26004597,0.03455629,1.68977813,0.66534064,0.08929698
-5.66383192,2.83484646,0.11301344,0.01040481,0.77130967,1.28090877,0.03498671,1.72102654,0.67054333,0.09135966
-5.65782891,2.87195815,0.11189316,0.01057194,0.78222348,1.29774149,0.03521682,1.74767625,0.67282018,0.09332724
-5.65182591,2.90071700,0.11025399,0.01074522,0.79162553,1.31053093,0.03524027,1.76972633,0.67210569,0.09520673
-5.64582291,2.92131188,0.10810085,0.01092603,0.79960723,1.31934938,0.03505572,1.78731218,0.66840836,0.09701178
-5.63981991,2.93414760,0.10544872,0.01111635,0.80632702,1.32435106,0.03466686,1.80070053,0.66181163,0.09876204
-5.63381691,2.93982896,0.10232256,0.01131869,0.81200545,1.32576523,0.03408230,1.81027871,0.65247218,0.10048211
-5.62781391,2.93913613,0.09875690,0.01153596,0.81691698,1.32388622,0.03331526,1.81653816,0.64061535,0.10220031
-5.62181091,2.93299192,0.09479506,0.01177130,0.82137883,1.31906063,0.03238310,1.82005307,0.62652803,0.10394708
-5.61580790,2.92242244,0.09048805,0.01202792,0.82573730,1.31167247,0.03130668,1.82145482,0.61054911,0.10575331
-5.60980490,2.90851295,0.08589319,0.01230883,0.83035207,1.30212672,0.03010965,1.82140342,0.59305793,0.10764844
-5.60380190,2.89236077,0.08107251,0.01261665,0.83557925,1.29083232,0.02881763,1.82055737,0.57446124,0.10965867
-5.59779890,2.87502770,0.07609098,0.01295335,0.84175392,1.27818526,0.02745734,1.81954314,0.55517918,0.11180515
-5.59179590,2.85749400,0.07101465,0.01332005,0.84917292,1.26455266,0.02605574,1.81892601,0.53563096,0.11410235
-5.58579290,2.84061640,0.06590884,0.01371677,0.85807890,1.25025866,0.02463918,1.81918347,0.51622082,0.11655675
-5.57978989,2.82509183,0.06083638,0.01414232,0.86864619,1.23557279,0.02323262,1.82068255,0.49732486,0.11916570
-5.57378689,2.81142885,0.05585598,0.01459410,0.88096934,1.22070125,0.02185892,1.82366218,0.47927940,0.12191683
-5.56778389,2.79992794,0.05102089,0.01506810,0.89505490,1.20578160,0.02053827,1.82822138,0.46237115,0.12478767
-5.56178089,2.79067139,0.04637777,0.01555882,0.91081677,1.19088096,0.01928773,1.83431381,0.44682974,0.12774591
-5.55577789,2.78352337,0.04196581,0.01605934,0.92807558,1.17599775,0.01812095,1.84174893,0.43282268,0.13074997
-5.54977489,2.77813970,0.03781629,0.01656145,0.94656193,1.16106664,0.01704798,1.85019960,0.42045300,0.13374996
-5.54377189,2.77398699,0.03395234,0.01705579,0.96592364,1.14596654,0.01607526,1.85921579,0.40975945,0.13668916
-5.53776888,2.77036977,0.03038899,0.01753211,0.98573650,1.13053097,0.01520575,1.86824357,0.40071923,0.13950567
-5.53176588,2.76646445,0.02713361,0.01797955,1.00551822,1.11456018,0.01443914,1.87664866,0.39325286,0.14213443
-5.52576288,2.76135821,0.02418644,0.01838694,1.02474494,1.09783456,0.01377221,1.88374313,0.38723101,0.14450933
-5.51975988,2.75409108,0.02154138,0.01874319,1.04286959,1.08012835,0.01319924,1.88881430,0.38248282,0.14656546
-5.51375688,2.74369924,0.01918692,0.01903764,1.05934130,1.06122325,0.01271245,1.89115439,0.37880527,0.14824132
-5.50775388,2.72925757,0.01710711,0.01926043,1.07362507,1.04092110,0.01230254,1.89008965,0.37597316,0.14948099
-5.50175088,2.70991979,0.01528266,0.01940285,1.08522096,1.01905523,0.01195919,1.88500784,0.37374926,0.15023602
-5.49574787,2.68495444,0.01369191,0.01945767,1.09368187,0.99550002,0.01167152,1.87538289,0.37189421,0.15046720
-5.48974487,2.65377548,0.01231190,0.01941940,1.09862931,0.97017825,0.01142863,1.86079588,0.37017577,0.15014585
-5.48374187,2.61596651,0.01111926,0.01928454,1.09976662,0.94306624,0.01121994,1.84095159,0.36837715,0.14925491
-5.47773887,2.57129786,0.01009106,0.01905168,1.09688905,0.91419647,0.01103560,1.81569020,0.36630418,0.14778946
-5.47173587,2.51973619,0.00920553,0.01872165,1.08989061,0.88365797,0.01086680,1.78499378,0.36379108,0.14575699
-5.46573287,2.46144681,0.00844266,0.01829747,1.07876724,0.85159447,0.01070594,1.74898770,0.36070486,0.14317711
-5.45972986,2.39678877,0.00778467,0.01778427,1.06361672,0.81820052,0.01054686,1.70793706,0.35694826,0.14008096
-5.45372686,2.32630364,0.00721640,0.01718920,1.04463511,0.78371605,0.01038489,1.66223859,0.35246134,0.13651026
-5.44772386,2.25069852,0.00672553,0.01652117,1.02211031,0.74841949,0.01021687,1.61240859,0.34722177,0.13251599
-5.44172086,2.17082457,0.00630275,0.01579058,0.99641301,0.71261994,0.01004120,1.55906765,0.34124402,0.12815691
-5.43571786,2.08765205,0.00594184,0.01500904,0.96798563,0.67664880,0.00985770,1.50292281,0.33457763,0.12349783
-5.42971486,2.00224304,0.00563963,0.01418900,0.93732976,0.64085107,0.00966753,1.44474817,0.32730479,0.11860786
-5.42371186,1.91572311,0.00539596,0.01334338,0.90499266,0.60557679,0.00947311,1.38536464,0.31953728,0.11355852
-5.41770885,1.82925301,0.00521360,0.01248525,0.87155347,0.57117281,0.00927792,1.32561967,0.31141320,0.10842198
-5.41170585,1.74400136,0.00509808,0.01162744,0.83760960,0.53797523,0.00908637,1.26636766,0.30309339,0.10326935
-5.40570285,1.66111919,0.00505752,0.01078222,0.80376374,0.50630263,0.00890371,1.20845164,0.29475790,0.09816911
-5.39969985,1.58171709,0.00510248,0.00996102,0.77061191,0.47645032,0.00873577,1.15268679,0.28660235,0.09318578
-5.39369685,1.50684538,0.00524573,0.00917421,0.73873278,0.44868555,0.00858896,1.09984600,0.27883451,0.08837874
-5.38769385,1.43747752,0.00550201,0.00843086,0.70867850,0.42324394,0.00847004,1.05064786,0.27167082,0.08380139
-5.38169085,1.37449712,0.00588778,0.00773862,0.68096697,0.40032690,0.00838606,1.00574701,0.26533308,0.07950045
-5.37568784,1.31868815,0.00642091,0.00710364,0.65607574,0.38010017,0.00834424,0.96572687,0.26004511,0.07551560
-5.36968484,1.27072840,0.00712034,0.00653055,0.63443719,0.36269329,0.00835189,0.93109467,0.25602929,0.07187930
-5.36368184,1.23118575,0.00800564,0.00602244,0.61643501,0.34819988,0.00841626,0.90227842,0.25350312,0.06861685
-5.35767884,1.20051677,0.00909661,0.00558095,0.60240172,0.33667874,0.00854453,0.87962562,0.25267545,0.06574664
-5.35167584,1.17906732,0.01041269,0.00520636,0.59261697,0.32815538,0.00874361,0.86340338,0.25374253,0.06328052
-5.34567284,1.16707452,0.01197238,0.00489771,0.58730640,0.32262410,0.00902009,0.85379956,0.25688385,0.06122434
-5.33966983,1.16466975,0.01379257,0.00465295,0.58664088,0.32005023,0.00938009,0.85092471,0.26225761,0.05957857
-5.33366683,1.17188215,0.01588781,0.00446909,0.59073597,0.32037255,0.00982913,0.85481439,0.26999611,0.05833897
-5.32766383,1.18864227,0.01826954,0.00434239,0.59965143,0.32350566,0.01037192,0.86543178,0.28020100,0.05749726
-5.32166083,1.21478577,0.02094534,0.00426849,0.61339072,0.32934224,0.01101225,0.88267029,0.29293857,0.05704186
-5.31565783,1.25005678,0.02391808,0.00424261,0.63190061,0.33775515,0.01175275,0.90635614,0.30823526,0.05695853
-5.30965483,1.29411104,0.02718527,0.00425969,0.65507074,0.34859919,0.01259471,0.93625088,0.32607363,0.05723100
-5.30365183,1.34651888,0.03073835,0.00431449,0.68273358,0.36171263,0.01353786,0.97205387,0.34638900,0.05784155
-5.29764882,1.40676810,0.03456217,0.00440178,0.71466458,0.37691846,0.01458020,1.01340493,0.36906694,0.05877153
-5.29164582,1.47426722,0.03863460,0.00451639,0.75058310,0.39402540,0.01571779,1.05988721,0.39394201,0.06000174
-5.28564282,1.54834913,0.04292633,0.00465335,0.79015404,0.41282874,0.01694464,1.11103061,0.42079779,0.06151284
-5.27963982,1.62827586,0.04740093,0.00480795,0.83299062,0.43311115,0.01825256,1.16631591,0.44936844,0.06328561
-5.27363682,1.71324446,0.05201509,0.00497581,0.87865835,0.45464342,0.01963110,1.22517986,0.47934200,0.06530124
-5.26763382,1.80239455,0.05671917,0.00515293,0.92668044,0.47718548,0.02106758,1.28702144,0.51036525,0.06754144
-5.26163082,1.89481776,0.06145800,0.00533578,0.97654463,0.50048759,0.02254714,1.35120931,0.54205035,0.06998868
-5.25562781,1.98956902,0.06617194,0.00552126,1.02771155,0.52429188,0.02405292,1.41709069,0.57398295,0.07262624
-5.24962481,2.08567988,0.07079812,0.00570680,1.07962441,0.54833444,0.02556625,1.48400132,0.60573168,0.07543838
-5.24362181,2.18217353,0.07527191,0.00589034,1.13171981,0.57234774,0.02706700,1.55127659,0.63685864,0.07841036
-5.23761881,2.27808126,0.07952857,0.00607035,1.18343939,0.59606360,0.02853398,1.61826338,0.66693050,0.08152855
-5.23161581,2.37245974,0.08350484,0.00624584,1.23424180,0.61921667,0.02994535,1.68433222,0.69552992,0.08478048
-5.22561281,2.46440856,0.08714072,0.00641632,1.28361461,0.64154816,0.03127921,1.74888923,0.72226665,0.08815478
-5.21960980,2.55308705,0.09038108,0.00658180,1.33108549,0.66280985,0.03251409,1.81138731,0.74678792,0.09164122
-5.21360680,2.63772967,0.09317719,0.00674272,1.37623216,0.68276825,0.03362955,1.87133589,0.76878760,0.09523052
-5.20760380,2.71765902,0.09548808,0.00689993,1.41869044,0.70120855,0.03460674,1.92830867,0.78801377,0.09891419
-5.20160080,2.79229561,0.09728161,0.00705462,1.45816002,0.71793830,0.03542895,1.98194868,0.80427425,0.10268421
-5.19559780,2.86116375,0.09853531,0.00720818,1.49440750,0.73279062,0.03608209,2.03197040,0.81743987,0.10653259
-5.18959480,2.92389297,0.09923686,0.00736216,1.52726633,0.74562664,0.03655507,2.07815844,0.82744533,0.11045086
-5.18359180,2.98021479,0.09938424,0.00751812,1.55663378,0.75633720,0.03684017,2.12036284,0.83428761,0.11442937
-5.17758879,3.02995475,0.09898559,0.00767752,1.58246473,0.76484348,0.03693321,2.15849096,0.83802199,0.11845654
-5.17158579,3.07302019,0.09805864,0.00784162,1.60476289,0.77109670,0.03683365,2.19249644,0.83875596,0.12251804
-5.16558279,3.10938426,0.09662997,0.00801129,1.62356964,0.77507683,0.03654458,2.22236579,0.83664134,0.12659593
-5.15957979,3.13906725,0.09473395,0.00818697,1.63895131,0.77679037,0.03607252,2.24810329,0.83186502,0.13066780
-5.15357679,3.16211635,0.09241147,0.00836850,1.65098565,0.77626727,0.03542721,2.26971535,0.82463881,0.13470605
-5.14757379,3.17858518,0.08970858,0.00855508,1.65974836,0.77355742,0.03462120,2.28719517,0.81518911,0.13867731
-5.14157079,3.18851465,0.08667498,0.00874522,1.66530048,0.76872661,0.03366944,2.30050905,0.80374662,0.14254207
-5.13556778,3.19191642,0.08336261,0.00893668,1.66767772,0.76185249,0.03258873,2.30958517,0.79053702,0.14625458
-5.12956478,3.18876029,0.07982416,0.00912648,1.66688236,0.75302066,0.03139723,2.31430598,0.77577273,0.14976317
-5.12356178,3.17896677,0.07611174,0.00931099,1.66287837,0.74232112,0.03011386,2.31450481,0.75964639,0.15301087
-5.11755878,3.16240523,0.07227573,0.00948599,1.65559025,0.72984541,0.02875778,2.30996732,0.74232617,0.15593645
-5.11155578,3.13889844,0.06836368,0.00964679,1.64490574,0.71568450,0.02734787,2.30043788,0.72395317,0.15847586
-5.10555278,3.10823308,0.06441956,0.00978836,1.63068234,0.69992757,0.02590229,2.28563073,0.70464086,0.16056402
-5.09954977,3.07017593,0.06048314,0.00990557,1.61275735,0.68266171,0.02443810,2.26524552,0.68447650,0.16213685
-5.09354677,3.02449483,0.05658956,0.00999333,1.59096080,0.66397256,0.02297092,2.23898636,0.66352426,0.16313359
-5.08754377,2.97098311,0.05276913,0.01004683,1.56513055,0.64394571,0.02151472,2.20658335,0.64182987,0.16349918
-5.08154077,2.90948598,0.04904736,0.01006171,1.53512868,0.62266868,0.02008173,2.16781524,0.61942614,0.16318662
-5.07553777,2.83992719,0.04544505,0.01003429,1.50085795,0.60023335,0.01868229,2.12253200,0.59633925,0.16215921
-5.06953477,2.76233410,0.04197860,0.00996174,1.46227751,0.57673857,0.01732497,2.07067571,0.57259507,0.16039253
-5.06353177,2.67685968,0.03866033,0.00984218,1.41941667,0.55229262,0.01601655,2.01229854,0.54822518,0.15787606
-5.05752876,2.58379963,0.03549898,0.00967485,1.37238592,0.52701540,0.01476221,1.94757663,0.52327228,0.15461429
-5.05152576,2.48360369,0.03250012,0.00946011,1.32138450,0.50103998,0.01356570,1.87681892,0.49779449,0.15062737
-5.04552276,2.37688010,0.02966666,0.00919952,1.26670390,0.47451352,0.01242947,1.80047028,0.47186842,0.14595109
-5.03951976,2.26439281,0.02699932,0.00889575,1.20872717,0.44759729,0.01135492,1.71910877,0.44559082,0.14063635
-5.03351676,2.14705157,0.02449703,0.00855259,1.14792400,0.42046585,0.01034259,1.63343692,0.41907874,0.13474796
-5.02751376,2.02589521,0.02215738,0.00817474,1.08484182,0.39330524,0.00939229,1.54426763,0.39246829,0.12836307
-5.02151076,1.90206910,0.01997690,0.00776775,1.02009340,0.36631052,0.00850333,1.45250529,0.36591207,0.12156897
-5.01550775,1.77679785,0.01795137,0.00733782,0.95434165,0.33968252,0.00767463,1.35912321,0.33957561,0.11446073
-5.00950475,1.65135472,0.01607604,0.00689157,0.88828246,0.31362410,0.00690483,1.26513835,0.31363289,0.10713848
-5.00350175,1.52702929,0.01434579,0.00643593,0.82262635,0.28833619,0.00619239,1.17158482,0.28826142,0.09970469
-4.99749875,1.40509492,0.01275529,0.00597784,0.75808000,0.26401362,0.00553567,1.07948720,0.26363705,0.09226138
-4.99149575,1.28677754,0.01129905,0.00552414,0.69532839,0.24084113,0.00493292,0.98983504,0.23992891,0.08490758
-4.98549275,1.17322706,0.00997151,0.00508136,0.63501826,0.21898967,0.00438238,0.90355951,0.21729471,0.07773690
-4.97948974,1.06549250,0.00876710,0.00465555,0.57774378,0.19861314,0.00388222,0.82151311,0.19587655,0.07083551
-4.97348674,0.96450163,0.00768022,0.00425219,0.52403452,0.17984569,0.00343060,0.74445301,0.17579758,0.06428048
-4.96748374,0.87104566,0.00670532,0.00387605,0.47434636,0.16279973,0.00302564,0.67302850,0.15715948,0.05813848
-4.96148074,0.78576911,0.00583690,0.00353116,0.42905516,0.14756454,0.00266539,0.60777257,0.14004084,0.05246500
-4.95547774,0.70916471,0.00506953,0.00322070,0.38845336,0.13420555,0.00234788,0.54909760,0.12449647,0.04730390
-4.94947474,0.64157302,0.00439790,0.00294707,0.35274917,0.12276429,0.00207107,0.49729486,0.11055759,0.04268736
-4.94347174,0.58318625,0.00381686,0.00271179,0.32206807,0.11325885,0.00183286,0.45253726,0.09823274,0.03863621
-4.93746873,0.53405543,0.00332144,0.00251562,0.29645632,0.10568470,0.00163111,0.41488496,0.08750927,0.03516045
-4.93146573,0.49410030,0.00290689,0.00235857,0.27588592,0.10001600,0.00146360,0.38429306,0.07835543,0.03226014
-4.92546273,0.46312106,0.00256872,0.00223993,0.26026072,0.09620702,0.00132809,0.36062086,0.07072264,0.02992627
-4.91945973,0.44081131,0.00230272,0.00215837,0.24942319,0.09419377,0.00122231,0.34364208,0.06454799,0.02814186
-4.91345673,0.42677145,0.00210499,0.00211200,0.24316158,0.09389566,0.00114395,0.33305543,0.05975678,0.02688308
-4.90745373,0.42052208,0.00197191,0.00209849,0.24121705,0.09521719,0.00109071,0.32849529,0.05626494,0.02612034
-4.90145073,0.42151699,0.00190015,0.00211507,0.24329077,0.09804962,0.00106028,0.32954202,0.05398128,0.02581937
-4.89544772,0.42915542,0.00188662,0.00215872,0.24905057,0.10227260,0.00105034,0.33573174,0.05280948,0.02594226
-4.88944472,0.44279357,0.00192842,0.00222618,0.25813738,0.10775574,0.00105862,0.34656557,0.05264980,0.02644841
-4.88344172,0.46175525,0.00202277,0.00231406,0.27017116,0.11436018,0.00108286,0.36151810,0.05340048,0.02729541
-4.87743872,0.48534172,0.00216694,0.00241894,0.28475656,0.12194021,0.00112083,0.38004535,0.05495889,0.02843984
-4.87143572,0.51284090,0.00235812,0.00253747,0.30148832,0.13034486,0.00117035,0.40159217,0.05722235,0.02983797
-4.86543272,0.54353606,0.00259336,0.00266638,0.31995637,0.13941963,0.00122927,0.42559920,0.06008880,0.03144645
-4.85942971,0.57671410,0.00286942,0.00280267,0.33975085,0.14900827,0.00129550,0.45150957,0.06345726,0.03322290
-4.85342671,0.61167361,0.00318271,0.00294358,0.36046706,0.15895472,0.00136699,0.47877532,0.06722821,0.03512640
-4.84742371,0.64773268,0.00352920,0.00308670,0.38171030,0.16910510,0.00144178,0.50686368,0.07130388,0.03711803
-4.84142071,0.68423664,0.00390433,0.00323005,0.40310069,0.17930984,0.00151797,0.53526317,0.07558860,0.03916125
-4.83541771,0.72056549,0.00430298,0.00337208,0.42427789,0.18942588,0.00159372,0.56348960,0.07998913,0.04122230
-4.82941471,0.75614128,0.00471947,0.00351169,0.44490568,0.19931885,0.00166731,0.59109171,0.08441508,0.04327050
-4.82341171,0.79043489,0.00514753,0.00364828,0.46467631,0.20886526,0.00173713,0.61765661,0.08877948,0.04527855
-4.81740870,0.82297253,0.00558041,0.00378174,0.48331459,0.21795460,0.00180167,0.64281476,0.09299938,0.04722269
-4.81140570,0.85334141,0.00601093,0.00391236,0.50058147,0.22649127,0.00185957,0.66624440,0.09699663,0.04908282
-4.80540270,0.88119472,0.00643160,0.00404087,0.51627722,0.23439629,0.00190962,0.68767530,0.10069872,0.05084261
-4.79939970,0.90625559,0.00683481,0.00416832,0.53024392,0.24160875,0.00195075,0.70689182,0.10403969,0.05248946
-4.79339670,0.92831994,0.00721297,0.00429602,0.54236731,0.24808691,0.00198211,0.72373503,0.10696113,0.05401442
-4.78739370,0.94725827,0.00755869,0.00442546,0.55257799,0.25380895,0.00200300,0.73810406,0.10941310,0.05541206
-4.78139070,0.96301616,0.00786504,0.00455820,0.56085175,0.25877329,0.00201294,0.74995641,0.11135511,0.05668031
-4.77538769,0.97561355,0.00812570,0.00469579,0.56720930,0.26299849,0.00201163,0.75930747,0.11275689,0.05782020
-4.76938469,0.98514294,0.00833518,0.00483967,0.57171517,0.26652274,0.00199900,0.76622906,0.11359915,0.05883564
-4.76338169,0.99176634,0.00848898,0.00499109,0.57447601,0.26940293,0.00197518,0.77084727,0.11387411,0.05973317
-4.75737869,0.99571139,0.00858377,0.00515104,0.57563828,0.27171332,0.00194047,0.77333951,0.11358578,0.06052167
-4.75137569,0.99726644,0.00861743,0.00532017,0.57538541,0.27354392,0.00189539,0.77393098,0.11275006,0.06121219
-4.74537269,0.99677499,0.00858922,0.00549882,0.57393448,0.27499847,0.00184061,0.77289061,0.11139454,0.06181767
-4.73936968,0.99462946,0.00849968,0.00568696,0.57153256,0.27619231,0.00177698,0.77052652,0.10955807,0.06235281
-4.73336668,0.99126447,0.00835073,0.00588421,0.56845276,0.27724995,0.00170545,0.76718115,0.10728996,0.06283393
-4.72736368,0.98714975,0.00814550,0.00608990,0.56498997,0.27830261,0.00162709,0.76322612,0.10464905,0.06327881
-4.72136068,0.98278271,0.00788828,0.00630314,0.56145649,0.27948564,0.00154307,0.75905675,0.10170242,0.06370664
-4.71535768,0.97868077,0.00758434,0.00652282,0.55817739,0.28093600,0.00145458,0.75508638,0.09852398,0.06413789
-4.70935468,0.97537345,0.00723975,0.00674780,0.55548577,0.28278976,0.00136286,0.75174040,0.09519278,0.06459422
-4.70335168,0.97339424,0.00686120,0.00697690,0.55371783,0.28517963,0.00126912,0.74945003,0.09179132,0.06509833
-4.69734867,0.97327221,0.00645575,0.00720904,0.55320776,0.28823272,0.00117457,0.74864573,0.08840367,0.06567376
-4.69134567,0.97552340,0.00603063,0.00744329,0.55428238,0.29206829,0.00108032,0.74975029,0.08511361,0.06634464
-4.68534267,0.98064180,0.00559306,0.00767894,0.55725562,0.29679573,0.00098743,0.75317147,0.08200276,0.06713529
-4.67933967,0.98909016,0.00514999,0.00791553,0.56242270,0.30251260,0.00089685,0.75929428,0.07914876,0.06806980
-4.67333667,1.00129036,0.00470796,0.00815287,0.57005412,0.30930274,0.00080943,0.76847287,0.07662359,0.06917142
-4.66733367,1.01761368,0.00427297,0.00839101,0.58038942,0.31723457,0.00072587,0.78102206,0.07449199,0.07046192
-4.66133067,1.03837072,0.00385032,0.00863021,0.59363082,0.32635934,0.00064676,0.79720866,0.07281002,0.07196079
-4.65532766,1.06380149,0.00344456,0.00887088,0.60993676,0.33670946,0.00057255,0.81724270,0.07162392,0.07368441
-4.64932466,1.09406559,0.00305943,0.00911346,0.62941560,0.34829695,0.00050356,0.84126884,0.07096905,0.07564522
-4.64332166,1.12923291,0.00269784,0.00935837,0.65211952,0.36111179,0.00043999,0.86935813,0.07086917,0.07785075
