energy_ev,total_up,Ag_p_up,Ag_d_up,P_s_up,P_p_up,Se_s_up,Se_p_up
-5.58579290,18.26386456,0.86238735,16.49132021,0.05312027,0.13126205,0.36430929,1.07939882
-5.57978989,18.43261973,0.85316566,16.66113781,0.05330725,0.13113013,0.36795189,1.07893004
-5.57378689,18.55634335,0.84359811,16.78618674,0.05335412,0.13076889,0.37125249,1.07840330
-5.56778389,18.63225999,0.83364976,16.86411727,0.05326471,0.13018310,0.37414314,1.07751577
-5.56178089,18.65835392,0.82329138,16.89334885,0.05304457,0.12937640,0.37655363,1.07596212
-5.55577789,18.63343691,0.81250134,16.87312337,0.05270070,0.12835152,0.37841286,1.07344487
-5.54977489,18.55718888,0.80126750,16.80353132,0.05224123,0.12711085,0.37965027,1.06968445
-5.54377189,18.43016981,0.78958896,16.68550975,0.05167510,0.12565698,0.38019740,1.06442863
-5.53776888,18.25380285,0.77747780,16.52081205,0.05101181,0.12399347,0.37998943,1.05746121
-5.53176588,18.03032986,0.76496073,16.31195136,0.05026115,0.12212563,0.37896678,1.04860962
-5.52576288,17.76274197,0.75208071,16.06212034,0.04943309,0.12006132,0.37707673,1.03775140
-5.51975988,17.45468876,0.73889853,15.77509133,0.04853764,0.11781168,0.37427495,1.02481927
-5.51375688,17.11037081,0.72549429,15.45510154,0.04758493,0.11539182,0.37052703,1.00980483
-5.50775388,16.73442040,0.71196867,15.10672870,0.04658520,0.11282133,0.36580995,0.99276073
-5.50175088,16.33177600,0.69844410,14.73476259,0.04554904,0.11012469,0.36011332,0.97380127
-5.49574787,15.90755553,0.68506545,14.34407776,0.04448756,0.10733143,0.35344050,0.95310141
-5.48974487,15.46693335,0.67200032,13.93951251,0.04341261,0.10447607,0.34580949,0.93089427
-5.48374187,15.01502511,0.65943877,13.52575816,0.04233708,0.10159787,0.33725354,0.90746698
-5.47773887,14.55678369,0.64759217,13.10726207,0.04127505,0.09874036,0.32782135,0.88315508
-5.47173587,14.09690869,0.63669120,12.68814661,0.04024198,0.09595056,0.31757701,0.85833546
-5.46573287,13.63977050,0.62698276,12.27214538,0.03925475,0.09327811,0.30659939,0.83341799
-5.45972986,13.18934966,0.61872575,11.86255677,0.03833162,0.09077410,0.29498120,0.80883586
-5.45372686,12.74919053,0.61218551,11.46221421,0.03749206,0.08848981,0.28282756,0.78503489
-5.44772386,12.32236851,0.60762705,11.07347157,0.03675638,0.08647524,0.27025405,0.76246195
-5.44172086,11.91146876,0.60530706,10.69820166,0.03614531,0.08477763,0.25738451,0.74155274
-5.43571786,11.51857481,0.60546481,10.33780561,0.03567937,0.08343989,0.24434830,0.72271918
-5.42971486,11.14526516,0.60831216,9.99323061,0.03537813,0.08249896,0.23127741,0.70633670
-5.42371186,10.79261608,0.61402309,9.66499378,0.03525944,0.08198433,0.21830332,0.69273195
-5.41770885,10.46120969,0.62272292,9.35321041,0.03533851,0.08191661,0.20555375,0.68217110
-5.41170585,10.15114632,0.63447792,9.05762483,0.03562709,0.08230622,0.19314947,0.67484929
-5.40570285,9.86206112,0.64928570,8.77764324,0.03613257,0.08315236,0.18120127,0.67088168
-5.39969985,9.59314524,0.66706699,8.51236783,0.03685725,0.08444224,0.16980716,0.67029645
-5.39369685,9.34317223,0.68765932,8.26063234,0.03779770,0.08615064,0.15905001,0.67303020
-5.38769385,9.11053082,0.71081321,8.02103938,0.03894429,0.08823978,0.14899565,0.67892610
-5.38169085,8.89326492,0.73619136,7.79200002,0.04028098,0.09065976,0.13969160,0.68773510
-5.37568784,8.68912202,0.76337109,7.57177630,0.04178523,0.09334923,0.13116637,0.69912026
-5.36968484,8.49561047,0.79185049,7.35852713,0.04342835,0.09623670,0.12342948,0.71266450
-5.36368184,8.31006571,0.82105817,7.15035759,0.04517592,0.09924212,0.11647217,0.72788142
-5.35767884,8.12972502,0.85036669,6.94537173,0.04698861,0.10227897,0.11026873,0.74422922
-5.35167584,7.95180953,0.87910927,6.74172787,0.04882317,0.10525667,0.10477840,0.76112723
-5.34567284,7.77361144,0.90659943,6.53769543,0.05063364,0.10808323,0.09994785,0.77797459
-5.33966983,7.59258393,0.93215280,6.33171173,0.05237267,0.11066817,0.09571400,0.79417049
-5.33366683,7.40643067,0.95511043,6.12243673,0.05399309,0.11292549,0.09200717,0.80913520
-5.32766383,7.21319134,0.97486257,5.90880354,0.05544933,0.11477659,0.08875430,0.82233112
-5.32166083,7.01131964,0.99087207,5.69006268,0.05669899,0.11615315,0.08588226,0.83328310
-5.31565783,6.79975034,1.00269620,5.46581777,0.05770428,0.11699965,0.08332096,0.84159701
-5.30965483,6.57795215,1.01000619,5.23605100,0.05843327,0.11727563,0.08100624,0.84697598
-5.30365183,6.34596400,1.01260334,5.00113693,0.05886107,0.11695746,0.07888233,0.84923355
-5.29764882,6.10441281,1.01043103,4.76184387,0.05897066,0.11603960,0.07690388,0.84830309
-5.29164582,5.85451180,1.00358223,4.51932250,0.05875356,0.11453525,0.07503740,0.84424312
-5.28564282,5.59803944,0.99230177,4.27508237,0.05821011,0.11247646,0.07326214,0.83723823
-5.27963982,5.33729977,0.97698354,4.03095707,0.05734962,0.10991362,0.07157030,0.82759555
-5.27363682,5.07506585,0.95816259,3.78905984,0.05619008,0.10691431,0.06996670,0.81573685
-5.26763382,4.81450880,0.93650227,3.55173155,0.05475770,0.10356170,0.06846778,0.80218646
-5.26163082,4.55911524,0.91277717,3.32148311,0.05308623,0.09995243,0.06710015,0.78755557
-5.25562781,4.31259651,0.88785221,3.10093497,0.05121603,0.09619411,0.06589867,0.77252330
-5.24962481,4.07879291,0.86265891,2.89275564,0.04919311,0.09240255,0.06490416,0.75781541
-5.24362181,3.86157635,0.83816949,2.69960155,0.04706790,0.08869873,0.06416086,0.74418114
-5.23761881,3.66475431,0.81536978,2.52405983,0.04489418,0.08520571,0.06371379,0.73236918
-5.23161581,3.49197783,0.79523184,2.36859545,0.04272781,0.08204552,0.06360602,0.72310346
-5.22561281,3.34665559,0.77868706,2.23550344,0.04062563,0.07933609,0.06387610,0.71705953
-5.21960980,3.23187574,0.76660060,2.12686675,0.03864435,0.07718828,0.06455555,0.71484235
-5.21360680,3.15033651,0.75974770,2.04451967,0.03683951,0.07570320,0.06566681,0.71696607
-5.20760380,3.10428620,0.75879268,1.99001649,0.03526462,0.07496967,0.06722141,0.72383654
-5.20160080,3.09547282,0.76427078,1.96460474,0.03397029,0.07506200,0.06921861,0.73573685
-5.19559780,3.12510330,0.77657352,1.96920245,0.03300350,0.07603807,0.07164457,0.75281659
-5.18959480,3.19381195,0.79593758,2.00437861,0.03240700,0.07793777,0.07447200,0.77508487
-5.18359180,3.30163808,0.82243752,2.07033631,0.03221870,0.08078171,0.07766028,0.80240747
-5.17758879,3.44801235,0.85598238,2.16689822,0.03247117,0.08457043,0.08115621,0.83450819
-5.17158579,3.63175195,0.89631615,2.29349422,0.03319117,0.08928388,0.08489517,0.87097425
-5.16558279,3.85106448,0.94302221,2.44915170,0.03439926,0.09488138,0.08880274,0.91126581
-5.15957979,4.10356101,0.99553141,2.63248882,0.03610936,0.10130204,0.09279672,0.95472912
-5.15357679,4.38627854,1.05313387,2.84171194,0.03832843,0.10846552,0.09678951,1.00061323
-5.14757379,4.69571251,1.11499418,3.07461819,0.04105614,0.11627340,0.10069059,1.04808954
-5.14157079,5.02785987,1.18016980,3.32860466,0.04428466,0.12461094,0.10440931,1.09627380
-5.13556778,5.37827310,1.24763219,3.60068540,0.04799848,0.13334928,0.10785757,1.14425002
-5.12956478,5.74212549,1.31629048,3.88751763,0.05217438,0.14234820,0.11095252,1.19109531
-5.12356178,6.11428761,1.38501704,4.18543813,0.05678153,0.15145919,0.11361910,1.23590530
-5.11755878,6.48941445,1.45267440,4.49051052,0.06178175,0.16052892,0.11579226,1.27781907
-5.11155578,6.86204228,1.51814293,4.79858355,0.06713000,0.16940299,0.11741899,1.31604299
-5.10555278,7.22669366,1.58034860,5.10536012,0.07277505,0.17792988,0.11845978,1.34987271
-5.09954977,7.57798848,1.63828991,5.40647592,0.07866032,0.18596492,0.11888981,1.37871255
-5.09354677,7.91075839,1.69106338,5.69758612,0.08472507,0.19337428,0.11869954,1.40209172
-5.08754377,8.22016130,1.73788662,5.97445784,0.09090562,0.20003872,0.11789487,1.41967688
-5.08154077,8.50179257,1.77811836,6.23306541,0.09713679,0.20585699,0.11649680,1.43128045
-5.07553777,8.75178884,1.81127450,6.46968531,0.10335348,0.21074879,0.11454067,1.43686467
-5.06953477,8.96692073,1.83703978,6.68098707,0.10949224,0.21465715,0.11207489,1.43654098
-5.06353177,9.14467047,1.85527433,6.86411646,0.11549279,0.21755004,0.10915942,1.43056498
-5.05752876,9.28329114,1.86601490,7.01676731,0.12129949,0.21942128,0.10586390,1.41932694
-5.05152576,9.38184431,1.86947047,7.13723851,0.12686256,0.22029051,0.10226557,1.40333830
-5.04552276,9.44021409,1.86601239,7.22447355,0.13213911,0.22020236,0.09844707,1.38321461
-5.03951976,9.45909611,1.85615920,7.27808014,0.13709378,0.21922477,0.09449419,1.35965534
-5.03351676,9.43996119,1.84055662,7.29832874,0.14169905,0.21744652,0.09049360,1.33342149
-5.02751376,9.38499448,1.81995340,7.28612966,0.14593519,0.21497400,0.08653076,1.30531151
-5.02151076,9.29701208,1.79517395,7.24298916,0.14978973,0.21192746,0.08268791,1.27613650
-5.01550775,9.17935801,1.76708867,7.17094651,0.15325670,0.20843678,0.07904233,1.24669553
-5.00950475,9.03578569,1.73658322,7.07249434,0.15633546,0.20463702,0.07566480,1.21775179
-5.00350175,8.87032857,1.70452787,6.95048597,0.15902933,0.20066377,0.07261836,1.19001055
-4.99749875,8.68716536,1.67174833,6.80803368,0.16134410,0.19664869,0.06995737,1.16409953
-4.99149575,8.49048529,1.63899897,6.64840259,0.16328648,0.19271523,0.06772682,1.14055229
-4.98549275,8.28435920,1.60693975,6.47490469,0.16486266,0.18897483,0.06596187,1.11979534
-4.97948974,8.07262161,1.57611772,6.29079786,0.16607700,0.18552357,0.06468775,1.10213909
-4.97348674,7.85876846,1.54695368,6.09919393,0.16693110,0.18243966,0.06391973,1.08777307
-4.96748374,7.64587428,1.51973460,5.90297959,0.16742313,0.17978145,0.06366335,1.07676530
-4.96148074,7.43653170,1.49461192,5.70475297,0.16754769,0.17758647,0.06391477,1.06906584
-4.95547774,7.23281457,1.47160568,5.50677774,0.16729598,0.17587105,0.06466119,1.06451407
-4.94947474,7.03626523,1.45061399,5.31095580,0.16665656,0.17463086,0.06588136,1.06284945
-4.94347174,6.84790490,1.43142736,5.11881823,0.16561638,0.17384213,0.06754619,1.06372512
-4.93746873,6.66826511,1.41374699,4.93153355,0.16416224,0.17346341,0.06961923,1.06672369
-4.93146573,6.49743726,1.39720596,4.74993124,0.16228238,0.17343799,0.07205738,1.07137464
-4.92546273,6.33513640,1.38139227,4.57453788,0.15996829,0.17369661,0.07481144,1.07717243
-4.91945973,6.18077523,1.36587258,4.40562271,0.15721647,0.17416047,0.07782676,1.08359480
-4.91345673,6.03354369,1.35021544,4.24324928,0.15403005,0.17474441,0.08104399,1.09012046
-4.90745373,5.89248983,1.33401301,4.08732965,0.15042019,0.17536007,0.08439977,1.09624566
-4.90145073,5.75659806,1.31690033,3.93767787,0.14640715,0.17591891,0.08782760,1.10149903
-4.89544772,5.62486094,1.29857140,3.79405981,0.14202085,0.17633516,0.09125877,1.10545449
-4.88944472,5.49634187,1.27879151,3.65623695,0.13730107,0.17652831,0.09462342,1.10774171
-4.88344172,5.37022643,1.25740554,3.52400218,0.13229702,0.17642544,0.09785169,1.10805420
-4.87743872,5.24586111,1.23434211,3.39720655,0.12706650,0.17596302,0.10087501,1.10615484
-4.87143572,5.12277882,1.20961366,3.27577631,0.12167455,0.17508836,0.10362748,1.10187892
-4.86543272,5.00071144,1.18331288,3.15972044,0.11619176,0.17376070,0.10604729,1.09513492
-4.85942971,4.87959012,1.15560586,3.04912924,0.11069217,0.17195176,0.10807820,1.08590312
-4.85342671,4.75953485,1.12672254,2.94416496,0.10525111,0.16964607,0.10967094,1.07423237
-4.84742371,4.64083474,1.09694521,2.84504608,0.09994282,0.16684079,0.11078456,1.06023530
-4.84142071,4.52392124,1.06659567,2.75202675,0.09483814,0.16354531,0.11138763,1.04408222
-4.83541771,4.40933622,1.03602178,2.66537315,0.09000237,0.15978053,0.11145922,1.02599409
-4.82941471,4.29769714,1.00558417,2.58533860,0.08549329,0.15557789,0.11098959,1.00623479
-4.82341171,4.18966129,0.97564357,2.51213906,0.08135960,0.15097826,0.10998064,0.98510307
-4.81740870,4.08589112,0.94654944,2.44593066,0.07763962,0.14603061,0.10844598,0.96292434
-4.81140570,3.98702230,0.91863027,2.38679050,0.07436053,0.14079063,0.10641062,0.94004270
-4.80540270,3.89363604,0.89218594,2.33470185,0.07153808,0.13531933,0.10391040,0.91681331
-4.79939970,3.80623680,0.86748229,2.28954466,0.06917666,0.12968153,0.10099105,0.89359546
-4.79339670,3.72523646,0.84474812,2.25109171,0.06726996,0.12394449,0.09770694,0.87074632
-4.78739370,3.65094519,0.82417455,2.21901084,0.06580191,0.11817659,0.09411965,0.84861575
-4.78139070,3.58356956,0.80591660,2.19287294,0.06474811,0.11244610,0.09029634,0.82754205
-4.77538769,3.52321741,0.79009684,2.17216541,0.06407742,0.10682014,0.08630808,0.80784880
-4.76938469,3.46990914,0.77681084,2.15631051,0.06375389,0.10136378,0.08222803,0.78984276
-4.76338169,3.42359450,0.76613381,2.14468743,0.06373873,0.09613936,0.07812985,0.77381274
-4.75737869,3.38417362,0.75812825,2.13665715,0.06399234,0.09120602,0.07408599,0.76002927
-4.75137569,3.35152083,0.75285193,2.13158878,0.06447631,0.08661936,0.07016635,0.74874486
-4.74537269,3.32550975,0.75036569,2.12888584,0.06515524,0.08243132,0.06643695,0.74019477
-4.73936968,3.30603767,0.75074057,2.12801130,0.06599836,0.07869024,0.06295891,0.73459768
-4.73336668,3.29304775,0.75406382,2.12850987,0.06698083,0.07544100,0.05978764,0.73215641
-4.72736368,3.28654722,0.76044320,2.13002641,0.06808474,0.07272524,0.05697220,0.73305803
-4.72136068,3.28662030,0.77000941,2.13231944,0.06929962,0.07058170,0.05455491,0.73747340
-4.71535768,3.29343475,0.78291629,2.13526894,0.07062259,0.06904641,0.05257109,0.74555581
-4.70935468,3.30724145,0.79933872,2.13887821,0.07205805,0.06815304,0.05104903,0.75743880
-4.70335168,3.32836676,0.81946828,2.14326947,0.07361701,0.06793301,0.05001000,0.77323293
-4.69734867,3.35719800,0.84350673,2.14867369,0.07531590,0.06841561,0.04946845,0.79302182
-4.69134567,3.39416295,0.87165779,2.15541508,0.07717517,0.06962796,0.04943220,0.81685755
-4.68534267,3.43970432,0.90411747,2.16389132,0.07921759,0.07159488,0.04990284,0.84475574
-4.67933967,3.49425090,0.94106358,2.17455038,0.08146628,0.07433858,0.05087599,0.87669055
-4.67333667,3.55818717,0.98264490,2.18786551,0.08394278,0.07787836,0.05234182,0.91259019
-4.66733367,3.63182293,1.02897066,2.20430945,0.08666500,0.08223009,0.05428549,0.95233307
-4.66133067,3.71536502,1.08010081,2.22432927,0.08964533,0.08740571,0.05668766,0.99574520
-4.65532766,3.80889251,1.13603771,2.24832298,0.09288890,0.09341265,0.05952508,1.04259890
-4.64932466,3.91233668,1.19671950,2.27661891,0.09639220,0.10025323,0.06277122,1.09261322
-4.64332166,4.02546669,1.26201549,2.30945859,0.10014196,0.10792404,0.06639690,1.14545608
-4.63731866,4.14788128,1.33172370,2.34698349,0.10411449,0.11641535,0.07037092,1.20074805
-4.63131566,4.27900660,1.40557051,2.38922595,0.10827548,0.12571053,0.07466075,1.25806774
-4.62531266,4.41809949,1.48321227,2.43610403,0.11258024,0.13578545,0.07923309,1.31695838
-4.61930965,4.56425553,1.56423855,2.48742008,0.11697442,0.14660797,0.08405440,1.37693535
-4.61330665,4.71642063,1.64817664,2.54286236,0.12139519,0.15813736,0.08909129,1.43749409
-4.60730365,4.87340490,1.73449684,2.60200916,0.12577276,0.17032376,0.09431078,1.49811802
-4.60130065,5.03389753,1.82261815,2.66433483,0.13003226,0.18310767,0.09968036,1.55828589
-4.59529765,5.19648146,1.91191377,2.72921684,0.13409589,0.19641941,0.10516785,1.61747830
-4.58929465,5.35964696,2.00171623,2.79594362,0.13788514,0.21017863,0.11074111,1.67518283
-4.58329165,5.52180346,2.09132182,2.86372261,0.14132316,0.22429388,0.11636748,1.73089791
-4.57728864,5.68128959,2.17999424,2.93168838,0.14433703,0.23866229,0.12201313,1.78413499
-4.57128564,5.83638146,2.26696760,2.99891086,0.14685992,0.25316934,0.12764227,1.83441950
-4.56528264,5.98530015,2.35144897,3.06440387,0.14883303,0.26768899,0.13321635,1.88129052
-4.55927964,6.12621909,2.43262093,3.12713420,0.15020722,0.28208390,0.13869326,1.92429981
-4.55327664,6.25727292,2.50964451,3.18603183,0.15094430,0.29620624,0.14402665,1.96301054
-4.54727364,6.37656896,2.58166329,3.24000176,0.15101795,0.30989874,0.14916554,1.99699633
-4.54127064,6.48220277,2.64780900,3.28793780,0.15041421,0.32299637,0.15405409,2.02584114
-4.53526763,6.57227885,2.70720941,3.32873881,0.14913155,0.33532850,0.15863185,2.04914056
-4.52926463,6.64493733,2.75899873,3.36132755,0.14718061,0.34672162,0.16283431,2.06650485
-4.52326163,6.69838692,2.80233083,3.38467200,0.14458352,0.35700255,0.16659400,2.07756409
-4.51725863,6.73094389,2.83639531,3.39780901,0.14137294,0.36600218,0.16984190,2.08197540
-4.51125563,6.74107622,2.86043622,3.39986963,0.13759088,0.37355958,0.17250926,2.07943230
-4.50525263,6.72745135,2.87377277,3.39010524,0.13328724,0.37952633,0.17452979,2.06967563
-4.49924962,6.68898578,2.87582152,3.36791355,0.12851835,0.38377096,0.17584204,2.05250585
-4.49324662,6.62489375,2.86611887,3.33286315,0.12334536,0.38618330,0.17639181,2.02779568
-4.48724362,6.53473262,2.84434280,3.28471539,0.11783265,0.38667858,0.17613465,1.99550253
-4.48124062,6.41844194,2.81033269,3.22344224,0.11204634,0.38520094,0.17503809,1.95567986
-4.47523762,6.27637363,2.76410581,3.14923895,0.10605283,0.38172633,0.17308360,1.90848638
-4.46923462,6.10931091,2.70586958,3.06253057,0.09991751,0.37626455,0.17026815,1.85419263
-4.46323162,5.91847417,2.63602831,2.96397146,0.09370361,0.36886023,0.16660515,1.79318399
-4.45722861,5.70551245,2.55518394,2.85443755,0.08747123,0.35959279,0.16212492,1.72595989
-4.45122561,5.47248027,2.46413017,2.73501125,0.08127656,0.34857524,0.15687437,1.65312872
-4.44522261,5.22180001,2.36383998,2.60695938,0.07517118,0.33595180,0.15091617,1.57539873
-4.43921961,4.95621115,2.25544668,2.47170486,0.06920167,0.32189461,0.14432721,1.49356484
-4.43321661,4.67870818,2.14021931,2.33079329,0.06340929,0.30659935,0.13719662,1.40849213
-4.42721361,4.39246976,2.01953313,2.18585576,0.05782975,0.29028025,0.12962325,1.32109646
-4.42121061,4.10078215,1.89483652,2.03856931,0.05249325,0.27316448,0.12171287,1.23232320
-4.41520760,3.80696006,1.76761560,1.89061690,0.04742445,0.25548621,0.11357524,1.14312498
-4.40920460,3.51426832,1.63935822,1.74364823,0.04264272,0.23748069,0.10532105,1.05443937
-4.40320160,3.22584761,1.51151853,1.59924322,0.03816228,0.21937839,0.09705897,0.96716755
-4.39719860,2.94464697,1.38548386,1.45887922,0.03399257,0.20139963,0.08889293,0.88215472
-4.39119560,2.67336550,1.26254496,1.32390316,0.03013853,0.18374975,0.08091974,0.80017319
-4.38519260,2.41440520,1.14387073,1.19550941,0.02660104,0.16661501,0.07322702,0.72190843
-4.37918959,2.16983582,1.03048818,1.07472368,0.02337732,0.15015944,0.06589171,0.64794874
-4.37318659,1.94137228,0.92326801,0.96239312,0.02046134,0.13452251,0.05897895,0.57877862
-4.36718359,1.73036446,0.82291614,0.85918239,0.01784430,0.11981782,0.05254151,0.51477569
-4.36118059,1.53779843,0.72997080,0.76557508,0.01551504,0.10613263,0.04661966,0.45621115
-4.35517759,1.36430794,0.64480506,0.68188001,0.01346050,0.09352836,0.04124146,0.40325337
-4.34917459,1.21019445,0.56763390,0.60824121,0.01166612,0.08204167,0.03642339,0.35597408
-4.34317159,1.07545382,0.49852535,0.54465090,0.01011626,0.07168629,0.03217130,0.31435665
-4.33716858,0.95980778,0.43741459,0.49096438,0.00879452,0.06245530,0.02848155,0.27830602
-4.33116558,0.86273828,0.38412031,0.44691593,0.00768410,0.05432366,0.02534229,0.24765948
-4.32516258,0.78352308,0.33836236,0.41213499,0.00676808,0.04725108,0.02273486,0.22219804
-4.31915958,0.72127107,0.29977992,0.38616201,0.00602968,0.04118485,0.02063511,0.20165777
-4.31315658,0.67495640,0.26794954,0.36846336,0.00545243,0.03606267,0.01901485,0.18574093
-4.30715358,0.64345056,0.24240249,0.35844531,0.00502040,0.03181532,0.01784305,0.17412641
