energy_ev,total_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,1.80261152,0.01225812,0.22516764,1.00308435,0.00000000,1.06334653,0.48372333
-5.99399700,1.83512374,0.01171995,0.23787947,1.01005929,0.00000000,1.05851498,0.50005311
-5.98799400,1.86552181,0.01115443,0.25046025,1.01582938,0.00000000,1.05306331,0.51586410
-5.98199100,1.89349712,0.01056996,0.26274918,1.02038017,0.00000000,1.04715840,0.53097696
-5.97598799,1.91869187,0.00997473,0.27457799,1.02366748,0.00000000,1.04091083,0.54520062
-5.96998499,1.94070602,0.00937640,0.28577403,1.02561856,0.00000000,1.03437229,0.55833611
-5.96398199,1.95910906,0.00878204,0.29616417,1.02613592,0.00000000,1.02753710,0.57018168
-5.95797899,1.97345618,0.00819791,0.30557940,1.02510364,0.00000000,1.02034777,0.58053909
-5.95197599,1.98330825,0.00762946,0.31385976,1.02239593,0.00000000,1.01270414,0.58922077
-5.94597299,1.98825452,0.00708117,0.32085968,1.01788745,0.00000000,1.00447571,0.59605762
-5.93996998,1.98793703,0.00655664,0.32645327,1.01146480,0.00000000,0.99551640,0.60090698
-5.93396698,1.98207533,0.00605851,0.33053941,1.00303855,0.00000000,0.98568074,0.60366041
-5.92796398,1.97048998,0.00558860,0.33304640,0.99255497,0.00000000,0.97484058,0.60425087
-5.92196098,1.95312347,0.00514791,0.33393587,0.98000683,0.00000000,0.96290133,0.60265875
-5.91595798,1.93005719,0.00473676,0.33320571,0.96544232,0.00000000,0.94981663,0.59891647
-5.90995498,1.90152308,0.00435490,0.33089193,0.94897169,0.00000000,0.93560051,0.59311120
-5.90395198,1.86790923,0.00400159,0.32706921,0.93077078,0.00000000,0.92033638,0.58538550
-5.89794897,1.82975847,0.00367576,0.32185013,0.91108127,0.00000000,0.90418210,0.57593566
-5.89194597,1.78776000,0.00337608,0.31538301,0.89020734,0.00000000,0.88737087,0.56500769
-5.88594297,1.74273385,0.00310109,0.30784854,0.86850874,0.00000000,0.87020781,0.55289114
-5.87993997,1.69560891,0.00284925,0.29945520,0.84639056,0.00000000,0.85306227,0.53991077
-5.87393697,1.64739536,0.00261907,0.29043367,0.82429001,0.00000000,0.83635649,0.52641662
-5.86793397,1.59915264,0.00240910,0.28103066,0.80266095,0.00000000,0.82055095,0.51277264
-5.86193097,1.55195459,0.00221802,0.27150209,0.78195679,0.00000000,0.80612747,0.49934468
-5.85592796,1.50685340,0.00204460,0.26210633,0.76261272,0.00000000,0.79357074,0.48648819
-5.84992496,1.46484403,0.00188780,0.25309742,0.74502812,0.00000000,0.78334956,0.47453624
-5.84392196,1.42683107,0.00174667,0.24471879,0.72955018,0.00000000,0.77589860,0.46378862
-5.83791896,1.39359937,0.00162040,0.23719773,0.71645944,0.00000000,0.77160167,0.45450222
-5.83191596,1.36579013,0.00150828,0.23074065,0.70595821,0.00000000,0.77077751,0.44688348
-5.82591296,1.34388332,0.00140968,0.22552950,0.69816229,0.00000000,0.77366868,0.44108303
-5.81990995,1.32818743,0.00132405,0.22171925,0.69309665,0.00000000,0.78043398,0.43719289
-5.81390695,1.31883665,0.00125088,0.21943665,0.69069511,0.00000000,0.79114496,0.43524614
-5.80790395,1.31579559,0.00118968,0.21878000,0.69080410,0.00000000,0.80578630,0.43521931
-5.80190095,1.31887110,0.00114001,0.21982006,0.69319037,0.00000000,0.82426002,0.43703700
-5.79589795,1.32773027,0.00110142,0.22260174,0.69755215,0.00000000,0.84639318,0.44057864
