energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-6.00000000,1.50561655,0.00801580,0.03533482,0.23871882,0.00000000,0.39314758,0.66862399,0.00555820,0.75111396
-5.99399700,1.46129438,0.00816366,0.03562319,0.23893126,0.00000000,0.37961258,0.64585623,0.00557875,0.72962808
-5.98799400,1.41821452,0.00833976,0.03607032,0.23950054,0.00000000,0.36621536,0.62392764,0.00561919,0.70781593
-5.98199100,1.37632937,0.00853138,0.03666294,0.24036298,0.00000000,0.35304212,0.60280131,0.00567359,0.68573458
-5.97598799,1.33556544,0.00872607,0.03738265,0.24144739,0.00000000,0.34016083,0.58242322,0.00573599,0.66344763
-5.96998499,1.29583028,0.00891205,0.03820661,0.24267686,0.00000000,0.32762105,0.56272776,0.00580068,0.64102377
-5.96398199,1.25702149,0.00907845,0.03910848,0.24397127,0.00000000,0.31545466,0.54364418,0.00586236,0.61853615
-5.95797899,1.21903766,0.00921560,0.04005942,0.24525026,0.00000000,0.30367782,0.52510367,0.00591639,0.59606258
-5.95197599,1.18179077,0.00931527,0.04102945,0.24643680,0.00000000,0.29229358,0.50704693,0.00595898,0.57368653
-5.94597299,1.14521970,0.00937083,0.04198876,0.24746117,0.00000000,0.28129545,0.48943176,0.00598731,0.55149889
-5.93996998,1.10930397,0.00937738,0.04290920,0.24826525,0.00000000,0.27067143,0.47224031,0.00599968,0.52960043
-5.93396698,1.07407731,0.00933187,0.04376580,0.24880692,0.00000000,0.26040848,0.45548576,0.00599561,0.50810457
-5.92796398,1.03964016,0.00923304,0.04453825,0.24906439,0.00000000,0.25049710,0.43921793,0.00597589,0.48714046
-5.92196098,1.00617052,0.00908150,0.04521236,0.24904026,0.00000000,0.24093597,0.42352767,0.00594253,0.46685588
-5.91595798,0.97393239,0.00887953,0.04578133,0.24876506,0.00000000,0.23173622,0.40854967,0.00589881,0.44741982
-5.90995498,0.94328140,0.00863104,0.04624699,0.24830006,0.00000000,0.22292543,0.39446355,0.00584913,0.42902437
-5.90395198,0.91466703,0.00834134,0.04662076,0.24773927,0.00000000,0.21455092,0.38149309,0.00579895,0.41188576
-5.89794897,0.88863121,0.00801697,0.04692441,0.24721029,0.00000000,0.20668247,0.36990354,0.00575458,0.39624426
-5.89194597,0.86580310,0.00766544,0.04719059,0.24687409,0.00000000,0.19941424,0.35999714,0.00572304,0.38236282
-5.88594297,0.84688998,0.00729503,0.04746310,0.24692356,0.00000000,0.19286582,0.35210675,0.00571183,0.37052439
-5.87993997,0.83266458,0.00691450,0.04779684,0.24758082,0.00000000,0.18718254,0.34658786,0.00572872,0.36102780
-5.87393697,0.82394882,0.00653291,0.04825759,0.24909342,0.00000000,0.18253487,0.34380924,0.00578150,0.35418227
-5.86793397,0.82159470,0.00615935,0.04892141,0.25172945,0.00000000,0.17911710,0.34414237,0.00587774,0.35030071
-5.86193097,0.82646262,0.00580279,0.04987387,0.25577171,0.00000000,0.17714522,0.34795000,0.00602456,0.34969190
-5.85592796,0.83939790,0.00547188,0.05120895,0.26151123,0.00000000,0.17685415,0.35557421,0.00622838,0.35265180
-5.84992496,0.86120608,0.00517483,0.05302776,0.26924017,0.00000000,0.17849432,0.36732427,0.00649477,0.35945424
-5.84392196,0.89262783,0.00491931,0.05543702,0.27924454,0.00000000,0.18232767,0.38346469,0.00682818,0.37034137
-5.83791896,0.93431416,0.00471240,0.05854731,0.29179679,0.00000000,0.18862309,0.40420386,0.00723185,0.38551410
-5.83191596,0.98680266,0.00456053,0.06247108,0.30714858,0.00000000,0.19765148,0.42968363,0.00770767,0.40512295
-5.82591296,1.05049562,0.00446946,0.06732059,0.32552395,0.00000000,0.20968019,0.45997017,0.00825607,0.42925967
-5.81990995,1.12564053,0.00444432,0.07320550,0.34711301,0.00000000,0.22496716,0.49504647,0.00887600,0.45794990
-5.81390695,1.21231368,0.00448958,0.08023038,0.37206630,0.00000000,0.24375464,0.53480681,0.00956491,0.49114726
-5.80790395,1.31040729,0.00460911,0.08849211,0.40048995,0.00000000,0.26626244,0.57905337,0.01031875,0.52872903
-5.80190095,1.41962064,0.00480615,0.09807698,0.43244165,0.00000000,0.29268104,0.62749519,0.01113210,0.57049384
-5.79589795,1.53945534,0.00508331,0.10905792,0.46792746,0.00000000,0.32316429,0.67974963,0.01199821,0.61616116
-5.78989495,1.66921499,0.00544257,0.12149144,0.50689947,0.00000000,0.35782206,0.73534632,0.01290916,0.66537311
-5.78389195,1.80800923,0.00588520,0.13541476,0.54925419,0.00000000,0.39671282,0.79373355,0.01385599,0.71769815
-5.77788894,1.95476197,0.00641173,0.15084291,0.59483171,0.00000000,0.43983640,0.85428698,0.01482890,0.77263689
-5.77188594,2.10822364,0.00702178,0.16776602,0.64341546,0.00000000,0.48712706,0.91632035,0.01581741,0.82962971
-5.76588294,2.26698712,0.00771401,0.18614688,0.69473261,0.00000000,0.53844725,0.97909805,0.01681058,0.88806591
-5.75987994,2.42950694,0.00848593,0.20591885,0.74845502,0.00000000,0.59358217,1.04184905,0.01779716,0.94729425
-5.75387694,2.59412123,0.00933376,0.22698427,0.80420071,0.00000000,0.65223555,1.10378177,0.01876583,1.00663439
-5.74787394,2.75907608,0.01025233,0.24921353,0.86153599,0.00000000,0.71402700,1.16409955,0.01970533,1.06538902
-5.74187094,2.92255169,0.01123489,0.27244479,0.91997819,0.00000000,0.77849110,1.22201624,0.02060466,1.12285612
-5.73586793,3.08268993,0.01227303,0.29648467,0.97899917,0.00000000,0.84507874,1.27677135,0.02145322,1.17834125
-5.72986493,3.23762292,0.01335666,0.32110978,1.03802978,0.00000000,0.91316074,1.32764465,0.02224095,1.23116931
-5.72386193,3.38550220,0.01447397,0.34606936,1.09646530,0.00000000,0.98203421,1.37396959,0.02295847,1.28069568
-5.71785893,3.52452827,0.01561147,0.37108891,1.15367215,0.00000000,1.05093157,1.41514543,0.02359715,1.32631641
-5.71185593,3.65298012,0.01675420,0.39587496,1.20899595,0.00000000,1.11903237,1.45064798,0.02414926,1.36747742
-5.70585293,3.76924460,0.01788589,0.42012080,1.26177098,0.00000000,1.18547780,1.48003848,0.02460805,1.40368249
-5.69984992,3.87184530,0.01898928,0.44351322,1.31133123,0.00000000,1.24938776,1.50297103,0.02496780,1.43450019
-5.69384692,3.95947072,0.02004649,0.46573997,1.35702277,0.00000000,1.30987998,1.51919813,0.02522394,1.45956960
-5.68784392,4.03100134,0.02103944,0.48649794,1.39821756,0.00000000,1.36609102,1.52857468,0.02537312,1.47860505
-5.68184092,4.08553515,0.02195038,0.50550160,1.43432826,0.00000000,1.41719824,1.53106033,0.02541325,1.49139982
-5.67583792,4.12241123,0.02276238,0.52249165,1.46482374,0.00000000,1.46244240,1.52672032,0.02534361,1.49782895
-5.66983492,4.14123062,0.02345987,0.53724344,1.48924492,0.00000000,1.50114978,1.51572484,0.02516488,1.49785120
-5.66383192,4.14187384,0.02402919,0.54957485,1.50722019,0.00000000,1.53275332,1.49834698,0.02487916,1.49151022
-5.65782891,4.12451423,0.02445904,0.55935335,1.51848000,0.00000000,1.55681164,1.47495928,0.02449004,1.47893483
-5.65182591,4.08962628,0.02474094,0.56650186,1.52286980,0.00000000,1.57302535,1.44602881,0.02400260,1.46033847
-5.64582291,4.03798810,0.02486957,0.57100312,1.52036067,0.00000000,1.58124971,1.41211083,0.02342334,1.43601762
-5.63981991,3.97067722,0.02484301,0.57290234,1.51105703,0.00000000,1.58150304,1.37384090,0.02276016,1.40634909
-5.63381691,3.88905909,0.02466283,0.57230782,1.49520077,0.00000000,1.57397027,1.33192546,0.02202228,1.37178607
-5.62781391,3.79476779,0.02433417,0.56938953,1.47317140,0.00000000,1.55900135,1.28713071,0.02122009,1.33285266
-5.62181091,3.68967863,0.02386554,0.56437545,1.44548180,0.00000000,1.53710415,1.24026993,0.02036497,1.29013688
-5.61580790,3.57587283,0.02326859,0.55754576,1.41276939,0.00000000,1.50893218,1.19218921,0.01946914,1.24428200
-5.60980490,3.45559452,0.02255776,0.54922496,1.37578288,0.00000000,1.47526699,1.14375162,0.01854536,1.19597603
-5.60380190,3.33120089,0.02174981,0.53977213,1.33536458,0.00000000,1.43699615,1.09582018,0.01760675,1.14593974
-5.59779890,3.20510653,0.02086326,0.52956965,1.29242896,0.00000000,1.39508712,1.04923976,0.01666641,1.09491295
-5.59179590,3.07972349,0.01991779,0.51901068,1.24793784,0.00000000,1.35055817,1.00481831,0.01573722,1.04363961
-5.58579290,2.95739864,0.01893366,0.50848586,1.20287315,0.00000000,1.30444725,0.96330797,0.01483148,0.99285192
-5.57978989,2.84035053,0.01793102,0.49836983,1.15820824,0.00000000,1.25777998,0.92538637,0.01396065,0.94325388
-5.57378689,2.73060773,0.01692937,0.48900787,1.11487852,0.00000000,1.21153798,0.89163901,0.01313510,0.89550488
-5.56778389,2.62995108,0.01594698,0.48070348,1.07375288,0.00000000,1.16662876,0.86254305,0.01236381,0.85020375
-5.56178089,2.53986195,0.01500041,0.47370713,1.03560671,0.00000000,1.12385841,0.83845341,0.01165423,0.80787407
-5.55577789,2.46147877,0.01410419,0.46820694,1.00109782,0.00000000,1.08390803,0.81959157,0.01101210,0.76895118
-5.54977489,2.39556363,0.01327047,0.46432150,0.97074606,0.00000000,1.04731502,0.80603784,0.01044132,0.73377149
-5.54377189,2.34248073,0.01250891,0.46209528,0.94491765,0.00000000,1.01445981,0.79772750,0.00994392,0.70256471
-5.53776888,2.30218772,0.01182663,0.46149692,0.92381485,0.00000000,0.98555869,0.79445116,0.00952004,0.67544928
