energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-6.00000000,2.21388208,0.03442906,0.02853006,0.83456113,0.19251905,0.02102481,1.47243970,0.89337038,0.36387599
-5.99399700,2.29146108,0.03326954,0.02880055,0.86247248,0.19971209,0.02075826,1.52520111,0.92304570,0.38416588
-5.98799400,2.36622999,0.03203054,0.02903177,0.88941813,0.20687127,0.02042220,1.57618781,0.95214709,0.40393095
-5.98199100,2.43738989,0.03074000,0.02922363,0.91513308,0.21393320,0.02002158,1.62485874,0.98043255,0.42290383
-5.97598799,2.50407453,0.02942524,0.02937504,0.93931928,0.22082121,0.01956217,1.67062442,1.00761036,0.44081115
-5.96998499,2.56536649,0.02811215,0.02948397,0.96165119,0.22744651,0.01905036,1.71285791,1.03334401,0.45737968
-5.96398199,2.62031967,0.02682456,0.02954753,0.98178405,0.23371021,0.01849300,1.75091017,1.05726058,0.47234316
-5.95797899,2.66798725,0.02558376,0.02956230,0.99936454,0.23950610,0.01789720,1.78412912,1.07896243,0.48544971
-5.95197599,2.70745396,0.02440802,0.02952460,1.01404344,0.24472419,0.01727022,1.81188171,1.09804164,0.49646947
-5.94597299,2.73787116,0.02331238,0.02943099,1.02548951,0.24925472,0.01661930,1.83357789,1.11409640,0.50520202
-5.93996998,2.75849275,0.02230850,0.02927874,1.03340408,0.25299256,0.01595155,1.84869518,1.12674869,0.51148358
-5.93396698,2.76871015,0.02140466,0.02906636,1.03753534,0.25584166,0.01527388,1.85680267,1.13566201,0.51519329
-5.92796398,2.76808430,0.02060583,0.02879417,1.03769166,0.25771939,0.01459293,1.85758292,1.14055842,0.51625856
-5.92196098,2.75637277,0.01991391,0.02846484,1.03375301,0.25856055,0.01391498,1.85085056,1.14123363,0.51465905
-5.91595798,2.73355049,0.01932796,0.02808384,1.02568000,0.25832074,0.01324592,1.83656655,1.13756944,0.51042913
-5.90995498,2.69982260,0.01884458,0.02765991,1.01351966,0.25697897,0.01259123,1.81484697,1.12954265,0.50365866
-5.90395198,2.65562874,0.01845825,0.02720533,0.99740784,0.25453939,0.01195600,1.78596602,1.11722993,0.49449199
-5.89794897,2.60163825,0.01816179,0.02673618,0.97756794,0.25103192,0.01134488,1.75035273,1.10080831,0.48312527
-5.89194597,2.53873644,0.01794675,0.02627240,0.95430581,0.24651193,0.01076213,1.70858154,1.08055121,0.46980198
-5.88594297,2.46800240,0.01780389,0.02583778,0.92800133,0.24105885,0.01021168,1.66135716,1.05682020,0.45480706
-5.87993997,2.39067960,0.01772356,0.02545971,0.89909681,0.23477380,0.00969716,1.60949436,1.03005298,0.43845967
-5.87393697,2.30814043,0.01769616,0.02516892,0.86808295,0.22777646,0.00922197,1.55389379,1.00074811,0.42110499
-5.86793397,2.22184660,0.01771249,0.02499894,0.83548301,0.22020126,0.00878938,1.49551493,0.96944745,0.40310527
-5.86193097,2.13330701,0.01776418,0.02498554,0.80183596,0.21219315,0.00840260,1.43534746,0.93671707,0.38483056
-5.85592796,2.04403532,0.01784395,0.02516594,0.76767942,0.20390311,0.00806488,1.37438249,0.90312779,0.36664935
-5.84992496,1.95550869,0.01794594,0.02557797,0.73353335,0.19548364,0.00777959,1.31358479,0.86923621,0.34891953
-5.84392196,1.86912969,0.01806593,0.02625906,0.69988493,0.18708446,0.00755031,1.25386743,0.83556717,0.33197987
-5.83791896,1.78619260,0.01820151,0.02724521,0.66717560,0.17884859,0.00738093,1.19606950,0.80259839,0.31614230
-5.83191596,1.70785512,0.01835218,0.02856979,0.63579052,0.17090885,0.00727562,1.14093800,0.77074802,0.30168524
-5.82591296,1.63511645,0.01851940,0.03026235,0.60605086,0.16338506,0.00723891,1.08911409,0.74036532,0.28884796
-5.81990995,1.56880170,0.01870655,0.03234737,0.57820911,0.15638186,0.00727562,1.04112410,0.71172496,0.27782620
-5.81390695,1.50955286,0.01891873,0.03484307,0.55244737,0.14998719,0.00739082,0.99737506,0.68502466,0.26876906
-5.80790395,1.45782575,0.01916261,0.03776016,0.52887839,0.14427150,0.00758969,0.95815457,0.66038623,0.26177696
-5.80190095,1.41389239,0.01944609,0.04110078,0.50754920,0.13928742,0.00787738,0.92363438,0.63785948,0.25690098
-5.79589795,1.37784788,0.01977788,0.04485749,0.48844673,0.13507006,0.00825876,0.89387707,0.61742860,0.25414305
-5.78989495,1.34962088,0.02016708,0.04901250,0.47150504,0.13163762,0.00873817,0.86884496,0.59902046,0.25345733
-5.78389195,1.32898662,0.02062264,0.05353710,0.45661365,0.12899232,0.00931913,0.84841067,0.58251404,0.25475232
-5.77788894,1.31558162,0.02115279,0.05839139,0.44362630,0.12712148,0.01000403,0.83236829,0.56775062,0.25789389
-5.77188594,1.30891916,0.02176448,0.06352429,0.43236988,0.12599875,0.01079372,0.82044476,0.55454389,0.26270890
-5.76588294,1.30840505,0.02246282,0.06887396,0.42265277,0.12558527,0.01168727,0.81231078,0.54268966,0.26898950
-5.75987994,1.31335303,0.02325049,0.07436862,0.41427267,0.12583084,0.01268155,0.80759090,0.53197463,0.27649795
-5.75387694,1.32299975,0.02412737,0.07992767,0.40702319,0.12667506,0.01377104,0.80587257,0.52218401,0.28497192
-5.74787394,1.33651925,0.02509006,0.08546329,0.40069954,0.12804837,0.01494757,0.80671414,0.51310782,0.29413019
-5.74187094,1.35303693,0.02613170,0.09088240,0.39510287,0.12987305,0.01620017,0.80965196,0.50454573,0.30367872
-5.73586793,1.37164347,0.02724182,0.09608886,0.39004358,0.13206434,0.01751507,0.81420661,0.49631063,0.31331699
-5.72986493,1.39140879,0.02840636,0.10098599,0.38534363,0.13453149,0.01887575,0.81988883,0.48823100,0.32274456
-5.72386193,1.41139650,0.02960789,0.10547927,0.38083802,0.13717904,0.02026311,0.82620526,0.48015231,0.33166767
-5.71785893,1.43067901,0.03082596,0.10947904,0.37637568,0.13990824,0.02165581,0.83266446,0.47193767,0.33980583
-5.71185593,1.44835353,0.03203761,0.11290327,0.37181999,0.14261864,0.02303069,0.83878343,0.46346806,0.34689831
-5.70585293,1.46355882,0.03321806,0.11568015,0.36704916,0.14520995,0.02436328,0.84409478,0.45464234,0.35271021
-5.69984992,1.47549265,0.03434145,0.11775041,0.36195657,0.14758409,0.02562846,0.84815471,0.44537716,0.35703809
-5.69384692,1.48342955,0.03538173,0.11906939,0.35645128,0.14964741,0.02680117,0.85055163,0.43560713,0.35971492
-5.68784392,1.48673842,0.03631356,0.11960859,0.35045871,0.15131302,0.02785711,0.85091530,0.42528508,0.36061429
-5.68184092,1.48489921,0.03711324,0.11935683,0.34392163,0.15250313,0.02877355,0.84892612,0.41438266,0.35965352
-5.67583792,1.47751817,0.03775963,0.11832083,0.33680114,0.15315135,0.02953003,0.84432422,0.40289101,0.35679584
-5.66983492,1.46434064,0.03823489,0.11652527,0.32907793,0.15320478,0.03010907,0.83691780,0.39082168,0.35205130
-5.66383192,1.44526082,0.03852524,0.11401228,0.32075326,0.15262575,0.03049673,0.82659014,0.37820735,0.34547656
-5.65782891,1.42032785,0.03862147,0.11084057,0.31184990,0.15139326,0.03068315,0.81330504,0.36510244,0.33717342
-5.65182591,1.38974754,0.03851931,0.10708394,0.30241250,0.14950377,0.03066285,0.79710982,0.35158333,0.32728632
-5.64582291,1.35387950,0.03821957,0.10282961,0.29250756,0.14697150,0.03043493,0.77813599,0.33774802,0.31599871
-5.63981991,1.31322960,0.03772812,0.09817618,0.28222259,0.14382813,0.03000311,0.75659693,0.32371518,0.30352865
-5.63381691,1.26843767,0.03705561,0.09323152,0.27166459,0.14012175,0.02937556,0.73278280,0.30962238,0.29012361
-5.62781391,1.22026100,0.03621704,0.08811051,0.26095759,0.13591530,0.02856462,0.70705252,0.29562361,0.27605484
-5.62181091,1.16955395,0.03523113,0.08293290,0.25023953,0.13128443,0.02758636,0.67982325,0.28188599,0.26161145
-5.61580790,1.11724469,0.03411955,0.07782123,0.23965823,0.12631486,0.02646000,0.65155750,0.26858576,0.24709435
-5.60980490,1.06430956,0.03290606,0.07289895,0.22936683,0.12109941,0.02520725,0.62274858,0.25590372,0.23281040
-5.60380190,1.01174643,0.03161561,0.06828879,0.21951869,0.11573478,0.02385159,0.59390479,0.24402013,0.21906672
-5.59779890,0.96054773,0.03027336,0.06411126,0.21026205,0.11031825,0.02241751,0.56553309,0.23310952,0.20616544
-5.59179590,0.91167422,0.02890383,0.06048348,0.20173462,0.10494445,0.02092979,0.53812296,0.22333530,0.19439895
-5.58579290,0.86603046,0.02753001,0.05751815,0.19405837,0.09970227,0.01941271,0.51213095,0.21484463,0.18404560
-5.57978989,0.82444265,0.02617268,0.05532265,0.18733468,0.09467217,0.01788947,0.48796667,0.20776363,0.17536597
-5.57378689,0.78763951,0.02484978,0.05399820,0.18164019,0.08992385,0.01638155,0.46598072,0.20219315,0.16859949
-5.56778389,0.75623664,0.02357603,0.05363901,0.17702348,0.08551443,0.01490832,0.44645494,0.19820526,0.16396155
-5.56178089,0.73072456,0.02236263,0.05433139,0.17350266,0.08148723,0.01348658,0.42959529,0.19584064,0.16164078
-5.55577789,0.71146061,0.02121718,0.05615258,0.17106417,0.07787109,0.01213043,0.41552762,0.19510678,0.16179653
-5.54977489,0.69866456,0.02014376,0.05916946,0.16966272,0.07468027,0.01085106,0.40429629,0.19597734,0.16455640
-5.54377189,0.69241772,0.01914318,0.06343698,0.16922233,0.07191497,0.00965682,0.39586565,0.19839236,0.17001379
-5.53776888,0.69266522,0.01821331,0.06899627,0.16963868,0.06956223,0.00855324,0.39012407,0.20225947,0.17822531
-5.53176588,0.69922118,0.01734955,0.07587258,0.17078241,0.06759736,0.00754327,0.38689042,0.20745602,0.18920816
-5.52576288,0.71177611,0.01654535,0.08407299,0.17250336,0.06598566,0.00662748,0.38592246,0.21383197,0.20293752
-5.51975988,0.72990640,0.01579280,0.09358405,0.17463562,0.06468437,0.00580439,0.38692683,0.22121351,0.21934392
-5.51375688,0.75308529,0.01508317,0.10436945,0.17700309,0.06364479,0.00507077,0.38957023,0.22940712,0.23831096
-5.50775388,0.78069508,0.01440750,0.11636788,0.17942538,0.06281445,0.00442202,0.39349117,0.23820417,0.25967338
-5.50175088,0.81204024,0.01375710,0.12949123,0.18172386,0.06213923,0.00385247,0.39831207,0.24738572,0.28321582
