energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.82591296,2.11374765,0.00012925,0.00833816,0.41589549,1.14450365,0.00869100,0.93375608,0.26973857,0.11584309
-5.81990995,2.20855843,0.00011455,0.00885201,0.42487626,1.21256091,0.00899048,0.96642330,0.27695417,0.11946271
-5.81390695,2.30205846,0.00010348,0.00936793,0.43362221,1.28154917,0.00925697,0.99768907,0.28357069,0.12275401
-5.80790395,2.39351345,0.00009565,0.00988407,0.44203125,1.35100869,0.00948874,1.02724713,0.28947488,0.12569482
-5.80190095,2.48230539,0.00009074,0.01039916,0.45004932,1.42050053,0.00968503,1.05486458,0.29457943,0.12827401
-5.79589795,2.56794342,0.00008853,0.01091265,0.45767193,1.48961313,0.00984615,1.08038669,0.29882504,0.13049178
-5.78989495,2.65007036,0.00008883,0.01142474,0.46494376,1.55796787,0.00997351,1.10373883,0.30218143,0.13235972
-5.78389195,2.72846439,0.00009152,0.01193645,0.47195629,1.62522348,0.01006959,1.12492562,0.30464739,0.13390028
-5.77788894,2.80303585,0.00009651,0.01244961,0.47884344,1.69107907,0.01013795,1.14402714,0.30624978,0.13514607
-5.77188594,2.87381924,0.00010378,0.01296682,0.48577543,1.75527566,0.01018313,1.16119245,0.30704148,0.13613865
-5.76588294,2.94096042,0.00011329,0.01349140,0.49295098,1.81759599,0.01021054,1.17663038,0.30709848,0.13692702
-5.75987994,3.00469941,0.00012504,0.01402725,0.50058814,1.87786264,0.01022635,1.19059820,0.30651601,0.13756588
-5.75387694,3.06534927,0.00013902,0.01457871,0.50891403,1.93593439,0.01023725,1.20338816,0.30540412,0.13811357
-5.74787394,3.12327164,0.00015523,0.01515031,0.51815377,1.99170075,0.01025033,1.21531258,0.30388257,0.13862985
-5.74187094,3.17884967,0.00017363,0.01574659,0.52851913,2.04507499,0.01027277,1.22668798,0.30207551,0.13917363
-5.73586793,3.23245941,0.00019416,0.01637174,0.54019714,2.09598569,0.01031165,1.23781869,0.30010591,0.13980058
-5.72986493,3.28444066,0.00021674,0.01702936,0.55333922,2.14436727,0.01037366,1.24898071,0.29809018,0.14056085
-5.72386193,3.33506838,0.00024123,0.01772213,0.56805121,2.19014989,0.01046489,1.26040641,0.29613307,0.14149690
-5.71785893,3.38452606,0.00026745,0.01845150,0.58438472,2.23324912,0.01059055,1.27227065,0.29432306,0.14264155
-5.71185593,3.43288219,0.00029516,0.01921741,0.60233019,2.27355615,0.01075474,1.28467901,0.29272856,0.14401632
-5.70585293,3.48007098,0.00032407,0.02001804,0.62181203,2.31092890,0.01096032,1.29765869,0.29139498,0.14563015
-5.69984992,3.52587858,0.00035384,0.02084961,0.64268605,2.34518488,0.01120866,1.31115244,0.29034277,0.14747852
-5.69384692,3.56993557,0.00038407,0.02170629,0.66473942,2.37609610,0.01149960,1.32501603,0.28956669,0.14954310
-5.68784392,3.61171649,0.00041434,0.02258010,0.68769320,2.40338684,0.01183134,1.33901934,0.28903609,0.15179183
-5.68184092,3.65054666,0.00044417,0.02346100,0.71120749,2.42673438,0.01220045,1.35285119,0.28869647,0.15417960
-5.67583792,3.68561657,0.00047308,0.02433700,0.73488901,2.44577310,0.01260192,1.36612780,0.28847191,0.15664935
-5.66983492,3.71600328,0.00050054,0.02519443,0.75830088,2.46010192,0.01302923,1.37840463,0.28826859,0.15913373
-5.66383192,3.74069835,0.00052607,0.02601823,0.78097435,2.46929503,0.01347454,1.38919112,0.28797895,0.16155715
-5.65782891,3.75864132,0.00054917,0.02679238,0.80242195,2.47291553,0.01392885,1.39796777,0.28748644,0.16383812
-5.65182591,3.76875722,0.00056938,0.02750036,0.82215167,2.47053150,0.01438231,1.40420490,0.28667067,0.16589201
-5.64582291,3.76999697,0.00058629,0.02812570,0.83968155,2.46173384,0.01482441,1.40738226,0.28541252,0.16763378
-5.63981991,3.76137855,0.00059956,0.02865252,0.85455418,2.44615515,0.01524437,1.40700878,0.28359920,0.16898094
-5.63381691,3.74202755,0.00060891,0.02906606,0.86635058,2.42348861,0.01563139,1.40264143,0.28112895,0.16985632
-5.62781391,3.71121511,0.00061413,0.02935325,0.87470284,2.39350621,0.01597502,1.39390266,0.27791515,0.17019076
-5.62181091,3.66839174,0.00061512,0.02950318,0.87930521,2.35607522,0.01626542,1.38049554,0.27388976,0.16992550
-5.61580790,3.61321561,0.00061187,0.02950751,0.87992304,2.31117226,0.01649370,1.36221603,0.26900586,0.16901421
-5.60980490,3.54557401,0.00060446,0.02936084,0.87639949,2.25889412,0.01665213,1.33896203,0.26323938,0.16742458
-5.60380190,3.46559731,0.00059305,0.02906092,0.86865970,2.19946502,0.01673441,1.31073878,0.25658987,0.16513948
-5.59779890,3.37366493,0.00057792,0.02860874,0.85671228,2.13323970,0.01673582,1.27766057,0.24908031,0.16215751
-5.59179590,3.27040306,0.00055940,0.02800862,0.84064831,2.06070243,0.01665333,1.23994888,0.24075620,0.15849315
-5.58579290,3.15667468,0.00053791,0.02726802,0.82063779,1.98246184,0.01648571,1.19792690,0.23168377,0.15417630
-5.57978989,3.03356226,0.00051392,0.02639738,0.79692392,1.89924194,0.01623352,1.15201116,0.22194768,0.14925142
-5.57378689,2.90234409,0.00048796,0.02540979,0.76981532,1.81186957,0.01589907,1.10270033,0.21164818,0.14377617
-5.56778389,2.76446545,0.00046056,0.02432060,0.73967679,1.72125910,0.01548635,1.05056202,0.20089793,0.13781981
-5.56178089,2.62150574,0.00043230,0.02314698,0.70691875,1.62839473,0.01500086,0.99621805,0.18981872,0.13146123
-5.55577789,2.47514296,0.00040376,0.02190744,0.67198593,1.53431130,0.01444945,0.94032880,0.17853801,0.12478677
-5.54977489,2.32711682,0.00037549,0.02062128,0.63534570,1.44007420,0.01384014,0.88357726,0.16718566,0.11788808
-5.54377189,2.17919187,0.00034804,0.01930814,0.59747641,1.34675910,0.01318181,0.82665328,0.15589084,0.11085971
-5.53776888,2.03312152,0.00032193,0.01798746,0.55885614,1.25543215,0.01248402,0.77023855,0.14477914,0.10379696
-5.53176588,1.89061410,0.00029763,0.01667806,0.51995217,1.16713097,0.01175671,0.71499266,0.13397010,0.09679373
-5.52576288,1.75330161,0.00027558,0.01539768,0.48121146,1.08284712,0.01100997,0.66154055,0.12357504,0.08994051
-5.51975988,1.62271175,0.00025616,0.01416273,0.44305234,1.00351007,0.01025376,0.61046157,0.11369528,0.08332264
-5.51375688,1.50024348,0.00023969,0.01298789,0.40585757,0.92997302,0.00949772,0.56228023,0.10442077,0.07701872
-5.50775388,1.38714628,0.00022644,0.01188598,0.36996885,0.86300053,0.00875092,0.51745866,0.09582905,0.07109935
-5.50175088,1.28450311,0.00021663,0.01086777,0.33568287,0.80325800,0.00802171,0.47639084,0.08798447,0.06562602
-5.49574787,1.19321695,0.00021040,0.00994186,0.30324879,0.75130293,0.00731758,0.43939829,0.08093783,0.06065033
-5.48974487,1.11400065,0.00020786,0.00911473,0.27286714,0.70757785,0.00664501,0.40672736,0.07472608,0.05621338
-5.48374187,1.04736990,0.00020902,0.00839065,0.24469003,0.67240479,0.00600944,0.37854775,0.06937240,0.05234542
-5.47773887,0.99363910,0.00021387,0.00777183,0.21882248,0.64598129,0.00541519,0.35495227,0.06488629,0.04906568
-5.47173587,0.95291992,0.00022231,0.00725844,0.19532483,0.62837782,0.00486546,0.33595761,0.06126395,0.04638241
-5.46573287,0.92512249,0.00023420,0.00684879,0.17421584,0.61953670,0.00436236,0.32150614,0.05848863,0.04429304
-5.45972986,0.90995915,0.00024932,0.00653941,0.15547657,0.61927264,0.00390694,0.31146853,0.05653123,0.04278458
-5.45372686,0.90695089,0.00026741,0.00632527,0.13905461,0.62727489,0.00349928,0.30564729,0.05535092,0.04183412
-5.44772386,0.91543643,0.00028815,0.00619993,0.12486867,0.64311141,0.00313853,0.30378117,0.05489593,0.04140945
-5.44172086,0.93458441,0.00031114,0.00615571,0.11281325,0.66623504,0.00282310,0.30555048,0.05510447,0.04146991
-5.43571786,0.96340855,0.00033596,0.00618391,0.10276336,0.69599209,0.00255067,0.31058326,0.05590577,0.04196727
-5.42971486,1.00078609,0.00036214,0.00627502,0.09457908,0.73163339,0.00231838,0.31846245,0.05722132,0.04284686
-5.42371186,1.04547961,0.00038916,0.00641888,0.08810991,0.77232791,0.00212294,0.32873402,0.05896622,0.04404875
-5.41770885,1.09616197,0.00041648,0.00660499,0.08319882,0.81717907,0.00196072,0.34091603,0.06105077,0.04550907
-5.41170585,1.15144443,0.00044353,0.00682263,0.07968599,0.86524342,0.00182790,0.35450846,0.06338215,0.04716148
-5.40570285,1.20990728,0.00046974,0.00706119,0.07741214,0.91555167,0.00172053,0.36900391,0.06586631,0.04893865
-5.39969985,1.27013260,0.00049454,0.00731034,0.07622151,0.96713142,0.00163471,0.38389863,0.06840991,0.05077389
-5.39369685,1.33073821,0.00051739,0.00756028,0.07596444,1.01903115,0.00156660,0.39870396,0.07092236,0.05260269
-5.38769385,1.39041194,0.00053778,0.00780196,0.07649959,1.07034474,0.00151257,0.41295762,0.07331785,0.05436433
-5.38169085,1.44794510,0.00055524,0.00802728,0.07769590,1.12023568,0.00146919,0.42623457,0.07551730,0.05600336
-5.37568784,1.50226391,0.00056937,0.00822931,0.07943412,1.16796014,0.00143336,0.43815711,0.07745028,0.05747096
-5.36968484,1.55245778,0.00057983,0.00840243,0.08160827,1.21288791,0.00140233,0.44840368,0.07905658,0.05872615
-5.36368184,1.59780320,0.00058638,0.00854247,0.08412675,1.25452040,0.00137370,0.45671614,0.08028765,0.05973672
-5.35767884,1.63778224,0.00058885,0.00864683,0.08691338,1.29250488,0.00134547,0.46290503,0.08110763,0.06047996
-5.35167584,1.67209472,0.00058719,0.00871454,0.08990827,1.32664427,0.00131605,0.46685266,0.08149402,0.06094300
-5.34567284,1.70066353,0.00058143,0.00874627,0.09306861,1.35690202,0.00128425,0.46851382,0.08143794,0.06112292
-5.33966983,1.72363268,0.00057170,0.00874433,0.09636942,1.38340171,0.00124924,0.46791397,0.08094394,0.06102644
-5.33366683,1.74135813,0.00055821,0.00871260,0.09980415,1.40642138,0.00121057,0.46514498,0.08002938,0.06066936
-5.32766383,1.75439162,0.00054128,0.00865642,0.10338528,1.42638276,0.00116814,0.46035862,0.07872344,0.06007563
-5.32166083,1.76345815,0.00052129,0.00858251,0.10714474,1.44383563,0.00112212,0.45375792,0.07706566,0.05927619
-5.31565783,1.76942803,0.00049868,0.00849872,0.11113426,1.45943818,0.00107296,0.44558703,0.07510431,0.05830762
-5.30965483,1.77328461,0.00047394,0.00841394,0.11542538,1.47393382,0.00102133,0.43611966,0.07289443,0.05721056
-5.30365183,1.77608892,0.00044762,0.00833781,0.12010931,1.48812564,0.00096808,0.42564698,0.07049573,0.05602810
-5.29764882,1.77894268,0.00042025,0.00828057,0.12529630,1.50284915,0.00091420,0.41446531,0.06797050,0.05480418
-5.29164582,1.78295115,0.00039242,0.00825279,0.13111462,1.51894467,0.00086076,0.40286421,0.06538148,0.05358191
-5.28564282,1.78918701,0.00036467,0.00826516,0.13770894,1.53723003,0.00080891,0.39111548,0.06278993,0.05240220
-5.27963982,1.79865672,0.00033756,0.00832829,0.14523814,1.55847467,0.00075981,0.37946362,0.06025381,0.05130239
-5.27363682,1.81227038,0.00031161,0.00845245,0.15387240,1.58337591,0.00071463,0.36811802,0.05782635,0.05031522
-5.26763382,1.83081592,0.00028732,0.00864741,0.16378960,1.61253799,0.00067450,0.35724726,0.05555480,0.04946803
-5.26163082,1.85493836,0.00026514,0.00892222,0.17517101,1.64645460,0.00064048,0.34697567,0.05347968,0.04878219
-5.25562781,1.88512455,0.00024549,0.00928501,0.18819635,1.68549505,0.00061359,0.33738223,0.05163425,0.04827295
-5.24962481,1.92169344,0.00022873,0.00974288,0.20303836,1.72989448,0.00059473,0.32850173,0.05004443,0.04794941
-5.24362181,1.96479208,0.00021520,0.01030167,0.21985689,1.77974815,0.00058473,0.32032799,0.04872899,0.04781485
-5.23761881,2.01439691,0.00020517,0.01096586,0.23879293,1.83500980,0.00058431,0.31281904,0.04770009,0.04786732
-5.23161581,2.07032006,0.00019888,0.01173845,0.25996268,1.89549396,0.00059408,0.30590357,0.04696399,0.04810027
-5.22561281,2.13222030,0.00019654,0.01262085,0.28345198,1.96088201,0.00061455,0.29948868,0.04652200,0.04850354
-5.21960980,2.19961794,0.00019831,0.01361280,0.30931151,2.03073181,0.00064610,0.29346808,0.04637150,0.04906421
-5.21360680,2.27191321,0.00020429,0.01471239,0.33755299,2.10449059,0.00068902,0.28773060,0.04650704,0.04976770
-5.20760380,2.34840751,0.00021458,0.01591599,0.36814672,2.18151069,0.00074349,0.28216838,0.04692142,0.05059872
-5.20160080,2.42832701,0.00022923,0.01721834,0.40102082,2.26106810,0.00080958,0.27668444,0.04760672,0.05154229
-5.19559780,2.51084796,0.00024826,0.01861266,0.43606231,2.34238312,0.00088726,0.27119926,0.04855521,0.05258456
-5.18959480,2.59512322,0.00027166,0.02009081,0.47312020,2.42464291,0.00097642,0.26565613,0.04976011,0.05371365
-5.18359180,2.68030945,0.00029938,0.02164349,0.51201076,2.50702551,0.00107687,0.26002507,0.05121620,0.05492025
-5.17758879,2.76559431,0.00033135,0.02326052,0.55252467,2.58872471,0.00118833,0.25430517,0.05292027,0.05619811
-5.17158579,2.85022318,0.00036749,0.02493117,0.59443620,2.66897519,0.00131046,0.24852540,0.05487130,0.05754441
-5.16558279,2.93352458,0.00040767,0.02664456,0.63751374,2.74707733,0.00144290,0.24274396,0.05707056,0.05895989
-5.15957979,3.01493364,0.00045176,0.02838998,0.68153150,2.82242079,0.00158523,0.23704619,0.05952149,0.06044890
-5.15357679,3.09401283,0.00049961,0.03015739,0.72628176,2.89450608,0.00173702,0.23154131,0.06222939,0.06201920
-5.14757379,3.17046900,0.00055107,0.03193772,0.77158693,2.96296323,0.00189784,0.22635814,0.06520105,0.06368169
-5.14157079,3.24416602,0.00060597,0.03372332,0.81731074,3.02756661,0.00206727,0.22164017,0.06844420,0.06544996
-5.13556778,3.31513192,0.00066416,0.03550820,0.86336794,3.08824491,0.00224492,0.21753998,0.07196690,0.06733965
-5.12956478,3.38356006,0.00072550,0.03728830,0.90973149,3.14508565,0.00243042,0.21421355,0.07577680,0.06936783
-5.12356178,3.44980336,0.00078984,0.03906159,0.95643690,3.19833333,0.00262343,0.21181443,0.07988043,0.07155207
-5.11755878,3.51436141,0.00085707,0.04082806,1.00358289,3.24838087,0.00282363,0.21048815,0.08428236,0.07390960
-5.11155578,3.57786010,0.00092708,0.04258961,1.05132807,3.29575410,0.00303073,0.21036697,0.08898440,0.07645628
-5.10555278,3.64102408,0.00099981,0.04434979,1.09988342,3.34108930,0.00324442,0.21156501,0.09398478,0.07920558
-5.09954977,3.70464240,0.00107516,0.04611336,1.14950057,3.38510438,0.00346435,0.21417416,0.09927737,0.08216748
-5.09354677,3.76952843,0.00115308,0.04788585,1.20045611,3.42856440,0.00369012,0.21826047,0.10485094,0.08534748
-5.08754377,3.83647541,0.00123351,0.04967289,1.25303247,3.47224267,0.00392121,0.22386137,0.11068854,0.08874561
-5.08154077,3.90620911,0.00131634,0.05147959,1.30749615,3.51687895,0.00415696,0.23098364,0.11676699,0.09235554
-5.07553777,3.97934005,0.00140146,0.05330979,1.36407427,3.56313654,0.00439651,0.23960213,0.12305652,0.09616386
-5.06953477,4.05631723,0.00148870,0.05516544,1.42293055,3.61156034,0.00463877,0.24965928,0.12952068,0.10014961
-5.06353177,4.13738603,0.00157782,0.05704594,1.48414221,3.66253798,0.00488239,0.26106545,0.13611639,0.10428394
-5.05752876,4.22255262,0.00166849,0.05894764,1.54767888,3.71626626,0.00512572,0.27369998,0.14279442,0.10853021
-5.05152576,4.31155726,0.00176031,0.06086347,1.61338519,3.77272475,0.00536683,0.28741312,0.14950006,0.11284428
-5.04552276,4.40385846,0.00185273,0.06278280,1.68096794,3.83165867,0.00560348,0.30202868,0.15617416,0.11717522
-5.03951976,4.49862969,0.00194510,0.06469143,1.74998926,3.89257202,0.00583317,0.31734742,0.16275450,0.12146634
-5.03351676,4.59476955,0.00203665,0.06657186,1.81986631,3.95473239,0.00605316,0.33315117,0.16917747,0.12565657
-5.02751376,4.69092587,0.00212649,0.06840383,1.88987817,4.01718741,0.00626055,0.34920757,0.17538002,0.12968209
-5.02151076,4.78553341,0.00221364,0.07016497,1.95917995,4.07879292,0.00645236,0.36527549,0.18130177,0.13347835
-5.01550775,4.87686397,0.00229703,0.07183177,2.02682390,4.13825176,0.00662562,0.38111076,0.18688734,0.13698214
-5.00950475,4.96308707,0.00237554,0.07338062,2.09178682,4.19416184,0.00677748,0.39647236,0.19208859,0.14013387
-5.00350175,5.04233877,0.00244800,0.07478902,2.15300267,4.24507134,0.00690534,0.41112875,0.19686687,0.14287987
-4.99749875,5.11279539,0.00251328,0.07603679,2.20939902,4.28953852,0.00700696,0.42486416,0.20119502,0.14517458
-4.99149575,5.17274873,0.00257029,0.07710734,2.25993564,4.32619324,0.00708059,0.43748469,0.20505895,0.14698263
-4.98549275,5.22067903,0.00261805,0.07798875,2.30364343,4.35379710,0.00712507,0.44882395,0.20845893,0.14828063
-4.97948974,5.25532191,0.00265568,0.07867487,2.33966167,4.37129920,0.00713995,0.45874800,0.21141012,0.14905856
-4.97348674,5.27572575,0.00268250,0.07916605,2.36727178,4.37788439,0.00712555,0.46715943,0.21394260,0.14932079
-4.96748374,5.28129647,0.00269801,0.07946970,2.38592578,4.37301156,0.00708302,0.47400031,0.21610056,0.14908656
-4.96148074,5.27182700,0.00270195,0.07960062,2.39526806,4.35643985,0.00701436,0.47925391,0.21794089,0.14838999
-4.95547774,5.24750998,0.00269429,0.07958085,2.39514918,4.32824120,0.00692245,0.48294500,0.21953094,0.14727943
-4.94947474,5.20893264,0.00267526,0.07943936,2.38563109,4.28879870,0.00681101,0.48513869,0.22094570,0.14581636
-4.94347174,5.15705412,0.00264532,0.07921137,2.36698353,4.23879058,0.00668453,0.48593790,0.22226443,0.14407382
-4.93746873,5.09316630,0.00260515,0.07893734,2.33967169,4.17916089,0.00654821,0.48547932,0.22356693,0.14213427
-4.93146573,5.01884025,0.00255567,0.07866177,2.30433607,4.11107840,0.00640785,0.48392822,0.22492948,0.14008719
-4.92546273,4.93586104,0.00249795,0.07843186,2.26176542,4.03588600,0.00626974,0.48147217,0.22642094,0.13802643
-4.91945973,4.84615453,0.00243321,0.07829587,2.21286454,3.95504343,0.00614052,0.47831404,0.22809890,0.13604731
-4.91345673,4.75171003,0.00236275,0.07830167,2.15861842,3.87006655,0.00602703,0.47466449,0.23000634,0.13424378
-4.90745373,4.65450294,0.00228796,0.07849508,2.10005492,3.78246650,0.00593619,0.47073438,0.23216893,0.13270561
-4.90145073,4.55642154,0.00221020,0.07891842,2.03820775,3.69369196,0.00587484,0.46672743,0.23459306,0.13151577
-4.89544772,4.45920174,0.00213084,0.07960919,1.97408180,3.60507777,0.00584958,0.46283353,0.23726497,0.13074811
-4.88944472,4.36437292,0.00205116,0.08059890,1.90862243,3.51780246,0.00586667,0.45922290,0.24015078,0.13046542
-4.88344172,4.27321760,0.00197235,0.08191220,1.84269018,3.43285671,0.00593186,0.45604157,0.24319774,0.13071790
-4.87743872,4.18674654,0.00189547,0.08356616,1.77704205,3.35102426,0.00605029,0.45340823,0.24633651,0.13154209
-4.87143572,4.10569003,0.00182146,0.08556995,1.71231978,3.27287575,0.00622638,0.45141270,0.24948440,0.13296035
-4.86543272,4.03050505,0.00175109,0.08792465,1.64904560,3.19877529,0.00646371,0.45011601,0.25254951,0.13498074
-4.85942971,3.96139728,0.00168499,0.09062340,1.58762498,3.12889889,0.00676493,0.44955203,0.25543553,0.13759742
-4.85342671,3.89835572,0.00162364,0.09365172,1.52835591,3.06326293,0.00713168,0.44973054,0.25804691,0.14079138
-4.84742371,3.84119746,0.00156739,0.09698795,1.47144365,3.00176070,0.00756452,0.45064155,0.26029424,0.14453161
-4.84142071,3.78961910,0.00151647,0.10060396,1.41701970,2.94420407,0.00806284,0.45226045,0.26209944,0.14877641
-4.83541771,3.74325156,0.00147099,0.10446580,1.36516347,2.89036779,0.00862485,0.45455376,0.26340065,0.15347497
-4.82941471,3.70171468,0.00143099,0.10853451,1.31592533,2.84003325,0.00924751,0.45748504,0.26415637,0.15856908
-4.82341171,3.66466811,0.00139642,0.11276692,1.26934919,2.79302913,0.00992656,0.46102057,0.26434880,0.16399478
-4.81740870,3.63185576,0.00136719,0.11711648,1.22549346,2.74926646,0.01065650,0.46513440,0.26398608,0.16968408
-4.81140570,3.60314114,0.00134316,0.12153401,1.18444895,2.70876609,0.01143066,0.46981251,0.26310345,0.17556655
-4.80540270,3.57853192,0.00132418,0.12596852,1.14635281,2.67167712,0.01224126,0.47505568,0.26176309,0.18157079
-4.79939970,3.55819269,0.00131005,0.13036796,1.11139764,2.63828551,0.01307954,0.48088102,0.26005290,0.18762580
-4.79339670,3.54244560,0.00130059,0.13467996,1.07983547,2.60901255,0.01393591,0.48732190,0.25808401,0.19366214
-4.78739370,3.53175932,0.00129556,0.13885263,1.05197636,2.58440360,0.01480011,0.49442639,0.25598746,0.19961301
-4.78139070,3.52672741,0.00129474,0.14283529,1.02818192,2.56510811,0.01566150,0.50225424,0.25390988,0.20541505
-4.77538769,3.52803778,0.00129788,0.14657930,1.00885402,2.55185199,0.01650923,0.51087257,0.25200868,0.21100920
-4.76938469,3.53643506,0.00130473,0.15003885,0.99441955,2.54540428,0.01733258,0.52035050,0.25044679,0.21634125
-4.76338169,3.55267843,0.00131498,0.15317184,0.98531183,2.54653982,0.01812123,0.53075312,0.24938721,0.22136242
-4.75737869,3.57749690,0.00132832,0.15594069,0.98194982,2.55599990,0.01886555,0.54213503,0.24898765,0.22602976
-4.75137569,3.61154460,0.00134443,0.15831318,0.98471609,2.57445283,0.01955692,0.55453395,0.24939536,0.23030655
-4.74537269,3.65535811,0.00136295,0.16026324,0.99393449,2.60245627,0.02018791,0.56796465,0.25074242,0.23416255
-4.73936968,3.70931776,0.00138349,0.16177163,1.00984870,2.64042292,0.02075263,0.58241364,0.25314154,0.23757414
-4.73336668,3.77361435,0.00140567,0.16282649,1.03260252,2.68859080,0.02124679,0.59783492,0.25668256,0.24052448
-4.72736368,3.84822268,0.00142909,0.16342378,1.06222273,2.74699939,0.02166793,0.61414702,0.26142969,0.24300342
-4.72136068,3.93288265,0.00145336,0.16356745,1.09860539,2.81547230,0.02201539,0.63123154,0.26741945,0.24500738
-4.71535768,4.02708849,0.00147811,0.16326946,1.14150607,2.89360696,0.02229039,0.64893325,0.27465951,0.24653912
-4.70935468,4.13008635,0.00150298,0.16254946,1.19053449,2.98077164,0.02249589,0.66706188,0.28312826,0.24760736
-4.70335168,4.24088016,0.00152768,0.16143438,1.24515398,3.07610967,0.02263649,0.68539544,0.29277518,0.24822628
-4.69734867,4.35824548,0.00155193,0.15995769,1.30468576,3.17855079,0.02271820,0.70368504,0.30352197,0.24841496
-4.69134567,4.48075089,0.00157556,0.15815851,1.36831817,3.28682913,0.02274823,0.72166100,0.31526440,0.24819678
-4.68534267,4.60678620,0.00159843,0.15608058,1.43512058,3.39950732,0.02273468,0.73903989,0.32787485,0.24759873
-4.67933967,4.73459664,0.00162053,0.15377122,1.50406162,3.51500594,0.02268622,0.75553239,0.34120555,0.24665076
-4.67333667,4.86232214,0.00164191,0.15128010,1.57403137,3.63163760,0.02261182,0.77085152,0.35509237,0.24538520
-4.66733367,4.98804059,0.00166274,0.14865827,1.64386664,3.74764460,0.02252041,0.78472091,0.36935918,0.24383622
-4.66133067,5.10981384,0.00168329,0.14595716,1.71237883,3.86123916,0.02242064,0.79688284,0.38382273,0.24203943
-4.65532766,5.22573518,0.00170393,0.14322779,1.77838321,3.97064506,0.02232055,0.80710568,0.39829785,0.24003163
-4.64932466,5.33397680,0.00172515,0.14052016,1.84072883,4.07413943,0.02222748,0.81519036,0.41260295,0.23785070
-4.64332166,5.43283594,0.00174752,0.13788294,1.89832792,4.17009357,0.02214782,0.82097581,0.42656564,0.23553563
