energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.04552276,5.11248963,0.04422715,0.48772894,1.11676303,0.00000000,0.05387082,2.75471873,1.78521354,0.69824406
-5.03951976,5.21300935,0.04736133,0.50140432,1.14176200,0.00000000,0.05113434,2.80433538,1.84141327,0.72143750
-5.03351676,5.32736656,0.05076905,0.51582875,1.16934738,0.00000000,0.04894029,2.86264206,1.90337693,0.74530370
-5.02751376,5.45485175,0.05443103,0.53092169,1.19925507,0.00000000,0.04731269,2.92925520,1.97062058,0.76970325
-5.02151076,5.59439551,0.05832155,0.54656605,1.23116371,0.00000000,0.04626675,3.00359616,2.04250426,0.79446132
-5.01550775,5.74457296,0.06240879,0.56260847,1.26469564,0.00000000,0.04580945,3.08489392,2.11822868,0.81936867
-5.00950475,5.90361968,0.06665527,0.57886109,1.29941971,0.00000000,0.04594022,3.17219358,2.19683774,0.84418412
-5.00350175,6.06945901,0.07101849,0.59510472,1.33485608,0.00000000,0.04665166,3.26437049,2.27722752,0.86863831
-4.99749875,6.23974003,0.07545175,0.61109343,1.37048306,0.00000000,0.04793020,3.36014971,2.35816174,0.89243871
-4.99149575,6.41188503,0.07990507,0.62656032,1.40574568,0.00000000,0.04975670,3.45813030,2.43829391,0.91527573
-4.98549275,6.58314522,0.08432618,0.64122440,1.44006593,0.00000000,0.05210697,3.55681367,2.51619556,0.93682959
-4.97948974,6.75066287,0.08866165,0.65479822,1.47285438,0.00000000,0.05495212,3.65463535,2.59038994,0.95677787
-4.97348674,6.91153800,0.09285798,0.66699608,1.50352282,0.00000000,0.05825881,3.74999915,2.65939019,0.97480340
-4.96748374,7.06289762,0.09686276,0.67754245,1.53149767,0.00000000,0.06198932,3.84131277,2.72174072,0.99060228
-4.96148074,7.20196554,0.10062566,0.68618029,1.55623365,0.00000000,0.06610165,3.92702410,2.77606033,1.00389170
-4.95547774,7.32613057,0.10409949,0.69267900,1.57722739,0.00000000,0.07054941,4.00565691,2.82108543,1.01441743
-4.94947474,7.43301138,0.10724108,0.69684173,1.59403060,0.00000000,0.07528178,4.07584542,2.85571172,1.02196070
-4.94347174,7.52051625,0.11001201,0.69851164,1.60626235,0.00000000,0.08024347,4.13636665,2.87903262,1.02634435
-4.93746873,7.58689617,0.11237928,0.69757710,1.61362011,0.00000000,0.08537484,4.18616993,2.89037288,1.02743804
-4.93146573,7.63079014,0.11431581,0.69397556,1.61588924,0.00000000,0.09061202,4.22440296,2.88931590,1.02516242
-4.92546273,7.65126156,0.11580070,0.68769589,1.61295055,0.00000000,0.09588739,4.25043376,2.87572365,1.01949228
-4.91945973,7.64782510,0.11681955,0.67877927,1.60478579,0.00000000,0.10113018,4.26386821,2.84974822,1.01045841
-4.91345673,7.62046351,0.11736441,0.66731864,1.59148064,0.00000000,0.10626734,4.26456280,2.81183449,0.99814837
-4.90745373,7.56963418,0.11743387,0.65345661,1.57322527,0.00000000,0.11122476,4.25263218,2.76271376,0.98270604
-4.90145073,7.49626533,0.11703280,0.63738210,1.55031223,0.00000000,0.11592865,4.22845162,2.70338843,0.96432991
-4.89544772,7.40174206,0.11617223,0.61932574,1.52313168,0.00000000,0.12030722,4.19265387,2.63510837,0.94327030
-4.88944472,7.28788246,0.11486905,0.59955439,1.49216391,0.00000000,0.12429246,4.14612074,2.55933973,0.91982539
-4.88344172,7.15690427,0.11314566,0.57836467,1.45796944,0.00000000,0.12782216,4.08996903,2.47772738,0.89433625
-4.87743872,7.01138251,0.11102962,0.55607607,1.42117665,0.00000000,0.13084181,4.02553121,2.39205237,0.86718083
-4.87143572,6.85419894,0.10855325,0.53302362,1.38246740,0.00000000,0.13330654,3.95433069,2.30418572,0.83876707
-4.86543272,6.68848379,0.10575319,0.50955037,1.34256077,0.00000000,0.13518280,3.87805215,2.21604033,0.80952525
-4.85942971,6.51755108,0.10266988,0.48599995,1.30219552,0.00000000,0.13644989,3.79850709,2.12952240,0.77989965
-4.85342671,6.34482823,0.09934708,0.46270933,1.26211157,0.00000000,0.13710093,3.71759529,2.04648396,0.75033974
-4.84742371,6.17378148,0.09583127,0.44000191,1.22303106,0.00000000,0.13714360,3.63726265,1.96867795,0.72129102
-4.84142071,6.00783845,0.09217103,0.41818114,1.18563956,0.00000000,0.13660015,3.55945629,1.89771693,0.69318570
-4.83541771,5.85030950,0.08841633,0.39752472,1.15056802,0.00000000,0.13550704,3.48607797,1.83503679,0.66643355
-4.82941471,5.70430972,0.08461777,0.37827949,1.11837595,0.00000000,0.13391388,3.41893680,1.78186591,0.64141297
-4.82341171,5.57268354,0.08082580,0.36065711,1.08953647,0.00000000,0.13188191,3.35970270,1.73920078,0.61846263
-4.81740870,5.45793408,0.07708985,0.34483052,1.06442376,0.00000000,0.12948196,3.30986190,1.70778818,0.59787391
-4.81140570,5.36215937,0.07345745,0.33093125,1.04330329,0.00000000,0.12679199,3.27067590,1.68811436,0.57988432
-4.80540270,5.28699747,0.06997335,0.31904769,1.02632533,0.00000000,0.12389434,3.24314537,1.68040096,0.56467222
-4.79939970,5.23358253,0.06667867,0.30922420,1.01352181,0.00000000,0.12087275,3.22798031,1.68460764,0.55235283
-4.79339670,5.20251349,0.06361007,0.30146116,1.00480697,0.00000000,0.11780938,3.22557763,1.70044093,0.54297593
-4.78739370,5.19383674,0.06079901,0.29571601,0.99998151,0.00000000,0.11478185,3.23600722,1.72736882,0.53652510
-4.78139070,5.20704368,0.05827116,0.29190514,0.99874031,0.00000000,0.11186054,3.25900706,1.76464032,0.53291881
-4.77538769,5.24108365,0.05604589,0.28990667,1.00068338,0.00000000,0.10910621,3.29398791,1.81130940,0.53201305
-4.76938469,5.29439202,0.05413596,0.28956414,1.00532963,0.00000000,0.10656803,3.34004740,1.86626220,0.53360577
-4.76338169,5.36493283,0.05254733,0.29069086,1.01213303,0.00000000,0.10428222,3.39599327,1.92824690,0.53744271
-4.75737869,5.45025453,0.05127924,0.29307505,1.02050042,0.00000000,0.10227115,3.46037499,1.99590497,0.54322461
-4.75137569,5.54755719,0.05032442,0.29648543,1.02981045,0.00000000,0.10054313,3.53152273,2.06780325,0.55061559
-4.74537269,5.65376890,0.04966943,0.30067728,1.03943282,0.00000000,0.09909281,3.60759225,2.14246566,0.55925224
-4.73936968,5.76562872,0.04929525,0.30539876,1.04874721,0.00000000,0.09790200,3.68661426,2.21840389,0.56875340
-4.73336668,5.87977354,0.04917792,0.31039720,1.05716124,0.00000000,0.09694121,3.76654663,2.29414638,0.57873013
-4.72736368,5.99282594,0.04928936,0.31542541,1.06412677,0.00000000,0.09617136,3.84532750,2.36826482,0.58879563
-4.72136068,6.10148035,0.04959816,0.32024751,1.06915418,0.00000000,0.09554600,3.92092797,2.43939800,0.59857484
-4.71535768,6.20258486,0.05007051,0.32464442,1.07182420,0.00000000,0.09501361,3.99140251,2.50627243,0.60771340
-4.70935468,6.29321660,0.05067107,0.32841860,1.07179693,0.00000000,0.09452001,4.05493594,2.56771979,0.61588585
-4.70335168,6.37074868,0.05136380,0.33139800,1.06881814,0.00000000,0.09401075,4.10988577,2.62269119,0.62280273
-4.69734867,6.43290738,0.05211279,0.33343913,1.06272274,0.00000000,0.09343338,4.15481907,2.67026830,0.62821657
-4.69134567,6.47781867,0.05288295,0.33442917,1.05343549,0.00000000,0.09273942,4.18854326,2.70967173,0.63192666
-4.68534267,6.50404365,0.05364063,0.33428702,1.04096938,0.00000000,0.09188610,4.21013061,2.74026689,0.63378253
-4.67933967,6.51060272,0.05435416,0.33296347,1.02542178,0.00000000,0.09083768,4.21893615,2.76156779,0.63368612
-4.67333667,6.49698909,0.05499426,0.33044035,1.00696890,0.00000000,0.08956645,4.21460933,2.77323900,0.63159281
-4.66733367,6.46317193,0.05553438,0.32672895,0.98585872,0.00000000,0.08805328,4.19709957,2.77509631,0.62751123
-4.66133067,6.40959012,0.05595090,0.32186768,0.96240302,0.00000000,0.08628774,4.16665595,2.76710615,0.62150202
-4.65532766,6.33713749,0.05622334,0.31591919,0.93696864,0.00000000,0.08426799,4.12382160,2.74938402,0.61367569
-4.64932466,6.24714019,0.05633442,0.30896709,0.90996831,0.00000000,0.08200019,4.06942296,2.72219197,0.60418954
-4.64332166,6.14132727,0.05627018,0.30111244,0.88185143,0.00000000,0.07949781,4.00455433,2.68593506,0.59324386
