energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-6.00000000,3.39394987,0.01450658,0.08966390,1.04120123,0.00000000,0.04368062,1.95944879,0.63013218,0.21292695
-5.99399700,3.40474639,0.01554740,0.09126137,1.04518229,0.00000000,0.04482486,1.96402182,0.62582628,0.21366358
-5.98799400,3.40302526,0.01664293,0.09260800,1.04493785,0.00000000,0.04597639,1.96118918,0.61890226,0.21351055
-5.98199100,3.38846925,0.01777615,0.09366241,1.04039912,0.00000000,0.04710463,1.95081677,0.60944156,0.21245597
-5.97598799,3.36094475,0.01892780,0.09438715,1.03156059,0.00000000,0.04817777,1.93287909,0.59756034,0.21050179
-5.96998499,3.32050589,0.02007686,0.09474998,1.01848008,0.00000000,0.04916371,1.90745990,0.58340629,0.20766367
-5.96398199,3.26739366,0.02120101,0.09472494,1.00127704,0.00000000,0.05003097,1.87474995,0.56715464,0.20397050
-5.95797899,3.20203006,0.02227724,0.09429322,0.98012939,0.00000000,0.05074968,1.83504206,0.54900380,0.19946355
-5.95197599,3.12500781,0.02328253,0.09344376,0.95526886,0.00000000,0.05129237,1.78872369,0.52917056,0.19419532
-5.94597299,3.03707613,0.02419445,0.09217356,0.92697522,0.00000000,0.05163489,1.73626752,0.50788528,0.18822814
-5.93996998,2.93912336,0.02499193,0.09048783,0.89556955,0.00000000,0.05175699,1.67822041,0.48538693,0.18163261
-5.93396698,2.83215702,0.02565584,0.08839975,0.86140693,0.00000000,0.05164298,1.61519120,0.46191844,0.17448585
-5.92796398,2.71728225,0.02616965,0.08593007,0.82486869,0.00000000,0.05128218,1.54783782,0.43772228,0.16686982
-5.92196098,2.59567922,0.02651992,0.08310648,0.78635461,0.00000000,0.05066914,1.47685410,0.41303643,0.15886948
-5.91595798,2.46858032,0.02669680,0.07996279,0.74627522,0.00000000,0.04980384,1.40295673,0.38809082,0.15057122
-5.90995498,2.33724764,0.02669428,0.07653798,0.70504443,0.00000000,0.04869164,1.32687264,0.36310438,0.14206117
-5.90395198,2.20295140,0.02651040,0.07287511,0.66307272,0.00000000,0.04734305,1.24932713,0.33828251,0.13342385
-5.89794897,2.06694966,0.02614729,0.06902026,0.62076088,0.00000000,0.04577344,1.17103290,0.31381520,0.12474085
-5.89194597,1.93046975,0.02561106,0.06502135,0.57849457,0.00000000,0.04400252,1.09268022,0.28987569,0.11608975
-5.88594297,1.79469170,0.02491158,0.06092708,0.53663970,0.00000000,0.04205373,1.01492830,0.26661951,0.10754325
-5.87993997,1.66073383,0.02406206,0.05678587,0.49553855,0.00000000,0.03995355,0.93839800,0.24418421,0.09916847
-5.87393697,1.52964072,0.02307864,0.05264492,0.45550690,0.00000000,0.03773074,0.86366584,0.22268928,0.09102639
-5.86793397,1.40237360,0.02197978,0.04854944,0.41683196,0.00000000,0.03541551,0.79125941,0.20223662,0.08317160
-5.86193097,1.27980327,0.02078566,0.04454191,0.37977105,0.00000000,0.03303868,0.72165412,0.18291125,0.07565214
-5.85592796,1.16270557,0.01951751,0.04066164,0.34455124,0.00000000,0.03063093,0.65527132,0.16478231,0.06850948
-5.84992496,1.05175921,0.01819698,0.03694440,0.31136959,0.00000000,0.02822203,0.59247765,0.14790433,0.06177873
-5.84392196,0.94754616,0.01684548,0.03342222,0.28039409,0.00000000,0.02584015,0.53358571,0.13231867,0.05548896
-5.83791896,0.85055409,0.01548361,0.03012346,0.25176527,0.00000000,0.02351130,0.47885580,0.11805510,0.04966356
-5.83191596,0.76118105,0.01413065,0.02707290,0.22559812,0.00000000,0.02125885,0.42849869,0.10513344,0.04432088
-5.82591296,0.67974172,0.01280414,0.02429202,0.20198455,0.00000000,0.01910323,0.38267927,0.09356539,0.03947475
-5.81990995,0.60647522,0.01151953,0.02179946,0.18099597,0.00000000,0.01706165,0.34152082,0.08335620,0.03513524
-5.81390695,0.54155389,0.01028995,0.01961145,0.16268598,0.00000000,0.01514806,0.30510981,0.07450640,0.03130934
-5.80790395,0.48509270,0.00912609,0.01774241,0.14709306,0.00000000,0.01337320,0.27350086,0.06701337,0.02800173
-5.80190095,0.43715863,0.00803617,0.01620551,0.13424293,0.00000000,0.01174466,0.24672167,0.06087277,0.02521548
-5.79589795,0.39777978,0.00702601,0.01501324,0.12415064,0.00000000,0.01026719,0.22477764,0.05607975,0.02295277
-5.78989495,0.36695344,0.00609910,0.01417799,0.11682211,0.00000000,0.00894295,0.20765589,0.05262986,0.02121549
-5.78389195,0.34465279,0.00525687,0.01371250,0.11225501,0.00000000,0.00777190,0.19532848,0.05051961,0.02000572
-5.77788894,0.33083183,0.00449889,0.01363021,0.11043897,0.00000000,0.00675215,0.18775455,0.04974673,0.01932618
-5.77188594,0.32542804,0.00382313,0.01394551,0.11135497,0.00000000,0.00588041,0.18488139,0.05030990,0.01918038
-5.76588294,0.32836282,0.00322630,0.01467384,0.11497398,0.00000000,0.00515231,0.18664411,0.05220817,0.01957273
-5.75987994,0.33953939,0.00270405,0.01583152,0.12125483,0.00000000,0.00456281,0.19296408,0.05543994,0.02050836
-5.75387694,0.35883832,0.00225137,0.01743554,0.13014146,0.00000000,0.00410653,0.20374626,0.06000146,0.02199278
-5.74787394,0.38611090,0.00186274,0.01950298,0.14155969,0.00000000,0.00377798,0.21887533,0.06588511,0.02403140
-5.74187094,0.42117082,0.00153247,0.02205040,0.15541371,0.00000000,0.00357181,0.23821117,0.07307739,0.02662875
-5.73586793,0.46378448,0.00125485,0.02509293,0.17158256,0.00000000,0.00348293,0.26158387,0.08155667,0.02978769
-5.72986493,0.51366088,0.00102436,0.02864328,0.18991682,0.00000000,0.00350665,0.28878868,0.09129106,0.03350838
-5.72386193,0.57044167,0.00083582,0.03271063,0.21023595,0.00000000,0.00363865,0.31958136,0.10223620,0.03778724
-5.71785893,0.63369231,0.00068453,0.03729938,0.23232643,0.00000000,0.00387499,0.35367448,0.11433347,0.04261589
-5.71185593,0.70289516,0.00056636,0.04240801,0.25594111,0.00000000,0.00421204,0.39073505,0.12750856,0.04798015
-5.70585293,0.77744545,0.00047780,0.04802792,0.28080000,0.00000000,0.00464635,0.43038397,0.14167057,0.05385909
-5.69984992,0.85665089,0.00041609,0.05414238,0.30659263,0.00000000,0.00517458,0.47219772,0.15671197,0.06022437
-5.69384692,0.93973557,0.00037920,0.06072582,0.33298226,0.00000000,0.00579330,0.51571261,0.17250926,0.06703980
-5.68784392,1.02584871,0.00036586,0.06774323,0.35961182,0.00000000,0.00649895,0.56043164,0.18892479,0.07426123
-5.68184092,1.11407856,0.00037567,0.07515006,0.38611167,0.00000000,0.00728766,0.60583431,0.20580940,0.08183681
-5.67583792,1.20347146,0.00040899,0.08289247,0.41210894,0.00000000,0.00815522,0.65138899,0.22300629,0.08970779
-5.66983492,1.29305590,0.00046708,0.09090810,0.43723824,0.00000000,0.00909705,0.69656784,0.24035581,0.09780964
-5.66383192,1.38187093,0.00055199,0.09912727,0.46115336,0.00000000,0.01010821,0.74086369,0.25770120,0.10607378
-5.65782891,1.46899826,0.00066665,0.10747474,0.48353960,0.00000000,0.01118348,0.78380849,0.27489509,0.11442967
-5.65182591,1.55359682,0.00081483,0.11587193,0.50412607,0.00000000,0.01231747,0.82499251,0.29180666,0.12280733
-5.64582291,1.63493851,0.00100107,0.12423957,0.52269764,0.00000000,0.01350479,0.86408349,0.30832897,0.13114018
-5.63981991,1.71244346,0.00123073,0.13250068,0.53910577,0.00000000,0.01474027,0.90084489,0.32438640,0.13936812
-5.63381691,1.78571325,0.00150983,0.14058380,0.55327778,0.00000000,0.01601917,0.93515230,0.33994166,0.14744066
-5.62781391,1.85456020,0.00184506,0.14842628,0.56522400,0.00000000,0.01733741,0.96700699,0.35500213,0.15531997
-5.62181091,1.91903089,0.00224356,0.15597751,0.57504230,0.00000000,0.01869180,0.99654579,0.36962500,0.16298373
-5.61580790,1.97942236,0.00271288,0.16320189,0.58291974,0.00000000,0.02008022,1.02404647,0.38392094,0.17042752
-5.60980490,2.03628941,0.00326067,0.17008137,0.58913087,0.00000000,0.02150174,1.04992789,0.39805593,0.17766659
-5.60380190,2.09044179,0.00389457,0.17661738,0.59403274,0.00000000,0.02295671,1.07474447,0.41225084,0.18473692
-5.59779890,2.14293038,0.00462185,0.18283193,0.59805648,0.00000000,0.02444667,1.09917475,0.42677868,0.19169529
-5.59179590,2.19502206,0.00544918,0.18876788,0.60169558,0.00000000,0.02597428,1.12400391,0.44195929,0.19861837
-5.58579290,2.24816328,0.00638226,0.19448812,0.60549123,0.00000000,0.02754306,1.15010059,0.45815138,0.20560073
-5.57978989,2.30393300,0.00742551,0.20007375,0.61001499,0.00000000,0.02915708,1.17838843,0.47574212,0.21275169
-5.57378689,2.36398623,0.00858172,0.20562110,0.61584943,0.00000000,0.03082053,1.20981330,0.49513450,0.22019114
-5.56778389,2.42998992,0.00985167,0.21123793,0.62356740,0.00000000,0.03253727,1.24530713,0.51673265,0.22804443
-5.56178089,2.50355351,0.01123385,0.21703854,0.63371055,0.00000000,0.03431033,1.28574973,0.54092586,0.23643642
-5.55577789,2.58615692,0.01272420,0.22313838,0.64676800,0.00000000,0.03614137,1.33193017,0.56807175,0.24548504
-5.54977489,2.67907898,0.01431584,0.22964815,0.66315602,0.00000000,0.03803023,1.38450925,0.59847932,0.25529454
-5.54377189,2.78332975,0.01599897,0.23666764,0.68319948,0.00000000,0.03997451,1.44398496,0.63239280,0.26594881
-5.53776888,2.89958996,0.01776084,0.24427988,0.70711600,0.00000000,0.04196930,1.51066246,0.66997697,0.27750509
-5.53176588,3.02816099,0.01958577,0.25254559,0.73500350,0.00000000,0.04400700,1.58463040,0.71130491,0.28998843
-5.52576288,3.16892831,0.02145537,0.26149848,0.76683184,0.00000000,0.04607741,1.66574487,0.75634889,0.30338727
-5.51975988,3.32134090,0.02334884,0.27114163,0.80243903,0.00000000,0.04816784,1.75362234,0.80497507,0.31765037
-5.51375688,3.48440849,0.02524336,0.28144510,0.84153254,0.00000000,0.05026359,1.84764217,0.85694262,0.33268543
-5.50775388,3.65671783,0.02711466,0.29234508,0.88369558,0.00000000,0.05234852,1.94695934,0.91190749,0.34835953
-5.50175088,3.83646798,0.02893763,0.30374472,0.92839859,0.00000000,0.05440574,2.05052708,0.96943094,0.36450145
-5.49574787,4.02152396,0.03068704,0.31551643,0.97501549,0.00000000,0.05641855,2.15712901,1.02899285,0.38090598
-5.48974487,4.20948690,0.03233827,0.32750590,1.02284420,0.00000000,0.05837133,2.26541952,1.09000905,0.39733999
-5.48374187,4.39777796,0.03386814,0.33953745,1.07113073,0.00000000,0.06025054,2.37397094,1.15185241,0.41355002
-5.47773887,4.58373227,0.03525559,0.35142060,1.11909584,0.00000000,0.06204561,2.48132535,1.21387638,0.42927126
-5.47173587,4.76469894,0.03648248,0.36295746,1.16596321,0.00000000,0.06374981,2.58604877,1.27544014,0.44423730
-5.46573287,4.93814187,0.03753414,0.37395065,1.21098785,0.00000000,0.06536088,2.68678520,1.33593397,0.45819034
-5.45972986,5.10173693,0.03839992,0.38421125,1.25348355,0.00000000,0.06688147,2.78230774,1.39480354,0.47089133
-5.45372686,5.25346007,0.03907354,0.39356649,1.29284804,0.00000000,0.06831930,2.87156430,1.45157181,0.48212941
-5.44772386,5.39166223,0.03955332,0.40186660,1.32858465,0.00000000,0.06968706,2.95371559,1.50585735,0.49173041
-5.44172086,5.51512685,0.03984217,0.40899066,1.36031953,0.00000000,0.07100197,3.02816324,1.55738786,0.49956370
-5.43571786,5.62310710,0.03994747,0.41485091,1.38781349,0.00000000,0.07228500,3.09456675,1.60600835,0.50554718
-5.42971486,5.71534092,0.03988072,0.41939552,1.41096794,0.00000000,0.07355993,3.15284821,1.65168313,0.50965009
-5.42371186,5.79204304,0.03965705,0.42260957,1.42982466,0.00000000,0.07485204,3.20318473,1.69449176,0.51189356
-5.41770885,5.85387473,0.03929462,0.42451418,1.44455943,0.00000000,0.07618674,3.24598887,1.73461892,0.51234878
-5.41170585,5.90189317,0.03881388,0.42516400,1.45546989,0.00000000,0.07758802,3.28187841,1.77233888,0.51113288
-5.40570285,5.93748326,0.03823676,0.42464315,1.46295830,0.00000000,0.07907696,3.31163701,1.80799538,0.50840298
-5.39969985,5.96227611,0.03758582,0.42305989,1.46751012,0.00000000,0.08067030,3.33616812,1.84197805,0.50434843
-5.39369685,5.97805889,0.03688347,0.42054042,1.46966959,0.00000000,0.08237916,3.35644481,1.87469683,0.49918192
-5.38769385,5.98668103,0.03615113,0.41722214,1.47001347,0.00000000,0.08420807,3.37345815,1.90655570,0.49312986
-5.38169085,5.98996226,0.03540856,0.41324674,1.46912440,0.00000000,0.08615430,3.38816716,1.93792729,0.48642251
-5.37568784,5.98960731,0.03467328,0.40875373,1.46756517,0.00000000,0.08820760,3.40145295,1.96912970,0.47928449
-5.36968484,5.98713184,0.03396011,0.40387444,1.46585499,0.00000000,0.09035033,3.41407933,2.00040689,0.47192609
-5.36368184,5.98380321,0.03328086,0.39872721,1.46444902,0.00000000,0.09255809,3.42666198,2.03191343,0.46453580
-5.35767884,5.98059868,0.03264420,0.39341360,1.46372187,0.00000000,0.09480071,3.43964730,2.06370452,0.45727446
-5.35167584,5.97818262,0.03205572,0.38801615,1.46395567,0.00000000,0.09704367,3.45330178,2.09573152,0.45027121
-5.34567284,5.97690286,0.03151803,0.38259746,1.46533303,0.00000000,0.09924980,3.46771188,2.12784298,0.44362140
-5.33966983,5.97680523,0.03103109,0.37720071,1.46793498,0.00000000,0.10138125,3.48279390,2.15979106,0.43738641
-5.33366683,5.97766449,0.03059264,0.37185143,1.47174352,0.00000000,0.10340151,3.49831246,2.19124254,0.43159534
-5.32766383,5.97902854,0.03019864,0.36656039,1.47664849,0.00000000,0.10527753,3.51390629,2.22179374,0.42624834
-5.32166083,5.98027252,0.02984382,0.36132721,1.48245796,0.00000000,0.10698166,3.52911906,2.25098832,0.42132122
-5.31565783,5.98065883,0.02952222,0.35614455,1.48891150,0.00000000,0.10849335,3.54343334,2.27833691,0.41677113
-5.30965483,5.97939895,0.02922770,0.35100244,1.49569539,0.00000000,0.10980052,3.55630525,2.30333746,0.41254274
-5.30365183,5.97571339,0.02895444,0.34589251,1.50245898,0.00000000,0.11090050,3.56719796,2.32549535,0.40857467
-5.29764882,5.96888598,0.02869729,0.34081177,1.50883132,0.00000000,0.11180039,3.57561199,2.34434226,0.40480574
-5.29164582,5.95830991,0.02845214,0.33576580,1.51443735,0.00000000,0.11251695,3.58111082,2.35945314,0.40118071
-5.28564282,5.94352316,0.02821606,0.33077102,1.51891300,0.00000000,0.11307581,3.58334084,2.37046063,0.39765511
-5.27963982,5.92423206,0.02798743,0.32585607,1.52191870,0.00000000,0.11351018,3.58204468,2.37706663,0.39419920
-5.27363682,5.90032260,0.02776592,0.32106211,1.52315091,0.00000000,0.11385909,3.57706807,2.37905080,0.39080058
-5.26763382,5.87185965,0.02755236,0.31644219,1.52235145,0.00000000,0.11416514,3.56836012,2.37627605,0.38746568
-5.26163082,5.83907527,0.02734853,0.31205962,1.51931453,0.00000000,0.11447200,3.55596786,2.36869100,0.38421995
-5.25562781,5.80234768,0.02715689,0.30798564,1.51389149,0.00000000,0.11482173,3.54002579,2.35632984,0.38110694
-5.24962481,5.76217311,0.02698026,0.30429645,1.50599332,0.00000000,0.11525206,3.52074165,2.33930978,0.37818628
-5.24362181,5.71913262,0.02682149,0.30106980,1.49559114,0.00000000,0.11579385,3.49837971,2.31782647,0.37553090
-5.23761881,5.67385665,0.02668313,0.29838140,1.48271483,0.00000000,0.11646875,3.47324266,2.29214770,0.37322357
-5.23161581,5.62698947,0.02656713,0.29630143,1.46745010,0.00000000,0.11728741,3.44565365,2.26260586,0.37135301
-5.22561281,5.57915580,0.02647458,0.29489115,1.44993412,0.00000000,0.11824811,3.41593938,2.22958926,0.37000993
-5.21960980,5.53093153,0.02640559,0.29420003,1.43035016,0.00000000,0.11933606,3.38441533,2.19353285,0.36928295
-5.21360680,5.48282005,0.02635918,0.29426341,1.40892136,0.00000000,0.12052341,3.35137381,2.15490836,0.36925494
-5.20760380,5.43523521,0.02633331,0.29510085,1.38590383,0.00000000,0.12176990,3.31707541,2.11421437,0.36999970
-5.20160080,5.38849168,0.02632501,0.29671518,1.36157958,0.00000000,0.12302425,3.28174416,2.07196632,0.37157925
-5.19559780,5.34280284,0.02633061,0.29909247,1.33624919,0.00000000,0.12422612,3.24556639,2.02868695,0.37404181
-5.18959480,5.29828604,0.02634602,0.30220272,1.31022471,0.00000000,0.12530858,3.20869323,1.98489717,0.37742057
-5.18359180,5.25497464,0.02636717,0.30600129,1.28382291,0.00000000,0.12620103,3.17124641,1.94110789,0.38173329
-5.17758879,5.21283610,0.02639038,0.31043113,1.25735912,0.00000000,0.12683234,3.13332688,1.89781284,0.38698268
-5.17158579,5.17179486,0.02641290,0.31542548,1.23114174,0.00000000,0.12713403,3.09502567,1.85548283,0.39315755
-5.16558279,5.13175879,0.02643332,0.32091115,1.20546775,0.00000000,0.12704349,3.05643631,1.81456151,0.40023475
-5.15957979,5.09264781,0.02645209,0.32681209,1.18061922,0.00000000,0.12650687,3.01766816,1.77546282,0.40818162
-5.15357679,5.05442312,0.02647187,0.33305314,1.15686082,0.00000000,0.12548163,2.97885975,1.73857034,0.41695893
-5.14757379,5.01711563,0.02649793,0.33956380,1.13443846,0.00000000,0.12393862,2.94019154,1.70423827,0.42652417
-5.14157079,4.98085196,0.02653837,0.34628189,1.11357891,0.00000000,0.12186356,2.90189723,1.67279415,0.43683492
-5.13556778,4.94587672,0.02660427,0.35315679,1.09449025,0.00000000,0.11925786,2.86427312,1.64454288,0.44785214
-5.12956478,4.91256969,0.02670970,0.36015231,1.07736302,0.00000000,0.11613884,2.82768469,1.61977177,0.45954329
-5.12356178,4.88145691,0.02687165,0.36724888,1.06237177,0.00000000,0.11253919,2.79257004,1.59875605,0.47188481
-5.11755878,4.85321462,0.02710975,0.37444499,1.04967682,0.00000000,0.10850595,2.75943979,1.58176433,0.48486415
-5.11155578,4.82866552,0.02744590,0.38175773,1.03942577,0.00000000,0.10409891,2.72887309,1.56906336,0.49848090
-5.10555278,4.80876697,0.02790380,0.38922246,1.03175473,0.00000000,0.09938853,2.70150960,1.56092144,0.51274698
-5.09954977,4.79459110,0.02850831,0.39689146,1.02678875,0.00000000,0.09445362,2.67803763,1.55760992,0.52768591
-5.09354677,4.78729708,0.02928475,0.40483161,1.02464146,0.00000000,0.08937883,2.65917846,1.55940225,0.54333099
-5.08754377,4.78809637,0.03025811,0.41312112,1.02541365,0.00000000,0.08425197,2.64566731,1.56657017,0.55972254
-5.08154077,4.79821176,0.03145223,0.42184549,1.02919081,0.00000000,0.07916152,2.63823149,1.57937683,0.57690422
-5.07553777,4.81883168,0.03288892,0.43109264,1.03603957,0.00000000,0.07419418,2.63756642,1.59806683,0.59491858
-5.06953477,4.85106133,0.03458710,0.44094763,1.04600332,0.00000000,0.06943274,2.64431029,1.62285330,0.61380203
-5.06353177,4.89587246,0.03656195,0.45148697,1.05909701,0.00000000,0.06495419,2.65901832,1.65390248,0.63357958
-5.05752876,4.95405377,0.03882418,0.46277289,1.07530158,0.00000000,0.06082829,2.68213761,1.69131635,0.65425941
-5.05152576,5.02616399,0.04137931,0.47484776,1.09455823,0.00000000,0.05711641,2.71398355,1.73511410,0.67582772
