energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.80190095,1.08620340,0.00664805,0.05840172,0.47538210,0.10562194,0.01799633,0.55270326,0.15628771,0.06231280
-5.79589795,1.00824822,0.00583774,0.05571697,0.44155992,0.09594734,0.01657669,0.51110831,0.14514627,0.05877490
-5.78989495,0.93338283,0.00511206,0.05317525,0.40826860,0.08687238,0.01525731,0.47098346,0.13414587,0.05550652
-5.78389195,0.86220908,0.00447352,0.05080884,0.37582775,0.07844994,0.01404770,0.43264540,0.12339358,0.05252743
-5.77788894,0.79526414,0.00392356,0.04864375,0.34453154,0.07072817,0.01295520,0.39638222,0.11299203,0.04985248
-5.77188594,0.73301173,0.00346288,0.04669940,0.31464195,0.06375076,0.01198512,0.36244836,0.10303673,0.04749139
-5.76588294,0.67583685,0.00309170,0.04498853,0.28638377,0.05755740,0.01114098,0.33106125,0.09361382,0.04544870
-5.75987994,0.62404399,0.00281000,0.04351737,0.25994125,0.05218436,0.01042475,0.30239959,0.08479854,0.04372394
-5.75387694,0.57785846,0.00261780,0.04228605,0.23545660,0.04766516,0.00983715,0.27660321,0.07665420,0.04231205
-5.74787394,0.53743068,0.00251529,0.04128928,0.21303004,0.04403119,0.00937792,0.25377442,0.06923174,0.04120394
-5.74187094,0.50284276,0.00250302,0.04051715,0.19272141,0.04131230,0.00904612,0.23398047,0.06256986,0.04038718
-5.73586793,0.47411667,0.00258196,0.03995611,0.17455307,0.03953726,0.00884034,0.21725689,0.05669554,0.03984688
-5.72986493,0.45122357,0.00275351,0.03959002,0.15851366,0.03873396,0.00875902,0.20361144,0.05162497,0.03956646
-5.72386193,0.43409328,0.00301950,0.03940121,0.14456273,0.03892941,0.00880054,0.19302819,0.04736470,0.03952857
-5.71785893,0.42262346,0.00338201,0.03937154,0.13263565,0.04014939,0.00896339,0.18547155,0.04391298,0.03971588
-5.71185593,0.41668773,0.00384328,0.03948337,0.12264865,0.04241785,0.00924625,0.18088986,0.04126117,0.04011173
-5.70585293,0.41614235,0.00440540,0.03972042,0.11450380,0.04575588,0.00964796,0.17921841,0.03939511,0.04070069
-5.69984992,0.42083106,0.00507011,0.04006846,0.10809350,0.05018055,0.01016753,0.18038166,0.03829646,0.04146898
-5.69384692,0.43058802,0.00583845,0.04051580,0.10330459,0.05570336,0.01080394,0.18429457,0.03794390,0.04240457
-5.68784392,0.44523874,0.00671041,0.04105365,0.10002177,0.06232863,0.01155605,0.19086323,0.03831421,0.04349721
-5.68184092,0.46459939,0.00768464,0.04167623,0.09813041,0.07005178,0.01242239,0.19998462,0.03938318,0.04473828
-5.67583792,0.48847470,0.00875805,0.04238075,0.09751867,0.07885769,0.01340092,0.21154592,0.04112650,0.04612036
-5.66983492,0.51665525,0.00992557,0.04316724,0.09807911,0.08871929,0.01448884,0.22542358,0.04352050,0.04763689
-5.66383192,0.54891449,0.01117985,0.04403827,0.09970980,0.09959638,0.01568236,0.24148231,0.04654291,0.04928158
-5.65782891,0.58500646,0.01251113,0.04499868,0.10231514,0.11143503,0.01697654,0.25957450,0.05017369,0.05104800
-5.65182591,0.62466487,0.01390705,0.04605521,0.10580652,0.12416755,0.01836519,0.27954036,0.05439596,0.05292913
-5.64582291,0.66760418,0.01535275,0.04721631,0.11010297,0.13771310,0.01984082,0.30120895,0.05919710,0.05491705
-5.63981991,0.71352322,0.01683090,0.04849193,0.11513196,0.15197910,0.02139464,0.32440056,0.06457016,0.05700293
-5.63381691,0.76211196,0.01832199,0.04989361,0.12083056,0.16686350,0.02301674,0.34893053,0.07051544,0.05917709
-5.62781391,0.81306139,0.01980465,0.05143456,0.12714691,0.18225777,0.02469626,0.37461451,0.07704246,0.06142950
-5.62181091,0.86607674,0.02125611,0.05313009,0.13404219,0.19805061,0.02642168,0.40127537,0.08417219,0.06375043
-5.61580790,0.92089364,0.02265281,0.05499818,0.14149305,0.21413235,0.02818120,0.42875132,0.09193958,0.06613148
-5.60980490,0.97729674,0.02397103,0.05706013,0.14949444,0.23039981,0.02996314,0.45690535,0.10039627,0.06856680
-5.60380190,1.03514022,0.02518761,0.05934150,0.15806282,0.24676136,0.03175641,0.48563528,0.10961353,0.07105453
-5.59779890,1.09436897,0.02628077,0.06187303,0.16723955,0.26314216,0.03355089,0.51488431,0.11968520,0.07359842
-5.59179590,1.15503975,0.02723082,0.06469160,0.17709428,0.27948919,0.03533791,0.54465133,0.13073064,0.07620945
-5.58579290,1.21734082,0.02802096,0.06784113,0.18772821,0.29577585,0.03711053,0.57500052,0.14289744,0.07890747
-5.57978989,1.28160914,0.02863797,0.07137342,0.19927691,0.31200597,0.03886391,0.60606977,0.15636386,0.08172267
-5.57378689,1.34834387,0.02907279,0.07534870,0.21191247,0.32821703,0.04059537,0.63807725,0.17134075,0.08469683
-5.56778389,1.41821512,0.02932108,0.07983592,0.22584481,0.34448233,0.04230453,0.67132574,0.18807291,0.08788420
-5.56178089,1.49206710,0.02938352,0.08491273,0.24132176,0.36091215,0.04399317,0.70620426,0.20683956,0.09135204
-5.55577789,1.57091507,0.02926606,0.09066498,0.25862793,0.37765368,0.04566507,0.74318668,0.22795392,0.09518056
-5.54977489,1.65593544,0.02897997,0.09718586,0.27808188,0.39488982,0.04732568,0.78282717,0.25176164,0.09946240
-5.54377189,1.74844903,0.02854168,0.10457444,0.30003182,0.41283682,0.04898175,0.82575223,0.27863793,0.10430143
-5.53776888,1.84989727,0.02797254,0.11293390,0.32484938,0.43174082,0.05064081,0.87264946,0.30898326,0.10981097
-5.53176588,1.96181184,0.02729839,0.12236911,0.35292171,0.45187339,0.05231074,0.92425312,0.34321753,0.11611147
-5.52576288,2.08577805,0.02654899,0.13298386,0.38464180,0.47352625,0.05399923,0.98132666,0.38177242,0.12332755
-5.51975988,2.22339255,0.02575732,0.14487770,0.42039703,0.49700512,0.05571335,1.04464253,0.42508213,0.13158455
-5.51375688,2.37621634,0.02495888,0.15814239,0.46055638,0.52262294,0.05745920,1.11495972,0.47357215,0.14100465
-5.50775388,2.54572383,0.02419081,0.17285814,0.50545627,0.55069249,0.05924158,1.19299929,0.52764626,0.15170265
-5.50175088,2.73324901,0.02349102,0.18908965,0.55538547,0.58151845,0.06106384,1.27941854,0.58767190,0.16378150
-5.49574787,2.93992987,0.02289735,0.20688211,0.61056948,0.61538899,0.06292787,1.37478421,0.65396380,0.17732768
-5.48974487,3.16665227,0.02244668,0.22625726,0.67115477,0.65256689,0.06483415,1.47954543,0.72676657,0.19240669
-5.48374187,3.41399459,0.02217403,0.24720956,0.73719352,0.69328030,0.06678191,1.59400694,0.80623625,0.20905857
-5.47773887,3.68217444,0.02211180,0.26970274,0.80862922,0.73771302,0.06876944,1.71830330,0.89242162,0.22729384
-5.47173587,3.97099928,0.02228898,0.29366677,0.88528403,0.78599467,0.07079436,1.85237496,0.98524580,0.24708977
-5.46573287,4.27982219,0.02273041,0.31899536,0.96684832,0.83819057,0.07285394,1.99594675,1.08448892,0.26838731
-5.45972986,4.60750488,0.02345618,0.34554424,1.05287300,0.89429187,0.07494536,2.14850989,1.18977276,0.29108872
-5.45372686,4.95238958,0.02448103,0.37313023,1.14276548,0.95420585,0.07706595,2.30930830,1.30054823,0.31505610
-5.44772386,5.31228168,0.02581383,0.40153134,1.23578943,1.01774717,0.07921323,2.47732999,1.41608670,0.34011085
-5.44172086,5.68444497,0.02745722,0.43048788,1.33106907,1.08463011,0.08138488,2.65130467,1.53547602,0.36603425
-5.43571786,6.06561099,0.02940723,0.45970477,1.42759806,1.15446259,0.08357855,2.82970800,1.65762215,0.39256923
-5.42971486,6.45200400,0.03165311,0.48885505,1.52425329,1.22674235,0.08579145,3.01077340,1.78125701,0.41942329
-5.42371186,6.83938252,0.03417718,0.51758465,1.61981335,1.30085592,0.08801990,3.19251181,1.90495308,0.44627272
-5.41770885,7.22309786,0.03695490,0.54551827,1.71298154,1.37608075,0.09025871,3.37273947,2.02714489,0.47276798
-5.41170585,7.59816968,0.03995500,0.57226648,1.80241293,1.45159110,0.09250044,3.54911380,2.14615730,0.49854022
-5.40570285,7.95937752,0.04313981,0.59743371,1.88674461,1.52646781,0.09473477,3.71917691,2.26024014,0.52320882
-5.39969985,8.30136696,0.04646575,0.62062713,1.96462858,1.59971225,0.09694779,3.88040587,2.36760839,0.54638974
-5.39369685,8.61876782,0.04988395,0.64146598,2.03476590,1.67026429,0.09912144,4.03026866,2.46648669,0.56770452
-5.38769385,8.90632131,0.05334113,0.65959128,2.09594114,1.73702404,0.10123314,4.16628429,2.55515678,0.58678958
-5.38169085,9.15901243,0.05678054,0.67467541,2.14705582,1.79887701,0.10325563,4.28608521,2.63200612,0.60330570
-5.37568784,9.37220304,0.06014312,0.68643135,2.18715960,1.85472173,0.10515702,4.38748004,2.69557575,0.61694706
-5.36968484,9.54176107,0.06336881,0.69462111,2.21547796,1.90349924,0.10690126,4.46851428,2.74460556,0.62744990
-5.36368184,9.66418092,0.06639788,0.69906315,2.23143539,1.94422315,0.10844878,4.52752691,2.77807485,0.63460010
-5.35767884,9.73669024,0.06917241,0.69963837,2.23467295,1.97600930,0.10975752,4.56320044,2.79523656,0.63823965
-5.35167584,9.75733881,0.07163776,0.69629433,2.22505968,1.99810368,0.11078419,4.57460257,2.79564342,0.63827162
-5.34567284,9.72506541,0.07374402,0.68904774,2.20269726,2.00990749,0.11148577,4.56121753,2.77916501,0.63466338
-5.33966983,9.63974003,0.07544734,0.67798479,2.16791774,2.01099818,0.11182111,4.52296588,2.74599471,0.62744805
-5.33366683,9.50217903,0.07671121,0.66325947,2.12127458,2.00114561,0.11175264,4.46021171,2.69664629,0.61672399
-5.32766383,9.31413259,0.07750747,0.64508983,2.06352715,1.98032244,0.11124808,4.37375694,2.63194035,0.60265237
-5.32166083,9.07824457,0.07781716,0.62375235,1.99561960,1.94870830,0.11028199,4.26482287,2.55298102,0.58545289
-5.31565783,8.79798636,0.07763104,0.59957459,1.91865479,1.90668753,0.10883713,4.13501958,2.46112412,0.56539786
-5.30965483,8.47756719,0.07694993,0.57292640,1.83386449,1.85484048,0.10690558,3.98630453,2.35793824,0.54280481
-5.30365183,8.12182454,0.07578457,0.54421018,1.74257694,1.79392885,0.10448950,3.82093184,2.24516031,0.51802796
-5.29764882,7.73609901,0.07415536,0.51385026,1.64618312,1.72487549,0.10160148,3.64139447,2.12464774,0.49144886
-5.29164582,7.32609840,0.07209168,0.48228222,1.54610292,1.64873975,0.09826453,3.45036134,1.99832901,0.46346661
-5.28564282,6.89775655,0.06963099,0.44994216,1.44375243,1.56668924,0.09451162,3.25061195,1.86815487,0.43448797
-5.27963982,6.45709183,0.06681767,0.41725656,1.34051347,1.47996926,0.09038486,3.04497087,1.73605172,0.40491774
-5.27363682,6.01007060,0.06370173,0.38463302,1.23770622,1.38987114,0.08593429,2.83624441,1.60387910,0.37514973
-5.26763382,5.56248011,0.06033731,0.35245207,1.13656570,1.29770064,0.08121648,2.62716150,1.47339239,0.34555872
-5.26163082,5.11981466,0.05678119,0.32106043,1.03822262,1.20474763,0.07629280,2.42032073,1.34621183,0.31649340
-5.25562781,4.68717827,0.05309123,0.29076570,0.94368885,1.11225816,0.07122768,2.21814474,1.22379841,0.28827068
-5.24962481,4.26920588,0.04932489,0.26183272,0.85384752,1.02140961,0.06608676,2.02284316,1.10743675,0.26117144
-5.24362181,3.87000426,0.04553784,0.23448145,0.76944765,0.93328970,0.06093513,1.83638443,0.99822511,0.23543757
-5.23761881,3.49311285,0.04178272,0.20888644,0.69110290,0.84887984,0.05583569,1.66047682,0.89707162,0.21127054
-5.23161581,3.14148392,0.03810812,0.18517755,0.61929398,0.76904288,0.05084771,1.49655806,0.80469646,0.18883114
-5.22561281,2.81748044,0.03455769,0.16344204,0.55437403,0.69451541,0.04602566,1.34579320,0.72163860,0.16824047
-5.21960980,2.52288957,0.03116957,0.14372749,0.49657635,0.62590428,0.04141832,1.20907946,0.64826644,0.14958188
-5.21360680,2.25894940,0.02797599,0.12604562,0.44602378,0.56368701,0.03706818,1.08705715,0.58479088,0.13290366
-5.20760380,2.02638576,0.02500310,0.11037651,0.40273895,0.50821557,0.03301124,0.98012510,0.53128001,0.11822231
-5.20160080,1.82545647,0.02227107,0.09667319,0.36665488,0.45972290,0.02927697,0.88845951,0.48767416,0.10552622
-5.19559780,1.65600003,0.01979425,0.08486626,0.33762531,0.41833161,0.02588872,0.81203483,0.45380077,0.09477941
-5.18959480,1.51748618,0.01758162,0.07486845,0.31543434,0.38406406,0.02286419,0.75064539,0.42938804,0.08592541
-5.18359180,1.40906608,0.01563726,0.06657887,0.29980516,0.35685343,0.02021618,0.70392706,0.41407725,0.07889079
-5.17758879,1.32962036,0.01396093,0.05988691,0.29040753,0.33655498,0.01795343,0.67137787,0.40743325,0.07358866
-5.17158579,1.27780374,0.01254872,0.05467570,0.28686423,0.32295730,0.01608152,0.65237727,0.40895332,0.06992159
-5.16558279,1.25208535,0.01139371,0.05082507,0.28875632,0.31579303,0.01460377,0.64620364,0.41807447,0.06778436
-5.15957979,1.25078469,0.01048656,0.04821397,0.29562764,0.31474887,0.01352204,0.65204997,0.43417948,0.06706621
-5.15357679,1.27210300,0.00981617,0.04672251,0.30698864,0.31947475,0.01283753,0.66903788,0.45660232,0.06765274
-5.14757379,1.31415085,0.00937017,0.04623345,0.32232006,0.32959208,0.01255127,0.69623029,0.48463337,0.06942754
-5.14157079,1.37497250,0.00913540,0.04663337,0.34107660,0.34470115,0.01266454,0.73264300,0.51752504,0.07227346
-5.13556778,1.45256781,0.00909829,0.04781357,0.36269111,0.36438771,0.01317902,0.77725579,0.55449831,0.07607379
-5.12956478,1.54491269,0.00924516,0.04967063,0.38657952,0.38822886,0.01409671,0.82902330,0.59475068,0.08071322
-5.12356178,1.64997887,0.00956241,0.05210691,0.41214668,0.41579840,0.01541965,0.88688614,0.63746580,0.08607873
-5.11755878,1.76575356,0.01003665,0.05503086,0.43879332,0.44667167,0.01714936,0.94978257,0.68182499,0.09206050
-5.11155578,1.89025943,0.01065476,0.05835729,0.46592411,0.48043010,0.01928618,1.01666071,0.72702060,0.09855280
-5.10555278,2.02157528,0.01140385,0.06200771,0.49295680,0.51666537,0.02182837,1.08649151,0.77227103,0.10545490
-5.09954977,2.15785715,0.01227121,0.06591052,0.51933209,0.55498333,0.02477114,1.15828220,0.81683703,0.11267207
-5.09354677,2.29735967,0.01324420,0.07000139,0.54452419,0.59500768,0.02810563,1.23109006,0.86003874,0.12011654
-5.08754377,2.43845723,0.01431011,0.07422353,0.56805146,0.63638328,0.03181788,1.30403606,0.90127288,0.12770854
-5.08154077,2.57966435,0.01545605,0.07852804,0.58948689,0.67877912,0.03588790,1.37631813,0.94002914,0.13537732
-5.07553777,2.71965460,0.01666883,0.08287422,0.60846788,0.72189097,0.04028890,1.44722337,0.97590533,0.14306205
-5.06953477,2.85727741,0.01793484,0.08722991,0.62470499,0.76544344,0.04498668,1.51613898,1.00862022,0.15071270
-5.06353177,2.99157218,0.01924002,0.09157166,0.63798907,0.80919175,0.04993937,1.58256142,1.03802359,0.15829080
-5.05752876,3.12177921,0.02056985,0.09588489,0.64819677,0.85292293,0.05509743,1.64610345,1.06410274,0.16576998
-5.05152576,3.24734716,0.02190939,0.10016395,0.65529379,0.89645654,0.06040406,1.70649894,1.08698525,0.17313639
-5.04552276,3.36793665,0.02324342,0.10441196,0.65933602,0.93964505,0.06579599,1.76360525,1.10693756,0.18038887
-5.03951976,3.48342032,0.02455662,0.10864055,0.66046838,0.98237382,0.07120458,1.81740311,1.12435932,0.18753896
-5.03351676,3.59387902,0.02583383,0.11286940,0.65892141,1.02456071,0.07655738,1.86799428,1.13977374,0.19461064
-5.02751376,3.69959465,0.02706035,0.11712559,0.65500581,1.06615553,0.08177990,1.91559688,1.15381418,0.20163988
-5.02151076,3.80103972,0.02822229,0.12144279,0.64910512,1.10713916,0.08679770,1.96053878,1.16720739,0.20867398
-5.01550775,3.89886393,0.02930696,0.12586021,0.64166674,1.14752254,0.09153857,2.00324914,1.18075404,0.21577075
-5.00950475,3.99387802,0.03030329,0.13042147,0.63319181,1.18734530,0.09593483,2.04424839,1.19530721,0.22299741
-5.00350175,4.08703505,0.03120219,0.13517319,0.62422407,1.22667427,0.09992550,2.08413678,1.21174951,0.23042945
-4.99749875,4.17940938,0.03199692,0.14016359,0.61533811,1.26560148,0.10345838,2.12358167,1.23096958,0.23814920
-4.99149575,4.27217318,0.03268340,0.14544087,0.60712732,1.30424174,0.10649181,2.16330364,1.25383862,0.24624435
-4.98549275,4.36657089,0.03326044,0.15105167,0.60019188,1.34272964,0.10899604,2.20406157,1.28118767,0.25480631
-4.97948974,4.46389141,0.03372991,0.15703938,0.59512682,1.38121585,0.11095425,2.24663668,1.31378615,0.26392844
-4.97348674,4.56543830,0.03409674,0.16344264,0.59251057,1.41986270,0.11236289,2.29181567,1.35232210,0.27370424
-4.96748374,4.67249824,0.03436889,0.17029384,0.59289398,1.45883883,0.11323165,2.34037300,1.39738459,0.28422537
-4.96148074,4.78630798,0.03455719,0.17761784,0.59679010,1.49831318,0.11358276,2.39305251,1.44944861,0.29557978
-4.95547774,4.90802048,0.03467501,0.18543091,0.60466457,1.53844815,0.11344987,2.45054863,1.50886247,0.30784969
-4.94947474,5.03867085,0.03473799,0.19373990,0.61692705,1.57939225,0.11287641,2.51348753,1.57583818,0.32110973
-4.94347174,5.17914309,0.03476350,0.20254181,0.63392349,1.62127231,0.11191364,2.58240855,1.65044458,0.33542509
-4.93746873,5.33013865,0.03477024,0.21182365,0.65592952,1.66418574,0.11061841,2.65774661,1.73260354,0.35084988
-4.93146573,5.49214806,0.03477767,0.22156273,0.68314503,1.70819289,0.10905074,2.73981605,1.82208916,0.36742565
-4.92546273,5.66542683,0.03480552,0.23172735,0.71569013,1.75331021,0.10727150,2.82879665,1.91852995,0.38518017
-4.91945973,5.84997695,0.03487331,0.24227780,0.75360253,1.79950419,0.10534005,2.92472253,2.02141411,0.40412652
-4.91345673,6.04553504,0.03499988,0.25316781,0.79683657,1.84668684,0.10331221,3.02747449,2.13009779,0.42426252
-4.90745373,6.25156805,0.03520304,0.26434623,0.84526406,1.89471274,0.10123849,3.13677632,2.24381629,0.44557055
-4.90145073,6.46727723,0.03549924,0.27575897,0.89867684,1.94337796,0.09916273,3.25219574,2.36169811,0.46801771
-4.89544772,6.69161059,0.03590335,0.28735109,0.95679131,1.99242111,0.09712116,3.37314979,2.48278172,0.49155642
-4.88944472,6.92328367,0.03642852,0.29906893,1.01925474,2.04152650,0.09514195,3.49891520,2.60603466,0.51612529
-4.88344172,7.16080807,0.03708609,0.31086220,1.08565327,2.09032934,0.09324516,3.62864299,2.73037472,0.54165041
-4.87743872,7.40252669,0.03788559,0.32268592,1.15552137,2.13842286,0.09144313,3.76137739,2.85469268,0.56804672
-4.87143572,7.64665412,0.03883471,0.33450199,1.22835248,2.18536709,0.08974124,3.89607783,2.97787597,0.59521971
-4.86543272,7.89132054,0.03993936,0.34628053,1.30361034,2.23069889,0.08813889,4.03164351,3.09883257,0.62306696
-4.85942971,8.13461675,0.04120369,0.35800062,1.38074050,2.27394279,0.08663073,4.16693918,3.21651430,0.65147979
-4.85342671,8.37463838,0.04263006,0.36965057,1.45918159,2.31462229,0.08520792,4.30082109,3.32993864,0.68034460
-4.84742371,8.60952680,0.04421904,0.38122751,1.53837569,2.35227093,0.08385947,4.43216161,3.43820811,0.70954396
-4.84142071,8.83750477,0.04596927,0.39273648,1.61777724,2.38644280,0.08257341,4.55987172,3.54052638,0.73895732
-4.83541771,9.05690487,0.04787732,0.40418872,1.69686010,2.41672198,0.08133790,4.68291977,3.63621024,0.76846116
-4.82941471,9.26618946,0.04993751,0.41559953,1.77512232,2.44273059,0.08014206,4.80034614,3.72469684,0.79792874
-4.82341171,9.46396125,0.05214163,0.42698549,1.85208845,2.46413513,0.07897659,4.91127281,3.80554567,0.82722927
-4.81740870,9.64896432,0.05447867,0.43836126,1.92730933,2.48065102,0.07783418,5.01490787,3.87843519,0.85622665
-4.81140570,9.82007621,0.05693457,0.44973615,2.00035947,2.49204531,0.07670956,5.11054492,3.94315421,0.88477785
-4.80540270,9.97629216,0.05949195,0.46111047,2.07083250,2.49813758,0.07559943,5.19755805,3.99958847,0.91273104
-4.79939970,10.11670353,0.06212991,0.47247194,2.13833507,2.49879942,0.07450213,5.27539312,4.04770324,0.93992380
-4.79339670,10.24047283,0.06482396,0.48379233,2.20248011,2.49395260,0.07341724,5.34355668,4.08752302,0.96618148
-4.78739370,10.34680815,0.06754599,0.49502461,2.26288014,2.48356649,0.07234499,5.40160389,4.11910975,0.99131609
-4.78139070,10.43494002,0.07026441,0.50610063,2.31914160,2.46765514,0.07128574,5.44912709,4.14254094,1.01512589
-4.77538769,10.50410388,0.07294446,0.51692973,2.37086107,2.44627437,0.07023942,5.48574654,4.15788949,1.03739606
-4.76938469,10.55353077,0.07554862,0.52739836,2.41762423,2.41951945,0.06920506,5.51110487,4.16520653,1.05790053
-4.76338169,10.58244852,0.07803727,0.53737075,2.45900824,2.38752348,0.06818046,5.52486645,4.16450899,1.07640516
-4.75737869,10.59009514,0.08036939,0.54669089,2.49458787,2.35045703,0.06716197,5.52672248,4.15577269,1.09267243
-4.75137569,10.57574491,0.08250347,0.55518567,2.52394568,2.30852888,0.06614441,5.51640242,4.13893196,1.10646751
-4.74537269,10.53874690,0.08439851,0.56266927,2.54668608,2.26198800,0.06512123,5.49369130,4.11388604,1.11756564
-4.73936968,10.47857468,0.08601505,0.56894855,2.56245271,2.21112660,0.06408475,5.45845271,4.08051197,1.12576062
-4.73336668,10.39488465,0.08731627,0.57382940,2.57094846,2.15628393,0.06302654,5.41065585,4.03868352,1.13087403
-4.72736368,10.28757990,0.08826908,0.57712370,2.57195712,2.09785047,0.06193801,5.35040533,3.98829469,1.13276476
-4.72136068,10.15687549,0.08884510,0.57865668,2.56536514,2.03627198,0.06081090,5.27797148,3.92928661,1.13133843
-4.71535768,10.00336085,0.08902165,0.57827423,2.55118245,1.97205286,0.05963796,5.19381913,3.86167562,1.12655597
-4.70935468,9.82805448,0.08878244,0.57584994,2.52956053,1.90575829,0.05841357,5.09863224,3.78558081,1.11844117
-4.70335168,9.63244669,0.08811829,0.57129144,2.50080663,1.83801462,0.05713425,4.99333235,3.70124873,1.10708622
-4.69734867,9.41852606,0.08702747,0.56454569,2.46539257,1.76950748,0.05579922,4.87908874,3.60907356,1.09265518
-4.69134567,9.18878655,0.08551591,0.55560298,2.42395750,1.70097728,0.05441071,4.75731861,3.50961088,1.07538478
-4.68534267,8.94621267,0.08359720,0.54449940,2.37730350,1.63321193,0.05297423,4.62967621,3.40358387,1.05558236
-4.67933967,8.69424167,0.08129229,0.53131753,2.32638410,1.56703647,0.05149863,4.49803042,3.29188110,1.03362085
-4.67333667,8.43670277,0.07862903,0.51618545,2.27228554,1.50330004,0.04999601,4.36443086,3.17554557,1.00993085
-4.66733367,8.17773471,0.07564152,0.49927391,2.21620142,1.44286009,0.04848150,4.23106335,3.05575546,0.98498996
-4.66133067,7.92168437,0.07236917,0.48079188,2.15940152,1.38656439,0.04697281,4.10019628,2.93379709,0.95930974
-4.65532766,7.67299009,0.06885579,0.46098071,2.10319614,1.33523146,0.04548971,3.97411966,2.81103169,0.93342084
-4.64932466,7.43605431,0.06514844,0.44010696,2.04889734,1.28962990,0.04405338,3.85507950,2.68885743,0.90785681
-4.64332166,7.21511094,0.06129626,0.41845458,1.99777886,1.25045754,0.04268566,3.74521021,2.56866865,0.88313727
