energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,V_p_up,V_p_down,V_d_up,V_d_down
-2.42221111,3.26346229,-1.65148240,0.24561876,-0.10064971,2.00128298,-0.79147710,0.00092355,-0.00022802,0.06249235,-0.03017730,0.00617949,-0.00758588,0.41310643,-0.10940803,0.81118758,-0.55489647,0.71816572,-0.54687477
-2.41620810,3.25711435,-1.78376397,0.24189294,-0.10837698,1.95943776,-0.84195199,0.00093073,-0.00024924,0.06189796,-0.03265039,0.00633480,-0.00819446,0.40238602,-0.11962657,0.84050408,-0.61137579,0.74571596,-0.59935421
-2.41020510,3.25905777,-1.92088259,0.23857915,-0.11638382,1.92247251,-0.89394132,0.00093854,-0.00027095,0.06124563,-0.03512974,0.00650710,-0.00880094,0.39127069,-0.13029938,0.87290288,-0.67074949,0.77601515,-0.65370777
-2.40420210,3.26960172,-2.06128504,0.23571096,-0.12458109,1.89058685,-0.94675411,0.00094670,-0.00029299,0.06055169,-0.03758329,0.00669455,-0.00939633,0.37990043,-0.14134195,0.90835737,-0.73249127,0.80912035,-0.70936440
-2.39819910,3.28885886,-2.20328443,0.23330887,-0.13287346,1.86384798,-0.99966379,0.00095495,-0.00031515,0.05983134,-0.03997821,0.00689504,-0.00997141,0.36840420,-0.15265839,0.94680481,-0.79599003,0.84504001,-0.76569540
-2.39219610,3.31673912,-2.34509589,0.23138018,-0.14116140,1.84219367,-1.05192598,0.00096305,-0.00033723,0.05909822,-0.04228163,0.00710623,-0.01051694,0.35689811,-0.16414264,0.98814210,-0.86055931,0.88372739,-0.82202725
-2.38619310,3.35294585,-2.48487762,0.22991903,-0.14934336,1.82543774,-1.10279765,0.00097078,-0.00035905,0.05836412,-0.04446140,0.00732560,-0.01102397,0.34548407,-0.17567997,1.03222053,-0.92545056,0.92507416,-0.87765684
-2.38019010,3.39697473,-2.62077623,0.22890663,-0.15731799,1.81327773,-1.15155679,0.00097796,-0.00038042,0.05763876,-0.04648687,0.00755046,-0.01148405,0.33424903,-0.18714887,1.07884001,-0.98986964,0.96890477,-0.93186885
-2.37418709,3.44811599,-2.75097455,0.22831177,-0.16498655,1.80530454,-1.19752179,0.00098441,-0.00040117,0.05692959,-0.04832974,0.00777800,-0.01188949,0.32326448,-0.19842322,1.12774310,-1.05299635,1.01497175,-0.98395458
-2.36818409,3.50546005,-2.87374012,0.22809144,-0.17225516,1.80101383,-1.24006973,0.00098999,-0.00042115,0.05624173,-0.04996475,0.00800528,-0.01223362,0.31258655,-0.20937466,1.17860948,-1.11400623,1.06295262,-1.03323148
-2.36218109,3.56790730,-2.98747235,0.22819168,-0.17903699,1.79981892,-1.27865274,0.00099458,-0.00044023,0.05557789,-0.05137037,0.00822926,-0.01251098,0.30225626,-0.21987524,1.23105141,-1.17209385,1.11244870,-1.07906280
-2.35617809,3.63418225,-3.09074644,0.22854868,-0.18525413,1.80106491,-1.31281162,0.00099806,-0.00045832,0.05493849,-0.05252942,0.00844683,-0.01271751,0.29230018,-0.22980012,1.28461084,-1.22649684,1.16298624,-1.12087619
-2.35017509,3.70285247,-3.18235212,0.22908997,-0.19083931,1.80404391,-1.34218627,0.00100032,-0.00047532,0.05432178,-0.05342951,0.00865481,-0.01285067,0.28273134,-0.23903033,1.33875874,-1.27651933,1.21402018,-1.15818081
-2.34417209,3.77235230,-3.26132556,0.22973591,-0.19573715,1.80801096,-1.36652243,0.00100126,-0.00049120,0.05372400,-0.05406339,0.00884997,-0.01290952,0.27355028,-0.24745550,1.39289706,-1.32155414,1.26494081,-1.19058182
-2.33816908,3.84101156,-3.32697310,0.23040136,-0.19990508,1.81220063,-1.38567448,0.00100076,-0.00050592,0.05313978,-0.05442914,0.00902909,-0.01289478,0.26474637,-0.25497646,1.44636382,-1.36110241,1.31508322,-1.21779186
-2.33216608,3.90708873,-3.37888569,0.23099742,-0.20331384,1.81584386,-1.39960421,0.00099871,-0.00051948,0.05256237,-0.05453018,0.00918899,-0.01280875,0.25629926,-0.26150764,1.49844142,-1.39478987,1.36373969,-1.23963872
-2.32616308,3.96880838,-3.41694345,0.23143350,-0.20594756,1.81818506,-1.40837589,0.00099498,-0.00053190,0.05198414,-0.05437518,0.00932657,-0.01265525,0.24818048,-0.26697916,1.54836819,-1.42237884,1.41017457,-1.25606903
-2.32016008,4.02440176,-3.44131032,0.23161939,-0.20780344,1.81849883,-1.41214774,0.00098944,-0.00054321,0.05139700,-0.05397773,0.00943886,-0.01243947,0.24035514,-0.27133852,1.59535313,-1.44377538,1.45364137,-1.26714758
-2.31415708,4.07214980,-3.45241883,0.23146746,-0.20889106,1.81610640,-1.41116057,0.00098196,-0.00055345,0.05079284,-0.05335591,0.00952314,-0.01216781,0.23278373,-0.27455187,1.63859332,-1.45903111,1.49340153,-1.27305237
-2.30815408,4.11042704,-3.45094605,0.23089489,-0.20923140,1.81039114,-1.40572395,0.00097241,-0.00056267,0.05016402,-0.05253176,0.00957695,-0.01184760,0.22542398,-0.27660480,1.67729344,-1.46833946,1.52874405,-1.27406562
-2.30215108,4.13774505,-3.43778155,0.22982589,-0.20885555,1.80081296,-1.39620093,0.00096066,-0.00057092,0.04950386,-0.05153053,0.00959822,-0.01148689,0.21823270,-0.27750253,1.71068689,-1.47202654,1.55900545,-1.27056096
-2.29614807,4.15279386,-3.41398912,0.22819377,-0.20780326,1.78692110,-1.38299181,0.00094663,-0.00057825,0.04880699,-0.05037996,0.00958529,-0.01109415,0.21116760,-0.27726953,1.73805741,-1.47053686,1.58358906,-1.26298764
-2.29014507,4.15447963,-3.38076375,0.22594288,-0.20612136,1.76836496,-1.36651799,0.00093023,-0.00058471,0.04806974,-0.04910939,0.00953701,-0.01067802,0.20418907,-0.27594864,1.75876043,-1.46441452,1.60198288,-1.25185223
-2.28414207,4.14195705,-3.33938605,0.22303030,-0.20386209,1.74490257,-1.34720651,0.00091142,-0.00059031,0.04729038,-0.04774891,0.00945279,-0.01024700,0.19726168,-0.27359962,1.77224327,-1.45428075,1.61377528,-1.23769873
-2.27813907,4.11465492,-3.29117582,0.21942715,-0.20108148,1.71640631,-1.32547588,0.00089022,-0.00059510,0.04646931,-0.04632846,0.00933265,-0.00980919,0.19035561,-0.27029710,1.77806315,-1.44080870,1.61866776,-1.22108804
-2.27213607,4.07229379,-3.23744699,0.21511957,-0.19783774,1.68286556,-1.30172408,0.00086665,-0.00059908,0.04560911,-0.04487696,0.00917721,-0.00937209,0.18344774,-0.26612833,1.77590228,-1.42469674,1.61648427,-1.20257756
-2.26613307,4.01489469,-3.17946571,0.21010927,-0.19418984,1.64438618,-1.27631876,0.00084084,-0.00060226,0.04471448,-0.04342150,0.00898775,-0.00894239,0.17652243,-0.26119033,1.76557931,-1.40664144,1.60717656,-1.18270193
-2.26013007,3.94277833,-3.11841330,0.20441353,-0.19019621,1.60118644,-1.24959028,0.00081293,-0.00060461,0.04379203,-0.04198659,0.00876614,-0.00852580,0.16957200,-0.25558706,1.74705660,-1.38731142,1.59082545,-1.16195564
-2.25412706,3.85655478,-3.05535537,0.19806485,-0.18591364,1.55358982,-1.22182760,0.00078312,-0.00060613,0.04285003,-0.04059358,0.00851486,-0.00812697,0.16259682,-0.24942634,1.72044299,-1.36732344,1.56763781,-1.14077828
-2.24812406,3.75710381,-2.99121839,0.19110994,-0.18139640,1.50201444,-1.19327698,0.00075167,-0.00060679,0.04189799,-0.03926010,0.00823688,-0.00774940,0.15560500,-0.24281680,1.68599188,-1.34722162,1.53793959,-1.11954300
-2.24212106,3.64554676,-2.92677427,0.18360844,-0.17669563,1.44695969,-1.16414349,0.00071886,-0.00060654,0.04094617,-0.03799974,0.00793562,-0.00739545,0.14861181,-0.23586510,1.64409482,-1.32746081,1.50216500,-1.09854846
-2.23611806,3.52321091,-2.86263338,0.17563114,-0.17185894,1.38899044,-1.13459500,0.00068503,-0.00060536,0.04000506,-0.03682184,0.00761487,-0.00706639,0.14163870,-0.22867325,1.59527076,-1.30839479,1.46084252,-1.07801477
-2.23011506,3.39158808,-2.79924583,0.16725787,-0.16693027,1.32871941,-1.10476820,0.00065050,-0.00060320,0.03908482,-0.03573144,0.00727865,-0.00676245,0.13471214,-0.22133648,1.54015153,-1.29026983,1.41457837,-1.05808310
-2.22411206,3.25228899,-2.73691072,0.15857517,-0.16194996,1.26678833,-1.07477643,0.00061565,-0.00060002,0.03819468,-0.03472943,0.00693112,-0.00648297,0.12786214,-0.21394143,1.47946420,-1.27322359,1.36403796,-1.03881917
-2.21810905,3.10699548,-2.67579239,0.14967381,-0.15695505,1.20384878,-1.04471859,0.00058084,-0.00059579,0.03734241,-0.03381279,0.00657646,-0.00622653,0.12112083,-0.20656492,1.41401096,-1.25728958,1.30992649,-1.02022002
-2.21210605,2.95741245,-2.61594268,0.14064625,-0.15197972,1.14054332,-1.01468873,0.00054641,-0.00059047,0.03653389,-0.03297503,0.00621879,-0.00599110,0.11452079,-0.19927333,1.34464749,-1.24240647,1.25296911,-1.00222380
-2.20610305,2.80522165,-2.55732777,0.13158411,-0.14705593,1.07748783,-0.98478570,0.00051269,-0.00058406,0.03577267,-0.03220673,0.00586199,-0.00577427,0.10809359,-0.19212238,1.27226062,-1.22843194,1.19389182,-0.98472184
-2.20010005,2.65203897,-2.49985811,0.12257585,-0.14221416,1.01525559,-0.95512244,0.00047999,-0.00057653,0.03505972,-0.03149618,0.00550970,-0.00557339,0.10186837,-0.18515760,1.19774608,-1.21516004,1.13340348,-0.96757239
-2.19409705,2.49937689,-2.44341973,0.11370466,-0.13748415,0.95436399,-0.92583432,0.00044859,-0.00056790,0.03439334,-0.03083006,0.00516518,-0.00538579,0.09587062,-0.17841518,1.12198729,-1.20234119,1.07217985,-0.95061526
-2.18809405,2.34861337,-2.38790534,0.10504662,-0.13289581,0.89526400,-0.89708606,0.00041871,-0.00055817,0.03376907,-0.03019425,0.00483128,-0.00520890,0.09012119,-0.17192317,1.04583577,-1.18970363,1.01085000,-0.93368663
-2.18209105,2.20096806,-2.33324359,0.09666928,-0.12847991,0.83833301,-0.86907708,0.00039056,-0.00054738,0.03317995,-0.02957453,0.00451039,-0.00504047,0.08463566,-0.16570311,0.97009378,-1.17697532,0.94998549,-0.91663323
-2.17608804,2.05748628,-2.27942498,0.08863057,-0.12426891,0.78387105,-0.84204476,0.00036430,-0.00053560,0.03261674,-0.02895736,0.00420442,-0.00487864,0.07942389,-0.15977163,0.89549975,-1.16390491,0.89009251,-0.89932525
-2.17008504,1.91903090,-2.22652316,0.08097818,-0.12029756,0.73210046,-0.81626557,0.00034004,-0.00052288,0.03206833,-0.02833051,0.00391482,-0.00472207,0.07448998,-0.15414232,0.82271670,-1.15028091,0.83160710,-0.88166740
-2.16408204,1.78628185,-2.17471064,0.07374928,-0.11660332,0.68316860,-0.79205394,0.00031787,-0.00050934,0.03152230,-0.02768374,0.00364258,-0.00456999,0.06983253,-0.14882737,0.75232389,-1.13594809,0.77489321,-0.86360751
-2.15807904,1.65974243,-2.12426809,0.06697072,-0.11322672,0.63715358,-0.76975887,0.00029787,-0.00049509,0.03096549,-0.02700919,0.00338829,-0.00442230,0.06544507,-0.14383917,0.68481157,-1.12082017,0.72024354,-0.84514253
-2.15207604,1.53975171,-2.07558695,0.06065945,-0.11021137,0.59407216,-0.74975836,0.00028005,-0.00048029,0.03038461,-0.02630184,0.00315216,-0.00427950,0.06131682,-0.13919156,0.62057894,-1.10488842,0.66788268,-0.82632157
-2.14607304,1.42650154,-2.02916511,0.05482331,-0.10760381,0.55388955,-0.73245181,0.00026446,-0.00046509,0.02976693,-0.02555970,0.00293409,-0.00414272,0.05743351,-0.13490083,0.55993486,-1.08822567,0.61797223,-0.80724595
-2.14007004,1.32005716,-1.98559606,0.04946202,-0.10545306,0.51653027,-0.71825075,0.00025111,-0.00044970,0.02910087,-0.02478388,0.00273375,-0.00401368,0.05377846,-0.13098626,0.50310104,-1.07098582,0.57061738,-0.78806643
-2.13406703,1.22037972,-1.94555192,0.04456836,-0.10380990,0.48188950,-0.70756801,0.00024000,-0.00043433,0.02837658,-0.02397860,0.00255063,-0.00389460,0.05033348,-0.12747032,0.45021742,-1.05339864,0.52587447,-0.76897779
-2.12806403,1.12734964,-1.90976121,0.04012935,-0.10272595,0.44984422,-0.70080580,0.00023117,-0.00041921,0.02758643,-0.02315094,0.00238409,-0.00378811,0.04708000,-0.12437843,0.40134910,-1.03576064,0.48375911,-0.75021117
-2.12206103,1.04078937,-1.87898235,0.03612758,-0.10225240,0.42026378,-0.69834298,0.00022462,-0.00040459,0.02672538,-0.02231056,0.00223346,-0.00369716,0.04399994,-0.12173829,0.35649461,-1.01842216,0.44425426,-0.73202448
-2.11605803,0.96048453,-1.85397398,0.03254245,-0.10243860,0.39301904,-0.70052204,0.00022038,-0.00039073,0.02579123,-0.02146927,0.00209805,-0.00362491,0.04107655,-0.11957891,0.31559480,-1.00177163,0.40731806,-0.71469155
-2.11005503,0.88620260,-1.83546348,0.02935128,-0.10333038,0.36799011,-0.70763594,0.00021848,-0.00037788,0.02478475,-0.02064054,0.00197722,-0.00357460,0.03829511,-0.11792931,0.27854215,-0.98621769,0.37289096,-0.69849049
-2.10405203,0.81770852,-1.82411483,0.02653042,-0.10496830,0.34507223,-0.71991552,0.00021896,-0.00036631,0.02370969,-0.01983892,0.00187037,-0.00354939,0.03564341,-0.11681701,0.24519004,-0.97217008,0.34090196,-0.68369173
-2.09804902,0.75477683,-1.82049712,0.02405611,-0.10738570,0.32417965,-0.73751745,0.00022187,-0.00035625,0.02257264,-0.01907942,0.00177701,-0.00355229,0.03311211,-0.11626630,0.21536165,-0.96002019,0.31127378,-0.67054636
-2.09204602,0.69720021,-1.82505499,0.02190522,-0.11060678,0.30524774,-0.76051351,0.00022722,-0.00034793,0.02138276,-0.01837694,0.00169671,-0.00358600,0.03069485,-0.11629659,0.18885829,-0.95012216,0.28392690,-0.65927524
-2.08604302,0.64479466,-1.83808199,0.02005582,-0.11464464,0.28823331,-0.78888118,0.00023504,-0.00034155,0.02015148,-0.01774562,0.00162914,-0.00365278,0.02838824,-0.11692057,0.16546687,-0.94277530,0.25878247,-0.65005918
-2.08004002,0.59740163,-1.85969791,0.01848764,-0.11949945,0.27311338,-0.82249612,0.00024533,-0.00033728,0.01889209,-0.01719827,0.00157405,-0.00375437,0.02619174,-0.11814268,0.14496655,-0.93820860,0.23576420,-0.64303072
-2.07403702,0.55488743,-1.88983083,0.01718229,-0.12515676,0.25988290,-0.86112663,0.00025807,-0.00033524,0.01761926,-0.01674587,0.00153123,-0.00389187,0.02410732,-0.11995761,0.12713438,-0.93656794,0.21479928,-0.63826758
-2.06803402,0.51714083,-1.92820472,0.01612342,-0.13158608,0.24855154,-0.90443065,0.00027319,-0.00033551,0.01634861,-0.01639712,0.00150049,-0.00406565,0.02213916,-0.12234910,0.11174992,-0.93790631,0.19581858,-0.63578802
-2.06203102,0.48406925,-1.97433290,0.01529680,-0.13873977,0.23914027,-0.95195524,0.00029060,-0.00033809,0.01509620,-0.01615806,0.00148170,-0.00427529,0.02029322,-0.12528911,0.09859901,-0.94217766,0.17875623,-0.63554831
-2.05602801,0.45559433,-2.02751786,0.01469029,-0.14655235,0.23167778,-1.00313903,0.00031014,-0.00034297,0.01387812,-0.01603185,0.00147466,-0.00451953,0.01857679,-0.12873726,0.08747658,-0.94923424,0.16354887,-0.63744218
-2.05002501,0.43164759,-2.08685757,0.01429376,-0.15494029,0.22619741,-1.05731766,0.00033162,-0.00035003,0.01271013,-0.01601857,0.00147921,-0.00479623,0.01699812,-0.13264075,0.07818877,-0.95882765,0.15013468,-0.64130226
-2.04402201,0.41216650,-2.15125838,0.01409904,-0.16380235,0.22273470,-1.11373247,0.00035476,-0.00035913,0.01160725,-0.01611520,0.00149512,-0.00510238,0.01556602,-0.13693475,0.07055433,-0.97061357,0.13845235,-0.64690350
-2.03801901,0.39709170,-2.21945427,0.01409980,-0.17302054,0.22132585,-1.17154235,0.00037926,-0.00037004,0.01058359,-0.01631566,0.00152218,-0.00543408,0.01428955,-0.14154317,0.06440549,-0.98415974,0.12844026,-0.65396838
-2.03201601,0.38636541,-2.29003230,0.01429153,-0.18246166,0.22200735,-1.22983882,0.00040475,-0.00038249,0.00965211,-0.01661101,0.00156014,-0.00578662,0.01317775,-0.14637994,0.05958841,-0.99895712,0.12003571,-0.66217370
-2.02601301,0.37993138,-2.36146371,0.01467145,-0.19197957,0.22481664,-1.28766417,0.00043081,-0.00039615,0.00882453,-0.01698969,0.00160880,-0.00615454,0.01223947,-0.15135078,0.05596327,-1.01443370,0.11317458,-0.67115885
-2.02001001,0.37773624,-2.43214006,0.01523852,-0.20141803,0.22979386,-1.34403238,0.00045700,-0.00041065,0.00811130,-0.01743789,0.00166799,-0.00653171,0.01148323,-0.15635530,0.05340416,-1.02997058,0.10779117,-0.68053533
-2.01400700,0.37973227,-2.50041358,0.01599345,-0.21061415,0.23698469,-1.39795242,0.00048283,-0.00042559,0.00752157,-0.01794000,0.00173768,-0.00691149,0.01091722,-0.16128958,0.05179871,-1.04491970,0.10381837,-0.68989720
-2.00800400,0.38588119,-2.56464072,0.01693872,-0.21940234,0.24644374,-1.44845337,0.00050781,-0.00044054,0.00706329,-0.01847912,0.00181798,-0.00728684,0.01054924,-0.16604894,0.05104770,-1.05862275,0.10118813,-0.69883230
-2.00200100,0.39615870,-2.62322771,0.01807860,-0.22761868,0.25823857,-1.49461075,0.00053144,-0.00045505,0.00674329,-0.01903759,0.00190923,-0.00765054,0.01038678,-0.17053102,0.05106456,-1.07043065,0.09983199,-0.70693387
-1.99599800,0.41055933,-2.67467675,0.01941917,-0.23510555,0.27245374,-1.53557312,0.00055324,-0.00046867,0.00656739,-0.01959759,0.00201203,-0.00799532,0.01043709,-0.17463889,0.05177477,-1.07972283,0.09968188,-0.71381237
-1.98999500,0.42910115,-2.71763132,0.02096830,-0.24171636,0.28919469,-1.57058815,0.00057278,-0.00048100,0.00654048,-0.02014173,0.00212734,-0.00831411,0.01070721,-0.17828425,0.05311526,-1.08592598,0.10067084,-0.71910698
-1.98399200,0.45182979,-2.75091911,0.02273557,-0.24732019,0.30859095,-1.59902711,0.00058965,-0.00049161,0.00666665,-0.02065364,0.00225652,-0.00860023,0.01120405,-0.18139040,0.05503375,-1.08853134,0.10273379,-0.72249663
-1.97798899,0.47882144,-2.77359071,0.02473214,-0.25180616,0.33079845,-1.62040678,0.00060355,-0.00050014,0.00694926,-0.02111849,0.00240135,-0.00884758,0.01193443,-0.18389502,0.05748809,-1.08711016,0.10580816,-0.72371010
-1.97198599,0.51018435,-2.78495269,0.02697053,-0.25508735,0.35600048,-1.63440772,0.00061423,-0.00050628,0.00739097,-0.02152348,0.00256409,-0.00905088,0.01290506,-0.18575248,0.06044543,-1.08132674,0.10983439,-0.72253476
-1.96598299,0.54605859,-2.78459346,0.02946426,-0.25710401,0.38440719,-1.64088809,0.00062155,-0.00050978,0.00799374,-0.02185829,0.00274745,-0.00920577,0.01412251,-0.18693571,0.06388145,-1.07094858,0.11475623,-0.71882381
-1.95997999,0.58661373,-2.77240055,0.03222745,-0.25782601,0.41625319,-1.63989204,0.00062550,-0.00051045,0.00875882,-0.02211534,0.00295463,-0.00930904,0.01559311,-0.18743736,0.06777944,-1.05585324,0.12052092,-0.71250143
-1.95397699,0.63204453,-2.74856830,0.03527426,-0.25725423,0.45179345,-1.63165219,0.00062617,-0.00050817,0.00968668,-0.02229003,0.00318925,-0.00935870,0.01732278,-0.18727030,0.07212934,-1.03603176,0.12707914,-0.70356582
-1.94797399,0.68256453,-2.71359528,0.03861827,-0.25542093,0.49129713,-1.61658562,0.00062378,-0.00050290,0.01077685,-0.02238084,0.00345529,-0.00935405,0.01931686,-0.18646728,0.07692670,-1.01158836,0.13438485,-0.69208977
-1.94197099,0.73839760,-2.66827109,0.04227170,-0.25238903,0.53503978,-1.59528343,0.00061867,-0.00049469,0.01202788,-0.02238925,0.00375703,-0.00929577,0.02157982,-0.18507985,0.08217164,-0.98273655,0.14239504,-0.67821869
-1.93596798,0.79976796,-2.61365273,0.04624466,-0.24825016,0.58329376,-1.56849380,0.00061131,-0.00048366,0.01343706,-0.02231966,0.00409889,-0.00918583,0.02411501,-0.18317644,0.08786762,-0.94979170,0.15106946,-0.66216616
-1.92996498,0.86688865,-2.55103101,0.05054422,-0.24312173,0.63631734,-1.53709910,0.00060229,-0.00046997,0.01500036,-0.02217902,0.00448536,-0.00902749,0.02692430,-0.18083975,0.09402038,-0.91316048,0.16037033,-0.64420696
-1.92396198,0.93994919,-2.48188829,0.05517358,-0.23714292,0.69434278,-1.50208768,0.00059233,-0.00045388,0.01671220,-0.02197655,0.00492080,-0.00882517,0.03000774,-0.17816348,0.10063671,-0.87332738,0.17026218,-0.62466786
-1.91795898,1.01910260,-2.40784887,0.06013115,-0.23047000,0.75756376,-1.46452147,0.00058223,-0.00043569,0.01856529,-0.02172319,0.00540928,-0.00858431,0.03336319,-0.17524849,0.10772330,-0.83083910,0.18071173,-0.60391647
-1.91195598,1.10445251,-2.33062395,0.06540978,-0.22327084,0.82612270,-1.42550036,0.00057289,-0.00041573,0.02055052,-0.02143111,0.00595441,-0.00831117,0.03698597,-0.17219873,0.11528567,-0.78628723,0.19168795,-0.58234853
-1.90595298,1.19604067,-2.25195332,0.07099596,-0.21571917,0.90009832,-1.38612501,0.00056529,-0.00039439,0.02265683,-0.02111309,0.00655915,-0.00801267,0.04086849,-0.16911688,0.12332707,-0.74029000,0.20316228,-0.56037420
-1.89994997,1.29383546,-2.17354625,0.07686920,-0.20798859,0.97949412,-1.34745935,0.00056045,-0.00037203,0.02487116,-0.02078196,0.00722566,-0.00769609,0.04499994,-0.16610009,0.13184751,-0.69347379,0.21510888,-0.53840378
-1.89394697,1.39772173,-2.09702377,0.08300163,-0.20024677,1.06422815,-1.31049451,0.00055946,-0.00034907,0.02717843,-0.02044998,0.00795509,-0.00736887,0.04936599,-0.16323594,0.14084287,-0.64645517,0.22750506,-0.51683358
-1.88794397,1.50749241,-2.02386500,0.08935765,-0.19264991,1.15412443,-1.27611553,0.00056342,-0.00032589,0.02956158,-0.02012831,0.00874747,-0.00703839,0.05394857,-0.16059878,0.15030413,-0.59982403,0.24033166,-0.49603240
-1.88194097,1.62284222,-1.95535957,0.09589395,-0.18533786,1.24890672,-1.24507233,0.00057342,-0.00030286,0.03200168,-0.01982649,0.00960155,-0.00671167,0.05872572,-0.15824673,0.16021666,-0.55412848,0.25357338,-0.47632928
-1.87593797,1.74336365,-1.89256828,0.10255963,-0.17842998,1.34819458,-1.21795616,0.00059056,-0.00028032,0.03447810,-0.01955210,0.01051474,-0.00639523,0.06367149,-0.15621940,0.17055977,-0.50986203,0.26721898,-0.45800307
-1.86993497,1.86854541,-1.83629343,0.10929673,-0.17202202,1.45150229,-1.19518249,0.00061589,-0.00025859,0.03696871,-0.01931039,0.01148303,-0.00609487,0.06875598,-0.15453646,0.18130620,-0.46745337,0.28126129,-0.44127408
-1.86393197,1.99777347,-1.78706010,0.11604084,-0.16618395,1.55824058,-1.17698111,0.00065040,-0.00023793,0.03945021,-0.01910418,0.01250099,-0.00581552,0.07394543,-0.15319716,0.19242201,-0.42725904,0.29569689,-0.42629840
-1.85792896,2.13033470,-1.74510903,0.12272217,-0.16095905,1.66772138,-1.16339374,0.00069503,-0.00021856,0.04189844,-0.01893371,0.01356175,-0.00556113,0.07920255,-0.15218081,0.20386645,-0.38955911,0.31052548,-0.41316490
-1.85192596,2.26542300,-1.71040115,0.12926667,-0.15636401,1.77916546,-1.15427932,0.00075060,-0.00020067,0.04428877,-0.01879681,0.01465712,-0.00533461,0.08448678,-0.15144815,0.21559208,-0.35455577,0.32574887,-0.40189510
-1.84592296,2.40214797,-1.68263355,0.13559751,-0.15239020,1.89171288,-1.14932657,0.00081783,-0.00018438,0.04659652,-0.01868900,0.01577765,-0.00513778,0.08975490,-0.15094356,0.22754517,-0.32237479,0.34136963,-0.39244592
-1.83991996,2.53954596,-1.66126575,0.14163667,-0.14900595,2.00443603,-1.14807329,0.00089731,-0.00016979,0.04879743,-0.01860386,0.01691282,-0.00497142,0.09496159,-0.15059811,0.23966621,-0.29306946,0.35738948,-0.38471503
-1.83391696,2.67659316,-1.64555508,0.14730666,-0.14615955,2.11635502,-1.14993157,0.00098947,-0.00015694,0.05086810,-0.01853332,0.01805118,-0.00483529,0.10006022,-0.15033305,0.25189072,-0.26662671,0.37380729,-0.37854858
-1.82791396,2.81222086,-1.63459947,0.15253243,-0.14378314,2.22645498,-1.15421750,0.00109461,-0.00014585,0.05278643,-0.01846822,0.01918058,-0.00472825,0.10500371,-0.15006377,0.26415029,-0.24297503,0.39061715,-0.37375099
-1.82191096,2.94533228,-1.62738545,0.15724314,-0.14179689,2.33370493,-1.16018440,0.00121282,-0.00013651,0.05453214,-0.01839871,0.02028842,-0.00464836,0.10974550,-0.14970400,0.27637386,-0.22199365,0.40780627,-0.37009616
-1.81590795,3.07482096,-1.62283932,0.16137407,-0.14011358,2.43707776,-1.16705777,0.00134405,-0.00012887,0.05608712,-0.01831483,0.02136193,-0.00459303,0.11424060,-0.14916996,0.28848921,-0.20352247,0.42535313,-0.36733974
-1.80990495,3.19959027,-1.61987912,0.16486829,-0.13864319,2.53557072,-1.17407066,0.00148804,-0.00012289,0.05743582,-0.01820699,0.02238838,-0.00455918,0.11844665,-0.14838427,0.30042469,-0.18737246,0.44322585,-0.36523180
-1.80390195,3.31857362,-1.61746512,0.16767827,-0.13729735,2.62822596,-1.18049788,0.00164435,-0.00011852,0.05856562,-0.01806647,0.02335541,-0.00454340,0.12232498,-0.14727962,0.31211098,-0.17333581,0.46138098,-0.36352934
-1.79789895,3.43075505,-1.61464680,0.16976722,-0.13599348,2.71415066,-1.18568761,0.00181235,-0.00011571,0.05946706,-0.01788585,0.02425129,-0.00454213,0.12584172,-0.14580173,0.32348310,-0.16119563,0.47976289,-0.36200815
-1.79189595,3.53518950,-1.61060434,0.17111016,-0.13465833,2.79253592,-1.18908921,0.00199125,-0.00011442,0.06013406,-0.01765938,0.02506517,-0.00455179,0.12896872,-0.14391177,0.33448224,-0.15073490,0.49830366,-0.36047346
-1.78589295,3.63102240,-1.60468318,0.17169467,-0.13323105,2.86267417,-1.19027616,0.00218009,-0.00011461,0.06056401,-0.01738323,0.02578733,-0.00456895,0.13168440,-0.14158795,0.34505759,-0.14174416,0.51692371,-0.35876894
-1.77988994,3.71750785,-1.59642034,0.17152129,-0.13166540,2.92397434,-1.18896345,0.00237775,-0.00011630,0.06075781,-0.01705574,0.02640939,-0.00459043,0.13397441,-0.13882637,0.35516793,-0.13402808,0.53553296,-0.35678381
-1.77388694,3.79402464,-1.58556194,0.17060354,-0.12993120,2.97597428,-1.18501875,0.00258299,-0.00011949,0.06071982,-0.01667746,0.02692450,-0.00461341,0.13583215,-0.13564100,0.36478285,-0.12741054,0.55403263,-0.35445769
-1.76788394,3.86008969,-1.57207145,0.16896756,-0.12801510,3.01835015,-1.17846739,0.00279445,-0.00012424,0.06045772,-0.01625117,0.02732749,-0.00463551,0.13725892,-0.13206291,0.37388359,-0.12173828,0.57231745,-0.35178314
-1.76188094,3.91536799,-1.55612896,0.16665136,-0.12592042,3.05092220,-1.16949114,0.00301068,-0.00013063,0.05998228,-0.01578180,0.02761496,-0.00465481,0.13826395,-0.12813889,0.38246328,-0.11688325,0.59027820,-0.34880586
