energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-6.00000000,1.88125182,0.53992685,0.31710146,0.01093459,0.17635037,1.42246480,0.71523735,0.73775443,0.00000000
-5.99399700,1.83425499,0.52405362,0.31922358,0.01154346,0.17251426,1.39438061,0.68836881,0.72017385,0.00000000
-5.98799400,1.78863391,0.50778430,0.32098829,0.01213141,0.16909672,1.36484687,0.66299831,0.70208538,0.00000000
-5.98199100,1.74508805,0.49136349,0.32236982,0.01268790,0.16618720,1.33447788,0.63952754,0.68374337,0.00000000
-5.97598799,1.70427731,0.47503451,0.32334513,0.01320276,0.16386609,1.30392762,0.61832301,0.66540150,0.00000000
-5.96998499,1.66681894,0.45903731,0.32389729,0.01366649,0.16220343,1.27387983,0.59971181,0.64731157,0.00000000
-5.96398199,1.63328836,0.44360725,0.32401908,0.01407064,0.16125821,1.24503963,0.58397971,0.62972362,0.00000000
-5.95797899,1.60422329,0.42897484,0.32371671,0.01440812,0.16107809,1.21812636,0.57137115,0.61288693,0.00000000
-5.95197599,1.58013031,0.41536581,0.32301335,0.01467351,0.16169958,1.19386735,0.56209102,0.59705171,0.00000000
-5.94597299,1.56149267,0.40300174,0.32195227,0.01486322,0.16314861,1.17299227,0.55630781,0.58247105,0.00000000
-5.93996998,1.54877848,0.39210050,0.32059924,0.01497574,0.16544130,1.15622740,0.55415773,0.56940263,0.00000000
-5.93396698,1.54244790,0.38287653,0.31904409,0.01501167,0.16858506,1.14428918,0.55574924,0.55810984,0.00000000
-5.92796398,1.54295833,0.37554050,0.31740125,0.01497375,0.17257960,1.13787664,0.56116774,0.54886182,0.00000000
-5.92196098,1.55076665,0.37029816,0.31580903,0.01486679,0.17741810,1.13766202,0.57047966,0.54193218,0.00000000
-5.91595798,1.56632782,0.36734828,0.31442764,0.01469749,0.18308814,1.14427925,0.58373586,0.53759607,0.00000000
-5.90995498,1.59008926,0.36687941,0.31343603,0.01447426,0.18957250,1.15831025,0.60097379,0.53612558,0.00000000
-5.90395198,1.62248087,0.36906564,0.31302740,0.01420685,0.19684974,1.18026886,0.62221832,0.53778328,0.00000000
-5.89794897,1.66390085,0.37406130,0.31340369,0.01390605,0.20489448,1.21058292,0.64748101,0.54281429,0.00000000
-5.89194597,1.71469767,0.38199487,0.31476910,0.01358327,0.21367735,1.24957490,0.67675791,0.55143693,0.00000000
-5.88594297,1.77514908,0.39296226,0.31732296,0.01325014,0.22316475,1.29744184,0.71002594,0.56383232,0.00000000
-5.87993997,1.84543902,0.40701994,0.32125206,0.01291806,0.23331830,1.35423566,0.74723807,0.58013366,0.00000000
-5.87393697,1.92563380,0.42417813,0.32672293,0.01259780,0.24409414,1.41984488,0.78831773,0.60041536,0.00000000
-5.86793397,2.01565887,0.44439459,0.33387425,0.01229915,0.25544214,1.49397903,0.83315269,0.62468302,0.00000000
-5.86193097,2.11527770,0.46756953,0.34280976,0.01203049,0.26730515,1.57615680,0.88158908,0.65286455,0.00000000
-5.85592796,2.22407423,0.49354180,0.35359198,0.01179862,0.27961824,1.66569938,0.93342590,0.68480333,0.00000000
-5.84992496,2.34144028,0.52208705,0.36623699,0.01160843,0.29230827,1.76172969,0.98841061,0.72025372,0.00000000
-5.84392196,2.46656914,0.55291797,0.38071070,0.01146283,0.30529366,1.86317842,1.04623622,0.75887955,0.00000000
-5.83791896,2.59845626,0.58568684,0.39692654,0.01136265,0.31848455,1.96879743,1.10654031,0.80025588,0.00000000
-5.83191596,2.73590757,0.61999065,0.41474507,0.01130669,0.33178340,2.07718038,1.16890619,0.84387418,0.00000000
-5.82591296,2.87755580,0.65537856,0.43397533,0.01129175,0.34508591,2.18679066,1.23286646,0.88915104,0.00000000
-5.81990995,3.02188441,0.69136167,0.45437809,0.01131286,0.35828250,2.29599559,1.29790893,0.93544026,0.00000000
-5.81390695,3.16725853,0.72742475,0.47567096,0.01136347,0.37126004,2.40310619,1.36348469,0.98204783,0.00000000
-5.80790395,3.31196182,0.76303956,0.49753512,0.01143576,0.38390394,2.50642077,1.42901817,1.02824956,0.00000000
-5.80190095,3.45423784,0.79767908,0.51962352,0.01152095,0.39610041,2.60427096,1.49391868,1.07331041,0.00000000
-5.79589795,3.59233407,0.83083224,0.54157035,0.01160965,0.40773880,2.69506802,1.55759286,1.11650493,0.00000000
-5.78989495,3.72454677,0.86201829,0.56300121,0.01169225,0.41871391,2.77734765,1.61945756,1.15713792,0.00000000
-5.78389195,3.84926457,0.89080033,0.58354383,0.01175927,0.42892810,2.84981118,1.67895236,1.19456427,0.00000000
-5.77788894,3.96500877,0.91679707,0.60283870,0.01180171,0.43829317,2.91136139,1.73555122,1.22820724,0.00000000
-5.77188594,4.07046869,0.93969263,0.62054942,0.01181141,0.44673183,2.96113130,1.78877260,1.25757430,0.00000000
-5.76588294,4.16453033,0.95924354,0.63637212,0.01178127,0.45417872,2.99850479,1.83818773,1.28226978,0.00000000
-5.75987994,4.24629744,0.97528289,0.65004368,0.01170552,0.46058106,3.02312806,1.88342661,1.30200383,0.00000000
-5.75387694,4.31510411,0.98772133,0.66134852,0.01157989,0.46589871,3.03491170,1.92418156,1.31659738,0.00000000
-5.74787394,4.37051885,0.99654502,0.67012348,0.01140170,0.47010398,3.03402354,1.96020855,1.32598282,0.00000000
-5.74187094,4.41234046,1.00181071,0.67626091,0.01116993,0.47318099,3.02087272,1.99132625,1.33020068,0.00000000
-5.73586793,4.44058649,1.00363823,0.67970966,0.01088518,0.47512487,2.99608636,2.01741333,1.32939249,0.00000000
-5.72986493,4.45547559,1.00220111,0.68047421,0.01054959,0.47594082,2.96047993,2.03840452,1.32379037,0.00000000
-5.72386193,4.45740522,0.99771571,0.67861188,0.01016670,0.47564323,2.91502334,2.05428576,1.31370410,0.00000000
-5.71785893,4.44692658,0.99042971,0.67422858,0.00974131,0.47425485,2.86080446,2.06508940,1.29950637,0.00000000
-5.71185593,4.42471845,0.98061062,0.66747315,0.00927922,0.47180628,2.79899205,2.07088964,1.28161709,0.00000000
-5.70585293,4.39156178,0.96853490,0.65853076,0.00878701,0.46833574,2.73080000,2.07179898,1.26048778,0.00000000
-5.69984992,4.34831662,0.95447850,0.64761572,0.00827181,0.46388911,2.65745444,2.06796599,1.23658659,0.00000000
-5.69384692,4.29590242,0.93870905,0.63496411,0.00774101,0.45852040,2.58016520,2.05957456,1.21038499,0.00000000
-5.68784392,4.23528281,0.92148029,0.62082644,0.00720207,0.45229248,2.50010252,2.04684474,1.18234653,0.00000000
-5.68184092,4.16745505,0.90302869,0.60546087,0.00666229,0.44527799,2.41837974,2.03003506,1.15291802,0.00000000
-5.67583792,4.09344415,0.88357254,0.58912707,0.00612857,0.43756042,2.33604196,2.00944588,1.12252361,0.00000000
-5.66983492,4.01430120,0.86331306,0.57208098,0.00560734,0.42923509,2.25406068,1.98542355,1.09156147,0.00000000
-5.66383192,3.93110497,0.84243746,0.55457062,0.00510437,0.42040996,2.17333348,1.95836453,1.06040312,0.00000000
-5.65782891,3.84496563,0.82112337,0.53683290,0.00462474,0.41120616,2.09468816,1.92871900,1.02939500,0.00000000
-5.65182591,3.75702920,0.79954421,0.51909148,0.00417274,0.40175790,2.01888990,1.89699327,0.99886172,0.00000000
-5.64582291,3.66848144,0.77787489,0.50155556,0.00375195,0.39221196,1.94665038,1.86375037,0.96911060,0.00000000
-5.63981991,3.58054964,0.75629728,0.48441936,0.00336518,0.38272633,1.87863737,1.82960829,0.94043676,0.00000000
-5.63381691,3.49450136,0.73500491,0.46786231,0.00301458,0.37346824,1.81548371,1.79523559,0.91312819,0.00000000
-5.62781391,3.41163897,0.71420651,0.45204953,0.00270169,0.36461146,1.75779444,1.76134407,0.88747024,0.00000000
-5.62181091,3.33328970,0.69412787,0.43713257,0.00242755,0.35633287,1.70615127,1.72867868,0.86374912,0.00000000
-5.61580790,3.26079089,0.67501199,0.42325014,0.00219277,0.34880856,1.66111386,1.69800474,0.84225384,0.00000000
-5.60980490,3.19547067,0.65711724,0.41052874,0.00199766,0.34220948,1.62321744,1.67009297,0.82327664,0.00000000
-5.60380190,3.13862473,0.64071368,0.39908301,0.00184230,0.33669690,1.59296686,1.64570285,0.80711150,0.00000000
-5.59779890,3.09149007,0.62607763,0.38901577,0.00172664,0.33241775,1.57082744,1.62556503,0.79405100,0.00000000
-5.59179590,3.05521692,0.61348480,0.38041772,0.00165056,0.32950030,1.55721294,1.61036352,0.78438145,0.00000000
-5.58579290,3.03084005,0.60320228,0.37336683,0.00161393,0.32805006,1.55247165,1.60071840,0.77837677,0.00000000
-5.57978989,3.01925084,0.59547987,0.36792739,0.00161665,0.32814638,1.55687123,1.59716984,0.77629117,0.00000000
-5.57378689,3.02117142,0.59054109,0.36414891,0.00165863,0.32983974,1.57058340,1.60016403,0.77835119,0.00000000
-5.56778389,3.03713197,0.58857441,0.36206484,0.00173983,0.33314985,1.59366941,1.61004146,0.78474737,0.00000000
-5.56178089,3.06745208,0.58972508,0.36169132,0.00186016,0.33806476,1.62606710,1.62702801,0.79562601,0.00000000
-5.55577789,3.11222685,0.59408788,0.36302595,0.00201948,0.34454079,1.66758041,1.65122898,0.81108123,0.00000000
-5.54977489,3.17131808,0.60170116,0.36604680,0.00221754,0.35250341,1.71787196,1.68262592,0.83114781,0.00000000
-5.54377189,3.24435065,0.61254245,0.37071160,0.00245382,0.36184894,1.77645912,1.72107647,0.85579501,0.00000000
-5.53776888,3.33071395,0.62652568,0.37695726,0.00272754,0.37244692,1.84271390,1.76631653,0.88492153,0.00000000
-5.53176588,3.42956800,0.64350023,0.38469974,0.00303749,0.38414302,1.91586671,1.81796474,0.91835194,0.00000000
-5.52576288,3.53985382,0.66325178,0.39383427,0.00338195,0.39676236,1.99501397,1.87552878,0.95583457,0.00000000
-5.51975988,3.66030754,0.68550494,0.40423599,0.00375865,0.41011304,2.07912934,1.93841306,0.99704110,0.00000000
-5.51375688,3.78947774,0.70992758,0.41576093,0.00416464,0.42398972,2.16707824,2.00592764,1.04156782,0.00000000
-5.50775388,3.92574552,0.73613674,0.42824739,0.00459626,0.43817718,2.25763529,2.07729802,1.08893869,0.00000000
-5.50175088,4.06734707,0.76370593,0.44151770,0.00504913,0.45245374,2.34950427,2.15167570,1.13861026,0.00000000
-5.49574787,4.21239837,0.79217370,0.45538033,0.00551812,0.46659438,2.44134000,2.22814948,1.18997840,0.00000000
-5.48974487,4.35892210,0.82105322,0.46963231,0.00599741,0.48037375,2.53177181,2.30575747,1.24238688,0.00000000
-5.48374187,4.50487642,0.84984268,0.48406201,0.00648054,0.49356892,2.61942808,2.38350014,1.29513771,0.00000000
-5.47773887,4.64818600,0.87803625,0.49845223,0.00696051,0.50596192,2.70296122,2.46035418,1.34750318,0.00000000
-5.47173587,4.78677489,0.90513532,0.51258357,0.00742994,0.51734222,2.78107297,2.53528771,1.39873945,0.00000000
-5.46573287,4.91860142,0.93065983,0.52623803,0.00788121,0.52750924,2.85253911,2.60727657,1.44810134,0.00000000
-5.45972986,5.04169458,0.95415926,0.53920284,0.00830663,0.53627476,2.91623345,2.67532189,1.49485816,0.00000000
-5.45372686,5.15419170,0.97522315,0.55127437,0.00869869,0.54346551,2.97115039,2.73846875,1.53831011,0.00000000
-5.44772386,5.25437648,0.99349070,0.56226219,0.00905024,0.54892591,3.01642555,2.79582546,1.57780470,0.00000000
-5.44172086,5.34071655,1.00865916,0.57199295,0.00935470,0.55252079,3.05135397,2.84658329,1.61275288,0.00000000
-5.43571786,5.41189944,1.02049088,0.58031417,0.00960630,0.55413825,3.07540523,2.89003588,1.64264402,0.00000000
-5.42971486,5.46686560,1.02881852,0.58709775,0.00980020,0.55369245,3.08823507,2.92559759,1.66705943,0.00000000
-5.42371186,5.50483705,1.03354842,0.59224293,0.00993270,0.55112620,3.08969287,2.95282013,1.68568365,0.00000000
-5.41770885,5.52534035,1.03466182,0.59567882,0.01000135,0.54641330,3.07982467,2.97140660,1.69831306,0.00000000
-5.41170585,5.52822246,1.03221396,0.59736612,0.01000501,0.53956029,3.05887142,2.98122212,1.70486138,0.00000000
-5.40570285,5.51365841,1.02633099,0.59729813,0.00994389,0.53060768,3.02726217,2.98230035,1.70536173,0.00000000
-5.39969985,5.48214999,1.01720474,0.59550082,0.00981954,0.51963024,2.98560237,2.97484550,1.69996497,0.00000000
-5.39369685,5.43451490,1.00508567,0.59203199,0.00963480,0.50673650,2.93465735,2.95922921,1.68893445,0.00000000
-5.38769385,5.37186635,0.99027400,0.58697954,0.00939366,0.49206717,2.87533143,2.93598233,1.67263709,0.00000000
-5.38169085,5.29558352,0.97310964,0.58045879,0.00910117,0.47579260,2.80864325,2.90578167,1.65153126,0.00000000
-5.37568784,5.20727354,0.95396104,0.57260904,0.00876324,0.45810916,2.73569805,2.86943194,1.62615174,0.00000000
-5.36968484,5.10872643,0.93321352,0.56358934,0.00838641,0.43923485,2.65765785,2.82784357,1.59709249,0.00000000
-5.36368184,5.00186427,0.91125751,0.55357375,0.00797772,0.41940406,2.57571051,2.78200692,1.56498770,0.00000000
-5.35767884,4.88868663,0.88847704,0.54274618,0.00754440,0.39886175,2.49103880,2.73296405,1.53049203,0.00000000
-5.35167584,4.77121411,0.86523901,0.53129499,0.00709374,0.37785735,2.40479045,2.68177879,1.49426064,0.00000000
-5.34567284,4.65143195,0.84188345,0.51940761,0.00663284,0.35663851,2.31805033,2.62950622,1.45692989,0.00000000
-5.33966983,4.53123579,0.81871522,0.50726524,0.00616846,0.33544500,2.23181553,2.57716266,1.41909937,0.00000000
-5.33366683,4.41238135,0.79599720,0.49503796,0.00570686,0.31450303,2.14697427,2.52569709,1.38131578,0.00000000
-5.32766383,4.29643964,0.77394532,0.48288026,0.00525366,0.29402012,2.06428905,2.47596494,1.34405942,0.00000000
-5.32166083,4.18475910,0.75272531,0.47092729,0.00481377,0.27418082,1.98438461,2.42870498,1.30773341,0.00000000
-5.31565783,4.07843568,0.73245126,0.45929179,0.00439134,0.25514332,1.90774086,2.38452010,1.27265612,0.00000000
-5.30965483,3.97829158,0.71318597,0.44806180,0.00398971,0.23703709,1.83469063,2.34386235,1.23905692,0.00000000
-5.30365183,3.88486303,0.69494281,0.43729934,0.00361141,0.21996157,1.76542231,2.30702273,1.20707506,0.00000000
-5.29764882,3.79839724,0.67768912,0.42703990,0.00325823,0.20398595,1.69998676,2.27412587,1.17676189,0.00000000
-5.29164582,3.71885820,0.66135081,0.41729278,0.00293123,0.18914987,1.63830824,2.24512966,1.14808582,0.00000000
-5.28564282,3.64594094,0.64581798,0.40804232,0.00263081,0.17546505,1.58019856,2.21982990,1.12094000,0.00000000
-5.27963982,3.57909357,0.63095134,0.39924987,0.00235682,0.16291771,1.52537398,2.19786962,1.09515218,0.00000000
-5.27363682,3.51754606,0.61658931,0.39085639,0.00210861,0.15147157,1.47347403,2.17875290,1.07049622,0.00000000
-5.26763382,3.46034493,0.60255527,0.38278575,0.00188513,0.14107130,1.42408153,2.16186275,1.04670499,0.00000000
-5.26163082,3.40639249,0.58866514,0.37494835,0.00168503,0.13164627,1.37674317,2.14648252,1.02348394,0.00000000
-5.25562781,3.35448952,0.57473471,0.36724516,0.00150673,0.12311445,1.33098994,2.13182026,1.00052494,0.00000000
-5.24962481,3.30337999,0.56058675,0.35957198,0.00134849,0.11538620,1.28635671,2.11703537,0.97751991,0.00000000
-5.24362181,3.25179641,0.54605764,0.35182368,0.00120852,0.10836799,1.24240049,2.10126666,0.95417379,0.00000000
-5.23761881,3.19850461,0.53100329,0.34389845,0.00108499,0.10196579,1.19871673,2.08366118,0.93021641,0.00000000
-5.23161581,3.14234635,0.51530426,0.33570174,0.00097609,0.09608807,1.15495334,2.06340271,0.90541289,0.00000000
-5.22561281,3.08227875,0.49886993,0.32714994,0.00088010,0.09064843,1.11082203,2.03973925,0.87957243,0.00000000
-5.21960980,3.01740912,0.48164150,0.31817355,0.00079540,0.08556766,1.06610674,2.01200840,0.85255502,0.00000000
-5.21360680,2.94702423,0.46359397,0.30871976,0.00072048,0.08077536,1.02066893,1.97965997,0.82427614,0.00000000
-5.20760380,2.87061314,0.44473676,0.29875446,0.00065399,0.07621101,0.97444985,1.94227488,0.79470926,0.00000000
-5.20160080,2.78788290,0.42511321,0.28826344,0.00059470,0.07182455,0.92746969,1.89957981,0.76388620,0.00000000
-5.19559780,2.69876670,0.40479884,0.27725293,0.00054154,0.06757655,0.87982381,1.85145703,0.73189530,0.00000000
-5.18959480,2.60342428,0.38389855,0.26574936,0.00049359,0.06343789,0.83167639,1.79794905,0.69887777,0.00000000
-5.18359180,2.50223472,0.36254278,0.25379837,0.00045007,0.05938917,0.78325172,1.73925793,0.66502212,0.00000000
-5.17758879,2.39578207,0.34088295,0.24146321,0.00041031,0.05541975,0.73482366,1.67573933,0.63055724,0.00000000
-5.17158579,2.28483433,0.31908614,0.22882251,0.00037379,0.05152669,0.68670369,1.60789154,0.59574413,0.00000000
-5.16558279,2.17031692,0.29732952,0.21596754,0.00034007,0.04771337,0.63922804,1.53633994,0.56086693,0.00000000
-5.15957979,2.05328140,0.27579446,0.20299915,0.00030880,0.04398821,0.59274453,1.46181750,0.52622322,0.00000000
-5.15357679,1.93487104,0.25466076,0.19002437,0.00027973,0.04036328,0.54759952,1.38514218,0.49211434,0.00000000
-5.14757379,1.81628436,0.23410119,0.17715303,0.00025265,0.03685293,0.50412553,1.30719195,0.45883581,0.00000000
-5.14157079,1.69873806,0.21427641,0.16449430,0.00022741,0.03347258,0.46262996,1.22887865,0.42666819,0.00000000
-5.13556778,1.58343073,0.19533066,0.15215340,0.00020392,0.03023759,0.42338525,1.15112136,0.39586888,0.00000000
-5.12956478,1.47150860,0.17738811,0.14022868,0.00018208,0.02716236,0.38662079,1.07482049,0.36666490,0.00000000
-5.12356178,1.36403438,0.16055016,0.12880892,0.00016184,0.02425948,0.35251681,1.00083336,0.33924693,0.00000000
-5.11755878,1.26196020,0.14489369,0.11797125,0.00014315,0.02153922,0.32120027,0.92995204,0.31376484,0.00000000
-5.11155578,1.16610538,0.13047019,0.10777947,0.00012596,0.01900912,0.29274288,0.86288412,0.29032469,0.00000000
-5.10555278,1.07713946,0.11730579,0.09828296,0.00011024,0.01667375,0.26716109,0.80023702,0.26898730,0.00000000
-5.09954977,0.99557081,0.10540219,0.08951619,0.00009595,0.01453469,0.24441801,0.74250592,0.24976841,0.00000000
-5.09354677,0.92174085,0.09473827,0.08149872,0.00008302,0.01259061,0.22442692,0.69006574,0.23264027,0.00000000
-5.08754377,0.85582368,0.08527232,0.07423569,0.00007141,0.01083748,0.20705627,0.64316699,0.21753464,0.00000000
-5.08154077,0.79783070,0.07694478,0.06771889,0.00006105,0.00926886,0.19213583,0.60193550,0.20434691,0.00000000
-5.07553777,0.74761984,0.06968128,0.06192804,0.00005186,0.00787626,0.17946362,0.56637562,0.19294134,0.00000000
-5.06953477,0.70490857,0.06339596,0.05683253,0.00004378,0.00664956,0.16881345,0.53637664,0.18315694,0.00000000
-5.06353177,0.66929016,0.05799473,0.05239328,0.00003672,0.00557736,0.15994262,0.51172199,0.17481396,0.00000000
-5.05752876,0.64025225,0.05337859,0.04856480,0.00003060,0.00464747,0.15259968,0.49210061,0.16772063,0.00000000
-5.05152576,0.61719707,0.04944671,0.04529722,0.00002533,0.00384720,0.14653177,0.47712022,0.16167989,0.00000000
-5.04552276,0.59946251,0.04609929,0.04253833,0.00002083,0.00316378,0.14149152,0.46632176,0.15649592,0.00000000
-5.03951976,0.58634335,0.04324009,0.04023547,0.00001701,0.00258459,0.13724320,0.45919460,0.15198020,0.00000000
-5.03351676,0.57711197,0.04077854,0.03833727,0.00001380,0.00209748,0.13356800,0.45519207,0.14795690,0.00000000
-5.02751376,0.57103799,0.03863145,0.03679510,0.00001112,0.00169091,0.13026833,0.45374690,0.14426742,0.00000000
-5.02151076,0.56740641,0.03672436,0.03556425,0.00000889,0.00135412,0.12717112,0.45428606,0.14077403,0.00000000
-5.01550775,0.56553372,0.03499236,0.03460482,0.00000707,0.00107722,0.12412999,0.45624486,0.13736237,0.00000000
-5.00950475,0.56478186,0.03338055,0.03388226,0.00000558,0.00085126,0.12102644,0.45907980,0.13394292,0.00000000
-5.00350175,0.56456968,0.03184418,0.03336760,0.00000437,0.00066825,0.11776997,0.46228015,0.13045140,0.00000000
-4.99749875,0.56438182,0.03034832,0.03303736,0.00000340,0.00052112,0.11429733,0.46537786,0.12684805,0.00000000
-4.99149575,0.56377507,0.02886736,0.03287321,0.00000263,0.00040372,0.11057091,0.46795574,0.12311605,0.00000000
-4.98549275,0.56238198,0.02738424,0.03286130,0.00000202,0.00031073,0.10657648,0.46965386,0.11925909,0.00000000
-4.97948974,0.55991221,0.02588947,0.03299153,0.00000154,0.00023764,0.10232039,0.47017394,0.11529831,0.00000000
-4.97348674,0.55615138,0.02438004,0.03325656,0.00000117,0.00018063,0.09782632,0.46928193,0.11126870,0.00000000
-4.96748374,0.55095801,0.02285830,0.03365078,0.00000089,0.00013652,0.09313193,0.46680858,0.10721529,0.00000000
-4.96148074,0.54425857,0.02133075,0.03416929,0.00000067,0.00010268,0.08828526,0.46264836,0.10318920,0.00000000
-4.95547774,0.53604107,0.01980695,0.03480688,0.00000051,0.00007699,0.08334137,0.45675660,0.09924384,0.00000000
-4.94947474,0.52634760,0.01829840,0.03555717,0.00000040,0.00005772,0.07835909,0.44914522,0.09543133,0.00000000
-4.94347174,0.51526604,0.01681763,0.03641181,0.00000032,0.00004352,0.07339805,0.43987725,0.09179938,0.00000000
-4.93746873,0.50292151,0.01537728,0.03736002,0.00000028,0.00003332,0.06851621,0.42906038,0.08838876,0.00000000
-4.93146573,0.48946776,0.01398947,0.03838822,0.00000027,0.00002631,0.06376776,0.41683981,0.08523135,0.00000000
-4.92546273,0.47507902,0.01266521,0.03948007,0.00000029,0.00002192,0.05920159,0.40339082,0.08234892,0.00000000
-4.91945973,0.45994254,0.01141404,0.04061669,0.00000033,0.00001975,0.05486021,0.38891131,0.07975269,0.00000000
-4.91345673,0.44425210,0.01024374,0.04177716,0.00000042,0.00001956,0.05077921,0.37361463,0.07744346,0.00000000
-4.90745373,0.42820281,0.00916025,0.04293935,0.00000054,0.00002125,0.04698722,0.35772292,0.07541256,0.00000000
-4.90145073,0.41198713,0.00816768,0.04408086,0.00000072,0.00002487,0.04350623,0.34146130,0.07364323,0.00000000
-4.89544772,0.39579247,0.00726838,0.04518026,0.00000096,0.00003059,0.04035230,0.32505305,0.07211252,0.00000000
-4.88944472,0.37980001,0.00646321,0.04621834,0.00000128,0.00003869,0.03753657,0.30871578,0.07079356,0.00000000
-4.88344172,0.36418499,0.00575172,0.04717956,0.00000171,0.00004959,0.03506638,0.29265887,0.06965800,0.00000000
-4.87743872,0.34911795,0.00513249,0.04805334,0.00000227,0.00006384,0.03294665,0.27708188,0.06867849,0.00000000
-4.87143572,0.33476699,0.00460343,0.04883539,0.00000300,0.00008212,0.03118108,0.26217407,0.06783115,0.00000000
-4.86543272,0.32130045,0.00416211,0.04952882,0.00000394,0.00010526,0.02977348,0.24811467,0.06709778,0.00000000
-4.85942971,0.30888993,0.00380604,0.05014511,0.00000512,0.00013424,0.02872882,0.23507389,0.06646777,0.00000000
-4.85342671,0.29771316,0.00353295,0.05070465,0.00000662,0.00017019,0.02805419,0.22321428,0.06593956,0.00000000
-4.84742371,0.28795636,0.00334103,0.05123715,0.00000850,0.00021441,0.02775937,0.21269222,0.06552165,0.00000000
-4.84142071,0.27981583,0.00322911,0.05178145,0.00001084,0.00026839,0.02785722,0.20365932,0.06523299,0.00000000
-4.83541771,0.27349846,0.00319679,0.05238516,0.00001371,0.00033373,0.02836367,0.19626342,0.06510285,0.00000000
-4.82941471,0.26922089,0.00324450,0.05310367,0.00001723,0.00041224,0.02929738,0.19064898,0.06517007,0.00000000
-4.82341171,0.26720721,0.00337354,0.05399889,0.00002149,0.00050582,0.03067909,0.18695677,0.06548179,0.00000000
-4.81740870,0.26768512,0.00358603,0.05513760,0.00002661,0.00061649,0.03253057,0.18532255,0.06609159,0.00000000
-4.81140570,0.27088056,0.00388479,0.05658935,0.00003273,0.00074637,0.03487339,0.18587496,0.06705736,0.00000000
-4.80540270,0.27701096,0.00427322,0.05842414,0.00003996,0.00089758,0.03772740,0.18873235,0.06843862,0.00000000
-4.79939970,0.28627723,0.00475511,0.06070991,0.00004844,0.00107224,0.04110904,0.19399888,0.07029379,0.00000000
-4.79339670,0.29885494,0.00533441,0.06350974,0.00005830,0.00127238,0.04502953,0.20175983,0.07267723,0.00000000
-4.78739370,0.31488485,0.00601496,0.06687917,0.00006967,0.00149987,0.04949319,0.21207659,0.07563631,0.00000000
-4.78139070,0.33446347,0.00680030,0.07086340,0.00008268,0.00175636,0.05449566,0.22498132,0.07920863,0.00000000
-4.77538769,0.35763393,0.00769332,0.07549472,0.00009742,0.00204319,0.06002251,0.24047182,0.08341950,0.00000000
-4.76938469,0.38437773,0.00869608,0.08079022,0.00011398,0.00236132,0.06604798,0.25850682,0.08827976,0.00000000
-4.76338169,0.41460797,0.00980956,0.08674976,0.00013242,0.00271128,0.07253420,0.27900207,0.09378412,0.00000000
-4.75737869,0.44816437,0.01103350,0.09335449,0.00015278,0.00309303,0.07943089,0.30182756,0.09991008,0.00000000
-4.75137569,0.48481071,0.01236631,0.10056590,0.00017505,0.00350603,0.08667551,0.32680617,0.10661747,0.00000000
-4.74537269,0.52423485,0.01380496,0.10832545,0.00019918,0.00394912,0.09419409,0.35371397,0.11384866,0.00000000
-4.73936968,0.56605181,0.01534510,0.11655494,0.00022508,0.00442055,0.10190259,0.38228242,0.12152959,0.00000000
-4.73336668,0.60980988,0.01698119,0.12515757,0.00025263,0.00491802,0.10970894,0.41220250,0.12957134,0.00000000
-4.72736368,0.65499981,0.01870669,0.13401979,0.00028164,0.00543872,0.11751554,0.44313082,0.13787255,0.00000000
-4.72136068,0.70106701,0.02051448,0.14301377,0.00031190,0.00597943,0.12522233,0.47469757,0.14632229,0.00000000
-4.71535768,0.74742643,0.02239729,0.15200059,0.00034314,0.00653666,0.13273024,0.50651621,0.15480350,0.00000000
-4.70935468,0.79347955,0.02434823,0.16083403,0.00037507,0.00710678,0.13994484,0.53819446,0.16319681,0.00000000
-4.70335168,0.83863309,0.02636146,0.16936479,0.00040736,0.00768624,0.14678017,0.56934628,0.17138455,0.00000000
-4.69734867,0.88231860,0.02843284,0.17744505,0.00043969,0.00827174,0.15316247,0.59960437,0.17925490,0.00000000
-4.69134567,0.92401216,0.03056067,0.18493326,0.00047169,0.00886048,0.15903366,0.62863259,0.18670586,0.00000000
-4.68534267,0.96325330,0.03274645,0.19169880,0.00050304,0.00945039,0.16435440,0.65613783,0.19364901,0.00000000
-4.67933967,0.99966229,0.03499548,0.19762657,0.00053340,0.01004032,0.16910659,0.68188058,0.20001280,0.00000000
-4.67333667,1.03295496,0.03731756,0.20262114,0.00056247,0.01063022,0.17329502,0.70568383,0.20574523,0.00000000
-4.66733367,1.06295411,0.03972742,0.20661035,0.00059001,0.01122135,0.17694824,0.72743970,0.21081584,0.00000000
-4.66133067,1.08959702,0.04224506,0.20954812,0.00061578,0.01181633,0.18011838,0.74711328,0.21521684,0.00000000
-4.65532766,1.11293844,0.04489586,0.21141652,0.00063965,0.01241921,0.18287996,0.76474359,0.21896331,0.00000000
-4.64932466,1.13314867,0.04771045,0.21222674,0.00066150,0.01303545,0.18532771,0.78044124,0.22209251,0.00000000
-4.64332166,1.15050672,0.05072431,0.21201909,0.00068130,0.01367181,0.18757328,0.79438288,0.22466220,0.00000000
-4.63731866,1.16538852,0.05397704,0.21086192,0.00069907,0.01433619,0.18974123,0.80680257,0.22674813,0.00000000
