energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.89794897,1.99536786,0.01972990,0.16274868,0.56642834,0.03259933,1.02996991,0.59962674,0.36955885
-5.89194597,1.94380968,0.01848512,0.16385844,0.54675468,0.03174713,0.99713843,0.59248449,0.36052296
-5.88594297,1.89209782,0.01730679,0.16439367,0.52649411,0.03082407,0.96509853,0.58492318,0.35082286
-5.87993997,1.84074033,0.01619476,0.16440752,0.50585023,0.02983770,0.93409004,0.57714519,0.34058992
-5.87393697,1.79034342,0.01514895,0.16397556,0.48504448,0.02879834,0.90438478,0.56940847,0.32998342
-5.86793397,1.74161023,0.01416959,0.16319457,0.46431232,0.02771909,0.87628815,0.56202508,0.31918849
-5.86193097,1.69533450,0.01325747,0.16218070,0.44389875,0.02661561,0.85013821,0.55535733,0.30841294
-5.85592796,1.65238886,0.01241402,0.16106697,0.42405350,0.02550585,0.82630217,0.54981152,0.29788320
-5.84992496,1.61370838,0.01164141,0.16000019,0.40502585,0.02440964,0.80517051,0.54582955,0.28783957
-5.84392196,1.58026951,0.01094253,0.15913736,0.38705925,0.02334819,0.78714871,0.54387828,0.27853073
-5.83791896,1.55306524,0.01032096,0.15864158,0.37038607,0.02234350,0.77264700,0.54443701,0.27020785
-5.83191596,1.53307701,0.00978087,0.15867770,0.35522229,0.02141771,0.76206834,0.54798339,0.26311835
-5.82591296,1.52124431,0.00932685,0.15940757,0.34176251,0.02059245,0.75579510,0.55497788,0.25749957
-5.81990995,1.51843266,0.00896373,0.16098525,0.33017525,0.01988810,0.75417481,0.56584736,0.25357238
-5.81390695,1.52540103,0.00869641,0.16355206,0.32059860,0.01932317,0.75750538,0.58096815,0.25153508
-5.80790395,1.54276952,0.00852957,0.16723179,0.31313637,0.01891365,0.76602035,0.60064903,0.25155740
-5.80190095,1.57098837,0.00846750,0.17212602,0.30785477,0.01867241,0.77987467,0.62511478,0.25377511
-5.79589795,1.61030935,0.00851381,0.17830976,0.30477966,0.01860872,0.79913138,0.65449079,0.25828503
-5.78989495,1.66076044,0.00867125,0.18582761,0.30389451,0.01872782,0.82374996,0.68878938,0.26514072
-5.78389195,1.72212508,0.00894143,0.19469043,0.30513909,0.01903060,0.85357665,0.72789855,0.27434889
-5.77788894,1.79392678,0.00932466,0.20487280,0.30840910,0.01951341,0.88833743,0.77157369,0.28586676
-5.77188594,1.87542035,0.00981972,0.21631137,0.31355662,0.02016801,0.92763405,0.81943290,0.29960026
-5.76588294,1.96559045,0.01042375,0.22890417,0.32039171,0.02098160,0.97094356,0.87095653,0.31540338
-5.75987994,2.06315824,0.01113206,0.24251105,0.32868508,0.02193702,1.01762184,0.92549131,0.33307872
-5.75387694,2.16659680,0.01193806,0.25695536,0.33817193,0.02301310,1.06691115,0.98225931,0.35237924
-5.74787394,2.27415533,0.01283324,0.27202679,0.34855691,0.02418509,1.11795197,1.04037207,0.37301143
-5.74187094,2.38389235,0.01380709,0.28748554,0.35952034,0.02542528,1.16979916,1.09884951,0.39463980
-5.73586793,2.49371723,0.01484723,0.30306762,0.37072534,0.02670365,1.22144199,1.15664355,0.41689282
-5.72986493,2.60143932,0.01593950,0.31849126,0.38182599,0.02798873,1.27182780,1.21266577,0.43937016
-5.72386193,2.70482354,0.01706811,0.33346427,0.39247609,0.02924838,1.31988870,1.26581829,0.46165115
-5.71785893,2.80165058,0.01821594,0.34769211,0.40233848,0.03045079,1.36457038,1.31502699,0.48330439
-5.71185593,2.88978004,0.01936480,0.36088646,0.41109435,0.03156535,1.40486216,1.35927568,0.50389815
-5.70585293,2.96721409,0.02049588,0.37277388,0.41845250,0.03256360,1.43982727,1.39764018,0.52301136
-5.69984992,3.03215936,0.02159008,0.38310440,0.42415793,0.03342012,1.46863211,1.42932066,0.54024483
-5.69384692,3.08308460,0.02262860,0.39165962,0.42799956,0.03411331,1.49057329,1.45367096,0.55523232
-5.68784392,3.11877171,0.02359334,0.39825992,0.42981671,0.03462605,1.50510151,1.47022371,0.56765116
-5.68184092,3.13835791,0.02446749,0.40277066,0.42950403,0.03494631,1.51184089,1.47870976,0.57723179
-5.67583792,3.14136713,0.02523599,0.40510689,0.42701465,0.03506749,1.51060326,1.47907132,0.58376608
-5.66983492,3.12772923,0.02588601,0.40523651,0.42236138,0.03498864,1.50139634,1.47146779,0.58711395
-5.66383192,3.09778581,0.02640737,0.40318164,0.41561596,0.03471446,1.48442562,1.45627406,0.58720796
-5.65782891,3.05228238,0.02679287,0.39901814,0.40690623,0.03425512,1.46008960,1.43407118,0.58405575
-5.65182591,2.99234690,0.02703854,0.39287334,0.39641143,0.03362592,1.42896856,1.40562955,0.57774006
-5.64582291,2.91945534,0.02714378,0.38492188,0.38435584,0.03284670,1.39180721,1.37188534,0.56841642
-5.63981991,2.83538567,0.02711136,0.37538007,0.37100083,0.03194116,1.34949186,1.33391094,0.55630843
-5.63381691,2.74216182,0.02694729,0.36449871,0.35663594,0.03093604,1.30302295,1.29288054,0.54170086
-5.62781391,2.64198997,0.02666062,0.35255489,0.34156902,0.02986019,1.25348399,1.25003217,0.52493085
-5.62181091,2.53718934,0.02626308,0.33984294,0.32611610,0.02874361,1.20200817,1.20662769,0.50637743
-5.61580790,2.43012038,0.02576856,0.32666491,0.31059125,0.02761644,1.14974370,1.16391214,0.48644982
-5.60980490,2.32311273,0.02519265,0.31332098,0.29529676,0.02650797,1.09781938,1.12307402,0.46557498
-5.60380190,2.21839585,0.02455201,0.30010010,0.28051413,0.02544574,1.04731146,1.08520789,0.44418486
-5.59779890,2.11803444,0.02386370,0.28727132,0.26649607,0.02445467,0.99921302,1.05128060,0.42270367
-5.59179590,2.02387111,0.02314459,0.27507592,0.25345983,0.02355638,0.95440679,1.02210241,0.40153592
-5.58579290,1.93747785,0.02241074,0.26372081,0.24158196,0.02276853,0.91364235,0.99830364,0.38105536
-5.57978989,1.86011787,0.02167685,0.25337324,0.23099471,0.02210446,0.87751822,0.98031790,0.36159531
-5.57378689,1.79271871,0.02095575,0.24415712,0.22178407,0.02157283,0.84646938,0.96837204,0.34344068
-5.56778389,1.73585711,0.02025806,0.23615092,0.21398942,0.02117757,0.82076031,0.96248316,0.32682182
-5.56178089,1.68975572,0.01959193,0.22938721,0.20760480,0.02091792,0.80048363,0.96246259,0.31191040
-5.55577789,1.65429121,0.01896287,0.22385378,0.20258153,0.02078861,0.78556417,0.96792649,0.29881736
-5.54977489,1.62901315,0.01837376,0.21949633,0.19883216,0.02078019,0.77576798,0.97831251,0.28759283
-5.54377189,1.61317238,0.01782493,0.21622239,0.19623536,0.02087954,0.77071589,0.99290185,0.27822800
-5.53776888,1.60575763,0.01731442,0.21390647,0.19464176,0.02107039,0.76990085,1.01084586,0.27065876
-5.53176588,1.60553873,0.01683823,0.21239606,0.19388023,0.02133399,0.77270852,1.03119593,0.26477086
-5.52576288,1.61111473,0.01639073,0.21151831,0.19376454,0.02164974,0.77844004,1.05293592,0.26040632
-5.51975988,1.62096502,0.01596510,0.21108704,0.19410007,0.02199598,0.78633642,1.07501563,0.25737089
-5.51375688,1.63350179,0.01555376,0.21090989,0.19469037,0.02235067,0.79560353,1.09638434,0.25544219
-5.50775388,1.64712185,0.01514888,0.21079529,0.19534337,0.02269205,0.80543698,1.11602327,0.25437818
-5.50175088,1.66025647,0.01474274,0.21055898,0.19587698,0.02299935,0.81504620,1.13297582,0.25392584
-5.49574787,1.67141734,0.01432823,0.21002999,0.19612409,0.02325335,0.82367679,1.14637471,0.25382956
-5.48974487,1.67923777,0.01389909,0.20905567,0.19593670,0.02343689,0.83063084,1.15546519,0.25383917
-5.48374187,1.68250778,0.01345027,0.20750591,0.19518914,0.02353527,0.83528448,1.15962376,0.25371730
-5.47773887,1.68020245,0.01297804,0.20527621,0.19378047,0.02353661,0.83710236,1.15837178,0.25324587
-5.47173587,1.67150282,0.01248019,0.20228969,0.19163579,0.02343204,0.83564876,1.15138392,0.25223158
-5.46573287,1.65580942,0.01195599,0.19849801,0.18870676,0.02321581,0.83059519,1.13849132,0.25051034
-5.45972986,1.63274798,0.01140617,0.19388121,0.18497122,0.02288531,0.82172436,1.11967962,0.24795050
-5.45372686,1.60216807,0.01083283,0.18844659,0.18043203,0.02244099,0.80893070,1.09508218,0.24445485
-5.44772386,1.56413481,0.01023924,0.18222672,0.17511524,0.02188616,0.79221749,1.06496912,0.23996146
-5.44172086,1.51891455,0.00962968,0.17527672,0.16906767,0.02122679,0.77169096,1.02973260,0.23444336
-5.43571786,1.46695535,0.00900916,0.16767103,0.16235413,0.02047113,0.74755174,0.98986932,0.22790718
-5.42971486,1.40886318,0.00838320,0.15949969,0.15505420,0.01962943,0.72008393,0.94596084,0.22039078
-5.42371186,1.34537505,0.00775759,0.15086449,0.14725899,0.01871349,0.68964254,0.89865267,0.21196016
-5.41770885,1.27733009,0.00713814,0.14187503,0.13906767,0.01773627,0.65663956,0.84863290,0.20270561
-5.41170585,1.20563969,0.00653045,0.13264483,0.13058423,0.01671149,0.62152939,0.79661116,0.19273745
-5.40570285,1.13125784,0.00593979,0.12328775,0.12191427,0.01565324,0.58479398,0.74329857,0.18218142
-5.39969985,1.05515261,0.00537086,0.11391466,0.11316211,0.01457558,0.54692836,0.68938937,0.17117396
-5.39369685,0.97827967,0.00482776,0.10463062,0.10442821,0.01349222,0.50842695,0.63554462,0.15985753
-5.38769385,0.90155850,0.00431386,0.09553249,0.09580695,0.01241627,0.46977097,0.58237847,0.14837617
-5.38169085,0.82585213,0.00383178,0.08670709,0.08738486,0.01135992,0.43141746,0.53044710,0.13687135
-5.37568784,0.75195046,0.00338339,0.07822988,0.07923926,0.01033436,0.39379008,0.48024055,0.12547834
-5.36968484,0.68055783,0.00296982,0.07016419,0.07143739,0.00934959,0.35727189,0.43217744,0.11432315
-5.36368184,0.61228457,0.00259151,0.06256090,0.06403592,0.00841438,0.32220018,0.38660244,0.10352012
-5.35767884,0.54764277,0.00224831,0.05545864,0.05708088,0.00753631,0.28886349,0.34378631,0.09317016
-5.35167584,0.48704583,0.00193952,0.04888430,0.05060807,0.00672177,0.25750059,0.30392823,0.08335970
-5.34567284,0.43081168,0.00166400,0.04285391,0.04464366,0.00597610,0.22830148,0.26716020,0.07416034
-5.33966983,0.37916906,0.00142027,0.03737382,0.03920516,0.00530373,0.20141006,0.23355303,0.06562907
-5.33366683,0.33226657,0.00120661,0.03244196,0.03430268,0.00470840,0.17692840,0.20312358,0.05780913
-5.32766383,0.29018379,0.00102115,0.02804934,0.02994023,0.00419330,0.15492213,0.17584296,0.05073135
-5.32166083,0.25294392,0.00086194,0.02418154,0.02611729,0.00376136,0.13542694,0.15164526,0.04441578
-5.31565783,0.22052745,0.00072707,0.02082022,0.02283034,0.00341548,0.11845562,0.13043643,0.03887380
-5.30965483,0.19288625,0.00061474,0.01794454,0.02007445,0.00315873,0.10400545,0.11210314,0.03411023
-5.30365183,0.16995739,0.00052331,0.01553254,0.01784481,0.00299463,0.09206566,0.09652118,0.03012562
-5.29764882,0.15167651,0.00045135,0.01356238,0.01613814,0.00292728,0.08262463,0.08356331,0.02691854
-5.29164582,0.13798985,0.00039776,0.01201333,0.01495398,0.00296160,0.07567653,0.07310625,0.02448760
-5.28564282,0.12886491,0.00036174,0.01086672,0.01429576,0.00310341,0.07122726,0.06503676,0.02283347
-5.27963982,0.12429919,0.00034289,0.01010655,0.01417164,0.00335951,0.06929933,0.05925661,0.02196038
-5.27363682,0.12432665,0.00034121,0.00971996,0.01459507,0.00373774,0.06993563,0.05568638,0.02187745
-5.26763382,0.12902189,0.00035716,0.00969750,0.01558501,0.00424691,0.07320184,0.05426800,0.02259945
-5.26163082,0.13850162,0.00039170,0.01003313,0.01716585,0.00489671,0.07918742,0.05496615,0.02414724
-5.25562781,0.15292350,0.00044627,0.01072409,0.01936693,0.00569752,0.08800507,0.05776826,0.02654757
-5.24962481,0.17248218,0.00052286,0.01177047,0.02222169,0.00666023,0.09978860,0.06268339,0.02983251
-5.24362181,0.19740268,0.00062402,0.01317470,0.02576648,0.00779589,0.11468929,0.06973987,0.03403830
-5.23761881,0.22793120,0.00075286,0.01494087,0.03003892,0.00911540,0.13287068,0.07898183,0.03920376
-5.23161581,0.26432350,0.00091303,0.01707383,0.03507600,0.01062907,0.15450195,0.09046479,0.04536823
-5.22561281,0.30683124,0.00110877,0.01957830,0.04091186,0.01234624,0.17975013,0.10425022,0.05256915
-5.21960980,0.35568656,0.00134483,0.02245781,0.04757526,0.01427475,0.20877106,0.12039953,0.06083932
-5.21360680,0.41108546,0.00162647,0.02571373,0.05508702,0.01642056,0.24169975,0.13896745,0.07020394
-5.20760380,0.47317044,0.00195935,0.02934415,0.06345727,0.01878720,0.27864011,0.15999503,0.08067754
-5.20160080,0.54201308,0.00234952,0.03334294,0.07268280,0.02137542,0.31965454,0.18350264,0.09226088
-5.19559780,0.61759711,0.00280322,0.03769885,0.08274456,0.02418274,0.36475381,0.20948310,0.10493811
-5.18959480,0.69980284,0.00332681,0.04239473,0.09360546,0.02720312,0.41388752,0.23789519,0.11867407
-5.18359180,0.78839349,0.00392655,0.04740695,0.10520857,0.03042672,0.46693565,0.26865798,0.13341210
-5.17758879,0.88300415,0.00460845,0.05270498,0.11747589,0.03383972,0.52370154,0.30164606,0.14907237
-5.17158579,0.98313405,0.00537798,0.05825128,0.13030779,0.03742418,0.58390671,0.33668603,0.16555090
-5.16558279,1.08814258,0.00623984,0.06400133,0.14358318,0.04115810,0.64718789,0.37355446,0.18271937
-5.15957979,1.19724956,0.00719769,0.06990400,0.15716052,0.04501549,0.71309650,0.41197745,0.20042576
-5.15357679,1.30954003,0.00825387,0.07590217,0.17087971,0.04896658,0.78110071,0.45163202,0.21849593
-5.14757379,1.42397372,0.00940904,0.08193356,0.18456477,0.05297810,0.85059040,0.49214922,0.23673608
-5.14157079,1.53939908,0.01066196,0.08793182,0.19802741,0.05701369,0.92088479,0.53311922,0.25493616
-5.13556778,1.65457186,0.01200923,0.09382783,0.21107122,0.06103432,0.99124283,0.57409803,0.27287407
-5.12956478,1.76817761,0.01344497,0.09955116,0.22349659,0.06499885,1.06087615,0.61461587,0.29032062
-5.12356178,1.87885786,0.01496075,0.10503162,0.23510590,0.06886460,1.12896415,0.65418697,0.30704510
-5.11755878,1.98523905,0.01654543,0.11020093,0.24570903,0.07258803,1.19467103,0.69232049,0.32282127
-5.11155578,2.08596362,0.01818512,0.11499441,0.25512887,0.07612534,1.25716425,0.72853224,0.33743361
-5.10555278,2.17972230,0.01986326,0.11935266,0.26320662,0.07943331,1.31563390,0.76235684,0.35068362
-5.09954977,2.26528665,0.02156081,0.12322316,0.26980665,0.08246994,1.36931242,0.79336007,0.36239598
-5.09354677,2.34154096,0.02325647,0.12656173,0.27482071,0.08519525,1.41749415,0.82115071,0.37242430
-5.08754377,2.40751250,0.02492714,0.12933395,0.27817134,0.08757205,1.45955409,0.84539187,0.38065633
-5.08154077,2.46239919,0.02654834,0.13151627,0.27981432,0.08956669,1.49496522,0.86581113,0.38701836
-5.07553777,2.50559375,0.02809481,0.13309698,0.27973996,0.09114980,1.52331401,0.88220930,0.39147878
-5.06953477,2.53670368,0.02954120,0.13407693,0.27797341,0.09229699,1.54431333,0.89446748,0.39405046
-5.06353177,2.55556617,0.03086270,0.13446995,0.27457367,0.09298947,1.55781261,0.90255213,0.39479202
-5.05752876,2.56225750,0.03203584,0.13430304,0.26963165,0.09321467,1.56380454,0.90651794,0.39380788
-5.05152576,2.55709639,0.03303919,0.13361619,0.26326712,0.09296664,1.56242830,0.90650849,0.39124692
-5.04552276,2.54064098,0.03385406,0.13246196,0.25562497,0.09224646,1.55396886,0.90275438,0.38729995
-5.03951976,2.51367941,0.03446511,0.13090465,0.24687057,0.09106240,1.53885234,0.89556906,0.38219585
-5.03351676,2.47721386,0.03486089,0.12901924,0.23718489,0.08942995,1.51763748,0.88534229,0.37619654
-5.02751376,2.43243842,0.03503425,0.12688990,0.22675912,0.08737171,1.49100319,0.87253130,0.36959082
-5.02151076,2.38071110,0.03498258,0.12460821,0.21578941,0.08491701,1.45973258,0.85765000,0.36268726
-5.01550775,2.32352068,0.03470796,0.12227113,0.20447161,0.08210141,1.42469372,0.84125632,0.35580626
-5.00950475,2.26244906,0.03421706,0.11997858,0.19299646,0.07896599,1.38681766,0.82393805,0.34927142
-5.00350175,2.19913020,0.03352092,0.11783086,0.18154514,0.07555645,1.34707434,0.80629758,0.34340061
-4.99749875,2.13520675,0.03263459,0.11592582,0.17028553,0.07192209,1.30644699,0.78893590,0.33849665
-4.99149575,2.07228562,0.03157663,0.11435600,0.15936915,0.06811464,1.26590585,0.77243633,0.33483826
-4.98549275,2.01189379,0.03036846,0.11320558,0.14892879,0.06418708,1.22638205,0.75734836,0.33267113
-4.97948974,1.95543594,0.02903366,0.11254753,0.13907700,0.06019234,1.18874236,0.74417230,0.33219974
-4.97348674,1.90415507,0.02759724,0.11244083,0.12990526,0.05618206,1.15376589,0.73334496,0.33357993
-4.96748374,1.85909764,0.02608484,0.11292799,0.12148388,0.05220543,1.12212317,0.72522702,0.33691274
-4.96148074,1.82108444,0.02452198,0.11403291,0.11386249,0.04830808,1.09435869,0.72009236,0.34223952
-4.95547774,1.79068815,0.02293339,0.11575931,0.10707111,0.04453112,1.07087719,0.71811987,0.34953878
-4.94947474,1.76821857,0.02134231,0.11808969,0.10112151,0.04091041,1.05193441,0.71938792,0.35872475
-4.94347174,1.75371608,0.01977000,0.12098493,0.09600900,0.03747591,1.03763242,0.72387169,0.36964798
-4.93746873,1.74695354,0.01823532,0.12438473,0.09171429,0.03425140,1.02791980,0.73144361,0.38209797
-4.93146573,1.74744677,0.01675440,0.12820872,0.08820549,0.03125423,1.02259654,0.74187680,0.39580770
-4.92546273,1.75447310,0.01534047,0.13235839,0.08544009,0.02849546,1.02132353,0.75485140,0.41046036
-4.91945973,1.76709748,0.01400383,0.13671973,0.08336678,0.02598005,1.02363616,0.76996373,0.42569763
-4.91345673,1.78420515,0.01275184,0.14116654,0.08192721,0.02370730,1.02896159,0.78673788,0.44112978
-4.90745373,1.80453969,0.01158912,0.14556433,0.08105753,0.02167145,1.03663899,0.80463939,0.45634687
-4.90145073,1.82674504,0.01051774,0.14977460,0.08068972,0.01986230,1.04594196,0.82309055,0.47093097
-4.89544772,1.84941007,0.00953755,0.15365947,0.08075277,0.01826602,1.05610238,0.84148688,0.48446882
-4.88944472,1.87111398,0.00864645,0.15708633,0.08117366,0.01686593,1.06633485,0.85921419,0.49656456
-4.88344172,1.89047099,0.00784078,0.15993246,0.08187829,0.01564331,1.07586082,0.87566575,0.50685200
-4.87743872,1.90617280,0.00711566,0.16208937,0.08279220,0.01457821,1.08393166,0.89025894,0.51500606
-4.87143572,1.91702741,0.00646535,0.16346669,0.08384138,0.01365014,1.08984996,0.90245099,0.52075294
-4.86543272,1.92199308,0.00588353,0.16399552,0.08495298,0.01283882,1.09298845,0.91175327,0.52387852
-4.85942971,1.92020650,0.00536363,0.16363100,0.08605613,0.01212469,1.09280592,0.91774378,0.52423501
-4.85342671,1.91100433,0.00489905,0.16235419,0.08708275,0.01148944,1.08885997,0.92007749,0.52174528
-4.84742371,1.89393792,0.00448336,0.16017298,0.08796850,0.01091635,1.08081613,0.91849429,0.51640506
-4.84142071,1.86878082,0.00411049,0.15712226,0.08865370,0.01039059,1.06845349,0.91282449,0.50828287
-4.83541771,1.83552941,0.00377481,0.15326322,0.08908434,0.00989939,1.05166659,0.90299164,0.49751773
-4.82941471,1.79439700,0.00347123,0.14868193,0.08921314,0.00943211,1.03046402,0.88901289,0.48431503
-4.82341171,1.74580197,0.00319523,0.14348724,0.08900041,0.00898024,1.00496381,0.87099683,0.46894053
-4.81740870,1.69035081,0.00294290,0.13780815,0.08841502,0.00853730,0.97538601,0.84913909,0.45171310
-4.81140570,1.62881692,0.00271086,0.13179083,0.08743502,0.00809874,0.94204291,0.82371584,0.43299628
-4.80540270,1.56211619,0.00249632,0.12559525,0.08604822,0.00766170,0.90532734,0.79507564,0.41318920
-4.79939970,1.49128034,0.00229697,0.11939183,0.08425241,0.00722487,0.86569953,0.76362968,0.39271714
-4.79339670,1.41742895,0.00211096,0.11335790,0.08205539,0.00678820,0.82367313,0.72984110,0.37202198
-4.78739370,1.34174117,0.00193681,0.10767430,0.07947462,0.00635268,0.77980068,0.69421336,0.35155296
-4.78139070,1.26542772,0.00177339,0.10252202,0.07653661,0.00592012,0.73465916,0.65727831,0.33175772
-4.77538769,1.18970405,0.00161985,0.09807908,0.07327606,0.00549291,0.68883598,0.61958412,0.31307406
-4.76938469,1.11576499,0.00147556,0.09451745,0.06973468,0.00507381,0.64291568,0.58168335,0.29592220
-4.76338169,1.04476129,0.00134007,0.09200015,0.06595982,0.00466581,0.59746772,0.54412161,0.28069774
-4.75737869,0.97777841,0.00121304,0.09067844,0.06200298,0.00427191,0.55303557,0.50742672,0.26776524
-4.75137569,0.91581749,0.00109427,0.09068905,0.05791821,0.00389506,0.51012718,0.47209892,0.25745231
-4.74537269,0.85977865,0.00098361,0.09215140,0.05376046,0.00353803,0.46920706,0.43860196,0.25004419
-4.73936968,0.81044655,0.00088095,0.09516484,0.04958404,0.00320335,0.43068984,0.40735535,0.24577872
-4.73336668,0.76847814,0.00078625,0.09980584,0.04544115,0.00289326,0.39493539,0.37872779,0.24484157
-4.72736368,0.73439251,0.00069948,0.10612513,0.04138062,0.00260972,0.36224546,0.35303171,0.24736190
-4.72136068,0.70856280,0.00062064,0.11414494,0.03744679,0.00235440,0.33286161,0.33051915,0.25340827
-4.71535768,0.69121021,0.00054977,0.12385634,0.03367872,0.00212870,0.30696451,0.31137866,0.26298503
-4.70935468,0.68240014,0.00048695,0.13521684,0.03010961,0.00193382,0.28467421,0.29573343,0.27602928
-4.70335168,0.68204053,0.00043234,0.14814838,0.02676648,0.00177081,0.26605158,0.28364055,0.29240869
-4.69734867,0.68988270,0.00038619,0.16253594,0.02367017,0.00164065,0.25110048,0.27509127,0.31192029
-4.69134567,0.70552478,0.00034885,0.17822690,0.02083552,0.00154434,0.23977080,0.27001234,0.33429065
-4.68534267,0.72841814,0.00032085,0.19503137,0.01827174,0.00148300,0.23196205,0.26826839,0.35917761
-4.67933967,0.75787684,0.00030291,0.21272362,0.01598304,0.00145798,0.22752770,0.26966531,0.38617393
-4.67333667,0.79309043,0.00029597,0.23104477,0.01396935,0.00147098,0.22627994,0.27395455,0.41481285
-4.66733367,0.83314024,0.00030127,0.24970680,0.01222706,0.00152415,0.22799505,0.28083850,0.44457596
-4.66133067,0.87701893,0.00032038,0.26839790,0.01074995,0.00162025,0.23241919,0.28997674,0.47490314
-4.65532766,0.92365330,0.00035523,0.28678908,0.00953004,0.00176275,0.23927470,0.30099318,0.50520456
-4.64932466,0.97192995,0.00040820,0.30454188,0.00855839,0.00195596,0.24826677,0.31348410,0.53487462
-4.64332166,1.02072320,0.00048209,0.32131712,0.00782598,0.00220510,0.25909050,0.32702683,0.56330721
-4.63731866,1.06892454,0.00058022,0.33678408,0.00732434,0.00251644,0.27143817,0.34118909,0.58991207
-4.63131566,1.11547275,0.00070640,0.35063013,0.00704615,0.00289734,0.28500669,0.35553865,0.61413150
-4.62531266,1.15938352,0.00086495,0.36257017,0.00698579,0.00335626,0.29950494,0.36965325,0.63545678
-4.61930965,1.19977758,0.00106065,0.37235551,0.00713956,0.00390278,0.31466088,0.38313036,0.65344367
-4.61330665,1.23590593,0.00129875,0.37978190,0.00750597,0.00454749,0.33022812,0.39559659,0.66772617
-4.60730365,1.26717117,0.00158485,0.38469618,0.00808568,0.00530188,0.34599174,0.40671638,0.67802802
-4.60130065,1.29314386,0.00192479,0.38700126,0.00888140,0.00617813,0.36177298,0.41619978,0.68417118
-4.59529765,1.31357277,0.00232455,0.38665926,0.00989758,0.00718879,0.37743255,0.42380879,0.68608101
-4.58929465,1.32838869,0.00279003,0.38369250,0.01113999,0.00834644,0.39287241,0.42936227,0.68378771
-4.58329165,1.33770109,0.00332687,0.37818237,0.01261507,0.00966321,0.40803561,0.43273897,0.67742399
-4.57728864,1.34178775,0.00394020,0.37026612,0.01432925,0.01115024,0.42290430,0.43387872,0.66721894
-4.57128564,1.34107757,0.00463436,0.36013162,0.01628809,0.01281710,0.43749565,0.43278157,0.65348840
-4.56528264,1.33612719,0.00541263,0.34801045,0.01849540,0.01467107,0.45185587,0.42950499,0.63662223
-4.55927964,1.32759243,0.00627691,0.33416958,0.02095226,0.01671651,0.46605253,0.42415916,0.61706911
-4.55327664,1.31619569,0.00722747,0.31890208,0.02365607,0.01895410,0.48016541,0.41690063,0.59531946
-4.54727364,1.30269094,0.00826260,0.30251718,0.02659964,0.02138024,0.49427631,0.40792459,0.57188737
-4.54127064,1.28782782,0.00937843,0.28533029,0.02977033,0.02398640,0.50845830,0.39745607,0.54729233
-4.53526763,1.27231671,0.01056873,0.26765329,0.03314943,0.02675865,0.52276516,0.38574048,0.52204155
-4.52926463,1.25679625,0.01182471,0.24978552,0.03671156,0.02967729,0.53722130,0.37303405,0.49661364
-4.52326163,1.24180515,0.01313506,0.23200587,0.04042450,0.03271673,0.55181307,0.35959433,0.47144440
-4.51725863,1.22775949,0.01448591,0.21456624,0.04424913,0.03584548,0.56648197,0.34567141,0.44691514
-4.51125563,1.21493668,0.01586101,0.19768647,0.04813979,0.03902647,0.58112014,0.33150022,0.42334409
-4.50525263,1.20346692,0.01724198,0.18155104,0.05204488,0.04221757,0.59556873,0.31729406,0.40098101
-4.49924962,1.19333241,0.01860860,0.16630740,0.05590784,0.04537238,0.60961922,0.30323982,0.38000515
-4.49324662,1.18437441,0.01993935,0.15206597,0.05966840,0.04844121,0.62301790,0.28949487,0.36052650
