energy_ev,total_up,Pb_p_up,Pb_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,1.69110490,0.37662165,0.00332588,0.52116111,0.00000000,1.25415371,0.12347941
-5.99399700,1.78454696,0.39103097,0.00349726,0.55060450,0.00000000,1.31451919,0.13104857
-5.98799400,1.87201164,0.40425254,0.00365361,0.57786742,0.00000000,1.36990104,0.13820611
-5.98199100,1.95187538,0.41594956,0.00379225,0.60246115,0.00000000,1.41919462,0.14483012
-5.97598799,2.02261788,0.42581125,0.00391078,0.62393156,0.00000000,1.46138572,0.15080552
-5.96998499,2.08287133,0.43356301,0.00400713,0.64187353,0.00000000,1.49558305,0.15602781
-5.96398199,2.13146597,0.43897561,0.00407968,0.65594425,0.00000000,1.52104752,0.16040657
-5.95797899,2.16747017,0.44187290,0.00412726,0.66587484,0.00000000,1.53721707,0.16386848
-5.95197599,2.19022319,0.44213778,0.00414925,0.67147975,0.00000000,1.54372597,0.16635994
-5.94597299,2.19935903,0.43971638,0.00414555,0.67266349,0.00000000,1.54041763,0.16784892
-5.93996998,2.19482036,0.43461999,0.00411666,0.66942436,0.00000000,1.52735059,0.16832607
-5.93396698,2.17686189,0.42692508,0.00406360,0.66185497,0.00000000,1.50479711,0.16780506
-5.92796398,2.14604304,0.41677113,0.00398792,0.65013957,0.00000000,1.47323483,0.16632204
-5.92196098,2.10321032,0.40435660,0.00389167,0.63454829,0.00000000,1.43333158,0.16393429
-5.91595798,2.04947035,0.38993320,0.00377733,0.61542849,0.00000000,1.38592433,0.16071823
-5.90995498,1.98615479,0.37379872,0.00364771,0.59319378,0.00000000,1.33199303,0.15676666
-5.90395198,1.91477892,0.35628876,0.00350593,0.56831108,0.00000000,1.27263079,0.15218556
-5.89794897,1.83699579,0.33776778,0.00335532,0.54128636,0.00000000,1.20901146,0.14709063
-5.89194597,1.75454794,0.31861970,0.00319930,0.51264972,0.00000000,1.14235624,0.14160351
-5.88594297,1.66921882,0.29923861,0.00304135,0.48294040,0.00000000,1.07390045,0.13584809
-5.87993997,1.58278584,0.28001965,0.00288491,0.45269235,0.00000000,1.00486200,0.12994693
-5.87393697,1.49697673,0.26135058,0.00273328,0.42242089,0.00000000,0.93641235,0.12401802
-5.86793397,1.41343063,0.24360412,0.00258963,0.39261096,0.00000000,0.86965123,0.11817186
-5.86193097,1.33366495,0.22713125,0.00245687,0.36370723,0.00000000,0.80558548,0.11250916
-5.85592796,1.25904872,0.21225555,0.00233766,0.33610634,0.00000000,0.74511260,0.10711895
-5.84992496,1.19078246,0.19926861,0.00223434,0.31015139,0.00000000,0.68900915,0.10207735
-5.84392196,1.12988475,0.18842652,0.00214895,0.28612869,0.00000000,0.63792383,0.09744687
-5.83791896,1.07718477,0.17994725,0.00208315,0.26426654,0.00000000,0.59237504,0.09327615
-5.83191596,1.03332031,0.17400896,0.00203827,0.24473601,0.00000000,0.55275245,0.08960024
-5.82591296,0.99874036,0.17074906,0.00201526,0.22765330,0.00000000,0.51932195,0.08644117
-5.81990995,0.97371133,0.17026380,0.00201471,0.21308350,0.00000000,0.49223335,0.08380878
-5.81390695,0.95832611,0.17260851,0.00203686,0.20104535,0.00000000,0.47153021,0.08170184
-5.80790395,0.95251502,0.17779816,0.00208154,0.19151664,0.00000000,0.45716111,0.08010917
