energy_ev,total_up,Ge_p_up,Ge_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-6.00000000,3.18873201,0.52366778,0.00000000,0.03588314,1.03995074,1.95577162,1.13119383
-5.99399700,3.05937436,0.49561511,0.00000000,0.03312321,0.99551603,1.91272125,1.08148988
-5.98799400,2.92926395,0.46812072,0.00000000,0.03058574,0.95163635,1.86657380,1.03112883
-5.98199100,2.79998051,0.44131576,0.00000000,0.02828244,0.90891311,1.81803960,0.98071722
-5.97598799,2.67320257,0.41534580,0.00000000,0.02622224,0.86795778,1.76799380,0.93089164
-5.96998499,2.55065454,0.39036608,0.00000000,0.02441101,0.82937296,1.71743674,0.88230196
-5.96398199,2.43405238,0.36653654,0.00000000,0.02285135,0.79373397,1.66745014,0.83559417
-5.95797899,2.32504995,0.34401687,0.00000000,0.02154253,0.76157120,1.61915125,0.79139353
-5.95197599,2.22518799,0.32296195,0.00000000,0.02048042,0.73335397,1.57364719,0.75028859
-5.94597299,2.13584760,0.30351797,0.00000000,0.01965757,0.70947633,1.53199166,0.71281661
-5.93996998,2.05821017,0.28581944,0.00000000,0.01906326,0.69024504,1.49514629,0.67945100
-5.93396698,1.99322525,0.26998761,0.00000000,0.01868381,0.67587051,1.46394842,0.65059116
-5.92796398,1.94158784,0.25613009,0.00000000,0.01850273,0.66646063,1.43908699,0.62655540
-5.92196098,1.90372609,0.24434227,0.00000000,0.01850117,0.66201797,1.42108770,0.60757690
-5.91595798,1.87980005,0.23471017,0.00000000,0.01865824,0.66244041,1.41030810,0.59380339
-5.90995498,1.86971170,0.22731500,0.00000000,0.01895153,0.66752525,1.40694292,0.58530026
-5.90395198,1.87312607,0.22223915,0.00000000,0.01935756,0.67697660,1.41103919,0.58205743
-5.89794897,1.88950253,0.21957350,0.00000000,0.01985239,0.69041597,1.42252039,0.58399951
-5.89194597,1.91813531,0.21942559,0.00000000,0.02041211,0.70739563,1.44121821,0.59099917
-5.88594297,1.95820142,0.22192847,0.00000000,0.02101346,0.72741422,1.46691029,0.60289316
-5.87993997,2.00881396,0.22724958,0.00000000,0.02163437,0.74993409,1.49936162,0.61950031
-5.87393697,2.06907854,0.23559928,0.00000000,0.02225449,0.77439976,1.53836751,0.64064088
-5.86793397,2.13815012,0.24723828,0.00000000,0.02285565,0.80025654,1.58379536,0.66615625
-5.86193097,2.21528748,0.26248358,0.00000000,0.02342228,0.82696891,1.63562289,0.69592816
-5.85592796,2.29990266,0.28171211,0.00000000,0.02394175,0.85403758,1.69397026,0.72989625
-5.84992496,2.39160250,0.30536158,0.00000000,0.02440458,0.88101469,1.75912394,0.76807304
-5.84392196,2.49021989,0.33392795,0.00000000,0.02480458,0.90751653,1.83155028,0.81055516
-5.83791896,2.59583254,0.36795912,0.00000000,0.02513888,0.93323323,1.91189740,0.85753001
-5.83191596,2.70876756,0.40804437,0.00000000,0.02540784,0.95793493,2.00098429,0.90927689
-5.82591296,2.82959069,0.45479945,0.00000000,0.02561487,0.98147445,2.09977663,0.96616197
-5.81990995,2.95907979,0.50884721,0.00000000,0.02576617,1.00378613,2.20934967,1.02862676
-5.81390695,3.09818262,0.57079403,0.00000000,0.02587036,1.02488112,2.33083870,1.09716980
-5.80790395,3.24796012,0.64120235,0.00000000,0.02593812,1.04483941,2.46537873,1.17232192
-5.80190095,3.40951677,0.72056001,0.00000000,0.02598171,1.06379889,2.61403535,1.25461544
-5.79589795,3.58392061,0.80924734,0.00000000,0.02601451,1.08194212,2.77772927,1.34454838
-5.78989495,3.77211602,0.90750308,0.00000000,0.02605060,1.09948145,2.95715776,1.44254488
-5.78389195,3.97483302,1.01539057,0.00000000,0.02610427,1.11664316,3.15271627,1.54891330
-5.77788894,4.19249718,1.13276568,0.00000000,0.02618960,1.13365136,3.36442400,1.66380419
-5.77188594,4.42514470,1.25924824,0.00000000,0.02632011,1.15071249,3.59185720,1.78716984
-5.76588294,4.67234693,1.39419880,0.00000000,0.02650837,1.16800093,3.83409395,1.91872792
-5.75987994,4.93314882,1.53670213,0.00000000,0.02676573,1.18564651,4.08967378,2.05793127
-5.75387694,5.20602523,1.68555945,0.00000000,0.02710204,1.20372429,4.35657543,2.20394593
-5.74787394,5.48885848,1.83929040,0.00000000,0.02752544,1.22224712,4.63221510,2.35563936
-5.74187094,5.77893962,1.99614595,0.00000000,0.02804215,1.24116114,4.91346693,2.51158033
-5.73586793,6.07299533,2.15413285,0.00000000,0.02865634,1.26034446,5.19670669,2.67005150
-5.72986493,6.36724056,2.31104960,0.00000000,0.02936995,1.27960891,5.47787840,2.82907517
-5.72386193,6.65745670,2.46453354,0.00000000,0.03018260,1.29870488,5.75258282,2.98645212
-5.71785893,6.93909300,2.61211803,0.00000000,0.03109153,1.31732889,6.01618537,3.13981265
-5.71185593,7.20738844,2.75129794,0.00000000,0.03209149,1.33513373,6.26394038,3.28667850
-5.70585293,7.45750979,2.87960141,0.00000000,0.03317479,1.35174059,6.49112730,3.42453342
-5.69984992,7.68470082,2.99466522,0.00000000,0.03433130,1.36675298,6.69319386,3.55089993
-5.69384692,7.88443692,3.09431060,0.00000000,0.03554861,1.37977178,6.86590076,3.66341925
-5.68784392,8.05257887,3.17661663,0.00000000,0.03681217,1.39041095,7.00546186,3.75993094
-5.68184092,8.18551952,3.23998771,0.00000000,0.03810563,1.39831353,7.10867408,3.83854920
-5.67583792,8.28031720,3.28321221,0.00000000,0.03941122,1.40316722,7.17303145,3.89773211
-5.66983492,8.33481006,3.30550951,0.00000000,0.04071023,1.40471923,7.19681826,3.93634114
-5.66383192,8.34770670,3.30656316,0.00000000,0.04198361,1.40278978,7.17917704,3.95368785
-5.65782891,8.31864884,3.28653846,0.00000000,0.04321271,1.39728395,7.12014856,3.94956607
-5.65182591,8.24824365,3.24608358,0.00000000,0.04437996,1.38820135,7.02068166,3.92426776
-5.64582291,8.13806407,3.18631405,0.00000000,0.04546975,1.37564324,6.88261266,3.87858207
-5.63981991,7.99061734,3.10878115,0.00000000,0.04646923,1.35981690,6.70861521,3.81377745
-5.63381691,7.80928282,3.01542572,0.00000000,0.04736910,1.34103680,6.50212252,3.73156770
-5.62781391,7.59822183,2.90851931,0.00000000,0.04816432,1.31972254,6.26722571,3.63406344
-5.62181091,7.36226314,2.79059527,0.00000000,0.04885469,1.29639328,6.00855223,3.52371099
-5.61580790,7.10676857,2.66437298,0.00000000,0.04944535,1.27165872,5.73112978,3.40322128
-5.60980490,6.83748411,2.53267814,0.00000000,0.04994692,1.24620676,5.44024108,3.27549182
-5.60380190,6.56038196,2.39836282,0.00000000,0.05037557,1.22078778,5.14127523,3.14352460
-5.59779890,6.28149939,2.26422816,0.00000000,0.05075271,1.19619618,4.83958146,3.01034340
-5.59179590,6.00678014,2.13295290,0.00000000,0.05110451,1.17324933,4.54033025,2.87891330
-5.58579290,5.74192349,2.00703018,0.00000000,0.05146107,1.15276464,4.24838673,2.75206545
-5.57978989,5.49224612,1.88871461,0.00000000,0.05185541,1.13553536,3.96820012,2.63242951
-5.57378689,5.26256066,1.77998128,0.00000000,0.05232228,1.12230599,3.70371225,2.52237592
-5.56778389,5.05707451,1.68249729,0.00000000,0.05289672,1.11374801,3.45828728,2.42396944
-5.56178089,4.87931130,1.59760628,0.00000000,0.05361265,1.11043699,3.23466359,2.33893533
-5.55577789,4.73205675,1.52632539,0.00000000,0.05450131,1.11283199,3.03492826,2.26863829
-5.54977489,4.61732948,1.46935390,0.00000000,0.05558986,1.12125816,2.86051320,2.21407455
-5.54377189,4.53637675,1.42709215,0.00000000,0.05690001,1.13589328,2.71221176,2.17587630
-5.53776888,4.48969391,1.39966892,0.00000000,0.05844696,1.15675925,2.59021365,2.15432758
-5.53176588,4.47706595,1.38697540,0.00000000,0.06023849,1.18371877,2.49415577,2.14939028
-5.52576288,4.49762840,1.38870353,0.00000000,0.06227443,1.21647783,2.42318594,2.16073843
-5.51975988,4.54994458,1.40438648,0.00000000,0.06454652,1.25459395,2.37603649,2.18779884
-5.51375688,4.63209560,1.43343918,0.00000000,0.06703856,1.29749026,2.35110440,2.22979598
-5.50775388,4.74177903,1.47519678,0.00000000,0.06972703,1.34447471,2.34653484,2.28579878
-5.50175088,4.87641213,1.52894939,0.00000000,0.07258202,1.39476401,2.36030481,2.35476732
-5.49574787,5.03323541,1.59397158,0.00000000,0.07556850,1.44751126,2.39030386,2.43559719
-5.48974487,5.20941242,1.66954556,0.00000000,0.07864788,1.50183613,2.43440926,2.52715982
-5.48374187,5.40212189,1.75497728,0.00000000,0.08177968,1.55685634,2.49055308,2.62833711
-5.47773887,5.60863905,1.84960538,0.00000000,0.08492341,1.61171902,2.55677924,2.73804937
-5.47173587,5.82640313,1.95280300,0.00000000,0.08804037,1.66563056,2.63128888,2.85527569
-5.46573287,6.05306926,2.06397314,0.00000000,0.09109539,1.71788363,2.71247306,2.97906648
-5.45972986,6.28654346,2.18253852,0.00000000,0.09405840,1.76787998,2.79893238,3.10854848
-5.45372686,6.52500037,2.30792721,0.00000000,0.09690565,1.81514817,2.88948346,3.24292263
-5.44772386,6.76688435,2.43955555,0.00000000,0.09962072,1.85935527,2.98315301,3.38145599
-5.44172086,7.01089513,2.57680990,0.00000000,0.10219493,1.90031211,3.07916075,3.52346882
-5.43571786,7.25596018,2.71902891,0.00000000,0.10462753,1.93797185,3.17689277,3.66831838
-5.42971486,7.50119637,2.86548785,0.00000000,0.10692524,1.97242208,3.27586748,3.81538097
-5.42371186,7.74586374,3.01538620,0.00000000,0.10910152,2.00387081,3.37569652,3.96403374
-5.41770885,7.98931481,3.16783973,0.00000000,0.11117533,2.03262726,3.47604324,4.11363765
-5.41170585,8.23094234,3.32187759,0.00000000,0.11316963,2.05907827,3.57658134,4.26352274
-5.40570285,8.47012866,3.47644474,0.00000000,0.11510963,2.08366171,3.67695609,4.41297664
-5.39969985,8.70619911,3.63040964,0.00000000,0.11702086,2.10683806,3.77675059,4.56123666
-5.39369685,8.93838185,3.78257666,0.00000000,0.11892720,2.12906161,3.87545874,4.70748583
-5.38769385,9.16577560,3.93170233,0.00000000,0.12084906,2.15075262,3.97246660,4.85085261
-5.38169085,9.38732645,4.07651455,0.00000000,0.12280160,2.17227170,4.06704294,4.99041397
-5.37568784,9.60181442,4.21573338,0.00000000,0.12479335,2.19389759,4.15833941,5.12520112
-5.36968484,9.80784968,4.34809233,0.00000000,0.12682512,2.21580929,4.24540025,5.25420744
-5.36368184,10.00387856,4.47235902,0.00000000,0.12888940,2.23807321,4.32718073,5.37639778
-5.35767884,10.18819857,4.58735423,0.00000000,0.13097012,2.26063609,4.40257346,5.49071878
-5.35167584,10.35898205,4.69196892,0.00000000,0.13304308,2.28332366,4.47044090,5.59610976
-5.34567284,10.51430765,4.78517857,0.00000000,0.13507665,2.30584529,4.52965251,5.69151422
-5.33966983,10.65219900,4.86605520,0.00000000,0.13703311,2.32780433,4.57912468,5.77589187
-5.33366683,10.77066982,4.93377716,0.00000000,0.13887028,2.34871376,4.61786152,5.84823183
-5.32766383,10.86777481,4.98763728,0.00000000,0.14054348,2.36801645,4.64499479,5.90756718
-5.32166083,10.94166539,5.02705019,0.00000000,0.14200778,2.38510932,4.65982111,5.95299151
-5.31565783,10.99064945,5.05155935,0.00000000,0.14322031,2.39937035,4.66183513,5.98367797
-5.30965483,11.01325370,5.06084454,0.00000000,0.14414259,2.41018742,4.65075723,5.99890095
-5.30365183,11.00828721,5.05473022,0.00000000,0.14474279,2.41698784,4.62655473,5.99806036
-5.29764882,10.97490398,5.03319494,0.00000000,0.14499771,2.41926729,4.58945580,5.98070826
-5.29164582,10.91266232,4.99638151,0.00000000,0.14489457,2.41661694,4.53995559,5.94657675
-5.28564282,10.82157816,4.94460743,0.00000000,0.14443220,2.40874759,4.47881400,5.89560605
-5.27963982,10.70216929,4.87837467,0.00000000,0.14362195,2.39550966,4.40704520,5.82797103
-5.27363682,10.55548736,4.79837753,0.00000000,0.14248793,2.37690795,4.32589884,5.74410423
-5.26763382,10.38313444,4.70550724,0.00000000,0.14106675,2.35311040,4.23683323,5.64471339
-5.26163082,10.18726144,4.60085176,0.00000000,0.13940664,2.32445013,4.14148096,5.53079124
-5.25562781,9.97054617,4.48568959,0.00000000,0.13756611,2.29142035,4.04160781,5.40361576
