energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.76588294,2.75944639,0.01011722,0.00000000,0.01188022,0.25335524,1.19959613,1.59326173,0.00693015,0.94385325
-5.75987994,2.91741867,0.01092336,0.00000000,0.01195589,0.26009563,1.26197780,1.68686286,0.00752037,1.00751043
-5.75387694,3.07690370,0.01177472,0.00000000,0.01200298,0.26619370,1.32549236,1.78073230,0.00817614,1.07279051
-5.74787394,3.23607976,0.01266194,0.00000000,0.01202263,0.27155525,1.38942219,1.87384493,0.00889288,1.13892858
-5.74187094,3.39309428,0.01357434,0.00000000,0.01201667,0.27609622,1.45300553,1.96518664,0.00966473,1.20511613
-5.73586793,3.54611030,0.01450009,0.00000000,0.01198750,0.27974497,1.51545136,2.05378290,0.01048457,1.27051931
-5.72986493,3.69335385,0.01542645,0.00000000,0.01193804,0.28244430,1.57595585,2.13872683,0.01134410,1.33429851
-5.72386193,3.83316064,0.01633997,0.00000000,0.01187162,0.28415318,1.63372012,2.21920564,0.01223393,1.39562893
-5.71785893,3.96402092,0.01722684,0.00000000,0.01179185,0.28484812,1.68796896,2.29452448,0.01314373,1.45372145
-5.71185593,4.08462086,0.01807321,0.00000000,0.01170252,0.28452410,1.73797015,2.36412709,0.01406249,1.50784335
-5.70585293,4.19387929,0.01886556,0.00000000,0.01160752,0.28319524,1.78305366,2.42761217,0.01497864,1.55733804
-5.69984992,4.29097831,0.01959105,0.00000000,0.01151071,0.28089479,1.82263033,2.48474509,0.01588043,1.60164321
-5.69384692,4.37538670,0.02023790,0.00000000,0.01141586,0.27767487,1.85620920,2.53546422,0.01675615,1.64030683
-5.68784392,4.44687507,0.02079576,0.00000000,0.01132657,0.27360565,1.88341292,2.57988170,0.01759444,1.67300015
-5.68184092,4.50552184,0.02125605,0.00000000,0.01124623,0.26877398,1.90399038,2.61827840,0.01838459,1.69952728
-5.67583792,4.55170965,0.02161221,0.00000000,0.01117795,0.26328178,1.91782612,2.65109308,0.01911681,1.71983079
-5.66983492,4.58611185,0.02185992,0.00000000,0.01112459,0.25724376,1.92494577,2.67890595,0.01978254,1.73399299
-5.66383192,4.60966920,0.02199731,0.00000000,0.01108873,0.25078497,1.92551714,2.70241712,0.02037456,1.74223264
-5.65782891,4.62355713,0.02202497,0.00000000,0.01107266,0.24403793,1.91984683,2.72242044,0.02088728,1.74489713
-5.65182591,4.62914460,0.02194597,0.00000000,0.01107842,0.23713948,1.90837203,2.73977347,0.02131673,1.74245010
-5.64582291,4.62794559,0.02176575,0.00000000,0.01110781,0.23022759,1.89164782,2.75536466,0.02166072,1.73545507
-5.63981991,4.62156481,0.02149195,0.00000000,0.01116239,0.22343798,1.87033040,2.77007871,0.02191872,1.72455540
-5.63381691,4.61163966,0.02113414,0.00000000,0.01124356,0.21690087,1.84515659,2.78476134,0.02209185,1.71045150
-5.62781391,4.59978045,0.02070348,0.00000000,0.01135253,0.21073779,1.81692057,2.80018477,0.02218273,1.69387599
-5.62181091,4.58751118,0.02021238,0.00000000,0.01149039,0.20505872,1.78644880,2.81701524,0.02219528,1.67556791
-5.61580790,4.57621351,0.01967403,0.00000000,0.01165809,0.19995950,1.75457400,2.83578391,0.02213452,1.65624702
-5.60980490,4.56707595,0.01910203,0.00000000,0.01185648,0.19551973,1.72210950,2.85686230,0.02200631,1.63658931
-5.60380190,4.56105085,0.01850994,0.00000000,0.01208632,0.19180118,1.68982494,2.88044356,0.02181713,1.61720469
-5.59779890,4.55882084,0.01791085,0.00000000,0.01234828,0.18884670,1.65842435,2.90653037,0.02157380,1.59861801
-5.59179590,4.56077651,0.01731705,0.00000000,0.01264295,0.18667983,1.62852770,2.93493028,0.02128325,1.58125397
-5.58579290,4.56700627,0.01673969,0.00000000,0.01297080,0.18530491,1.60065633,2.96525881,0.02095233,1.56542675
-5.57978989,4.57729897,0.01618856,0.00000000,0.01333221,0.18470783,1.57522309,2.99695056,0.02058763,1.55133476
-5.57378689,4.59115912,0.01567186,0.00000000,0.01372743,0.18485734,1.55252727,3.02927784,0.02019534,1.53906039
-5.56778389,4.60783414,0.01519615,0.00000000,0.01415652,0.18570678,1.53275433,3.06137632,0.01978116,1.52857494
-5.56178089,4.62635211,0.01476625,0.00000000,0.01461936,0.18719621,1.51598025,3.09227673,0.01935027,1.51974808
-5.55577789,4.64556828,0.01438536,0.00000000,0.01511556,0.18925486,1.50217994,3.12094122,0.01890729,1.51236143
-5.54977489,4.66421807,0.01405506,0.00000000,0.01564440,0.19180372,1.49123904,3.14630290,0.01845633,1.50612515
-5.54377189,4.68097384,0.01377551,0.00000000,0.01620480,0.19475819,1.48296835,3.16730676,0.01800100,1.50069690
-5.53776888,4.69450268,0.01354563,0.00000000,0.01679521,0.19803069,1.47711993,3.18295019,0.01754450,1.49570178
-5.53176588,4.70352250,0.01336326,0.00000000,0.01741356,0.20153311,1.47340395,3.19232125,0.01708970,1.49075249
-5.52576288,4.70685379,0.01322543,0.00000000,0.01805716,0.20517901,1.47150548,3.19463300,0.01663914,1.48546842
-5.51975988,4.70346459,0.01312855,0.00000000,0.01872266,0.20888558,1.47110035,3.18925235,0.01619520,1.47949296
-5.51375688,4.69250712,0.01306859,0.00000000,0.01940599,0.21257516,1.47186953,3.17572225,0.01576004,1.47250817
-5.50775388,4.67334443,0.01304133,0.00000000,0.02010231,0.21617647,1.47351150,3.15377638,0.01533569,1.46424629
-5.50175088,4.64556660,0.01304248,0.00000000,0.02080601,0.21962548,1.47575236,3.12334580,0.01492408,1.45449784
-5.49574787,4.60899629,0.01306781,0.00000000,0.02151070,0.22286588,1.47835353,3.08455769,0.01452699,1.44311608
-5.48974487,4.56368416,0.01311331,0.00000000,0.02220928,0.22584935,1.48111723,3.03772636,0.01414607,1.43001819
-5.48374187,4.50989519,0.01317522,0.00000000,0.02289403,0.22853555,1.48388984,2.98333755,0.01378281,1.41518319
-5.47773887,4.44808747,0.01325011,0.00000000,0.02355672,0.23089189,1.48656343,2.92202678,0.01343849,1.39864747
-5.47173587,4.37888495,0.01333492,0.00000000,0.02418875,0.23289327,1.48907598,2.85455339,0.01311418,1.38049814
-5.46573287,4.30304646,0.01342699,0.00000000,0.02478141,0.23452169,1.49141046,2.78177141,0.01281068,1.36086519
-5.45972986,4.22143263,0.01352401,0.00000000,0.02532603,0.23576586,1.49359326,2.70459907,0.01252855,1.33991287
-5.45372686,4.13497268,0.01362410,0.00000000,0.02581430,0.23662085,1.49569214,2.62398820,0.01226805,1.31783105
-5.44772386,4.04463278,0.01372574,0.00000000,0.02623846,0.23708774,1.49781395,2.54089496,0.01202919,1.29482700
-5.44172086,3.95138715,0.01382777,0.00000000,0.02659164,0.23717332,1.50010206,2.45625306,0.01181174,1.27111806
-5.43571786,3.85619296,0.01392937,0.00000000,0.02686804,0.23688982,1.50273365,2.37095036,0.01161525,1.24692540
-5.42971486,3.75996956,0.01403007,0.00000000,0.02706322,0.23625464,1.50591646,2.28580947,0.01143912,1.22246901
-5.42371186,3.66358217,0.01412966,0.00000000,0.02717423,0.23529005,1.50988511,2.20157279,0.01128266,1.19796397
-5.41770885,3.56783006,0.01422822,0.00000000,0.02719981,0.23402282,1.51489645,2.11889195,0.01114510,1.17361777
-5.41170585,3.47343858,0.01432606,0.00000000,0.02714045,0.23248378,1.52122386,2.03832164,0.01102571,1.14962853
-5.40570285,3.38105461,0.01442367,0.00000000,0.02699845,0.23070722,1.52915032,1.96031744,0.01092379,1.12618386
-5.39969985,3.29124452,0.01452168,0.00000000,0.02677783,0.22873022,1.53895996,1.88523702,0.01083873,1.10345994
-5.39369685,3.20449411,0.01462082,0.00000000,0.02648429,0.22659175,1.55092819,1.81334440,0.01077006,1.08162066
-5.38769385,3.12120950,0.01472180,0.00000000,0.02612501,0.22433171,1.56531047,1.74481633,0.01071740,1.06081655
-5.38169085,3.04171863,0.01482532,0.00000000,0.02570843,0.22198981,1.58232987,1.67975038,0.01068050,1.04118315
-5.37568784,2.96627272,0.01493191,0.00000000,0.02524399,0.21960434,1.60216384,1.61817396,0.01065918,1.02283900
-5.36968484,2.89504737,0.01504192,0.00000000,0.02474185,0.21721099,1.62493060,1.56005395,0.01065329,1.00588288
-5.36368184,2.82814335,0.01515540,0.00000000,0.02421248,0.21484156,1.65067577,1.50530625,0.01066267,0.99039070
-5.35767884,2.76558686,0.01527207,0.00000000,0.02366642,0.21252282,1.67935982,1.45380515,0.01068704,0.97641187
-5.35167584,2.70732973,0.01539122,0.00000000,0.02311384,0.21027544,1.71084707,1.40539215,0.01072597,0.96396567
-5.34567284,2.65324960,0.01551168,0.00000000,0.02256428,0.20811309,1.74489688,1.35988400,0.01077876,0.95303763
-5.33966983,2.60315074,0.01563179,0.00000000,0.02202631,0.20604177,1.78115779,1.31708014,0.01084439,0.94357639
-5.33366683,2.55676562,0.01574938,0.00000000,0.02150726,0.20405937,1.81916496,1.27676933,0.01092146,0.93549124
-5.32766383,2.51375807,0.01586175,0.00000000,0.02101304,0.20215550,1.85834166,1.23873558,0.01100810,0.92865073
-5.32166083,2.47372794,0.01596573,0.00000000,0.02054793,0.20031166,1.89800498,1.20276355,0.01110199,0.92288251
-5.31565783,2.43621806,0.01605768,0.00000000,0.02011450,0.19850163,1.93737592,1.16864347,0.01120028,0.91797470
-5.30965483,2.40072327,0.01613362,0.00000000,0.01971357,0.19669224,1.97559399,1.13617567,0.01129968,0.91367893
-5.30365183,2.36670196,0.01618924,0.00000000,0.01934422,0.19484436,2.01173598,1.10517492,0.01139642,0.90971496
-5.29764882,2.33358986,0.01622007,0.00000000,0.01900390,0.19291415,2.04483851,1.07547455,0.01148634,0.90577710
-5.29164582,2.30081593,0.01622158,0.00000000,0.01868857,0.19085452,2.07392391,1.04693056,0.01156500,0.90154214
-5.28564282,2.26782008,0.01618930,0.00000000,0.01839292,0.18861678,2.09802841,1.01942553,0.01162774,0.89667859
-5.27963982,2.23407201,0.01611900,0.00000000,0.01811058,0.18615241,2.11623187,0.99287245,0.01166985,0.89085701
-5.27363682,2.19909081,0.01600679,0.00000000,0.01783446,0.18341481,2.12768791,0.96721831,0.01168668,0.88376106
-5.26763382,2.16246430,0.01584931,0.00000000,0.01755707,0.18036113,2.13165334,0.94244730,0.01167381,0.87509873
-5.26163082,2.12386747,0.01564386,0.00000000,0.01727081,0.17695403,2.12751553,0.91858348,0.01162722,0.86461345
-5.25562781,2.08307904,0.01538851,0.00000000,0.01696836,0.17316322,2.11481678,0.89569266,0.01154339,0.85209443
-5.24962481,2.03999529,0.01508221,0.00000000,0.01664298,0.16896691,2.09327436,0.87388322,0.01141949,0.83738589
-5.24362181,1.99464033,0.01472489,0.00000000,0.01628882,0.16435293,2.06279542,0.85330574,0.01125348,0.82039465
-5.23761881,1.94717206,0.01431751,0.00000000,0.01590121,0.15931955,2.02348589,0.83415100,0.01104422,0.80109573
-5.23161581,1.89788331,0.01386206,0.00000000,0.01547687,0.15387600,1.97565285,0.81664641,0.01079155,0.77953560
-5.22561281,1.84719764,0.01336160,0.00000000,0.01501409,0.14804260,1.91980018,0.80105046,0.01049630,0.75583298
-5.21960980,1.79565981,0.01282014,0.00000000,0.01451287,0.14185045,1.85661742,0.78764538,0.01016034,0.73017699
-5.21360680,1.74392090,0.01224265,0.00000000,0.01397497,0.13534083,1.78696227,0.77672786,0.00978651,0.70282272
-5.20760380,1.69271853,0.01163487,0.00000000,0.01340390,0.12856420,1.71183740,0.76859816,0.00937857,0.67408441
-5.20160080,1.64285284,0.01100323,0.00000000,0.01280492,0.12157891,1.63236233,0.76354767,0.00894113,0.64432653
-5.19559780,1.59515911,0.01035467,0.00000000,0.01218488,0.11444961,1.54974177,0.76184553,0.00847949,0.61395301
-5.18959480,1.55047811,0.00969649,0.00000000,0.01155215,0.10724551,1.46523157,0.76372464,0.00799951,0.58339529
-5.18359180,1.50962552,0.00903613,0.00000000,0.01091640,0.10003852,1.38010367,0.76936766,0.00750746,0.55309953
-5.17758879,1.47336171,0.00838104,0.00000000,0.01028846,0.09290136,1.29561171,0.77889378,0.00700982,0.52351374
-5.17158579,1.44236344,0.00773848,0.00000000,0.00968010,0.08590573,1.21295851,0.79234671,0.00651317,0.49507519
-5.16558279,1.41719857,0.00711542,0.00000000,0.00910385,0.07912058,1.13326678,0.80968476,0.00602396,0.46819877
-5.15957979,1.39830527,0.00651831,0.00000000,0.00857283,0.07261064,1.05755423,0.83077346,0.00554841,0.44326676
-5.15357679,1.38597668,0.00595310,0.00000000,0.00810055,0.06643518,0.98671389,0.85538147,0.00509235,0.42062039
-5.14757379,1.38035170,0.00542505,0.00000000,0.00770080,0.06064707,0.92150031,0.88317995,0.00466114,0.40055345
-5.14157079,1.38141262,0.00493876,0.00000000,0.00738752,0.05529223,0.86252186,0.91374592,0.00425958,0.38330826
-5.13556778,1.38898951,0.00449814,0.00000000,0.00717466,0.05040935,0.81023938,0.94656957,0.00389183,0.36907390
-5.12956478,1.40277145,0.00410640,0.00000000,0.00707610,0.04603000,0.76497055,0.98106542,0.00356144,0.35798672
-5.12356178,1.42232386,0.00376610,0.00000000,0.00710554,0.04217901,0.72689981,1.01658723,0.00327131,0.35013302
-5.11755878,1.44711119,0.00347925,0.00000000,0.00727639,0.03887511,0.69609276,1.05244595,0.00302373,0.34555344
-5.11155578,1.47652392,0.00324733,0.00000000,0.00760164,0.03613181,0.67251420,1.08793031,0.00282044,0.34424890
-5.10555278,1.50990843,0.00307141,0.00000000,0.00809370,0.03395837,0.65604867,1.12232912,0.00266266,0.34618744
-5.09954977,1.54659819,0.00295221,0.00000000,0.00876421,0.03236084,0.64652228,1.15495437,0.00255122,0.35131169
-5.09354677,1.58594494,0.00289024,0.00000000,0.00962377,0.03134314,0.64372460,1.18516431,0.00248656,0.35954630
-5.08754377,1.62734785,0.00288580,0.00000000,0.01068166,0.03090797,0.64742941,1.21238528,0.00246889,0.37080500
-5.08154077,1.67027957,0.00293911,0.00000000,0.01194545,0.03105765,0.65741313,1.23613148,0.00249819,0.38499667
-5.07553777,1.71430745,0.00305030,0.00000000,0.01342065,0.03179472,0.67347013,1.25602169,0.00257434,0.40203022
-5.06953477,1.75910894,0.00321946,0.00000000,0.01511022,0.03312228,0.69542381,1.27179212,0.00269712,0.42181781
-5.06353177,1.80448029,0.00344662,0.00000000,0.01701410,0.03504406,0.72313323,1.28330488,0.00286627,0.44427630
-5.05752876,1.85033805,0.00373171,0.00000000,0.01912880,0.03756415,0.75649453,1.29055149,0.00308149,0.46932684
-5.05152576,1.89671309,0.00407452,0.00000000,0.02144686,0.04068650,0.79543747,1.29365129,0.00334246,0.49689248
-5.04552276,1.94373763,0.00447462,0.00000000,0.02395651,0.04441402,0.83991684,1.29284478,0.00364878,0.52689420
-5.03951976,1.99162561,0.00493126,0.00000000,0.02664133,0.04874756,0.88989955,1.28848216,0.00399995,0.55924533
-5.03351676,2.04064764,0.00544326,0.00000000,0.02948001,0.05368455,0.94534785,1.28100757,0.00439534,0.59384491
-5.02751376,2.09110173,0.00600890,0.00000000,0.03244629,0.05921756,1.00619970,1.27093971,0.00483404,0.63057040
-5.02151076,2.14328132,0.00662582,0.00000000,0.03550905,0.06533278,1.07234730,1.25884975,0.00531488,0.66927018
-5.01550775,2.19744240,0.00729087,0.00000000,0.03863254,0.07200854,1.14361515,1.24533750,0.00583627,0.70975643
-5.00950475,2.25377154,0.00800008,0.00000000,0.04177689,0.07921385,1.21973880,1.23100697,0.00639617,0.75179899
-5.00350175,2.31235655,0.00874856,0.00000000,0.04489872,0.08690718,1.30034579,1.21644235,0.00699199,0.79512053
-4.99749875,2.37316145,0.00953046,0.00000000,0.04795202,0.09503557,1.38493990,1.20218557,0.00762055,0.83939379
-4.99149575,2.43600739,0.01033898,0.00000000,0.05088913,0.10353398,1.47289011,1.18871626,0.00827801,0.88424090
-4.98549275,2.50056033,0.01116641,0.00000000,0.05366197,0.11232517,1.56342506,1.17643509,0.00895990,0.92923541
-4.97948974,2.56632673,0.01200418,0.00000000,0.05622325,0.12132004,1.65563397,1.16565105,0.00966109,0.97390676
-4.97348674,2.63265728,0.01284302,0.00000000,0.05852782,0.13041846,1.74847438,1.15657310,0.01037582,1.01774758
-4.96748374,2.69875887,0.01367309,0.00000000,0.06053402,0.13951072,1.84078696,1.14930646,0.01109782,1.06022333
-4.96148074,2.76371427,0.01448421,0.00000000,0.06220494,0.14847939,1.93131715,1.14385351,0.01182032,1.10078413
-4.95547774,2.82650866,0.01526603,0.00000000,0.06350962,0.15720179,2.01874323,1.14011898,0.01253625,1.13887836
-4.94947474,2.88606183,0.01600835,0.00000000,0.06442406,0.16555282,2.10170975,1.13791914,0.01323833,1.17396739
-4.94347174,2.94126457,0.01670132,0.00000000,0.06493204,0.17340814,2.17886538,1.13699427,0.01391925,1.20554101
-4.93746873,2.99101760,0.01733577,0.00000000,0.06502563,0.18064762,2.24890360,1.13702378,0.01457186,1.23313270
-4.93146573,3.03427117,0.01790342,0.00000000,0.06470555,0.18715889,2.31060471,1.13764308,0.01518930,1.25633429
-4.92546273,3.07006368,0.01839715,0.00000000,0.06398111,0.19284086,2.36287733,1.13846151,0.01576524,1.27480922
-4.91945973,3.09755758,0.01881120,0.00000000,0.06286990,0.19760706,2.40479771,1.13908036,0.01629399,1.28830395
-4.91345673,3.11607104,0.01914138,0.00000000,0.06139725,0.20138877,2.43564510,1.13911025,0.01677073,1.29665698
-4.90745373,3.12510418,0.01938517,0.00000000,0.05959539,0.20413755,2.45493156,1.13818736,0.01719157,1.29980519
-4.90145073,3.12435879,0.01954184,0.00000000,0.05750236,0.20582738,2.46242482,1.13598758,0.01755371,1.29778711
-4.89544772,3.11375106,0.01961246,0.00000000,0.05516084,0.20645605,2.45816319,1.13223856,0.01785551,1.29074321
-4.88944472,3.09341688,0.01959988,0.00000000,0.05261685,0.20604582,2.44246162,1.12672903,0.01809654,1.27891310
-4.88344172,3.06370978,0.01950869,0.00000000,0.04991829,0.20464333,2.41590857,1.11931535,0.01827762,1.26262978
-4.87743872,3.02519182,0.01934505,0.00000000,0.04711368,0.20231868,2.37935364,1.10992532,0.01840078,1.24231127
-4.87143572,2.97861802,0.01911653,0.00000000,0.04425076,0.19916381,2.33388626,1.09855912,0.01846923,1.21844984
-4.86543272,2.92491496,0.01883191,0.00000000,0.04137534,0.19529003,2.28080629,1.08528777,0.01848727,1.19159932
-4.85942971,2.86515459,0.01850095,0.00000000,0.03853024,0.19082497,2.22158726,1.07024906,0.01846019,1.16236094
-4.85342671,2.80052417,0.01813406,0.00000000,0.03575440,0.18590895,2.15783385,1.05364156,0.01839413,1.13136795
-4.84742371,2.73229337,0.01774207,0.00000000,0.03308224,0.18069094,2.09123483,1.03571665,0.01829591,1.09926981
-4.84142071,2.66177954,0.01733592,0.00000000,0.03054316,0.17532414,2.02351325,1.01676919,0.01817283,1.06671608
-4.83541771,2.59031218,0.01692633,0.00000000,0.02816132,0.16996148,1.95637551,0.99712699,0.01803253,1.03434057
-4.82941471,2.51919761,0.01652356,0.00000000,0.02595553,0.16475109,1.89146101,0.97713941,0.01788268,1.00274614
-4.82341171,2.44968454,0.01613709,0.00000000,0.02393941,0.15983193,1.83029415,0.95716553,0.01773080,0.97249045
-4.81740870,2.38293167,0.01577541,0.00000000,0.02212159,0.15532965,1.77424003,0.93756206,0.01758405,0.94407299
-4.81140570,2.31997779,0.01544578,0.00000000,0.02050611,0.15135292,1.72446548,0.91867138,0.01744895,0.91792366
-4.80540270,2.26171530,0.01515403,0.00000000,0.01909290,0.14799034,1.68190646,0.90081007,0.01733116,0.89439320
-4.79939970,2.20886770,0.01490445,0.00000000,0.01787826,0.14530787,1.64724294,0.88425810,0.01723532,0.87374560
-4.79339670,2.16197171,0.01469967,0.00000000,0.01685540,0.14334714,1.62088189,0.86924920,0.01716484,0.85615278
-4.78739370,2.12136446,0.01454059,0.00000000,0.01601502,0.14212436,1.60294893,0.85596253,0.01712173,0.84169164
-4.78139070,2.08717628,0.01442641,0.00000000,0.01534576,0.14163021,1.59328887,0.84451606,0.01710654,0.83034350
-4.77538769,2.05932931,0.01435466,0.00000000,0.01483476,0.14183044,1.59147497,0.83496190,0.01711827,0.82199622
-4.76938469,2.03754227,0.01432131,0.00000000,0.01446801,0.14266725,1.59682667,0.82728375,0.01715437,0.81644879
-4.76338169,2.02134128,0.01432090,0.00000000,0.01423078,0.14406153,1.60843513,0.82139671,0.01721081,0.81341840
-4.75737869,2.01007665,0.01434674,0.00000000,0.01410792,0.14591568,1.62519571,0.81714957,0.01728220,0.81254990
-4.75137569,2.00294532,0.01439118,0.00000000,0.01408409,0.14811701,1.64584636,0.81432946,0.01736191,0.81342739
-4.74537269,1.99901832,0.01444581,0.00000000,0.01414402,0.15054167,1.66901054,0.81266890,0.01744240,0.81558767
-4.73936968,1.99727256,0.01450183,0.00000000,0.01427262,0.15305888,1.69324332,0.81185506,0.01751541,0.81853513
-4.73336668,1.99662592,0.01455028,0.00000000,0.01445515,0.15553535,1.71707904,0.81154092,0.01757231,0.82175771
-4.72736368,1.99597461,0.01458244,0.00000000,0.01467733,0.15783971,1.73907896,0.81135794,0.01760448,0.82474340
-4.72136068,1.99423144,0.01459005,0.00000000,0.01492540,0.15984688,1.75787730,0.81092988,0.01760364,0.82699679
-4.71535768,1.99036376,0.01456569,0.00000000,0.01518623,0.16144215,1.77222408,0.80988726,0.01756219,0.82805498
-4.70935468,1.98342980,0.01450297,0.00000000,0.01544741,0.16252484,1.78102343,0.80788183,0.01747362,0.82750261
-4.70335168,1.97261193,0.01439680,0.00000000,0.01569734,0.16301140,1.78336611,0.80460061,0.01733274,0.82498511
-4.69734867,1.95724595,0.01424357,0.00000000,0.01592530,0.16283799,1.77855518,0.79977902,0.01713600,0.82022010
-4.69134567,1.93684510,0.01404124,0.00000000,0.01612161,0.16196221,1.76612433,0.79321237,0.01688166,0.81300630
-4.68534267,1.91111823,0.01378948,0.00000000,0.01627771,0.16036418,1.74584818,0.78476566,0.01656994,0.80322981
-4.67933967,1.87998151,0.01348963,0.00000000,0.01638628,0.15804683,1.71774475,0.77438093,0.01620306,0.79086754
-4.67333667,1.84356322,0.01314468,0.00000000,0.01644138,0.15503537,1.68207012,0.76208232,0.01578522,0.77598774
-4.66733367,1.80220190,0.01275918,0.00000000,0.01643852,0.15137612,1.63930591,0.74797834,0.01532250,0.75874764
-4.66133067,1.75643778,0.01233907,0.00000000,0.01637479,0.14713469,1.59014036,0.73226151,0.01482269,0.73938840
-4.65532766,1.70699816,0.01189151,0.00000000,0.01624891,0.14239356,1.53544398,0.71520542,0.01429505,0.71822757
-4.64932466,1.65477727,0.01142465,0.00000000,0.01606125,0.13724928,1.47624090,0.69715920,0.01374999,0.69564944
-4.64332166,1.60081160,0.01094736,0.00000000,0.01581387,0.13180925,1.41367718,0.67853981,0.01319877,0.67209355
