energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-6.00000000,1.58676844,0.01624356,0.08064348,0.27821302,0.23733515,0.04439234,0.62214009,0.26642449,0.15348247
-5.99399700,1.57302355,0.01524006,0.08726822,0.27241921,0.24341470,0.04707331,0.59982080,0.24740880,0.15353959
-5.98799400,1.57722895,0.01437649,0.09506719,0.26982311,0.25235727,0.05015870,0.58408451,0.23125459,0.15532860
-5.98199100,1.59881424,0.01365074,0.10401637,0.27039963,0.26409788,0.05362196,0.57477218,0.21797883,0.15872512
-5.97598799,1.63688592,0.01305759,0.11407284,0.27407404,0.27851518,0.05742647,0.57159518,0.20753763,0.16358365
-5.96998499,1.69024539,0.01258902,0.12517476,0.28072704,0.29543224,0.06152594,0.57414520,0.19983166,0.16973830
-5.96398199,1.75741502,0.01223466,0.13724206,0.29020119,0.31461889,0.06586504,0.58190691,0.19471243,0.17700432
-5.95797899,1.83667186,0.01198222,0.15017755,0.30230852,0.33579548,0.07038045,0.59427301,0.19198932,0.18518062
-5.95197599,1.92608851,0.01181804,0.16386886,0.31683919,0.35863824,0.07500213,0.61056124,0.19143700,0.19405303
-5.94597299,2.02358046,0.01172762,0.17819107,0.33357092,0.38278621,0.07965500,0.63003303,0.19280326,0.20339832
-5.93996998,2.12695902,0.01169614,0.19300998,0.35227900,0.40784963,0.08426077,0.65191328,0.19581682,0.21298885
-5.93396698,2.23398868,0.01170903,0.20818618,0.37274646,0.43341978,0.08874005,0.67541092,0.20019527,0.22259771
-5.92796398,2.34244757,0.01175247,0.22357965,0.39477432,0.45908002,0.09301451,0.69973966,0.20565285,0.23200412
-5.92196098,2.45018945,0.01181383,0.23905480,0.41819129,0.48441773,0.09700926,0.72413868,0.21190797,0.24099896
-5.91595798,2.55520540,0.01188213,0.25448585,0.44286274,0.50903693,0.10065505,0.74789240,0.21869039,0.24939020
-5.90995498,2.65568331,0.01194835,0.26976226,0.46869848,0.53257109,0.10389049,0.77034922,0.22574799,0.25700806
-5.90395198,2.75006305,0.01200574,0.28479395,0.49565907,0.55469568,0.10666406,0.79093840,0.23285290,0.26370955
-5.89794897,2.83708527,0.01205005,0.29951611,0.52376010,0.57513998,0.10893590,0.80918477,0.23980695,0.26938241
-5.89194597,2.91583183,0.01207965,0.31389321,0.55307441,0.59369768,0.11067919,0.82472081,0.24644633,0.27394807
-5.88594297,2.98575602,0.01209558,0.32792213,0.58373175,0.61023566,0.11188124,0.83729558,0.25264527,0.27736369
-5.87993997,3.04670105,0.01210156,0.34163388,0.61591594,0.62470062,0.11254407,0.84678035,0.25831869,0.27962294
-5.87393697,3.09890561,0.01210392,0.35509404,0.64985930,0.63712302,0.11268459,0.85317065,0.26342369,0.28075569
-5.86793397,3.14299584,0.01211139,0.36840154,0.68583448,0.64761815,0.11233425,0.85658461,0.26795986,0.28082644
-5.86193097,3.17996363,0.01213496,0.38168579,0.72414391,0.65638405,0.11153820,0.85725768,0.27196828,0.27993169
-5.85592796,3.21113150,0.01218754,0.39510220,0.76510710,0.66369627,0.11035412,0.85553385,0.27552937,0.27819612
-5.84992496,3.23810518,0.01228366,0.40882619,0.80904623,0.66989950,0.10885049,0.85185365,0.27875939,0.27576795
-5.84392196,3.26271537,0.01243913,0.42304577,0.85627056,0.67539630,0.10710462,0.84673940,0.28180595,0.27281354
-5.83791896,3.28695071,0.01267058,0.43795307,0.90706021,0.68063332,0.10520039,0.84077808,0.28484246,0.26951146
-5.83191596,3.31288432,0.01299507,0.45373511,0.96164994,0.68608540,0.10322578,0.83460246,0.28806170,0.26604620
-5.82591296,3.34259660,0.01342960,0.47056410,1.02021360,0.69223824,0.10127027,0.82887115,0.29166879,0.26260199
-5.81990995,3.37809722,0.01399067,0.48858787,1.08284990,0.69957019,0.09942225,0.82424804,0.29587373,0.25935657
-5.81390695,3.42124903,0.01469373,0.50792058,1.14956998,0.70853387,0.09776649,0.82138197,0.30088367,0.25647560
-5.80790395,3.47369661,0.01555272,0.52863447,1.22028735,0.71953841,0.09638167,0.82088703,0.30689529,0.25410747
-5.80190095,3.53680217,0.01657956,0.55075266,1.29481062,0.73293286,0.09533820,0.82332409,0.31408730,0.25237902
-5.79589795,3.61159068,0.01778368,0.57424371,1.37283916,0.74899153,0.09469622,0.82918407,0.32261356,0.25139208
-5.78989495,3.69870612,0.01917151,0.59901787,1.45396205,0.76790166,0.09450396,0.83887319,0.33259676,0.25122094
-5.78389195,3.79838016,0.02074607,0.62492548,1.53766011,0.78975409,0.09479634,0.85270065,0.34412293,0.25191095
-5.77788894,3.91041387,0.02250657,0.65175746,1.62331104,0.81453691,0.09559404,0.87086879,0.35723700,0.25347791
-5.77188594,4.03417286,0.02444801,0.67924797,1.71019759,0.84213275,0.09690284,0.89346603,0.37193939,0.25590863
-5.76588294,4.16859564,0.02656096,0.70707916,1.79751813,0.87231927,0.09871337,0.92046245,0.38818385,0.25916210
-5.75987994,4.31221447,0.02883134,0.73488788,1.88439975,0.90477327,0.10100124,0.95170829,0.40587647,0.26317164
-5.75387694,4.46318796,0.03124032,0.76227402,1.96991307,0.93907783,0.10372750,0.98693510,0.42487607,0.26784746
-5.74787394,4.61934396,0.03376438,0.78881031,2.05308877,0.97473251,0.10683948,1.02575966,0.44499578,0.27307983
-5.74187094,4.77823143,0.03637543,0.81405316,2.13293512,1.01116606,0.11027193,1.06769051,0.46600596,0.27874256
-5.73586793,4.93717961,0.03904117,0.83755423,2.20845642,1.04775129,0.11394846,1.11213711,0.48763837,0.28469668
-5.72986493,5.09336292,0.04172552,0.85887233,2.27867191,1.08382157,0.11778334,1.15842135,0.50959144,0.29079420
-5.72386193,5.24386986,0.04438923,0.87758515,2.34263470,1.11868847,0.12168348,1.20579139,0.53153668,0.29688189
-5.71785893,5.38577416,0.04699068,0.89330073,2.39945076,1.15166007,0.12555065,1.25343771,0.55312606,0.30280494
-5.71185593,5.51620662,0.04948676,0.90566807,2.44829735,1.18205929,0.12928389,1.30051097,0.57400015,0.30841050
-5.70585293,5.63242602,0.05183388,0.91438663,2.48844086,1.20924194,0.13278205,1.34614153,0.59379700,0.31355093
-5.69984992,5.73188756,0.05398915,0.91921461,2.51925368,1.23261381,0.13594639,1.38946024,0.61216136,0.31808688
-5.69384692,5.81230737,0.05591144,0.91997564,2.54022995,1.25164659,0.13868317,1.42962017,0.62875424,0.32189007
-5.68784392,5.87172166,0.05756267,0.91656380,2.55099967,1.26589209,0.14090624,1.46581861,0.64326232,0.32484578
-5.68184092,5.90853939,0.05890892,0.90894684,2.55134120,1.27499451,0.14253938,1.49731896,0.65540723,0.32685510
-5.67583792,5.92158704,0.05992149,0.89716761,2.54119157,1.27870053,0.14351850,1.52347192,0.66495412,0.32783677
-5.66983492,5.91014460,0.06057792,0.88134366,2.52065448,1.27686686,0.14379355,1.54373520,0.67171954,0.32772884
-5.66383192,5.87397182,0.06086274,0.86166508,2.49000565,1.26946535,0.14332995,1.55769131,0.67557820,0.32648986
-5.65782891,5.81332401,0.06076809,0.83839077,2.44969526,1.25658539,0.14210973,1.56506266,0.67646838,0.32409984
-5.65182591,5.72895689,0.06029408,0.81184314,2.40034734,1.23843357,0.14013214,1.56572352,0.67439593,0.32056073
-5.64582291,5.62212019,0.05944894,0.78240154,2.34275599,1.21533086,0.13741370,1.55970833,0.66943654,0.31589658
-5.63981991,5.49454015,0.05824883,0.75049469,2.27787818,1.18770710,0.13398780,1.54721588,0.66173624,0.31015320
-5.63381691,5.34839091,0.05671752,0.71659214,2.20682342,1.15609323,0.12990379,1.52860925,0.65151011,0.30339743
-5.62781391,5.18625570,0.05488567,0.68119523,2.13084013,1.12111128,0.12522561,1.50441125,0.63903907,0.29571591
-5.62181091,5.01107835,0.05279008,0.64482768,2.05129896,1.08346244,0.12002990,1.47529537,0.62466498,0.28721339
-5.61580790,4.82610632,0.05047260,0.60802601,1.96967330,1.04391350,0.11440393,1.44207249,0.60878398,0.27801059
-5.60980490,4.63482645,0.04797900,0.57133022,1.88751711,1.00328192,0.10844311,1.40567349,0.59183829,0.26824162
-5.60380190,4.44089498,0.04535775,0.53527459,1.80644051,0.96241993,0.10224841,1.36712834,0.57430677,0.25805102
