energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,3.56883044,-3.56883042,0.04060906,-0.04060906,0.45568605,-0.45568605,0.50996412,-0.50996412,0.37193232,-0.37193231,0.75501536,-0.75501536,0.50125332,-0.50125332,1.51474535,-1.51474533,0.00000000,-0.00000000
-5.99399700,3.56099039,-3.56099037,0.03977302,-0.03977302,0.45506144,-0.45506143,0.50610536,-0.50610535,0.37505620,-0.37505619,0.75749067,-0.75749067,0.49579685,-0.49579685,1.51402059,-1.51402057,0.00000000,-0.00000000
-5.98799400,3.55741476,-3.55741474,0.03887076,-0.03887076,0.45589162,-0.45589162,0.50328762,-0.50328762,0.37798068,-0.37798067,0.76425192,-0.76425192,0.49058057,-0.49058057,1.51408704,-1.51408702,0.00000000,-0.00000000
-5.98199100,3.55715219,-3.55715218,0.03790046,-0.03790046,0.45801143,-0.45801143,0.50141315,-0.50141314,0.38059867,-0.38059866,0.77514470,-0.77514470,0.48544839,-0.48544839,1.51462093,-1.51462092,0.00000000,-0.00000000
-5.97598799,3.55922579,-3.55922578,0.03686455,-0.03686455,0.46124341,-0.46124341,0.50036858,-0.50036857,0.38280598,-0.38280597,0.78996082,-0.78996082,0.48025642,-0.48025642,1.51529315,-1.51529314,0.00000000,-0.00000000
-5.96998499,3.56267489,-3.56267488,0.03576972,-0.03576972,0.46540464,-0.46540464,0.50003080,-0.50003080,0.38450496,-0.38450495,0.80844603,-0.80844603,0.47487998,-0.47487998,1.51578393,-1.51578393,0.00000000,-0.00000000
-5.96398199,3.56659160,-3.56659160,0.03462656,-0.03462656,0.47031290,-0.47031290,0.50027239,-0.50027239,0.38560786,-0.38560785,0.83030724,-0.83030723,0.46921911,-0.46921911,1.51579578,-1.51579578,0.00000000,-0.00000000
-5.95797899,3.57015062,-3.57015062,0.03344917,-0.03344917,0.47579170,-0.47579170,0.50096633,-0.50096632,0.38603973,-0.38603972,0.85521892,-0.85521891,0.46320241,-0.46320242,1.51506409,-1.51506409,0.00000000,-0.00000000
-5.95197599,3.57263133,-3.57263134,0.03225454,-0.03225454,0.48167418,-0.48167417,0.50198989,-0.50198989,0.38574078,-0.38574077,0.88282845,-0.88282845,0.45678902,-0.45678902,1.51336502,-1.51336502,0.00000000,-0.00000000
-5.94597299,3.57343188,-3.57343189,0.03106185,-0.03106185,0.48780568,-0.48780568,0.50322754,-0.50322754,0.38466827,-0.38466826,0.91276024,-0.91276024,0.44996879,-0.44996879,1.51052066,-1.51052067,0.00000000,-0.00000000
