energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.83791896,5.19691749,0.01678946,0.16755002,0.44056188,0.78191691,0.06919952,2.95272229,1.66605261,0.97594242
-5.83191596,5.20789880,0.01708850,0.16517896,0.43478799,0.77828288,0.06919262,2.97204790,1.66363894,0.98412682
-5.82591296,5.22027850,0.01738845,0.16269134,0.42938425,0.77466656,0.06913946,2.99257987,1.65986388,0.99226562
-5.81990995,5.23411702,0.01768696,0.16013516,0.42442420,0.77115587,0.06903850,3.01422716,1.65476678,1.00031038
-5.81390695,5.24935521,0.01798119,0.15755763,0.41997214,0.76782435,0.06888825,3.03681879,1.64837578,1.00817998
-5.80790395,5.26581176,0.01826789,0.15500419,0.41608163,0.76472953,0.06868755,3.06010445,1.64070964,1.01576160
-5.80190095,5.28318603,0.01854347,0.15251762,0.41279421,0.76191215,0.06843585,3.08375860,1.63178051,1.02291358
-5.79589795,5.30106663,0.01880412,0.15013743,0.41013854,0.75939602,0.06813346,3.10738805,1.62159786,1.02947013
-5.78989495,5.31894577,0.01904596,0.14789955,0.40812989,0.75718880,0.06778190,3.13054330,1.61017327,1.03524773
-5.78389195,5.33623913,0.01926517,0.14583615,0.40677018,0.75528341,0.06738416,3.15273291,1.59752599,1.04005304
-5.77788894,5.35231046,0.01945805,0.14397579,0.40604857,0.75366019,0.06694494,3.17344096,1.58368903,1.04369183
-5.77188594,5.36650000,0.01962122,0.14234371,0.40594255,0.75228949,0.06647079,3.19214642,1.56871545,1.04597877
-5.76588294,5.37815544,0.01975164,0.14096219,0.40641963,0.75113468,0.06597028,3.20834404,1.55268450,1.04674725
-5.75987994,5.38666395,0.01984674,0.13985113,0.40743946,0.75015525,0.06545395,3.22156559,1.53570722,1.04585903
-5.75387694,5.39148380,0.01990448,0.13902848,0.40895639,0.74931003,0.06493426,3.23140059,1.51793122,1.04321304
-5.74787394,5.39217402,0.01992335,0.13851075,0.41092233,0.74856013,0.06442542,3.23751553,1.49954406,1.03875296
-5.74187094,5.38842057,0.01990244,0.13831341,0.41328979,0.74787154,0.06394307,3.23967075,1.48077516,1.03247305
-5.73586793,5.38005781,0.01984142,0.13845110,0.41601491,0.74721734,0.06350400,3.23773404,1.46189581,1.02442214
-5.72986493,5.36708407,0.01974055,0.13893776,0.41906048,0.74657924,0.06312563,3.23169039,1.44321711,1.01470529
-5.72386193,5.34967058,0.01960065,0.13978659,0.42239855,0.74594851,0.06282557,3.22164736,1.42508580,1.00348323
-5.71785893,5.32816305,0.01942310,0.14100983,0.42601269,0.74532626,0.06262110,3.20783576,1.40787797,0.99096948
-5.71185593,5.30307590,0.01920977,0.14261834,0.42989969,0.74472306,0.06252857,3.19060539,1.39199063,0.97742521
-5.70585293,5.27507891,0.01896301,0.14462120,0.43407048,0.74415788,0.06256290,3.17041614,1.37783144,0.96315224
-5.69984992,5.24497694,0.01868560,0.14702506,0.43855033,0.74365655,0.06273702,3.14782445,1.36580684,0.94848414
-5.69384692,5.21368311,0.01838071,0.14983349,0.44337814,0.74324971,0.06306136,3.12346566,1.35630886,0.93377617
-5.68784392,5.18218651,0.01805185,0.15304639,0.44860483,0.74297044,0.06354344,3.09803290,1.34970117,0.91939403
-5.68184092,5.15151544,0.01770281,0.15665930,0.45429085,0.74285154,0.06418745,3.07225303,1.34630470,0.90570223
-5.67583792,5.12269753,0.01733758,0.16066283,0.46050290,0.74292283,0.06499396,3.04686074,1.34638342,0.89305219
-5.66983492,5.09671823,0.01696031,0.16504219,0.46730984,0.74320832,0.06595967,3.02257140,1.35013086,0.88177068
-5.66383192,5.07447906,0.01657524,0.16977678,0.47477809,0.74372351,0.06707726,3.00005396,1.35765783,0.87214895
-5.65782891,5.05675746,0.01618656,0.17484002,0.48296662,0.74447300,0.06833541,2.97990469,1.36898195,0.86443284
-5.65182591,5.04416977,0.01579838,0.18019921,0.49192178,0.74544832,0.06971876,2.96262292,1.38401957,0.85881432
-5.64582291,5.03713885,0.01541460,0.18581567,0.50167221,0.74662628,0.07120814,2.94858967,1.40258033,0.85542465
-5.63981991,5.03586805,0.01503883,0.19164497,0.51222414,0.74796782,0.07278079,2.93805019,1.42436505,0.85432951
-5.63381691,5.04032267,0.01467431,0.19763744,0.52355727,0.74941747,0.07441079,2.93110122,1.44896700,0.85552605
-5.62781391,5.05022011,0.01432383,0.20373871,0.53562155,0.75090351,0.07606947,2.92768355,1.47587692,0.85894226
-5.62181091,5.06502950,0.01398965,0.20989062,0.54833511,0.75233880,0.07772606,2.92758049,1.50449172,0.86443848
-5.61580790,5.08398125,0.01367348,0.21603210,0.56158337,0.75362242,0.07934838,2.93042247,1.53412691,0.87181114
-5.60980490,5.10608659,0.01337644,0.22210038,0.57521973,0.75464199,0.08090355,2.93569778,1.56403238,0.88079869
-5.60380190,5.13016675,0.01309906,0.22803223,0.58906767,0.75527666,0.08235894,2.94276931,1.59341125,0.89108934
-5.59779890,5.15489079,0.01284130,0.23376534,0.60292435,0.75540084,0.08368299,2.95089662,1.62144122,0.90233074
-5.59179590,5.17882112,0.01260261,0.23923984,0.61656564,0.75488828,0.08484616,2.95926272,1.64729764,0.91414088
-5.58579290,5.20046460,0.01238196,0.24439977,0.62975242,0.75361665,0.08582183,2.96700453,1.67017768,0.92612024
-5.57978989,5.21832766,0.01217796,0.24919460,0.64223789,0.75147225,0.08658722,2.97324569,1.68932453,0.93786450
-5.57378689,5.23097284,0.01198894,0.25358073,0.65377565,0.74835480,0.08712409,2.97713054,1.70405081,0.94897751
-5.56778389,5.23707447,0.01181301,0.25752281,0.66412815,0.74418194,0.08741948,2.97785772,1.71376026,0.95908404
-5.56178089,5.23547109,0.01164823,0.26099494,0.67307527,0.73889344,0.08746619,2.97471194,1.71796681,0.96784176
-5.55577789,5.22521216,0.01149264,0.26398163,0.68042243,0.73245474,0.08726311,2.96709258,1.71631015,0.97495211
-5.54977489,5.20559708,0.01134437,0.26647847,0.68600817,0.72485973,0.08681532,2.95453784,1.70856734,0.98016964
-5.54377189,5.17620477,0.01120168,0.26849251,0.68971051,0.71613261,0.08613403,2.93674344,1.69465976,0.98330935
-5.53776888,5.13691239,0.01106304,0.27004228,0.69145212,0.70632872,0.08523618,2.91357500,1.67465534,0.98425203
-5.53176588,5.08790265,0.01092712,0.27115744,0.69120382,0.69553428,0.08414393,2.88507379,1.64876574,0.98294713
-5.52576288,5.02965937,0.01079281,0.27187809,0.68898642,0.68386500,0.08288390,2.85145558,1.61733896,0.97941339
-5.51975988,4.96295165,0.01065922,0.27225373,0.68487068,0.67146369,0.08148621,2.81310283,1.58084747,0.97373703
-5.51375688,4.88880769,0.01052561,0.27234192,0.67897555,0.65849689,0.07998344,2.77055081,1.53987260,0.96606783
-5.50775388,4.80847960,0.01039141,0.27220670,0.67146466,0.64515064,0.07840945,2.72446837,1.49508593,0.95661326
-5.50175088,4.72340094,0.01025609,0.27191687,0.66254129,0.63162568,0.07679825,2.67563431,1.44722838,0.94563090
-5.49574787,4.63513917,0.01011919,0.27154407,0.65244201,0.61813214,0.07518277,2.62491078,1.39708815,0.93341979
-5.48974487,4.54534510,0.00998023,0.27116097,0.64142937,0.60488400,0.07359383,2.57321471,1.34547820,0.92031072
-5.48374187,4.45570167,0.00983867,0.27083938,0.62978375,0.59209358,0.07205911,2.52148873,1.29321442,0.90665625
-5.47773887,4.36787415,0.00969391,0.27064859,0.61779502,0.57996609,0.07060240,2.47067267,1.24109515,0.89282064
-5.47173587,4.28346356,0.00954528,0.27065381,0.60575395,0.56869462,0.06924292,2.42167691,1.18988280,0.87917013
-5.46573287,4.20396508,0.00939200,0.27091487,0.59394410,0.55845557,0.06799498,2.37535828,1.14028822,0.86606385
-5.45972986,4.13073250,0.00923327,0.27148514,0.58263407,0.54940469,0.06686773,2.33249938,1.09295799,0.85384563
-5.45372686,4.06494950,0.00906827,0.27241070,0.57207070,0.54167386,0.06586526,2.29379172,1.04846505,0.84283687
-5.44772386,4.00760826,0.00889622,0.27372973,0.56247313,0.53536851,0.06498680,2.25982286,1.00730256,0.83333053
-5.44172086,3.95949530,0.00871644,0.27547214,0.55402806,0.53056590,0.06422714,2.23106767,0.96988080,0.82558628
-5.43571786,3.92118411,0.00852843,0.27765935,0.54688618,0.52731407,0.06357722,2.20788339,0.93652694,0.81982677
-5.42971486,3.89303413,0.00833193,0.28030417,0.54115977,0.52563158,0.06302475,2.19050824,0.90748712,0.81623488
-5.42371186,3.87519504,0.00812698,0.28341081,0.53692153,0.52550785,0.06255499,2.17906301,0.88293050,0.81495188
-5.41770885,3.86761559,0.00791398,0.28697492,0.53420462,0.52690420,0.06215149,2.17355520,0.86295458,0.81607630
-5.41170585,3.87005580,0.00769373,0.29098362,0.53300360,0.52975544,0.06179683,2.17388512,0.84759144,0.81966346
-5.40570285,3.88210187,0.00746744,0.29541562,0.53327638,0.53397198,0.06147335,2.17985336,0.83681422,0.82572534
-5.39969985,3.90318260,0.00723675,0.30024117,0.53494694,0.53944244,0.06116374,2.19116932,0.83054354,0.83423100
-5.39369685,3.93258707,0.00700370,0.30542226,0.53790870,0.54603659,0.06085157,2.20746022,0.82865350,0.84510718
-5.38769385,3.96948263,0.00677069,0.31091263,0.54202841,0.55360878,0.06052174,2.22828053,0.83097689,0.85823931
-5.38169085,4.01293323,0.00654042,0.31665804,0.54715036,0.56200157,0.06016077,2.25312143,0.83730970,0.87347280
-5.37568784,4.06191770,0.00631581,0.32259658,0.55310094,0.57104958,0.05975696,2.28142043,0.84741466,0.89061484
-5.36968484,4.11534801,0.00609992,0.32865920,0.55969326,0.58058359,0.05930059,2.31257096,0.86102412,0.90943656
-5.36368184,4.17208759,0.00589580,0.33477046,0.56673186,0.59043463,0.05878381,2.34593215,0.87784226,0.92967595
-5.35767884,4.23096985,0.00570645,0.34084960,0.57401744,0.60043804,0.05820067,2.38083880,0.89754706,0.95104138
-5.35167584,4.29081696,0.00553466,0.34681182,0.58135136,0.61043747,0.05754700,2.41661172,0.91979205,0.97321597
-5.34567284,4.35045910,0.00538290,0.35256997,0.58854012,0.62028856,0.05682024,2.45256848,0.94420845,0.99586279
-5.33966983,4.40875410,0.00525328,0.35803649,0.59539957,0.62986234,0.05601934,2.48803459,0.97040769,1.01863091
-5.33366683,4.46460751,0.00514739,0.36312556,0.60175888,0.63904809,0.05514458,2.52235516,0.99798477,1.04116228
-5.32766383,4.51699281,0.00506628,0.36775559,0.60746417,0.64775571,0.05419747,2.55490689,1.02652252,1.06309925
-5.32166083,4.56497147,0.00501042,0.37185167,0.61238186,0.65591744,0.05318065,2.58511017,1.05559693,1.08409267
-5.31565783,4.60771250,0.00497964,0.37534815,0.61640160,0.66348884,0.05209776,2.61244113,1.08478351,1.10381025
-5.30965483,4.64451082,0.00497318,0.37819110,0.61943872,0.67044909,0.05095347,2.63644322,1.11366465,1.12194497
-5.30365183,4.67480388,0.00498964,0.38034055,0.62143622,0.67680056,0.04975340,2.65673794,1.14183775,1.13822319
-5.29764882,4.69818595,0.00502710,0.38177245,0.62236619,0.68256764,0.04850413,2.67303437,1.16892392,1.15241215
-5.29164582,4.71441933,0.00508314,0.38248017,0.62223057,0.68779504,0.04721318,2.68513695,1.19457677,1.16432647
-5.28564282,4.72344185,0.00515493,0.38247545,0.62106134,0.69254546,0.04588903,2.69295132,1.21849114,1.17383352
-5.27963982,4.72537035,0.00523932,0.38178882,0.61891988,0.69689691,0.04454113,2.69648762,1.24041117,1.18085721
-5.27363682,4.72049948,0.00533298,0.38046933,0.61589568,0.70093972,0.04317979,2.69586119,1.26013726,1.18538002
-5.26763382,4.70929586,0.00543247,0.37858356,0.61210425,0.70477344,0.04181619,2.69129043,1.27753185,1.18744332
-5.26163082,4.69238747,0.00553437,0.37621407,0.60768431,0.70850374,0.04046226,2.68309182,1.29252332,1.18714571
-5.25562781,4.67054847,0.00563541,0.37345716,0.60279430,0.71223943,0.03913056,2.67167212,1.30510804,1.18463962
-5.24962481,4.64467992,0.00573254,0.37042012,0.59760828,0.71608982,0.03783407,2.65751809,1.31535037,1.18012611
-5.24362181,4.61578695,0.00582308,0.36721799,0.59231123,0.72016238,0.03658605,2.64118394,1.32338051,1.17384838
-5.23761881,4.58495318,0.00590475,0.36397008,0.58709412,0.72456083,0.03539976,2.62327715,1.32939035,1.16608395
-5.23161581,4.55331333,0.00597576,0.36079624,0.58214867,0.72938372,0.03428821,2.60444298,1.33362753,1.15713611
-5.22561281,4.52202496,0.00603486,0.35781315,0.57766205,0.73472347,0.03326393,2.58534854,1.33638791,1.14732499
-5.21960980,4.49224052,0.00608136,0.35513070,0.57381189,0.74066582,0.03233864,2.56666672,1.33800691,1.13697846
-5.21360680,4.46508053,0.00611515,0.35284870,0.57076148,0.74728971,0.03152300,2.54906090,1.33884996,1.12642349
-5.20760380,4.44160911,0.00613665,0.35105393,0.56865569,0.75466734,0.03082639,2.53317079,1.33930273,1.11597817
-5.20160080,4.42281242,0.00614683,0.34981782,0.56761751,0.76286458,0.03025663,2.51959993,1.33976128,1.10594465
-5.19559780,4.40958092,0.00614709,0.34919467,0.56774554,0.77194136,0.02981986,2.50890530,1.34062275,1.09660338
-5.18959480,4.40269576,0.00613927,0.34922061,0.56911240,0.78195216,0.02952034,2.50158919,1.34227685,1.08820863
-5.18359180,4.40281967,0.00612548,0.34991325,0.57176428,0.79294634,0.02936035,2.49809347,1.34509828,1.08098537
-5.17758879,4.41049224,0.00610810,0.35127210,0.57572139,0.80496846,0.02934022,2.49879639,1.34944054,1.07512769
-5.17158579,4.42612967,0.00608959,0.35327960,0.58097955,0.81805833,0.02945825,2.50401156,1.35563089,1.07079827
-5.16558279,4.45002832,0.00607248,0.35590284,0.58751259,0.83225094,0.02971083,2.51398907,1.36396680,1.06812919
-5.15957979,4.48237177,0.00605919,0.35909573,0.59527552,0.84757633,0.03009255,2.52891830,1.37471346,1.06722348
-5.15357679,4.52324076,0.00605200,0.36280165,0.60420826,0.86405926,0.03059636,2.54893217,1.38810264,1.06815741
-5.14757379,4.57262505,0.00605292,0.36695629,0.61423976,0.88171905,0.03121376,2.57411237,1.40433223,1.07098323
-5.14157079,4.63043681,0.00606365,0.37149072,0.62529219,0.90056939,0.03193508,2.60449511,1.42356674,1.07573203
-5.13556778,4.69652457,0.00608550,0.37633434,0.63728506,0.92061849,0.03274971,2.64007720,1.44593815,1.08241653
-5.12956478,4.77068711,0.00611937,0.38141778,0.65013903,0.94186952,0.03364641,2.68082193,1.47154714,1.09103377
-5.12356178,4.85268675,0.00616571,0.38667551,0.66377920,0.96432133,0.03461361,2.72666457,1.50046439,1.10156725
-5.11755878,4.94226141,0.00622452,0.39204801,0.67813771,0.98796981,0.03563970,2.77751730,1.53273187,1.11398879
-5.11155578,5.03913511,0.00629538,0.39748362,0.69315563,1.01280946,0.03671333,2.83327331,1.56836393,1.12825969
-5.10555278,5.14302653,0.00637746,0.40293971,0.70878393,1.03883555,0.03782364,2.89380998,1.60734815,1.14433154
-5.09954977,5.25365535,0.00646957,0.40838350,0.72498363,1.06604633,0.03896057,2.95899124,1.64964586,1.16214647
-5.09354677,5.37074634,0.00657026,0.41379217,0.74172516,1.09444558,0.04011497,3.02866875,1.69519232,1.18163699
-5.08754377,5.49403090,0.00667784,0.41915255,0.75898687,1.12404488,0.04127884,3.10268221,1.74389662,1.20272551
-5.08154077,5.62324623,0.00679047,0.42446028,0.77675303,1.15486569,0.04244536,3.18085860,1.79564118,1.22532362
-5.07553777,5.75813200,0.00690629,0.42971864,0.79501122,1.18694073,0.04360897,3.26301051,1.85028099,1.24933126
-5.06953477,5.89842457,0.00702344,0.43493693,0.81374948,1.22031457,0.04476533,3.34893341,1.90764267,1.27463572
-5.06353177,6.04384905,0.00714015,0.44012867,0.83295326,1.25504313,0.04591124,3.43840211,1.96752318,1.30111081
-5.05752876,6.19410916,0.00725485,0.44530966,0.85260238,1.29119191,0.04704452,3.53116633,2.02968852,1.32861592
-5.05152576,6.34887542,0.00736616,0.45049588,0.87266821,1.32883277,0.04816377,3.62694559,2.09387228,1.35699536
-5.04552276,6.50777179,0.00747300,0.45570150,0.89311113,1.36803938,0.04926816,3.72542347,2.15977416,1.38607771
-5.03951976,6.67036141,0.00757455,0.46093689,0.91387850,1.40888117,0.05035716,3.82624158,2.22705867,1.41567542
-5.03351676,6.83613193,0.00767032,0.46620689,0.93490316,1.45141615,0.05143022,3.92899341,2.29535396,1.44558463
-5.02751376,7.00448112,0.00776010,0.47150917,0.95610254,1.49568278,0.05248653,4.03321835,2.36425102,1.47558509
-5.02151076,7.17470350,0.00784396,0.47683297,0.97737846,1.54169120,0.05352469,4.13839650,2.43330343,1.50544047
-5.01550775,7.34597887,0.00792222,0.48215805,0.99861761,1.58941441,0.05454250,4.24394431,2.50202773,1.53489885
-5.00950475,7.51736344,0.00799539,0.48745401,1.01969264,1.63877972,0.05553677,4.34921184,2.56990463,1.56369357
-5.00350175,7.68778458,0.00806411,0.49267993,1.04046386,1.68966112,0.05650313,4.45348185,2.63638124,1.59154444
-4.99749875,7.85603966,0.00812913,0.49778434,1.06078147,1.74187308,0.05743605,4.55597116,2.70087441,1.61815936
-4.99149575,8.02079988,0.00819119,0.50270558,1.08048819,1.79516616,0.05832878,4.65583459,2.76277535,1.64323646
-4.98549275,8.18061928,0.00825103,0.50737245,1.09942216,1.84922500,0.05917348,4.75217174,2.82145552,1.66646665
-4.97948974,8.33394937,0.00830928,0.51170524,1.11742009,1.90366880,0.05996135,4.84403664,2.87627389,1.68753683
-4.97348674,8.47915923,0.00836647,0.51561705,1.13432043,1.95805470,0.06068290,4.93045030,2.92658544,1.70613362
-4.96748374,8.61456092,0.00842293,0.51901542,1.14996648,2.01188386,0.06132819,5.01041592,2.97175091,1.72194761
-4.96148074,8.73843969,0.00847885,0.52180424,1.16420929,2.06461041,0.06188719,5.08293655,3.01114750,1.73467830
-4.95547774,8.84908813,0.00853418,0.52388591,1.17691042,2.11565274,0.06235007,5.14703467,3.04418044,1.74403932
-4.94947474,8.94484352,0.00858870,0.52516368,1.18794423,2.16440707,0.06270758,5.20177313,3.07029513,1.74976430
-4.94347174,9.02412711,0.00864200,0.52554422,1.19719986,2.21026250,0.06295136,5.24627695,3.08898945,1.75161284
-4.93746873,9.08548418,0.00869352,0.52494020,1.20458276,2.25261722,0.06307423,5.27975515,3.09982612,1.74937680
-4.93146573,9.12762355,0.00874254,0.52327302,1.21001589,2.29089515,0.06307045,5.30152203,3.10244460,1.74288649
-4.92546273,9.14945529,0.00878828,0.52047547,1.21344047,2.32456235,0.06293590,5.31101708,3.09657225,1.73201684
-4.91945973,9.15012545,0.00882986,0.51649425,1.21481638,2.35314263,0.06266824,5.30782300,3.08203442,1.71669300
-4.91345673,9.12904645,0.00886644,0.51129239,1.21412238,2.37623177,0.06226697,5.29168111,3.05876314,1.69689557
-4.90745373,9.08592232,0.00889716,0.50485138,1.21135598,2.39350974,0.06173346,5.26250371,3.02680412,1.67266488
-4.90145073,9.02076785,0.00892126,0.49717284,1.20653327,2.40475071,0.06107092,5.22038295,2.98632167,1.64410439
-4.89544772,8.93392088,0.00893807,0.48827992,1.19968857,2.40983028,0.06028430,5.16559582,2.93760147,1.61138273
-4.88944472,8.82604734,0.00894708,0.47821807,1.19087402,2.40872998,0.05938021,5.09860508,2.88105083,1.57473450
-4.88344172,8.69813863,0.00894793,0.46705528,1.18015921,2.40153874,0.05836676,5.02005604,2.81719635,1.53445939
-4.87743872,8.55150129,0.00894045,0.45488167,1.16763067,2.38845162,0.05725340,4.93076905,2.74667876,1.49091971
-4.87143572,8.38773905,0.00892468,0.44180852,1.15339136,2.36976564,0.05605075,4.83172785,2.67024510,1.44453613
-4.86543272,8.20872741,0.00890086,0.42796651,1.13756007,2.34587316,0.05477042,4.72406397,2.58873795,1.39578163
-4.85942971,8.01658135,0.00886943,0.41350351,1.12027059,2.31725295,0.05342485,4.60903731,2.50308214,1.34517383
-4.85342671,7.81361671,0.00883104,0.39858168,1.10167079,2.28445931,0.05202708,4.48801337,2.41426884,1.29326567
-4.84742371,7.60230602,0.00878650,0.38337409,1.08192125,2.24810963,0.05059061,4.36243755,2.32333748,1.24063467
-4.84142071,7.38522984,0.00873681,0.36806095,1.06119370,2.20887065,0.04912918,4.23380705,2.23135585,1.18787105
-4.83541771,7.16502466,0.00868310,0.35282558,1.03966900,2.16744391,0.04765660,4.10364090,2.13939876,1.13556512
-4.82941471,6.94432864,0.00862663,0.33785020,1.01753472,2.12455057,0.04618652,3.97344901,2.04852595,1.08429408
-4.82341171,6.72572661,0.00856876,0.32331168,0.99498234,2.08091612,0.04473225,3.84470093,1.95975979,1.03460892
-4.81740870,6.51169572,0.00851094,0.30937746,0.97220414,2.03725512,0.04330653,3.71879508,1.87406346,0.98702166
-4.81140570,6.30455346,0.00845468,0.29620176,0.94938987,1.99425637,0.04192133,3.59702956,1.79232035,0.94199356
-4.80540270,6.10640938,0.00840157,0.28392218,0.92672323,1.95256875,0.04058761,3.48057519,1.71531542,0.89992455
-4.79939970,5.91912222,0.00835326,0.27265680,0.90437842,1.91278802,0.03931519,3.37045195,1.64371914,0.86114451
-4.79339670,5.74426379,0.00831147,0.26250200,0.88251701,1.87544473,0.03811250,3.26750932,1.57807469,0.82590660
-4.78739370,5.58309098,0.00827800,0.25353090,0.86128504,1.84099371,0.03698648,3.17241167,1.51878894,0.79438296
-4.78139070,5.43652686,0.00825477,0.24579263,0.84081085,1.80980511,0.03594244,3.08562900,1.46612767,0.76666304
-4.77538769,5.30515182,0.00824385,0.23931235,0.82120365,1.78215745,0.03498403,3.00743363,1.42021512,0.74275463
-4.76938469,5.18920521,0.00824746,0.23409199,0.80255291,1.75823279,0.03411322,2.93790323,1.38103829,0.72258758
-4.76338169,5.08859758,0.00826804,0.23011183,0.78492887,1.73811423,0.03333033,2.87692999,1.34845555,0.70602010
-4.75737869,5.00293343,0.00830826,0.22733260,0.76838401,1.72178592,0.03263419,2.82423599,1.32220955,0.69284739
-4.75137569,4.93154365,0.00837108,0.22569823,0.75295549,1.70913566,0.03202228,2.77939418,1.30194390,0.68281247
-4.74537269,4.87352668,0.00845969,0.22513901,0.73866860,1.69996021,0.03149095,2.74185437,1.28722301,0.67561840
-4.73936968,4.82779702,0.00857761,0.22557500,0.72554085,1.69397322,0.03103572,2.71097324,1.27755428,0.67094195
-4.73336668,4.79313921,0.00872860,0.22691971,0.71358672,1.69081566,0.03065153,2.68604737,1.27241191,0.66844764
-4.72736368,4.76826528,0.00891662,0.22908362,0.70282248,1.69006858,0.03033313,2.66634789,1.27126117,0.66780205
-4.72136068,4.75187338,0.00914582,0.23197773,0.69327113,1.69126788,0.03007533,2.65115539,1.27358229,0.66868750
-4.71535768,4.74270518,0.00942041,0.23551668,0.68496682,1.69392059,0.02987335,2.63979366,1.27889286,0.67081475
-4.70935468,4.73959969,0.00974454,0.23962150,0.67795855,1.69752228,0.02972309,2.63166077,1.28676783,0.67393409
-4.70335168,4.74154107,0.01012216,0.24422191,0.67231289,1.70157487,0.02962136,2.62625607,1.29685617,0.67784448
-4.69734867,4.74769848,0.01055690,0.24925789,0.66811529,1.70560422,0.02956603,2.62320196,1.30889349,0.68240025
-4.69134567,4.75745599,0.01105182,0.25468072,0.66546991,1.70917688,0.02955616,2.62225925,1.32271003,0.68751522
-4.68534267,4.77043123,0.01160926,0.26045327,0.66449783,1.71191511,0.02959202,2.62333548,1.33823361,0.69316401
-4.67933967,4.78648187,0.01223064,0.26654969,0.66533349,1.71350980,0.02967505,2.62648558,1.35548745,0.69938057
-4.67333667,4.80569956,0.01291625,0.27295445,0.66811958,1.71373033,0.02980772,2.63190481,1.37458289,0.70625391
-4.66733367,4.82839154,0.01366509,0.27966093,0.67300042,1.71243123,0.02999336,2.63991421,1.39570733,0.71392140
-4.66133067,4.85505069,0.01447469,0.28666946,0.68011423,1.70955500,0.03023589,2.65093918,1.41910801,0.72255979
-4.65532766,4.88631551,0.01534102,0.29398519,0.68958448,1.70513110,0.03053954,2.66548195,1.44507235,0.73237448
-4.64932466,4.92292184,0.01625835,0.30161570,0.70151092,1.69927097,0.03090852,2.68408947,1.47390587,0.74358745
-4.64332166,4.96564869,0.01721928,0.30956859,0.71596068,1.69215941,0.03134669,2.70731798,1.50590868,0.75642441
