energy_ev,total_up,total_down,In_p_up,In_p_down,In_d_up,In_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.86793397,2.65661528,-2.65661528,0.04323686,-0.04323686,0.00072758,-0.00072758,0.66132105,-0.66132105,0.97485896,-0.97485896,0.04315089,-0.04315089,1.79260600,-1.79260600
-5.86193097,2.68733560,-2.68733560,0.04355058,-0.04355058,0.00073355,-0.00073355,0.67469405,-0.67469405,0.98287995,-0.98287995,0.04280678,-0.04280678,1.81569782,-1.81569783
-5.85592796,2.70964503,-2.70964503,0.04388353,-0.04388353,0.00074055,-0.00074055,0.68610758,-0.68610758,0.98880554,-0.98880554,0.04233905,-0.04233905,1.83211561,-1.83211561
-5.84992496,2.72360299,-2.72360300,0.04427368,-0.04427368,0.00074875,-0.00074875,0.69556419,-0.69556419,0.99275181,-0.99275181,0.04175360,-0.04175360,1.84179289,-1.84179289
-5.84392196,2.72953429,-2.72953429,0.04476486,-0.04476486,0.00075841,-0.00075841,0.70314208,-0.70314208,0.99490100,-0.99490100,0.04105933,-0.04105933,1.84484632,-1.84484632
-5.83791896,2.72802227,-2.72802227,0.04540598,-0.04540598,0.00076981,-0.00076981,0.70899360,-0.70899360,0.99549628,-0.99549628,0.04026785,-0.04026785,1.84157321,-1.84157321
-5.83191596,2.71989443,-2.71989443,0.04625009,-0.04625009,0.00078331,-0.00078331,0.71334130,-0.71334130,0.99483512,-0.99483512,0.03939321,-0.03939321,1.83244364,-1.83244364
-5.82591296,2.70620021,-2.70620021,0.04735329,-0.04735329,0.00079928,-0.00079928,0.71647155,-0.71647155,0.99326130,-0.99326130,0.03845153,-0.03845153,1.81808716,-1.81808716
-5.81990995,2.68818133,-2.68818133,0.04877349,-0.04877349,0.00081814,-0.00081814,0.71872564,-0.71872564,0.99115557,-0.99115557,0.03746066,-0.03746066,1.79927424,-1.79927424
-5.81390695,2.66723526,-2.66723526,0.05056912,-0.05056912,0.00084033,-0.00084033,0.72048868,-0.72048868,0.98892496,-0.98892496,0.03643983,-0.03643983,1.77689293,-1.77689293
-5.80790395,2.64487273,-2.64487273,0.05279766,-0.05279766,0.00086630,-0.00086630,0.72217638,-0.72217638,0.98699105,-0.98699105,0.03540929,-0.03540929,1.75192131,-1.75192131
-5.80190095,2.62267056,-2.62267056,0.05551411,-0.05551411,0.00089649,-0.00089649,0.72422033,-0.72422033,0.98577725,-0.98577725,0.03438987,-0.03438987,1.72539680,-1.72539680
-5.79589795,2.60222147,-2.60222147,0.05876948,-0.05876948,0.00093133,-0.00093133,0.72705209,-0.72705209,0.98569552,-0.98569552,0.03340258,-0.03340258,1.69838321,-1.69838321
-5.78989495,2.58508246,-2.58508246,0.06260913,-0.06260913,0.00097121,-0.00097121,0.73108680,-0.73108680,0.98713286,-0.98713286,0.03246817,-0.03246817,1.67193692,-1.67193693
-5.78389195,2.57272395,-2.57272395,0.06707134,-0.06707134,0.00101647,-0.00101647,0.73670695,-0.73670695,0.99043792,-0.99043792,0.03160670,-0.03160670,1.64707336,-1.64707336
-5.77788894,2.56648139,-2.56648139,0.07218577,-0.07218577,0.00106738,-0.00106738,0.74424694,-0.74424694,0.99590843,-0.99590843,0.03083706,-0.03083706,1.62473517,-1.62473517
-5.77188594,2.56751161,-2.56751161,0.07797224,-0.07797224,0.00112414,-0.00112414,0.75397913,-0.75397913,1.00377975,-1.00377975,0.03017655,-0.03017655,1.60576329,-1.60576329
-5.76588294,2.57675527,-2.57675527,0.08443960,-0.08443960,0.00118686,-0.00118686,0.76610208,-0.76610208,1.01421511,-1.01421511,0.02964038,-0.02964038,1.59087213,-1.59087213
-5.75987994,2.59490735,-2.59490735,0.09158491,-0.09158491,0.00125557,-0.00125557,0.78073143,-0.78073143,1.02729805,-1.02729805,0.02924132,-0.02924132,1.58062965,-1.58062965
-5.75387694,2.62239641,-2.62239641,0.09939284,-0.09939284,0.00133020,-0.00133020,0.79789383,-0.79789383,1.04302735,-1.04302735,0.02898927,-0.02898927,1.57544318,-1.57544318
-5.74787394,2.65937373,-2.65937373,0.10783551,-0.10783551,0.00141059,-0.00141059,0.81752441,-0.81752441,1.06131483,-1.06131483,0.02889096,-0.02889096,1.57555143,-1.57555143
-5.74187094,2.70571236,-2.70571236,0.11687261,-0.11687261,0.00149651,-0.00149651,0.83946766,-0.83946766,1.08198604,-1.08198604,0.02894970,-0.02894970,1.58102263,-1.58102263
-5.73586793,2.76101602,-2.76101602,0.12645187,-0.12645187,0.00158766,-0.00158766,0.86348190,-0.86348190,1.10478413,-1.10478413,0.02916516,-0.02916516,1.59175894,-1.59175894
-5.72986493,2.82463724,-2.82463724,0.13650996,-0.13650996,0.00168366,-0.00168366,0.88924696,-0.88924696,1.12937649,-1.12937649,0.02953333,-0.02953333,1.60750645,-1.60750645
-5.72386193,2.89570371,-2.89570371,0.14697362,-0.14697362,0.00178412,-0.00178412,0.91637486,-0.91637486,1.15536420,-1.15536420,0.03004653,-0.03004653,1.62787030,-1.62787030
-5.71785893,2.97315147,-2.97315147,0.15776116,-0.15776116,0.00188858,-0.00188858,0.94442291,-0.94442291,1.18229379,-1.18229379,0.03069350,-0.03069350,1.65233403,-1.65233403
-5.71185593,3.05576346,-3.05576346,0.16878417,-0.16878417,0.00199658,-0.00199658,0.97290857,-0.97290857,1.20967098,-1.20967098,0.03145966,-0.03145966,1.68028210,-1.68028210
-5.70585293,3.14221172,-3.14221172,0.17994940,-0.17994940,0.00210766,-0.00210766,1.00132555,-1.00132554,1.23697580,-1.23697580,0.03232742,-0.03232742,1.71102475,-1.71102475
-5.69984992,3.23110144,-3.23110143,0.19116075,-0.19116075,0.00222137,-0.00222137,1.02916031,-1.02916031,1.26367867,-1.26367867,0.03327664,-0.03327664,1.74382390,-1.74382390
-5.69384692,3.32101530,-3.32101530,0.20232134,-0.20232134,0.00233726,-0.00233726,1.05590841,-1.05590841,1.28925678,-1.28925678,0.03428514,-0.03428514,1.77791942,-1.77791942
-5.68784392,3.41055661,-3.41055661,0.21333552,-0.21333552,0.00245492,-0.00245492,1.08108985,-1.08108985,1.31321039,-1.31321039,0.03532930,-0.03532930,1.81255454,-1.81255454
-5.68184092,3.49838985,-3.49838985,0.22411082,-0.22411082,0.00257398,-0.00257398,1.10426315,-1.10426315,1.33507837,-1.33507837,0.03638474,-0.03638474,1.84699997,-1.84699997
-5.67583792,3.58327773,-3.58327772,0.23455979,-0.23455979,0.00269407,-0.00269407,1.12503749,-1.12503749,1.35445276,-1.35445276,0.03742699,-0.03742699,1.88057587,-1.88057587
-5.66983492,3.66411389,-3.66411388,0.24460165,-0.24460165,0.00281489,-0.00281489,1.14308269,-1.14308269,1.37099182,-1.37099182,0.03843224,-0.03843224,1.91267140,-1.91267140
-5.66383192,3.73995087,-3.73995087,0.25416379,-0.25416379,0.00293615,-0.00293615,1.15813684,-1.15813684,1.38443138,-1.38443138,0.03937802,-0.03937802,1.94276150,-1.94276150
-5.65782891,3.81002299,-3.81002299,0.26318301,-0.26318301,0.00305760,-0.00305760,1.17001156,-1.17001156,1.39459417,-1.39459417,0.04024392,-0.04024392,1.97042068,-1.97042068
-5.65182591,3.87376401,-3.87376401,0.27160663,-0.27160663,0.00317902,-0.00317902,1.17859487,-1.17859487,1.40139707,-1.40139707,0.04101219,-0.04101219,1.99533386,-1.99533386
-5.64582291,3.93081980,-3.93081980,0.27939335,-0.27939335,0.00330023,-0.00330023,1.18385194,-1.18385194,1.40485607,-1.40485607,0.04166827,-0.04166827,2.01730415,-2.01730415
-5.63981991,3.98105584,-3.98105584,0.28651384,-0.28651384,0.00342109,-0.00342109,1.18582383,-1.18582383,1.40508883,-1.40508883,0.04220125,-0.04220125,2.03625774,-2.03625774
-5.63381691,4.02455983,-4.02455983,0.29295124,-0.29295124,0.00354148,-0.00354148,1.18462458,-1.18462458,1.40231496,-1.40231496,0.04260423,-0.04260423,2.05224577,-2.05224577
-5.62781391,4.06163938,-4.06163938,0.29870133,-0.29870133,0.00366134,-0.00366134,1.18043684,-1.18043684,1.39685375,-1.39685375,0.04287441,-0.04287441,2.06544335,-2.06544335
-5.62181091,4.09281471,-4.09281471,0.30377247,-0.30377247,0.00378065,-0.00378065,1.17350639,-1.17350639,1.38911948,-1.38911948,0.04301325,-0.04301325,2.07614564,-2.07614564
-5.61580790,4.11880636,-4.11880635,0.30818536,-0.30818536,0.00389941,-0.00389941,1.16413566,-1.16413566,1.37961436,-1.37961436,0.04302625,-0.04302625,2.08476093,-2.08476093
-5.60980490,4.14051761,-4.14051761,0.31197241,-0.31197241,0.00401771,-0.00401771,1.15267652,-1.15267652,1.36891895,-1.36891895,0.04292277,-0.04292277,2.09180073,-2.09180073
-5.60380190,4.15901170,-4.15901170,0.31517684,-0.31517684,0.00413565,-0.00413565,1.13952238,-1.13952238,1.35768027,-1.35768027,0.04271560,-0.04271560,2.09786681,-2.09786681
-5.59779890,4.17548349,-4.17548348,0.31785145,-0.31785145,0.00425338,-0.00425338,1.12509971,-1.12509971,1.34659767,-1.34659767,0.04242041,-0.04242041,2.10363509,-2.10363509
-5.59179590,4.19122574,-4.19122574,0.32005695,-0.32005695,0.00437108,-0.00437108,1.10985895,-1.10985895,1.33640657,-1.33640657,0.04205516,-0.04205516,2.10983655,-2.10983655
-5.58579290,4.20759033,-4.20759033,0.32186002,-0.32186002,0.00448892,-0.00448892,1.09426497,-1.09426497,1.32786040,-1.32786040,0.04163932,-0.04163932,2.11723531,-2.11723531
-5.57978989,4.22594473,-4.22594473,0.32333096,-0.32333096,0.00460707,-0.00460707,1.07878685,-1.07878685,1.32171092,-1.32171092,0.04119310,-0.04119310,2.12660408,-2.12660408
-5.57378689,4.24762472,-4.24762471,0.32454101,-0.32454101,0.00472565,-0.00472565,1.06388723,-1.06388723,1.31868745,-1.31868745,0.04073664,-0.04073664,2.13869771,-2.13869771
-5.56778389,4.27388450,-4.27388450,0.32555947,-0.32555947,0.00484470,-0.00484470,1.05001127,-1.05001127,1.31947540,-1.31947540,0.04028921,-0.04028921,2.15422524,-2.15422523
-5.56178089,4.30584578,-4.30584577,0.32645066,-0.32645066,0.00496417,-0.00496417,1.03757526,-1.03757526,1.32469476,-1.32469476,0.03986844,-0.03986844,2.17382147,-2.17382147
-5.55577789,4.34444760,-4.34444760,0.32727089,-0.32727089,0.00508383,-0.00508383,1.02695523,-1.02695523,1.33487911,-1.33487911,0.03948962,-0.03948962,2.19801902,-2.19801902
-5.54977489,4.39039912,-4.39039912,0.32806549,-0.32806549,0.00520330,-0.00520330,1.01847588,-1.01847588,1.35045583,-1.35045583,0.03916508,-0.03916508,2.22722196,-2.22722196
-5.54377189,4.44413755,-4.44413755,0.32886623,-0.32886623,0.00532195,-0.00532195,1.01240006,-1.01240006,1.37172841,-1.37172841,0.03890380,-0.03890380,2.26168223,-2.26168223
-5.53776888,4.50579352,-4.50579352,0.32968912,-0.32968912,0.00543897,-0.00543897,1.00891943,-1.00891943,1.39886133,-1.39886133,0.03871102,-0.03871102,2.30148012,-2.30148012
-5.53176588,4.57516609,-4.57516609,0.33053285,-0.33053285,0.00555326,-0.00555326,1.00814660,-1.00814660,1.43186841,-1.43186841,0.03858813,-0.03858813,2.34650984,-2.34650984
-5.52576288,4.65170921,-4.65170921,0.33137800,-0.33137800,0.00566351,-0.00566351,1.01010936,-1.01010936,1.47060514,-1.47060514,0.03853268,-0.03853268,2.39647132,-2.39647132
-5.51975988,4.73453126,-4.73453125,0.33218708,-0.33218708,0.00576818,-0.00576818,1.01474737,-1.01474737,1.51476556,-1.51476556,0.03853855,-0.03853855,2.45086898,-2.45086898
-5.51375688,4.82240845,-4.82240845,0.33290548,-0.33290548,0.00586551,-0.00586551,1.02191168,-1.02191168,1.56388415,-1.56388415,0.03859633,-0.03859633,2.50901799,-2.50901799
-5.50775388,4.91381269,-4.91381268,0.33346342,-0.33346342,0.00595362,-0.00595362,1.03136745,-1.03136745,1.61734279,-1.61734279,0.03869379,-0.03869379,2.57005841,-2.57005841
-5.50175088,5.00695330,-5.00695329,0.33377868,-0.33377868,0.00603051,-0.00603051,1.04279996,-1.04279996,1.67438315,-1.67438315,0.03881648,-0.03881648,2.63297692,-2.63297692
-5.49574787,5.09983180,-5.09983180,0.33376021,-0.33376021,0.00609416,-0.00609416,1.05582398,-1.05582398,1.73412404,-1.73412404,0.03894845,-0.03894845,2.69663581,-2.69663581
-5.48974487,5.19030789,-5.19030789,0.33331232,-0.33331232,0.00614260,-0.00614260,1.06999629,-1.06999629,1.79558375,-1.79558375,0.03907303,-0.03907303,2.75980833,-2.75980832
-5.48374187,5.27617437,-5.27617437,0.33233942,-0.33233942,0.00617401,-0.00617401,1.08483114,-1.08483114,1.85770664,-1.85770664,0.03917357,-0.03917357,2.82121933,-2.82121933
-5.47773887,5.35523817,-5.35523817,0.33075080,-0.33075080,0.00618674,-0.00618674,1.09981814,-1.09981814,1.91939333,-1.91939333,0.03923427,-0.03923427,2.87958979,-2.87958979
-5.47173587,5.42540427,-5.42540427,0.32846557,-0.32846557,0.00617947,-0.00617947,1.11444200,-1.11444200,1.97953376,-1.97953376,0.03924085,-0.03924085,2.93368350,-2.93368350
-5.46573287,5.48475907,-5.48475907,0.32541719,-0.32541719,0.00615123,-0.00615123,1.12820335,-1.12820335,2.03704194,-2.03704193,0.03918126,-0.03918126,2.98235421,-2.98235421
-5.45972986,5.53164979,-5.53164979,0.32155748,-0.32155748,0.00610147,-0.00610147,1.14063996,-1.14063996,2.09089146,-2.09089146,0.03904613,-0.03904613,3.02459141,-3.02459141
-5.45372686,5.56475648,-5.56475648,0.31685990,-0.31685990,0.00603010,-0.00603010,1.15134737,-1.15134737,2.14015048,-2.14015047,0.03882924,-0.03882924,3.05956284,-3.05956284
-5.44772386,5.58315355,-5.58315355,0.31132190,-0.31132190,0.00593753,-0.00593753,1.15999820,-1.15999820,2.18401497,-2.18401497,0.03852772,-0.03852772,3.08665207,-3.08665207
-5.44172086,5.58635819,-5.58635819,0.30496612,-0.30496612,0.00582467,-0.00582467,1.16635917,-1.16635917,2.22183915,-2.22183915,0.03814215,-0.03814215,3.10548948,-3.10548948
-5.43571786,5.57436356,-5.57436357,0.29784050,-0.29784050,0.00569290,-0.00569290,1.17030522,-1.17030522,2.25316175,-2.25316175,0.03767644,-0.03767644,3.11597540,-3.11597540
-5.42971486,5.54765515,-5.54765515,0.29001722,-0.29001722,0.00554408,-0.00554408,1.17182989,-1.17182989,2.27772724,-2.27772724,0.03713764,-0.03713764,3.11829434,-3.11829434
-5.42371186,5.50720957,-5.50720957,0.28159049,-0.28159049,0.00538045,-0.00538045,1.17105160,-1.17105160,2.29550101,-2.29550101,0.03653553,-0.03653553,3.11291946,-3.11291946
-5.41770885,5.45447558,-5.45447558,0.27267334,-0.27267334,0.00520458,-0.00520458,1.16821523,-1.16821523,2.30667766,-2.30667766,0.03588208,-0.03588208,3.10060707,-3.10060707
-5.41170585,5.39133796,-5.39133796,0.26339357,-0.26339357,0.00501930,-0.00501930,1.16368904,-1.16368904,2.31168209,-2.31168208,0.03519089,-0.03519089,3.08238094,-3.08238094
-5.40570285,5.32006534,-5.32006534,0.25388904,-0.25388904,0.00482762,-0.00482762,1.15795665,-1.15795665,2.31116275,-2.31116275,0.03447649,-0.03447649,3.05950693,-3.05950693
-5.39969985,5.24324382,-5.24324382,0.24430254,-0.24430254,0.00463258,-0.00463258,1.15160428,-1.15160428,2.30597728,-2.30597728,0.03375365,-0.03375365,3.03345848,-3.03345848
-5.39369685,5.16369866,-5.16369866,0.23477648,-0.23477648,0.00443724,-0.00443724,1.14530373,-1.14530373,2.29717053,-2.29717053,0.03303664,-0.03303664,3.00587396,-3.00587396
-5.38769385,5.08440671,-5.08440671,0.22544771,-0.22544771,0.00424452,-0.00424452,1.13979128,-1.13979128,2.28594552,-2.28594552,0.03233862,-0.03233862,2.97850731,-2.97850731
-5.38169085,5.00840252,-5.00840252,0.21644259,-0.21644259,0.00405712,-0.00405712,1.13584341,-1.13584341,2.27362800,-2.27362800,0.03167099,-0.03167099,2.95317315,-2.95317315
-5.37568784,4.93868132,-4.93868132,0.20787263,-0.20787263,0.00387750,-0.00387750,1.13424989,-1.13424989,2.26162572,-2.26162572,0.03104292,-0.03104292,2.93168850,-2.93168850
-5.36968484,4.87810205,-4.87810205,0.19983089,-0.19983089,0.00370774,-0.00370774,1.13578528,-1.13578528,2.25138340,-2.25138340,0.03046096,-0.03046096,2.91581255,-2.91581255
-5.36368184,4.82929366,-4.82929366,0.19238917,-0.19238917,0.00354957,-0.00354957,1.14117960,-1.14117960,2.24433496,-2.24433496,0.02992877,-0.02992877,2.90718670,-2.90718670
-5.35767884,4.79456768,-4.79456768,0.18559621,-0.18559621,0.00340427,-0.00340427,1.15108933,-1.15108933,2.24185441,-2.24185441,0.02944704,-0.02944704,2.90727669,-2.90727669
-5.35167584,4.77583990,-4.77583990,0.17947690,-0.17947690,0.00327273,-0.00327273,1.16606958,-1.16606958,2.24520720,-2.24520720,0.02901352,-0.02901352,2.91731873,-2.91731873
-5.34567284,4.77456364,-4.77456364,0.17403240,-0.17403240,0.00315538,-0.00315538,1.18654859,-1.18654859,2.25550339,-2.25550339,0.02862320,-0.02862320,2.93827160,-2.93827160
-5.33966983,4.79167672,-4.79167672,0.16924137,-0.16924137,0.00305226,-0.00305226,1.21280541,-1.21280541,2.27365465,-2.27365464,0.02826861,-0.02826861,2.97077618,-2.97077618
-5.33366683,4.82756383,-4.82756383,0.16506188,-0.16506188,0.00296304,-0.00296304,1.24495160,-1.24495160,2.30033635,-2.30033635,0.02794027,-0.02794027,3.01512412,-3.01512412
-5.32766383,4.88203553,-4.88203553,0.16143414,-0.16143414,0.00288705,-0.00288705,1.28291787,-1.28291787,2.33595639,-2.33595639,0.02762713,-0.02762713,3.07123658,-3.07123657
-5.32166083,4.95432443,-4.95432443,0.15828383,-0.15828383,0.00282336,-0.00282336,1.32644611,-1.32644611,2.38063181,-2.38063181,0.02731719,-0.02731719,3.13865426,-3.13865426
-5.31565783,5.04309889,-5.04309889,0.15552575,-0.15552575,0.00277082,-0.00277082,1.37508738,-1.37508738,2.43417439,-2.43417439,0.02699806,-0.02699806,3.21653900,-3.21653900
-5.30965483,5.14649370,-5.14649370,0.15306779,-0.15306779,0.00272812,-0.00272812,1.42820607,-1.42820607,2.49608577,-2.49608577,0.02665754,-0.02665754,3.30368730,-3.30368730
-5.30365183,5.26215689,-5.26215689,0.15081482,-0.15081482,0.00269387,-0.00269387,1.48499045,-1.48499045,2.56556259,-2.56556259,0.02628421,-0.02628421,3.39855551,-3.39855551
-5.29764882,5.38731134,-5.38731134,0.14867259,-0.14867259,0.00266666,-0.00266666,1.54446920,-1.54446920,2.64151171,-2.64151171,0.02586790,-0.02586790,3.49929610,-3.49929610
-5.29164582,5.51882922,-5.51882922,0.14655128,-0.14655128,0.00264510,-0.00264510,1.60553384,-1.60553384,2.72257508,-2.72257508,0.02540014,-0.02540014,3.60380405,-3.60380405
-5.28564282,5.65331702,-5.65331702,0.14436861,-0.14436861,0.00262785,-0.00262785,1.66696634,-1.66696634,2.80716386,-2.80716385,0.02487449,-0.02487449,3.70977202,-3.70977202
-5.27963982,5.78720871,-5.78720871,0.14205255,-0.14205255,0.00261374,-0.00261374,1.72747113,-1.72747113,2.89350058,-2.89350058,0.02428677,-0.02428677,3.81475267,-3.81475267
-5.27363682,5.91686399,-5.91686399,0.13954329,-0.13954329,0.00260170,-0.00260170,1.78571061,-1.78571061,2.97966828,-2.97966828,0.02363517,-0.02363517,3.91622614,-3.91622614
-5.26763382,6.03866880,-6.03866880,0.13679469,-0.13679469,0.00259083,-0.00259083,1.84034300,-1.84034300,3.06366487,-3.06366487,0.02292028,-0.02292028,4.01167067,-4.01167067
-5.26163082,6.14913496,-6.14913495,0.13377506,-0.13377506,0.00258043,-0.00258043,1.89006136,-1.89006136,3.14346125,-3.14346125,0.02214495,-0.02214495,4.09863407,-4.09863407
-5.25562781,6.24499593,-6.24499593,0.13046724,-0.13046725,0.00256994,-0.00256994,1.93363245,-1.93363245,3.21706107,-3.21706107,0.02131415,-0.02131415,4.17480372,-4.17480372
-5.24962481,6.32329591,-6.32329591,0.12686824,-0.12686824,0.00255896,-0.00255896,1.96993415,-1.96993415,3.28256033,-3.28256033,0.02043466,-0.02043466,4.23807287,-4.23807287
-5.24362181,6.38146954,-6.38146954,0.12298815,-0.12298815,0.00254725,-0.00254725,1.99799015,-1.99799015,3.33820485,-3.33820485,0.01951475,-0.01951475,4.28660120,-4.28660120
-5.23761881,6.41741012,-6.41741012,0.11884883,-0.11884883,0.00253467,-0.00253467,2.01700074,-2.01700075,3.38244361,-3.38244361,0.01856378,-0.01856378,4.31886762,-4.31886762
-5.23161581,6.42952436,-6.42952436,0.11448210,-0.11448210,0.00252117,-0.00252117,2.02636863,-2.02636863,3.41397643,-3.41397643,0.01759186,-0.01759186,4.33371376,-4.33371376
-5.22561281,6.41677246,-6.41677246,0.10992775,-0.10992775,0.00250677,-0.00250677,2.02571890,-2.02571890,3.43179431,-3.43179431,0.01660936,-0.01660936,4.33037692,-4.33037692
-5.21960980,6.37869254,-6.37869254,0.10523143,-0.10523143,0.00249148,-0.00249148,2.01491250,-2.01491250,3.43521125,-3.43521125,0.01562659,-0.01562659,4.30851150,-4.30851150
-5.21360680,6.31540923,-6.31540923,0.10044250,-0.10044250,0.00247536,-0.00247536,1.99405279,-1.99405279,3.42388659,-3.42388659,0.01465343,-0.01465343,4.26819854,-4.26819854
-5.20760380,6.22762663,-6.22762663,0.09561192,-0.09561192,0.00245839,-0.00245839,1.96348494,-1.96348494,3.39783729,-3.39783729,0.01369900,-0.01369900,4.20994331,-4.20994331
-5.20160080,6.11660628,-6.11660628,0.09079037,-0.09079037,0.00244055,-0.00244055,1.92378837,-1.92378838,3.35743984,-3.35743984,0.01277142,-0.01277142,4.13466124,-4.13466124
-5.19559780,5.98413143,-5.98413143,0.08602648,-0.08602648,0.00242173,-0.00242173,1.87576250,-1.87576250,3.30342202,-3.30342202,0.01187764,-0.01187764,4.04365306,-4.04365306
-5.18959480,5.83245894,-5.83245894,0.08136544,-0.08136544,0.00240180,-0.00240180,1.82040624,-1.82040624,3.23684481,-3.23684481,0.01102328,-0.01102328,3.93857003,-3.93857003
-5.18359180,5.66426068,-5.66426068,0.07684782,-0.07684782,0.00238054,-0.00238054,1.75889227,-1.75889227,3.15907521,-3.15907521,0.01021260,-0.01021260,3.82137077,-3.82137077
-5.17758879,5.48255636,-5.48255637,0.07250882,-0.07250882,0.00235769,-0.00235769,1.69253664,-1.69253665,3.07175100,-3.07175101,0.00944848,-0.00944848,3.69427094,-3.69427094
-5.17158579,5.29063981,-5.29063982,0.06837772,-0.06837772,0.00233299,-0.00233299,1.62276502,-1.62276502,2.97673854,-2.97673854,0.00873251,-0.00873251,3.55968765,-3.55968765
-5.16558279,5.09200067,-5.09200067,0.06447771,-0.06447771,0.00230614,-0.00230614,1.55107637,-1.55107637,2.87608489,-2.87608489,0.00806507,-0.00806507,3.42017993,-3.42017993
