energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.64582291,2.32155232,0.75137509,0.36945310,0.00389947,0.25757987,0.01392270,1.47377739,0.76733730,0.18027459
-5.63981991,2.26353454,0.74018128,0.36424444,0.00367887,0.25868921,0.01416444,1.42707280,0.73909884,0.17445169
-5.63381691,2.20288968,0.73220033,0.35888106,0.00346139,0.26123126,0.01437067,1.37642355,0.70905342,0.16824599
-5.62781391,2.14124723,0.72847706,0.35362448,0.00325061,0.26550626,0.01453955,1.32269585,0.67773935,0.16176582
-5.62181091,2.08027066,0.73003931,0.34874521,0.00304995,0.27180928,0.01467007,1.26678759,0.64570206,0.15512343
-5.61580790,2.02161436,0.73786736,0.34451522,0.00286262,0.28042174,0.01476218,1.20960598,0.61348029,0.14843244
-5.60980490,1.96688150,0.75286281,0.34120019,0.00269153,0.29160258,0.01481687,1.15204661,0.58159315,0.14180541
-5.60380190,1.91758411,0.77581803,0.33905184,0.00253920,0.30557932,0.01483624,1.09497410,0.55052843,0.13535166
-5.59779890,1.87510570,0.80738668,0.33830051,0.00240777,0.32253913,0.01482352,1.03920509,0.52073230,0.12917536
-5.59179590,1.84066759,0.84805633,0.33914812,0.00229892,0.34262014,0.01478303,0.98549346,0.49260081,0.12337394
-5.58579290,1.81529933,0.89812396,0.34176165,0.00221388,0.36590334,0.01472012,0.93451826,0.46647305,0.11803675
-5.57978989,1.79981406,0.95767535,0.34626753,0.00215340,0.39240533,0.01464098,0.88687425,0.44262627,0.11324398
-5.57378689,1.79478931,1.02656930,0.35274687,0.00211779,0.42207227,0.01455253,0.84306519,0.42127289,0.10906596
-5.56778389,1.80055393,1.10442753,0.36123194,0.00210688,0.45477545,0.01446213,0.80349971,0.40255937,0.10556261
-5.56178089,1.81718150,1.19063113,0.37170399,0.00212012,0.49030882,0.01437734,0.76848990,0.38656696,0.10278319
-5.55577789,1.84449069,1.28432424,0.38409247,0.00215657,0.52838875,0.01430565,0.73825220,0.37331413,0.10076630
-5.54977489,1.88205282,1.38442540,0.39827603,0.00221494,0.56865641,0.01425417,0.71291062,0.36276066,0.09954004
-5.54377189,1.92920651,1.48964685,0.41408501,0.00229370,0.61068286,0.01422933,0.69250205,0.35481313,0.09912236
-5.53776888,1.98507941,1.59852168,0.43130571,0.00239105,0.65397694,0.01423662,0.67698333,0.34933172,0.09952160
-5.53176588,2.04861643,1.70943829,0.44968624,0.00250505,0.69799589,0.01428036,0.66623988,0.34613796,0.10073712
-5.52576288,2.11861366,1.82068151,0.46894377,0.00263369,0.74215857,0.01436348,0.66009548,0.34502335,0.10276006
-5.51975988,2.19375712,1.93047907,0.48877306,0.00277487,0.78586069,0.01448736,0.65832300,0.34575840,0.10557415
-5.51375688,2.27266487,2.03705196,0.50885590,0.00292659,0.82849189,0.01465179,0.66065548,0.34810190,0.10915659
-5.50775388,2.35393106,2.13866677,0.52887107,0.00308688,0.86945370,0.01485492,0.66679741,0.35181015,0.11347890
-5.50175088,2.43617018,2.23368819,0.54850452,0.00325394,0.90817785,0.01509330,0.67643563,0.35664562,0.11850779
-5.49574787,2.51805980,2.32062921,0.56745930,0.00342615,0.94414414,0.01536201,0.68924955,0.36238504,0.12420596
-5.48974487,2.59838001,2.39819725,0.58546468,0.00360207,0.97689699,0.01565483,0.70492030,0.36882637,0.13053285
-5.48374187,2.67604808,2.46533384,0.60228440,0.00378053,1.00606002,0.01596443,0.72313863,0.37579453,0.13744530
-5.47773887,2.75014666,2.52124635,0.61772323,0.00396054,1.03134782,0.01628271,0.74361111,0.38314572,0.14489809
-5.47173587,2.81994482,2.56543015,0.63163200,0.00414133,1.05257460,0.01660104,0.76606473,0.39077003,0.15284446
-5.46573287,2.88491078,2.59768036,0.64391063,0.00432233,1.06965901,0.01691063,0.79024966,0.39859247,0.16123650
-5.45972986,2.94471639,2.61809252,0.65450917,0.00450307,1.08262521,0.01720283,0.81594037,0.40657227,0.17002542
-5.45372686,2.99923323,2.62705243,0.66342683,0.00468319,1.09159991,0.01746950,0.84293511,0.41470065,0.17916194
-5.44772386,3.04852106,2.62521558,0.67070917,0.00486232,1.09680577,0.01770331,0.87105412,0.42299709,0.18859644
-5.44172086,3.09280943,2.61347739,0.67644361,0.00504006,1.09855137,0.01789803,0.90013682,0.43150452,0.19827935
-5.43571786,3.13247381,2.59293568,0.68075350,0.00521588,1.09721827,0.01804878,0.93003834,0.44028351,0.20816135
-5.42971486,3.16800762,2.56484732,0.68379125,0.00538908,1.09324589,0.01815219,0.96062579,0.44940592,0.21819383
-5.42371186,3.19999191,2.53058109,0.68573076,0.00555871,1.08711491,0.01820661,0.99177467,0.45894838,0.22832928
-5.41770885,3.22906421,2.49156907,0.68675953,0.00572356,1.07932982,0.01821211,1.02336574,0.46898587,0.23852180
-5.41170585,3.25588812,2.44925852,0.68707097,0.00588214,1.07040156,0.01817056,1.05528272,0.47958573,0.24872770
-5.40570285,3.28112515,2.40506651,0.68685705,0.00603263,1.06083091,0.01808548,1.08741095,0.49080252,0.25890612
-5.39969985,3.30540980,2.36033900,0.68630181,0.00617298,1.05109315,0.01796201,1.11963720,0.50267384,0.26901970
-5.39369685,3.32932884,2.31631567,0.68557568,0.00630087,1.04162470,0.01780665,1.15185067,0.51521740,0.27903519
-5.38769385,3.35340525,2.27410187,0.68483099,0.00641382,1.03281198,0.01762703,1.18394503,0.52842935,0.28892407
-5.38169085,3.37808718,2.23464799,0.68419863,0.00650929,1.02498289,0.01743165,1.21582145,0.54228396,0.29866301
-5.37568784,3.40374164,2.19873667,0.68378591,0.00658472,1.01840086,0.01722953,1.24739227,0.55673461,0.30823423
-5.36968484,3.43065271,2.16697762,0.68367551,0.00663767,1.01326171,0.01702986,1.27858504,0.57171586,0.31762568
-5.36368184,3.45902373,2.13980941,0.68392556,0.00666592,1.00969300,0.01684164,1.30934664,0.58714666,0.32683097
-5.35767884,3.48898273,2.11750752,0.68457056,0.00666758,1.00775575,0.01667338,1.33964706,0.60293418,0.33584921
-5.35167584,3.52059036,2.10019756,0.68562307,0.00664119,1.00744831,0.01653268,1.36948260,0.61897823,0.34468444
-5.34567284,3.55384954,2.08787238,0.68707606,0.00658580,1.00871198,0.01642601,1.39887809,0.63517599,0.35334509
-5.33966983,3.58871608,2.08041197,0.68890563,0.00650104,1.01143803,0.01635842,1.42788800,0.65142660,0.36184309
-5.33366683,3.62510965,2.07760487,0.69107413,0.00638715,1.01547589,0.01633333,1.45659630,0.66763562,0.37019295
-5.32766383,3.66292440,2.07916990,0.69353334,0.00624503,1.02064198,0.01635242,1.48511482,0.68371896,0.37841073
-5.32166083,3.70203893,2.08477718,0.69622780,0.00607620,1.02672897,0.01641555,1.51358031,0.69960621,0.38651297
-5.31565783,3.74232516,2.09406776,0.69909807,0.00588276,1.03351513,0.01652072,1.54215017,0.71524313,0.39451569
-5.30965483,3.78365584,2.10667086,0.70208383,0.00566739,1.04077345,0.01666420,1.57099697,0.73059338,0.40243336
-5.30365183,3.82591067,2.12221867,0.70512684,0.00543322,1.04828039,0.01684060,1.60030196,0.74563923,0.41027810
-5.29764882,3.86898072,2.14035800,0.70817354,0.00518372,1.05582387,0.01704309,1.63024785,0.76038147,0.41805886
-5.29164582,3.91277140,2.16075909,0.71117745,0.00492269,1.06321050,0.01726364,1.66101098,0.77483848,0.42578085
-5.28564282,3.95720373,2.18312131,0.71410102,0.00465402,1.07027180,0.01749330,1.69275322,0.78904438,0.43344506
-5.27963982,4.00221410,2.20717620,0.71691717,0.00438170,1.07686924,0.01772247,1.72561391,0.80304671,0.44104785
-5.27363682,4.04775257,2.23268804,0.71961027,0.00410962,1.08289817,0.01794131,1.75970187,0.81690343,0.44858076
-5.26763382,4.09377974,2.25945237,0.72217659,0.00384154,1.08829048,0.01813999,1.79508800,0.83067947,0.45603026
-5.26163082,4.14026251,2.28729303,0.72462426,0.00358096,1.09301597,0.01830906,1.83179844,0.84444312,0.46337762
-5.25562781,4.18716870,2.31605794,0.72697260,0.00333111,1.09708252,0.01843974,1.86980870,0.85826215,0.47059885
-5.24962481,4.23446093,2.34561446,0.72925098,0.00309482,1.10053510,0.01852421,1.90903883,0.87219996,0.47766456
-5.24362181,4.28209016,2.37584447,0.73149719,0.00287456,1.10345365,0.01855582,1.94934985,0.88631184,0.48453997
-5.23761881,4.32998895,2.40663977,0.73375536,0.00267239,1.10595013,0.01852932,1.99054164,0.90064148,0.49118481
-5.23161581,4.37806522,2.43789817,0.73607367,0.00248999,1.10816463,0.01844099,2.03235244,0.91521780,0.49755345
-5.22561281,4.42619674,2.46952046,0.73850175,0.00232864,1.11026104,0.01828873,2.07446013,0.93005226,0.50359497
-5.21960980,4.47422689,2.50140855,0.74108812,0.00218924,1.11242216,0.01807210,2.11648530,0.94513672,0.50925351
-5.21360680,4.52196206,2.53346486,0.74387775,0.00207240,1.11484472,0.01779232,2.15799628,0.96044192,0.51446874
-5.20760380,4.56917119,2.56559304,0.74690975,0.00197841,1.11773425,0.01745218,2.19851619,0.97591670,0.51917655
-5.20160080,4.61558758,2.59769986,0.75021554,0.00190729,1.12130012,0.01705594,2.23753176,0.99148795,0.52331006
-5.19559780,4.66091326,2.62969825,0.75381745,0.00185884,1.12575088,0.01660921,2.27450415,1.00706142,0.52680091
-5.18959480,4.70482586,2.66151106,0.75772784,0.00183264,1.13128988,0.01611871,2.30888119,1.02252331,0.52958075
-5.18359180,4.74698784,2.69307553,0.76194885,0.00182808,1.13811139,0.01559211,2.34011109,1.03774267,0.53158314
-5.17758879,4.78705776,2.72434782,0.76647273,0.00184437,1.14639713,0.01503777,2.36765714,1.05257465,0.53274554
-5.17158579,4.82470317,2.75530747,0.77128264,0.00188053,1.15631328,0.01446452,2.39101291,1.06686440,0.53301156
-5.16558279,4.85961434,2.78596129,0.77635400,0.00193542,1.16800782,0.01388139,2.40971766,1.08045167,0.53233322
-5.15957979,4.89151836,2.81634642,0.78165607,0.00200769,1.18160829,0.01329743,2.42337121,1.09317592,0.53067323
-5.15357679,4.92019262,2.84653215,0.78715380,0.00209580,1.19721962,0.01272144,2.43164799,1.10488177,0.52800715
-5.14757379,4.94547696,2.87662032,0.79280968,0.00219801,1.21492231,0.01216180,2.43430945,1.11542475,0.52432531
-5.14157079,4.96728379,2.90674411,0.79858549,0.00231235,1.23477049,0.01162628,2.43121466,1.12467699,0.51963439
-5.13556778,4.98560546,2.93706509,0.80444380,0.00243668,1.25679010,0.01112190,2.42232838,1.13253277,0.51395865
-5.12956478,5.00051834,2.96776853,0.81034911,0.00256864,1.28097698,0.01065485,2.40772633,1.13891369,0.50734056
-5.12356178,5.01218339,2.99905711,0.81626851,0.00270569,1.30729498,0.01023037,2.38759755,1.14377323,0.49984102
-5.11755878,5.02084280,3.03114309,0.82217193,0.00284516,1.33567405,0.00985274,2.36224339,1.14710047,0.49153889
-5.11155578,5.02681300,3.06423921,0.82803179,0.00298426,1.36600845,0.00952523,2.33207332,1.14892288,0.48253003
-5.10555278,5.03047401,3.09854874,0.83382228,0.00312017,1.39815516,0.00925018,2.29759758,1.14930782,0.47292576
-5.09954977,5.03225576,3.13425472,0.83951820,0.00325009,1.43193265,0.00902899,2.25941671,1.14836280,0.46285079
-5.09354677,5.03262160,3.17150902,0.84509354,0.00337127,1.46712013,0.00886218,2.21820837,1.14623428,0.45244075
-5.08754377,5.03205002,3.21042145,0.85051989,0.00348114,1.50345749,0.00874948,2.17471180,1.14310491,0.44183925
-5.08154077,5.03101487,3.25104928,0.85576487,0.00357735,1.54064596,0.00868992,2.12971021,1.13918936,0.43119472
-5.07553777,5.02996529,3.29338745,0.86079058,0.00365785,1.57834977,0.00868187,2.08401172,1.13472855,0.42065706
-5.06953477,5.02930564,3.33735988,0.86555238,0.00372092,1.61619870,0.00872315,2.03842930,1.12998258,0.41037411
-5.06353177,5.02937651,3.38281210,0.86999792,0.00376529,1.65379173,0.00881107,1.99376033,1.12522244,0.40048817
-5.05752876,5.03043733,3.42950536,0.87406658,0.00379008,1.69070164,0.00894252,1.95076621,1.12072067,0.39113259
-5.05152576,5.03265115,3.47711266,0.87768944,0.00379490,1.72648059,0.00911399,1.91015272,1.11674141,0.38242852
-5.04552276,5.03607222,3.52521664,0.88078960,0.00377983,1.76066656,0.00932162,1.87255167,1.11353004,0.37448198
-5.03951976,5.04063677,3.57330973,0.88328309,0.00374537,1.79279048,0.00956122,1.83850437,1.11130292,0.36738119
-5.03351676,5.04615744,3.62079667,0.88508007,0.00369247,1.82238389,0.00982831,1.80844736,1.11023754,0.36119442
-5.02751376,5.05232153,3.66699947,0.88608654,0.00362243,1.84898701,0.01011814,1.78270111,1.11046361,0.35596829
-5.02151076,5.05869345,3.71116511,0.88620629,0.00353688,1.87215691,0.01042570,1.76146181,1.11205556,0.35172662
-5.01550775,5.06472144,3.75247589,0.88534306,0.00343768,1.89147573,0.01074577,1.74479681,1.11502679,0.34846993
-5.00950475,5.06974853,3.79006264,0.88340296,0.00332686,1.90655862,0.01107300,1.73264391,1.11932598,0.34617552
-5.00350175,5.07302775,3.82302058,0.88029690,0.00320656,1.91706139,0.01140193,1.72481458,1.12483596,0.34479830
-4.99749875,5.07374130,3.85042779,0.87594311,0.00307893,1.92268754,0.01172713,1.72100107,1.13137516,0.34427214
-4.99149575,5.07102330,3.87136599,0.87026955,0.00294605,1.92319477,0.01204326,1.72078742,1.13870168,0.34451199
-4.98549275,5.06398562,3.88494317,0.86321633,0.00280992,1.91840055,0.01234526,1.72366387,1.14652012,0.34541644
-4.97948974,5.05174591,3.89031761,0.85473780,0.00267234,1.90818692,0.01262844,1.72904428,1.15449077,0.34687083
-4.97348674,5.03345702,3.88672243,0.84480461,0.00253492,1.89250420,0.01288865,1.73628597,1.16224096,0.34875075
-4.96748374,5.00833673,3.87348997,0.83340530,0.00239904,1.87137358,0.01312248,1.74471115,1.16937807,0.35092572
-4.96148074,4.97569653,3.85007508,0.82054766,0.00226583,1.84488847,0.01332732,1.75362912,1.17550360,0.35326299
-4.95547774,4.93496813,3.81607613,0.80625959,0.00213619,1.81321448,0.01350159,1.76235833,1.18022773,0.35563137
-4.94947474,4.88572662,3.77125300,0.79058953,0.00201074,1.77658797,0.01364476,1.77024734,1.18318364,0.35790468
-4.94347174,4.82770881,3.71554089,0.77360628,0.00188994,1.73531302,0.01375749,1.77669382,1.18404095,0.35996499
-4.93746873,4.76082588,3.64905924,0.75539827,0.00177402,1.68975681,0.01384160,1.78116077,1.18251750,0.36170525
-4.93146573,4.68516940,3.57211505,0.73607220,0.00166306,1.64034346,0.01390008,1.78318919,1.17838906,0.36303139
-4.92546273,4.60101034,3.48520021,0.71575105,0.00155703,1.58754620,0.01393698,1.78240696,1.17149638,0.36386369
-4.91945973,4.50879072,3.38898259,0.69457147,0.00145579,1.53187819,0.01395731,1.77853334,1.16174932,0.36413745
-4.91345673,4.40910822,3.28429123,0.67268067,0.00135915,1.47388208,0.01396681,1.77137932,1.14912785,0.36380301
-4.90745373,4.30269446,3.17209585,0.65023287,0.00126691,1.41411846,0.01397172,1.76084390,1.13368002,0.36282505
-4.90145073,4.19038777,3.05348156,0.62738534,0.00117883,1.35315377,0.01397852,1.74690670,1.11551698,0.36118138
-4.89544772,4.07310196,2.92961974,0.60429438,0.00109471,1.29154780,0.01399359,1.72961762,1.09480549,0.35886123
-4.88944472,3.95179254,2.80173634,0.58111127,0.00101438,1.22984141,0.01402293,1.70908428,1.07175838,0.35586338
-4.88344172,3.82742223,2.67107883,0.55797835,0.00093769,1.16854478,0.01407177,1.68545807,1.04662350,0.35219398
-4.87743872,3.70092752,2.53888329,0.53502558,0.00086456,1.10812672,0.01414434,1.65891989,1.01967189,0.34786455
-4.87143572,3.57318800,2.40634311,0.51236753,0.00079491,1.04900540,0.01424352,1.62966633,0.99118581,0.34289007
-4.86543272,3.44500001,2.27458041,0.49010114,0.00072873,0.99154097,0.01437069,1.59789724,0.96144729,0.33728741
-4.85942971,3.31705600,2.14462143,0.46830421,0.00066601,0.93603020,0.01452549,1.56380533,0.93072777,0.33107413
-4.85342671,3.18993037,2.01737683,0.44703478,0.00060677,0.88270352,0.01470581,1.52756838,0.89927941,0.32426781
-4.84742371,3.06407241,1.89362736,0.42633141,0.00055103,0.83172438,0.01490769,1.48934431,0.86732833,0.31688579
-4.84142071,2.93980647,1.77401538,0.40621425,0.00049883,0.78319098,0.01512549,1.44926932,0.83507010,0.30894547
-4.83541771,2.81733894,1.65904216,0.38668692,0.00045015,0.73714030,0.01535195,1.40745897,0.80266754,0.30046498
-4.82941471,2.69677138,1.54907072,0.36773902,0.00040500,0.69355399,0.01557849,1.36401189,0.77025073,0.29146420
-4.82341171,2.57811874,1.44433365,0.34934915,0.00036334,0.65236602,0.01579550,1.31901561,0.73791911,0.28196600
-4.81740870,2.46133134,1.34494520,0.33148824,0.00032511,0.61347145,0.01599267,1.27255411,0.70574530,0.27199767
-4.81140570,2.34631920,1.25091670,0.31412300,0.00029022,0.57673611,0.01615942,1.22471617,0.67378026,0.26159224
-4.80540270,2.23297720,1.16217434,0.29721932,0.00025854,0.54200651,0.01628529,1.17560415,0.64205939,0.25078970
-4.79939970,2.12120948,1.07857821,0.28074545,0.00022993,0.50911964,0.01636038,1.12534217,0.61060903,0.23963804
-4.79339670,2.01095194,0.99994169,0.26467472,0.00020421,0.47791226,0.01637576,1.07408351,0.57945294,0.22819386
-4.78739370,1.90219153,0.92605022,0.24898790,0.00018121,0.44822921,0.01632380,1.02201633,0.54861843,0.21652275
-4.78139070,1.79498155,0.85667858,0.23367478,0.00016071,0.41993048,0.01619852,0.96936771,0.51814158,0.20469909
-4.77538769,1.68945233,0.79160622,0.21873530,0.00014250,0.39289691,0.01599578,0.91640550,0.48807149,0.19280561
-4.76938469,1.58581702,0.73062991,0.20417986,0.00012637,0.36703423,0.01571352,0.86343811,0.45847326,0.18093247
-4.76338169,1.48437261,0.67357370,0.19002914,0.00011211,0.34227555,0.01535176,0.81081218,0.42942964,0.16917604
-4.75737869,1.38549627,0.62029588,0.17631332,0.00009951,0.31858230,0.01491263,0.75890844,0.40104130,0.15763744
-4.75137569,1.28963774,0.57069306,0.16307082,0.00008839,0.29594362,0.01440030,0.70813586,0.37342591,0.14642089
-4.74537269,1.19730831,0.52470152,0.15034671,0.00007856,0.27437454,0.01382074,0.65892464,0.34671602,0.13563199
-4.73936968,1.10906720,0.48229617,0.13819083,0.00006985,0.25391310,0.01318158,0.61171826,0.32105609,0.12537594
-4.73336668,1.02550618,0.44348738,0.12665579,0.00006213,0.23461659,0.01249172,0.56696508,0.29659879,0.11575587
-4.72736368,0.94723323,0.40831617,0.11579494,0.00005526,0.21655725,0.01176107,0.52510980,0.27350078,0.10687123
-4.72136068,0.87485598,0.37684808,0.10566044,0.00004912,0.19981760,0.01100017,0.48658509,0.25191836,0.09881640
-4.71535768,0.80896555,0.34916620,0.09630138,0.00004363,0.18448568,0.01021985,0.45180367,0.23200301,0.09167943
-4.70935468,0.75012128,0.32536365,0.08776217,0.00003870,0.17065040,0.00943088,0.42115094,0.21389713,0.08554098
-4.70335168,0.69883681,0.30553583,0.08008119,0.00003426,0.15839705,0.00864362,0.39497843,0.19773011,0.08047340
-4.69734867,0.65556759,0.28977281,0.07328963,0.00003026,0.14780330,0.00786780,0.37359785,0.18361478,0.07654000
-4.69134567,0.62070002,0.27815191,0.06741067,0.00002665,0.13893560,0.00711224,0.35727592,0.17164440,0.07379439
-4.68534267,0.59454216,0.27073081,0.06245880,0.00002339,0.13184608,0.00638467,0.34622988,0.16189014,0.07227989
-4.67933967,0.57731601,0.26754116,0.05843950,0.00002045,0.12657005,0.00569162,0.34062342,0.15439906,0.07202895
-4.67333667,0.56915104,0.26858296,0.05534898,0.00001781,0.12312404,0.00503834,0.34056322,0.14919272,0.07306262
-4.66733367,0.57007912,0.27381959,0.05317418,0.00001543,0.12150430,0.00442876,0.34609576,0.14626614,0.07538989
-4.66133067,0.58003051,0.28317376,0.05189284,0.00001331,0.12168591,0.00386555,0.35720452,0.14558728,0.07900705
-4.65532766,0.59883084,0.29652434,0.05147364,0.00001142,0.12362228,0.00335018,0.37380748,0.14709692,0.08389705
-4.64932466,0.62619931,0.31370408,0.05187653,0.00000974,0.12724515,0.00288300,0.39575501,0.15070892,0.09002868
-4.64332166,0.66174777,0.33449844,0.05305301,0.00000826,0.13246502,0.00246341,0.42282827,0.15631087,0.09735594
