energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-6.00000000,3.52320704,0.00988459,0.27477021,0.16596041,2.39188805,2.18543153,1.03795487,0.00000000
-5.99399700,3.38552654,0.00958797,0.27197147,0.15475140,2.34001470,2.09104346,0.99406360,0.00000000
-5.98799400,3.24318566,0.00926025,0.26827947,0.14364885,2.27970539,1.99554969,0.94820173,0.00000000
-5.98199100,3.09685455,0.00890428,0.26367686,0.13274313,2.21136965,1.89924187,0.90074327,0.00000000
-5.97598799,2.94727656,0.00852329,0.25816677,0.12211564,2.13552980,1.80244668,0.85207677,0.00000000
-5.96998499,2.79527052,0.00812081,0.25177448,0.11183763,2.05282004,1.70553165,0.80260051,0.00000000
-5.96398199,2.64172858,0.00770063,0.24454803,0.10196951,1.96398163,1.60890773,0.75271738,0.00000000
-5.95797899,2.48760919,0.00726672,0.23655786,0.09256061,1.86985389,1.51302852,0.70282938,0.00000000
-5.95197599,2.33392529,0.00682318,0.22789533,0.08364926,1.77136125,1.41838585,0.65333182,0.00000000
-5.94597299,2.18172807,0.00637413,0.21867031,0.07526321,1.66949650,1.32550217,0.60460747,0.00000000
-5.93996998,2.03208688,0.00592369,0.20900789,0.06742027,1.56530096,1.23491990,0.55702076,0.00000000
-5.93396698,1.88606631,0.00547586,0.19904435,0.06012923,1.45984230,1.14718847,0.51091208,0.00000000
-5.92796398,1.74470155,0.00503447,0.18892262,0.05339074,1.35419099,1.06284978,0.46659270,0.00000000
-5.92196098,1.60897337,0.00460310,0.17878744,0.04719842,1.24939633,0.98242289,0.42434020,0.00000000
-5.91595798,1.47978381,0.00418502,0.16878052,0.04153992,1.14646329,0.90638877,0.38439475,0.00000000
-5.90995498,1.35793403,0.00378314,0.15903574,0.03639798,1.04633100,0.83517609,0.34695636,0.00000000
-5.90395198,1.24410531,0.00339996,0.14967486,0.03175146,0.94985382,0.76914861,0.31218318,0.00000000
-5.89794897,1.13884409,0.00303757,0.14080375,0.02757631,0.85778580,0.70859493,0.28019097,0.00000000
-5.89194597,1.04255174,0.00269758,0.13250933,0.02384645,0.77076896,0.65372111,0.25105366,0.00000000
-5.88594297,0.95547941,0.00238116,0.12485742,0.02053462,0.68932575,0.60464634,0.22480498,0.00000000
-5.87993997,0.87772809,0.00208905,0.11789143,0.01761315,0.61385569,0.56140187,0.20144112,0.00000000
-5.87393697,0.80925366,0.00182154,0.11163206,0.01505457,0.54463607,0.52393313,0.18092415,0.00000000
-5.86793397,0.74987643,0.00157855,0.10607786,0.01283230,0.48182642,0.49210474,0.16318613,0.00000000
-5.86193097,0.69929476,0.00135967,0.10120668,0.01092117,0.42547606,0.46570808,0.14813363,0.00000000
-5.85592796,0.65710168,0.00116418,0.09697783,0.00929794,0.37553435,0.44447099,0.13565253,0.00000000
-5.84992496,0.62280383,0.00099113,0.09333495,0.00794174,0.33186272,0.42806891,0.12561279,0.00000000
-5.84392196,0.59584172,0.00083938,0.09020925,0.00683455,0.29424792,0.41613704,0.11787312,0.00000000
-5.83791896,0.57561039,0.00070769,0.08752314,0.00596151,0.26241572,0.40828271,0.11228530,0.00000000
-5.83191596,0.56147959,0.00059474,0.08519401,0.00531134,0.23604456,0.40409770,0.10869806,0.00000000
-5.82591296,0.55281288,0.00049925,0.08313797,0.00487666,0.21477849,0.40316974,0.10696043,0.00000000
-5.81990995,0.54898480,0.00041996,0.08127345,0.00465421,0.19823905,0.40509294,0.10692454,0.00000000
-5.81390695,0.54939600,0.00035574,0.07952452,0.00464519,0.18603593,0.40947686,0.10844783,0.00000000
-5.80790395,0.55348571,0.00030561,0.07782377,0.00485538,0.17777601,0.41595401,0.11139473,0.00000000
-5.80190095,0.56074168,0.00026880,0.07611474,0.00529531,0.17307102,0.42418567,0.11563789,0.00000000
-5.79589795,0.57070758,0.00024479,0.07435376,0.00598038,0.17154369,0.43386611,0.12105909,0.00000000
-5.78989495,0.58298797,0.00023334,0.07251125,0.00693081,0.17283267,0.44472539,0.12754979,0.00000000
-5.78389195,0.59725109,0.00023454,0.07057233,0.00817158,0.17659630,0.45653077,0.13501161,0.00000000
-5.77788894,0.61322998,0.00024881,0.06853696,0.00973232,0.18251562,0.46908710,0.14335679,0.00000000
-5.77188594,0.63072201,0.00027699,0.06641945,0.01164699,0.19029676,0.48223642,0.15250860,0.00000000
-5.76588294,0.64958736,0.00032029,0.06424754,0.01395357,0.19967290,0.49585698,0.16240193,0.00000000
-5.75987994,0.66974675,0.00038041,0.06206098,0.01669357,0.21040615,0.50986191,0.17298396,0.00000000
-5.75387694,0.69117846,0.00045948,0.05990986,0.01991155,0.22228924,0.52419769,0.18421492,0.00000000
-5.74787394,0.71391509,0.00056013,0.05785256,0.02365441,0.23514730,0.53884262,0.19606898,0.00000000
-5.74187094,0.73803978,0.00068550,0.05595365,0.02797077,0.24883957,0.55380517,0.20853501,0.00000000
