energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-3.34667334,0.34312736,0.21751935,0.07958000,0.00006200,0.02077478,0.27159248,0.00000000,0.16627789,0.00026862
-3.34067034,0.38424927,0.24393866,0.08926392,0.00007742,0.02311183,0.30380561,0.00000000,0.18591361,0.00030130
-3.33466733,0.42778889,0.27189192,0.09957179,0.00009599,0.02555263,0.33779655,0.00000000,0.20664370,0.00033605
-3.32866433,0.47351667,0.30120246,0.11046647,0.00011816,0.02807773,0.37335254,0.00000000,0.22834753,0.00037274
-3.32266133,0.52115170,0.33165105,0.12190175,0.00014442,0.03066471,0.41021566,0.00000000,0.25087990,0.00041116
-3.31665833,0.57036477,0.36297717,0.13382332,0.00017524,0.03328856,0.44808527,0.00000000,0.27407271,0.00045109
-3.31065533,0.62078305,0.39488176,0.14617007,0.00021113,0.03592212,0.48662171,0.00000000,0.29773740,0.00049228
-3.30465233,0.67199642,0.42703125,0.15887578,0.00025255,0.03853663,0.52545145,0.00000000,0.32166806,0.00053442
-3.29864932,0.72356504,0.45906309,0.17187103,0.00029994,0.04110237,0.56417347,0.00000000,0.34564522,0.00057721
-3.29264632,0.77502830,0.49059256,0.18508544,0.00035369,0.04358935,0.60236660,0.00000000,0.36944012,0.00062028
-3.28664332,0.82591453,0.52122068,0.19845002,0.00041410,0.04596802,0.63959780,0.00000000,0.39281934,0.00066329
-3.28064032,0.87575138,0.55054312,0.21189965,0.00048139,0.04820996,0.67543101,0.00000000,0.41554967,0.00070586
-3.27463732,0.92407650,0.57815983,0.22537556,0.00055563,0.05028864,0.70943632,0.00000000,0.43740296,0.00074761
-3.26863432,0.97044811,0.60368499,0.23882768,0.00063678,0.05218000,0.74119914,0.00000000,0.45816099,0.00078816
-3.26263132,1.01445515,0.62675710,0.25221688,0.00072463,0.05386307,0.77032920,0.00000000,0.47761998,0.00082714
-3.25662831,1.05572671,0.64704883,0.26551686,0.00081878,0.05532042,0.79646900,0.00000000,0.49559476,0.00086419
-3.25062531,1.09394046,0.66427612,0.27871572,0.00091866,0.05653854,0.81930149,0.00000000,0.51192243,0.00089896
-3.24462231,1.12882970,0.67820645,0.29181706,0.00102348,0.05750807,0.83855685,0.00000000,0.52646546,0.00093113
-3.23861931,1.16018899,0.68866575,0.30484056,0.00113229,0.05822390,0.85401801,0.00000000,0.53911410,0.00096040
-3.23261631,1.18787809,0.69554379,0.31782192,0.00124395,0.05868519,0.86552511,0.00000000,0.54978812,0.00098652
-3.22661331,1.21182406,0.69879774,0.33081217,0.00135714,0.05889520,0.87297839,0.00000000,0.55843787,0.00100924
-3.22061031,1.23202160,0.69845378,0.34387632,0.00147042,0.05886102,0.87633994,0.00000000,0.56504453,0.00102839
-3.21460730,1.24853151,0.69460673,0.35709122,0.00158221,0.05859325,0.87563390,0.00000000,0.56961983,0.00104381
-3.20860430,1.26147726,0.68741754,0.37054275,0.00169090,0.05810553,0.87094545,0.00000000,0.57220497,0.00105540
-3.20260130,1.27103998,0.67710882,0.38432229,0.00179483,0.05741408,0.86241851,0.00000000,0.57286897,0.00106309
-3.19659830,1.27745172,0.66395853,0.39852263,0.00189236,0.05653711,0.85025230,0.00000000,0.57170651,0.00106686
-3.19059530,1.28098745,0.64829204,0.41323325,0.00198193,0.05549427,0.83469694,0.00000000,0.56883518,0.00106676
-3.18459230,1.28195577,0.63047278,0.42853527,0.00206209,0.05430611,0.81604804,0.00000000,0.56439228,0.00106286
-3.17858929,1.28068882,0.61089195,0.44449615,0.00213156,0.05299351,0.79464072,0.00000000,0.55853134,0.00105527
-3.17258629,1.27753163,0.58995750,0.46116430,0.00218926,0.05157719,0.77084293,0.00000000,0.55141817,0.00104418
-3.16658329,1.27283119,0.56808297,0.47856397,0.00223434,0.05007726,0.74504842,0.00000000,0.54322690,0.00102979
-3.16058029,1.26692582,0.54567641,0.49669058,0.00226623,0.04851278,0.71766947,0.00000000,0.53413569,0.00101233
-3.15457729,1.26013500,0.52312984,0.51550669,0.00228463,0.04690153,0.68912954,0.00000000,0.52432263,0.00099209
-3.14857429,1.25275034,0.50080976,0.53493910,0.00228952,0.04525970,0.65985597,0.00000000,0.51396166,0.00096937
-3.14257129,1.24502786,0.47904872,0.55487713,0.00228115,0.04360180,0.63027296,0.00000000,0.50321873,0.00094449
-3.13656828,1.23718202,0.45813862,0.57517234,0.00226004,0.04194058,0.60079496,0.00000000,0.49224842,0.00091778
-3.13056528,1.22938186,0.43832555,0.59564001,0.00222695,0.04028705,0.57182052,0.00000000,0.48119098,0.00088958
-3.12456228,1.22174941,0.41980661,0.61606221,0.00218282,0.03865064,0.54372687,0.00000000,0.47017010,0.00086024
-3.11855928,1.21436042,0.40272857,0.63619275,0.00212877,0.03703936,0.51686516,0.00000000,0.45929130,0.00083009
-3.11255628,1.20724759,0.38718838,0.65576378,0.00206603,0.03546006,0.49155657,0.00000000,0.44864122,0.00079945
-3.10655328,1.20040609,0.37323544,0.67449391,0.00199591,0.03391878,0.46808923,0.00000000,0.43828768,0.00076862
-3.10055028,1.19380102,0.36087548,0.69209760,0.00191974,0.03242113,0.44671605,0.00000000,0.42828061,0.00073788
-3.09454727,1.18737674,0.35007571,0.70829547,0.00183885,0.03097263,0.42765339,0.00000000,0.41865381,0.00070748
-3.08854427,1.18106727,0.34077099,0.72282509,0.00175450,0.02957921,0.41108045,0.00000000,0.40942735,0.00067765
-3.08254127,1.17480752,0.33287078,0.73545189,0.00166791,0.02824754,0.39713952,0.00000000,0.40061064,0.00064860
-3.07653827,1.16854454,0.32626639,0.74597948,0.00158017,0.02698550,0.38593676,0.00000000,0.39220595,0.00062049
-3.07053527,1.16224835,0.32083833,0.75425920,0.00149225,0.02580250,0.37754352,0.00000000,0.38421211,0.00059348
-3.06453227,1.15592163,0.31646329,0.76019816,0.00140500,0.02470978,0.37199815,0.00000000,0.37662841,0.00056767
-3.05852926,1.14960793,0.31302063,0.76376560,0.00131916,0.02372066,0.36930799,0.00000000,0.36945826,0.00054319
-3.05252626,1.14339776,0.31039801,0.76499718,0.00123533,0.02285064,0.36945163,0.00000000,0.36271271,0.00052011
-3.04652326,1.13743237,0.30849605,0.76399696,0.00115398,0.02211751,0.37238126,0.00000000,0.35641333,0.00049850
-3.04052026,1.13190508,0.30723180,0.76093714,0.00107552,0.02154121,0.37802502,0.00000000,0.35059463,0.00047843
-3.03451726,1.12705994,0.30654107,0.75605539,0.00100026,0.02114368,0.38628929,0.00000000,0.34530571,0.00045994
-3.02851426,1.12318798,0.30637956,0.74965014,0.00092843,0.02094853,0.39706097,0.00000000,0.34061115,0.00044308
-3.02251126,1.12062112,0.30672284,0.74207387,0.00086026,0.02098054,0.41020956,0.00000000,0.33659114,0.00042789
-3.01650825,1.11972414,0.30756526,0.73372484,0.00079591,0.02126518,0.42558921,0.00000000,0.33334068,0.00041439
-3.01050525,1.12088501,0.30891802,0.72503763,0.00073556,0.02182781,0.44304059,0.00000000,0.33096822,0.00040263
-3.00450225,1.12450405,0.31080649,0.71647281,0.00067939,0.02269296,0.46239263,0.00000000,0.32959336,0.00039262
-2.99849925,1.13098230,0.31326694,0.70850613,0.00062759,0.02388335,0.48346423,0.00000000,0.32934404,0.00038438
-2.99249625,1.14070953,0.31634303,0.70161773,0.00058038,0.02541900,0.50606576,0.00000000,0.33035316,0.00037791
-2.98649325,1.15405230,0.32008202,0.69628141,0.00053800,0.02731619,0.53000047,0.00000000,0.33275460,0.00037322
-2.98049025,1.17134232,0.32453107,0.69295452,0.00050075,0.02958642,0.55506584,0.00000000,0.33667897,0.00037029
-2.97448724,1.19286541,0.32973363,0.69206830,0.00046893,0.03223546,0.58105472,0.00000000,0.34224892,0.00036908
-2.96848424,1.21885135,0.33572618,0.69401910,0.00044289,0.03526242,0.60775646,0.00000000,0.34957428,0.00036955
-2.96248124,1.24946459,0.34253528,0.69916025,0.00042300,0.03865892,0.63495786,0.00000000,0.35874706,0.00037164
-2.95647824,1.28479615,0.35017513,0.70779472,0.00040963,0.04240848,0.66244409,0.00000000,0.36983628,0.00037525
-2.95047524,1.32485663,0.35864560,0.72016849,0.00040319,0.04648601,0.68999957,0.00000000,0.38288302,0.00038028
-2.94447224,1.36957057,0.36793077,0.73646460,0.00040406,0.05085761,0.71740879,0.00000000,0.39789549,0.00038659
-2.93846923,1.41877215,0.37799802,0.75679780,0.00041261,0.05548061,0.74445731,0.00000000,0.41484459,0.00039404
-2.93246623,1.47220235,0.38879766,0.78120989,0.00042918,0.06030388,0.77093279,0.00000000,0.43365981,0.00040244
-2.92646323,1.52950773,0.40026304,0.80966566,0.00045406,0.06526847,0.79662623,0.00000000,0.45422598,0.00041162
-2.92046023,1.59024100,0.41231104,0.84204970,0.00048750,0.07030853,0.82133347,0.00000000,0.47638084,0.00042135
-2.91445723,1.65386337,0.42484314,0.87816404,0.00052963,0.07535250,0.84485695,0.00000000,0.49991372,0.00043142
-2.90845423,1.71974896,0.43774671,0.91772697,0.00058052,0.08032462,0.86700770,0.00000000,0.52456559,0.00044159
-2.90245123,1.78719135,0.45089667,0.96037316,0.00064009,0.08514659,0.88760766,0.00000000,0.55003056,0.00045162
-2.89644822,1.85541221,0.46415737,1.00565538,0.00070815,0.08973946,0.90649207,0.00000000,0.57595900,0.00046128
-2.89044522,1.92357210,0.47738473,1.05304800,0.00078436,0.09402559,0.92351201,0.00000000,0.60196241,0.00047031
-2.88444222,1.99078330,0.49042836,1.10195253,0.00086819,0.09793064,0.93853686,0.00000000,0.62761997,0.00047850
-2.87843922,2.05612454,0.50313387,1.15170523,0.00095896,0.10138558,0.95145649,0.00000000,0.65248678,0.00048563
-2.87243622,2.11865723,0.51534509,1.20158696,0.00105580,0.10432851,0.96218313,0.00000000,0.67610355,0.00049149
-2.86643322,2.17744290,0.52690625,1.25083512,0.00115766,0.10670633,0.97065260,0.00000000,0.69800753,0.00049590
-2.86043022,2.23156149,0.53766411,1.29865765,0.00126333,0.10847622,0.97682494,0.00000000,0.71774441,0.00049871
-2.85442721,2.28012972,0.54746986,1.34424860,0.00137140,0.10960668,0.98068414,0.00000000,0.73488061,0.00049980
-2.84842421,2.32231935,0.55618096,1.38680524,0.00148035,0.11007837,0.98223705,0.00000000,0.74901574,0.00049908
-2.84242121,2.35737444,0.56366280,1.42554581,0.00158850,0.10988446,0.98151151,0.00000000,0.75979446,0.00049648
-2.83641821,2.38462734,0.56979024,1.45972779,0.00169412,0.10903068,0.97855361,0.00000000,0.76691754,0.00049197
-2.83041521,2.40351275,0.57444895,1.48866575,0.00179541,0.10753494,0.97342439,0.00000000,0.77015133,0.00048557
-2.82441221,2.41357957,0.57753679,1.51174835,0.00189055,0.10542659,0.96619613,0.00000000,0.76933546,0.00047732
-2.81840920,2.41450003,0.57896500,1.52845382,0.00197779,0.10274543,0.95694843,0.00000000,0.76438828,0.00046729
-2.81240620,2.40607612,0.57865945,1.53836331,0.00205544,0.09954035,0.94576441,0.00000000,0.75530977,0.00045557
-2.80640320,2.38824293,0.57656175,1.54117172,0.00212196,0.09586784,0.93272733,0.00000000,0.74218185,0.00044230
-2.80040020,2.36106907,0.57263050,1.53669548,0.00217599,0.09179028,0.91791779,0.00000000,0.72516602,0.00042761
-2.79439720,2.32475420,0.56684235,1.52487709,0.00221640,0.08737421,0.90141184,0.00000000,0.70449842,0.00041168
-2.78839420,2.27962382,0.55919309,1.50578620,0.00224231,0.08268852,0.88328009,0.00000000,0.68048249,0.00039468
-2.78239120,2.22612156,0.54969866,1.47961731,0.00225314,0.07780271,0.86358795,0.00000000,0.65347971,0.00037680
-2.77638819,2.16479934,0.53839586,1.44668408,0.00224862,0.07278532,0.84239692,0.00000000,0.62389864,0.00035822
-2.77038519,2.09630568,0.52534297,1.40741058,0.00222880,0.06770233,0.81976693,0.00000000,0.59218278,0.00033913
-2.76438219,2.02137254,0.51061996,1.36231982,0.00219404,0.06261595,0.79575946,0.00000000,0.55879798,0.00031973
-2.75837919,1.94080105,0.49432829,1.31202003,0.00214500,0.05758350,0.77044130,0.00000000,0.52421950,0.00030018
-2.75237619,1.85544651,0.47659032,1.25718910,0.00208266,0.05265653,0.74388856,0.00000000,0.48891965,0.00028066
-2.74637319,1.76620302,0.45754813,1.19855789,0.00200820,0.04788024,0.71619062,0.00000000,0.45335621,0.00026133
-2.74037019,1.67398799,0.43736183,1.13689282,0.00192304,0.04329305,0.68745370,0.00000000,0.41796203,0.00024233
-2.73436718,1.57972684,0.41620727,1.07297844,0.00182876,0.03892649,0.65780376,0.00000000,0.38313627,0.00022378
-2.72836418,1.48433826,0.39427334,1.00760042,0.00172707,0.03480518,0.62738838,0.00000000,0.34923731,0.00020580
-2.72236118,1.38872008,0.37175866,0.94152940,0.00161972,0.03094709,0.59637749,0.00000000,0.31657752,0.00018849
-2.71635818,1.29373608,0.34886797,0.87550624,0.00150850,0.02736391,0.56496272,0.00000000,0.28542002,0.00017193
-2.71035518,1.20020390,0.32580830,0.81022886,0.00139514,0.02406152,0.53335548,0.00000000,0.25597713,0.00015618
-2.70435218,1.10888416,0.30278486,0.74634103,0.00128132,0.02104060,0.50178359,0.00000000,0.22841057,0.00014129
-2.69834917,1.02047096,0.27999711,0.68442317,0.00116857,0.01829729,0.47048686,0.00000000,0.20283321,0.00012729
-2.69234617,0.93558394,0.25763483,0.62498535,0.00105831,0.01582383,0.43971153,0.00000000,0.17931190,0.00011421
-2.68634317,0.85476187,0.23587457,0.56846244,0.00095175,0.01360928,0.40970406,0.00000000,0.15787147,0.00010206
-2.68034017,0.77845790,0.21487652,0.51521134,0.00084993,0.01164018,0.38070458,0.00000000,0.13849932,0.00009083
-2.67433717,0.70703664,0.19478182,0.46551028,0.00075369,0.00990123,0.35294007,0.00000000,0.12115047,0.00008052
-2.66833417,0.64077291,0.17571067,0.41955994,0.00066366,0.00837583,0.32661799,0.00000000,0.10575285,0.00007109
-2.66233117,0.57985225,0.15776089,0.37748623,0.00058028,0.00704666,0.30192035,0.00000000,0.09221258,0.00006253
-2.65632816,0.52437323,0.14100738,0.33934457,0.00050381,0.00589615,0.27899872,0.00000000,0.08041902,0.00005480
-2.65032516,0.47435135,0.12550212,0.30512539,0.00043434,0.00490688,0.25797026,0.00000000,0.07024953,0.00004786
-2.64432216,0.42972452,0.11127500,0.27476068,0.00037182,0.00406191,0.23891508,0.00000000,0.06157381,0.00004167
-2.63831916,0.39036001,0.09833508,0.24813136,0.00031605,0.00334508,0.22187491,0.00000000,0.05425772,0.00003617
-2.63231616,0.35606265,0.08667255,0.22507513,0.00026675,0.00274118,0.20685323,0.00000000,0.04816669,0.00003133
-2.62631316,0.32658405,0.07626099,0.20539486,0.00022356,0.00223613,0.19381676,0.00000000,0.04316855,0.00002708
-2.62031016,0.30163271,0.06706009,0.18886704,0.00018603,0.00181707,0.18269821,0.00000000,0.03913591,0.00002339
-2.61430715,0.28088465,0.05901848,0.17525021,0.00015371,0.00147244,0.17340017,0.00000000,0.03594810,0.00002019
-2.60830415,0.26399443,0.05207676,0.16429328,0.00012611,0.00119194,0.16579992,0.00000000,0.03349278,0.00001744
-2.60230115,0.25060605,0.04617050,0.15574340,0.00010273,0.00096659,0.15975494,0.00000000,0.03166714,0.00001509
-2.59629815,0.24036365,0.04123312,0.14935331,0.00008309,0.00078865,0.15510888,0.00000000,0.03037883,0.00001310
-2.59029515,0.23292157,0.03719864,0.14488805,0.00006673,0.00065157,0.15169761,0.00000000,0.02954667,0.00001141
-2.58429215,0.22795350,0.03400413,0.14213078,0.00005322,0.00054995,0.14935524,0.00000000,0.02910110,0.00001000
-2.57828914,0.22516050,0.03159182,0.14088765,0.00004213,0.00047944,0.14791971,0.00000000,0.02898448,0.00000881
-2.57228614,0.22427755,0.02991085,0.14099158,0.00003312,0.00043667,0.14723787,0.00000000,0.02915110,0.00000782
-2.56628314,0.22507847,0.02891852,0.14230487,0.00002586,0.00041919,0.14716965,0.00000000,0.02956715,0.00000700
-2.56028014,0.22737900,0.02858121,0.14472052,0.00002004,0.00042533,0.14759141,0.00000000,0.03021031,0.00000631
-2.55427714,0.23103807,0.02887463,0.14816225,0.00001542,0.00045417,0.14839808,0.00000000,0.03106930,0.00000573
-2.54827414,0.23595692,0.02978375,0.15258321,0.00001178,0.00050541,0.14950435,0.00000000,0.03214307,0.00000525
-2.54227114,0.24207643,0.03130216,0.15796335,0.00000894,0.00057930,0.15084460,0.00000000,0.03343985,0.00000483
-2.53626813,0.24937248,0.03343097,0.16430565,0.00000673,0.00067654,0.15237190,0.00000000,0.03497585,0.00000447
-2.53026513,0.25784974,0.03617729,0.17163112,0.00000504,0.00079817,0.15405595,0.00000000,0.03677385,0.00000416
-2.52426213,0.26753390,0.03955235,0.17997302,0.00000374,0.00094547,0.15588029,0.00000000,0.03886136,0.00000387
-2.51825913,0.27846287,0.04356920,0.18937017,0.00000276,0.00111986,0.15783887,0.00000000,0.04126878,0.00000361
-2.51225613,0.29067723,0.04824027,0.19985992,0.00000202,0.00132277,0.15993220,0.00000000,0.04402721,0.00000337
-2.50625313,0.30421024,0.05357466,0.21147086,0.00000147,0.00155551,0.16216339,0.00000000,0.04716617,0.00000315
-2.50025013,0.31907814,0.05957540,0.22421567,0.00000107,0.00181918,0.16453420,0.00000000,0.05071132,0.00000293
-2.49424712,0.33527089,0.06623676,0.23808436,0.00000077,0.00211449,0.16704140,0.00000000,0.05468209,0.00000273
-2.48824412,0.35274398,0.07354167,0.25303829,0.00000056,0.00244170,0.16967370,0.00000000,0.05908948,0.00000253
-2.48224112,0.37141173,0.08145948,0.26900529,0.00000040,0.00280044,0.17240924,0.00000000,0.06393399,0.00000234
-2.47623812,0.39114236,0.08994409,0.28587609,0.00000030,0.00318966,0.17521402,0.00000000,0.06920387,0.00000215
-2.47023512,0.41175528,0.09893259,0.30350225,0.00000024,0.00360750,0.17804111,0.00000000,0.07487377,0.00000198
-2.46423212,0.43302059,0.10834456,0.32169601,0.00000020,0.00405128,0.18083094,0.00000000,0.08090379,0.00000181
-2.45822911,0.45466122,0.11808209,0.34023177,0.00000019,0.00451741,0.18351233,0.00000000,0.08723915,0.00000165
-2.45222611,0.47635738,0.12803055,0.35884967,0.00000020,0.00500142,0.18600456,0.00000000,0.09381044,0.00000151
-2.44622311,0.49775358,0.13806022,0.37726080,0.00000024,0.00549799,0.18822003,0.00000000,0.10053451,0.00000137
-2.44022011,0.51846763,0.14802869,0.39515424,0.00000031,0.00600104,0.19006757,0.00000000,0.10731605,0.00000124
-2.43421711,0.53810165,0.15778412,0.41220543,0.00000042,0.00650385,0.19145617,0.00000000,0.11404976,0.00000113
-2.42821411,0.55625446,0.16716916,0.42808586,0.00000057,0.00699920,0.19229885,0.00000000,0.12062317,0.00000103
-2.42221111,0.57253503,0.17602543,0.44247344,0.00000078,0.00747959,0.19251665,0.00000000,0.12691996,0.00000095
-2.41620810,0.58657628,0.18419856,0.45506335,0.00000106,0.00793749,0.19204234,0.00000000,0.13282373,0.00000087
-2.41020510,0.59804895,0.19154343,0.46557892,0.00000144,0.00836558,0.19082378,0.00000000,0.13822200,0.00000082
-2.40420210,0.60667471,0.19792951,0.47378195,0.00000195,0.00875704,0.18882681,0.00000000,0.14301039,0.00000078
-2.39819910,0.61223818,0.20324611,0.47948230,0.00000262,0.00910586,0.18603748,0.00000000,0.14709684,0.00000076
-2.39219610,0.61459730,0.20740723,0.48254616,0.00000350,0.00940711,0.18246353,0.00000000,0.15040551,0.00000076
-2.38619310,0.61369170,0.21035595,0.48290272,0.00000465,0.00965726,0.17813518,0.00000000,0.15288049,0.00000079
-2.38019010,0.60954868,0.21206805,0.48054905,0.00000612,0.00985440,0.17310510,0.00000000,0.15448892,0.00000085
-2.37418709,0.60228664,0.21255475,0.47555290,0.00000800,0.00999848,0.16744767,0.00000000,0.15522352,0.00000094
-2.36818409,0.59211584,0.21186445,0.46805332,0.00001038,0.01009151,0.16125757,0.00000000,0.15510435,0.00000108
-2.36218109,0.57933646,0.21008339,0.45825922,0.00001338,0.01013768,0.15464781,0.00000000,0.15417980,0.00000126
-2.35617809,0.56433403,0.20733511,0.44644574,0.00001712,0.01014344,0.14774726,0.00000000,0.15252666,0.00000150
-2.35017509,0.54757247,0.20377885,0.43294870,0.00002175,0.01011749,0.14069779,0.00000000,0.15024934,0.00000181
-2.34417209,0.52958488,0.19960669,0.41815731,0.00002744,0.01007075,0.13365118,0.00000000,0.14747823,0.00000220
-2.33816908,0.51096243,0.19503982,0.40250541,0.00003437,0.01001625,0.12676584,0.00000000,0.14436716,0.00000269
-2.33216608,0.49234170,0.19032365,0.38646145,0.00004273,0.00996891,0.12020351,0.00000000,0.14109019,0.00000328
-2.32616308,0.47439068,0.18572227,0.37051765,0.00005276,0.00994530,0.11412589,0.00000000,0.13783772,0.00000400
-2.32016008,0.45779396,0.18151210,0.35517857,0.00006466,0.00996333,0.10869138,0.00000000,0.13481198,0.00000486
-2.31415708,0.44323723,0.17797499,0.34094934,0.00007870,0.01004191,0.10405190,0.00000000,0.13222220,0.00000589
-2.30815408,0.43139162,0.17539103,0.32832401,0.00009509,0.01020047,0.10034984,0.00000000,0.13027933,0.00000710
-2.30215108,0.42289796,0.17403099,0.31777410,0.00011407,0.01045856,0.09771516,0.00000000,0.12919072,0.00000850
-2.29614807,0.41835141,0.17414882,0.30973768,0.00013588,0.01083532,0.09626259,0.00000000,0.12915465,0.00001013
-2.29014507,0.41828667,0.17597423,0.30460923,0.00016070,0.01134898,0.09608906,0.00000000,0.13035505,0.00001199
-2.28414207,0.42316403,0.17970546,0.30273038,0.00018871,0.01201634,0.09727126,0.00000000,0.13295637,0.00001410
-2.27813907,0.43335661,0.18550269,0.30438180,0.00022003,0.01285224,0.09986341,0.00000000,0.13709887,0.00001648
-2.27213607,0.44913906,0.19348193,0.30977637,0.00025475,0.01386904,0.10389531,0.00000000,0.14289438,0.00001913
-2.26613307,0.47067809,0.20370984,0.31905385,0.00029286,0.01507618,0.10937062,0.00000000,0.15042273,0.00002205
-2.26013007,0.49802515,0.21619960,0.33227722,0.00033432,0.01647977,0.11626567,0.00000000,0.15972892,0.00002526
-2.25412706,0.53111171,0.23090796,0.34943081,0.00037899,0.01808224,0.12452856,0.00000000,0.17082123,0.00002873
-2.24812406,0.56974743,0.24773374,0.37042041,0.00042665,0.01988212,0.13407903,0.00000000,0.18367027,0.00003247
-2.24212106,0.61362160,0.26651789,0.39507559,0.00047701,0.02187393,0.14480886,0.00000000,0.19820928,0.00003645
-2.23611806,0.66230812,0.28704531,0.42315411,0.00052966,0.02404818,0.15658311,0.00000000,0.21433541,0.00004066
-2.23011506,0.71527426,0.30904845,0.45434865,0.00058417,0.02639153,0.16924221,0.00000000,0.23191237,0.00004505
-2.22411206,0.77189319,0.33221271,0.48829582,0.00063999,0.02888715,0.18260492,0.00000000,0.25077422,0.00004960
-2.21810905,0.83146015,0.35618373,0.52458712,0.00069654,0.03151514,0.19647217,0.00000000,0.27073023,0.00005428
-2.21210605,0.89321219,0.38057624,0.56278188,0.00075322,0.03425322,0.21063183,0.00000000,0.29157081,0.00005903
-2.20610305,0.95635061,0.40498453,0.60242159,0.00080939,0.03707740,0.22486421,0.00000000,0.31307420,0.00006382
-2.20010005,1.02006583,0.42899393,0.64304532,0.00086444,0.03996291,0.23894822,0.00000000,0.33501375,0.00006860
-2.19409705,1.08356343,0.45219319,0.68420551,0.00091780,0.04288509,0.25266793,0.00000000,0.35716546,0.00007334
-2.18809405,1.14609057,0.47418723,0.72548366,0.00096898,0.04582033,0.26581946,0.00000000,0.37931539,0.00007799
-2.18209105,1.20696146,0.49460969,0.76650490,0.00101758,0.04874701,0.27821770,0.00000000,0.40126672,0.00008253
-2.17608804,1.26558076,0.51313487,0.80695103,0.00106334,0.05164635,0.28970282,0.00000000,0.42284593,0.00008692
-2.17008504,1.32146363,0.52948847,0.84657110,0.00110617,0.05450307,0.30014604,0.00000000,0.44390787,0.00009116
-2.16408204,1.37425132,0.54345670,0.88518890,0.00114616,0.05730595,0.30945459,0.00000000,0.46433934,0.00009523
-2.15807904,1.42372143,0.55489324,0.92270698,0.00118361,0.06004809,0.31757546,0.00000000,0.48406104,0.00009914
-2.15207604,1.46979200,0.56372382,0.95910663,0.00121904,0.06272699,0.32449778,0.00000000,0.50302765,0.00010290
-2.14607304,1.51251914,0.56994807,0.99444387,0.00125321,0.06534423,0.33025372,0.00000000,0.52122600,0.00010653
-2.14007004,1.55208808,0.57363863,1.02884132,0.00128714,0.06790499,0.33491778,0.00000000,0.53867153,0.00011006
-2.13406703,1.58879793,0.57493748,1.06247637,0.00132204,0.07041720,0.33860438,0.00000000,0.55540299,0.00011353
-2.12806403,1.62304085,0.57404969,1.09556615,0.00135939,0.07289056,0.34146403,0.00000000,0.57147589,0.00011699
-2.12206103,1.65527659,0.57123478,1.12834990,0.00140084,0.07533530,0.34367793,0.00000000,0.58695496,0.00012048
-2.11605803,1.68600367,0.56679623,1.16106984,0.00144825,0.07776082,0.34545148,0.00000000,0.60190609,0.00012406
-2.11005503,1.71572873,0.56106948,1.19395138,0.00150362,0.08017439,0.34700669,0.00000000,0.61638822,0.00012777
-2.10405203,1.74493556,0.55440902,1.22718374,0.00156903,0.08257980,0.34857400,0.00000000,0.63044572,0.00013166
-2.09804902,1.77405558,0.54717510,1.26090221,0.00164667,0.08497621,0.35038363,0.00000000,0.64410174,0.00013576
-2.09204602,1.80344111,0.53972059,1.29517281,0.00173871,0.08735714,0.35265697,0.00000000,0.65735283,0.00014011
-2.08604302,1.83334303,0.53237862,1.32998042,0.00184727,0.08970990,0.35559814,0.00000000,0.67016534,0.00014473
-2.08004002,1.86389384,0.52545132,1.36522086,0.00197438,0.09201519,0.35938616,0.00000000,0.68247371,0.00014961
-2.07403702,1.89509689,0.51920012,1.40069753,0.00212190,0.09424724,0.36416794,0.00000000,0.69418075,0.00015477
-2.06803402,1.92682237,0.51383788,1.43612278,0.00229144,0.09637424,0.37005234,0.00000000,0.70515994,0.00016019
-2.06203102,1.95881001,0.50952315,1.47112383,0.00248430,0.09835923,0.37710543,0.00000000,0.71525957,0.00016583
-2.05602801,1.99067826,0.50635643,1.50525306,0.00270140,0.10016132,0.38534716,0.00000000,0.72430849,0.00017167
-2.05002501,2.02193932,0.50437875,1.53800216,0.00294322,0.10173720,0.39474958,0.00000000,0.73212302,0.00017766
-2.04402201,2.05201910,0.50357220,1.56881924,0.00320973,0.10304293,0.40523643,0.00000000,0.73851480,0.00018375
-2.03801901,2.08028089,0.50386252,1.59712822,0.00350034,0.10403575,0.41668447,0.00000000,0.74329887,0.00018987
-2.03201601,2.10605165,0.50512333,1.62234946,0.00381382,0.10467607,0.42892613,0.00000000,0.74630178,0.00019599
-2.02601301,2.12864934,0.50718201,1.64392063,0.00414833,0.10492927,0.44175369,0.00000000,0.74736906,0.00020202
-2.02001001,2.14741012,0.50982673,1.66131697,0.00450133,0.10476737,0.45492468,0.00000000,0.74637191,0.00020794
-2.01400700,2.16171410,0.51281451,1.67406987,0.00486962,0.10417048,0.46816850,0.00000000,0.74321259,0.00021368
-2.00800400,2.17100860,0.51587999,1.68178321,0.00524937,0.10312786,0.48119396,0.00000000,0.73782846,0.00021920
-2.00200100,2.17482786,0.51874460,1.68414670,0.00563612,0.10163863,0.49369751,0.00000000,0.73019440,0.00022449
-1.99599800,2.17280876,0.52112587,1.68094584,0.00602489,0.09971201,0.50537203,0.00000000,0.72032377,0.00022950
-1.98999500,2.16470186,0.52274660,1.67206819,0.00641022,0.09736721,0.51591576,0.00000000,0.70826777,0.00023424
-1.98399200,2.15037771,0.52334367,1.65750589,0.00678635,0.09463286,0.52504122,0.00000000,0.69411348,0.00023870
