energy_ev,total_up,Bi_p_up,Bi_d_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-6.00000000,1.27458355,0.44928349,0.00700363,0.63516991,0.49784083,0.28983687,0.00000000
-5.99399700,1.24387838,0.44009864,0.00685725,0.62750274,0.48954655,0.27811416,0.00000000
-5.98799400,1.21506992,0.43133234,0.00671333,0.62038561,0.48203069,0.26691367,0.00000000
-5.98199100,1.18843205,0.42307696,0.00657398,0.61396107,0.47535941,0.25635116,0.00000000
-5.97598799,1.16414927,0.41540018,0.00644087,0.60833897,0.46956196,0.24651633,0.00000000
-5.96998499,1.14231477,0.40834404,0.00631524,0.60359391,0.46463081,0.23747190,0.00000000
-5.96398199,1.12293252,0.40192499,0.00619788,0.59976437,0.46052342,0.22925390,0.00000000
-5.95797899,1.10592333,0.39613543,0.00608913,0.59685361,0.45716571,0.22187298,0.00000000
-5.95197599,1.09113451,0.39094625,0.00598898,0.59483210,0.45445679,0.21531670,0.00000000
-5.94597299,1.07835249,0.38631042,0.00589706,0.59364160,0.45227494,0.20955255,0.00000000
-5.93996998,1.06731782,0.38216745,0.00581275,0.59320031,0.45048444,0.20453158,0.00000000
-5.93396698,1.05774153,0.37844826,0.00573527,0.59340908,0.44894289,0.20019241,0.00000000
-5.92796398,1.04932227,0.37508037,0.00566371,0.59415812,0.44750864,0.19646541,0.00000000
-5.92196098,1.04176299,0.37199293,0.00559720,0.59533383,0.44604803,0.19327686,0.00000000
-5.91595798,1.03478665,0.36912143,0.00553489,0.59682539,0.44444199,0.19055295,0.00000000
-5.90995498,1.02814984,0.36641167,0.00547613,0.59853073,0.44259177,0.18822334,0.00000000
-5.90395198,1.02165395,0.36382288,0.00542040,0.60036139,0.44042346,0.18622426,0.00000000
-5.89794897,1.01515325,0.36132975,0.00536745,0.60224618,0.43789116,0.18450105,0.00000000
-5.89194597,1.00855956,0.35892318,0.00531725,0.60413330,0.43497869,0.18300993,0.00000000
-5.88594297,1.00184344,0.35660995,0.00526999,0.60599087,0.43169973,0.18171916,0.00000000
-5.87993997,0.99503208,0.35441111,0.00522610,0.60780584,0.42809655,0.18060947,0.00000000
-5.87393697,0.98820389,0.35235937,0.00518614,0.60958151,0.42423738,0.17967381,0.00000000
-5.86793397,0.98148062,0.35049565,0.00515077,0.61133362,0.42021261,0.17891650,0.00000000
-5.86193097,0.97501724,0.34886501,0.00512068,0.61308565,0.41613016,0.17835191,0.00000000
-5.85592796,0.96899049,0.34751227,0.00509654,0.61486334,0.41211021,0.17800273,0.00000000
-5.84992496,0.96358680,0.34647762,0.00507885,0.61668905,0.40827961,0.17789788,0.00000000
-5.84392196,0.95899021,0.34579254,0.00506794,0.61857637,0.40476637,0.17807037,0.00000000
-5.83791896,0.95537120,0.34547625,0.00506388,0.62052528,0.40169439,0.17855511,0.00000000
-5.83191596,0.95287684,0.34553302,0.00506642,0.62251826,0.39917878,0.17938669,0.00000000
-5.82591296,0.95162297,0.34595042,0.00507499,0.62451776,0.39732192,0.18059752,0.00000000
-5.81990995,0.95168858,0.34669871,0.00508865,0.62646507,0.39621039,0.18221609,0.00000000
-5.81390695,0.95311275,0.34773134,0.00510614,0.62828081,0.39591297,0.18426565,0.00000000
-5.80790395,0.95589398,0.34898658,0.00512590,0.62986701,0.39647943,0.18676316,0.00000000
-5.80190095,0.95999194,0.35039007,0.00514610,0.63111067,0.39794044,0.18971870,0.00000000
-5.79589795,0.96533121,0.35185824,0.00516473,0.63188858,0.40030805,0.19313513,0.00000000
-5.78989495,0.97180664,0.35330226,0.00517968,0.63207308,0.40357702,0.19700811,0.00000000
-5.78389195,0.97928976,0.35463225,0.00518879,0.63153845,0.40772642,0.20132637,0.00000000
-5.77788894,0.98763579,0.35576156,0.00518999,0.63016746,0.41272152,0.20607217,0.00000000
-5.77188594,0.99669060,0.35661081,0.00518135,0.62785770,0.41851582,0.21122184,0.00000000
-5.76588294,1.00629722,0.35711129,0.00516120,0.62452729,0.42505285,0.21674646,0.00000000
-5.75987994,1.01630143,0.35720780,0.00512813,0.62011961,0.43226781,0.22261249,0.00000000
-5.75387694,1.02655610,0.35686047,0.00508113,0.61460675,0.44008887,0.22878239,0.00000000
-5.74787394,1.03692430,0.35604570,0.00501956,0.60799162,0.44843819,0.23521522,0.00000000
