energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Te_p_up,Te_d_up
-6.00000000,6.54423592,0.38606451,1.47968568,0.00242527,0.07350458,1.46574115,4.99331149,0.23636772,0.00000000
-5.99399700,6.60160923,0.39279773,1.46026142,0.00246096,0.07561322,1.48217799,5.07024462,0.24100063,0.00000000
-5.98799400,6.66173211,0.40057319,1.44342710,0.00251421,0.07783927,1.49767262,5.14691608,0.24613096,0.00000000
-5.98199100,6.72377544,0.40922908,1.42928320,0.00258677,0.08014025,1.51190189,5.22249923,0.25163608,0.00000000
-5.97598799,6.78676050,0.41858698,1.41784884,0.00268021,0.08247129,1.52458100,5.29609344,0.25737949,0.00000000
-5.96998499,6.84959603,0.42845614,1.40907093,0.00279594,0.08478634,1.53547288,5.36674886,0.26321475,0.00000000
-5.96398199,6.91111637,0.43863822,1.40283488,0.00293511,0.08703956,1.54439487,5.43349087,0.26898983,0.00000000
-5.95797899,6.97011928,0.44893231,1.39897650,0.00309863,0.08918667,1.55122266,5.49534364,0.27455170,0.00000000
-5.95197599,7.02540213,0.45914006,1.39729432,0.00328709,0.09118629,1.55589129,5.55135208,0.27975097,0.00000000
-5.94597299,7.07579569,0.46907075,1.39756180,0.00350074,0.09300121,1.55839350,5.60060219,0.28444646,0.00000000
-5.93996998,7.12019493,0.47854620,1.39953903,0.00373948,0.09459960,1.55877560,5.64223954,0.28850946,0.00000000
-5.93396698,7.15758641,0.48740522,1.40298361,0.00400276,0.09595596,1.55713138,5.67548605,0.29182764,0.00000000
-5.92796398,7.18707238,0.49550758,1.40766041,0.00428961,0.09705195,1.55359452,5.69965527,0.29430834,0.00000000
-5.92196098,7.20789144,0.50273734,1.41334999,0.00459858,0.09787698,1.54832999,5.71416613,0.29588129,0.00000000
-5.91595798,7.21943609,0.50900534,1.41985586,0.00492775,0.09842854,1.54152511,5.71855562,0.29650049,0.00000000
-5.90995498,7.22126715,0.51425088,1.42701025,0.00527470,0.09871225,1.53338072,5.71249008,0.29614538,0.00000000
-5.90395198,7.21312515,0.51844254,1.43467862,0.00563655,0.09874169,1.52410294,5.69577537,0.29482108,0.00000000
-5.89794897,7.19493873,0.52157806,1.44276282,0.00600994,0.09853789,1.51389589,5.66836539,0.29255792,0.00000000
-5.89194597,7.16682972,0.52368326,1.45120302,0.00639111,0.09812867,1.50295561,5.63036880,0.28941007,0.00000000
-5.88594297,7.12911473,0.52481024,1.45997830,0.00677594,0.09754765,1.49146536,5.58205342,0.28545357,0.00000000
-5.87993997,7.08230265,0.52503467,1.46910599,0.00716000,0.09683313,1.47959224,5.52384767,0.28078359,0.00000000
-5.87393697,7.02708776,0.52445246,1.47863960,0.00753863,0.09602683,1.46748513,5.45633852,0.27551127,0.00000000
-5.86793397,6.96433793,0.52317586,1.48866555,0.00790704,0.09517242,1.45527364,5.38026548,0.26976008,0.00000000
-5.86193097,6.89507734,0.52132907,1.49929834,0.00826043,0.09431406,1.44306796,5.29651004,0.26366192,0.00000000
-5.85592796,6.82046383,0.51904361,1.51067448,0.00859403,0.09349490,1.43095921,5.20608039,0.25735305,0.00000000
-5.84992496,6.74176056,0.51645345,1.52294494,0.00890325,0.09275559,1.41902006,5.11009137,0.25097005,0.00000000
-5.84392196,6.66030255,0.51369019,1.53626657,0.00918378,0.09213288,1.40730530,5.00973972,0.24464586,0.00000000
-5.83791896,6.57745849,0.51087840,1.55079229,0.00943166,0.09165831,1.39585226,4.90627531,0.23850600,0.00000000
-5.83191596,6.49458908,0.50813117,1.56666071,0.00964339,0.09135712,1.38468072,4.80096897,0.23266524,0.00000000
-5.82591296,6.41300301,0.50554613,1.58398525,0.00981598,0.09124728,1.37379252,4.69507795,0.22722460,0.00000000
-5.81990995,6.33391236,0.50320204,1.60284345,0.00994706,0.09133884,1.36317063,4.58981038,0.22226889,0.00000000
-5.81390695,6.25838913,0.50115599,1.62326682,0.01003486,0.09163346,1.35277802,4.48629003,0.21786483,0.00000000
-5.80790395,6.18732505,0.49944142,1.64523190,0.01007829,0.09212428,1.34255635,4.38552292,0.21405973,0.00000000
-5.80190095,6.12139652,0.49806688,1.66865299,0.01007696,0.09279600,1.33242483,4.28836735,0.21088082,0.00000000
-5.79589795,6.06103664,0.49701582,1.69337720,0.01003111,0.09362529,1.32227945,4.19550856,0.20833520,0.00000000
-5.78989495,6.00641599,0.49624722,1.71918222,0.00994170,0.09458150,1.31199297,4.10743963,0.20641044,0.00000000
-5.78389195,5.95743343,0.49569716,1.74577714,0.00981026,0.09562754,1.30141583,4.02444920,0.20507570,0.00000000
-5.77788894,5.91371782,0.49528131,1.77280661,0.00963896,0.09672105,1.29037817,3.94661700,0.20428346,0.00000000
-5.77188594,5.87464102,0.49489826,1.79985832,0.00943045,0.09781579,1.27869326,3.87381735,0.20397166,0.00000000
-5.76588294,5.83934181,0.49443356,1.82647373,0.00918791,0.09886307,1.26616221,3.80573057,0.20406633,0.00000000
-5.75987994,5.80676015,0.49376442,1.85216168,0.00891487,0.09981339,1.25257997,3.74186187,0.20448443,0.00000000
-5.75387694,5.77568019,0.49276486,1.87641442,0.00861521,0.10061807,1.23774253,3.68156677,0.20513704,0.00000000
-5.74787394,5.74478044,0.49131105,1.89872534,0.00829307,0.10123089,1.22145492,3.62408206,0.20593256,0.00000000
-5.74187094,5.71268871,0.48928684,1.91860775,0.00795275,0.10160966,1.20353980,3.56856075,0.20677998,0.00000000
-5.73586793,5.67803950,0.48658903,1.93561370,0.00759865,0.10171761,1.18384615,3.51410947,0.20759199,0.00000000
-5.72986493,5.63953116,0.48313231,1.94935204,0.00723521,0.10152473,1.16225766,3.45982675,0.20828801,0.00000000
-5.72386193,5.59598032,0.47885367,1.95950477,0.00686679,0.10100875,1.13870034,3.40484040,0.20879674,0.00000000
-5.71785893,5.54637125,0.47371589,1.96584098,0.00649764,0.10015594,1.11314894,3.34834253,0.20905844,0.00000000
-5.71185593,5.48989786,0.46771030,1.96822755,0.00613186,0.09896163,1.08563172,3.28962084,0.20902669,0.00000000
-5.70585293,5.42599698,0.46085830,1.96663621,0.00577326,0.09743032,1.05623340,3.22808501,0.20866964,0.00000000
-5.69984992,5.35437131,0.45321185,1.96114648,0.00542541,0.09557567,1.02509592,3.16328746,0.20797061,0.00000000
-5.69384692,5.27500176,0.44485283,1.95194456,0.00509155,0.09341995,0.99241706,3.09493778,0.20692826,0.00000000
-5.68784392,5.18814875,0.43589113,1.93931802,0.00477453,0.09099346,0.95844676,3.02291077,0.20555603,0.00000000
-5.68184092,5.09434303,0.42646187,1.92364678,0.00447688,0.08833348,0.92348144,2.94724817,0.20388114,0.00000000
-5.67583792,4.99436678,0.41672153,1.90539077,0.00420070,0.08548314,0.88785645,2.86815429,0.20194307,0.00000000
-5.66983492,4.88922632,0.40684343,1.88507488,0.00394773,0.08249008,0.85193702,2.78598632,0.19979161,0.00000000
-5.66383192,4.78011803,0.39701252,1.86327209,0.00371931,0.07940504,0.81610803,2.70123993,0.19748465,0.00000000
-5.65782891,4.66838912,0.38741996,1.84058545,0.00351644,0.07628030,0.78076321,2.61453111,0.19508570,0.00000000
-5.65182591,4.55549527,0.37825738,1.81762987,0.00333976,0.07316826,0.74629399,2.52657512,0.19266131,0.00000000
-5.64582291,4.44295678,0.36971139,1.79501437,0.00318959,0.07011994,0.71307873,2.43816356,0.19027854,0.00000000
-5.63981991,4.33231528,0.36195825,1.77332577,0.00306599,0.06718369,0.68147256,2.35014041,0.18800252,0.00000000
-5.63381691,4.22509222,0.35515908,1.75311418,0.00296875,0.06440400,0.65179827,2.26337785,0.18589418,0.00000000
-5.62781391,4.12275067,0.34945566,1.73488093,0.00289742,0.06182050,0.62433862,2.17875269,0.18400838,0.00000000
-5.62181091,4.02666137,0.34496697,1.71906908,0.00285139,0.05946720,0.59933023,2.09712400,0.18239236,0.00000000
-5.61580790,3.93807373,0.34178655,1.70605683,0.00282985,0.05737193,0.57695926,2.01931236,0.18108456,0.00000000
-5.60980490,3.85809229,0.33998070,1.69615360,0.00283187,0.05555605,0.55735890,1.94608130,0.18011398,0.00000000
-5.60380190,3.78765862,0.33958755,1.68959868,0.00285634,0.05403437,0.54060870,1.87812111,0.17949991,0.00000000
-5.59779890,3.72753866,0.34061693,1.68656204,0.00290207,0.05281532,0.52673560,1.81603522,0.17925215,0.00000000
-5.59179590,3.67831513,0.34305101,1.68714696,0.00296773,0.05190126,0.51571648,1.76032937,0.17937158,0.00000000
-5.58579290,3.64038447,0.34684562,1.69139389,0.00305187,0.05128906,0.50748214,1.71140343,0.17985101,0.00000000
