energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.24962481,2.24346848,0.65519272,0.68219143,0.00036227,0.10489725,0.42164418,0.34256589,0.01030935,1.41938020
-5.24362181,2.19420142,0.64089846,0.66627679,0.00030415,0.10173250,0.41428512,0.33438105,0.01047459,1.38907985
-5.23761881,2.14434580,0.62619666,0.65045720,0.00025366,0.09889352,0.40659410,0.32625712,0.01056756,1.35790210
-5.23161581,2.09325909,0.61087768,0.63463892,0.00021015,0.09626133,0.39833248,0.31805387,0.01058594,1.32554738
-5.22561281,2.04038951,0.59477148,0.61872353,0.00017296,0.09373533,0.38931535,0.30964947,0.01052909,1.29176241
-5.21960980,1.98529378,0.57775311,0.60261406,0.00014144,0.09123384,0.37941415,0.30094322,0.01039802,1.25635136
-5.21360680,1.92765084,0.55974629,0.58622114,0.00011492,0.08869423,0.36855747,0.29185737,0.01019534,1.21918475
-5.20760380,1.86727146,0.54072509,0.56946888,0.00009280,0.08607240,0.35673000,0.28233822,0.00992522,1.18020598
-5.20160080,1.80410332,0.52071390,0.55230024,0.00007448,0.08334190,0.34396976,0.27235638,0.00959315,1.13943509
-5.19559780,1.73823156,0.49978551,0.53468169,0.00005942,0.08049264,0.33036384,0.26190626,0.00920583,1.09696987
-5.18959480,1.66987509,0.47805769,0.51660695,0.00004714,0.07752930,0.31604277,0.25100487,0.00877087,1.05298433
-5.18359180,1.59937880,0.45568841,0.49809964,0.00003719,0.07446947,0.30117398,0.23969002,0.00829658,1.00772464
-5.17758879,1.52720218,0.43286999,0.47921481,0.00002919,0.07134165,0.28595440,0.22801793,0.00779166,0.96150281
-5.17158579,1.45390489,0.40982237,0.46003926,0.00002281,0.06818312,0.27060271,0.21606056,0.00726500,0.91468850
-5.16558279,1.38012995,0.38678598,0.44069057,0.00001774,0.06503786,0.25535146,0.20390255,0.00672534,0.86769922
-5.15957979,1.30658505,0.36401428,0.42131504,0.00001375,0.06195434,0.24043922,0.19163809,0.00618110,0.82098942
-5.15357679,1.23402286,0.34176648,0.40208450,0.00001062,0.05898354,0.22610323,0.17936777,0.00564014,0.77503880
-5.14757379,1.16322080,0.32030045,0.38319210,0.00000818,0.05617699,0.21257253,0.16719544,0.00510958,0.73034032
-5.14157079,1.09496103,0.29986622,0.36484740,0.00000628,0.05358501,0.20006186,0.15522529,0.00459571,0.68738822
-5.13556778,1.03001106,0.28070002,0.34727070,0.00000482,0.05125512,0.18876644,0.14355925,0.00410385,0.64666640
-5.12956478,0.96910567,0.26301925,0.33068701,0.00000369,0.04923058,0.17885762,0.13229457,0.00363833,0.60863759
-5.12356178,0.91293028,0.24701818,0.31531982,0.00000283,0.04754926,0.17047949,0.12152188,0.00320245,0.57373333
-5.11755878,0.86210637,0.23286461,0.30138479,0.00000217,0.04624264,0.16374649,0.11132356,0.00279856,0.54234514
-5.11155578,0.81717895,0.22069736,0.28908367,0.00000167,0.04533503,0.15874188,0.10177253,0.00242805,0.51481702
-5.10555278,0.77860648,0.21062471,0.27859874,0.00000128,0.04484306,0.15551707,0.09293136,0.00209147,0.49143929
-5.09954977,0.74675313,0.20272352,0.27008764,0.00000099,0.04477534,0.15409181,0.08485183,0.00178862,0.47244396
-5.09354677,0.72188367,0.19703921,0.26367913,0.00000076,0.04513234,0.15445502,0.07757467,0.00151863,0.45800153
-5.08754377,0.70416069,0.19358638,0.25946966,0.00000059,0.04590653,0.15656636,0.07112967,0.00128015,0.44821931
-5.08154077,0.69364432,0.19234999,0.25752091,0.00000045,0.04708263,0.16035823,0.06553601,0.00107136,0.44314115
-5.07553777,0.69029420,0.19328707,0.25785839,0.00000035,0.04863814,0.16573843,0.06080270,0.00089020,0.44274860
-5.06953477,0.69397356,0.19632883,0.26047108,0.00000027,0.05054400,0.17259304,0.05692924,0.00073435,0.44696317
-5.06353177,0.70445517,0.20138314,0.26531206,0.00000021,0.05276541,0.18078980,0.05390630,0.00060144,0.45564988
-5.05752876,0.72142889,0.20833723,0.27230017,0.00000016,0.05526281,0.19018164,0.05171648,0.00048905,0.46862160
-5.05152576,0.74451062,0.21706053,0.28132250,0.00000013,0.05799295,0.20061041,0.05033503,0.00039481,0.48564427
-5.04552276,0.77325204,0.22740765,0.29223752,0.00000010,0.06091010,0.21191068,0.04973063,0.00031644,0.50644260
-5.03951976,0.80715111,0.23922129,0.30487890,0.00000008,0.06396718,0.22391357,0.04986604,0.00025180,0.53070613
-5.03351676,0.84566274,0.25233515,0.31905961,0.00000006,0.06711707,0.23645037,0.05069873,0.00019893,0.55809542
-5.02751376,0.88820919,0.26657658,0.33457627,0.00000005,0.07031373,0.24935607,0.05218140,0.00015603,0.58824805
-5.02151076,0.93419016,0.28176907,0.35121340,0.00000003,0.07351334,0.26247245,0.05426250,0.00012151,0.62078435
-5.01550775,0.98299179,0.29773443,0.36874765,0.00000003,0.07667526,0.27565085,0.05688659,0.00009394,0.65531264
-5.00950475,1.03399477,0.31429458,0.38695154,0.00000002,0.07976286,0.28875432,0.05999470,0.00007211,0.69143370
-5.00350175,1.08658102,0.33127306,0.40559684,0.00000002,0.08274417,0.30165929,0.06352464,0.00005495,0.72874460
-4.99749875,1.14013899,0.34849609,0.42445735,0.00000001,0.08559227,0.31425653,0.06741126,0.00004158,0.76684167
-4.99149575,1.19406759,0.36579324,0.44331114,0.00000001,0.08828547,0.32645146,0.07158674,0.00003123,0.80532263
-4.98549275,1.24777874,0.38299783,0.46194218,0.00000001,0.09080728,0.33816383,0.07598093,0.00002329,0.84378813
-4.97948974,1.30069889,0.39994699,0.48014147,0.00000001,0.09314609,0.34932669,0.08052172,0.00001725,0.88184263
-4.97348674,1.35226962,0.41648161,0.49770766,0.00000000,0.09529468,0.35988494,0.08513550,0.00001268,0.91909495
-4.96748374,1.40194785,0.43244606,0.51444751,0.00000000,0.09724960,0.36979329,0.08974774,0.00000926,0.95515873
-4.96148074,1.44920593,0.44768809,0.53017602,0.00000000,0.09901028,0.37901399,0.09428374,0.00000671,0.98965295
-4.95547774,1.49353208,0.46205875,0.54471666,0.00000000,0.10057823,0.38751440,0.09866941,0.00000483,1.02220296
-4.94947474,1.53443166,0.47541262,0.55790179,0.00000000,0.10195606,0.39526453,0.10283231,0.00000345,1.05244208
-4.94347174,1.57142944,0.48760837,0.56957332,0.00000000,0.10314661,0.40223479,0.10670279,0.00000245,1.08001414
-4.93746873,1.60407333,0.49850976,0.57958380,0.00000000,0.10415218,0.40839403,0.11021520,0.00000172,1.10457697
-4.93146573,1.63193958,0.50798711,0.58779806,0.00000000,0.10497380,0.41370816,0.11330926,0.00000121,1.12580704
-4.92546273,1.65463960,0.51591927,0.59409531,0.00000001,0.10561081,0.41813926,0.11593146,0.00000084,1.14340511
-4.91945973,1.67182807,0.52219606,0.59837168,0.00000001,0.10606050,0.42164546,0.11803643,0.00000058,1.15710279
-4.91345673,1.68321234,0.52672104,0.60054326,0.00000001,0.10631812,0.42418150,0.11958829,0.00000040,1.16666991
-4.90745373,1.68856240,0.52941460,0.60054923,0.00000002,0.10637699,0.42569999,0.12056191,0.00000027,1.17192208
-4.90145073,1.68772109,0.53021720,0.59835516,0.00000002,0.10622894,0.42615338,0.12094394,0.00000019,1.17272844
-4.89544772,1.68061392,0.52909242,0.59395605,0.00000003,0.10586488,0.42549636,0.12073367,0.00000013,1.16901879
-4.88944472,1.66725771,0.52602990,0.58737900,0.00000004,0.10527550,0.42368878,0.11994356,0.00000009,1.16078980
-4.88344172,1.64776743,0.52104769,0.57868525,0.00000006,0.10445217,0.42069871,0.11859949,0.00000006,1.14810993
-4.87743872,1.62236072,0.51419403,0.56797126,0.00000008,0.10338777,0.41650560,0.11674057,0.00000004,1.13112231
-4.87143572,1.59135939,0.50554823,0.55536885,0.00000011,0.10207765,0.41110321,0.11441872,0.00000003,1.11004559
-4.86543272,1.55518759,0.49522059,0.54104407,0.00000015,0.10052035,0.40450218,0.11169770,0.00000003,1.08517220
-4.85942971,1.51436642,0.48335126,0.52519482,0.00000020,0.09871837,0.39673206,0.10865197,0.00000002,1.05686405
-4.85342671,1.46950480,0.47010797,0.50804721,0.00000026,0.09667864,0.38784265,0.10536506,0.00000002,1.02554556
-4.84742371,1.42128695,0.45568265,0.48985070,0.00000035,0.09441282,0.37790445,0.10192780,0.00000002,0.99169422
-4.84142071,1.37045654,0.44028702,0.47087217,0.00000046,0.09193739,0.36700827,0.09843627,0.00000003,0.95582884
-4.83541771,1.31779831,0.42414733,0.45138911,0.00000060,0.08927347,0.35526397,0.09498966,0.00000003,0.91849602
-4.82941471,1.26411762,0.40749832,0.43168220,0.00000077,0.08644633,0.34279820,0.09168800,0.00000004,0.88025520
-4.82341171,1.21021880,0.39057679,0.41202754,0.00000099,0.08348483,0.32975149,0.08863003,0.00000005,0.84166298
-4.81740870,1.15688319,0.37361486,0.39268892,0.00000127,0.08042048,0.31627459,0.08591100,0.00000006,0.80325727
-4.81140570,1.10484769,0.35683339,0.37391037,0.00000161,0.07728653,0.30252437,0.08362078,0.00000007,0.76554197
-4.80540270,1.05478487,0.34043568,0.35590936,0.00000202,0.07411677,0.28865935,0.08184205,0.00000009,0.72897284
-4.79939970,1.00728525,0.32460180,0.33887094,0.00000252,0.07094450,0.27483520,0.08064883,0.00000011,0.69394509
-4.79339670,0.96284260,0.30948384,0.32294305,0.00000312,0.06780133,0.26120035,0.08010523,0.00000014,0.66078330
-4.78739370,0.92184285,0.29520214,0.30823321,0.00000384,0.06471616,0.24789184,0.08026446,0.00000017,0.62973396
-4.78139070,0.88455695,0.28184283,0.29480669,0.00000470,0.06171430,0.23503181,0.08116819,0.00000021,0.60096111
-4.77538769,0.85113786,0.26945668,0.28268632,0.00000570,0.05881669,0.22272447,0.08284602,0.00000025,0.57454504
-4.76938469,0.82162190,0.25805929,0.27185378,0.00000686,0.05603942,0.21105402,0.08531531,0.00000030,0.55048417
-4.76338169,0.79593396,0.24763264,0.26225238,0.00000820,0.05339341,0.20008319,0.08858101,0.00000036,0.52869997
-4.75737869,0.77389658,0.23812790,0.25379125,0.00000973,0.05088438,0.18985289,0.09263579,0.00000042,0.50904464
-4.75137569,0.75524206,0.22946931,0.24635054,0.00001147,0.04851303,0.18038243,0.09746011,0.00000050,0.49131115
-4.74537269,0.73962728,0.22155901,0.23978759,0.00001341,0.04627546,0.17167077,0.10302240,0.00000059,0.47524516
-4.73936968,0.72665020,0.21428255,0.23394370,0.00001558,0.04416379,0.16369827,0.10927930,0.00000068,0.46055831
-4.73336668,0.71586762,0.20751471,0.22865112,0.00001797,0.04216687,0.15642911,0.11617585,0.00000079,0.44694217
-4.72736368,0.70681302,0.20112566,0.22374011,0.00002057,0.04027119,0.14981406,0.12364578,0.00000091,0.43408232
-4.72136068,0.69901421,0.19498676,0.21904570,0.00002338,0.03846181,0.14379351,0.13161182,0.00000104,0.42167197
-4.71535768,0.69200961,0.18897618,0.21441385,0.00002639,0.03672326,0.13830071,0.13998611,0.00000119,0.40942446
-4.70935468,0.68536308,0.18298384,0.20970684,0.00002956,0.03504044,0.13326480,0.14867081,0.00000134,0.39708422
-4.70335168,0.67867648,0.17691549,0.20480769,0.00003289,0.03339947,0.12861380,0.15755891,0.00000152,0.38443581
-4.69734867,0.67159988,0.17069601,0.19962346,0.00003632,0.03178835,0.12427726,0.16653530,0.00000170,0.37131077
-4.69134567,0.66383914,0.16427156,0.19408740,0.00003983,0.03019750,0.12018855,0.17547827,0.00000190,0.35759197
-4.68534267,0.65516090,0.15761079,0.18815995,0.00004337,0.02862020,0.11628679,0.18426130,0.00000212,0.34321563
-4.67933967,0.64539506,0.15070492,0.18182849,0.00004688,0.02705273,0.11251820,0.19275537,0.00000236,0.32817092
-4.67333667,0.63443498,0.14356694,0.17510620,0.00005032,0.02549447,0.10883717,0.20083168,0.00000262,0.31249735
-4.66733367,0.62223561,0.13622990,0.16802984,0.00005362,0.02394775,0.10520678,0.20836469,0.00000290,0.29628030
-4.66133067,0.60881001,0.12874453,0.16065695,0.00005674,0.02241761,0.10159897,0.21523559,0.00000321,0.27964487
-4.65532766,0.59422457,0.12117631,0.15306233,0.00005961,0.02091141,0.09799443,0.22133591,0.00000357,0.26274863
-4.64932466,0.57859319,0.11360207,0.14533422,0.00006218,0.01943838,0.09438211,0.22657127,0.00000396,0.24577350
-4.64332166,0.56207093,0.10610656,0.13757030,0.00006442,0.01800910,0.09075863,0.23086505,0.00000441,0.22891724
