energy_ev,total_up,Bi_p_up,Bi_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-6.00000000,1.81320954,0.37458104,0.01430905,0.50238254,1.43513989,0.00992942,0.10632261
-5.99399700,1.78268242,0.36170518,0.01411745,0.47583702,1.42080049,0.00939659,0.10231659
-5.98799400,1.76152722,0.35177176,0.01398775,0.45299574,1.41333096,0.00889823,0.09908911
-5.98199100,1.75058557,0.34496348,0.01392579,0.43412231,1.41335104,0.00844260,0.09669902
-5.97598799,1.75054004,0.34142226,0.01393607,0.41943648,1.42135727,0.00803746,0.09519356
-5.96998499,1.76187886,0.34124153,0.01402147,0.40910452,1.43769507,0.00768991,0.09460626
-5.96398199,1.78486453,0.34445966,0.01418310,0.40323109,1.46253364,0.00740621,0.09495521
-5.95797899,1.81950754,0.35105460,0.01442010,0.40185235,1.49584480,0.00719161,0.09624167
-5.95197599,1.86554638,0.36094001,0.01472955,0.40493090,1.53738701,0.00705024,0.09844910
-5.94597299,1.92243511,0.37396308,0.01510647,0.41235230,1.58669539,0.00698493,0.10154259
-5.93996998,1.98933920,0.38990417,0.01554378,0.42392348,1.64307872,0.00699714,0.10546881
-5.93396698,2.06514046,0.40847836,0.01603249,0.43937299,1.70562395,0.00708682,0.11015631
-5.92796398,2.14845143,0.42933901,0.01656178,0.45835312,1.77320866,0.00725237,0.11551639
-5.92196098,2.23763933,0.45208327,0.01711929,0.48044398,1.84452156,0.00749057,0.12144435
-5.91595798,2.33085927,0.47625954,0.01769136,0.50515941,1.91809065,0.00779659,0.12782116
-5.90995498,2.42609616,0.50137675,0.01826344,0.53195482,1.99231858,0.00816399,0.13451565
-5.90395198,2.52121406,0.52691522,0.01882041,0.56023680,2.06552416,0.00858480,0.14138693
-5.89794897,2.61401182,0.55233889,0.01934702,0.58937435,2.13598862,0.00904960,0.14828729
-5.89194597,2.70228299,0.57710851,0.01982835,0.61871165,2.20200526,0.00954773,0.15506530
-5.88594297,2.78387802,0.60069546,0.02025018,0.64758200,2.26193038,0.01006746,0.16156913
-5.87993997,2.85676657,0.62259564,0.02059943,0.67532269,2.31423372,0.01059624,0.16765008
-5.87393697,2.91909739,0.64234306,0.02086456,0.70129039,2.35754625,0.01112098,0.17316600
-5.86793397,2.96925365,0.65952246,0.02103587,0.72487654,2.39070344,0.01162841,0.17798484
-5.86193097,3.00590124,0.67378062,0.02110581,0.74552239,2.41278205,0.01210541,0.18198787
-5.85592796,3.02802830,0.68483577,0.02106920,0.76273305,2.42312900,0.01253935,0.18507270
-5.84992496,3.03497424,0.69248474,0.02092332,0.77609002,2.42138109,0.01291850,0.18715595
-5.84392196,3.02644712,0.69660762,0.02066804,0.78526182,2.40747467,0.01323232,0.18817537
-5.83791896,3.00252880,0.69716952,0.02030573,0.79001218,2.38164512,0.01347182,0.18809143
-5.83191596,2.96366775,0.69421953,0.01984125,0.79020542,2.34441617,0.01362981,0.18688829
-5.82591296,2.91065994,0.68788690,0.01928169,0.78580890,2.29657969,0.01370113,0.18457412
-5.81990995,2.84461904,0.67837451,0.01863625,0.77689221,2.23916721,0.01368281,0.18118070
-5.81390695,2.76693719,0.66595002,0.01791589,0.76362330,2.17341442,0.01357415,0.17676231
-5.80790395,2.67923846,0.65093517,0.01713305,0.74626159,2.10072053,0.01337671,0.17139411
-5.80190095,2.58332700,0.63369356,0.01630131,0.72514840,2.02260438,0.01309430,0.16516981
-5.79589795,2.48113238,0.61461766,0.01543506,0.70069505,1.94065932,0.01273276,0.15819892
-5.78989495,2.37465437,0.59411552,0.01454915,0.67336920,1.85650878,0.01229985,0.15060360
-5.78389195,2.26590941,0.57259777,0.01365854,0.64367998,1.77176431,0.01180492,0.14251529
-5.77788894,2.15688078,0.55046551,0.01277805,0.61216248,1.68798768,0.01125865,0.13407115
-5.77188594,2.04947421,0.52809953,0.01192203,0.57936235,1.60665821,0.01067270,0.12541054
-5.76588294,1.94547994,0.50585121,0.01110420,0.54582092,1.52914601,0.01005940,0.11667158
-5.75987994,1.84654225,0.48403539,0.01033737,0.51206153,1.45669173,0.00943136,0.10798795
-5.75387694,1.75413657,0.46292538,0.00963336,0.47857738,1.39039256,0.00880115,0.09948604
-5.74787394,1.66955397,0.44275006,0.00900283,0.44582140,1.33119422,0.00818098,0.09128242
-5.74187094,1.59389253,0.42369302,0.00845525,0.41419813,1.27988807,0.00758246,0.08348182
-5.73586793,1.52805450,0.40589349,0.00799876,0.38405793,1.23711241,0.00701625,0.07617556
-5.72986493,1.47274819,0.38944876,0.00764020,0.35569334,1.20335682,0.00649198,0.06944041
-5.72386193,1.42849316,0.37441784,0.00738507,0.32933754,1.17896827,0.00601800,0.06333795
-5.71785893,1.39562744,0.36082578,0.00723747,0.30516469,1.16415792,0.00560126,0.05791435
-5.71185593,1.37431557,0.34866849,0.00720011,0.28329188,1.15900754,0.00524731,0.05320052
-5.70585293,1.36455645,0.33791752,0.00727427,0.26378237,1.16347486,0.00496016,0.04921259
-5.69984992,1.36619024,0.32852462,0.00745979,0.24664979,1.17739724,0.00474233,0.04595263
-5.69384692,1.37890398,0.32042575,0.00775502,0.23186301,1.20049370,0.00459486,0.04340965
-5.68784392,1.40223588,0.31354451,0.00815678,0.21935145,1.23236522,0.00451734,0.04156066
-5.68184092,1.43557865,0.30779474,0.00866034,0.20901039,1.27249412,0.00450801,0.04037196
-5.67583792,1.47818244,0.30308247,0.00925942,0.20070643,1.32024304,0.00456378,0.03980041
-5.66983492,1.52915835,0.29930723,0.00994613,0.19428264,1.37485452,0.00468040,0.03979480
-5.66383192,1.58748347,0.29636288,0.01071107,0.18956353,1.43545241,0.00485255,0.04029722
-5.65782891,1.65200854,0.29413811,0.01154332,0.18635973,1.50104594,0.00507398,0.04124446
-5.65182591,1.72146918,0.29251688,0.01243058,0.18447250,1.57053756,0.00533766,0.04256944
-5.64582291,1.79450162,0.29137896,0.01335933,0.18369788,1.64273533,0.00563596,0.04420258
-5.63981991,1.86966320,0.29060073,0.01431498,0.18383080,1.71637017,0.00596084,0.04607324
-5.63381691,1.94545808,0.29005643,0.01528218,0.18466905,1.79011841,0.00630405,0.04811111
-5.62781391,2.02036779,0.28961989,0.01624509,0.18601711,1.86262905,0.00665737,0.05024757
-5.62181091,2.09288599,0.28916684,0.01718773,0.18768996,1.93255542,0.00701284,0.05241709
-5.61580790,2.16155648,0.28857765,0.01809433,0.18951683,1.99858996,0.00736303,0.05455855
-5.60980490,2.22501301,0.28774057,0.01894976,0.19134478,2.05950099,0.00770124,0.05661643
-5.60380190,2.28201932,0.28655513,0.01973991,0.19304214,2.11416981,0.00802181,0.05854202
-5.59779890,2.33150767,0.28493571,0.02045209,0.19450170,2.16162651,0.00832032,0.06029445
-5.59179590,2.37261394,0.28281500,0.02107537,0.19564351,2.20108271,0.00859380,0.06184157
-5.58579290,2.40470764,0.28014714,0.02160092,0.19641728,2.23195955,0.00884090,0.06316066
-5.57978989,2.42741531,0.27691037,0.02202226,0.19680421,2.25390961,0.00906207,0.06423898
-5.57378689,2.44063598,0.27310902,0.02233545,0.19681819,2.26683143,0.00925959,0.06507407
-5.56778389,2.44454802,0.26877478,0.02253921,0.19650640,2.27087600,0.00943764,0.06567385
-5.56178089,2.43960667,0.26396703,0.02263494,0.19594917,2.26644463,0.00960223,0.06605649
-5.55577789,2.42653261,0.25877239,0.02262667,0.19525913,2.25417834,0.00976114,0.06625012
-5.54977489,2.40629175,0.25330330,0.02252092,0.19457974,2.23493922,0.00992369,0.06629225
-5.54377189,2.38006730,0.24769593,0.02232644,0.19408325,2.20978452,0.01010057,0.06622912
-5.53776888,2.34922524,0.24210731,0.02205400,0.19396807,2.17993455,0.01030348,0.06611482
-5.53176588,2.31527465,0.23671195,0.02171598,0.19445578,2.14673596,0.01054485,0.06601036
-5.52576288,2.27982452,0.23169803,0.02132603,0.19578783,2.11162160,0.01083740,0.06598260
-5.51975988,2.24453872,0.22726333,0.02089863,0.19822199,2.07606883,0.01119375,0.06610310
-5.51375688,2.21109063,0.22361113,0.02044867,0.20202868,2.04155756,0.01162597,0.06644704
-5.50775388,2.18111906,0.22094598,0.01999107,0.20748723,2.00952954,0.01214518,0.06709194
-5.50175088,2.15618664,0.21946973,0.01954031,0.21488213,1.98135016,0.01276110,0.06811653
-5.49574787,2.13774175,0.21937772,0.01911010,0.22449925,1.95827365,0.01348168,0.06959952
-5.48974487,2.12708473,0.22085516,0.01871304,0.23662202,1.94141250,0.01431278,0.07161834
-5.48374187,2.12533894,0.22407387,0.01836028,0.25152750,1.93171162,0.01525787,0.07424791
-5.47773887,2.13342686,0.22918917,0.01806132,0.26948229,1.92992755,0.01631785,0.07755936
-5.47173587,2.15205136,0.23633707,0.01782378,0.29073819,1.93661269,0.01749090,0.08161866
-5.46573287,2.18168185,0.24563157,0.01765326,0.31552740,1.95210462,0.01877242,0.08648523
-5.45972986,2.22254530,0.25716207,0.01755328,0.34405739,1.97652017,0.02015511,0.09221049
-5.45372686,2.27462165,0.27099094,0.01752516,0.37650504,2.00975416,0.02162905,0.09883627
-5.44772386,2.33764343,0.28715098,0.01756811,0.41301030,2.05148232,0.02318193,0.10639325
-5.44172086,2.41109921,0.30564301,0.01767925,0.45366921,2.10116825,0.02479929,0.11489933
-5.43571786,2.49424072,0.32643346,0.01785370,0.49852638,2.15807419,0.02646482,0.12435794
-5.42971486,2.58609356,0.34945198,0.01808473,0.54756710,2.22127518,0.02816077,0.13475654
-5.42371186,2.68547129,0.37458931,0.01836398,0.60070922,2.28967664,0.02986829,0.14606508
-5.41770885,2.79099294,0.40169533,0.01868159,0.65779527,2.36203512,0.03156787,0.15823478
-5.41170585,2.90110408,0.43057760,0.01902657,0.71858504,2.43698201,0.03323969,0.17119707
-5.40570285,3.01410132,0.46100046,0.01938696,0.78274916,2.51305009,0.03486404,0.18486305
-5.39969985,3.12816038,0.49268498,0.01975023,0.84986425,2.58870261,0.03642162,0.19912328
-5.39369685,3.24136751,0.52530979,0.02010354,0.91941005,2.66236469,0.03789392,0.21384823
-5.38769385,3.35175433,0.55851326,0.02043412,0.99076922,2.73245651,0.03926344,0.22888930
-5.38169085,3.45733553,0.59189689,0.02072956,1.06323017,2.79742776,0.04051393,0.24408061
-5.37568784,3.55614909,0.62503022,0.02097816,1.13599349,2.85579288,0.04163058,0.25924151
-5.36968484,3.64629838,0.65745736,0.02116926,1.20818212,2.90616608,0.04260017,0.27417977
-5.36368184,3.72599515,0.68870492,0.02129350,1.27885553,2.94729550,0.04341120,0.28869566
-5.35767884,3.79360266,0.71829158,0.02134310,1.34702768,2.97809537,0.04405392,0.30258647
-5.35167584,3.84767743,0.74573873,0.02131209,1.41168875,2.99767547,0.04452048,0.31565176
-5.34567284,3.88700864,0.77058235,0.02119645,1.47182979,3.00536658,0.04480494,0.32769888
-5.33966983,3.91065364,0.79238537,0.02099424,1.52646987,3.00074132,0.04490332,0.33854875
-5.33366683,3.91796823,0.81075039,0.02070567,1.57468459,2.98362920,0.04481370,0.34804159
-5.32766383,3.90863040,0.82533202,0.02033311,1.61563487,2.95412546,0.04453621,0.35604239
-5.32166083,3.88265637,0.83584853,0.01988100,1.64859491,2.91259293,0.04407311,0.36244587
-5.31565783,3.84040780,0.84209210,0.01935574,1.67297783,2.85965660,0.04342881,0.36718067
-5.30965483,3.78258954,0.84393718,0.01876556,1.68835793,2.79619097,0.04260990,0.37021248
-5.30365183,3.71023741,0.84134660,0.01812026,1.69448819,2.72330002,0.04162508,0.37154609
-5.29764882,3.62469592,0.83437492,0.01743097,1.69131219,2.64229051,0.04048519,0.37122587
-5.29164582,3.52758629,0.82316873,0.01670986,1.67896949,2.55463907,0.03920305,0.36933499
-5.28564282,3.42076547,0.80796386,0.01596985,1.65779416,2.46195409,0.03779335,0.36599297
-5.27963982,3.30627733,0.78907948,0.01522423,1.62830619,2.36593358,0.03627239,0.36135188
-5.27363682,3.18629735,0.76690906,0.01448642,1.59119600,2.26832016,0.03465790,0.35559112
-5.26763382,3.06307291,0.74190881,0.01376958,1.54730273,2.17085490,0.03296865,0.34891113
-5.26163082,2.93886101,0.71458375,0.01308634,1.49758699,2.07523126,0.03122409,0.34152609
-5.25562781,2.81586575,0.68547205,0.01244852,1.44309942,1.98305090,0.02944399,0.33365614
-5.24962481,2.69617788,0.65512843,0.01186690,1.38494634,1.89578277,0.02764797,0.32551926
-5.24362181,2.58171873,0.62410702,0.01135097,1.32425408,1.81472695,0.02585510,0.31732336
-5.23761881,2.47419050,0.59294470,0.01090882,1.26213346,1.74098444,0.02408343,0.30925878
-5.23161581,2.37503495,0.56214535,0.01054696,1.19964614,1.67543396,0.02234965,0.30149167
-5.22561281,2.28540190,0.53216580,0.01027030,1.13777404,1.61871649,0.02066874,0.29415852
-5.21960980,2.20612869,0.50340398,0.01008209,1.07739332,1.57122805,0.01905363,0.28736203
-5.21360680,2.13773122,0.47618970,0.00998393,1.01925363,1.53312077,0.01751506,0.28116861
-5.20760380,2.08040669,0.45077830,0.00997586,0.96396353,1.50431219,0.01606140,0.27560753
-5.20160080,2.03404768,0.42734747,0.01005642,0.91198223,1.48450199,0.01469865,0.27067174
-5.19559780,1.99826652,0.40599707,0.01022281,0.86361788,1.47319568,0.01343042,0.26632028
-5.18959480,1.97242891,0.38675193,0.01047102,0.81903188,1.46973377,0.01225808,0.26248220
-5.18359180,1.95569472,0.36956738,0.01079605,0.77824878,1.47332531,0.01118096,0.25906167
-5.17758879,1.94706427,0.35433706,0.01119206,0.74117094,1.48308429,0.01019656,0.25594400
-5.17158579,1.94542770,0.34090260,0.01165257,0.70759684,1.49806729,0.00930083,0.25300234
-5.16558279,1.94961528,0.32906471,0.01217071,0.67724208,1.51731071,0.00848853,0.25010466
-5.15957979,1.95844638,0.31859502,0.01273934,0.64976178,1.53986624,0.00775351,0.24712054
-5.15357679,1.97077513,0.30924823,0.01335130,0.62477334,1.56483305,0.00708903,0.24392772
-5.14757379,1.98553078,0.30077398,0.01399949,0.60187840,1.59138549,0.00648809,0.24041784
-5.14157079,2.00175153,0.29292799,0.01467707,0.58068313,1.61879544,0.00594368,0.23650123
-5.13556778,2.01861054,0.28548198,0.01537755,0.56081604,1.64644857,0.00544903,0.23211068
-5.12956478,2.03543353,0.27823221,0.01609484,0.54194277,1.67385418,0.00499781,0.22720378
-5.12356178,2.05170783,0.27100612,0.01682334,0.52377737,1.70064873,0.00458424,0.22176414
-5.11755878,2.06708302,0.26366716,0.01755795,0.50609001,1.72659304,0.00420323,0.21580126
-5.11155578,2.08136386,0.25611762,0.01829405,0.48871115,1.75156409,0.00385043,0.20934914
-5.10555278,2.09449639,0.24829947,0.01902750,0.47153221,1.77554188,0.00352219,0.20246398
-5.09954977,2.10654859,0.24019350,0.01975461,0.45450334,1.79859262,0.00321563,0.19522096
-5.09354677,2.11768690,0.23181667,0.02047202,0.43762852,1.82084917,0.00292849,0.18771034
-5.08754377,2.12815019,0.22321819,0.02117671,0.42095869,1.84248999,0.00265913,0.18003322
-5.08154077,2.13822282,0.21447446,0.02186590,0.40458350,1.86371780,0.00240641,0.17229714
-5.07553777,2.14820826,0.20568328,0.02253698,0.38862221,1.88473907,0.00216961,0.16461169
-5.06953477,2.15840459,0.19695757,0.02318744,0.37321441,1.90574536,0.00194834,0.15708446
-5.06353177,2.16908323,0.18841910,0.02381487,0.35851109,1.92689740,0.00174243,0.14981745
-5.05752876,2.18047186,0.18019237,0.02441687,0.34466652,1.94831276,0.00155189,0.14290404
-5.05152576,2.19274213,0.17239900,0.02499105,0.33183126,1.97005743,0.00137681,0.13642671
-5.04552276,2.20600287,0.16515291,0.02553504,0.32014674,1.99214184,0.00121733,0.13045550
-5.03951976,2.22029869,0.15855640,0.02604651,0.30974139,2.01452131,0.00107357,0.12504728
-5.03351676,2.23561427,0.15269728,0.02652321,0.30072847,2.03710105,0.00094565,0.12024575
-5.02751376,2.25188357,0.14764715,0.02696303,0.29320562,2.05974516,0.00083365,0.11608214
-5.02151076,2.26900381,0.14346073,0.02736411,0.28725577,2.08228947,0.00073761,0.11257647
-5.01550775,2.28685308,0.14017627,0.02772492,0.28294944,2.10455747,0.00065754,0.10973933
-5.00950475,2.30531078,0.13781686,0.02804441,0.28034790,2.12637848,0.00059345,0.10757396
-5.00350175,2.32427978,0.13639252,0.02832216,0.27950689,2.14760732,0.00054533,0.10607847
-4.99749875,2.34370877,0.13590273,0.02855848,0.28048059,2.16814438,0.00051317,0.10524814
-4.99149575,2.36361372,0.13633935,0.02875461,0.28332523,2.18795483,0.00049702,0.10507752
-4.98549275,2.38409687,0.13768952,0.02891283,0.28810211,2.20708610,0.00049692,0.10556227
-4.97948974,2.40536188,0.13993835,0.02903659,0.29487958,2.22568211,0.00051297,0.10670051
-4.97348674,2.42772385,0.14307120,0.02913061,0.30373358,2.24399340,0.00054527,0.10849378
-4.96748374,2.45161304,0.14707529,0.02920090,0.31474659,2.26238190,0.00059395,0.11094721
-4.96148074,2.47757141,0.15194055,0.02925480,0.32800489,2.28131963,0.00065912,0.11406919
-4.95547774,2.50624120,0.15765952,0.02930090,0.34359382,2.30138063,0.00074083,0.11787029
-4.94947474,2.53834549,0.16422636,0.02934891,0.36159149,2.32322579,0.00083906,0.12236159
-4.94347174,2.57466080,0.17163491,0.02940945,0.38206084,2.34758060,0.00095367,0.12755246
-4.93746873,2.61598246,0.17987604,0.02949379,0.40504052,2.37520639,0.00108433,0.13344783
-4.93146573,2.66308373,0.18893420,0.02961349,0.43053510,2.40686565,0.00123051,0.14004531
-4.92546273,2.71667053,0.19878369,0.02978001,0.45850495,2.44328292,0.00139141,0.14733203
-4.91945973,2.77733356,0.20938470,0.03000420,0.48885665,2.48510288,0.00156593,0.15528169
-4.91345673,2.84550027,0.22067949,0.03029588,0.52143439,2.53284745,0.00175264,0.16385182
-4.90745373,2.92138936,0.23258900,0.03066328,0.55601314,2.58687427,0.00194976,0.17298160
-4.90145073,3.00497021,0.24501023,0.03111259,0.59229412,2.64733880,0.00215515,0.18259035
-4.89544772,3.09593014,0.25781460,0.03164745,0.62990316,2.71416223,0.00236631,0.19257684
-4.88944472,3.19365163,0.27084750,0.03226864,0.66839231,2.78700758,0.00258044,0.20281968
-4.88344172,3.29720151,0.28392927,0.03297372,0.70724498,2.86526543,0.00279443,0.21317866
-4.87743872,3.40533354,0.29685764,0.03375685,0.74588462,2.94805108,0.00300496,0.22349726
-4.87143572,3.51650516,0.30941151,0.03460874,0.78368687,3.03421357,0.00320856,0.23360618
-4.86543272,3.62890828,0.32135625,0.03551671,0.81999475,3.12235714,0.00340168,0.24332773
-4.85942971,3.74051353,0.33244999,0.03646489,0.85413647,3.21087445,0.00358080,0.25248111
-4.85342671,3.84912624,0.34245092,0.03743458,0.88544494,3.29799057,0.00374257,0.26088809
-4.84742371,3.95245224,0.35112513,0.03840473,0.91327846,3.38181612,0.00388383,0.26837906
-4.84142071,4.04817039,0.35825462,0.03935249,0.93704133,3.46040719,0.00400181,0.27479907
-4.83541771,4.13400891,0.36364513,0.04025393,0.95620364,3.53182962,0.00409416,0.28001348
-4.82941471,4.20782207,0.36713344,0.04108476,0.97031926,3.59422466,0.00415905,0.28391309
-4.82341171,4.26766368,0.36859361,0.04182109,0.97904109,3.64587320,0.00419528,0.28641835
-4.81740870,4.31185424,0.36794203,0.04244021,0.98213299,3.68525561,0.00420228,0.28748254
-4.81140570,4.33903888,0.36514092,0.04292135,0.97947776,3.71110477,0.00418017,0.28709360
-4.80540270,4.34823347,0.36020017,0.04324637,0.97108083,3.72244994,0.00412980,0.28527471
-4.79939970,4.33885752,0.35317733,0.04340033,0.95706964,3.71864993,0.00405269,0.28208342
-4.79339670,4.31075245,0.34417599,0.04337203,0.93768872,3.69941437,0.00395104,0.27760946
-4.78739370,4.26418537,0.33334244,0.04315436,0.91329087,3.66481273,0.00382767,0.27197140
-4.78139070,4.19983850,0.32086087,0.04274460,0.88432502,3.61527113,0.00368599,0.26531215
-4.77538769,4.11878564,0.30694751,0.04214449,0.85132131,3.55155789,0.00352989,0.25779382
-4.76938469,4.02245738,0.29184380,0.04136022,0.81487427,3.47475892,0.00336371,0.24959190
-4.76338169,3.91259717,0.27580911,0.04040235,0.77562494,3.38624472,0.00319214,0.24088931
-4.75737869,3.79121087,0.25911323,0.03928549,0.73424267,3.28763106,0.00302019,0.23187045
-4.75137569,3.66051229,0.24202911,0.03802798,0.69140760,3.18073527,0.00285306,0.22271554
-4.74537269,3.52286740,0.22482602,0.03665149,0.64779419,3.06753058,0.00269615,0.21359558
-4.73936968,3.38073961,0.20776343,0.03518049,0.60405675,2.95010028,0.00255500,0.20466804
-4.73336668,3.23663817,0.19108591,0.03364174,0.56081705,2.83059379,0.00243525,0.19607349
-4.72736368,3.09307145,0.17501894,0.03206371,0.51865459,2.71118594,0.00234262,0.18793317
-4.72136068,2.95250626,0.15976603,0.03047606,0.47809932,2.59404073,0.00228293,0.18034769
-4.71535768,2.81733390,0.14550678,0.02890904,0.43962705,2.48128016,0.00226207,0.17339668
-4.70935468,2.68984304,0.13239611,0.02739294,0.40365707,2.37495838,0.00228602,0.16713935
-4.70335168,2.57219914,0.12056436,0.02595761,0.37055197,2.27704108,0.00236082,0.16161590
-4.69734867,2.46642950,0.11011817,0.02463193,0.34061898,2.18938935,0.00249259,0.15684957
-4.69134567,2.37441288,0.10114196,0.02344336,0.31411261,2.11374720,0.00268750,0.15284904
-4.68534267,2.29787211,0.09369973,0.02241751,0.29123802,2.05173160,0.00295172,0.14961126
-4.67933967,2.23836825,0.08783710,0.02157775,0.27215467,2.00482373,0.00329137,0.14712414
-4.67333667,2.19729453,0.08358329,0.02094483,0.25697985,1.97436000,0.00371242,0.14536923
-4.66733367,2.17586874,0.08095290,0.02053650,0.24579179,1.96152171,0.00422059,0.14432407
-4.66133067,2.17512264,0.07994743,0.02036725,0.23863197,1.96732221,0.00482120,0.14396402
-4.65532766,2.19588759,0.08055625,0.02044795,0.23550656,1.99259081,0.00551898,0.14426365
-4.64932466,2.23877575,0.08275724,0.02078559,0.23638680,2.03795291,0.00631793,0.14519749
-4.64332166,2.30415697,0.08651680,0.02138304,0.24120845,2.10380652,0.00722107,0.14674008
-4.63731866,2.39213176,0.09178949,0.02223881,0.24987034,2.19029559,0.00823022,0.14886556
-4.63131566,2.50250158,0.09851721,0.02334686,0.26223223,2.29728112,0.00934579,0.15154663
-4.62531266,2.63473785,0.10662809,0.02469653,0.27811238,2.42431152,0.01056659,0.15475313
-4.61930965,2.78795183,0.11603527,0.02627243,0.29728492,2.57059411,0.01188956,0.15845037
-4.61330665,2.96086774,0.12663563,0.02805450,0.31947768,2.73496994,0.01330968,0.16259723
-4.60730365,3.15180167,0.13830866,0.03001811,0.34437059,2.91589420,0.01481977,0.16714445
-4.60130065,3.35864898,0.15091570,0.03213426,0.37159524,3.11142485,0.01641047,0.17203298
-4.59529765,3.57888276,0.16429967,0.03436999,0.40073580,3.31922158,0.01807014,0.17719280
-4.58929465,3.80956546,0.17828528,0.03668878,0.43133159,3.53655734,0.01978498,0.18254223
-4.58329165,4.04737564,0.19268020,0.03905114,0.46288159,3.76034391,0.02153906,0.18798783
-4.57728864,4.28865077,0.20727676,0.04141536,0.49485086,3.98717265,0.02331452,0.19342508
-4.57128564,4.52944662,0.22185471,0.04373829,0.52667895,4.21337054,0.02509185,0.19873970
-4.56528264,4.76561249,0.23618466,0.04597627,0.55779017,4.43507122,0.02685013,0.20380977
-4.55927964,4.99288104,0.25003230,0.04808611,0.58760538,4.64829952,0.02856748,0.20850852
-4.55327664,5.20697019,0.26316327,0.05002610,0.61555509,4.84906731,0.03022143,0.21270763
-4.54727364,5.40369414,0.27534855,0.05175711,0.64109333,5.03347769,0.03178940,0.21628102
-4.54127064,5.57907936,0.28637008,0.05324353,0.66371183,5.19783393,0.03324920,0.21910885
-4.53526763,5.72948140,0.29602653,0.05445428,0.68295391,5.33874903,0.03457954,0.22108167
-4.52926463,5.85169758,0.30413891,0.05536365,0.69842746,5.45325134,0.03576054,0.22210435
-4.52326163,5.94307098,0.31055580,0.05595205,0.70981657,5.53888210,0.03677422,0.22209971
-4.51725863,6.00158107,0.31515794,0.05620655,0.71689115,5.59378020,0.03760498,0.22101169
-4.51125563,6.02591681,0.31786209,0.05612129,0.71951420,5.61675073,0.03824000,0.21880774
-4.50525263,6.01552895,0.31862384,0.05569765,0.71764635,5.60731376,0.03866959,0.21548053
-4.49924962,5.97065891,0.31743932,0.05494423,0.71134737,5.56573124,0.03888755,0.21104867
-4.49324662,5.89234272,0.31434573,0.05387661,0.70077479,5.49301046,0.03889127,0.20555657
-4.48724362,5.78238971,0.30942062,0.05251692,0.68617941,5.39088370,0.03868198,0.19907342
-4.48124062,5.64333660,0.30278005,0.05089323,0.66789813,5.26176484,0.03826468,0.19169122
-4.47523762,5.47837890,0.29457553,0.04903875,0.64634428,5.10868451,0.03764817,0.18352217
-4.46923462,5.29128234,0.28499007,0.04699093,0.62199592,4.93520652,0.03684482,0.17469539
-4.46323162,5.08627792,0.27423337,0.04479052,0.59538263,4.74532872,0.03587043,0.16535320
-4.45722861,4.86794474,0.26253637,0.04248045,0.56707129,4.54337241,0.03474386,0.15564712
-4.45122561,4.64108527,0.25014552,0.04010481,0.53765153,4.33386440,0.03348665,0.14573378
-4.44522261,4.41059749,0.23731671,0.03770783,0.50772128,4.12141616,0.03212263,0.13577094
-4.43921961,4.18134875,0.22430939,0.03533284,0.47787304,3.91060440,0.03067739,0.12591373
-4.43321661,3.95805529,0.21138085,0.03302142,0.44868128,3.70585695,0.02917780,0.11631124
-4.42721361,3.74517145,0.19878100,0.03081258,0.42069140,3.51134758,0.02765146,0.10710370
-4.42121061,3.54679146,0.18674761,0.02874208,0.39441036,3.33090276,0.02612619,0.09842009
-4.41520760,3.36656630,0.17550235,0.02684193,0.37029935,3.16792252,0.02462950,0.09037645
-4.40920460,3.20763727,0.16524745,0.02513992,0.34876838,3.02531705,0.02318809,0.08307470
-4.40320160,3.07258706,0.15616316,0.02365941,0.33017274,2.90546001,0.02182740,0.07660208
-4.39719860,2.96340848,0.14840595,0.02241911,0.31481133,2.81015857,0.02057117,0.07103101
