energy_ev,total_up,Au_p_up,Au_d_up,P_s_up,P_p_up,S_s_up,S_p_up
-6.00000000,3.58821264,0.57769222,2.73010197,0.00350396,0.06644368,0.04505902,0.60118085
-5.99399700,3.57719507,0.58415056,2.71994196,0.00381636,0.06727482,0.04394172,0.59848310
-5.98799400,3.56109011,0.58910630,2.70611741,0.00415055,0.06792869,0.04289348,0.59468760
-5.98199100,3.54040955,0.59260769,2.68899378,0.00450590,0.06840478,0.04194336,0.58988185
-5.97598799,3.51576335,0.59472473,2.66901569,0.00488118,0.06870535,0.04111783,0.58417313
-5.96998499,3.48783461,0.59554496,2.64668886,0.00527456,0.06883528,0.04043999,0.57768416
-5.96398199,3.45734893,0.59516835,2.62255731,0.00568355,0.06880177,0.03992887,0.57054789
-5.95797899,3.42503969,0.59370175,2.59717710,0.00610497,0.06861395,0.03959880,0.56290148
-5.95197599,3.39161096,0.59125296,2.57108801,0.00653494,0.06828243,0.03945890,0.55487990
-5.94597299,3.35770009,0.58792480,2.54478448,0.00696892,0.06781868,0.03951271,0.54660948
-5.93996998,3.32384220,0.58380968,2.51868776,0.00740176,0.06723446,0.03975795,0.53820176
-5.93396698,3.29043852,0.57898469,2.49312067,0.00782775,0.06654124,0.04018649,0.52974799
-5.92796398,3.25773064,0.57350782,2.46828662,0.00824077,0.06574957,0.04078441,0.52131473
-5.92196098,3.22578235,0.56741530,2.44425425,0.00863435,0.06486866,0.04153233,0.51294061
-5.91595798,3.19447030,0.56072047,2.42094861,0.00900192,0.06390591,0.04240581,0.50463473
-5.90995498,3.16348436,0.55341406,2.39814971,0.00933690,0.06286672,0.04337602,0.49637655
-5.90395198,3.13233789,0.54546605,2.37549873,0.00963291,0.06175432,0.04441044,0.48811753
-5.89794897,3.10038765,0.53682894,2.35251162,0.00988399,0.06056989,0.04547380,0.47978427
-5.89194597,3.06686258,0.52744223,2.32859973,0.01008476,0.05931271,0.04652900,0.47128306
-5.88594297,3.03089995,0.51723796,2.30309634,0.01023061,0.05798055,0.04753825,0.46250561
-5.87993997,2.99158722,0.50614682,2.27528796,0.01031784,0.05657016,0.04846405,0.45333559
-5.87393697,2.94800745,0.49410463,2.24444867,0.01034384,0.05507778,0.04927038,0.44365567
-5.86793397,2.89928595,0.48105868,2.20987593,0.01030717,0.05349983,0.04992367,0.43335459
-5.86193097,2.84463579,0.46697369,2.17092592,0.01020762,0.05183348,0.05039382,0.42233408
-5.85592796,2.78339990,0.45183692,2.12704673,0.01004624,0.05007733,0.05065504,0.41051496
-5.84992496,2.71508775,0.43566229,2.07780776,0.00982532,0.04823187,0.05068658,0.39784244
-5.84392196,2.63940473,0.41849313,2.02292392,0.00954837,0.04630001,0.05047328,0.38429014
-5.83791896,2.55627317,0.40040366,1.96227354,0.00921994,0.04428733,0.05000596,0.36986277
-5.83191596,2.46584393,0.38149895,1.89590933,0.00884557,0.04220234,0.04928162,0.35459736
-5.82591296,2.36849855,0.36191353,1.82406204,0.00843156,0.04005644,0.04830338,0.33856305
-5.81990995,2.26484203,0.34180874,1.74713695,0.00798484,0.03786388,0.04708031,0.32185944
-5.81390695,2.15568708,0.32136906,1.66570359,0.00751272,0.03564153,0.04562705,0.30461385
-5.80790395,2.04203094,0.30079756,1.58047953,0.00702275,0.03340848,0.04396322,0.28697738
-5.80190095,1.92502629,0.28031085,1.49230942,0.00652244,0.03118562,0.04211282,0.26912036
-5.79589795,1.80594789,0.26013373,1.40214027,0.00601916,0.02899519,0.04010336,0.25122716
-5.78989495,1.68615682,0.24049389,1.31099468,0.00551990,0.02686018,0.03796505,0.23349085
-5.78389195,1.56706400,0.22161677,1.21994310,0.00503119,0.02480380,0.03572991,0.21610779
-5.77788894,1.45009475,0.20372091,1.13007657,0.00455893,0.02284898,0.03343087,0.19927254
