energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.82591296,2.78318457,0.01333636,0.36733254,0.53786518,0.53341388,1.12838835,0.73381042,0.01031048,1.16801398
-5.81990995,2.74636522,0.01279687,0.37344759,0.52118922,0.51852782,1.13972353,0.73018437,0.01037811,1.13750781
-5.81390695,2.70718904,0.01220024,0.37923389,0.50431630,0.50260004,1.15191290,0.72569737,0.01043167,1.10615323
-5.80790395,2.66682349,0.01155681,0.38478907,0.48756094,0.48597585,1.16529931,0.72054594,0.01047552,1.07452352
-5.80190095,2.62653509,0.01087766,0.39023069,0.47124199,0.46902009,1.18023819,0.71496938,0.01051446,1.04321869
-5.79589795,2.58763768,0.01017420,0.39569000,0.45567130,0.45210505,1.19707841,0.70923816,0.01055351,1.01284269
-5.78989495,2.55143943,0.00945788,0.40130525,0.44114293,0.43559850,1.21614263,0.70364140,0.01059759,0.98398093
-5.78389195,2.51919096,0.00873989,0.40721455,0.42792314,0.41985222,1.23770811,0.69847401,0.01065135,0.95717891
-5.77788894,2.49203665,0.00803083,0.41354890,0.41624158,0.40519150,1.26198898,0.69402394,0.01071887,0.93292293
-5.77188594,2.47097106,0.00734051,0.42042549,0.40628408,0.39190585,1.28912100,0.69056016,0.01080348,0.91162352
-5.76588294,2.45680208,0.00667773,0.42794165,0.39818722,0.38024123,1.31914956,0.68832178,0.01090758,0.89360227
-5.75987994,2.45012229,0.00605014,0.43616973,0.39203474,0.37039407,1.35202176,0.68750869,0.01103247,0.87908225
-5.75387694,2.45128932,0.00546415,0.44515324,0.38785603,0.36250701,1.38758292,0.68827414,0.01117829,0.86818253
-5.74787394,2.46041595,0.00492486,0.45490427,0.38562651,0.35666667,1.42557791,0.69071954,0.01134401,0.86091665
-5.74187094,2.47737004,0.00443607,0.46540247,0.38526997,0.35290322,1.46565742,0.69489152,0.01152737,0.85719503
-5.73586793,2.50178412,0.00400032,0.47659561,0.38666250,0.35119167,1.50738876,0.70078145,0.01172505,0.85683109
-5.72986493,2.53307396,0.00361891,0.48840167,0.38963809,0.35145497,1.55027104,0.70832726,0.01193275,0.85955061
-5.72386193,2.57046528,0.00329207,0.50071240,0.39399530,0.35356848,1.59375384,0.71741754,0.01214538,0.86500398
-5.71785893,2.61302710,0.00301901,0.51339813,0.39950501,0.35736569,1.63725862,0.72789751,0.01235730,0.87278062
-5.71185593,2.65971039,0.00279805,0.52631367,0.40591872,0.36264504,1.68020191,0.73957670,0.01256256,0.88242507
-5.70585293,2.70939022,0.00262677,0.53930491,0.41297721,0.36917746,1.72201903,0.75223782,0.01275522,0.89345400
-5.69984992,2.76090952,0.00250210,0.55221585,0.42041920,0.37671440,1.76218729,0.76564645,0.01292959,0.90537342
-5.69384692,2.81312263,0.00242047,0.56489573,0.42798961,0.38499608,1.80024762,0.77956103,0.01308054,0.91769557
-5.68784392,2.86493693,0.00237791,0.57720585,0.43544731,0.39375981,1.83582332,0.79374275,0.01320376,0.92995476
-5.68184092,2.91535071,0.00237015,0.58902570,0.44257200,0.40274786,1.86863530,0.80796483,0.01329601,0.94172168
-5.67583792,2.96348600,0.00239274,0.60025830,0.44917002,0.41171499,1.89851299,0.82202082,0.01335530,0.95261571
-5.66983492,3.00861520,0.00244108,0.61083426,0.45507894,0.42043518,1.92540034,0.83573164,0.01338104,0.96231482
-5.66383192,3.05018056,0.00251058,0.62071454,0.46017091,0.42870758,1.94935687,0.84895104,0.01337413,0.97056296
-5.65782891,3.08780629,0.00259664,0.62989183,0.46435461,0.43636133,1.97055372,0.86156937,0.01333701,0.97717470
-5.65182591,3.12130293,0.00269481,0.63839033,0.46757583,0.44325945,1.98926492,0.87351564,0.01327361,0.98203719
-5.64582291,3.15066449,0.00280075,0.64626434,0.46981688,0.44930145,2.00585460,0.88475782,0.01318926,0.98510944
-5.63981991,3.17605878,0.00291036,0.65359537,0.47109468,0.45442483,2.02076062,0.89530157,0.01309057,0.98641937
-5.63381691,3.19781183,0.00301981,0.66048832,0.47145790,0.45860546,2.03447571,0.90518763,0.01298525,0.98605855
-5.62781391,3.21638742,0.00312558,0.66706673,0.47098325,0.46185676,2.04752691,0.91448794,0.01288184,0.98417534
-5.62181091,3.23236293,0.00322450,0.67346749,0.46977105,0.46422799,2.06045426,0.92330105,0.01278952,0.98096656
-5.61580790,3.24640263,0.00331383,0.67983518,0.46794032,0.46580145,2.07378973,0.93174676,0.01271778,0.97666819
-5.60980490,3.25922964,0.00339125,0.68631638,0.46562367,0.46668904,2.08803721,0.93996054,0.01267619,0.97154548
-5.60380190,3.27159769,0.00345489,0.69305409,0.46296197,0.46702801,2.10365416,0.94808785,0.01267409,0.96588284
-5.59779890,3.28426359,0.00350337,0.70018252,0.46009926,0.46697621,2.12103556,0.95627855,0.01272029,0.95997391
-5.59179590,3.29796122,0.00353581,0.70782241,0.45717779,0.46670698,2.14050047,0.96468159,0.01282287,0.95411198
-5.58579290,3.31337773,0.00355181,0.71607688,0.45433349,0.46640373,2.16228136,0.97344004,0.01298888,0.94858113
-5.57978989,3.33113221,0.00355141,0.72502796,0.45169194,0.46625441,2.18651646,0.98268662,0.01322414,0.94364826
-5.57378689,3.35175743,0.00353513,0.73473379,0.44936489,0.46644604,2.21324473,0.99253959,0.01353305,0.93955619
-5.56778389,3.37568447,0.00350387,0.74522647,0.44744745,0.46715934,2.24240371,1.00309915,0.01391843,0.93651785
-5.56178089,3.40323061,0.00345891,0.75651053,0.44601600,0.46856371,2.27382969,1.01444421,0.01438134,0.93471180
-5.55577789,3.43459037,0.00340180,0.76856194,0.44512680,0.47081252,2.30726033,1.02662970,0.01492103,0.93427893
-5.54977489,3.46982968,0.00333435,0.78132777,0.44481540,0.47403901,2.34233935,1.03968417,0.01553482,0.93532061
-5.54377189,3.50888340,0.00325856,0.79472631,0.44509677,0.47835273,2.37862332,1.05360795,0.01621809,0.93789802
-5.53776888,3.55155593,0.00317651,0.80864775,0.44596621,0.48383667,2.41559031,1.06837180,0.01696427,0.94203281
-5.53176588,3.59752532,0.00309036,0.82295549,0.44740095,0.49054524,2.45265064,1.08391616,0.01776487,0.94770903
-5.52576288,3.64635064,0.00300224,0.83748798,0.44936244,0.49850299,2.48915946,1.10015115,0.01860961,0.95487614
-5.51975988,3.69748288,0.00291423,0.85206132,0.45179922,0.50770429,2.52443132,1.11695736,0.01948649,0.96345322
-5.51375688,3.75027923,0.00282828,0.86647250,0.45465032,0.51811379,2.55775664,1.13418755,0.02038205,0.97333394
-5.50775388,3.80402074,0.00274622,0.88050345,0.45784905,0.52966783,2.58841997,1.15166945,0.02128152,0.98439247
-5.50175088,3.85793303,0.00266970,0.89392585,0.46132703,0.54227672,2.61571971,1.16920957,0.02216918,0.99648990
-5.49574787,3.91120980,0.00260019,0.90650659,0.46501828,0.55582769,2.63898909,1.18659804,0.02302866,1.00948102
-5.48974487,3.96303839,0.00253895,0.91801399,0.46886333,0.57018867,2.65761767,1.20361450,0.02384333,1.02322123
-5.48374187,4.01262681,0.00248708,0.92822441,0.47281292,0.58521256,2.67107277,1.22003481,0.02459666,1.03757325
-5.47773887,4.05923112,0.00244545,0.93692920,0.47683134,0.60074196,2.67892004,1.23563831,0.02527273,1.05241344
-5.47173587,4.10218234,0.00241476,0.94394168,0.48089903,0.61661428,2.68084211,1.25021554,0.02585661,1.06763728
-5.46573287,4.14091145,0.00239555,0.94910385,0.48501443,0.63266681,2.67665445,1.26357587,0.02633479,1.08316398
-5.45972986,4.17497145,0.00238819,0.95229252,0.48919481,0.64874190,2.66631741,1.27555481,0.02669565,1.09893965
-5.45372686,4.20405537,0.00239288,0.95342454,0.49347604,0.66469180,2.64994363,1.28602056,0.02692973,1.11493922
-5.44772386,4.22800897,0.00240970,0.95246082,0.49791126,0.68038311,2.62779996,1.29487941,0.02703014,1.13116656
-5.44172086,4.24683750,0.00243855,0.94940882,0.50256839,0.69570069,2.60030351,1.30207975,0.02699273,1.14765307
-5.43571786,4.26070585,0.00247918,0.94432343,0.50752664,0.71055078,2.56801159,1.30761433,0.02681628,1.16445451
-5.42971486,4.26993176,0.00253118,0.93730596,0.51287195,0.72486336,2.53160553,1.31152057,0.02650257,1.18164621
-5.42371186,4.27497229,0.00259396,0.92850133,0.51869188,0.73859354,2.49186893,1.31387902,0.02605631,1.19931693
-5.41770885,4.27640387,0.00266673,0.91809351,0.52506975,0.75172198,2.44966106,1.31480967,0.02548506,1.21756140
-5.41170585,4.27489694,0.00274850,0.90629930,0.53207871,0.76425435,2.40588647,1.31446665,0.02479899,1.23647210
-5.40570285,4.27118612,0.00283806,0.89336095,0.53977579,0.77621982,2.36146220,1.31303126,0.02401057,1.25613042
-5.39969985,4.26603749,0.00293398,0.87953768,0.54819639,0.78766870,2.31728407,1.31070385,0.02313424,1.27659783
-5.39369685,4.26021471,0.00303459,0.86509684,0.55734943,0.79866932,2.27419377,1.30769493,0.02218596,1.29790738
-5.38769385,4.25444547,0.00313801,0.85030491,0.56721363,0.80930424,2.23294826,1.30421603,0.02118277,1.32005605
-5.38169085,4.24939037,0.00324219,0.83541904,0.57773496,0.81966610,2.19419322,1.30047085,0.02014230,1.34299829
-5.37568784,4.24561578,0.00334487,0.82067938,0.58882571,0.82985317,2.15844177,1.29664712,0.01908236,1.36664133
-5.36968484,4.24357209,0.00344370,0.80630281,0.60036511,0.83996488,2.12605974,1.29290977,0.01802046,1.39084238
-5.36368184,4.24357879,0.00353624,0.79247823,0.61220170,0.85009742,2.09725801,1.28939574,0.01697342,1.41540816
-5.35767884,4.24581699,0.00362006,0.77936377,0.62415740,0.86033979,2.07209255,1.28621070,0.01595703,1.44009672
-5.35167584,4.25032989,0.00369278,0.76708594,0.63603301,0.87077017,2.05047197,1.28342802,0.01498576,1.46462171
-5.34567284,4.25703111,0.00375216,0.75574078,0.64761518,0.88145308,2.03217210,1.28108985,0.01407254,1.48865894
-5.33966983,4.26572029,0.00379618,0.74539686,0.65868426,0.89243701,2.01685682,1.27921032,0.01322859,1.51185503
-5.33366683,4.27610503,0.00382308,0.73609985,0.66902294,0.90375293,2.00410383,1.27778068,0.01246333,1.53383776
-5.32766383,4.28782766,0.00383148,0.72787834,0.67842501,0.91541342,1.99343392,1.27677587,0.01178438,1.55422774
-5.32166083,4.30049524,0.00382036,0.72075055,0.68670397,0.92741242,1.98434218,1.27616220,0.01119751,1.57265078
-5.31565783,4.31371080,0.00378917,0.71473125,0.69370097,0.93972556,1.97632915,1.27590553,0.01070674,1.58875048
-5.30965483,4.32710380,0.00373782,0.70983865,0.69929165,0.95231093,1.96893040,1.27597930,0.01031438,1.60220035
-5.30365183,4.34035789,0.00366671,0.70610053,0.70339148,0.96511000,1.96174292,1.27637203,0.01002116,1.61271490
-5.29764882,4.35323408,0.00357668,0.70355935,0.70595937,0.97804883,1.95444672,1.27709345,0.00982632,1.62005913
-5.29164582,4.36558793,0.00346902,0.70227582,0.70699925,0.99103918,1.94682089,1.27817904,0.00972769,1.62405600
-5.28564282,4.37737950,0.00334543,0.70233069,0.70655960,1.00397953,1.93875306,1.27969237,0.00972182,1.62459149
-5.27963982,4.38867543,0.00320793,0.70382469,0.70473080,1.01675595,1.93024208,1.28172525,0.00980408,1.62161703
-5.27363682,4.39964311,0.00305881,0.70687636,0.70164066,1.02924278,1.92139393,1.28439532,0.00996866,1.61514929
-5.26763382,4.41053713,0.00290056,0.71161801,0.69744807,1.04130310,1.91241134,1.28784142,0.01020874,1.60526730
-5.26163082,4.42167898,0.00273578,0.71818990,0.69233541,1.05278923,1.90357772,1.29221677,0.01051651,1.59210725
-5.25562781,4.43343124,0.00256708,0.72673296,0.68649985,1.06354315,1.89523670,1.29768037,0.01088323,1.57585530
-5.24962481,4.44616802,0.00239703,0.73738041,0.68014430,1.07339717,1.88776836,1.30438718,0.01129933,1.55673881
-5.24362181,4.46024330,0.00222808,0.75024874,0.67346819,1.08217498,1.88156364,1.31247751,0.01175449,1.53501661
-5.23761881,4.47595936,0.00206248,0.76542838,0.66665880,1.08969324,1.87699835,1.32206640,0.01223778,1.51096881
-5.23161581,4.49353723,0.00190224,0.78297478,0.65988355,1.09576380,1.87440818,1.33323343,0.01273775,1.48488688
-5.22561281,4.51309089,0.00174907,0.80290009,0.65328352,1.10019681,1.87406603,1.34601367,0.01324262,1.45706433
-5.21960980,4.53460687,0.00160440,0.82516606,0.64696862,1.10280464,1.87616269,1.36039035,0.01374048,1.42778862
-5.21360680,4.55793042,0.00146931,0.84967840,0.64101467,1.10340667,1.88079178,1.37628942,0.01421947,1.39733465
-5.20760380,4.58275909,0.00134457,0.87628294,0.63546223,1.10183482,1.88793963,1.39357671,0.01466807,1.36595995
-5.20160080,4.60864402,0.00123063,0.90476384,0.63031757,1.09793968,1.89748025,1.41205744,0.01507529,1.33390183
-5.19559780,4.63499879,0.00112765,0.93484382,0.62555517,1.09159702,1.90917563,1.43147845,0.01543100,1.30137631
-5.18959480,4.66111536,0.00103552,0.96618665,0.62112204,1.08271430,1.92268105,1.45153287,0.01572610,1.26857882
-5.18359180,4.68618611,0.00095390,0.99840169,0.61694304,1.07123683,1.93755499,1.47186703,0.01595282,1.23568622
-5.17758879,4.70933068,0.00088227,1.03105040,0.61292729,1.05715334,1.95327303,1.49208934,0.01610492,1.20285999
-5.17158579,4.72962627,0.00081994,1.06365464,0.60897497,1.04050033,1.96924495,1.51178067,0.01617783,1.17024990
-5.16558279,4.74613966,0.00076613,1.09570658,0.60498418,1.02136509,1.98483427,1.53050578,0.01616883,1.13799794
-5.15957979,4.75795940,0.00071997,1.12667968,0.60085753,0.99988692,1.99937911,1.54782528,0.01607706,1.10624198
-5.15357679,4.76422659,0.00068058,1.15604065,0.59650799,0.97625639,2.01221367,1.56330772,0.01590360,1.07511870
-5.14757379,4.76416280,0.00064703,1.18326194,0.59186377,0.95071254,2.02268937,1.57654114,0.01565138,1.04476552
-5.14157079,4.75709398,0.00061847,1.20783428,0.58687194,0.92353793,2.03019480,1.58714383,0.01532508,1.01532129
-5.13556778,4.74246934,0.00059404,1.22927900,0.58150069,0.89505169,2.03417386,1.59477387,0.01493099,0.98692556
-5.12956478,4.71987470,0.00057298,1.24715970,0.57574010,0.86560081,2.03414134,1.59913707,0.01447674,0.95971635
-5.12356178,4.68903986,0.00055459,1.26109288,0.56960149,0.83554991,2.02969576,1.59999321,0.01397112,0.93382670
-5.11755878,4.64984003,0.00053825,1.27075723,0.56311538,0.80526998,2.02052876,1.59716029,0.01342375,0.90937994
-5.11155578,4.60229173,0.00052341,1.27590125,0.55632841,0.77512661,2.00643121,1.59051701,0.01284476,0.88648425
-5.10555278,4.54654352,0.00050963,1.27634900,0.54929917,0.74546810,1.98729584,1.58000311,0.01224452,0.86522660
-5.09954977,4.48286256,0.00049654,1.27200378,0.54209348,0.71661416,1.96311641,1.56561808,0.01163333,0.84566678
-5.09354677,4.41161788,0.00048384,1.26284962,0.53477932,0.68884566,1.93398390,1.54741818,0.01102111,0.82783173
-5.08754377,4.33326136,0.00047130,1.24895057,0.52742173,0.66239588,1.90007979,1.52551206,0.01041720,0.81171081
-5.08154077,4.24830778,0.00045874,1.23044788,0.52007802,0.63744375,1.86166699,1.50005526,0.00983010,0.79725222
-5.07553777,4.15731487,0.00044606,1.20755514,0.51279353,0.61410935,1.81907900,1.47124399,0.00926733,0.78436113
-5.06953477,4.06086451,0.00043317,1.18055171,0.50559830,0.59245188,1.77270769,1.43930834,0.00873535,0.77289966
-5.06353177,3.95954612,0.00042002,1.14977458,0.49850476,0.57247021,1.72299038,1.40450541,0.00823942,0.76268888
-5.05752876,3.85394283,0.00040661,1.11560909,0.49150653,0.55410592,1.67039685,1.36711257,0.00778371,0.75351294
-5.05152576,3.74462120,0.00039293,1.07847889,0.48457858,0.53724869,1.61541665,1.32742121,0.00737125,0.74512515
-5.04552276,3.63212469,0.00037901,1.03883545,0.47767857,0.52174374,1.55854739,1.28573107,0.00700406,0.73725598
-5.03951976,3.51697092,0.00036486,0.99714760,0.47074933,0.50740098,1.50028417,1.24234547,0.00668328,0.72962247
-5.03351676,3.39965264,0.00035052,0.95389132,0.46372242,0.49400536,1.44111075,1.19756746,0.00640931,0.72193877
-5.02751376,3.28064186,0.00033603,0.90954024,0.45652245,0.48132789,1.38149224,1.15169684,0.00618201,0.71392730
-5.02151076,3.16039645,0.00032143,0.86455699,0.44907193,0.46913690,1.32186971,1.10502820,0.00600081,0.70532997
-5.01550775,3.03936847,0.00030675,0.81938564,0.44129647,0.45720892,1.26265641,1.05784966,0.00586497,0.69591888
-5.00950475,2.91801314,0.00029204,0.77444535,0.43312983,0.44533868,1.20423560,1.01044224,0.00577367,0.68550599
-5.00350175,2.79679750,0.00027734,0.73012514,0.42451869,0.43334789,1.14695950,0.96307970,0.00572616,0.67395126
-4.99749875,2.67620771,0.00026270,0.68678001,0.41542671,0.42109228,1.09114927,0.91602848,0.00572185,0.66116874
-4.99149575,2.55675415,0.00024817,0.64472805,0.40583772,0.40846678,1.03709548,0.86954761,0.00576041,0.64713036
-4.98549275,2.43897337,0.00023378,0.60424856,0.39575785,0.39540855,0.98505883,0.82388836,0.00584172,0.63186715
-4.97948974,2.32342662,0.00021961,0.56558102,0.38521634,0.38189793,0.93527063,0.77929338,0.00596589,0.61546779
-4.97348674,2.21069441,0.00020570,0.52892470,0.37426513,0.36795718,0.88793297,0.73599525,0.00613317,0.59807461
-4.96748374,2.10136725,0.00019212,0.49443882,0.36297709,0.35364741,0.84321823,0.69421444,0.00634383,0.57987707
-4.96148074,1.99603276,0.00017891,0.46224302,0.35144313,0.33906370,0.80126797,0.65415649,0.00659803,0.56110322
-4.95547774,1.89525988,0.00016614,0.43241821,0.33976819,0.32432886,0.76219104,0.61600873,0.00689562,0.54200940
-4.94947474,1.79958075,0.00015387,0.40500755,0.32806650,0.30958619,0.72606131,0.57993645,0.00723598,0.52286875
-4.94347174,1.70947148,0.00014215,0.38001766,0.31645624,0.29499161,0.69291496,0.54607897,0.00761783,0.50395911
-4.93746873,1.62533290,0.00013103,0.35742002,0.30505398,0.28070555,0.66274786,0.51454560,0.00803901,0.48555081
-4.93146573,1.54747239,0.00012054,0.33715266,0.29396921,0.26688506,0.63551323,0.48541201,0.00849637,0.46789510
-4.92546273,1.47608816,0.00011073,0.31912214,0.28329923,0.25367649,0.61111998,0.45871712,0.00898561,0.45121350
-4.91945973,1.41125681,0.00010160,0.30320589,0.27312470,0.24120904,0.58943221,0.43446083,0.00950125,0.43568889
-4.91345673,1.35292537,0.00009319,0.28925512,0.26350614,0.22958940,0.57026992,0.41260287,0.01003654,0.42145842
-4.90745373,1.30090823,0.00008548,0.27709810,0.25448142,0.21889783,0.55341146,0.39306284,0.01058355,0.40860874
-4.90145073,1.25488958,0.00007846,0.26654410,0.24606460,0.20918565,0.53859759,0.37572165,0.01113327,0.39717364
-4.89544772,1.21443130,0.00007213,0.25738779,0.23824586,0.20047415,0.52553733,0.36042436,0.01167576,0.38713416
-4.88944472,1.17898624,0.00006644,0.24941416,0.23099277,0.19275512,0.51391546,0.34698435,0.01220038,0.37842111
-4.88344172,1.14791632,0.00006136,0.24240375,0.22425268,0.18599267,0.50340143,0.33518867,0.01269609,0.37091982
-4.87743872,1.12051466,0.00005684,0.23613821,0.21795605,0.18012622,0.49365939,0.32480453,0.01315173,0.36447682
-4.87143572,1.09603090,0.00005283,0.23040592,0.21202059,0.17507470,0.48435895,0.31558646,0.01355641,0.35890812
-4.86543272,1.07369848,0.00004928,0.22500743,0.20635593,0.17074135,0.47518610,0.30728398,0.01389987,0.35400865
-4.85942971,1.05276260,0.00004612,0.21976065,0.20086857,0.16701925,0.46585401,0.29964948,0.01417278,0.34956240
-4.85342671,1.03250780,0.00004330,0.21450558,0.19546691,0.16379701,0.45611291,0.29244581,0.01436715,0.34535284
-4.84742371,1.01228384,0.00004077,0.20910820,0.19006593,0.16096460,0.44575895,0.28545349,0.01447655,0.34117306
-4.84142071,0.99152876,0.00003847,0.20346365,0.18459157,0.15841897,0.43464128,0.27847705,0.01449640,0.33683531
-4.83541771,0.96978833,0.00003635,0.19749832,0.17898429,0.15606923,0.42266730,0.27135036,0.01442411,0.33217955
-4.82941471,0.94673103,0.00003437,0.19117096,0.17320203,0.15384125,0.40980575,0.26394074,0.01425921,0.32708061
-4.82341171,0.92215818,0.00003249,0.18447269,0.16722209,0.15168154,0.39608751,0.25615171,0.01400332,0.32145379
-4.81740870,0.89600890,0.00003069,0.17742590,0.16104224,0.14956023,0.38160423,0.24792433,0.01366016,0.31525879
-4.81140570,0.86835992,0.00002893,0.17008218,0.15468076,0.14747310,0.36650469,0.23923709,0.01323535,0.30850173
-4.80540270,0.83942039,0.00002721,0.16251942,0.14817569,0.14544266,0.35098940,0.23010455,0.01273624,0.30123537
-4.79939970,0.80952226,0.00002552,0.15483805,0.14158323,0.14351814,0.33530339,0.22057471,0.01217163,0.29355766
-4.79339670,0.77910656,0.00002384,0.14715681,0.13497545,0.14177463,0.31972775,0.21072534,0.01155148,0.28560848
-4.78739370,0.74870643,0.00002217,0.13960805,0.12843748,0.14031112,0.30457024,0.20065948,0.01088656,0.27756508
-4.78139070,0.71892765,0.00002053,0.13233286,0.12206428,0.13924784,0.29015526,0.19050041,0.01018809,0.26963614
-4.77538769,0.69042738,0.00001891,0.12547618,0.11595715,0.13872269,0.27681371,0.18038611,0.00946745,0.26205495
-4.76938469,0.66389189,0.00001732,0.11918194,0.11022018,0.13888709,0.26487289,0.17046371,0.00873575,0.25507173
-4.76338169,0.64001420,0.00001578,0.11358864,0.10495667,0.13990122,0.25464690,0.16088394,0.00800361,0.24894552
-4.75737869,0.61947206,0.00001428,0.10882514,0.10026578,0.14192889,0.24642774,0.15179584,0.00728086,0.24393582
-4.75137569,0.60290708,0.00001285,0.10500708,0.09623935,0.14513210,0.24047728,0.14334199,0.00657635,0.24029431
-4.74537269,0.59090543,0.00001149,0.10223371,0.09295910,0.14966547,0.23702029,0.13565417,0.00589777,0.23825671
-4.73936968,0.58398058,0.00001021,0.10058537,0.09049427,0.15567064,0.23623858,0.12884979,0.00525153,0.23803526
-4.73336668,0.58255832,0.00000901,0.10012155,0.08889954,0.16327088,0.23826637,0.12302902,0.00464277,0.23981174
-4.72736368,0.58696443,0.00000790,0.10087951,0.08821362,0.17256598,0.24318684,0.11827260,0.00407529,0.24373138
-4.72136068,0.59741513,0.00000688,0.10287345,0.08845809,0.18362759,0.25102998,0.11464053,0.00355164,0.24989774
-4.71535768,0.61401039,0.00000595,0.10609428,0.08963688,0.19649518,0.26177149,0.11217135,0.00307316,0.25836864
-4.70935468,0.63673014,0.00000511,0.11050983,0.09173606,0.21117273,0.27533295,0.11088226,0.00264014,0.26915334
-4.70335168,0.66543349,0.00000437,0.11606555,0.09472417,0.22762629,0.29158305,0.11076974,0.00225194,0.28221089
-4.69734867,0.69986082,0.00000371,0.12268567,0.09855282,0.24578251,0.31033989,0.11181075,0.00190711,0.29744982
-4.69134567,0.73963867,0.00000313,0.13027475,0.10315783,0.26552827,0.33137427,0.11396449,0.00160357,0.31472912
-4.68534267,0.78428728,0.00000263,0.13871958,0.10846053,0.28671144,0.35441394,0.11717441,0.00133876,0.33386045
-4.67933967,0.83323071,0.00000220,0.14789141,0.11436947,0.30914273,0.37914869,0.12137057,0.00110975,0.35461167
-4.67333667,0.88580911,0.00000183,0.15764852,0.12078236,0.33259879,0.40523623,0.12647219,0.00091344,0.37671144
-4.66733367,0.94129300,0.00000153,0.16783898,0.12758817,0.35682636,0.43230876,0.13239029,0.00074660,0.39985485
-4.66133067,0.99889917,0.00000128,0.17830364,0.13466947,0.38154744,0.45998002,0.13903023,0.00060603,0.42371004
-4.65532766,1.05780771,0.00000108,0.18887928,0.14190484,0.40646534,0.48785284,0.14629432,0.00048862,0.44792541
-4.64932466,1.11717987,0.00000092,0.19940183,0.14917127,0.43127144,0.51552689,0.15408404,0.00039138,0.47213748
-4.64332166,1.17617608,0.00000081,0.20970956,0.15634669,0.45565239,0.54260645,0.16230212,0.00031156,0.49597896
