energy_ev,total_up,In_p_up,In_d_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.75387694,0.16511576,0.01909671,0.00047570,0.07161435,0.10374840,0.00009682,0.00301540
-5.74787394,0.17527197,0.02177573,0.00049042,0.07682849,0.11435438,0.00010430,0.00335964
-5.74187094,0.18907314,0.02498184,0.00051552,0.08356490,0.12754097,0.00011549,0.00378629
-5.73586793,0.20669486,0.02873529,0.00055177,0.09189722,0.14344667,0.00013030,0.00429210
-5.72986493,0.22829936,0.03305484,0.00059994,0.10189024,0.16220438,0.00014872,0.00487406
-5.72386193,0.25403082,0.03795667,0.00066081,0.11359762,0.18393802,0.00017080,0.00552906
-5.71785893,0.28401087,0.04345329,0.00073514,0.12705982,0.20875908,0.00019660,0.00625356
-5.71185593,0.31833421,0.04955227,0.00082363,0.14230239,0.23676333,0.00022625,0.00704340
-5.70585293,0.35706459,0.05625513,0.00092696,0.15933439,0.26802780,0.00025985,0.00789352
-5.69984992,0.40023126,0.06355625,0.00104575,0.17814738,0.30260804,0.00029754,0.00879786
-5.69384692,0.44782592,0.07144187,0.00118050,0.19871474,0.34053601,0.00033946,0.00974925
-5.68784392,0.49980051,0.07988927,0.00133163,0.22099150,0.38181850,0.00038573,0.01073937
-5.68184092,0.55606573,0.08886610,0.00149941,0.24491477,0.42643619,0.00043645,0.01175882
-5.67583792,0.61649051,0.09833001,0.00168399,0.27040455,0.47434352,0.00049172,0.01279717
-5.66983492,0.68090256,0.10822845,0.00188531,0.29736529,0.52546925,0.00055160,0.01384312
-5.66383192,0.74908987,0.11849881,0.00210315,0.32568770,0.57971777,0.00061612,0.01488476
-5.65782891,0.82080341,0.12906884,0.00233707,0.35525126,0.63697124,0.00068527,0.01590974
-5.65182591,0.89576091,0.13985742,0.00258642,0.38592696,0.69709228,0.00075904,0.01690562
-5.64582291,0.97365175,0.15077561,0.00285033,0.41758044,0.75992741,0.00083734,0.01786020
-5.63981991,1.05414299,0.16172811,0.00312772,0.45007538,0.82531104,0.00092006,0.01876179
-5.63381691,1.13688642,0.17261495,0.00341732,0.48327700,0.89307003,0.00100706,0.01959961
-5.62781391,1.22152663,0.18333357,0.00371768,0.51705573,0.96302862,0.00109815,0.02036409
-5.62181091,1.30771000,0.19378110,0.00402722,0.55129080,1.03501390,0.00119312,0.02104719
-5.61580790,1.39509447,0.20385697,0.00434426,0.58587382,1.10886152,0.00129173,0.02164272
-5.60980490,1.48335998,0.21346560,0.00466711,0.62071225,1.18442172,0.00139368,0.02214650
-5.60380190,1.57221933,0.22251927,0.00499412,0.65573259,1.26156549,0.00149869,0.02255664
-5.59779890,1.66142912,0.23094095,0.00532375,0.69088339,1.34019082,0.00160642,0.02287366
-5.59179590,1.75080057,0.23866711,0.00565465,0.72613796,1.42022872,0.00171654,0.02310055
-5.58579290,1.84020965,0.24565027,0.00598574,0.76149653,1.50164893,0.00182869,0.02324284
-5.57978989,1.92960594,0.25186128,0.00631630,0.79698807,1.58446489,0.00194252,0.02330853
-5.57378689,2.01901990,0.25729115,0.00664604,0.83267129,1.66873762,0.00205764,0.02330797
-5.56778389,2.10856754,0.26195223,0.00697510,0.86863500,1.75457818,0.00217369,0.02325377
-5.56178089,2.19845208,0.26587882,0.00730415,0.90499744,1.84214811,0.00229030,0.02316045
-5.55577789,2.28896193,0.26912691,0.00763436,0.94190449,1.93165739,0.00240709,0.02304425
-5.54977489,2.38046419,0.27177305,0.00796741,0.97952665,2.02335954,0.00252370,0.02292272
-5.54377189,2.47339348,0.27391237,0.00830541,1.01805455,2.11754330,0.00263974,0.02281431
-5.53776888,2.56823565,0.27565564,0.00865083,1.05769296,2.21452075,0.00275485,0.02273793
-5.53176588,2.66550646,0.27712550,0.00900643,1.09865321,2.31461168,0.00286865,0.02271241
-5.52576288,2.76572536,0.27845192,0.00937505,1.14114417,2.41812433,0.00298075,0.02275602
-5.51975988,2.86938515,0.27976704,0.00975952,1.18536179,2.52533282,0.00309077,0.02288586
-5.51375688,2.97691835,0.28119956,0.01016243,1.23147768,2.63645198,0.00319829,0.02311732
-5.50775388,3.08866173,0.28286895,0.01058596,1.27962689,2.75161060,0.00330291,0.02346352
-5.50175088,3.20482047,0.28487976,0.01103169,1.32989564,2.87082417,0.00340417,0.02393481
-5.49574787,3.32543414,0.28731618,0.01150041,1.38230953,2.99396872,0.00350163,0.02453826
-5.48974487,3.45034628,0.29023737,0.01199199,1.43682285,3.12075749,0.00359482,0.02527731
-5.48374187,3.57917997,0.29367352,0.01250520,1.49330993,3.25072203,0.00368329,0.02615142
-5.47773887,3.71132131,0.29762324,0.01303769,1.55155914,3.38319964,0.00376655,0.02715591
-5.47173587,3.84591269,0.30205217,0.01358591,1.61127020,3.51732859,0.00384417,0.02828192
-5.46573287,3.98185738,0.30689311,0.01414515,1.67205556,3.65205259,0.00391572,0.02951648
-5.45972986,4.11783628,0.31204773,0.01470962,1.73344596,3.78613530,0.00398084,0.03084278
-5.45372686,4.25233719,0.31738979,0.01527260,1.79490060,3.91818524,0.00403924,0.03224055
-5.44772386,4.38369618,0.32276984,0.01582664,1.85582164,4.04669102,0.00409074,0.03368666
-5.44172086,4.51014990,0.32802117,0.01636379,1.91557274,4.17006575,0.00413527,0.03515580
-5.43571786,4.62989684,0.33296686,0.01687594,1.97350089,4.28669935,0.00417292,0.03662129
-5.42971486,4.74116498,0.33742744,0.01735505,2.02896064,4.39501627,0.00420397,0.03805601
-5.42371186,4.84228247,0.34122906,0.01779356,2.08133944,4.49353617,0.00422892,0.03943335
-5.41770885,4.93174794,0.34421153,0.01818468,2.13008279,4.58093424,0.00424846,0.04072815
-5.41170585,5.00829632,0.34623602,0.01852266,2.17471767,4.65609792,0.00426356,0.04191770
-5.40570285,5.07095671,0.34719197,0.01880309,2.21487279,4.71817662,0.00427541,0.04298258
-5.39969985,5.11909838,0.34700285,0.01902308,2.25029435,4.76662143,0.00428547,0.04390741
-5.39369685,5.15246224,0.34563059,0.01918140,2.28085592,4.80121193,0.00429543,0.04468149
-5.38769385,5.17117536,0.34307824,0.01927854,2.30656187,4.82206823,0.00430718,0.04529919
-5.38169085,5.17574717,0.33939103,0.01931669,2.32754358,4.82964691,0.00432281,0.04576016
-5.37568784,5.16704710,0.33465551,0.01929962,2.34404851,4.82472057,0.00434455,0.04606938
-5.36968484,5.14626447,0.32899696,0.01923254,2.35642249,4.80834162,0.00437470,0.04623688
-5.36368184,5.11485243,0.32257518,0.01912183,2.36508607,4.78179200,0.00441558,0.04627739
-5.35767884,5.07445885,0.31557876,0.01897472,2.37050626,4.74652140,0.00446947,0.04620963
-5.35167584,5.02684777,0.30821829,0.01879901,2.37316523,4.70407715,0.00453850,0.04605563
-5.34567284,4.97381577,0.30071860,0.01860264,2.37352791,4.65602977,0.00462460,0.04583976
-5.33966983,4.91710778,0.29331053,0.01839338,2.37201047,4.60389830,0.00472941,0.04558777
-5.33366683,4.85833694,0.28622252,0.01817847,2.36895171,4.54907959,0.00485418,0.04532580
-5.32766383,4.79891304,0.27967240,0.01796430,2.36458930,4.49278555,0.00499972,0.04507930
-5.32166083,4.73998318,0.27385960,0.01775617,2.35904235,4.43599184,0.00516633,0.04487214
-5.31565783,4.68238790,0.26895824,0.01755810,2.35230162,4.37940081,0.00535375,0.04472569
-5.30965483,4.62663480,0.26511113,0.01737268,2.34422816,4.32342057,0.00556111,0.04465809
-5.30365183,4.57289075,0.26242510,0.01720106,2.33456039,4.26816103,0.00578692,0.04468362
-5.29764882,4.52099258,0.26096750,0.01704293,2.32292953,4.21344682,0.00602908,0.04481226
-5.29164582,4.47047509,0.26076423,0.01689666,2.30888227,4.15884584,0.00628483,0.04504941
-5.28564282,4.42061427,0.26179910,0.01675944,2.29190952,4.10371146,0.00655089,0.04539581
-5.27963982,4.37048265,0.26401465,0.01662747,2.27147926,4.04723534,0.00682343,0.04584756
-5.27363682,4.31901343,0.26731412,0.01649624,2.24707173,3.98850767,0.00709815,0.04639635
-5.26763382,4.26506927,0.27156481,0.01636078,2.21821464,3.92658097,0.00737043,0.04702981
-5.26163082,4.20751181,0.27660233,0.01621590,2.18451633,3.86053367,0.00763537,0.04773196
-5.25562781,4.14526821,0.28223579,0.01605652,2.14569490,3.78952997,0.00788792,0.04848380
-5.24962481,4.07739105,0.28825376,0.01587786,2.10160158,3.71287264,0.00812303,0.04926389
-5.24362181,4.00310898,0.29443065,0.01567568,2.05223714,3.63004627,0.00833576,0.05004909
-5.23761881,3.92186578,0.30053354,0.01544646,1.99776029,3.54074899,0.00852140,0.05081522
-5.23161581,3.83334675,0.30632909,0.01518748,1.93848795,3.44491154,0.00867561,0.05153780
-5.22561281,3.73749179,0.31159042,0.01489699,1.87488740,3.34270359,0.00879455,0.05219277
-5.21960980,3.63449557,0.31610372,0.01457416,1.80756102,3.23452753,0.00887495,0.05275715
-5.21360680,3.52479589,0.31967457,0.01421913,1.73722470,3.12100120,0.00891428,0.05320968
-5.20760380,3.40905178,0.32213352,0.01383296,1.66468125,3.00293125,0.00891073,0.05353142
-5.20160080,3.28811350,0.32334101,0.01341753,1.59079056,2.88127918,0.00886336,0.05370626
-5.19559780,3.16298677,0.32319143,0.01297546,1.51643812,2.75712270,0.00877209,0.05372133
-5.18959480,3.03479366,0.32161612,0.01251000,1.44250372,2.63161485,0.00863772,0.05356735
-5.18359180,2.90473254,0.31858532,0.01202489,1.36983202,2.50594315,0.00846196,0.05323890
-5.17758879,2.77403919,0.31410901,0.01152424,1.29920619,2.38129111,0.00824735,0.05273450
-5.17158579,2.64395105,0.30823649,0.01101242,1.23132603,2.25880387,0.00799725,0.05205671
-5.16558279,2.51567584,0.30105487,0.01049392,1.16679118,2.13955929,0.00771575,0.05121199
-5.15957979,2.39036573,0.29268648,0.00997327,1.10608993,2.02454536,0.00740760,0.05021054
-5.15357679,2.26909739,0.28328521,0.00945496,1.04959374,1.91464451,0.00707810,0.04906605
-5.14757379,2.15285816,0.27303196,0.00894333,0.99755712,1.81062449,0.00673302,0.04779528
-5.14157079,2.04253781,0.26212946,0.00844256,0.95012242,1.71313553,0.00637845,0.04641765
-5.13556778,1.93892547,0.25079644,0.00795659,0.90732875,1.62271296,0.00602069,0.04495476
-5.12956478,1.84271060,0.23926152,0.00748914,0.86912395,1.53978405,0.00566616,0.04342978
-5.12356178,1.75448715,0.22775698,0.00704361,0.83537883,1.46467805,0.00532125,0.04186698
-5.11755878,1.67475967,0.21651265,0.00662316,0.80590247,1.39763809,0.00499223,0.04029112
-5.11155578,1.60395040,0.20575004,0.00623064,0.78045759,1.33883362,0.00468514,0.03872693
-5.10555278,1.54240630,0.19567709,0.00586860,0.75877545,1.28837244,0.00440572,0.03719865
-5.09954977,1.49040534,0.18648352,0.00553934,0.74056913,1.24631130,0.00415928,0.03572954
-5.09354677,1.44816127,0.17833708,0.00524481,0.72554519,1.21266436,0.00395068,0.03434163
-5.08754377,1.41582686,0.17138078,0.00498671,0.71341309,1.18740921,0.00378423,0.03305540
-5.08154077,1.39349516,0.16573108,0.00476641,0.70389250,1.17049021,0.00366365,0.03188967
-5.07553777,1.38119929,0.16147728,0.00458498,0.69671847,1.16181929,0.00359203,0.03086156
-5.06953477,1.37891078,0.15868191,0.00444316,0.69164491,1.16127457,0.00357179,0.02998658
-5.06353177,1.38653739,0.15738224,0.00434138,0.68844650,1.16869738,0.00360465,0.02927881
-5.05752876,1.40392063,0.15759277,0.00427972,0.68691968,1.18388829,0.00369164,0.02875120
-5.05152576,1.43083404,0.15930859,0.00425792,0.68688300,1.20660301,0.00383303,0.02841597
-5.04552276,1.46698275,0.16250947,0.00427536,0.68817732,1.23654880,0.00402841,0.02828504
-5.03951976,1.51200486,0.16716454,0.00433107,0.69066609,1.27338233,0.00427664,0.02837050
-5.03351676,1.56547538,0.17323731,0.00442375,0.69423603,1.31670933,0.00457590,0.02868521
-5.02751376,1.62691268,0.18069087,0.00455178,0.69879819,1.36608672,0.00492373,0.02924321
-5.02151076,1.69578778,0.18949297,0.00471320,0.70428941,1.42102736,0.00531707,0.03006020
-5.01550775,1.77153615,0.19962073,0.00490583,0.71067395,1.48100740,0.00575233,0.03115389
-5.00950475,1.85357161,0.21106480,0.00512722,0.71794502,1.54547612,0.00622547,0.03254426
-5.00350175,1.94130167,0.22383265,0.00537476,0.72612593,1.61386775,0.00673209,0.03425354
-4.99749875,2.03414331,0.23795077,0.00564570,0.73527034,1.68561461,0.00726756,0.03630613
-4.99149575,2.13153835,0.25346558,0.00593722,0.74546123,1.76016071,0.00782710,0.03872824
-4.98549275,2.23296700,0.27044294,0.00624648,0.75680839,1.83697498,0.00840591,0.04154722
-4.97948974,2.33795865,0.28896600,0.00657068,0.76944395,1.91556303,0.00899929,0.04479075
-4.97348674,2.44609877,0.30913152,0.00690709,0.78351592,1.99547650,0.00960275,0.04848571
-4.96748374,2.55703089,0.33104449,0.00725312,0.79917985,2.07631917,0.01021212,0.05265681
-4.96148074,2.67045326,0.35481134,0.00760628,0.81658851,2.15774916,0.01082362,0.05732513
-4.95547774,2.78610959,0.38053178,0.00796429,0.83588023,2.23947665,0.01143392,0.06250636
-4.94947474,2.90377417,0.40828958,0.00832496,0.85716617,2.32125713,0.01204015,0.06820913
-4.94347174,3.02323173,0.43814272,0.00868626,0.88051726,2.40288017,0.01263995,0.07443321
-4.93746873,3.14425292,0.47011322,0.00904625,0.90595148,2.48415439,0.01323139,0.08116787
-4.93146573,3.26656692,0.50417728,0.00940303,0.93342230,2.56488928,0.01381294,0.08839043
-4.92546273,3.38983252,0.54025610,0.00975469,0.96280895,2.64487511,0.01438335,0.09606506
-4.91945973,3.51360987,0.57820806,0.01009927,0.99390945,2.72386220,0.01494158,0.10414195
-4.91345673,3.63733472,0.61782274,0.01043467,1.02643674,2.80154101,0.01548662,0.11255695
-4.90745373,3.76029726,0.65881722,0.01075861,1.06001864,2.87752464,0.01601741,0.12123176
-4.90145073,3.88162755,0.70083512,0.01106862,1.09420182,2.95133519,0.01653267,0.13007458
-4.89544772,4.00028899,0.74344868,0.01136197,1.12845981,3.02239513,0.01703078,0.13898148
-4.88944472,4.11508121,0.78616397,0.01163568,1.16220499,3.09002499,0.01750972,0.14783823
-4.88344172,4.22465298,0.82842938,0.01188656,1.19480407,3.15344775,0.01796695,0.15652274
-4.87743872,4.32752544,0.86964712,0.01211122,1.22559666,3.21180044,0.01839939,0.16490789
-4.87143572,4.42212489,0.90918745,0.01230618,1.25391584,3.26415267,0.01880345,0.17286486
-4.86543272,4.50682435,0.94640528,0.01246790,1.27911014,3.30953143,0.01917506,0.18026655
-4.85942971,4.57999199,0.98065835,0.01259293,1.30056572,3.34695126,0.01950972,0.18699127
-4.85342671,4.64004442,1.01132645,0.01267800,1.31772775,3.37544834,0.01980271,0.19292630
-4.84742371,4.68550237,1.03783072,0.01272018,1.33012008,3.39411676,0.02004916,0.19797128
-4.84142071,4.71504601,1.05965240,0.01271695,1.33736210,3.40214532,0.02024429,0.20204137
-4.83541771,4.72756725,1.07634999,0.01266636,1.33918224,3.39885286,0.02038359,0.20506980
-4.82941471,4.72221648,1.08757420,0.01256715,1.33542724,3.38372038,0.02046300,0.20700996
-4.82341171,4.69844138,1.09307999,0.01241875,1.32606709,3.35641826,0.02047915,0.20783682
-4.81740870,4.65601609,1.09273509,0.01222146,1.31119524,3.31682738,0.02042952,0.20754760
-4.81140570,4.59505916,1.08652472,0.01197638,1.29102432,3.26505301,0.02031259,0.20616175
-4.80540270,4.51603981,1.07455222,0.01168546,1.26587758,3.20143087,0.02012799,0.20372020
-4.79939970,4.41977212,1.05703565,0.01135148,1.23617664,3.12652534,0.01987656,0.20028397
-4.79339670,4.30739777,1.03430051,0.01097799,1.20242607,3.04111986,0.01956040,0.19593217
-4.78739370,4.18035817,1.00676897,0.01056920,1.16519571,2.94620018,0.01918288,0.19075952
-4.78139070,4.04035762,0.97494611,0.01012995,1.12510153,2.84293145,0.01874860,0.18487349
-4.77538769,3.88931903,0.93940378,0.00966551,1.08278591,2.73263011,0.01826328,0.17839124
-4.76938469,3.72933444,0.90076283,0.00918150,1.03889811,2.61673201,0.01773367,0.17143638
-4.76338169,3.56261223,0.85967456,0.00868377,0.99407588,2.49675806,0.01716735,0.16413581
-4.75737869,3.39142321,0.81680193,0.00817823,0.94892868,2.37427864,0.01657261,0.15661667
-4.75137569,3.21804744,0.77280160,0.00767072,0.90402318,2.25087817,0.01595818,0.14900348
-4.74537269,3.04472346,0.72830712,0.00716694,0.85987136,2.12812079,0.01533309,0.14141560
-4.73936968,2.87360140,0.68391414,0.00667226,0.81692156,2.00751810,0.01470639,0.13396508
-4.73336668,2.70670092,0.64016781,0.00619171,0.77555234,1.89049964,0.01408697,0.12675482
-4.72736368,2.54587484,0.59755293,0.00572983,0.73606936,1.77838662,0.01348332,0.11987722
-4.72136068,2.39277888,0.55648677,0.00529065,0.69870491,1.67236921,0.01290339,0.11341308
-4.71535768,2.24884755,0.51731485,0.00487763,0.66361984,1.57348745,0.01235436,0.10743098
-4.70935468,2.11527625,0.48030926,0.00449361,0.63090758,1.48261597,0.01184250,0.10198690
-4.70335168,1.99300919,0.44566964,0.00414083,0.60059984,1.40045221,0.01137302,0.09712409
-4.69734867,1.88273296,0.41352627,0.00382086,0.57267351,1.32750825,0.01095002,0.09287320
-4.69134567,1.78487507,0.38394499,0.00353468,0.54705839,1.26410604,0.01057632,0.08925254
-4.68534267,1.69960731,0.35693365,0.00328265,0.52364536,1.21037586,0.01025351,0.08626847
-4.67933967,1.62685337,0.33244947,0.00306452,0.50229462,1.16625814,0.00998185,0.08391588
-4.67333667,1.56630045,0.31040708,0.00287952,0.48284373,1.13150835,0.00976032,0.08217877
-4.66733367,1.51741465,0.29068686,0.00272633,0.46511526,1.10570524,0.00958664,0.08103083
-4.66133067,1.47945981,0.27314308,0.00260318,0.44892381,1.08826222,0.00945738,0.08043612
-4.65532766,1.45151977,0.25761188,0.00250785,0.43408241,1.07844216,0.00936801,0.08034983
-4.64932466,1.43252376,0.24391857,0.00243779,0.42040820,1.07537530,0.00931309,0.08071911
-4.64332166,1.42127482,0.23188435,0.00239012,0.40772743,1.07808040,0.00928637,0.08148403
-4.63731866,1.41648087,0.22133224,0.00236174,0.39587977,1.08548892,0.00928099,0.08257868
-4.63131566,1.41678816,0.21209227,0.00234938,0.38472211,1.09647174,0.00928968,0.08393239
-4.62531266,1.42081651,0.20400589,0.00234967,0.37413181,1.10986821,0.00930499,0.08547115
-4.61930965,1.42719573,0.19692962,0.00235925,0.36400944,1.12451666,0.00931947,0.08711918
-4.61330665,1.43460238,0.19073808,0.00237480,0.35428118,1.13928578,0.00932592,0.08880062
-4.60730365,1.44179593,0.18532643,0.00239317,0.34490078,1.15310595,0.00931759,0.09044135
-4.60130065,1.44765334,0.18061215,0.00241140,0.33585108,1.16499942,0.00928843,0.09197090
-4.59529765,1.45120080,0.17653642,0.00242680,0.32714512,1.17410846,0.00923320,0.09332428
-4.58929465,1.45164167,0.17306493,0.00243705,0.31882657,1.17972038,0.00914772,0.09444388
-4.58329165,1.44837944,0.17018819,0.00244020,0.31096970,1.18128837,0.00902893,0.09528108
-4.57728864,1.44103473,0.16792135,0.00243471,0.30367847,1.17844747,0.00887503,0.09579775
-4.57128564,1.42945569,0.16630345,0.00241951,0.29708480,1.17102478,0.00868553,0.09596742
-4.56528264,1.41372105,0.16539609,0.00239399,0.29134597,1.15904355,0.00846126,0.09577608
-4.55927964,1.39413566,0.16528141,0.00235799,0.28664091,1.14272084,0.00820436,0.09522256
-4.55327664,1.37121847,0.16605951,0.00231180,0.28316559,1.12245883,0.00791820,0.09431848
-4.54727364,1.34568329,0.16784510,0.00225612,0.28112732,1.09882992,0.00760731,0.09308770
-4.54127064,1.31841294,0.17076353,0.00219201,0.28073822,1.07255631,0.00727723,0.09156538
-4.53526763,1.29042763,0.17494625,0.00212087,0.28220789,1.04448472,0.00693439,0.08979648
-4.52926463,1.26284872,0.18052564,0.00204433,0.28573546,1.01555717,0.00658593,0.08783406
-4.52326163,1.23685921,0.18762948,0.00196423,0.29150140,0.98677898,0.00623948,0.08573711
-4.51725863,1.21366223,0.19637521,0.00188252,0.29965918,0.95918505,0.00590304,0.08356826
-4.51125563,1.19443910,0.20686396,0.00180120,0.31032730,0.93380570,0.00558472,0.08139137
-4.50525263,1.18030835,0.21917485,0.00172227,0.32358185,0.91163315,0.00529262,0.07926906
-4.49924962,1.17228710,0.23335952,0.00164761,0.33945000,0.89358975,0.00503460,0.07726039
-4.49324662,1.17125599,0.24943723,0.00157898,0.35790478,0.88049896,0.00481813,0.07541868
-4.48724362,1.17792869,0.26739071,0.00151795,0.37886127,0.87305980,0.00465011,0.07378966
-4.48124062,1.19282688,0.28716300,0.00146581,0.40217458,0.87182554,0.00453677,0.07240992
-4.47523762,1.21626134,0.30865533,0.00142362,0.42763964,0.87718701,0.00448348,0.07130581
-4.46923462,1.24831943,0.33172624,0.00139212,0.45499298,0.88936086,0.00449466,0.07049276
-4.46323162,1.28885922,0.35619198,0.00137172,0.48391640,0.90838288,0.00457362,0.06997500
-4.45722861,1.33751017,0.38182828,0.00136254,0.51404249,0.93410637,0.00472250,0.06974582
-4.45122561,1.39368016,0.40837332,0.00136437,0.54496185,0.96620544,0.00494218,0.06978815
-4.44522261,1.45656838,0.43553199,0.00137669,0.57623171,1.00418290,0.00523213,0.07007554
-4.43921961,1.52518376,0.46298117,0.00139871,0.60738573,1.04738246,0.00559045,0.07057341
-4.43321661,1.59836805,0.49037602,0.00142938,0.63794457,1.09500477,0.00601372,0.07124062
-4.42721361,1.67482308,0.51735692,0.00146744,0.66742695,1.14612694,0.00649707,0.07203111
-4.42121061,1.75314137,0.54355702,0.00151144,0.69536073,1.19972493,0.00703413,0.07289568
-4.41520760,1.83183931,0.56861003,0.00155980,0.72129376,1.25469829,0.00761711,0.07378380
-4.40920460,1.90939220,0.59215819,0.00161084,0.74480411,1.30989686,0.00823688,0.07464530
-4.40320160,1.98427037,0.61386005,0.00166284,0.76550936,1.36414863,0.00888308,0.07543212
-4.39719860,2.05497552,0.63339799,0.00171406,0.78307481,1.41628838,0.00954432,0.07609973
-4.39119560,2.12007669,0.65048524,0.00176284,0.79722041,1.46518645,0.01020836,0.07660851
-4.38519260,2.17824499,0.66487228,0.00180760,0.80772619,1.50977693,0.01086243,0.07692487
-4.37918959,2.22828644,0.67635246,0.00184689,0.81443623,1.54908483,0.01149347,0.07702221
-4.37318659,2.26917218,0.68476681,0.00187944,0.81726124,1.58225150,0.01208850,0.07688157
-4.36718359,2.30006541,0.69000788,0.00190420,0.81617955,1.60855763,0.01263494,0.07649220
-4.36118059,2.32034437,0.69202255,0.00192035,0.81123682,1.62744341,0.01312098,0.07585187
-4.35517759,2.32962078,0.69081382,0.00192734,0.80254441,1.63852517,0.01353592,0.07496695
-4.34917459,2.32775328,0.68644150,0.00192489,0.79027662,1.64160796,0.01387052,0.07385244
-4.34317159,2.31485528,0.67902175,0.00191303,0.77466678,1.63669377,0.01411726,0.07253180
-4.33716858,2.29129697,0.66872547,0.00189206,0.75600245,1.62398496,0.01427058,0.07103658
-4.33116558,2.25770125,0.65577556,0.00186258,0.73461975,1.60388273,0.01432712,0.06940603
-4.32516258,2.21493342,0.64044301,0.00182545,0.71089683,1.57698055,0.01428576,0.06768657
-4.31915958,2.16408486,0.62304186,0.00178180,0.68524681,1.54405252,0.01414769,0.06593109
-4.31315658,2.10645076,0.60392305,0.00173297,0.65810999,1.50603700,0.01391639,0.06419822
-4.30715358,2.04350243,0.58346738,0.00168050,0.62994569,1.46401578,0.01359747,0.06255148
