energy_ev,total_up,Cd_p_up,Cd_d_up,Ga_p_up,Ga_d_up,Se_s_up,Se_p_up
-6.00000000,1.72848639,0.78849168,0.16894519,0.12398829,0.00000000,0.05352785,0.83178671
-5.99399700,1.73289250,0.78563379,0.16729549,0.12802345,0.00000000,0.05381100,0.82726080
-5.98799400,1.74441608,0.78565791,0.16661359,0.13250838,0.00000000,0.05442075,0.82610578
-5.98199100,1.76353914,0.78883082,0.16693990,0.13746223,0.00000000,0.05536434,0.82859244
-5.97598799,1.79058849,0.79535010,0.16829638,0.14289657,0.00000000,0.05664416,0.83492376
-5.96998499,1.82573395,0.80534234,0.17068686,0.14881533,0.00000000,0.05825765,0.84523411
-5.96398199,1.86899058,0.81886311,0.17409794,0.15521483,0.00000000,0.06019722,0.85959020
-5.95797899,1.92022438,0.83589849,0.17850027,0.16208393,0.00000000,0.06245034,0.87799330
-5.95197599,1.97916046,0.85636780,0.18385024,0.16940418,0.00000000,0.06499962,0.90038247
-5.94597299,2.04539296,0.88012716,0.19009182,0.17714991,0.00000000,0.06782305,0.92663832
-5.93996998,2.11839583,0.90697357,0.19715850,0.18528832,0.00000000,0.07089424,0.95658680
-5.93396698,2.19753367,0.93664926,0.20497521,0.19377946,0.00000000,0.07418276,0.99000293
-5.92796398,2.28207226,0.96884609,0.21346003,0.20257611,0.00000000,0.07765447,1.02661393
-5.92196098,2.37118802,1.00320977,0.22252567,0.21162363,0.00000000,0.08127194,1.06610180
-5.91595798,2.46397653,1.03934402,0.23208060,0.22085974,0.00000000,0.08499483,1.10810523
-5.90995498,2.55945996,1.07681451,0.24202987,0.23021432,0.00000000,0.08878039,1.15222082
-5.90395198,2.65659353,1.11515274,0.25227547,0.23960929,0.00000000,0.09258384,1.19800399
-5.89794897,2.75427169,1.15386003,0.26271645,0.24895863,0.00000000,0.09635889,1.24496955
-5.89194597,2.85133419,1.19241176,0.27324870,0.25816856,0.00000000,0.10005820,1.29259262
-5.88594297,2.94657302,1.23026215,0.28376457,0.26713811,0.00000000,0.10363387,1.34030994
-5.87993997,3.03874059,1.26684961,0.29415240,0.27575989,0.00000000,0.10703800,1.38752230
-5.87393697,3.12655999,1.30160307,0.30429622,0.28392133,0.00000000,0.11022321,1.43359822
-5.86793397,3.20873779,1.33394915,0.31407547,0.29150625,0.00000000,0.11314322,1.47787941
-5.86193097,3.28397969,1.36332049,0.32336522,0.29839692,0.00000000,0.11575347,1.51968820
-5.85592796,3.35100935,1.38916493,0.33203672,0.30447634,0.00000000,0.11801173,1.55833704
-5.84992496,3.40859015,1.41095570,0.33995855,0.30963091,0.00000000,0.11987882,1.59314021
-5.84392196,3.45554971,1.42820217,0.34699827,0.31375331,0.00000000,0.12131925,1.62342745
-5.83791896,3.49080648,1.44046098,0.35302466,0.31674549,0.00000000,0.12230192,1.64855931
-5.83191596,3.51339756,1.44734721,0.35791058,0.31852157,0.00000000,0.12280087,1.66794380
-5.82591296,3.52250679,1.44854499,0.36153617,0.31901076,0.00000000,0.12279584,1.68105361
-5.81990995,3.51749181,1.44381738,0.36379243,0.31815982,0.00000000,0.12227296,1.68744343
-5.81390695,3.49790893,1.43301471,0.36458494,0.31593531,0.00000000,0.12122524,1.68676643
-5.80790395,3.46353440,1.41608123,0.36383759,0.31232519,0.00000000,0.11965297,1.67878921
-5.80190095,3.41438101,1.39305955,0.36149605,0.30733993,0.00000000,0.11756403,1.66340443
-5.79589795,3.35070879,1.36409254,0.35753079,0.30101287,0.00000000,0.11497398,1.64064042
-5.78989495,3.27302920,1.32942260,0.35193951,0.29339999,0.00000000,0.11190602,1.61066709
-5.78389195,3.18210209,1.28938806,0.34474877,0.28457893,0.00000000,0.10839069,1.57379783
-5.77788894,3.07892517,1.24441685,0.33601470,0.27464736,0.00000000,0.10446546,1.53048693
-5.77188594,2.96471631,1.19501756,0.32582270,0.26372076,0.00000000,0.10017404,1.48132258
-5.76588294,2.84088884,1.14176812,0.31428618,0.25192974,0.00000000,0.09556559,1.42701546
-5.75987994,2.70902088,1.08530261,0.30154422,0.23941687,0.00000000,0.09069365,1.36838324
-5.75387694,2.57081952,1.02629648,0.28775837,0.22633335,0.00000000,0.08561509,1.30633144
-5.74787394,2.42808131,0.96545094,0.27310869,0.21283546,0.00000000,0.08038889,1.24183142
-5.74187094,2.28265037,0.90347685,0.25778911,0.19908107,0.00000000,0.07507487,1.17589604
-5.73586793,2.13637567,0.84107893,0.24200243,0.18522621,0.00000000,0.06973243,1.10955404
-5.72986493,1.99106908,0.77894064,0.22595510,0.17142200,0.00000000,0.06441941,1.04382391
-5.72386193,1.84846546,0.71771035,0.20985205,0.15781179,0.00000000,0.05919093,0.97968814
-5.71785893,1.71018631,0.65798924,0.19389173,0.14452888,0.00000000,0.05409846,0.91806887
-5.71185593,1.57770803,0.60032119,0.17826161,0.13169458,0.00000000,0.04918902,0.85980541
-5.70585293,1.45233562,0.54518507,0.16313424,0.11941695,0.00000000,0.04450457,0.80563467
-5.69984992,1.33518265,0.49298935,0.14866410,0.10778994,0.00000000,0.04008166,0.75617478
-5.69384692,1.22715767,0.44406923,0.13498515,0.09689310,0.00000000,0.03595120,0.71191257
-5.68784392,1.12895729,0.39868622,0.12220936,0.08679183,0.00000000,0.03213854,0.67319499
-5.68184092,1.04106581,0.35702986,0.11042596,0.07753792,0.00000000,0.02866373,0.64022479
-5.67583792,0.96376085,0.31922141,0.09970156,0.06917058,0.00000000,0.02554186,0.61306043
-5.66983492,0.89712464,0.28531932,0.09008101,0.06171762,0.00000000,0.02278367,0.59162006
-5.66383192,0.84106002,0.25532589,0.08158885,0.05519694,0.00000000,0.02039618,0.57568945
-5.65782891,0.79531046,0.22919489,0.07423127,0.04961798,0.00000000,0.01838345,0.56493338
-5.65182591,0.75948304,0.20683979,0.06799843,0.04498328,0.00000000,0.01674728,0.55891027
-5.64582291,0.73307349,0.18814209,0.06286708,0.04128987,0.00000000,0.01548799,0.55708937
-5.63981991,0.71549234,0.17295948,0.05880319,0.03853057,0.00000000,0.01460509,0.55886999
-5.63381691,0.70609114,0.16113359,0.05576463,0.03669502,0.00000000,0.01409789,0.56360221
-5.62781391,0.70418794,0.15249693,0.05370367,0.03577050,0.00000000,0.01396596,0.57060831
-5.62181091,0.70909127,0.14687899,0.05256931,0.03574237,0.00000000,0.01420952,0.57920437
-5.61580790,0.72012181,0.14411122,0.05230930,0.03659429,0.00000000,0.01482960,0.58872116
-5.60980490,0.73663135,0.14403092,0.05287183,0.03830810,0.00000000,0.01582810,0.59852394
-5.60380190,0.75801848,0.14648402,0.05420692,0.04086338,0.00000000,0.01720764,0.60803033
-5.59779890,0.78374078,0.15132676,0.05626736,0.04423688,0.00000000,0.01897130,0.61672575
-5.59179590,0.81332344,0.15842635,0.05900941,0.04840162,0.00000000,0.02112222,0.62417612
-5.58579290,0.84636416,0.16766085,0.06239311,0.05332606,0.00000000,0.02366302,0.63003718
