energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.66983492,5.19550051,0.07173321,0.59369863,2.77246972,1.83830883,0.09619696,2.43522906,1.58469642,0.33095307
-5.66383192,5.22690009,0.07258850,0.59459406,2.79182010,1.84401675,0.09729427,2.45303174,1.61570467,0.32562690
-5.65782891,5.25696792,0.07344265,0.59611040,2.81068898,1.84900682,0.09814642,2.46925961,1.64658279,0.32092410
-5.65182591,5.28316767,0.07424859,0.59784629,2.82766914,1.85249930,0.09872443,2.48290962,1.67632237,0.31671241
-5.64582291,5.30318905,0.07496411,0.59941901,2.84143835,1.85378648,0.09900822,2.49307872,1.70395365,0.31286672
-5.63981991,5.31500204,0.07555253,0.60047532,2.85079337,1.85225212,0.09898723,2.49898336,1.72856409,0.30927148
-5.63381691,5.31690068,0.07598325,0.60070088,2.85468037,1.84738704,0.09866064,2.49997498,1.74931556,0.30582259
-5.62781391,5.30753502,0.07623201,0.59982796,2.85222074,1.83880041,0.09803730,2.49555088,1.76545975,0.30242864
-5.62181091,5.28593075,0.07628105,0.59764117,2.84273149,1.82622643,0.09713526,2.48536040,1.77635147,0.29901167
-5.61580790,5.25149605,0.07611896,0.59398108,2.82573950,1.80952626,0.09598096,2.46920634,1.78145946,0.29550738
-5.60980490,5.20401614,0.07574057,0.58874571,2.80098940,1.78868536,0.09460814,2.44704174,1.78037462,0.29186489
-5.60380190,5.14363629,0.07514652,0.58188988,2.76844488,1.76380654,0.09305642,2.41896247,1.77281538,0.28804605
-5.59779890,5.07083449,0.07434291,0.57342267,2.72828345,1.73509918,0.09136972,2.38519595,1.75863021,0.28402454
-5.59179590,4.98638540,0.07334079,0.56340313,2.68088537,1.70286541,0.08959450,2.34608687,1.73779727,0.27978474
-5.58579290,4.89131756,0.07215562,0.55193455,2.62681700,1.66748386,0.08777792,2.30208042,1.71042137,0.27532039
-5.57978989,4.78686587,0.07080672,0.53915771,2.56680970,1.62939196,0.08596599,2.25370385,1.67672827,0.27063335
-5.57378689,4.67442138,0.06931672,0.52524339,2.50173506,1.58906749,0.08420183,2.20154723,1.63705674,0.26573227
-5.56778389,4.55548068,0.06771101,0.51038459,2.43257747,1.54701038,0.08252399,2.14624398,1.59184843,0.26063145
-5.56178089,4.43159651,0.06601713,0.49478878,2.36040503,1.50372539,0.08096513,2.08845198,1.54163617,0.25534976
-5.55577789,4.30433147,0.06426429,0.47867050,2.28633978,1.45970629,0.07955077,2.02883579,1.48703065,0.24990976
-5.54977489,4.17521617,0.06248276,0.46224461,2.21152810,1.41542224,0.07829856,1.96805040,1.42870616,0.24433696
-5.54377189,4.04571267,0.06070333,0.44572036,2.13711197,1.37130642,0.07721777,1.90672692,1.36738552,0.23865926
-5.53776888,3.91718409,0.05895677,0.42929642,2.06420171,1.32774748,0.07630917,1.84546041,1.30382460,0.23290650
-5.53176588,3.79087053,0.05727325,0.41315702,1.99385074,1.28508349,0.07556530,1.78479994,1.23879673,0.22711022
-5.52576288,3.66787145,0.05568172,0.39746902,1.92703253,1.24359862,0.07497106,1.72524099,1.17307732,0.22130342
-5.51975988,3.54913403,0.05420933,0.38238005,1.86462018,1.20352212,0.07450461,1.66721998,1.10742897,0.21552047
-5.51375688,3.43544730,0.05288084,0.36801745,1.80736862,1.16502942,0.07413855,1.61111094,1.04258724,0.20979706
-5.50775388,3.32744111,0.05171799,0.35448798,1.75589969,1.12824490,0.07384131,1.55722411,0.97924755,0.20417018
-5.50175088,3.22558948,0.05073897,0.34187802,1.71069009,1.09324597,0.07357868,1.50580624,0.91805322,0.19867819
-5.49574787,3.13021738,0.04995783,0.33025427,1.67206238,1.06006805,0.07331542,1.45704256,0.85958495,0.19336082
-5.48974487,3.04151032,0.04938407,0.31966455,1.64017917,1.02870994,0.07301686,1.41105999,0.80435200,0.18825932
-5.48374187,2.95952614,0.04902224,0.31013879,1.61504053,0.99913939,0.07265046,1.36793171,0.75278508,0.18341655
-5.47773887,2.88420829,0.04887166,0.30168997,1.59648493,0.97129839,0.07218726,1.32768266,0.70523123,0.17887720
-5.47173587,2.81540024,0.04892633,0.29431493,1.58419371,0.94510810,0.07160312,1.29029609,0.66195072,0.17468799
-5.46573287,2.75286074,0.04917494,0.28799516,1.57769931,0.92047313,0.07087975,1.25572080,0.62311600,0.17089796
-5.45972986,2.69627945,0.04960106,0.28269738,1.57639721,0.89728522,0.07000551,1.22387905,0.58881279,0.16755885
-5.45372686,2.64529309,0.05018350,0.27837412,1.57956161,0.87542621,0.06897593,1.19467504,0.55904312,0.16472546
-5.44772386,2.59950167,0.05089682,0.27496430,1.58636472,0.85477046,0.06779392,1.16800363,0.53373044,0.16245612
-5.44172086,2.55848493,0.05171204,0.27239385,1.59589924,0.83518679,0.06646978,1.14375932,0.51272645,0.16081309
-5.43571786,2.52181880,0.05259742,0.27057661,1.60720369,0.81654017,0.06502094,1.12184511,0.49581948,0.15986298
-5.42971486,2.48909164,0.05351941,0.26941547,1.61928993,0.79869320,0.06347141,1.10218105,0.48274431,0.15967707
-5.42371186,2.45992022,0.05444364,0.26880386,1.63117214,0.78150777,0.06185112,1.08471217,0.47319286,0.16033149
-5.41770885,2.43396488,0.05533595,0.26862776,1.64189624,0.76484688,0.06019506,1.06941550,0.46682573,0.16190720
-5.41170585,2.41094375,0.05616347,0.26876805,1.65056901,0.74857687,0.05854232,1.05630582,0.46328383,0.16448967
-5.40570285,2.39064531,0.05689556,0.26910336,1.65638560,0.73257010,0.05693500,1.04543982,0.46220011,0.16816829
-5.39969985,2.37293886,0.05750477,0.26951335,1.65865456,0.71670802,0.05541709,1.03691834,0.46321072,0.17303533
-5.39369685,2.35778230,0.05796765,0.26988218,1.65681939,0.70088483,0.05403335,1.03088639,0.46596524,0.17918443
-5.38769385,2.34522671,0.05826536,0.27010225,1.65047568,0.68501128,0.05282811,1.02753083,0.47013583,0.18670866
-5.38169085,2.33541708,0.05838417,0.27007789,1.63938321,0.66901883,0.05184419,1.02707541,0.47542475,0.19569807
-5.37568784,2.32858902,0.05831573,0.26972896,1.62347250,0.65286368,0.05112175,1.02977334,0.48157013,0.20623678
-5.36968484,2.32506107,0.05805719,0.26899409,1.60284553,0.63653056,0.05069722,1.03589737,0.48834981,0.21839961
-5.36368184,2.32522259,0.05761102,0.26783344,1.57777079,0.62003612,0.05060235,1.04572768,0.49558312,0.23224839
-5.35767884,2.32951770,0.05698473,0.26623090,1.54867283,0.60343155,0.05086322,1.05953797,0.50313065,0.24782804
-5.35167584,2.33842543,0.05619041,0.26419546,1.51611700,0.58680431,0.05149944,1.07758024,0.51089206,0.26516258
-5.34567284,2.35243714,0.05524403,0.26176187,1.48079014,0.57027885,0.05252336,1.10006894,0.51880215,0.28425118
-5.33966983,2.37203202,0.05416477,0.25899036,1.44347822,0.55401612,0.05393949,1.12716523,0.52682545,0.30506450
-5.33366683,2.39765189,0.05297413,0.25596568,1.40504219,0.53821187,0.05574399,1.15896216,0.53494970,0.32754149
-5.32766383,2.42967664,0.05169508,0.25279526,1.36639307,0.52309387,0.05792435,1.19547149,0.54317861,0.35158690
-5.32166083,2.46840165,0.05035123,0.24960674,1.32846759,0.50891786,0.06045931,1.23661309,0.55152423,0.37706949
-5.31565783,2.51401833,0.04896595,0.24654504,1.29220548,0.49596269,0.06331890,1.28220746,0.55999958,0.40382139
-5.30965483,2.56659918,0.04756161,0.24376891,1.25852930,0.48452450,0.06646479,1.33197200,0.56861178,0.43163850
-5.30365183,2.62608804,0.04615899,0.24144732,1.22832756,0.47491041,0.06985081,1.38552147,0.57735609,0.46028202
-5.29764882,2.69229626,0.04477669,0.23975570,1.20244156,0.46743165,0.07342382,1.44237269,0.58621130,0.48948132
-5.29164582,2.76490502,0.04343073,0.23887220,1.18165615,0.46239654,0.07712472,1.50195350,0.59513649,0.51893788
-5.28564282,2.84347360,0.04213437,0.23897403,1.16669406,0.46010338,0.08088971,1.56361574,0.60406958,0.54833034
-5.27963982,2.92745307,0.04089795,0.24023396,1.15821358,0.46083340,0.08465177,1.62665159,0.61292738,0.57732061
-5.27363682,3.01620446,0.03972893,0.24281707,1.15680861,0.46484390,0.08834229,1.69031260,0.62160738,0.60556056
-5.26763382,3.10902020,0.03863207,0.24687760,1.16301025,0.47236173,0.09189275,1.75383058,0.62999091,0.63269947
-5.26163082,3.20514742,0.03760963,0.25255602,1.17728893,0.48357703,0.09523655,1.81643917,0.63794753,0.65839162
-5.25562781,3.30381137,0.03666173,0.25997624,1.20005579,0.49863751,0.09831065,1.87739516,0.64534025,0.68230399
-5.24962481,3.40423763,0.03578669,0.26924285,1.23166246,0.51764311,0.10105733,1.93599840,0.65203135,0.70412377
-5.24362181,3.50567145,0.03498137,0.28043847,1.27239823,0.54064120,0.10342563,1.99160936,0.65788827,0.72356529
-5.23761881,3.60739318,0.03424163,0.29362112,1.32248405,0.56762251,0.10537269,2.04366342,0.66278931,0.74037638
-5.23161581,3.70872875,0.03356257,0.30882169,1.38206305,0.59851780,0.10686471,2.09168137,0.66662869,0.75434372
-5.22561281,3.80905496,0.03293893,0.32604148,1.45118767,0.63319544,0.10787780,2.13527549,0.66932080,0.76529719
-5.21960980,3.90779939,0.03236525,0.34525009,1.52980389,0.67146025,0.10839827,2.17415130,0.67080329,0.77311298
-5.21360680,4.00443548,0.03183613,0.36638367,1.61773352,0.71305375,0.10842279,2.20810485,0.67103889,0.77771555
-5.20760380,4.09847383,0.03134637,0.38934377,1.71465579,0.75765604,0.10795811,2.23701622,0.67001589,0.77907821
-5.20160080,4.18945081,0.03089100,0.41399701,1.82008988,0.80488974,0.10702049,2.26083953,0.66774738,0.77722254
-5.19559780,4.27691625,0.03046541,0.44017588,1.93338013,0.85432606,0.10563486,2.27959057,0.66426920,0.77221659
-5.18959480,4.36042186,0.03006536,0.46768065,2.05368590,0.90549327,0.10383379,2.29333293,0.65963695,0.76417199
-5.18359180,4.43951224,0.02968696,0.49628291,2.17997776,0.95788766,0.10165622,2.30216354,0.65392220,0.75324023
-5.17758879,4.51372008,0.02932679,0.52573052,2.31104169,1.01098696,0.09914613,2.30619893,0.64720822,0.73960799
-5.17158579,4.58256688,0.02898183,0.55575427,2.44549250,1.06426603,0.09635111,2.30556302,0.63958559,0.72349210
-5.16558279,4.64557023,0.02864962,0.58607604,2.58179714,1.11721455,0.09332104,2.30037729,0.63114786,0.70513390
-5.15957979,4.70225803,0.02832829,0.61641830,2.71830809,1.16935615,0.09010667,2.29075420,0.62198775,0.68479358
-5.15357679,4.75218955,0.02801668,0.64651476,2.85330612,1.22026836,0.08675849,2.27679400,0.61219394,0.66274439
-5.14757379,4.79498246,0.02771452,0.67612162,2.98505141,1.26960258,0.08332560,2.25858539,0.60184881,0.63926712
-5.14157079,4.83034456,0.02742251,0.70502897,3.11184076,1.31710301,0.07985485,2.23620969,0.59102711,0.61464485
-5.13556778,4.85810811,0.02714250,0.73307180,3.23206862,1.36262372,0.07639012,2.20974824,0.57979574,0.58915827
-5.12956478,4.87826453,0.02687762,0.76013979,3.34428874,1.40614248,0.07297181,2.17929240,0.56821452,0.56308146
-5.12356178,4.89099669,0.02663233,0.78618548,3.44727319,1.44777061,0.06963648,2.14495526,0.55633785,0.53667843
-5.11755878,4.89670597,0.02641250,0.81122986,3.54006526,1.48775768,0.06641670,2.10688412,0.54421710,0.51020025
-5.11155578,4.89603143,0.02622537,0.83536509,3.62202292,1.52649035,0.06334099,2.06527260,0.53190356,0.48388292
-5.10555278,4.88985858,0.02607944,0.85875379,3.69284994,1.56448476,0.06043387,2.02037143,0.51945154,0.45794587
-5.09954977,4.87931587,0.02598430,0.88162449,3.75261211,1.60237218,0.05771598,1.97249684,0.50692146,0.43259095
-5.09354677,4.86575756,0.02595035,0.90426340,3.80173702,1.64087795,0.05520431,1.92203563,0.49438263,0.40800200
-5.08754377,4.85073248,0.02598847,0.92700238,3.84099657,1.68079419,0.05291229,1.86944650,0.48191541,0.38434469
-5.08154077,4.83593909,0.02610958,0.95020362,3.87147247,1.72294698,0.05085002,1.81525694,0.46961256,0.36176668
-5.07553777,4.82316814,0.02632420,0.97424144,3.89450590,1.76815917,0.04902440,1.76005584,0.45757969,0.34039787
-5.06953477,4.81423520,0.02664191,0.99948216,3.91163359,1.81721043,0.04743918,1.70448183,0.44593461,0.32035069
-5.06353177,4.81090593,0.02707083,1.02626289,3.92451345,1.87079607,0.04609511,1.64920787,0.43480570,0.30172035
-5.05752876,4.81481782,0.02761714,1.05487026,3.93484330,1.92948671,0.04498991,1.59492288,0.42432928,0.28458499
-5.05152576,4.82740240,0.02828455,1.08552034,3.94427723,1.99369083,0.04411828,1.54231117,0.41464611,0.26900565
-5.04552276,4.84981224,0.02907396,1.11834077,3.95434380,2.06362211,0.04347196,1.49203097,0.40589732,0.25502613
-5.03951976,4.88285675,0.02998306,1.15335626,3.96637063,2.13927341,0.04303975,1.44469305,0.39821990,0.24267276
-5.03351676,4.92695080,0.03100619,1.19047831,3.98141932,2.22039915,0.04280759,1.40084060,0.39174212,0.23195405
-5.02751376,4.98207926,0.03213420,1.22949982,4.00023429,2.30650711,0.04275871,1.36093159,0.38657904,0.22286039
-5.02151076,5.04777985,0.03335449,1.27009527,4.02320818,2.39686063,0.04287386,1.32532438,0.38282848,0.21536387
-5.01550775,5.12314589,0.03465119,1.31182643,4.05036551,2.49049139,0.04313163,1.29426744,0.38056765,0.20941827
-5.00950475,5.20684918,0.03600548,1.35415358,4.08136528,2.58622260,0.04350888,1.26789365,0.37985059,0.20495932
-5.00350175,5.29718229,0.03739597,1.39645185,4.11552214,2.68270173,0.04398119,1.24621944,0.38070660,0.20190539
-4.99749875,5.39211850,0.03879927,1.43803194,4.15184463,2.77844153,0.04452351,1.22914874,0.38313968,0.20015855
-4.99149575,5.48938660,0.04019060,1.47816430,4.18908815,2.87186767,0.04511073,1.21648147,0.38712902,0.19960615
-4.98549275,5.58655692,0.04154446,1.51610560,4.22581942,2.96137071,0.04571836,1.20792603,0.39263036,0.20012287
-4.97948974,5.68113457,0.04283534,1.55112629,4.26048900,3.04536039,0.04632322,1.20311515,0.39957832,0.20157325
-4.97348674,5.77065537,0.04403847,1.58253792,4.29150755,3.12231950,0.04690403,1.20162417,0.40788928,0.20381470
-4.96748374,5.85277996,0.04513051,1.60971887,4.31732205,3.19085530,0.04744198,1.20299092,0.41746477,0.20670078
-4.96148074,5.92538188,0.04609022,1.63213747,4.33648804,3.24974593,0.04792123,1.20673614,0.42819513,0.21008482
-4.95547774,5.98662574,0.04689906,1.64937135,4.34773440,3.29798029,0.04832922,1.21238370,0.43996319,0.21382372
-4.94947474,6.03503224,0.04754166,1.66112222,4.35001789,3.33478949,0.04865693,1.21947952,0.45264787,0.21778169
-4.94347174,6.06952782,0.04800626,1.66722562,4.34256528,3.35966914,0.04889889,1.22760869,0.46612742,0.22183393
-4.93746873,6.08947731,0.04828499,1.66765532,4.32490184,3.37239167,0.04905320,1.23641015,0.48028237,0.22587008
-4.93146573,6.09469908,0.04837399,1.66252235,4.29686560,3.37300886,0.04912123,1.24558844,0.49499785,0.22979722
-4.92546273,6.08546313,0.04827351,1.65206891,4.25860776,3.36184480,0.04910733,1.25492247,0.51016557,0.23354244
-4.91945973,6.06247319,0.04798774,1.63665778,4.21058033,3.33948028,0.04901843,1.26427097,0.52568530,0.23705480
-4.91345673,6.02683467,0.04752464,1.61675776,4.15351248,3.30672982,0.04886352,1.27357502,0.54146589,0.24030661
-4.90745373,5.98001103,0.04689565,1.59292612,4.08837783,3.26461275,0.04865310,1.28285764,0.55742612,0.24329403
-4.90145073,5.92377107,0.04611520,1.56578882,4.01635485,3.21431993,0.04839870,1.29222081,0.57349523,0.24603692
-4.89544772,5.86013021,0.04520031,1.53601966,3.93878303,3.15717792,0.04811236,1.30184036,0.58961355,0.24857804
-4.88944472,5.79128843,0.04416997,1.50431908,3.85711684,3.09461203,0.04780616,1.31195907,0.60573302,0.25098156
-4.88344172,5.71956768,0.04304457,1.47139357,3.77288005,3.02810970,0.04749186,1.32287839,0.62181789,0.25333108
-4.87743872,5.64735094,0.04184535,1.43793636,3.68762192,2.95918563,0.04718061,1.33494915,0.63784563,0.25572705
-4.87143572,5.57702482,0.04059370,1.40461016,3.60287690,2.88934935,0.04688274,1.34856163,0.65380785,0.25828402
-4.86543272,5.51092711,0.03931067,1.37203208,3.52012881,2.82007612,0.04660768,1.36413520,0.66971139,0.26112745
-4.85942971,5.45129997,0.03801640,1.34076139,3.44077996,2.75278140,0.04636391,1.38210770,0.68557940,0.26439056
-4.85342671,5.40024927,0.03672964,1.31128994,3.36612558,2.68879900,0.04615899,1.40292469,0.70145207,0.26821113
-4.84742371,5.35970980,0.03546736,1.28403539,3.29733309,2.62936280,0.04599966,1.42702858,0.71738719,0.27272834
-4.84142071,5.33141598,0.03424444,1.25933713,3.23542602,2.57559170,0.04589193,1.45484757,0.73345991,0.27807982
-4.83541771,5.31687723,0.03307341,1.23745453,3.18127167,2.52847727,0.04584115,1.48678452,0.74976182,0.28439887
-4.82941471,5.31735729,0.03196438,1.21856749,3.13557210,2.48887369,0.04585210,1.52320543,0.76639902,0.29181195
-4.82341171,5.33385648,0.03092494,1.20277864,3.09885749,2.45748946,0.04592898,1.56442775,0.78348901,0.30043631
-4.81740870,5.36709628,0.02996024,1.19011718,3.07148150,2.43488034,0.04607535,1.61070843,0.80115642,0.31037787
-4.81140570,5.41750563,0.02907310,1.18054382,3.05361824,2.42144335,0.04629407,1.66223183,0.81952760,0.32172920
-4.80540270,5.48520886,0.02826419,1.17395669,3.04526056,2.41741169,0.04658704,1.71909773,0.83872410,0.33456761
-4.79939970,5.57001522,0.02753228,1.17019784,3.04621998,2.42285043,0.04695500,1.78130986,0.85885527,0.34895323
-4.79339670,5.67141076,0.02687452,1.16906027,3.05612837,2.43765344,0.04739727,1.84876517,0.88001039,0.36492713
-4.78739370,5.78855319,0.02628669,1.17029518,3.07444201,2.46154177,0.04791139,1.92124475,0.90225064,0.38250934
-4.78139070,5.92027104,0.02576355,1.17361959,3.10044865,2.49406404,0.04849288,1.99840668,0.92560140,0.40169693
-4.77538769,6.06506840,0.02529908,1.17872388,3.13327815,2.53459948,0.04913498,2.07978175,0.95004542,0.42246197
-4.76938469,6.22113652,0.02488678,1.18527953,3.17191747,2.58236418,0.04982845,2.16477269,0.97551738,0.44474971
-4.76338169,6.38637383,0.02451988,1.19294690,3.21523035,2.63642118,0.05056149,2.25265734,1.00190031,0.46847676
-4.75737869,6.55841513,0.02419158,1.20138280,3.26198195,2.69569484,0.05131980,2.34259656,1.02902428,0.49352979
-4.75137569,6.73467093,0.02389523,1.21024813,3.31086852,2.75898978,0.05208671,2.43364698,1.05666781,0.51976452
-4.74537269,6.91237699,0.02362443,1.21921521,3.36055143,2.82501447,0.05284351,2.52477873,1.08456200,0.54700540
-4.73936968,7.08865359,0.02337323,1.22797472,3.40969502,2.89240914,0.05356991,2.61489808,1.11239753,0.57504615
-4.73336668,7.26057351,0.02313617,1.23624226,3.45700696,2.95977766,0.05424461,2.70287434,1.13983439,0.60365112
-4.72736368,7.42523698,0.02290840,1.24376414,3.50127975,3.02572235,0.05484599,2.78757044,1.16651399,0.63255783
-4.72136068,7.57985101,0.02268576,1.25032243,3.54143142,3.08888080,0.05535290,2.86787596,1.19207312,0.66148048
-4.71535768,7.72181034,0.02246485,1.25573886,3.57654390,3.14796328,0.05574542,2.94274150,1.21615923,0.69011479
-4.70935468,7.84877663,0.02224307,1.25987771,3.60589675,3.20178916,0.05600574,3.01121271,1.23844628,0.71814377
-4.70335168,7.95875216,0.02201878,1.26264724,3.62899474,3.24932096,0.05611884,3.07246261,1.25865028,0.74524454
-4.69734867,8.05014479,0.02179130,1.26399989,3.64558752,3.28969422,0.05607325,3.12582049,1.27654379,0.77109598
-4.69134567,8.12182065,0.02156100,1.26393104,3.65568014,3.32224203,0.05586154,3.17079593,1.29196856,0.79538690
-4.68534267,8.17314186,0.02132939,1.26247643,3.65953373,3.34651264,0.05548077,3.20709666,1.30484568,0.81782449
-4.67933967,8.20398696,0.02109911,1.25970844,3.65765585,3.36227960,0.05493265,3.23463927,1.31518257,0.83814271
-4.67333667,8.21475290,0.02087400,1.25573133,3.65078097,3.36954352,0.05422362,3.25355197,1.32307650,0.85611034
-4.66733367,8.20633796,0.02065906,1.25067573,3.63984180,3.36852554,0.05336464,3.26416931,1.32871441,0.87153822
-4.66133067,8.18010630,0.02046042,1.24469269,3.62593267,3.35965267,0.05237082,3.26701897,1.33236900,0.88428547
-4.65532766,8.13783566,0.02028522,1.23794756,3.61026701,3.34353577,0.05126089,3.26280113,1.33439139,0.89426430
-4.64932466,8.08165054,0.02014149,1.23061402,3.59413069,3.32094115,0.05005655,3.25236162,1.33520056,0.90144331
-4.64332166,8.01394408,0.02003795,1.22286862,3.57883368,3.29275729,0.04878162,3.23666000,1.33527027,0.90584899
