energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,24.10985300,0.02607035,0.08631689,0.19392656,0.44643504,0.35051134,22.91370564
-5.99399700,24.51849775,0.02608427,0.08584120,0.19360130,0.43163284,0.34015598,23.30478569
-5.98799400,24.99489044,0.02610977,0.08533235,0.19313485,0.41781095,0.33004763,23.76186803
-5.98199100,25.53129961,0.02615702,0.08480569,0.19258485,0.40488288,0.32017790,24.27726097
-5.97598799,26.11914533,0.02623764,0.08427831,0.19201493,0.39277198,0.31054777,24.84244985
-5.96998499,26.74897726,0.02636430,0.08376767,0.19149167,0.38141115,0.30116635,25.44808439
-5.96398199,27.41046373,0.02655031,0.08329013,0.19108134,0.37074174,0.29204897,26.08397632
-5.95797899,28.09240467,0.02680913,0.08285964,0.19084669,0.36071190,0.28321499,26.73911953
-5.95197599,28.78278051,0.02715398,0.08248640,0.19084374,0.35127457,0.27468545,27.40174387
-5.94597299,29.46884687,0.02759742,0.08217588,0.19111909,0.34238554,0.26648078,28.05941174
-5.93996998,30.13728148,0.02815115,0.08192805,0.19170767,0.33400160,0.25861881,28.69916348
-5.93396698,30.77438597,0.02882576,0.08173693,0.19263114,0.32607918,0.25111318,29.30771387
-5.92796398,31.36634056,0.02963065,0.08159053,0.19389712,0.31857349,0.24397226,29.87169787
-5.92196098,31.89950548,0.03057410,0.08147116,0.19549909,0.31143834,0.23719865,30.37795955
-5.91595798,32.36075847,0.03166341,0.08135600,0.19741724,0.30462655,0.23078932,30.81387404
-5.90995498,32.73785411,0.03290514,0.08121812,0.19961987,0.29809095,0.22473620,31.16768931
-5.90395198,33.01978826,0.03430543,0.08102761,0.20206559,0.29178598,0.21902733,31.42887145
-5.89794897,33.19714905,0.03587044,0.08075298,0.20470591,0.28566950,0.21364834,31.58843632
-5.89194597,33.26243573,0.03760675,0.08036263,0.20748818,0.27970495,0.20858414,31.63924974
-5.88594297,33.21032751,0.03952185,0.07982634,0.21035874,0.27386344,0.20382069,31.57627941
-5.87993997,33.03788708,0.04162456,0.07911668,0.21326598,0.26812572,0.19934679,31.39678414
-5.87393697,32.74468633,0.04392543,0.07821029,0.21616327,0.26248383,0.19515562,31.10042884
-5.86793397,32.33284637,0.04643710,0.07708898,0.21901147,0.25694230,0.19124602,30.68931772
-5.86193097,31.80698834,0.04917450,0.07574049,0.22178100,0.25151883,0.18762343,30.16794277
-5.85592796,31.17409637,0.05215498,0.07415906,0.22445335,0.24624433,0.18430031,29.54304880
-5.84992496,30.44329879,0.05539829,0.07234561,0.22702196,0.24116229,0.18129626,28.82342123
-5.84392196,29.62557779,0.05892642,0.07030762,0.22949240,0.23632764,0.17863751,28.01960631
-5.83791896,28.73342133,0.06276322,0.06805881,0.23188192,0.23180488,0.17635608,27.14357711
-5.83191596,27.78043323,0.06693387,0.06561843,0.23421846,0.22766590,0.17448851,26.20836062
-5.82591296,26.78091917,0.07146415,0.06301048,0.23653906,0.22398717,0.17307428,25.22764288
-5.81990995,25.74946628,0.07637954,0.06026265,0.23888779,0.22084686,0.17215388,24.21536906
-5.81390695,24.70053343,0.08170408,0.05740529,0.24131342,0.21832159,0.17176678,23.18535482
-5.80790395,23.64806752,0.08745908,0.05447025,0.24386674,0.21648323,0.17194922,22.15092344
-5.80190095,22.60515866,0.09366168,0.05148978,0.24659778,0.21539565,0.17273197,21.12458122
-5.79589795,21.58374430,0.10032324,0.04849553,0.24955297,0.21511165,0.17413808,20.11774015
-5.78989495,20.59436906,0.10744773,0.04551758,0.25277233,0.21567013,0.17618081,19.14049472
-5.78389195,19.64600400,0.11503001,0.04258370,0.25628681,0.21709349,0.17886168,18.20145570
-5.77788894,18.74592605,0.12305418,0.03971873,0.26011588,0.21938551,0.18216870,17.30764159
-5.77188594,17.89965570,0.13149209,0.03694414,0.26426537,0.22252958,0.18607505,16.46442565
-5.76588294,17.11094915,0.14030203,0.03427774,0.26872569,0.22648753,0.19053798,15.67553434
-5.75987994,16.38183952,0.14942771,0.03173361,0.27347055,0.23119894,0.19549820,14.94309175
-5.75387694,15.71272072,0.15879768,0.02932211,0.27845611,0.23658109,0.20087979,14.26770361
-5.74787394,15.10246738,0.16832522,0.02705007,0.28362074,0.24252958,0.20659056,13.64857401
-5.74187094,14.54858394,0.17790877,0.02492104,0.28888538,0.24891957,0.21252303,13.08364809
-5.73586793,14.04737647,0.18743300,0.02293564,0.29415454,0.25560774,0.21855600,12.56977420
-5.72986493,13.59414135,0.19677052,0.02109197,0.29931788,0.26243495,0.22455669,12.10287976
-5.72386193,13.18336515,0.20578423,0.01938600,0.30425260,0.26922945,0.23038343,11.67815533
-5.71785893,12.80893097,0.21433024,0.01781200,0.30882624,0.27581077,0.23588889,11.29024254
-5.71185593,12.46432667,0.22226142,0.01636299,0.31290017,0.28199408,0.24092373,10.93342148
-5.70585293,12.14285079,0.22943125,0.01503106,0.31633351,0.28759489,0.24534056,10.60179412
-5.69984992,11.83781231,0.23569808,0.01380780,0.31898728,0.29243404,0.24899814,10.28946033
-5.69384692,11.54272009,0.24092942,0.01268453,0.32072892,0.29634271,0.25176551,9.99068335
-5.68784392,11.25145846,0.24500626,0.01165264,0.32143662,0.29916734,0.25352615,9.70004171
-5.68184092,10.95844497,0.24782706,0.01070375,0.32100368,0.30077423,0.25418165,9.41256477
-5.67583792,10.65876688,0.24931138,0.00982989,0.31934238,0.30105365,0.25365506,9.12384908
-5.66983492,10.34829290,0.24940287,0.00902367,0.31638737,0.29992325,0.25189354,8.83015321
-5.66383192,10.02375764,0.24807151,0.00827831,0.31209846,0.29733066,0.24887027,8.52846889
-5.65782891,9.68281647,0.24531500,0.00758771,0.30646244,0.29325516,0.24458547,8.21656705
-5.65182591,9.32406959,0.24115918,0.00694651,0.29949411,0.28770827,0.23906661,7.89301780
-5.64582291,8.94705514,0.23565753,0.00635003,0.29123632,0.28073333,0.23236755,7.55718447
-5.63981991,8.55221232,0.22888967,0.00579426,0.28175898,0.27240402,0.22456695,7.20919247
-5.63381691,8.14081641,0.22095902,0.00527582,0.27115721,0.26282188,0.21576567,6.84987492
-5.62781391,7.71488914,0.21198966,0.00479190,0.25954860,0.25211299,0.20608365,6.48069761
-5.62181091,7.27708837,0.20212257,0.00434019,0.24706976,0.24042391,0.19565608,6.10366692
-5.61580790,6.83058214,0.19151144,0.00391881,0.23387226,0.22791711,0.18462928,5.72122473
-5.60980490,6.37891258,0.18031813,0.00352620,0.22011821,0.21476600,0.17315627,5.33613498
-5.60380190,5.92585535,0.16870814,0.00316111,0.20597567,0.20114985,0.16139239,4.95136658
-5.59779890,5.47528045,0.15684613,0.00282247,0.19161398,0.18724883,0.14949103,4.56997743
-5.59179590,5.03101957,0.14489170,0.00250933,0.17719933,0.17323919,0.13759970,4.19500397
-5.58579290,4.59674484,0.13299568,0.00222085,0.16289062,0.15928896,0.12585650,3.82936020
-5.57978989,4.17586280,0.12129685,0.00195619,0.14883585,0.14555420,0.11438720,3.47574938
-5.57378689,3.77142671,0.10991938,0.00171450,0.13516910,0.13217584,0.10330293,3.13659092
-5.56778389,3.38606888,0.09897091,0.00149492,0.12200812,0.11927736,0.09269851,2.81396397
-5.56178089,3.02195402,0.08854133,0.00129649,0.10945270,0.10696315,0.08265151,2.50956839
-5.55577789,2.68075332,0.07870223,0.00111819,0.09758370,0.09531762,0.07322191,2.22470305
-5.54977489,2.36363823,0.06950698,0.00095895,0.08646276,0.08440509,0.06445238,1.96026034
-5.54377189,2.07129198,0.06099140,0.00081762,0.07613271,0.07427025,0.05636907,1.71673546
-5.53776888,1.80393647,0.05317487,0.00069298,0.06661837,0.06493916,0.04898284,1.49424845
-5.53176588,1.56137153,0.04606180,0.00058379,0.05792798,0.05642082,0.04229082,1.29257644
-5.52576288,1.34302363,0.03964344,0.00048879,0.05005486,0.04870895,0.03627820,1.11119372
-5.51975988,1.14800090,0.03389979,0.00040669,0.04297936,0.04178406,0.03092016,0.94931700
-5.51375688,0.97515139,0.02880167,0.00033624,0.03667096,0.03561568,0.02618383,0.80595338
-5.50775388,0.82312204,0.02431267,0.00027622,0.03109041,0.03016453,0.02203026,0.67994879
-5.50175088,0.69041596,0.02039113,0.00022545,0.02619184,0.02538474,0.01841624,0.57003504
-5.49574787,0.57544596,0.01699195,0.00018281,0.02192474,0.02122591,0.01529596,0.47487383
-5.48974487,0.47658322,0.01406817,0.00014726,0.01823583,0.01763490,0.01262254,0.39309652
-5.48374187,0.39219966,0.01157240,0.00011783,0.01507070,0.01455758,0.01034930,0.32333889
-5.47773887,0.32070379,0.00945801,0.00009366,0.01237519,0.01194016,0.00843080,0.26427031
-5.47173587,0.26056963,0.00768007,0.00007395,0.01009659,0.00973044,0.00682371,0.21461730
-5.46573287,0.21035892,0.00619610,0.00005799,0.00818456,0.00787863,0.00548739,0.17318151
-5.45972986,0.16873697,0.00496658,0.00004517,0.00659187,0.00633813,0.00438433,0.13885238
-5.45372686,0.13448272,0.00395531,0.00003494,0.00527482,0.00506592,0.00348042,0.11061524
-5.44772386,0.10649384,0.00312957,0.00002685,0.00419360,0.00402288,0.00274506,0.08755506
-5.44172086,0.08378746,0.00246018,0.00002049,0.00331237,0.00317390,0.00215110,0.06885681
-5.43571786,0.06549752,0.00192143,0.00001552,0.00259930,0.00248782,0.00167478,0.05380303
-5.42971486,0.05086941,0.00149093,0.00001168,0.00202645,0.00193737,0.00129550,0.04176913
-5.42371186,0.03925265,0.00114936,0.00000873,0.00156952,0.00149887,0.00099565,0.03221720
-5.41770885,0.03009237,0.00088029,0.00000648,0.00120767,0.00115205,0.00076024,0.02468870
-5.41170585,0.02291992,0.00066981,0.00000478,0.00092314,0.00087968,0.00057674,0.01879668
-5.40570285,0.01734337,0.00050633,0.00000350,0.00070100,0.00066730,0.00043469,0.01421775
-5.39969985,0.01303802,0.00038025,0.00000254,0.00052881,0.00050287,0.00032550,0.01068420
-5.39369685,0.00973737,0.00028370,0.00000184,0.00039628,0.00037646,0.00024215,0.00797642
-5.38769385,0.00722466,0.00021028,0.00000132,0.00029499,0.00027996,0.00017898,0.00591594
-5.38169085,0.00532516,0.00015483,0.00000094,0.00021814,0.00020682,0.00013142,0.00435895
-5.37568784,0.00389926,0.00011326,0.00000066,0.00016023,0.00015178,0.00009587,0.00319064
-5.36968484,0.00283634,0.00008230,0.00000047,0.00011691,0.00011064,0.00006948,0.00232009
-5.36368184,0.00204953,0.00005941,0.00000032,0.00008473,0.00008012,0.00005002,0.00167593
-5.35767884,0.00147118,0.00004260,0.00000022,0.00006100,0.00005763,0.00003578,0.00120261
-5.35167584,0.00104902,0.00003034,0.00000015,0.00004362,0.00004117,0.00002542,0.00085724
-5.34567284,0.00074303,0.00002147,0.00000011,0.00003098,0.00002922,0.00001795,0.00060700
-5.33966983,0.00052278,0.00001509,0.00000007,0.00002185,0.00002060,0.00001258,0.00042695
-5.33366683,0.00036536,0.00001054,0.00000005,0.00001531,0.00001442,0.00000877,0.00029830
-5.32766383,0.00025364,0.00000731,0.00000003,0.00001066,0.00001003,0.00000607,0.00020702
-5.32166083,0.00017489,0.00000503,0.00000002,0.00000737,0.00000693,0.00000417,0.00014271
-5.31565783,0.00011978,0.00000344,0.00000001,0.00000506,0.00000475,0.00000285,0.00009772
-5.30965483,0.00008149,0.00000234,0.00000001,0.00000345,0.00000324,0.00000193,0.00006646
-5.30365183,0.00005506,0.00000158,0.00000001,0.00000233,0.00000219,0.00000130,0.00004490
-5.29764882,0.00003695,0.00000106,0.00000000,0.00000157,0.00000147,0.00000087,0.00003012
-5.29164582,0.00002463,0.00000071,0.00000000,0.00000105,0.00000098,0.00000058,0.00002007
-5.28564282,0.00001631,0.00000047,0.00000000,0.00000070,0.00000065,0.00000038,0.00001329
-5.27963982,0.00001072,0.00000031,0.00000000,0.00000046,0.00000043,0.00000025,0.00000873
-5.27363682,0.00000700,0.00000020,0.00000000,0.00000030,0.00000028,0.00000016,0.00000570
-5.26763382,0.00000454,0.00000013,0.00000000,0.00000019,0.00000018,0.00000011,0.00000370
-5.26163082,0.00000293,0.00000008,0.00000000,0.00000013,0.00000012,0.00000007,0.00000238
-5.25562781,0.00000187,0.00000005,0.00000000,0.00000008,0.00000008,0.00000004,0.00000152
-5.24962481,0.00000119,0.00000003,0.00000000,0.00000005,0.00000005,0.00000003,0.00000097
-5.24362181,0.00000075,0.00000002,0.00000000,0.00000003,0.00000003,0.00000002,0.00000061
-5.23761881,0.00000047,0.00000001,0.00000000,0.00000002,0.00000002,0.00000001,0.00000038
-5.23161581,0.00000029,0.00000001,0.00000000,0.00000001,0.00000001,0.00000001,0.00000024
-5.22561281,0.00000018,0.00000001,0.00000000,0.00000001,0.00000001,0.00000000,0.00000015
-5.21960980,0.00000011,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000009
-5.21360680,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000005
-5.20760380,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003
-5.20160080,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000002
-5.19559780,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001
-5.18959480,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001
-5.18359180,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-5.17758879,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-5.17158579,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000
-5.16558279,0.00000002,0.00000000,0.00000000,0.00000000,0.00000001,0.00000001,0.00000000
-5.15957979,0.00000003,0.00000000,0.00000000,0.00000000,0.00000001,0.00000002,0.00000000
-5.15357679,0.00000005,0.00000000,0.00000001,0.00000000,0.00000002,0.00000003,0.00000000
-5.14757379,0.00000008,0.00000000,0.00000001,0.00000000,0.00000003,0.00000005,0.00000000
-5.14157079,0.00000013,0.00000000,0.00000001,0.00000000,0.00000005,0.00000008,0.00000001
-5.13556778,0.00000021,0.00000000,0.00000002,0.00000000,0.00000009,0.00000013,0.00000001
-5.12956478,0.00000033,0.00000000,0.00000004,0.00000000,0.00000014,0.00000021,0.00000002
-5.12356178,0.00000053,0.00000000,0.00000006,0.00000001,0.00000022,0.00000034,0.00000003
-5.11755878,0.00000083,0.00000000,0.00000009,0.00000001,0.00000035,0.00000053,0.00000005
-5.11155578,0.00000129,0.00000000,0.00000015,0.00000002,0.00000055,0.00000083,0.00000007
-5.10555278,0.00000201,0.00000000,0.00000023,0.00000002,0.00000085,0.00000128,0.00000011
-5.09954977,0.00000310,0.00000000,0.00000035,0.00000004,0.00000131,0.00000197,0.00000017
-5.09354677,0.00000474,0.00000001,0.00000054,0.00000006,0.00000200,0.00000302,0.00000027
-5.08754377,0.00000720,0.00000001,0.00000082,0.00000009,0.00000304,0.00000457,0.00000041
-5.08154077,0.00001085,0.00000001,0.00000124,0.00000013,0.00000457,0.00000689,0.00000062
-5.07553777,0.00001626,0.00000002,0.00000185,0.00000020,0.00000684,0.00001029,0.00000094
-5.06953477,0.00002417,0.00000003,0.00000276,0.00000030,0.00001016,0.00001528,0.00000142
-5.06353177,0.00003569,0.00000004,0.00000407,0.00000044,0.00001498,0.00002251,0.00000211
-5.05752876,0.00005233,0.00000006,0.00000597,0.00000064,0.00002194,0.00003294,0.00000312
-5.05152576,0.00007617,0.00000008,0.00000869,0.00000094,0.00003189,0.00004784,0.00000459
-5.04552276,0.00011009,0.00000012,0.00001255,0.00000136,0.00004602,0.00006899,0.00000671
-5.03951976,0.00015799,0.00000017,0.00001801,0.00000195,0.00006594,0.00009877,0.00000973
-5.03351676,0.00022512,0.00000024,0.00002567,0.00000279,0.00009380,0.00014039,0.00001401
-5.02751376,0.00031850,0.00000033,0.00003631,0.00000395,0.00013249,0.00019812,0.00002004
-5.02151076,0.00044743,0.00000047,0.00005100,0.00000557,0.00018580,0.00027759,0.00002848
-5.01550775,0.00062411,0.00000065,0.00007113,0.00000778,0.00025870,0.00038614,0.00004019
-5.00950475,0.00086441,0.00000090,0.00009851,0.00001080,0.00035763,0.00053328,0.00005633
-5.00350175,0.00118878,0.00000124,0.00013546,0.00001488,0.00049087,0.00073121,0.00007842
-4.99749875,0.00162335,0.00000168,0.00018495,0.00002037,0.00066894,0.00099541,0.00010845
-4.99149575,0.00220115,0.00000227,0.00025076,0.00002768,0.00090510,0.00134534,0.00014896
-4.98549275,0.00296362,0.00000305,0.00033759,0.00003737,0.00121591,0.00180525,0.00020324
