energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.35167584,1.40413083,0.19900562,0.20504935,0.00085571,0.01244309,0.09509815,0.75214126,0.00191120,0.48050062
-5.34567284,1.44301263,0.20027484,0.21184786,0.00086332,0.01266618,0.09503571,0.77852434,0.00181231,0.48653348
-5.33966983,1.48176413,0.20174026,0.21860912,0.00086861,0.01296827,0.09501720,0.80456280,0.00173404,0.49278558
-5.33366683,1.51961039,0.20334404,0.22519176,0.00087157,0.01333435,0.09499033,0.82985932,0.00167339,0.49899362
-5.32766383,1.55580326,0.20502754,0.23146357,0.00087217,0.01374953,0.09491009,0.85401775,0.00162737,0.50491957
-5.32166083,1.58963413,0.20673119,0.23730425,0.00087038,0.01419942,0.09473922,0.87665019,0.00159312,0.51035397
-5.31565783,1.62044571,0.20839446,0.24260780,0.00086617,0.01467041,0.09444851,0.89738416,0.00156793,0.51511823
-5.30965483,1.64764253,0.20995601,0.24728444,0.00085954,0.01514993,0.09401677,0.91586952,0.00154927,0.51906587
-5.30365183,1.67069999,0.21135416,0.25126204,0.00085045,0.01562667,0.09343070,0.93178504,0.00153485,0.52208288
-5.29764882,1.68917183,0.21252749,0.25448703,0.00083889,0.01609074,0.09268446,0.94484444,0.00152263,0.52408707
-5.29164582,1.70269577,0.21341581,0.25692465,0.00082488,0.01653384,0.09177922,0.95480161,0.00151080,0.52502676
-5.28564282,1.71099743,0.21396134,0.25855878,0.00080844,0.01694935,0.09072255,0.96145499,0.00149784,0.52487879
-5.27963982,1.71389228,0.21411006,0.25939118,0.00078962,0.01733238,0.08952780,0.96465092,0.00148248,0.52364600
-5.27363682,1.71128586,0.21381328,0.25944024,0.00076849,0.01767987,0.08821343,0.96428593,0.00146371,0.52135437
-5.26763382,1.70317222,0.21302920,0.25873938,0.00074515,0.01799053,0.08680236,0.96030790,0.00144079,0.51804993
-5.26163082,1.68963079,0.21172448,0.25733516,0.00071973,0.01826486,0.08532132,0.95271607,0.00141317,0.51379560
-5.25562781,1.67082181,0.20987567,0.25528518,0.00069240,0.01850511,0.08380022,0.94156009,0.00138057,0.50866808
-5.24962481,1.64698054,0.20747045,0.25265581,0.00066335,0.01871519,0.08227156,0.92693801,0.00134289,0.50275490
-5.24362181,1.61841047,0.20450859,0.24952003,0.00063280,0.01890055,0.08076982,0.90899338,0.00130020,0.49615173
-5.23761881,1.58547568,0.20100246,0.24595524,0.00060098,0.01906805,0.07933088,0.88791166,0.00125277,0.48895993
-5.23161581,1.54859257,0.19697724,0.24204129,0.00056817,0.01922576,0.07799140,0.86391593,0.00120096,0.48128450
-5.22561281,1.50822112,0.19247059,0.23785859,0.00053464,0.01938274,0.07678815,0.83726215,0.00114529,0.47323221
-5.21960980,1.46485573,0.18753184,0.23348651,0.00050067,0.01954878,0.07575734,0.80823397,0.00108634,0.46491011
-5.21360680,1.41901591,0.18222081,0.22900196,0.00046656,0.01973410,0.07493380,0.77713731,0.00102478,0.45642409
-5.20760380,1.37123666,0.17660608,0.22447812,0.00043259,0.01994896,0.07435016,0.74429478,0.00096129,0.44787760
-5.20160080,1.32205885,0.17076300,0.21998334,0.00039903,0.02020334,0.07403591,0.71004005,0.00089660,0.43937040
-5.19559780,1.27201951,0.16477138,0.21558020,0.00036616,0.02050650,0.07401643,0.67471218,0.00083143,0.43099712
-5.18959480,1.22164221,0.15871293,0.21132459,0.00033420,0.02086657,0.07431193,0.63865008,0.00076647,0.42284581
-5.18359180,1.17142760,0.15266866,0.20726489,0.00030338,0.02129011,0.07493653,0.60218720,0.00070240,0.41499626
-5.17758879,1.12184427,0.14671628,0.20344115,0.00027388,0.02178179,0.07589718,0.56564639,0.00063982,0.40751816
-5.17158579,1.07332027,0.14092775,0.19988440,0.00024587,0.02234392,0.07719292,0.52933515,0.00057929,0.40046918
-5.16558279,1.02623525,0.13536701,0.19661591,0.00021947,0.02297625,0.07881413,0.49354129,0.00052126,0.39389306
-5.15957979,0.98091383,0.13008809,0.19364668,0.00019478,0.02367569,0.08074212,0.45852905,0.00046615,0.38781776
-5.15357679,0.93762023,0.12513368,0.19097699,0.00017187,0.02443621,0.08294897,0.42453585,0.00041426,0.38225399
-5.14757379,0.89655459,0.12053414,0.18859628,0.00015075,0.02524883,0.08539775,0.39176964,0.00036583,0.37719417
-5.14157079,0.85785122,0.11630704,0.18648328,0.00013144,0.02610174,0.08804315,0.36040699,0.00032102,0.37261201
-5.13556778,0.82157894,0.11245732,0.18460653,0.00011391,0.02698057,0.09083245,0.33059192,0.00027989,0.36846296
-5.12956478,0.78774367,0.10897798,0.18292535,0.00009812,0.02786875,0.09370702,0.30243554,0.00024247,0.36468556
-5.12356178,0.75629339,0.10585131,0.18139119,0.00008400,0.02874810,0.09660419,0.27601648,0.00020869,0.36120376
-5.11755878,0.72712520,0.10305056,0.17994955,0.00007147,0.02959941,0.09945944,0.25138206,0.00017844,0.35793032
-5.11155578,0.70009443,0.10054203,0.17854223,0.00006042,0.03040317,0.10220892,0.22855024,0.00015158,0.35477110
-5.10555278,0.67502549,0.09828749,0.17710998,0.00005076,0.03114044,0.10479218,0.20751215,0.00012791,0.35163018
-5.09954977,0.65172383,0.09624671,0.17559544,0.00004237,0.03179362,0.10715498,0.18823521,0.00010722,0.34841557
-5.09354677,0.62998872,0.09438008,0.17394615,0.00003515,0.03234730,0.10925203,0.17066665,0.00008928,0.34504523
-5.08754377,0.60962615,0.09265123,0.17211762,0.00002896,0.03278908,0.11104959,0.15473727,0.00007384,0.34145317
-5.08154077,0.59046114,0.09102930,0.17007614,0.00002371,0.03311026,0.11252778,0.14036536,0.00006067,0.33759512
-5.07553777,0.57234897,0.08949106,0.16780136,0.00001929,0.03330642,0.11368238,0.12746056,0.00004950,0.33345359
-5.06953477,0.55518474,0.08802255,0.16528826,0.00001558,0.03337790,0.11452617,0.11592758,0.00004012,0.32904190
-5.06353177,0.53891065,0.08662021,0.16254855,0.00001251,0.03333007,0.11508962,0.10566953,0.00003229,0.32440693
-5.05752876,0.52352067,0.08529147,0.15961133,0.00000997,0.03317337,0.11542076,0.09659095,0.00002582,0.31963030
-5.05152576,0.50906240,0.08405485,0.15652292,0.00000790,0.03292324,0.11558451,0.08860020,0.00002050,0.31482796
-5.04552276,0.49563589,0.08293932,0.15334587,0.00000621,0.03259978,0.11566110,0.08161141,0.00001616,0.31014795
-5.03951976,0.48338952,0.08198325,0.15015713,0.00000486,0.03222722,0.11574388,0.07554571,0.00001266,0.30576651
-5.03351676,0.47251318,0.08123279,0.14704552,0.00000377,0.03183328,0.11593653,0.07033203,0.00000984,0.30188262
-5.02751376,0.46322906,0.08073983,0.14410850,0.00000290,0.03144832,0.11634966,0.06590720,0.00000760,0.29871120
-5.02151076,0.45578047,0.08055969,0.14144851,0.00000222,0.03110439,0.11709713,0.06221564,0.00000583,0.29647517
-5.01550775,0.45041938,0.08074848,0.13916888,0.00000169,0.03083424,0.11829202,0.05920863,0.00000444,0.29539685
-5.00950475,0.44739315,0.08136052,0.13736970,0.00000128,0.03067026,0.12004258,0.05684327,0.00000336,0.29568910
-5.00350175,0.44693124,0.08244567,0.13614368,0.00000096,0.03064347,0.12244825,0.05508117,0.00000252,0.29754643
-4.99749875,0.44923252,0.08404686,0.13557230,0.00000071,0.03078246,0.12559594,0.05388712,0.00000188,0.30113672
-4.99149575,0.45445370,0.08619789,0.13572235,0.00000053,0.03111253,0.12955661,0.05322770,0.00000139,0.30659378
-4.98549275,0.46269956,0.08892155,0.13664310,0.00000039,0.03165488,0.13438255,0.05307002,0.00000102,0.31401109
-4.97948974,0.47401533,0.09222820,0.13836410,0.00000028,0.03242588,0.14010507,0.05338062,0.00000075,0.32343713
-4.97348674,0.48838146,0.09611485,0.14089384,0.00000020,0.03343663,0.14673307,0.05412462,0.00000054,0.33487231
-4.96748374,0.50571121,0.10056473,0.14421921,0.00000015,0.03469254,0.15425230,0.05526518,0.00000039,0.34826771
-4.96148074,0.52585084,0.10554737,0.14830582,0.00000011,0.03619317,0.16262533,0.05676321,0.00000028,0.36352570
-4.95547774,0.54858245,0.11101924,0.15309907,0.00000007,0.03793217,0.17179236,0.05857753,0.00000020,0.38050216
-4.94947474,0.57362932,0.11692478,0.15852606,0.00000005,0.03989746,0.18167263,0.06066518,0.00000014,0.39901050
-4.94347174,0.60066331,0.12319784,0.16449798,0.00000004,0.04207146,0.19216648,0.06298217,0.00000010,0.41882688
-4.93746873,0.62931396,0.12976347,0.17091307,0.00000003,0.04443148,0.20315793,0.06548436,0.00000007,0.43969667
-4.93146573,0.65917894,0.13653991,0.17765999,0.00000002,0.04695027,0.21451764,0.06812857,0.00000005,0.46134166
-4.92546273,0.68983527,0.14344071,0.18462122,0.00000001,0.04959659,0.22610616,0.07087381,0.00000003,0.48346773
-4.91945973,0.72085081,0.15037689,0.19167667,0.00000001,0.05233584,0.23777731,0.07368257,0.00000003,0.50577278
-4.91345673,0.75179570,0.15725911,0.19870707,0.00000001,0.05513085,0.24938161,0.07652212,0.00000002,0.52795439
-4.90745373,0.78225320,0.16399963,0.20559722,0.00000001,0.05794253,0.26076964,0.07936572,0.00000002,0.54971717
-4.90145073,0.81182969,0.17051420,0.21223887,0.00000000,0.06073070,0.27179524,0.08219382,0.00000002,0.57077944
-4.89544772,0.84016355,0.17672363,0.21853323,0.00000001,0.06345485,0.28231848,0.08499497,0.00000002,0.59087916
-4.88944472,0.86693274,0.18255521,0.22439298,0.00000001,0.06607485,0.29220830,0.08776670,0.00000003,0.60977892
-4.88344172,0.89186102,0.18794381,0.22974391,0.00000001,0.06855173,0.30134488,0.09051606,0.00000004,0.62727011
-4.87743872,0.91472277,0.19283279,0.23452602,0.00000001,0.07084838,0.30962166,0.09326001,0.00000006,0.64317609
-4.87143572,0.93534647,0.19717462,0.23869419,0.00000002,0.07293022,0.31694702,0.09602559,0.00000009,0.65735459
-4.86543272,0.95361693,0.20093140,0.24221858,0.00000003,0.07476588,0.32324563,0.09884975,0.00000014,0.66969925
-4.85942971,0.96947636,0.20407513,0.24508449,0.00000004,0.07632771,0.32845951,0.10177906,0.00000020,0.68014061
-4.85342671,0.98292445,0.20658788,0.24729216,0.00000006,0.07759238,0.33254875,0.10486902,0.00000029,0.68864641
-4.84742371,0.99401734,0.20846189,0.24885613,0.00000009,0.07854133,0.33549198,0.10818325,0.00000042,0.69522142
-4.84142071,1.00286591,0.20969951,0.24980459,0.00000012,0.07916111,0.33728656,0.11179226,0.00000061,0.69990684
-4.83541771,1.00963293,0.21031309,0.25017839,0.00000018,0.07944370,0.33794844,0.11577212,0.00000087,0.70277922
-4.82941471,1.01452949,0.21032474,0.25003000,0.00000025,0.07938670,0.33751173,0.12020266,0.00000123,0.70394887
-4.82341171,1.01781031,0.20976604,0.24942231,0.00000035,0.07899337,0.33602796,0.12516556,0.00000173,0.70355781
-4.81740870,1.01976807,0.20867748,0.24842718,0.00000049,0.07827258,0.33356497,0.13074210,0.00000242,0.70177700
-4.81140570,1.02072659,0.20710786,0.24712387,0.00000068,0.07723861,0.33020542,0.13701066,0.00000336,0.69880298
-4.80540270,1.02103281,0.20511337,0.24559722,0.00000094,0.07591083,0.32604490,0.14404409,0.00000462,0.69485359
-4.79939970,1.02104772,0.20275649,0.24393565,0.00000128,0.07431320,0.32118969,0.15190692,0.00000631,0.69016293
-4.79339670,1.02113605,0.20010461,0.24222890,0.00000174,0.07247371,0.31575405,0.16065252,0.00000856,0.68497543
-4.78739370,1.02165523,0.19722841,0.24056557,0.00000235,0.07042362,0.30985730,0.17032038,0.00001154,0.67953909
-4.78139070,1.02294365,0.19420001,0.23903049,0.00000314,0.06819668,0.30362054,0.18093355,0.00001543,0.67409806
-4.77538769,1.02530874,0.19109091,0.23770208,0.00000416,0.06582823,0.29716319,0.19249645,0.00002049,0.66888468
-4.76938469,1.02901527,0.18796985,0.23664958,0.00000548,0.06335427,0.29059957,0.20499317,0.00002701,0.66411133
-4.76338169,1.03427453,0.18490057,0.23593046,0.00000718,0.06081056,0.28403546,0.21838646,0.00003535,0.65996231
-4.75737869,1.04123486,0.18193968,0.23558810,0.00000932,0.05823166,0.27756494,0.23261744,0.00004595,0.65658629
-4.75137569,1.04997422,0.17913468,0.23564980,0.00001202,0.05565014,0.27126761,0.24760630,0.00005930,0.65408958
-4.74537269,1.06049532,0.17652224,0.23612528,0.00001539,0.05309584,0.26520633,0.26325386,0.00007598,0.65253067
-4.73936968,1.07272371,0.17412689,0.23700589,0.00001956,0.05059521,0.25942563,0.27944429,0.00009666,0.65191649
-4.73336668,1.08650932,0.17196018,0.23826449,0.00002469,0.04817092,0.25395087,0.29604867,0.00012210,0.65220062
-4.72736368,1.10163138,0.17002037,0.23985613,0.00003094,0.04584150,0.24878823,0.31292946,0.00015316,0.65328358
-4.72136068,1.11780697,0.16829272,0.24171957,0.00003849,0.04362130,0.24392550,0.32994580,0.00019075,0.65501563
-4.71535768,1.13470263,0.16675045,0.24377960,0.00004754,0.04152049,0.23933377,0.34695914,0.00023591,0.65720167
-4.70935468,1.15194886,0.16535618,0.24595004,0.00005829,0.03954535,0.23496975,0.36383929,0.00028971,0.65960838
-4.70335168,1.16915672,0.16406397,0.24813745,0.00007096,0.03769862,0.23077879,0.38047029,0.00035330,0.66197330
-4.69734867,1.18593580,0.16282182,0.25024518,0.00008577,0.03598003,0.22669838,0.39675594,0.00042785,0.66401534
-4.69134567,1.20191251,0.16157449,0.25217777,0.00010292,0.03438690,0.22266188,0.41262457,0.00051454,0.66544635
-4.68534267,1.21674800,0.16026653,0.25384537,0.00012262,0.03291481,0.21860240,0.42803282,0.00061454,0.66598323
-4.67933967,1.23015444,0.15884541,0.25516799,0.00014504,0.03155828,0.21445651,0.44296804,0.00072894,0.66535994
-4.67333667,1.24190898,0.15726449,0.25607938,0.00017032,0.03031145,0.21016773,0.45744921,0.00085874,0.66333885
-4.66733367,1.25186452,0.15548590,0.25653031,0.00019858,0.02916874,0.20568942,0.47152619,0.00100483,0.65972090
-4.66133067,1.25995679,0.15348300,0.25649112,0.00022986,0.02812538,0.20098718,0.48527728,0.00116789,0.65435412
-4.65532766,1.26620720,0.15124235,0.25595333,0.00026416,0.02717790,0.19604041,0.49880509,0.00134841,0.64714009
-4.64932466,1.27072152,0.14876524,0.25493034,0.00030141,0.02632447,0.19084316,0.51223102,0.00154661,0.63803807
-4.64332166,1.27368438,0.14606852,0.25345708,0.00034144,0.02556515,0.18540416,0.52568837,0.00176244,0.62706670
