energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.78989495,9.22540216,0.02971101,1.20530072,1.77146870,0.36096460,4.41742123,3.92753365,0.04967429,3.96017693
-5.78389195,9.06492603,0.02969676,1.19234929,1.72538763,0.35097366,4.35957406,3.86314000,0.04880873,3.86989274
-5.77788894,8.88022328,0.02959397,1.17720091,1.67417679,0.34054835,4.28688124,3.78847218,0.04786134,3.76790257
-5.77188594,8.67348716,0.02940188,1.16010956,1.61834374,0.32978142,4.20034195,3.70459029,0.04683766,3.65529686
-5.76588294,8.44737477,0.02912168,1.14139078,1.55847029,0.31877722,4.10121022,3.61276442,0.04574474,3.53335746
-5.75987994,8.20496213,0.02875659,1.12141696,1.49520404,0.30765143,3.99097091,3.51444962,0.04459139,3.40353533
-5.75387694,7.94968745,0.02831185,1.10061096,1.42924811,0.29653041,3.87130994,3.41125557,0.04338811,3.26742376
-5.74787394,7.68528374,0.02779469,1.07943788,1.36134921,0.28555005,3.74407969,3.30491168,0.04214723,3.12672792
-5.74187094,7.41570219,0.02721421,1.05839545,1.29228436,0.27485418,3.61126027,3.19722847,0.04088280,2.98323129
-5.73586793,7.14502847,0.02658125,1.03800304,1.22284647,0.26459256,3.47491784,3.09005643,0.03961049,2.83875999
-5.72986493,6.87739424,0.02590815,1.01878973,1.15382934,0.25491836,3.33716099,2.98524334,0.03834740,2.69514583
-5.72386193,6.61688633,0.02520851,1.00128179,1.08601230,0.24598535,3.20009660,2.88459165,0.03711179,2.55418928
-5.71785893,6.36745659,0.02449688,0.98598988,1.02014514,0.23794473,3.06578640,2.78981692,0.03592276,2.41762328
-5.71185593,6.13283490,0.02378842,0.97339643,0.95693362,0.23094172,2.93620542,2.70250883,0.03479981,2.28707907
-5.70585293,5.91644825,0.02309851,0.96394362,0.89702610,0.22511206,2.81320367,2.62409585,0.03376244,2.16405497
-5.69984992,5.72134825,0.02244240,0.95802223,0.84100159,0.22057842,2.69847206,2.55581476,0.03282966,2.04988890
-5.69384692,5.55014935,0.02183475,0.95596198,0.78935967,0.21744694,2.59351343,2.49868588,0.03201948,1.94573559
-5.68784392,5.40497947,0.02128923,0.95802327,0.74251241,0.21580392,2.49961943,2.45349464,0.03134844,1.85254882
-5.68184092,5.28744446,0.02081815,0.96439104,0.70077856,0.21571290,2.41785372,2.42078017,0.03083112,1.77106911
-5.67583792,5.19860712,0.02043208,0.97517056,0.66438015,0.21721204,2.34904162,2.40083091,0.03047976,1.70181714
-5.66983492,5.13898107,0.02013948,0.99038548,0.63344139,0.22031211,2.29376620,2.39368727,0.03030387,1.64509269
-5.66383192,5.10853914,0.01994646,1.00997802,0.60798999,0.22499511,2.25237054,2.39915104,0.03030992,1.60097889
-5.65782891,5.10673553,0.01985654,1.03381147,0.58796059,0.23121342,2.22496552,2.41680098,0.03050116,1.56935153
-5.65182591,5.13254037,0.01987046,1.06167453,0.57320025,0.23888990,2.21144255,2.44601371,0.03087744,1.54989254
-5.64582291,5.18448499,0.01998615,1.09328767,0.56347567,0.24791858,2.21149019,2.48598912,0.03143523,1.54210726
-5.63981991,5.26071586,0.02019867,1.12831085,0.55848187,0.25816624,2.22461386,2.53577891,0.03216759,1.54534453
-5.63381691,5.35905477,0.02050037,1.16635260,0.55785202,0.26947470,2.25015746,2.59431732,0.03306434,1.55881876
-5.62781391,5.47706295,0.02088099,1.20697981,0.56116805,0.28166382,2.28732594,2.66045247,0.03411222,1.58163326
-5.62181091,5.61210662,0.02132795,1.24972807,0.56797180,0.29453516,2.33520787,2.73297739,0.03529517,1.61280382
-5.61580790,5.76142138,0.02182670,1.29411194,0.57777618,0.30787620,2.39279707,2.81065915,0.03659462,1.65128190
-5.60980490,5.92217347,0.02236108,1.33963490,0.59007632,0.32146490,2.45901272,2.89226545,0.03798985,1.69597666
-5.60380190,6.09151587,0.02291380,1.38579860,0.60436011,0.33507464,2.53271737,2.97658736,0.03945835,1.74577531
-5.59779890,6.26663764,0.02346695,1.43211110,0.62011817,0.34847920,2.61273252,3.06245788,0.04097624,1.79956126
-5.59179590,6.44480555,0.02400247,1.47809386,0.63685283,0.36145774,2.69785181,3.14876572,0.04251867,1.85622991
-5.58579290,6.62339738,0.02450275,1.52328738,0.65408614,0.37379961,2.78685191,3.23446428,0.04406023,1.91470184
-5.57978989,6.79992681,0.02495110,1.56725543,0.67136675,0.38530878,2.87850146,3.31857597,0.04557537,1.97393354
-5.57378689,6.97206049,0.02533227,1.60958798,0.68827554,0.39580780,2.97156860,3.40019239,0.04703880,2.03292575
-5.56778389,7.13762818,0.02563286,1.64990285,0.70443020,0.40514126,3.06482784,3.47847109,0.04842588,2.09072989
-5.56178089,7.29462732,0.02584175,1.68784652,0.71948860,0.41317847,3.15706679,3.55262981,0.04971300,2.14645288
-5.55577789,7.44122374,0.02595033,1.72309416,0.73315126,0.41981552,3.24709373,3.62193946,0.05087798,2.19926094
-5.54977489,7.57575032,0.02595281,1.75534951,0.74516283,0.42497663,3.33374650,3.68571686,0.05190039,2.24838279
-5.54377189,7.69670531,0.02584628,1.78434458,0.75531287,0.42861468,3.41590330,3.74331856,0.05276189,2.29311288
-5.53776888,7.80275216,0.02563077,1.80983987,0.76343604,0.43071120,3.49249578,3.79413668,0.05344658,2.33281503
-5.53176588,7.89272209,0.02530919,1.83162513,0.76941172,0.43127564,3.56252443,3.83759781,0.05394124,2.36692673
-5.52576288,7.96562035,0.02488718,1.84952092,0.77316336,0.43034413,3.62507611,3.87316550,0.05423565,2.39496442
-5.51975988,8.02063664,0.02437287,1.86338104,0.77465744,0.42797781,3.67934326,3.90034659,0.05432278,2.41652970
-5.51375688,8.05715936,0.02377662,1.87309580,0.77390220,0.42426074,3.72464399,3.91870140,0.05419896,2.43131623
-5.50775388,8.07479299,0.02311061,1.87859598,0.77094613,0.41929751,3.76044200,3.92785727,0.05386405,2.43911709
-5.50175088,8.07337711,0.02238850,1.87985706,0.76587613,0.41321065,3.78636509,3.92752462,0.05332147,2.43983189
-5.49574787,8.05300516,0.02162497,1.87690355,0.75881535,0.40613780,3.80222101,3.91751432,0.05257820,2.43347320
-5.48974487,8.01404090,0.02083531,1.86981272,0.74992049,0.39822879,3.80800922,3.89775515,0.05164469,2.42017132
-5.48374187,7.95712998,0.02003496,1.85871741,0.73937868,0.38964259,3.80392722,3.86830969,0.05053469,2.40017689
-5.47773887,7.88320445,0.01923912,1.84380740,0.72740361,0.38054418,3.79037049,3.82938711,0.04926497,2.37386034
-5.47173587,7.79347806,0.01846236,1.82532875,0.71423107,0.37110132,3.76792513,3.78135150,0.04785499,2.34170785
-5.46573287,7.68943092,0.01771824,1.80358100,0.70011363,0.36148127,3.73735285,3.72472447,0.04632645,2.30431317
-5.45972986,7.57278231,0.01701901,1.77891188,0.68531479,0.35184750,3.69956829,3.66018104,0.04470278,2.26236528
-5.45372686,7.44545182,0.01637533,1.75170953,0.67010233,0.34235633,3.65560914,3.58853857,0.04300858,2.21663185
-5.44772386,7.30950912,0.01579609,1.72239233,0.65474132,0.33315370,3.60660009,3.51073851,0.04126898,2.16793886
-5.44172086,7.16711433,0.01528822,1.69139677,0.63948677,0.32437200,3.55371207,3.42782153,0.03950901,2.11714706
-5.43571786,7.02045098,0.01485660,1.65916367,0.62457625,0.31612706,3.49811836,3.34089712,0.03775294,2.06512617
-5.42971486,6.87165487,0.01450400,1.62612364,0.61022284,0.30851556,3.44095000,3.25110882,0.03602367,2.01272788
-5.42371186,6.72274223,0.01423109,1.59268221,0.59660861,0.30161268,3.38325237,3.15959709,0.03434217,1.96075896
-5.41770885,6.57554105,0.01403649,1.55920575,0.58387902,0.29547039,3.32594548,3.06746157,0.03272691,1.90995583
-5.41170585,6.43162949,0.01391688,1.52600874,0.57213854,0.29011634,3.26978999,2.97572490,0.03119353,1.86096191
-5.40570285,6.29228480,0.01386713,1.49334323,0.56144777,0.28555339,3.21536084,2.88530010,0.02975446,1.81430891
-5.39969985,6.15844609,0.01388053,1.46139113,0.55182223,0.28176007,3.16303001,2.79696331,0.02841879,1.77040338
-5.39369685,6.03069319,0.01394897,1.43025987,0.54323299,0.27869178,3.11295947,2.71133355,0.02719220,1.72951893
-5.38769385,5.90924312,0.01406324,1.39998162,0.53560915,0.27628288,3.06510469,2.62886036,0.02607706,1.69179503
-5.38169085,5.79396482,0.01421330,1.37051618,0.52884222,0.27444960,3.01922862,2.54982033,0.02507262,1.65724223
-5.37568784,5.68441139,0.01438859,1.34175759,0.52279210,0.27309375,2.97492541,2.47432226,0.02417537,1.62575374
-5.36968484,5.57986843,0.01457836,1.31354383,0.51729455,0.27210692,2.93165269,2.40232088,0.02337944,1.59712282
-5.36368184,5.47941596,0.01477198,1.28566935,0.51216977,0.27137536,2.88877049,2.33363800,0.02267717,1.57106495
-5.35767884,5.38200051,0.01495926,1.25789957,0.50723177,0.27078497,2.84558486,2.26798985,0.02205963,1.54724373
-5.35167584,5.28651359,0.01513077,1.22998670,0.50229804,0.27022648,2.80139382,2.20501897,0.02151726,1.52529906
-5.34567284,5.19187233,0.01527810,1.20168588,0.49719908,0.26960044,2.75553314,2.14432874,0.02104043,1.50487613
-5.33966983,5.09709781,0.01539412,1.17277094,0.49178740,0.26882186,2.70741958,2.08551851,0.02062006,1.48565356
-5.33366683,5.00138709,0.01547316,1.14304883,0.48594548,0.26782422,2.65658941,2.02821739,0.02024810,1.46736926
-5.32766383,4.90417489,0.01551119,1.11237211,0.47959245,0.26656272,2.60273021,1.97211486,0.01991794,1.44984264
-5.32166083,4.80518198,0.01550590,1.08064874,0.47268899,0.26501658,2.54570455,1.91698659,0.01962481,1.43299183
-5.31565783,4.70444760,0.01545675,1.04784902,0.46524045,0.26319030,2.48556427,1.86271411,0.01936592,1.41684520
-5.30965483,4.60234462,0.01536493,1.01400903,0.45729788,0.26111370,2.42255510,1.80929763,0.01914061,1.40154638
-5.30365183,4.49957653,0.01523329,0.97923089,0.44895705,0.25884092,2.35711135,1.75686124,0.01895028,1.38735264
-5.29764882,4.39715690,0.01506616,0.94367961,0.44035547,0.25644822,2.28984136,1.70565080,0.01879824,1.37462674
-5.29164582,4.29637244,0.01486922,0.90757707,0.43166756,0.25403085,2.22150448,1.65602457,0.01868948,1.36382259
-5.28564282,4.19873175,0.01464919,0.87119333,0.42309831,0.25169900,2.15298108,1.60843757,0.01863026,1.35546551
-5.27963982,4.10590259,0.01441358,0.83483591,0.41487561,0.24957311,2.08523712,1.56342049,0.01862771,1.35012820
-5.27363682,4.01964091,0.01417039,0.79883767,0.40724170,0.24777872,2.01928519,1.52155474,0.01868935,1.34840351
-5.26763382,3.94171532,0.01392779,0.76354379,0.40044407,0.24644110,1.95614401,1.48344481,0.01882257,1.35087553
-5.26163082,3.87383066,0.01369378,0.72929871,0.39472627,0.24567993,1.89679817,1.44968957,0.01903415,1.35809029
-5.25562781,3.81755447,0.01347592,0.69643350,0.39031901,0.24560429,1.84216029,1.42085408,0.01932979,1.37052770
-5.24962481,3.77424972,0.01328103,0.66525421,0.38743184,0.24630814,1.79303689,1.39744321,0.01971367,1.38857589
-5.24362181,3.74501682,0.01311496,0.63603193,0.38624585,0.24786652,1.75009971,1.37987834,0.02018817,1.41250936
-5.23761881,3.73064740,0.01298235,0.60899461,0.38690758,0.25033261,1.71386340,1.36847813,0.02075358,1.44247168
-5.23161581,3.73159158,0.01288655,0.58432114,0.38952429,0.25373579,1.68467033,1.36344415,0.02140796,1.47846383
-5.22561281,3.74793984,0.01282947,0.56213779,0.39416085,0.25808075,1.66268297,1.36485181,0.02214711,1.52033824
-5.21960980,3.77941978,0.01281157,0.54251693,0.40083813,0.26334762,1.64788381,1.37264666,0.02296464,1.56779902
-5.21360680,3.82540724,0.01283190,0.52547809,0.40953300,0.26949310,1.64008234,1.38664607,0.02385213,1.62040801
-5.20760380,3.88495078,0.01288818,0.51099100,0.42017976,0.27645252,1.63892868,1.40654574,0.02479937,1.67759631
-5.20160080,3.95680755,0.01297692,0.49898040,0.43267282,0.28414258,1.64393255,1.43193057,0.02579466,1.73868058
-5.19559780,4.03948864,0.01309361,0.48933228,0.44687062,0.29246479,1.65448676,1.46228893,0.02682519,1.80288325
-5.18959480,4.13131104,0.01323292,0.48190105,0.46260028,0.30130919,1.66989367,1.49702959,0.02787742,1.86935551
-5.18359180,4.23045369,0.01338895,0.47651726,0.47966298,0.31055832,1.68939336,1.53550014,0.02893746,1.93720211
-5.17758879,4.33501485,0.01355543,0.47299539,0.49783969,0.32009116,1.71219213,1.57700616,0.02999144,2.00550671
-5.17158579,4.44306807,0.01372602,0.47114142,0.51689701,0.32978689,1.73748998,1.62083007,0.03102585,2.07335682
-5.16558279,4.55271472,0.01389448,0.47075968,0.53659310,0.33952826,1.76450604,1.66624894,0.03202785,2.13986729
-5.15957979,4.66213090,0.01405491,0.47165874,0.55668316,0.34920455,1.79250078,1.71255065,0.03298546,2.20420153
-5.15357679,4.76960757,0.01420193,0.47365617,0.57692473,0.35871391,1.82079460,1.75904793,0.03388776,2.26559002
-5.14757379,4.87358299,0.01433081,0.47658204,0.59708246,0.36796513,1.84878198,1.80509006,0.03472500,2.32334546
-5.14157079,4.97266709,0.01443755,0.48028105,0.61693229,0.37687888,1.87594134,1.85007215,0.03548862,2.37687469
-5.13556778,5.06565815,0.01451902,0.48461350,0.63626530,0.38538827,1.90184041,1.89344213,0.03617132,2.42568718
-5.12956478,5.15155234,0.01457288,0.48945500,0.65489081,0.39343909,1.92613767,1.93470571,0.03676697,2.46940042
-5.12356178,5.22954721,0.01459768,0.49469548,0.67263923,0.40098956,1.94858016,1.97342974,0.03727061,2.50774258
-5.11755878,5.29904030,0.01459272,0.50023730,0.68936435,0.40800987,1.96899848,2.00924427,0.03767841,2.54055280
-5.11155578,5.35962427,0.01455805,0.50599316,0.70494535,0.41448158,1.98729958,2.04184391,0.03798758,2.56777964
-5.10555278,5.41107978,0.01449437,0.51188377,0.71928837,0.42039695,2.00345829,2.07098871,0.03819642,2.58947807
-5.09954977,5.45336726,0.01440292,0.51783570,0.73232792,0.42575825,2.01750817,2.09650494,0.03830427,2.60580548
-5.09354677,5.48661827,0.01428540,0.52377956,0.74402781,0.43057731,2.02953238,2.11828606,0.03831159,2.61701680
-5.08754377,5.51112718,0.01414389,0.52964868,0.75438180,0.43487498,2.03965518,2.13629362,0.03821997,2.62345903
-5.08154077,5.52734300,0.01398072,0.53537843,0.76341382,0.43868089,2.04803427,2.15055834,0.03803228,2.62556510
-5.07553777,5.53586136,0.01379845,0.54090612,0.77117762,0.44203312,2.05485434,2.16118083,0.03775269,2.62384689
-5.06953477,5.53741583,0.01359977,0.54617154,0.77775590,0.44497797,2.06032163,2.16833180,0.03738679,2.61888724
-5.06353177,5.53286808,0.01338746,0.55111796,0.78325857,0.44756959,2.06465958,2.17225120,0.03694166,2.61133068
-5.05752876,5.52319564,0.01316437,0.55569347,0.78782033,0.44986949,2.06810517,2.17324591,0.03642589,2.60187246
-5.05152576,5.50947663,0.01293340,0.55985252,0.79159732,0.45194572,2.07090567,2.17168552,0.03584954,2.59124571
-5.04552276,5.49287054,0.01269747,0.56355733,0.79476284,0.45387176,2.07331536,2.16799587,0.03522413,2.58020665
-5.03951976,5.47459462,0.01245953,0.56677916,0.79750222,0.45572506,2.07559198,2.16265014,0.03456241,2.56951763
-5.03351676,5.45589574,0.01222254,0.56949913,0.80000691,0.45758511,2.07799254,2.15615739,0.03387820,2.55992843
-5.02751376,5.43801806,0.01198947,0.57170850,0.80246792,0.45953124,2.08076827,2.14904880,0.03318612,2.55215599
-5.02151076,5.42216720,0.01176331,0.57340835,0.80506886,0.46164003,2.08415882,2.14186191,0.03250120,2.54686336
-5.01550775,5.40947233,0.01154702,0.57460866,0.80797879,0.46398257,2.08838559,2.13512333,0.03183855,2.54463852
-5.00950475,5.40094756,0.01134355,0.57532674,0.81134536,0.46662171,2.09364467,2.12933087,0.03121293,2.54597411
-5.00350175,5.39745492,0.01115577,0.57558528,0.81528831,0.46960929,2.10009957,2.12493576,0.03063836,2.55124905
-4.99749875,5.39967068,0.01098649,0.57540997,0.81989400,0.47298379,2.10787436,2.12232594,0.03012769,2.56071321
-4.99149575,5.40805740,0.01083838,0.57482710,0.82521100,0.47676831,2.11704765,2.12181151,0.02969226,2.57447597
-4.98549275,5.42284357,0.01071395,0.57386118,0.83124730,0.48096923,2.12764797,2.12361305,0.02934159,2.59249977
-4.97948974,5.44401248,0.01061551,0.57253286,0.83796911,0.48557553,2.13965113,2.12785372,0.02908315,2.61459917
-4.97348674,5.47130159,0.01054515,0.57085739,0.84530158,0.49055895,2.15297983,2.13455574,0.02892221,2.64044578
-4.96748374,5.50421284,0.01050468,0.56884375,0.85313136,0.49587498,2.16750576,2.14364145,0.02886178,2.66957930
-4.96148074,5.54203403,0.01049564,0.56649454,0.86131097,0.50146460,2.18305440,2.15493932,0.02890264,2.70142413
-4.95547774,5.58387028,0.01051927,0.56380674,0.86966482,0.50725683,2.19941225,2.16819436,0.02904347,2.73531109
-4.94947474,5.62868445,0.01057651,0.56077339,0.87799648,0.51317180,2.21633628,2.18308280,0.02928102,2.77050323
-4.94347174,5.67534422,0.01066800,0.55738595,0.88609710,0.51912430,2.23356505,2.19923000,0.02961036,2.80622439
-4.93746873,5.72267357,0.01079407,0.55363744,0.89375417,0.52502750,2.25083088,2.21623087,0.03002521,2.84168925
-4.93146573,5.76950586,0.01095481,0.54952603,0.90076050,0.53079665,2.26787240,2.23367153,0.03051819,2.87613312
-4.92546273,5.81473551,0.01115004,0.54505884,0.90692281,0.53635267,2.28444663,2.25115113,0.03108119,2.90884004
-4.91945973,5.85736559,0.01137937,0.54025587,0.91206939,0.54162517,2.30033987,2.26830247,0.03170564,2.93916766
-4.91345673,5.89654869,0.01164220,0.53515366,0.91605664,0.54655501,2.31537677,2.28481050,0.03238278,2.96656768
-4.90745373,5.93161900,0.01193773,0.52980845,0.91877401,0.55109603,2.32942694,2.30042751,0.03310387,2.99060079
-4.90145073,5.96211394,0.01226502,0.52429872,0.92014717,0.55521611,2.34240880,2.31498422,0.03386037,3.01094555
-4.89544772,5.98778455,0.01262296,0.51872680,0.92013945,0.55889734,2.35429048,2.32839640,0.03464405,3.02740083
-4.88944472,6.00859443,0.01301025,0.51321951,0.91875126,0.56213546,2.36508784,2.34066645,0.03544705,3.03988207
-4.88344172,6.02470775,0.01342546,0.50792776,0.91601794,0.56493865,2.37485972,2.35188027,0.03626186,3.04841174
-4.87743872,6.03646748,0.01386693,0.50302491,0.91200603,0.56732578,2.38370113,2.36219948,0.03708135,3.05310500
-4.87143572,6.04436565,0.01433281,0.49870427,0.90680844,0.56932431,2.39173466,2.37184971,0.03789868,3.05415153
-4.86543272,6.04900788,0.01482098,0.49517549,0.90053877,0.57096801,2.39910104,2.38110560,0.03870724,3.05179504
-4.85942971,6.05107444,0.01532904,0.49266016,0.89332515,0.57229471,2.40594945,2.39027370,0.03950062,3.04631164
-4.85342671,6.05128061,0.01585432,0.49138685,0.88530418,0.57334422,2.41242836,2.39967404,0.04027258,3.03798882
-4.84742371,6.05033865,0.01639377,0.49158557,0.87661515,0.57415667,2.41867755,2.40962174,0.04101700,3.02710603
-4.84142071,6.04892383,0.01694402,0.49348218,0.86739498,0.57477125,2.42482189,2.42040948,0.04172798,3.01391835
-4.83541771,6.04764621,0.01750136,0.49729265,0.85777413,0.57522549,2.43096720,2.43229207,0.04239985,2.99864394
-4.82941471,6.04702987,0.01806176,0.50321768,0.84787359,0.57555515,2.43719846,2.44547372,0.04302734,2.98145607
-4.82341171,6.04750018,0.01862092,0.51143763,0.83780323,0.57579464,2.44358046,2.46009879,0.04360570,2.96247997
-4.81740870,6.04937982,0.01917432,0.52210809,0.82766129,0.57597787,2.45016061,2.47624644,0.04413092,2.94179448
-4.81140570,6.05289292,0.01971733,0.53535614,0.81753512,0.57613961,2.45697363,2.49392926,0.04459992,2.91943837
-4.80540270,6.05817699,0.02024530,0.55127744,0.80750294,0.57631691,2.46404783,2.51309594,0.04501077,2.89542048
-4.79939970,6.06530107,0.02075372,0.56993411,0.79763643,0.57655082,2.47141217,2.53363762,0.04536294,2.86973312
-4.79339670,6.07428880,0.02123831,0.59135361,0.78800397,0.57688790,2.47910366,2.55539743,0.04565746,2.84236760
-4.78739370,6.08514444,0.02169524,0.61552830,0.77867410,0.57738160,2.48717455,2.57818252,0.04589708,2.81333094
-4.78139070,6.09787997,0.02212121,0.64241595,0.76971906,0.57809324,2.49569846,2.60177787,0.04608640,2.78266250
-4.77538769,6.11254121,0.02251361,0.67194088,0.76121813,0.57909259,2.50477533,2.62596086,0.04623191,2.75044954
-4.76938469,6.12923116,0.02287069,0.70399564,0.75326034,0.58045774,2.51453443,2.65051577,0.04634199,2.71684070
-4.76338169,6.14812875,0.02319156,0.73844328,0.74594659,0.58227446,2.52513537,2.67524729,0.04642675,2.68205646
-4.75737869,6.16950168,0.02347634,0.77511988,0.73939071,0.58463482,2.53676688,2.69999222,0.04649796,2.64639586
-4.75137569,6.19371221,0.02372613,0.81383733,0.73371959,0.58763516,2.54964342,2.72462868,0.04656868,2.61023904
-4.74537269,6.22121517,0.02394299,0.85438615,0.72907204,0.59137339,2.56399967,2.74908222,0.04665300,2.57404523
-4.73936968,6.25254808,0.02412991,0.89653836,0.72559662,0.59594583,2.58008321,2.77332849,0.04676563,2.53834614
-4.73336668,6.28831343,0.02429063,0.94005020,0.72344818,0.60144341,2.59814573,2.79739235,0.04692145,2.50373481
-4.72736368,6.32915372,0.02442954,0.98466463,0.72278344,0.60794773,2.61843310,2.82134341,0.04713497,2.47085047
-4.72136068,6.37572038,0.02455146,1.03011370,0.72375559,0.61552676,2.64117493,2.84528820,0.04741987,2.44035968
-4.71535768,6.42863772,0.02466145,1.07612057,0.72650814,0.62423059,2.66657386,2.86935957,0.04778844,2.41293473
-4.70935468,6.48846372,0.02476454,1.12240136,0.73116825,0.63408726,2.69479526,2.89370366,0.04825105,2.38922995
-4.70335168,6.55564939,0.02486554,1.16866678,0.73783980,0.64509900,2.72595763,2.91846546,0.04881569,2.36985699
-4.69734867,6.63049869,0.02496875,1.21462356,0.74659641,0.65723884,2.76012417,2.94377356,0.04948753,2.35536009
-4.69134567,6.71313103,0.02507779,1.25997584,0.75747489,0.67044794,2.79729572,2.96972502,0.05026855,2.34619231
-4.68534267,6.80344832,0.02519541,1.30442652,0.77046915,0.68463373,2.83740546,2.99637134,0.05115726,2.34269385
-4.67933967,6.90110838,0.02532334,1.34767870,0.78552519,0.69966902,2.88031549,3.02370616,0.05214856,2.34507334
-4.67333667,7.00550631,0.02546216,1.38943722,0.80253718,0.71539209,2.92581535,3.05165566,0.05323365,2.35339302
-4.66733367,7.11576515,0.02561131,1.42941058,0.82134507,0.73160799,2.97362259,3.08007206,0.05440010,2.36755852
-4.66133067,7.23073661,0.02576903,1.46731298,0.84173377,0.74809094,3.02338533,3.10873081,0.05563206,2.38731383
-4.65532766,7.34901268,0.02593245,1.50286691,0.86343422,0.76458795,3.07468684,3.13733174,0.05691056,2.41224171
-4.64932466,7.46894777,0.02609769,1.53580600,0.88612632,0.78082352,3.12705186,3.16550418,0.05821392,2.44176990
-4.64332166,7.58869136,0.02626001,1.56587837,0.90944375,0.79650533,3.17995472,3.19281597,0.05951831,2.47518271
