energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.68784392,2.78770790,0.04511565,0.09280336,0.02936704,0.00000000,0.58728118,0.28379509,0.03282059,1.71233140
-5.68184092,2.73232603,0.04480945,0.08993680,0.02907903,0.00000000,0.57579570,0.27759171,0.03252806,1.67968822
-5.67583792,2.66851411,0.04433497,0.08675755,0.02869166,0.00000000,0.56250530,0.27057701,0.03210520,1.64191148
-5.66983492,2.59662855,0.04368625,0.08331942,0.02820408,0.00000000,0.54747058,0.26279569,0.03155409,1.59916415
-5.66383192,2.51713698,0.04286018,0.07967887,0.02761731,0.00000000,0.53077971,0.25430242,0.03087872,1.55167892
-5.65782891,2.43062471,0.04185695,0.07589392,0.02693443,0.00000000,0.51254969,0.24516233,0.03008512,1.49976400
-5.65182591,2.33779712,0.04068033,0.07202310,0.02616067,0.00000000,0.49292654,0.23545121,0.02918137,1.44380604
-5.64582291,2.23947720,0.03933779,0.06812446,0.02530346,0.00000000,0.47208437,0.22525517,0.02817757,1.38426987
-5.63981991,2.13659787,0.03784043,0.06425465,0.02437234,0.00000000,0.45022316,0.21466997,0.02708576,1.32169466
-5.63381691,2.03018895,0.03620283,0.06046806,0.02337881,0.00000000,0.42756543,0.20379973,0.02591968,1.25668654
-5.62781391,1.92135915,0.03444265,0.05681598,0.02233601,0.00000000,0.40435175,0.19275522,0.02469455,1.18990775
-5.62181091,1.81127350,0.03258018,0.05334589,0.02125843,0.00000000,0.38083539,0.18165178,0.02342668,1.12206276
-5.61580790,1.70112711,0.03063773,0.05010078,0.02016150,0.00000000,0.35727619,0.17060678,0.02213313,1.05388190
-5.60980490,1.59211639,0.02863898,0.04711852,0.01906108,0.00000000,0.33393400,0.15973693,0.02083125,0.98610316
-5.60380190,1.48540888,0.02660828,0.04443128,0.01797304,0.00000000,0.31106194,0.14915538,0.01953822,0.91945308
-5.59779890,1.38211313,0.02456993,0.04206509,0.01691272,0.00000000,0.28889976,0.13896887,0.01827064,0.85462751
-5.59179590,1.28324981,0.02254752,0.04003936,0.01589450,0.00000000,0.26766756,0.12927493,0.01704401,0.79227313
-5.58579290,1.18972547,0.02056335,0.03836660,0.01493133,0.00000000,0.24756027,0.12015939,0.01587239,0.73297061
-5.57978989,1.10231006,0.01863781,0.03705214,0.01403434,0.00000000,0.22874290,0.11169415,0.01476804,0.67722006
-5.57378689,1.02161908,0.01678908,0.03609403,0.01321257,0.00000000,0.21134689,0.10393552,0.01374112,0.62542947
-5.56778389,0.94810112,0.01503271,0.03548303,0.01247271,0.00000000,0.19546771,0.09692297,0.01279950,0.57790644
-5.56178089,0.88203131,0.01338152,0.03520278,0.01181893,0.00000000,0.18116365,0.09067853,0.01194861,0.53485371
-5.55577789,0.82351078,0.01184549,0.03523012,0.01125289,0.00000000,0.16845592,0.08520670,0.01119145,0.49636835
-5.54977489,0.77247204,0.01043183,0.03553557,0.01077374,0.00000000,0.15733003,0.08049509,0.01052863,0.46244468
-5.54377189,0.72868999,0.00914513,0.03608398,0.01037825,0.00000000,0.14773825,0.07651544,0.00995849,0.43298070
-5.53776888,0.69179799,0.00798759,0.03683537,0.01006103,0.00000000,0.13960316,0.07322535,0.00947734,0.40778756
-5.53176588,0.66130814,0.00695930,0.03774593,0.00981481,0.00000000,0.13282202,0.07057028,0.00907971,0.38660165
-5.52576288,0.63663501,0.00605865,0.03876916,0.00963076,0.00000000,0.12727180,0.06848600,0.00875872,0.36909878
-5.51975988,0.61712169,0.00528262,0.03985709,0.00949888,0.00000000,0.12281469,0.06690126,0.00850638,0.35490972
-5.51375688,0.60206712,0.00462720,0.04096165,0.00940839,0.00000000,0.11930377,0.06574061,0.00831404,0.34363647
-5.50775388,0.59075364,0.00408776,0.04203603,0.00934817,0.00000000,0.11658881,0.06492724,0.00817276,0.33486869
-5.50175088,0.58247363,0.00365931,0.04303600,0.00930712,0.00000000,0.11452175,0.06438570,0.00807366,0.32819946
-5.49574787,0.57655440,0.00333687,0.04392126,0.00927460,0.00000000,0.11296192,0.06404450,0.00800833,0.32324004
-5.48974487,0.57238021,0.00311565,0.04465660,0.00924072,0.00000000,0.11178059,0.06383840,0.00796909,0.31963281
-5.48374187,0.56941089,0.00299121,0.04521293,0.00919672,0.00000000,0.11086492,0.06371028,0.00794930,0.31706225
-5.47773887,0.56719636,0.00295961,0.04556813,0.00913514,0.00000000,0.11012110,0.06361263,0.00794357,0.31526341
-5.47173587,0.56538663,0.00301739,0.04570761,0.00905008,0.00000000,0.10947650,0.06350857,0.00794787,0.31402773
-5.46573287,0.56373715,0.00316160,0.04562468,0.00893726,0.00000000,0.10888109,0.06337229,0.00795966,0.31320610
-5.45972986,0.56210933,0.00338966,0.04532060,0.00879412,0.00000000,0.10830777,0.06318908,0.00797785,0.31270918
-5.45372686,0.56046665,0.00369925,0.04480434,0.00861977,0.00000000,0.10775192,0.06295478,0.00800279,0.31250506
-5.44772386,0.55886640,0.00408813,0.04409208,0.00841494,0.00000000,0.10723010,0.06267485,0.00803614,0.31261443
-5.44172086,0.55744793,0.00455391,0.04320653,0.00818182,0.00000000,0.10677800,0.06236297,0.00808067,0.31310376
-5.43571786,0.55641776,0.00509382,0.04217593,0.00792390,0.00000000,0.10644783,0.06203945,0.00814010,0.31407667
-5.42971486,0.55603253,0.00570448,0.04103296,0.00764576,0.00000000,0.10630517,0.06172928,0.00821879,0.31566412
-5.42371186,0.55658061,0.00638168,0.03981348,0.00735279,0.00000000,0.10642560,0.06146014,0.00832151,0.31801376
-5.41770885,0.55836310,0.00712015,0.03855524,0.00705099,0.00000000,0.10689103,0.06126038,0.00845315,0.32127914
-5.41170585,0.56167534,0.00791340,0.03729654,0.00674664,0.00000000,0.10778611,0.06115705,0.00861840,0.32560909
-5.40570285,0.56678952,0.00875361,0.03607496,0.00644613,0.00000000,0.10919472,0.06117413,0.00882153,0.33113790
-5.39969985,0.57393928,0.00963160,0.03492613,0.00615563,0.00000000,0.11119670,0.06133103,0.00906612,0.33797662
-5.39369685,0.58330681,0.01053680,0.03388265,0.00588098,0.00000000,0.11386493,0.06164134,0.00935483,0.34620586
-5.38769385,0.59501297,0.01145736,0.03297319,0.00562742,0.00000000,0.11726285,0.06211209,0.00968929,0.35587046
-5.38169085,0.60911071,0.01238034,0.03222172,0.00539951,0.00000000,0.12144251,0.06274328,0.01006989,0.36697595
-5.37568784,0.62558198,0.01329194,0.03164698,0.00520101,0.00000000,0.12644305,0.06352792,0.01049576,0.37948715
-5.36968484,0.64433792,0.01417778,0.03126213,0.00503480,0.00000000,0.13228980,0.06445243,0.01096475,0.39332872
-5.36368184,0.66522241,0.01502331,0.03107461,0.00490286,0.00000000,0.13899381,0.06549739,0.01147338,0.40838752
-5.35767884,0.68801828,0.01581422,0.03108622,0.00480629,0.00000000,0.14655197,0.06663865,0.01201700,0.42451669
-5.35167584,0.71245613,0.01653682,0.03129333,0.00474533,0.00000000,0.15494740,0.06784860,0.01258983,0.44154102
-5.34567284,0.73822485,0.01717854,0.03168725,0.00471940,0.00000000,0.16415032,0.06909769,0.01318513,0.45926345
-5.33966983,0.76498351,0.01772832,0.03225481,0.00472724,0.00000000,0.17411914,0.07035597,0.01379537,0.47747218
-5.33366683,0.79237388,0.01817699,0.03297894,0.00476695,0.00000000,0.18480179,0.07159463,0.01441242,0.49594818
-5.32766383,0.82003306,0.01851763,0.03383944,0.00483612,0.00000000,0.19613719,0.07278744,0.01502777,0.51447261
-5.32166083,0.84760566,0.01874576,0.03481378,0.00493195,0.00000000,0.20805677,0.07391210,0.01563276,0.53283393
-5.31565783,0.87475502,0.01885956,0.03587788,0.00505132,0.00000000,0.22048607,0.07495122,0.01621877,0.55083437
-5.30965483,0.90117320,0.01885990,0.03700701,0.00519096,0.00000000,0.23334627,0.07589320,0.01677746,0.56829555
-5.30365183,0.92658935,0.01875032,0.03817663,0.00534748,0.00000000,0.24655568,0.07673270,0.01730098,0.58506310
-5.29764882,0.95077633,0.01853687,0.03936320,0.00551752,0.00000000,0.26003113,0.07747088,0.01778215,0.60101018
-5.29164582,0.97355558,0.01822789,0.04054501,0.00569779,0.00000000,0.27368930,0.07811531,0.01821464,0.61603989
-5.28564282,0.99480006,0.01783367,0.04170286,0.00588518,0.00000000,0.28744792,0.07867965,0.01859315,0.63008653
-5.27963982,1.01443564,0.01736612,0.04282076,0.00607680,0.00000000,0.30122687,0.07918305,0.01891349,0.64311592
-5.27363682,1.03244084,0.01683827,0.04388646,0.00627004,0.00000000,0.31494924,0.07964949,0.01917271,0.65512475
-5.26763382,1.04884531,0.01626389,0.04489191,0.00646260,0.00000000,0.32854220,0.08010688,0.01936917,0.66613924
-5.26163082,1.06372712,0.01565699,0.04583358,0.00665252,0.00000000,0.34193787,0.08058620,0.01950256,0.67621312
-5.25562781,1.07720923,0.01503142,0.04671263,0.00683824,0.00000000,0.35507406,0.08112058,0.01957393,0.68542526
-5.24962481,1.08945523,0.01440048,0.04753498,0.00701855,0.00000000,0.36789499,0.08174446,0.01958564,0.69387691
-5.24362181,1.10066462,0.01377658,0.04831110,0.00719266,0.00000000,0.38035180,0.08249289,0.01954132,0.70168881
-5.23761881,1.11106777,0.01317103,0.04905582,0.00736017,0.00000000,0.39240304,0.08340079,0.01944575,0.70899820
-5.23161581,1.12092059,0.01259386,0.04978778,0.00752104,0.00000000,0.40401499,0.08450259,0.01930478,0.71595585
-5.22561281,1.13049917,0.01205376,0.05052890,0.00767561,0.00000000,0.41516182,0.08583179,0.01912514,0.72272305
-5.21960980,1.14009423,0.01155807,0.05130361,0.00782457,0.00000000,0.42582554,0.08742078,0.01891433,0.72946869
-5.21360680,1.15000555,0.01111289,0.05213801,0.00796891,0.00000000,0.43599575,0.08930073,0.01868035,0.73636635
-5.20760380,1.16053634,0.01072329,0.05305890,0.00810992,0.00000000,0.44566913,0.09150157,0.01843158,0.74359140
-5.20160080,1.17198751,0.01039346,0.05409280,0.00824912,0.00000000,0.45484865,0.09405200,0.01817654,0.75131804
-5.19559780,1.18465188,0.01012703,0.05526495,0.00838822,0.00000000,0.46354255,0.09697948,0.01792367,0.75971630
-5.18959480,1.19880834,0.00992731,0.05659826,0.00852906,0.00000000,0.47176305,0.10031026,0.01768118,0.76894899
-5.18359180,1.21471604,0.00979761,0.05811243,0.00867360,0.00000000,0.47952483,0.10406921,0.01745680,0.77916849
-5.17758879,1.23260856,0.00974146,0.05982307,0.00882379,0.00000000,0.48684333,0.10827969,0.01725767,0.79051355
-5.17158579,1.25268823,0.00976285,0.06174101,0.00898156,0.00000000,0.49373296,0.11296314,0.01709014,0.80310596
-5.16558279,1.27512072,0.00986637,0.06387175,0.00914872,0.00000000,0.50020531,0.11813863,0.01695971,0.81704730
-5.15957979,1.30002996,0.01005733,0.06621509,0.00932693,0.00000000,0.50626741,0.12382225,0.01687085,0.83241579
-5.15357679,1.32749354,0.01034172,0.06876502,0.00951762,0.00000000,0.51192020,0.13002626,0.01682700,0.84926323
-5.14757379,1.35753879,0.01072615,0.07150973,0.00972194,0.00000000,0.51715727,0.13675828,0.01683048,0.86761230
-5.14157079,1.39013957,0.01121769,0.07443185,0.00994068,0.00000000,0.52196406,0.14402024,0.01688251,0.88745427
-5.13556778,1.42521396,0.01182359,0.07750893,0.01017425,0.00000000,0.52631750,0.15180736,0.01698320,0.90874704
-5.12956478,1.46262293,0.01255096,0.08071395,0.01042266,0.00000000,0.53018617,0.16010704,0.01713154,0.93141394
-5.12356178,1.50217004,0.01340633,0.08401613,0.01068542,0.00000000,0.53353118,0.16889785,0.01732550,0.95534307
-5.11755878,1.54360223,0.01439522,0.08738167,0.01096162,0.00000000,0.53630746,0.17814855,0.01756204,0.98038738
-5.11155578,1.58661181,0.01552163,0.09077459,0.01124985,0.00000000,0.53846583,0.18781728,0.01783718,1.00636560
-5.10555278,1.63083958,0.01678754,0.09415766,0.01154822,0.00000000,0.53995540,0.19785088,0.01814609,1.03306392
-5.09954977,1.67587919,0.01819241,0.09749317,0.01185444,0.00000000,0.54072652,0.20818456,0.01848313,1.06023859
-5.09354677,1.72128267,0.01973276,0.10074375,0.01216577,0.00000000,0.54073404,0.21874175,0.01884195,1.08761937
-5.08754377,1.76656723,0.02140175,0.10387303,0.01247917,0.00000000,0.53994067,0.22943439,0.01921558,1.11491391
-5.08154077,1.81122339,0.02318892,0.10684626,0.01279129,0.00000000,0.53832051,0.24016357,0.01959653,1.14181303
-5.07553777,1.85472428,0.02508000,0.10963082,0.01309863,0.00000000,0.53586243,0.25082065,0.01997688,1.16799691
-5.06953477,1.89653629,0.02705691,0.11219657,0.01339757,0.00000000,0.53257324,0.26128873,0.02034838,1.19314214
-5.06353177,1.93613099,0.02909785,0.11451627,0.01368456,0.00000000,0.52848058,0.27144469,0.02070264,1.21692957
-5.05752876,1.97299817,0.03117763,0.11656573,0.01395618,0.00000000,0.52363530,0.28116159,0.02103122,1.23905294
-5.05152576,2.00665985,0.03326806,0.11832410,0.01420934,0.00000000,0.51811335,0.29031156,0.02132582,1.25922805
-5.04552276,2.03668515,0.03533862,0.11977409,0.01444136,0.00000000,0.51201714,0.29876897,0.02157845,1.27720234
-5.03951976,2.06270544,0.03735716,0.12090211,0.01465017,0.00000000,0.50547617,0.30641391,0.02178164,1.29276457
-5.03351676,2.08442951,0.03929079,0.12169857,0.01483438,0.00000000,0.49864713,0.31313581,0.02192863,1.30575436
-5.02751376,2.10165802,0.04110684,0.12215811,0.01499348,0.00000000,0.49171315,0.31883713,0.02201355,1.31607116
-5.02151076,2.11429675,0.04277385,0.12227987,0.01512788,0.00000000,0.48488257,0.32343687,0.02203164,1.32368219
-5.01550775,2.12236769,0.04426259,0.12206781,0.01523900,0.00000000,0.47838680,0.32687382,0.02197944,1.32862890
-5.00950475,2.12601743,0.04554703,0.12153099,0.01532935,0.00000000,0.47247766,0.32910940,0.02185487,1.33103164
-5.00350175,2.12552191,0.04660521,0.12068379,0.01540249,0.00000000,0.46742391,0.33012986,0.02165744,1.33109178
-4.99749875,2.12128704,0.04742004,0.11954607,0.01546304,0.00000000,0.46350709,0.32994770,0.02138824,1.32909123
-4.99149575,2.11384452,0.04797982,0.11814323,0.01551658,0.00000000,0.46101677,0.32860228,0.02104996,1.32538878
-4.98549275,2.10384250,0.04827870,0.11650608,0.01556951,0.00000000,0.46024500,0.32615944,0.02064690,1.32041331
-4.97948974,2.09203118,0.04831682,0.11467054,0.01562889,0.00000000,0.46148028,0.32271013,0.02018478,1.31465371
-4.97348674,2.07924310,0.04810025,0.11267711,0.01570224,0.00000000,0.46500091,0.31836807,0.01967064,1.30864563
-4.96748374,2.06636906,0.04764071,0.11057017,0.01579726,0.00000000,0.47106791,0.31326654,0.01911259,1.30295553
-4.96148074,2.05432990,0.04695508,0.10839700,0.01592157,0.00000000,0.47991769,0.30755422,0.01851954,1.29816239
-4.95547774,2.04404564,0.04606469,0.10620667,0.01608244,0.00000000,0.49175451,0.30139059,0.01790091,1.29483784
-4.94947474,2.03640278,0.04499454,0.10404873,0.01628643,0.00000000,0.50674313,0.29494072,0.01726628,1.29352543
-4.94347174,2.03222156,0.04377226,0.10197181,0.01653917,0.00000000,0.52500169,0.28836994,0.01662511,1.29472010
-4.93746873,2.03222441,0.04242723,0.10002221,0.01684507,0.00000000,0.54659530,0.28183855,0.01598634,1.29884858
-4.93146573,2.03700738,0.04098946,0.09824242,0.01720708,0.00000000,0.57153050,0.27549675,0.01535818,1.30625198
-4.92546273,2.04701586,0.03948869,0.09666989,0.01762654,0.00000000,0.59975091,0.26948022,0.01474780,1.31717124
-4.91945973,2.06252605,0.03795350,0.09533583,0.01810305,0.00000000,0.63113443,0.26390636,0.01416112,1.33173639
-4.91345673,2.08363316,0.03641054,0.09426431,0.01863444,0.00000000,0.66549216,0.25887148,0.01360274,1.34996023
-4.90745373,2.11024721,0.03488400,0.09347165,0.01921679,0.00000000,0.70256936,0.25444903,0.01307578,1.37173689
-4.90145073,2.14209679,0.03339516,0.09296615,0.01984456,0.00000000,0.74204848,0.25068900,0.01258193,1.39684552
-4.89544772,2.17874087,0.03196221,0.09274810,0.02051073,0.00000000,0.78355445,0.24761838,0.01212153,1.42495905
-4.88944472,2.21958823,0.03060019,0.09281020,0.02120711,0.00000000,0.82666215,0.24524277,0.01169364,1.45565771
-4.88344172,2.26392362,0.02932122,0.09313829,0.02192461,0.00000000,0.87090593,0.24354888,0.01129629,1.48844684
-4.87743872,2.31093980,0.02813470,0.09371237,0.02265362,0.00000000,0.91579099,0.24250790,0.01092668,1.52277814
-4.87143572,2.35977358,0.02704781,0.09450783,0.02338442,0.00000000,0.96080627,0.24207948,0.01058142,1.55807355
-4.86543272,2.40954452,0.02606598,0.09549685,0.02410753,0.00000000,1.00543843,0.24221594,0.01025687,1.59375039
-4.85942971,2.45939421,0.02519342,0.09664991,0.02481420,0.00000000,1.04918630,0.24286682,0.00994934,1.62924687
-4.85342671,2.50852437,0.02443371,0.09793727,0.02549670,0.00000000,1.09157547,0.24398303,0.00965543,1.66404651
-4.84742371,2.55623171,0.02379023,0.09933034,0.02614874,0.00000000,1.13217213,0.24552087,0.00937220,1.69770045
-4.84142071,2.60193809,0.02326663,0.10080295,0.02676570,0.00000000,1.17059571,0.24744520,0.00909745,1.72984642
-4.83541771,2.64521425,0.02286715,0.10233235,0.02734483,0.00000000,1.20652971,0.24973205,0.00882982,1.76022352
-4.82941471,2.68579615,0.02259680,0.10389987,0.02788541,0.00000000,1.23973022,0.25237014,0.00856896,1.78868213
-4.82341171,2.72359296,0.02246142,0.10549138,0.02838874,0.00000000,1.27003159,0.25536150,0.00831555,1.81518835
-4.81740870,2.75868652,0.02246760,0.10709731,0.02885812,0.00000000,1.29734912,0.25872102,0.00807137,1.83982284
-4.81140570,2.79132221,0.02262247,0.10871236,0.02929861,0.00000000,1.32167854,0.26247509,0.00783920,1.86277421
-4.80540270,2.82189190,0.02293338,0.11033492,0.02971687,0.00000000,1.34309224,0.26665919,0.00762279,1.88432720
-4.79939970,2.85090982,0.02340742,0.11196624,0.03012077,0.00000000,1.36173260,0.27131491,0.00742674,1.90484638
-4.79339670,2.87898278,0.02405099,0.11360934,0.03051903,0.00000000,1.37780248,0.27648626,0.00725634,1.92475620
-4.78739370,2.90677615,0.02486921,0.11526787,0.03092078,0.00000000,1.39155373,0.28221570,0.00711742,1.94451847
-4.78139070,2.93497771,0.02586541,0.11694486,0.03133513,0.00000000,1.40327399,0.28853999,0.00701612,1.96460841
-4.77538769,2.96426092,0.02704060,0.11864153,0.03177069,0.00000000,1.41327259,0.29548622,0.00695875,1.98549051
-4.76938469,2.99524980,0.02839307,0.12035623,0.03223515,0.00000000,1.42186642,0.30306815,0.00695157,2.00759547
-4.76338169,3.02848697,0.02991801,0.12208353,0.03273489,0.00000000,1.42936627,0.31128313,0.00700058,2.03129923
-4.75737869,3.06440657,0.03160730,0.12381361,0.03327466,0.00000000,1.43606444,0.32010979,0.00711136,2.05690534
-4.75137569,3.10331324,0.03344940,0.12553191,0.03385732,0.00000000,1.44222429,0.32950664,0.00728887,2.08463121
-4.74537269,3.14536810,0.03542939,0.12721908,0.03448368,0.00000000,1.44807207,0.33941159,0.00753730,2.11459899
-4.73936968,3.19058214,0.03752918,0.12885131,0.03515248,0.00000000,1.45379143,0.34974261,0.00785991,2.14683133
-4.73336668,3.23881725,0.03972780,0.13040090,0.03586037,0.00000000,1.45952082,0.36039934,0.00825891,2.18125201
-4.72736368,3.28979430,0.04200186,0.13183714,0.03660207,0.00000000,1.46535358,0.37126566,0.00873534,2.21769134
-4.72136068,3.34310765,0.04432604,0.13312742,0.03737060,0.00000000,1.47134077,0.38221310,0.00928896,2.25589558
-4.71535768,3.39824506,0.04667374,0.13423841,0.03815756,0.00000000,1.47749617,0.39310489,0.00991817,2.29553994
-4.70935468,3.45461149,0.04901762,0.13513748,0.03895352,0.00000000,1.48380306,0.40380047,0.01061995,2.33624409
-4.70335168,3.51155535,0.05133032,0.13579394,0.03974834,0.00000000,1.49022226,0.41416023,0.01138980,2.37758928
-4.69734867,3.56839568,0.05358499,0.13618034,0.04053164,0.00000000,1.49670066,0.42405024,0.01222176,2.41913600
-4.69134567,3.62444858,0.05575589,0.13627360,0.04129318,0.00000000,1.50317964,0.43334675,0.01310836,2.46044110
-4.68534267,3.67905141,0.05781878,0.13605590,0.04202324,0.00000000,1.50960273,0.44194017,0.01404067,2.50107357
-4.67933967,3.73158367,0.05975134,0.13551537,0.04271294,0.00000000,1.51592208,0.44973841,0.01500837,2.54062791
-4.67333667,3.78148332,0.06153342,0.13464652,0.04335451,0.00000000,1.52210297,0.45666941,0.01599986,2.57873470
-4.66733367,3.82825814,0.06314718,0.13345032,0.04394148,0.00000000,1.52812642,0.46268270,0.01700235,2.61506768
-4.66133067,3.87149147,0.06457714,0.13193405,0.04446880,0.00000000,1.53398934,0.46774990,0.01800206,2.64934723
-4.65532766,3.91084265,0.06581018,0.13011087,0.04493286,0.00000000,1.53970249,0.47186430,0.01898442,2.68134029
-4.64932466,3.94604223,0.06683540,0.12799918,0.04533141,0.00000000,1.54528627,0.47503932,0.01993435,2.71085680
-4.64332166,3.97688284,0.06764403,0.12562174,0.04566346,0.00000000,1.55076456,0.47730619,0.02083649,2.73774320
