energy_ev,total_up,B_p_up,B_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,0.39139809,0.01492088,0.00000000,0.18296535,0.00000000,0.09552851,0.08803440
-5.99399700,0.41283321,0.01568087,0.00000000,0.19302378,0.00000000,0.10040701,0.09301710
-5.98799400,0.43321934,0.01648008,0.00000000,0.20252912,0.00000000,0.10532178,0.09768540
-5.98199100,0.45226004,0.01731597,0.00000000,0.21133577,0.00000000,0.11023061,0.10196556
-5.97598799,0.46969566,0.01818776,0.00000000,0.21931499,0.00000000,0.11510145,0.10579189
-5.96998499,0.48531396,0.01909678,0.00000000,0.22635999,0.00000000,0.11991460,0.10910927
-5.96398199,0.49895897,0.02004660,0.00000000,0.23239018,0.00000000,0.12466441,0.11187520
-5.95797899,0.51053765,0.02104308,0.00000000,0.23735446,0.00000000,0.12936009,0.11406152
-5.95197599,0.52002376,0.02209428,0.00000000,0.24123328,0.00000000,0.13402576,0.11565546
-5.94597299,0.52745869,0.02321010,0.00000000,0.24403924,0.00000000,0.13869954,0.11666011
-5.93996998,0.53294921,0.02440188,0.00000000,0.24581639,0.00000000,0.14343166,0.11709422
-5.93396698,0.53666196,0.02568171,0.00000000,0.24663795,0.00000000,0.14828174,0.11699126
-5.92796398,0.53881497,0.02706173,0.00000000,0.24660272,0.00000000,0.15331512,0.11639793
-5.92196098,0.53966659,0.02855321,0.00000000,0.24583029,0.00000000,0.15859869,0.11537200
-5.91595798,0.53950227,0.03016560,0.00000000,0.24445517,0.00000000,0.16419602,0.11397969
-5.90995498,0.53861988,0.03190558,0.00000000,0.24262032,0.00000000,0.17016245,0.11229272
-5.90395198,0.53731429,0.03377608,0.00000000,0.24047020,0.00000000,0.17653998,0.11038514
-5.89794897,0.53586206,0.03577542,0.00000000,0.23814387,0.00000000,0.18335263,0.10833010
-5.89194597,0.53450698,0.03789657,0.00000000,0.23576833,0.00000000,0.19060225,0.10619671
-5.88594297,0.53344724,0.04012661,0.00000000,0.23345265,0.00000000,0.19826524,0.10404727
-5.87993997,0.53282504,0.04244643,0.00000000,0.23128297,0.00000000,0.20629026,0.10193475
-5.87393697,0.53271902,0.04483063,0.00000000,0.22931883,0.00000000,0.21459732,0.09990098
-5.86793397,0.53314010,0.04724783,0.00000000,0.22759087,0.00000000,0.22307814,0.09797527
-5.86193097,0.53403089,0.04966119,0.00000000,0.22610012,0.00000000,0.23159802,0.09617390
-5.85592796,0.53526868,0.05202925,0.00000000,0.22481880,0.00000000,0.23999914,0.09450009
-5.84992496,0.53667192,0.05430707,0.00000000,0.22369268,0.00000000,0.24810512,0.09294479
-5.84392196,0.53800980,0.05644751,0.00000000,0.22264475,0.00000000,0.25572683,0.09148802
-5.83791896,0.53901441,0.05840285,0.00000000,0.22158013,0.00000000,0.26266900,0.09010070
-5.83191596,0.53939492,0.06012634,0.00000000,0.22039178,0.00000000,0.26873751,0.08874694
-5.82591296,0.53885288,0.06157388,0.00000000,0.21896684,0.00000000,0.27374691,0.08738659
