energy_ev,total_up,As_p_up,As_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-6.00000000,1.81493621,0.23596721,0.00000000,0.53501931,1.14988724,0.02318817,0.39669112
-5.99399700,1.77505692,0.22348476,0.00000000,0.52374152,1.11495218,0.02365865,0.40000456
-5.98799400,1.74308138,0.21081070,0.00000000,0.51561255,1.08345755,0.02437745,0.40658326
-5.98199100,1.72035192,0.19816209,0.00000000,0.51094274,1.05638935,0.02535415,0.41660312
-5.97598799,1.70797283,0.18574351,0.00000000,0.50995741,1.03461376,0.02659258,0.43015883
-5.96998499,1.70677241,0.17374125,0.00000000,0.51278749,1.01885107,0.02809041,0.44725651
-5.96398199,1.71727428,0.16231848,0.00000000,0.51946303,1.00965524,0.02983902,0.46780908
-5.95797899,1.73967913,0.15161156,0.00000000,0.52990991,1.00739919,0.03182342,0.49163455
-5.95197599,1.77385727,0.14172755,0.00000000,0.54394994,1.01226655,0.03402243,0.51845739
-5.94597299,1.81935224,0.13274290,0.00000000,0.56130442,1.02424956,0.03640899,0.54791309
-5.93996998,1.87539524,0.12470335,0.00000000,0.58160114,1.04315312,0.03895069,0.57955596
-5.93396698,1.94092969,0.11762490,0.00000000,0.60438466,1.06860453,0.04161048,0.61286988
-5.92796398,2.01464499,0.11149581,0.00000000,0.62912951,1.10006847,0.04434749,0.64728173
-5.92196098,2.09501806,0.10627939,0.00000000,0.65525593,1.13686621,0.04711806,0.68217725
-5.91595798,2.18036116,0.10191748,0.00000000,0.68214766,1.17819854,0.04987687,0.71691858
-5.90995498,2.26887405,0.09833442,0.00000000,0.70917101,1.22317129,0.05257811,0.75086298
-5.90395198,2.35869871,0.09544132,0.00000000,0.73569466,1.27082245,0.05517670,0.78338199
-5.89794897,2.44797437,0.09314041,0.00000000,0.76110931,1.32015006,0.05762960,0.81388036
-5.89194597,2.53489114,0.09132940,0.00000000,0.78484660,1.37013993,0.05989692,0.84181384
-5.88594297,2.61774012,0.08990558,0.00000000,0.80639632,1.41979216,0.06194305,0.86670531
-5.87993997,2.69495848,0.08876956,0.00000000,0.82532142,1.46814595,0.06373766,0.88815840
-5.87393697,2.76516801,0.08782861,0.00000000,0.84127022,1.51430192,0.06525643,0.90586820
-5.86793397,2.82720605,0.08699938,0.00000000,0.85398520,1.55744150,0.06648168,0.91962858
-5.86193097,2.88014808,0.08621008,0.00000000,0.86330819,1.59684305,0.06740271,0.92933581
-5.85592796,2.92332157,0.08540196,0.00000000,0.86918174,1.63189452,0.06801596,0.93498850
-5.84992496,2.95631115,0.08453019,0.00000000,0.87164666,1.66210262,0.06832488,0.93668392
-5.84392196,2.97895545,0.08356409,0.00000000,0.87083588,1.68709849,0.06833957,0.93461083
-5.83791896,2.99133636,0.08248678,0.00000000,0.86696513,1.70664023,0.06807626,0.92903943
-5.83191596,2.99376168,0.08129433,0.00000000,0.86032062,1.72061234,0.06755651,0.92030891
-5.82591296,2.98674225,0.07999439,0.00000000,0.85124463,1.72902261,0.06680637,0.90881315
-5.81990995,2.97096508,0.07860454,0.00000000,0.84011955,1.73199655,0.06585533,0.89498537
-5.81390695,2.94726362,0.07715034,0.00000000,0.82735107,1.72977006,0.06473522,0.87928246
-5.80790395,2.91658665,0.07566316,0.00000000,0.81335143,1.72268035,0.06347918,0.86216963
-5.80190095,2.87996702,0.07417805,0.00000000,0.79852332,1.71115564,0.06212046,0.84410603
-5.79589795,2.83849123,0.07273152,0.00000000,0.78324518,1.69570379,0.06069149,0.82553190
-5.78989495,2.79327095,0.07135955,0.00000000,0.76785849,1.67690016,0.05922288,0.80685765
-5.78389195,2.74541698,0.07009569,0.00000000,0.75265749,1.65537478,0.05774265,0.78845528
-5.77788894,2.69601623,0.06896949,0.00000000,0.73788166,1.63179904,0.05627553,0.77065205
-5.77188594,2.64611192,0.06800519,0.00000000,0.72371121,1.60687199,0.05484251,0.75372671
-5.76588294,2.59668706,0.06722079,0.00000000,0.71026558,1.58130632,0.05346049,0.73790797
-5.75987994,2.54865103,0.06662746,0.00000000,0.69760480,1.55581410,0.05214212,0.72337503
-5.75387694,2.50282915,0.06622928,0.00000000,0.68573354,1.53109251,0.05089585,0.71025999
-5.74787394,2.45995469,0.06602337,0.00000000,0.67460757,1.50780955,0.04972604,0.69865158
-5.74187094,2.42066322,0.06600026,0.00000000,0.66414192,1.48659009,0.04863333,0.68859994
-5.73586793,2.38548870,0.06614461,0.00000000,0.65422054,1.46800245,0.04761502,0.68012205
-5.72986493,2.35486112,0.06643607,0.00000000,0.64470670,1.45254574,0.04666555,0.67320730
-5.72386193,2.32910543,0.06685036,0.00000000,0.63545365,1.44063853,0.04577710,0.66782305
-5.71785893,2.30844158,0.06736037,0.00000000,0.62631498,1.43260889,0.04494015,0.66391970
-5.71185593,2.29298554,0.06793737,0.00000000,0.61715420,1.42868658,0.04414409,0.66143525
-5.70585293,2.28275147,0.06855214,0.00000000,0.60785307,1.42899741,0.04337782,0.66029899
-5.69984992,2.27765492,0.06917607,0.00000000,0.59831844,1.43356040,0.04263027,0.66043455
-5.69384692,2.27751734,0.06978212,0.00000000,0.58848720,1.44228769,0.04189090,0.66176195
