energy_ev,total_up,As_p_up,As_d_up,Ta_p_up,Ta_d_up,Te_p_up,Te_d_up
-6.00000000,1.44257535,0.14223035,0.00000000,0.96214464,0.58747330,0.57306636,0.00000000
-5.99399700,1.37769966,0.13081746,0.00000000,0.88982746,0.55797861,0.55819200,0.00000000
-5.98799400,1.31543126,0.12162293,0.00000000,0.82407226,0.52930204,0.54304012,0.00000000
-5.98199100,1.25610254,0.11463213,0.00000000,0.76488752,0.50170547,0.52766230,0.00000000
-5.97598799,1.20006172,0.10982933,0.00000000,0.71224281,0.47545651,0.51212875,0.00000000
-5.96998499,1.14767810,0.10720113,0.00000000,0.66608267,0.45082612,0.49653228,0.00000000
-5.96398199,1.09934385,0.10673859,0.00000000,0.62633755,0.42808529,0.48099058,0.00000000
-5.95797899,1.05547205,0.10843801,0.00000000,0.59293129,0.40750094,0.46564680,0.00000000
-5.95197599,1.01649074,0.11230019,0.00000000,0.56578503,0.38933108,0.45066823,0.00000000
-5.94597299,0.98283317,0.11832834,0.00000000,0.54481749,0.37381911,0.43624293,0.00000000
-5.93996998,0.95492448,0.12652475,0.00000000,0.52994198,0.36118767,0.42257471,0.00000000
-5.93396698,0.93316533,0.13688627,0.00000000,0.52106039,0.35163188,0.40987634,0.00000000
-5.92796398,0.91791307,0.14939897,0.00000000,0.51805483,0.34531243,0.39836144,0.00000000
-5.92196098,0.90946146,0.16403228,0.00000000,0.52077763,0.34234847,0.38823550,0.00000000
-5.91595798,0.90801967,0.18073290,0.00000000,0.52904037,0.34281076,0.37968627,0.00000000
-5.90995498,0.91369194,0.19941884,0.00000000,0.54260298,0.34671533,0.37287415,0.00000000
-5.90395198,0.92645876,0.21997413,0.00000000,0.56116354,0.35401790,0.36792307,0.00000000
-5.89794897,0.94616082,0.24224438,0.00000000,0.58434976,0.36460940,0.36491225,0.00000000
-5.89194597,0.97248688,0.26603369,0.00000000,0.61171292,0.37831306,0.36386940,0.00000000
-5.88594297,1.00496631,0.29110316,0.00000000,0.64272478,0.39488318,0.36476576,0.00000000
-5.87993997,1.04296733,0.31717130,0.00000000,0.67677818,0.41400597,0.36751322,0.00000000
-5.87393697,1.08570136,0.34391643,0.00000000,0.71319138,0.43530263,0.37196380,0.00000000
-5.86793397,1.13223380,0.37098119,0.00000000,0.75121660,0.45833480,0.37791170,0.00000000
-5.86193097,1.18150128,0.39797906,0.00000000,0.79005235,0.48261237,0.38509771,0.00000000
-5.85592796,1.23233502,0.42450274,0.00000000,0.82885944,0.50760359,0.39321602,0.00000000
-5.84992496,1.28348952,0.45013424,0.00000000,0.86678003,0.53274719,0.40192320,0.00000000
-5.84392196,1.33367591,0.47445601,0.00000000,0.90295904,0.55746632,0.41084891,0.00000000
-5.83791896,1.38159831,0.49706296,0.00000000,0.93656697,0.58118359,0.41960788,0.00000000
-5.83191596,1.42599204,0.51757466,0.00000000,0.96682318,0.60333696,0.42781281,0.00000000
-5.82591296,1.46566199,0.53564709,0.00000000,0.99301850,0.62339563,0.43508747,0.00000000
-5.81990995,1.49951933,0.55098359,0.00000000,1.01453610,0.64087536,0.44107951,0.00000000
-5.81390695,1.52661520,0.56334428,0.00000000,1.03086967,0.65535259,0.44547237,0.00000000
-5.80790395,1.54616949,0.57255345,0.00000000,1.04163786,0.66647660,0.44799582,0.00000000
-5.80190095,1.55759379,0.57850472,0.00000000,1.04659447,0.67397932,0.44843469,0.00000000
-5.79589795,1.56050713,0.58116353,0.00000000,1.04563366,0.67768219,0.44663533,0.00000000
-5.78989495,1.55474416,0.58056682,0.00000000,1.03879010,0.67749990,0.44250975,0.00000000
-5.78389195,1.54035527,0.57682011,0.00000000,1.02623404,0.67344077,0.43603711,0.00000000
-5.77788894,1.51759885,0.57009198,0.00000000,1.00826148,0.66560376,0.42726275,0.00000000
-5.77188594,1.48692635,0.56060622,0.00000000,0.98528017,0.65417249,0.41629484,0.00000000
-5.76588294,1.44896086,0.54863226,0.00000000,0.95779204,0.63940634,0.40329882,0.00000000
-5.75987994,1.40447057,0.53447429,0.00000000,0.92637295,0.62162940,0.38849016,0.00000000
-5.75387694,1.35433841,0.51845956,0.00000000,0.89165103,0.60121763,0.37212570,0.00000000
-5.74787394,1.29952962,0.50092662,0.00000000,0.85428432,0.57858505,0.35449414,0.00000000
-5.74187094,1.24105876,0.48221402,0.00000000,0.81493914,0.55416956,0.33590611,0.00000000
-5.73586793,1.17995765,0.46264996,0.00000000,0.77426982,0.52841910,0.31668440,0.00000000
-5.72986493,1.11724585,0.44254334,0.00000000,0.73290090,0.50177876,0.29715462,0.00000000
-5.72386193,1.05390471,0.42217666,0.00000000,0.69141228,0.47467937,0.27763688,0.00000000
