energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-3.11855928,0.12914789,0.02566818,0.04000466,0.00000553,0.00994860,0.00001039,0.07217141,0.02940936,0.02412743
-3.11255628,0.14751254,0.02922578,0.04784191,0.00000661,0.01111739,0.00001258,0.07994608,0.03302772,0.02721551
-3.10655328,0.16756191,0.03308767,0.05682283,0.00000784,0.01234405,0.00001513,0.08794797,0.03687990,0.03051671
-3.10055028,0.18929711,0.03724858,0.06702900,0.00000923,0.01361897,0.00001810,0.09608668,0.04095192,0.03401701
-3.09454727,0.21269220,0.04169743,0.07853043,0.00001080,0.01493071,0.00002151,0.10426121,0.04522632,0.03769751
-3.08854427,0.23769144,0.04641694,0.09138166,0.00001255,0.01626616,0.00002540,0.11236198,0.04968249,0.04153437
-3.08254127,0.26420704,0.05138326,0.10561783,0.00001447,0.01761067,0.00002983,0.12027336,0.05429712,0.04549889
-3.07653827,0.29211742,0.05656578,0.12125077,0.00001658,0.01894835,0.00003481,0.12787662,0.05904474,0.04955774
-3.07053527,0.32126620,0.06192706,0.13826545,0.00001887,0.02026238,0.00004040,0.13505311,0.06389825,0.05367327
-3.06453227,0.35146202,0.06742299,0.15661677,0.00002132,0.02153528,0.00004660,0.14168763,0.06882957,0.05780403
-3.05852926,0.38247925,0.07300315,0.17622713,0.00002393,0.02274939,0.00005344,0.14767190,0.07381021,0.06190538
-3.05252626,0.41405964,0.07861135,0.19698467,0.00002667,0.02388721,0.00006094,0.15290775,0.07881182,0.06593021
-3.04652326,0.44591509,0.08418638,0.21874266,0.00002953,0.02493183,0.00006908,0.15731020,0.08380663,0.06982985
-3.04052026,0.47773133,0.08966305,0.24131987,0.00003247,0.02586736,0.00007788,0.16081008,0.08876787,0.07355499
-3.03451726,0.50917277,0.09497332,0.26450225,0.00003547,0.02667930,0.00008729,0.16335607,0.09366998,0.07705667
-3.02851426,0.53988821,0.10004766,0.28804581,0.00003848,0.02735490,0.00009730,0.16491617,0.09848877,0.08028740
-3.02251126,0.56951740,0.10481660,0.31168078,0.00004147,0.02788352,0.00010785,0.16547851,0.10320144,0.08320219
-3.01650825,0.59769843,0.10921229,0.33511692,0.00004441,0.02825683,0.00011889,0.16505142,0.10778652,0.08575964
-3.01050525,0.62407551,0.11317022,0.35804989,0.00004723,0.02846907,0.00013035,0.16366271,0.11222378,0.08792297
-3.00450225,0.64830726,0.11663086,0.38016848,0.00004992,0.02851717,0.00014213,0.16135843,0.11649403,0.08966093
-2.99849925,0.67007492,0.11954133,0.40116248,0.00005241,0.02840080,0.00015414,0.15820092,0.12057909,0.09094869
-2.99249625,0.68909056,0.12185691,0.42073094,0.00005468,0.02812239,0.00016629,0.15426643,0.12446173,0.09176849
-2.98649325,0.70510487,0.12354241,0.43859052,0.00005668,0.02768704,0.00017846,0.14964235,0.12812579,0.09211027
-2.98049025,0.71791420,0.12457331,0.45448358,0.00005839,0.02710235,0.00019054,0.14442423,0.13155648,0.09197199
-2.97448724,0.72736686,0.12493667,0.46818586,0.00005977,0.02637827,0.00020242,0.13871270,0.13474087,0.09135988
-2.96848424,0.73336824,0.12463167,0.47951329,0.00006082,0.02552680,0.00021398,0.13261046,0.13766866,0.09028838
-2.96248124,0.73588467,0.12366994,0.48832781,0.00006151,0.02456168,0.00022514,0.12621943,0.14033309,0.08877995
-2.95647824,0.73494586,0.12207539,0.49454191,0.00006185,0.02349809,0.00023580,0.11963824,0.14273210,0.08686471
-2.95047524,0.73064584,0.11988387,0.49812186,0.00006183,0.02235224,0.00024591,0.11296000,0.14486965,0.08457981
-2.94447224,0.72314233,0.11714236,0.49908927,0.00006146,0.02114104,0.00025541,0.10627061,0.14675714,0.08196868
-2.93846923,0.71265443,0.11390793,0.49752121,0.00006076,0.01988168,0.00026429,0.09964747,0.14841470,0.07908014
-2.93246623,0.69945893,0.11024639,0.49354869,0.00005976,0.01859129,0.00027257,0.09315862,0.14987253,0.07596737
-2.92646323,0.68388490,0.10623077,0.48735358,0.00005848,0.01728657,0.00028030,0.08686242,0.15117186,0.07268677
-2.92046023,0.66630711,0.10193954,0.47916412,0.00005696,0.01598350,0.00028755,0.08080752,0.15236564,0.06929680
-2.91445723,0.64713803,0.09745478,0.46924911,0.00005524,0.01469703,0.00029444,0.07503325,0.15351869,0.06585675
-2.90845423,0.62681886,0.09286020,0.45791091,0.00005336,0.01344081,0.00030113,0.06957016,0.15470730,0.06242551
-2.90245123,0.60580958,0.08823930,0.44547753,0.00005137,0.01222707,0.00030779,0.06444089,0.15601819,0.05906039
-2.89644822,0.58457839,0.08367336,0.43229389,0.00004931,0.01106639,0.00031463,0.05966101,0.15754670,0.05581596
-2.89044522,0.56359064,0.07923972,0.41871263,0.00004723,0.00996766,0.00032187,0.05523995,0.15939432,0.05274301
-2.88444222,0.54329767,0.07501003,0.40508465,0.00004517,0.00893802,0.00032974,0.05118193,0.16166555,0.04988758
-2.87843922,0.52412560,0.07104880,0.39174956,0.00004317,0.00798283,0.00033848,0.04748681,0.16446408,0.04729012
-2.87243622,0.50646465,0.06741206,0.37902647,0.00004128,0.00710575,0.00034831,0.04415073,0.16788865,0.04498480
-2.86643322,0.49065907,0.06414630,0.36720523,0.00003952,0.00630884,0.00035944,0.04116678,0.17202849,0.04299892
-2.86043022,0.47699809,0.06128763,0.35653849,0.00003792,0.00559260,0.00037203,0.03852541,0.17695874,0.04135260
-2.85442721,0.46570826,0.05886121,0.34723476,0.00003651,0.00495619,0.00038622,0.03621480,0.18273611,0.04005852
-2.84842421,0.45694734,0.05688100,0.33945280,0.00003530,0.00439758,0.00040209,0.03422106,0.18939486,0.03912190
-2.84242121,0.45080018,0.05534971,0.33329742,0.00003429,0.00391371,0.00041966,0.03252838,0.19694352,0.03854074
-2.83641821,0.44727672,0.05425915,0.32881702,0.00003350,0.00350066,0.00043887,0.03111915,0.20536259,0.03830611
-2.83041521,0.44631235,0.05359073,0.32600294,0.00003291,0.00315390,0.00045962,0.02997406,0.21460333,0.03840278
-2.82441221,0.44777073,0.05331636,0.32479062,0.00003251,0.00286842,0.00048170,0.02907219,0.22458789,0.03880997
-2.81840920,0.45144910,0.05339954,0.32506274,0.00003230,0.00263894,0.00050488,0.02839118,0.23521086,0.03950226
-2.81240620,0.45708599,0.05379669,0.32665418,0.00003223,0.00246007,0.00052883,0.02790749,0.24634223,0.04045072
-2.80640320,0.46437110,0.05445871,0.32935866,0.00003230,0.00232647,0.00055319,0.02759666,0.25783186,0.04162414
-2.80040020,0.47295718,0.05533267,0.33293691,0.00003247,0.00223296,0.00057755,0.02743372,0.26951499,0.04299030
-2.79439720,0.48247333,0.05636361,0.33712605,0.00003271,0.00217469,0.00060148,0.02739369,0.28121900,0.04451741
-2.78839420,0.49253931,0.05749644,0.34164976,0.00003297,0.00214720,0.00062453,0.02745208,0.29277071,0.04617542
-2.78239120,0.50278026,0.05867773,0.34622897,0.00003324,0.00214651,0.00064627,0.02758544,0.30400415,0.04793732
-2.77638819,0.51284113,0.05985750,0.35059248,0.00003347,0.00216917,0.00066630,0.02777199,0.31476819,0.04978034
-2.77038519,0.52240027,0.06099083,0.35448723,0.00003364,0.00221231,0.00068424,0.02799212,0.32493372,0.05168689
-2.76438219,0.53118132,0.06203923,0.35768748,0.00003372,0.00227363,0.00069979,0.02822892,0.33439993,0.05364528
-2.75837919,0.53896309,0.06297172,0.36000287,0.00003367,0.00235141,0.00071271,0.02846854,0.34309916,0.05565015
-2.75237619,0.54558659,0.06376562,0.36128464,0.00003349,0.00244446,0.00072284,0.02870048,0.35100019,0.05770251
-2.74637319,0.55095907,0.06440692,0.36142994,0.00003316,0.00255205,0.00073012,0.02891775,0.35810954,0.05980945
-2.74037019,0.55505476,0.06489027,0.36038398,0.00003266,0.00267386,0.00073456,0.02911677,0.36447070,0.06198339
-2.73436718,0.55791214,0.06521859,0.35813998,0.00003199,0.00280989,0.00073627,0.02929725,0.37016118,0.06424106
-2.72836418,0.55962802,0.06540224,0.35473682,0.00003116,0.00296034,0.00073545,0.02946177,0.37528755,0.06660204
-2.72236118,0.56034864,0.06545796,0.35025478,0.00003017,0.00312549,0.00073236,0.02961530,0.37997864,0.06908708
-2.71635818,0.56025825,0.06540741,0.34480940,0.00002903,0.00330560,0.00072732,0.02976456,0.38437721,0.07171621
-2.71035518,0.55956584,0.06527559,0.33854393,0.00002775,0.00350078,0.00072069,0.02991731,0.38863056,0.07450677
-2.70435218,0.55849078,0.06508907,0.33162084,0.00002636,0.00371088,0.00071288,0.03008157,0.39288061,0.07747138
-2.69834917,0.55724809,0.06487429,0.32421266,0.00002487,0.00393539,0.00070429,0.03026484,0.39725397,0.08061615
-2.69234617,0.55603432,0.06465579,0.31649292,0.00002332,0.00417338,0.00069532,0.03047338,0.40185265,0.08393905
-2.68634317,0.55501471,0.06445477,0.30862748,0.00002172,0.00442341,0.00068637,0.03071158,0.40674594,0.08742875
-2.68034017,0.55431255,0.06428780,0.30076672,0.00002009,0.00468357,0.00067777,0.03098139,0.41196400,0.09106387
-2.67433717,0.55400127,0.06416588,0.29303908,0.00001847,0.00495142,0.00066986,0.03128200,0.41749362,0.09481287
-2.66833417,0.55409978,0.06409394,0.28554620,0.00001688,0.00522409,0.00066291,0.03160967,0.42327647,0.09863448
-2.66233117,0.55457133,0.06407068,0.27835977,0.00001534,0.00549837,0.00065717,0.03195776,0.42920991,0.10247891
-2.65632816,0.55532610,0.06408893,0.27152043,0.00001387,0.00577078,0.00065286,0.03231697,0.43515067,0.10628966
-2.65032516,0.55622727,0.06413635,0.26503842,0.00001249,0.00603782,0.00065017,0.03267580,0.44092097,0.11000591
-2.64432216,0.55710037,0.06419660,0.25889611,0.00001122,0.00629610,0.00064932,0.03302117,0.44631705,0.11356553
-2.63831916,0.55774534,0.06425077,0.25305204,0.00001008,0.00654254,0.00065054,0.03333922,0.45111957,0.11690847
-2.63231616,0.55795074,0.06427909,0.24744627,0.00000908,0.00677468,0.00065412,0.03361617,0.45510548,0.11998042
-2.62631316,0.55750921,0.06426278,0.24200663,0.00000823,0.00699082,0.00066042,0.03383933,0.45806062,0.12273672
-2.62031016,0.55623353,0.06418603,0.23665549,0.00000755,0.00719032,0.00066991,0.03399802,0.45979258,0.12514601
-2.61430715,0.55397219,0.06403778,0.23131666,0.00000706,0.00737379,0.00068322,0.03408459,0.46014301,0.12719390
-2.60830415,0.55062388,0.06381354,0.22592208,0.00000676,0.00754324,0.00070112,0.03409519,0.45899879,0.12888597
-2.60230115,0.54614984,0.06351683,0.22041777,0.00000668,0.00770228,0.00072457,0.03403057,0.45630155,0.13025041
-2.59629815,0.54058369,0.06316032,0.21476890,0.00000683,0.00785620,0.00075473,0.03389656,0.45205499,0.13133978
-2.59029515,0.53403794,0.06276659,0.20896368,0.00000724,0.00801196,0.00079295,0.03370445,0.44632963,0.13223195
-2.58429215,0.52670706,0.06236843,0.20301580,0.00000791,0.00817822,0.00084081,0.03347107,0.43926479,0.13303009
-2.57828914,0.51886668,0.06200862,0.19696552,0.00000889,0.00836519,0.00090007,0.03321867,0.43106773,0.13386169
-2.57228614,0.51086912,0.06173926,0.19087917,0.00001019,0.00858451,0.00097264,0.03297446,0.42200993,0.13487648
-2.56628314,0.50313526,0.06162058,0.18484726,0.00001184,0.00884892,0.00106059,0.03277006,0.41242080,0.13624344
-2.56028014,0.49614318,0.06171932,0.17898135,0.00001388,0.00917201,0.00116605,0.03264056,0.40267898,0.13814685
-2.55427714,0.49041398,0.06210670,0.17340978,0.00001633,0.00956780,0.00129116,0.03262351,0.39320187,0.14078155
-2.54827414,0.48649548,0.06285605,0.16827250,0.00001922,0.01005032,0.00143802,0.03275773,0.38443368,0.14434752
-2.54227114,0.48494431,0.06404025,0.16371540,0.00002259,0.01063310,0.00160860,0.03308196,0.37683263,0.14904401
-2.53626813,0.48630733,0.06572893,0.15988419,0.00002646,0.01132867,0.00180462,0.03363347,0.37085786,0.15506339
-2.53026513,0.49110306,0.06798573,0.15691837,0.00003086,0.01214808,0.00202749,0.03444675,0.36695664,0.16258492
-2.52426213,0.49980385,0.07086559,0.15494540,0.00003581,0.01310032,0.00227822,0.03555209,0.36555230,0.17176881
-2.51825913,0.51281964,0.07441219,0.15407538,0.00004132,0.01419192,0.00255727,0.03697442,0.36703351,0.18275056
-2.51225613,0.53048387,0.07865576,0.15439647,0.00004740,0.01542647,0.00286454,0.03873217,0.37174509,0.19563615
-2.50625313,0.55304221,0.08361126,0.15597131,0.00005406,0.01680432,0.00319925,0.04083647,0.37998089,0.21049798
-2.50025013,0.58064445,0.08927701,0.15883442,0.00006128,0.01832233,0.00355991,0.04329044,0.39197867,0.22737190
-2.49424712,0.61334004,0.09563392,0.16299088,0.00006905,0.01997369,0.00394428,0.04608890,0.40791724,0.24625554
-2.48824412,0.65107723,0.10264537,0.16841615,0.00007734,0.02174802,0.00434933,0.04921825,0.42791577,0.26710781
-2.48224112,0.69370598,0.11025764,0.17505719,0.00008613,0.02363140,0.00477132,0.05265677,0.45203499,0.28984987
-2.47623812,0.74098438,0.11840106,0.18283472,0.00009537,0.02560675,0.00520580,0.05637510,0.48028024,0.31436729
-2.47023512,0.79258821,0.12699178,0.19164647,0.00010501,0.02765418,0.00564774,0.06033713,0.51260578,0.34051355
-2.46423212,0.84812311,0.13593407,0.20137133,0.00011500,0.02975154,0.00609157,0.06450102,0.54892005,0.36811445
-2.45822911,0.90713885,0.14512307,0.21187427,0.00012529,0.03187513,0.00653140,0.06882051,0.58909147,0.39697342
-2.45222611,0.96914467,0.15444797,0.22301151,0.00013583,0.03400036,0.00696109,0.07324635,0.63295415,0.42687733
-2.44622311,1.03362506,0.16379536,0.23463604,0.00014657,0.03610256,0.00737451,0.07772780,0.68031306,0.45760257
-2.44022011,1.10005514,0.17305271,0.24660292,0.00015747,0.03815777,0.00776566,0.08221423,0.73094842,0.48892091
-2.43421711,1.16791459,0.18211174,0.25877425,0.00016849,0.04014351,0.00812890,0.08665654,0.78461872,0.52060505
-2.42821411,1.23669961,0.19087161,0.27102348,0.00017962,0.04203943,0.00845909,0.09100860,0.84106234,0.55243337
-2.42221111,1.30593231,0.19924171,0.28323892,0.00019086,0.04382796,0.00875180,0.09522837,0.89999763,0.58419374
-2.41620810,1.37516695,0.20714403,0.29532617,0.00020224,0.04549470,0.00900339,0.09927895,0.96112157,0.61568617
-2.41020510,1.44399301,0.21451495,0.30720939,0.00021381,0.04702874,0.00921121,0.10312922,1.02410722,0.64672431
-2.40420210,1.51203519,0.22130641,0.31883148,0.00022564,0.04842275,0.00937358,0.10675429,1.08860042,0.67713573
-2.39819910,1.57895046,0.22748650,0.33015297,0.00023785,0.04967290,0.00948991,0.11013566,1.15421629,0.70676111
-2.39219610,1.64442299,0.23303938,0.34114992,0.00025060,0.05077864,0.00956066,0.11326108,1.22053614,0.73545272
-2.38619310,1.70815746,0.23796474,0.35181091,0.00026409,0.05174219,0.00958734,0.11612426,1.28710555,0.76307224
-2.38019010,1.76987186,0.24227675,0.36213339,0.00027857,0.05256810,0.00957240,0.11872428,1.35343426,0.78948848
-2.37418709,1.82929058,0.24600270,0.37211958,0.00029432,0.05326253,0.00951915,0.12106506,1.41899851,0.81457531
-2.36818409,1.88613879,0.24918146,0.38177236,0.00031173,0.05383258,0.00943164,0.12315458,1.48324643,0.83821010
-2.36218109,1.94013903,0.25186175,0.39109135,0.00033119,0.05428557,0.00931452,0.12500430,1.54560652,0.86027313
-2.35617809,1.99101059,0.25410056,0.40006951,0.00035319,0.05462841,0.00917286,0.12662846,1.60549956,0.88064811
-2.35017509,2.03847203,0.25596158,0.40869052,0.00037828,0.05486704,0.00901201,0.12804362,1.66235352,0.89922391
-2.34417209,2.08224717,0.25751387,0.41692714,0.00040708,0.05500593,0.00883746,0.12926825,1.71562105,0.91589766
-2.33816908,2.12207416,0.25883071,0.42474066,0.00044027,0.05504788,0.00865467,0.13032248,1.76479871,0.93057893
-2.33216608,2.15771702,0.25998863,0.43208154,0.00047859,0.05499381,0.00846895,0.13122801,1.80944693,0.94319478
-2.32616308,2.18897912,0.26106661,0.43889105,0.00052285,0.05484292,0.00828534,0.13200804,1.84920945,0.95369530
-2.32016008,2.21571716,0.26214532,0.44510403,0.00057389,0.05459285,0.00810851,0.13268732,1.88383094,0.96205917
-2.31415708,2.23785462,0.26330637,0.45065234,0.00063258,0.05424012,0.00794272,0.13329215,1.91317142,0.96829868
-2.30815408,2.25539342,0.26463143,0.45546888,0.00069981,0.05378059,0.00779170,0.13385040,1.93721634,0.97246368
-2.30215108,2.26842240,0.26620104,0.45949188,0.00077645,0.05321013,0.00765864,0.13439129,1.95608104,0.97464398
-2.29614807,2.27712172,0.26809324,0.46266912,0.00086333,0.05252517,0.00754618,0.13494511,1.97000915,0.97496970
-2.29014507,2.28176224,0.27038170,0.46496182,0.00096119,0.05172339,0.00745632,0.13554271,1.97936422,0.97360945
-2.28414207,2.28269958,0.27313356,0.46634793,0.00107067,0.05080432,0.00739051,0.13621475,1.98461475,0.97076590
-2.27813907,2.28036259,0.27640683,0.46682467,0.00119224,0.04976979,0.00734954,0.13699078,1.98631308,0.96666920
-2.27213607,2.27523688,0.28024765,0.46641005,0.00132616,0.04862439,0.00733362,0.13789809,1.98506895,0.96156802
-2.26613307,2.26784391,0.28468723,0.46514348,0.00147247,0.04737567,0.00734237,0.13896053,1.98151902,0.95571904
-2.26013007,2.25871702,0.28973896,0.46308535,0.00163092,0.04603426,0.00737479,0.14019714,1.97629405,0.94937510
-2.25412706,2.24837570,0.29539571,0.46031569,0.00180092,0.04461384,0.00742934,0.14162096,1.96998536,0.94277297
-2.24812406,2.23729980,0.30162750,0.45693218,0.00198156,0.04313091,0.00750395,0.14323786,1.96311269,0.93612128
-2.24212106,2.22590533,0.30837989,0.45304747,0.00217154,0.04160450,0.00759604,0.14504564,1.95609530,0.92958952
-2.23611806,2.21452359,0.31557323,0.44878621,0.00236920,0.04005567,0.00770259,0.14703343,1.94922796,0.92329879
-2.23011506,2.20338493,0.32310284,0.44428198,0.00257250,0.03850706,0.00782021,0.14918149,1.94266359,0.91731490
-2.22411206,2.19260841,0.33084041,0.43967422,0.00277904,0.03698231,0.00794522,0.15146140,1.93640340,0.91164448
-2.21810905,2.18219814,0.33863653,0.43510541,0.00298613,0.03550544,0.00807374,0.15383671,1.93029540,0.90623416
-2.21210605,2.17204656,0.34632431,0.43071863,0.00319077,0.03410027,0.00820179,0.15626411,1.92404147,0.90097330
-2.20610305,2.16194457,0.35372420,0.42665544,0.00338978,0.03278988,0.00832541,0.15869490,1.91721259,0.89569979
-2.20010005,2.15159788,0.36064955,0.42305419,0.00357986,0.03159607,0.00844079,0.16107687,1.90927158,0.89020901
-2.19409705,2.14064850,0.36691294,0.42004868,0.00375763,0.03053892,0.00854438,0.16335639,1.89960198,0.88426513
-2.18809405,2.12870015,0.37233288,0.41776703,0.00391981,0.02963633,0.00863299,0.16548066,1.88754166,0.87761433
-2.18209105,2.11534572,0.37674051,0.41633054,0.00406324,0.02890376,0.00870394,0.16739995,1.87241917,0.86999912
-2.17608804,2.10019526,0.37998612,0.41585263,0.00418502,0.02835389,0.00875507,0.16906971,1.85359103,0.86117291
-2.17008504,2.08290255,0.38194503,0.41643743,0.00428261,0.02799640,0.00878489,0.17045246,1.83047779,0.85091403
-2.16408204,2.06318868,0.38252263,0.41817810,0.00435386,0.02783780,0.00879257,0.17151929,1.80259721,0.83903843
-2.15807904,2.04086121,0.38165821,0.42115468,0.00439717,0.02788126,0.00877795,0.17225096,1.76959271,0.82541031
-2.15207604,2.01582780,0.37932750,0.42543151,0.00441148,0.02812656,0.00874157,0.17263845,1.73125572,0.80995027
-2.14607304,1.98810355,0.37554371,0.43105428,0.00439633,0.02856993,0.00868457,0.17268304,1.68754116,0.79264037
-2.14007004,1.95781177,0.37035706,0.43804672,0.00435188,0.02920412,0.00860869,0.17239580,1.63857511,0.77352607
-2.13406703,1.92517841,0.36385282,0.44640726,0.00427890,0.03001831,0.00851610,0.17179666,1.58465484,0.75271501
-2.12806403,1.89052049,0.35614801,0.45610567,0.00417877,0.03099823,0.00840938,0.17091300,1.52624128,0.73037267
-2.12206103,1.85422977,0.34738690,0.46708024,0.00405340,0.03212624,0.00829131,0.16977799,1.46394453,0.70671546
-2.11605803,1.81675247,0.33773557,0.47923550,0.00390520,0.03338155,0.00816485,0.16842870,1.39850352,0.68200149
-2.11005503,1.77856682,0.32737586,0.49244092,0.00373698,0.03474043,0.00803291,0.16690408,1.33076085,0.65651980
-2.10405203,1.74015966,0.31649894,0.50653091,0.00355187,0.03617666,0.00789833,0.16524311,1.26163436,0.63057853
-2.09804902,1.70200377,0.30529892,0.52130614,0.00335325,0.03766190,0.00776370,0.16348299,1.19208665,0.60449282
-2.09204602,1.66453725,0.29396669,0.53653649,0.00314459,0.03916631,0.00763133,0.16165770,1.12309423,0.57857299
-2.08604302,1.62814611,0.28268444,0.55196573,0.00292944,0.04065915,0.00750317,0.15979689,1.05561755,0.55311365
-2.08004002,1.59315122,0.27162088,0.56731771,0.00271127,0.04210956,0.00738072,0.15792521,0.99057311,0.52838427
-2.07403702,1.55980002,0.26092751,0.58230418,0.00249341,0.04348736,0.00726507,0.15606210,0.92880880,0.50462152
-2.06803402,1.52826357,0.25073597,0.59663386,0.00227899,0.04476386,0.00715686,0.15422202,0.87108313,0.48202365
-2.06203102,1.49863864,0.24115660,0.61002252,0.00207088,0.04591280,0.00705633,0.15241519,0.81804907,0.46074722
-2.05602801,1.47095479,0.23227804,0.62220371,0.00187160,0.04691113,0.00696331,0.15064859,0.77024261,0.44090596
-2.05002501,1.44518562,0.22416797,0.63293968,0.00168339,0.04773989,0.00687731,0.14892740,0.72807630,0.42257172
-2.04402201,1.42126333,0.21687472,0.64203198,0.00150809,0.04838490,0.00679757,0.14725650,0.69183740,0.40577737
-2.03801901,1.39909569,0.21042964,0.64933136,0.00134722,0.04883742,0.00672313,0.14564218,0.66169047,0.39052128
-2.03201601,1.37858406,0.20485002,0.65474634,0.00120192,0.04909457,0.00665289,0.14409375,0.63768371,0.37677290
-2.02601301,1.35964147,0.20014226,0.65825016,0.00107304,0.04915968,0.00658570,0.14262503,0.61975853,0.36447926
-2.02001001,1.34220937,0.19630513,0.65988556,0.00096111,0.04904240,0.00652042,0.14125560,0.60776148,0.35357173
-2.01400700,1.32627221,0.19333284,0.65976724,0.00086640,0.04875856,0.00645598,0.14001172,0.60145799,0.34397280
-2.00800400,1.31186864,0.19121779,0.65808161,0.00078896,0.04832995,0.00639145,0.13892671,0.60054686,0.33560238
-2.00200100,1.29909882,0.18995267,0.65508377,0.00072861,0.04778370,0.00632607,0.13804103,0.60467494,0.32838335
-1.99599800,1.28812718,0.18953196,0.65109179,0.00068503,0.04715169,0.00625931,0.13740170,0.61345130,0.32224607
-1.98999500,1.27918029,0.18995256,0.64647820,0.00065771,0.04646953,0.00619090,0.13706121,0.62646008,0.31713166
-1.98399200,1.27253998,0.19121369,0.64165907,0.00064606,0.04577562,0.00612081,0.13707601,0.64327181,0.31299389
-1.97798899,1.26853172,0.19331588,0.63708084,0.00064934,0.04510988,0.00604928,0.13750446,0.66345259,0.30979971
-1.97198599,1.26750890,0.19625930,0.63320547,0.00066676,0.04451253,0.00597682,0.13840439,0.68657095,0.30752843
-1.96598299,1.26983353,0.20004142,0.63049421,0.00069738,0.04402278,0.00590419,0.13983042,0.71220238,0.30616960
-1.95997999,1.27585431,0.20465413,0.62939070,0.00074020,0.04367747,0.00583233,0.14183105,0.73993146,0.30571984
-1.95397699,1.28588312,0.21008073,0.63030389,0.00079414,0.04350980,0.00576238,0.14444569,0.76935188,0.30617890
-1.94797399,1.30017092,0.21629263,0.63359147,0.00085798,0.04354811,0.00569558,0.14770175,0.80006467,0.30754501
-1.94197099,1.31888436,0.22324642,0.63954433,0.00093044,0.04381480,0.00563322,0.15161199,0.83167500,0.30981008
-1.93596798,1.34208431,0.23088109,0.64837285,0.00101013,0.04432541,0.00557660,0.15617215,0.86378829,0.31295483
-1.92996498,1.36970725,0.23911602,0.66019532,0.00109555,0.04508786,0.00552693,0.16135909,0.89600589,0.31694433
-1.92396198,1.40155088,0.24784960,0.67502918,0.00118512,0.04610196,0.00548525,0.16712951,0.92792127,0.32172407
-1.91795898,1.43726453,0.25695887,0.69278548,0.00127719,0.04735914,0.00545242,0.17341934,0.95911707,0.32721697
-1.91195598,1.47634530,0.26630007,0.71326668,0.00137002,0.04884244,0.00542896,0.18014387,0.98916360,0.33332145
-1.90595298,1.51814026,0.27571042,0.73616827,0.00146187,0.05052678,0.00541507,0.18719872,1.01761924,0.33991064
-1.89994997,1.56185497,0.28501077,0.76108400,0.00155094,0.05237949,0.00541057,0.19446153,1.04403295,0.34683305
-1.89394697,1.60656822,0.29400941,0.78751481,0.00163550,0.05436106,0.00541481,0.20179442,1.06794909,0.35391445
-1.88794397,1.65125263,0.30250669,0.81488112,0.00171385,0.05642619,0.00542675,0.20904724,1.08891443,0.36096107
-1.88194097,1.69480049,0.31030032,0.84253832,0.00178440,0.05852499,0.00544489,0.21606131,1.10648724,0.36776406
-1.87593797,1.73605388,0.31719118,0.86979467,0.00184569,0.06060436,0.00546732,0.22267371,1.12024800,0.37410485
-1.86993497,1.77383805,0.32298935,0.89593134,0.00189644,0.06260951,0.00549177,0.22872188,1.12981124,0.37976134
-1.86393197,1.80699668,0.32752012,0.92022367,0.00193557,0.06448551,0.00551567,0.23404833,1.13483795,0.38451457
-1.85792896,1.83442767,0.33062968,0.94196306,0.00196225,0.06617894,0.00553623,0.23850540,1.13504775,0.38815569
-1.85192596,1.85511805,0.33219023,0.96047857,0.00197590,0.06763943,0.00555052,0.24195976,1.13023028,0.39049271
-1.84592296,1.86817649,0.33210431,0.97515748,0.00197623,0.06882114,0.00555562,0.24429652,1.12025494,0.39135698
-1.83991996,1.87286218,0.33030814,0.98546417,0.00196322,0.06968412,0.00554864,0.24542281,1.10507855,0.39060891
-1.83391696,1.86860882,0.32677377,0.99095640,0.00193714,0.07019544,0.00552694,0.24527062,1.08475028,0.38814274
-1.82791396,1.85504283,0.32151006,0.99129853,0.00189851,0.07033014,0.00548813,0.24379890,1.05941357,0.38389028
-1.82191096,1.83199500,0.31456234,0.98627122,0.00184812,0.07007186,0.00543023,0.24099467,1.02930483,0.37782318
-1.81590795,1.79950518,0.30601085,0.97577718,0.00178697,0.06941326,0.00535174,0.23687332,0.99474891,0.36995400
-1.80990495,1.75782001,0.29596804,0.95984279,0.00171624,0.06835606,0.00525168,0.23147789,0.95615148,0.36033568
-1.80390195,1.70738367,0.28457485,0.93861575,0.00163726,0.06691086,0.00512963,0.22487755,0.91398862,0.34905980
-1.79789895,1.64882239,0.27199611,0.91235872,0.00155147,0.06509667,0.00498577,0.21716514,0.86879416,0.33625346
-1.79189595,1.58292331,0.25841542,0.88143941,0.00146036,0.06294011,0.00482085,0.20845420,0.82114518,0.32207510
-1.78589295,1.51060874,0.24402950,0.84631752,0.00136544,0.06047452,0.00463620,0.19887525,0.77164654,0.30670938
-1.77988994,1.43290699,0.22904251,0.80752916,0.00126822,0.05773874,0.00443363,0.18857181,0.72091480,0.29036141
-1.77388694,1.35092095,0.21366033,0.76566949,0.00117011,0.05477592,0.00421539,0.17769609,0.66956251,0.27325051
-1.76788394,1.26579576,0.19808518,0.72137409,0.00107246,0.05163208,0.00398411,0.16640466,0.61818323,0.25560392
-1.76188094,1.17868690,0.18251072,0.67530011,0.00097647,0.04835483,0.00374264,0.15485420,0.56733800,0.23765047
-1.75587794,1.09072974,0.16711768,0.62810774,0.00088322,0.04499193,0.00349404,0.14319751,0.51754356,0.21961472
