energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.69984992,1.61241574,0.01023128,0.00852639,0.62726953,0.39385483,0.34377646,0.11444612,0.04419867,1.08872491
-5.69384692,1.55786116,0.00971924,0.00821898,0.60167048,0.38197996,0.32918366,0.11034346,0.04307151,1.05131487
-5.68784392,1.50454786,0.00924886,0.00791840,0.57738534,0.37075281,0.31569197,0.10617474,0.04188000,1.01469948
-5.68184092,1.45269838,0.00882432,0.00762539,0.55444189,0.36027036,0.30332118,0.10195018,0.04063391,0.97900998
-5.67583792,1.40258380,0.00844820,0.00734140,0.53286929,0.35063890,0.29208123,0.09768693,0.03934533,0.94440938
-5.66983492,1.35451408,0.00812148,0.00706846,0.51269745,0.34197028,0.28197200,0.09340844,0.03802823,0.91108691
-5.66383192,1.30882502,0.00784354,0.00680903,0.49395570,0.33437729,0.27298321,0.08914361,0.03669795,0.87925028
-5.65782891,1.26586290,0.00761230,0.00656584,0.47667103,0.32796815,0.26509433,0.08492562,0.03537058,0.84911644
-5.65182591,1.22596738,0.00742435,0.00634172,0.46086608,0.32284058,0.25827473,0.08079056,0.03406232,0.82090120
-5.64582291,1.18945398,0.00727511,0.00613942,0.44655698,0.31907573,0.25248390,0.07677597,0.03278885,0.79480857
-5.63981991,1.15659691,0.00715909,0.00596140,0.43375133,0.31673231,0.24767202,0.07291934,0.03156468,0.77102017
-5.63381691,1.12761336,0.00707014,0.00580973,0.42244644,0.31584128,0.24378059,0.06925660,0.03040260,0.74968561
-5.62781391,1.10265017,0.00700168,0.00568587,0.41262794,0.31640144,0.24074352,0.06582077,0.02931319,0.73091416
-5.62181091,1.08177348,0.00694703,0.00559063,0.40426889,0.31837628,0.23848825,0.06264074,0.02830440,0.71476823
-5.61580790,1.06496212,0.00689961,0.00552402,0.39732940,0.32169226,0.23693719,0.05974030,0.02738137,0.70125905
-5.60980490,1.05210496,0.00685327,0.00548523,0.39175678,0.32623872,0.23600926,0.05713741,0.02654622,0.69034468
-5.60380190,1.04300243,0.00680248,0.00547267,0.38748630,0.33186954,0.23562151,0.05484368,0.02579810,0.68193043
-5.59779890,1.03737217,0.00674254,0.00548389,0.38444226,0.33840657,0.23569085,0.05286421,0.02513332,0.67587173
-5.59179590,1.03485849,0.00666975,0.00551578,0.38253958,0.34564467,0.23613565,0.05119766,0.02454562,0.67197919
-5.58579290,1.03504518,0.00658156,0.00556457,0.38168559,0.35335829,0.23687734,0.04983652,0.02402650,0.67002558
-5.57978989,1.03747108,0.00647664,0.00562601,0.38178208,0.36130925,0.23784181,0.04876765,0.02356568,0.66975442
-5.57378689,1.04164765,0.00635494,0.00569552,0.38272735,0.36925542,0.23896074,0.04797297,0.02315160,0.67088976
-5.56778389,1.04707781,0.00621769,0.00576837,0.38441839,0.37695998,0.24017258,0.04743029,0.02277197,0.67314657
-5.56178089,1.05327500,0.00606736,0.00583982,0.38675288,0.38420075,0.24142349,0.04711422,0.02241428,0.67624148
-5.55577789,1.05978191,0.00590759,0.00590537,0.38963118,0.39077921,0.24266791,0.04699711,0.02206634,0.67990318
-5.54977489,1.06618773,0.00574308,0.00596088,0.39295804,0.39652879,0.24386902,0.04705007,0.02171676,0.68388225
-5.54377189,1.07214352,0.00557947,0.00600276,0.39664426,0.40132205,0.24499900,0.04724383,0.02135537,0.68795984
-5.53776888,1.07737480,0.00542317,0.00602810,0.40060797,0.40507631,0.24603903,0.04754969,0.02097355,0.69195503
-5.53176588,1.08169110,0.00528115,0.00603480,0.40477587,0.40775755,0.24697922,0.04794023,0.02056449,0.69573049
-5.52576288,1.08499192,0.00516079,0.00602163,0.40908413,0.40938238,0.24781834,0.04839001,0.02012336,0.69919634
-5.51975988,1.08726907,0.00506965,0.00598835,0.41347912,0.41001782,0.24856339,0.04887612,0.01964735,0.70231210
-5.51375688,1.08860524,0.00501523,0.00593564,0.41791795,0.40977909,0.24922911,0.04937861,0.01913563,0.70508664
-5.50775388,1.08916900,0.00500481,0.00586516,0.42236875,0.40882529,0.24983730,0.04988075,0.01858927,0.70757626
-5.50175088,1.08920647,0.00504517,0.00577951,0.42681073,0.40735324,0.25041600,0.05036920,0.01801103,0.70988100
-5.49574787,1.08902998,0.00514240,0.00568207,0.43123411,0.40558974,0.25099864,0.05083405,0.01740510,0.71213935
-5.48974487,1.08900434,0.00530170,0.00557703,0.43563968,0.40378250,0.25162294,0.05126878,0.01677682,0.71452161
-5.48374187,1.08953113,0.00552716,0.00546913,0.44003828,0.40219020,0.25232973,0.05167005,0.01613235,0.71722220
-5.47773887,1.09103174,0.00582160,0.00536363,0.44444990,0.40107200,0.25316174,0.05203748,0.01547832,0.72045111
-5.47173587,1.09392983,0.00618638,0.00526608,0.44890266,0.40067701,0.25416215,0.05237336,0.01482156,0.72442496
-5.46573287,1.09863370,0.00662131,0.00518218,0.45343148,0.40123406,0.25537316,0.05268220,0.01416874,0.72935785
-5.45972986,1.10551939,0.00712452,0.00511759,0.45807658,0.40294234,0.25683455,0.05297043,0.01352612,0.73545237
-5.45372686,1.11491493,0.00769236,0.00507776,0.46288171,0.40596299,0.25858214,0.05324587,0.01289931,0.74289108
-5.44772386,1.12708635,0.00831947,0.00506775,0.46789226,0.41041230,0.26064640,0.05351732,0.01229311,0.75182859
-5.44172086,1.14222590,0.00899872,0.00509209,0.47315321,0.41635652,0.26305115,0.05379408,0.01171137,0.76238474
-5.43571786,1.16044278,0.00972135,0.00515456,0.47870701,0.42380858,0.26581237,0.05408548,0.01115692,0.77463872
-5.42971486,1.18175672,0.01047709,0.00525808,0.48459138,0.43272678,0.26893732,0.05440044,0.01063157,0.78862469
-5.42371186,1.20609458,0.01125434,0.00540459,0.49083726,0.44301558,0.27242383,0.05474703,0.01013610,0.80432873
-5.41770885,1.23329012,0.01204045,0.00559490,0.49746682,0.45452826,0.27626003,0.05513205,0.00967038,0.82168738
-5.41170585,1.26308678,0.01282200,0.00582865,0.50449174,0.46707158,0.28042432,0.05556070,0.00923343,0.84058779
-5.40570285,1.29514363,0.01358514,0.00610422,0.51191180,0.48041199,0.28488577,0.05603623,0.00882360,0.86086954
-5.39969985,1.32904409,0.01431599,0.00641873,0.51971394,0.49428335,0.28960490,0.05655970,0.00843868,0.88232795
-5.39369685,1.36430732,0.01500099,0.00676805,0.52787171,0.50839572,0.29453482,0.05712983,0.00807607,0.90471908
-5.38769385,1.40040179,0.01562734,0.00714681,0.53634539,0.52244500,0.29962270,0.05774290,0.00773297,0.92776604
-5.38169085,1.43676070,0.01618336,0.00754857,0.54508264,0.53612293,0.30481148,0.05839275,0.00740646,0.95116656
-5.37568784,1.47279863,0.01665887,0.00796584,0.55401973,0.54912713,0.31004192,0.05907089,0.00709370,0.97460152
-5.36968484,1.50792891,0.01704549,0.00839037,0.56308335,0.56117084,0.31525458,0.05976671,0.00679205,0.99774421
-5.36368184,1.54158100,0.01733689,0.00881323,0.57219286,0.57199187,0.32039196,0.06046778,0.00649910,1.02026993
-5.35767884,1.57321722,0.01752901,0.00922514,0.58126290,0.58136050,0.32540043,0.06116024,0.00621283,1.04186546
-5.35167584,1.60234813,0.01762014,0.00961666,0.59020618,0.58908603,0.33023202,0.06182925,0.00593160,1.06223814
-5.34567284,1.62854586,0.01761095,0.00997850,0.59893624,0.59502170,0.33484579,0.06245949,0.00565421,1.08112399
-5.33966983,1.65145483,0.01750442,0.01030177,0.60737005,0.59906781,0.33920880,0.06303572,0.00537986,1.09829452
-5.33366683,1.67079925,0.01730571,0.01057826,0.61543015,0.60117290,0.34329650,0.06354323,0.00510819,1.11356181
-5.32766383,1.68638708,0.01702189,0.01080070,0.62304624,0.60133309,0.34709255,0.06396840,0.00483921,1.12678166
-5.32166083,1.69811020,0.01666169,0.01096298,0.63015600,0.59958943,0.35058804,0.06429908,0.00457327,1.13785446
-5.31565783,1.70594076,0.01623511,0.01106032,0.63670507,0.59602368,0.35378006,0.06452494,0.00431099,1.14672380
-5.30965483,1.70992384,0.01575307,0.01108947,0.64264620,0.59075247,0.35666978,0.06463769,0.00405319,1.15337286
-5.30365183,1.71016693,0.01522698,0.01104874,0.64793751,0.58392037,0.35926006,0.06463117,0.00380086,1.15781872
-5.29764882,1.70682671,0.01466833,0.01093807,0.65254011,0.57569202,0.36155281,0.06450138,0.00355505,1.16010504
-5.29164582,1.70009390,0.01408830,0.01075901,0.65641518,0.56624395,0.36354618,0.06424632,0.00331683,1.16029340
-5.28564282,1.69017726,0.01349743,0.01051462,0.65952079,0.55575626,0.36523188,0.06386576,0.00308724,1.15845411
-5.27963982,1.67728750,0.01290527,0.01020937,0.66180876,0.54440474,0.36659276,0.06336094,0.00286721,1.15465685
-5.27363682,1.66162224,0.01232017,0.00984893,0.66322193,0.53235374,0.36760096,0.06273419,0.00265755,1.14896202
-5.26763382,1.64335300,0.01174905,0.00943999,0.66369208,0.51975014,0.36821660,0.06198860,0.00245890,1.14141336
-5.26163082,1.62261501,0.01119735,0.00899000,0.66313879,0.50671875,0.36838744,0.06112758,0.00227173,1.13203231
-5.25562781,1.59950049,0.01066896,0.00850692,0.66146951,0.49335924,0.36804942,0.06015460,0.00209630,1.12081474
-5.24962481,1.57405591,0.01016625,0.00799897,0.65858099,0.47974470,0.36712805,0.05907290,0.00193267,1.10773020
-5.24362181,1.54628335,0.00969017,0.00747438,0.65436203,0.46592202,0.36554096,0.05788537,0.00178073,1.09272383
-5.23761881,1.51614586,0.00924042,0.00694115,0.64869752,0.45191367,0.36320108,0.05659445,0.00164019,1.07572090
-5.23161581,1.48357639,0.00881562,0.00640682,0.64147369,0.43772100,0.36002063,0.05520225,0.00151060,1.05663373
-5.22561281,1.44848979,0.00841354,0.00587836,0.63258412,0.42332860,0.35591559,0.05371064,0.00139138,1.03537041
-5.21960980,1.41079681,0.00803136,0.00536195,0.62193632,0.40870956,0.35081033,0.05212150,0.00128188,1.01184489
-5.21360680,1.37041938,0.00766587,0.00486296,0.60945842,0.39383106,0.34464230,0.05043707,0.00118135,0.98598770
-5.20760380,1.32730585,0.00731373,0.00438584,0.59510543,0.37866013,0.33736630,0.04866023,0.00108902,0.95775649
-5.20160080,1.28144534,0.00697171,0.00393410,0.57886486,0.36316917,0.32895824,0.04679485,0.00100411,0.92714578
-5.19559780,1.23288004,0.00663683,0.00351036,0.56076112,0.34734074,0.31941805,0.04484612,0.00092585,0.89419514
-5.18959480,1.18171479,0.00630652,0.00311638,0.54085842,0.33117160,0.30877158,0.04282080,0.00085352,0.85899524
-5.18359180,1.12812321,0.00597877,0.00275309,0.51926206,0.31467562,0.29707137,0.04072736,0.00078645,0.82169146
-5.17758879,1.07234996,0.00565215,0.00242074,0.49611780,0.29788545,0.28439624,0.03857610,0.00072402,0.78248458
-5.17158579,1.01470912,0.00532587,0.00211894,0.47160943,0.28085303,0.27084974,0.03637911,0.00066573,0.74162870
-5.16558279,0.95557876,0.00499976,0.00184681,0.44595466,0.26364874,0.25655744,0.03415015,0.00061112,0.69942643
-5.15957979,0.89539203,0.00467423,0.00160306,0.41939946,0.24635963,0.24166338,0.03190437,0.00055985,0.65622158
-5.15357679,0.83462551,0.00435020,0.00138608,0.39221121,0.22908653,0.22632571,0.02965807,0.00051164,0.61238992
-5.14757379,0.77378536,0.00402902,0.00119409,0.36467104,0.21194058,0.21071186,0.02742826,0.00046629,0.56832849
-5.14157079,0.71339236,0.00371234,0.00102515,0.33706576,0.19503926,0.19499349,0.02523227,0.00042366,0.52444408
-5.13556778,0.65396656,0.00340203,0.00087729,0.30967976,0.17850220,0.17934142,0.02308733,0.00038368,0.48114162
-5.12956478,0.59601246,0.00310005,0.00074856,0.28278737,0.16244709,0.16392087,0.02101015,0.00034633,0.43881300
-5.12356178,0.54000555,0.00280837,0.00063706,0.25664599,0.14698586,0.14888711,0.01901659,0.00031162,0.39782702
-5.11755878,0.48638092,0.00252882,0.00054102,0.23149033,0.13222140,0.13438191,0.01712133,0.00027961,0.35852086
-5.11155578,0.43552439,0.00226310,0.00045877,0.20752790,0.11824489,0.12053063,0.01533767,0.00025039,0.32119354
-5.10555278,0.38776652,0.00201263,0.00038883,0.18493605,0.10513401,0.10744033,0.01367746,0.00022406,0.28610154
-5.09954977,0.34337980,0.00177856,0.00032988,0.16386052,0.09295185,0.09519876,0.01215106,0.00020077,0.25345677
-5.09354677,0.30257889,0.00156172,0.00028078,0.14441540,0.08174683,0.08387417,0.01076747,0.00018068,0.22342679
-5.08754377,0.26552379,0.00136264,0.00024056,0.12668463,0.07155339,0.07351606,0.00953453,0.00016399,0.19613732
-5.08154077,0.23232568,0.00118152,0.00020846,0.11072463,0.06239340,0.06415665,0.00845924,0.00015093,0.17167652
-5.07553777,0.20305501,0.00101828,0.00018390,0.09656800,0.05427836,0.05581286,0.00754814,0.00014179,0.15010110
-5.06953477,0.17775134,0.00087256,0.00016649,0.08422797,0.04721210,0.04848890,0.00680771,0.00013691,0.13144354
-5.06353177,0.15643444,0.00074379,0.00015603,0.07370340,0.04119394,0.04217901,0.00624494,0.00013668,0.11572032
-5.05752876,0.13911611,0.00063123,0.00015253,0.06498398,0.03622218,0.03687049,0.00586771,0.00014160,0.10294055
-5.05152576,0.12581211,0.00053399,0.00015618,0.05805547,0.03229778,0.03254663,0.00568540,0.00015222,0.09311466
-5.04552276,0.11655387,0.00045109,0.00016737,0.05290462,0.02942817,0.02918955,0.00570924,0.00016922,0.08626286
-5.03951976,0.11139933,0.00038149,0.00018673,0.04952362,0.02763094,0.02678277,0.00595277,0.00019335,0.08242291
-5.03351676,0.11044262,0.00032415,0.00021505,0.04791400,0.02693747,0.02531341,0.00643214,0.00022550,0.08165690
-5.02751376,0.11382216,0.00027805,0.00025338,0.04808957,0.02739637,0.02477396,0.00716636,0.00026664,0.08405690
-5.02151076,0.12172695,0.00024220,0.00030294,0.05007855,0.02907649,0.02516359,0.00817737,0.00031785,0.08974916
-5.01550775,0.13440078,0.00021568,0.00036521,0.05392469,0.03206972,0.02648887,0.00949003,0.00038032,0.09889671
-5.00950475,0.15214413,0.00019764,0.00044182,0.05968734,0.03649317,0.02876399,0.01113198,0.00045531,0.11170027
-5.00350175,0.17531376,0.00018731,0.00053465,0.06744052,0.04249084,0.03201041,0.01313326,0.00054414,0.12839745
-4.99749875,0.20431973,0.00018402,0.00064570,0.07727100,0.05023471,0.03625606,0.01552590,0.00064817,0.14926003
-4.99149575,0.23961999,0.00018716,0.00077715,0.08927538,0.05992497,0.04153394,0.01834322,0.00076879,0.17458959
-4.98549275,0.28171240,0.00019619,0.00093128,0.10355638,0.07178944,0.04788044,0.02161908,0.00090732,0.20471125
-4.97948974,0.33112439,0.00021065,0.00111045,0.12021842,0.08608206,0.05533320,0.02538697,0.00106505,0.23996587
-4.97348674,0.38840021,0.00023012,0.00131701,0.13936255,0.10308024,0.06392874,0.02967892,0.00124313,0.28070069
-4.96748374,0.45408604,0.00025421,0.00155328,0.16108103,0.12308103,0.07369989,0.03452440,0.00144257,0.32725853
-4.96148074,0.52871310,0.00028258,0.00182144,0.18545160,0.14639600,0.08467314,0.03994909,0.00166417,0.37996597
-4.95547774,0.61277912,0.00031486,0.00212349,0.21253174,0.17334481,0.09686595,0.04597361,0.00190846,0.43912043
-4.94947474,0.70672836,0.00035072,0.00246111,0.24235312,0.20424730,0.11028426,0.05261229,0.00217571,0.50497679
-4.94347174,0.81093070,0.00038981,0.00283561,0.27491624,0.23941429,0.12492003,0.05987195,0.00246581,0.57773347
-4.93746873,0.92566012,0.00043177,0.00324780,0.31018580,0.27913696,0.14074930,0.06775075,0.00277832,0.65751861
-4.93146573,1.05107321,0.00047622,0.00369794,0.34808661,0.32367514,0.15773040,0.07623720,0.00311236,0.74437658
-4.92546273,1.18718811,0.00052279,0.00418559,0.38850043,0.37324456,0.17580278,0.08530924,0.00346668,0.83825511
-4.91945973,1.33386467,0.00057108,0.00470959,0.43126379,0.42800347,0.19488622,0.09493366,0.00383956,0.93899367
-4.91345673,1.49078626,0.00062070,0.00526794,0.47616685,0.48803891,0.21488062,0.10506558,0.00422892,1.04631314
-4.90745373,1.65744419,0.00067129,0.00585778,0.52295342,0.55335320,0.23566634,0.11564831,0.00463224,1.15980759
-4.90145073,1.83312516,0.00072247,0.00647536,0.57132218,0.62385111,0.25710507,0.12661345,0.00504664,1.27893812
-4.89544772,2.01690258,0.00077394,0.00711601,0.62092894,0.69932824,0.27904121,0.13788124,0.00546893,1.40302949
-4.88944472,2.20763245,0.00082542,0.00777418,0.67139018,0.77946142,0.30130378,0.14936126,0.00589561,1.53126965
-4.88344172,2.40395432,0.00087672,0.00844350,0.72228748,0.86380154,0.32370868,0.16095342,0.00632299,1.66271253
-4.87743872,2.60429793,0.00092768,0.00911684,0.77317300,0.95176957,0.34606138,0.17254920,0.00674722,1.79628439
-4.87143572,2.80689586,0.00097826,0.00978647,0.82357578,1.04265623,0.36815985,0.18403320,0.00716440,1.93079375
-4.86543272,3.00980261,0.00102848,0.01044417,0.87300871,1.13562580,0.38979771,0.19528495,0.00757062,2.06494518
-4.85942971,3.21091992,0.00107844,0.01108141,0.92097611,1.22972434,0.41076745,0.20618087,0.00796207,2.19735668
-4.85342671,3.40802852,0.00112833,0.01168958,0.96698175,1.32389257,0.43086382,0.21659653,0.00833514,2.32658077
-4.84742371,3.59882555,0.00117838,0.01226018,1.01053708,1.41698322,0.44988703,0.22640890,0.00868645,2.45112877
-4.84142071,3.78096738,0.00122889,0.01278507,1.05116964,1.50778269,0.46764595,0.23549882,0.00901298,2.56949799
-4.83541771,3.95211661,0.00128016,0.01325668,1.08843141,1.59503665,0.48396115,0.24375342,0.00931213,2.68020127
-4.82941471,4.10999235,0.00133252,0.01366827,1.12190696,1.67747865,0.49866765,0.25106856,0.00958179,2.78179810
-4.82341171,4.25242225,0.00138625,0.01401412,1.15122126,1.75386113,0.51161755,0.25735112,0.00982040,2.87292660
-4.81740870,4.37739475,0.00144157,0.01428975,1.17604702,1.82298764,0.52268227,0.26252120,0.01002698,2.95233533
-4.81140570,4.48310990,0.00149863,0.01449206,1.19611130,1.88374523,0.53175453,0.26651409,0.01020124,3.01891406
-4.80540270,4.56802702,0.00155746,0.01461948,1.21120137,1.93513569,0.53875001,0.26928191,0.01034355,3.07172237
-4.79939970,4.63090736,0.00161794,0.01467205,1.22116959,1.97630447,0.54360863,0.27079496,0.01045501,3.11001515
-4.79339670,4.67085023,0.00167980,0.01465144,1.22593717,2.00656618,0.54629555,0.27104269,0.01053745,3.13326400
-4.78739370,4.68732104,0.00174261,0.01456096,1.22549678,2.02542537,0.54680169,0.27003424,0.01059343,3.14117367
-4.78139070,4.68017020,0.00180575,0.01440550,1.21991374,2.03259208,0.54514401,0.26779845,0.01062623,3.13369288
-4.77538769,4.64964176,0.00186846,0.01419140,1.20932587,2.02799110,0.54136528,0.26438354,0.01063988,3.11101890
-4.76938469,4.59637154,0.00192978,0.01392627,1.19394184,2.01176481,0.53553358,0.25985623,0.01063904,3.07359574
-4.76338169,4.52137436,0.00198867,0.01361886,1.17403808,1.98426933,0.52774132,0.25430035,0.01062902,3.02210569
-4.75737869,4.42602095,0.00204396,0.01327874,1.14995416,1.94606418,0.51810393,0.24781517,0.01061569,2.95745456
-4.75137569,4.31200499,0.00209443,0.01291610,1.12208680,1.89789586,0.50675809,0.24051322,0.01060542,2.88075093
-4.74537269,4.18130153,0.00213881,0.01254139,1.09088254,1.84067602,0.49385967,0.23251782,0.01060492,2.79328008
-4.73936968,4.03611812,0.00217591,0.01216511,1.05682925,1.77545518,0.47958124,0.22396035,0.01062120,2.69647335
-4.73336668,3.87884026,0.00220457,0.01179743,1.02044659,1.70339288,0.46410924,0.21497736,0.01066136,2.59187415
-4.72736368,3.71197309,0.00222378,0.01144795,0.98227569,1.62572570,0.44764086,0.20570747,0.01073246,2.48110135
-4.72136068,3.53808117,0.00223267,0.01112540,0.94286824,1.54373407,0.43038067,0.19628840,0.01084136,2.36581157
-4.71535768,3.35972830,0.00223058,0.01083736,0.90277526,1.45870933,0.41253698,0.18685394,0.01099450,2.24766132
-4.70935468,3.17941928,0.00221710,0.01059011,0.86253586,1.37192198,0.39431816,0.17753111,0.01119772,2.12827026
-4.70335168,2.99954530,0.00219204,0.01038839,0.82266620,1.28459222,0.37592880,0.16843758,0.01145602,2.00918650
-4.69734867,2.82233454,0.00215549,0.01023527,0.78364904,1.19786378,0.35756597,0.15967927,0.01177340,1.89185516
-4.69134567,2.64980921,0.00210780,0.01013210,0.74592407,1.11278143,0.33941556,0.15134843,0.01215262,1.77759068
-4.68534267,2.48375008,0.00204956,0.01007844,0.70987933,1.03027300,0.32164891,0.14352203,0.01259502,1.66755380
-4.67933967,2.32566915,0.00198160,0.01007211,0.67584393,0.95113590,0.30441971,0.13626061,0.01310039,1.56273359
-4.67333667,2.17679094,0.00190494,0.01010923,0.64408241,0.87602849,0.28786135,0.12960758,0.01366679,1.46393479
-4.66733367,2.03804247,0.00182076,0.01018440,0.61479062,0.80546600,0.27208481,0.12358901,0.01429050,1.37177061
-4.66133067,1.91005164,0.00173038,0.01029084,0.58809362,0.73982081,0.25717714,0.11821382,0.01496596,1.28666099
-4.65532766,1.79315383,0.00163519,0.01042064,0.56404529,0.67932682,0.24320055,0.11347450,0.01568579,1.20883593
-4.64932466,1.68740581,0.00153659,0.01056503,0.54263003,0.62408716,0.23019224,0.10934813,0.01644083,1.13834376
-4.64332166,1.59260630,0.00143600,0.01071464,0.52376612,0.57408494,0.21816489,0.10579789,0.01722031,1.07506363
