energy_ev,total_up,Hg_p_up,Hg_d_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up
-6.00000000,1.77153851,0.96335002,0.28516989,0.31971380,0.00000000,0.57602774,0.00000000
-5.99399700,1.77277664,0.94521654,0.28454048,0.31290789,0.00000000,0.57941897,0.00000000
-5.98799400,1.76865581,0.92445840,0.28304510,0.30552047,0.00000000,0.58067611,0.00000000
-5.98199100,1.75923290,0.90126980,0.28069020,0.29765700,0.00000000,0.57976393,0.00000000
-5.97598799,1.74464825,0.87585735,0.27749247,0.28942095,0.00000000,0.57668805,0.00000000
-5.96998499,1.72513366,0.84844188,0.27348018,0.28091311,0.00000000,0.57149932,0.00000000
-5.96398199,1.70101744,0.81926021,0.26869413,0.27223111,0.00000000,0.56429686,0.00000000
-5.95797899,1.67272549,0.78856649,0.26318815,0.26346904,0.00000000,0.55522918,0.00000000
-5.95197599,1.64077794,0.75663271,0.25702897,0.25471694,0.00000000,0.54449323,0.00000000
-5.94597299,1.60578067,0.72374800,0.25029557,0.24606027,0.00000000,0.53233125,0.00000000
-5.93996998,1.56841195,0.69021653,0.24307764,0.23757908,0.00000000,0.51902530,0.00000000
-5.93396698,1.52940417,0.65635386,0.23547362,0.22934704,0.00000000,0.50488969,0.00000000
-5.92796398,1.48952153,0.62248192,0.22758796,0.22143023,0.00000000,0.49026145,0.00000000
-5.92196098,1.44953456,0.58892260,0.21952808,0.21388580,0.00000000,0.47548935,0.00000000
-5.91595798,1.41019259,0.55599044,0.21140089,0.20676049,0.00000000,0.46092177,0.00000000
-5.90995498,1.37219565,0.52398468,0.20330928,0.20008930,0.00000000,0.44689409,0.00000000
-5.90395198,1.33616717,0.49318109,0.19534864,0.19389420,0.00000000,0.43371618,0.00000000
-5.89794897,1.30262911,0.46382417,0.18760368,0.18818313,0.00000000,0.42166049,0.00000000
-5.89194597,1.27198072,0.43612011,0.18014559,0.18294946,0.00000000,0.41095148,0.00000000
-5.88594297,1.24448218,0.41023088,0.17302994,0.17817186,0.00000000,0.40175670,0.00000000
-5.87993997,1.22024422,0.38626990,0.16629518,0.17381472,0.00000000,0.39418026,0.00000000
-5.87393697,1.19922413,0.36429953,0.15996197,0.16982919,0.00000000,0.38825869,0.00000000
-5.86793397,1.18122853,0.34433046,0.15403333,0.16615479,0.00000000,0.38395966,0.00000000
-5.86193097,1.16592288,0.32632309,0.14849561,0.16272159,0.00000000,0.38118354,0.00000000
-5.85592796,1.15284721,0.31019092,0.14332012,0.15945275,0.00000000,0.37976768,0.00000000
-5.84992496,1.14143737,0.29580556,0.13846545,0.15626758,0.00000000,0.37949335,0.00000000
-5.84392196,1.13105058,0.28300330,0.13388032,0.15308463,0.00000000,0.38009490,0.00000000
-5.83791896,1.12099436,0.27159282,0.12950664,0.14982503,0.00000000,0.38127081,0.00000000
-5.83191596,1.11055698,0.26136367,0.12528286,0.14641554,0.00000000,0.38269604,0.00000000
-5.82591296,1.09903841,0.25209507,0.12114723,0.14279153,0.00000000,0.38403522,0.00000000
-5.81990995,1.08577999,0.24356473,0.11704092,0.13889948,0.00000000,0.38495598,0.00000000
-5.81390695,1.07019166,0.23555722,0.11291084,0.13469894,0.00000000,0.38514196,0.00000000
-5.80790395,1.05177554,0.22787154,0.10871196,0.13016401,0.00000000,0.38430482,0.00000000
-5.80190095,1.03014484,0.22032775,0.10440914,0.12528408,0.00000000,0.38219489,0.00000000
-5.79589795,1.00503760,0.21277222,0.09997841,0.12006392,0.00000000,0.37860995,0.00000000
-5.78989495,0.97632468,0.20508162,0.09540758,0.11452320,0.00000000,0.37340187,0.00000000
-5.78389195,0.94401210,0.19716538,0.09069630,0.10869533,0.00000000,0.36648092,0.00000000
-5.77788894,0.90823786,0.18896675,0.08585560,0.10262587,0.00000000,0.35781769,0.00000000
-5.77188594,0.86926374,0.18046255,0.08090692,0.09637053,0.00000000,0.34744264,0.00000000
-5.76588294,0.82746286,0.17166168,0.07588078,0.08999284,0.00000000,0.33544342,0.00000000
-5.75987994,0.78330378,0.16260270,0.07081520,0.08356180,0.00000000,0.32196029,0.00000000
-5.75387694,0.73733221,0.15335059,0.06575392,0.07714941,0.00000000,0.30717991,0.00000000
-5.74787394,0.69015130,0.14399300,0.06074457,0.07082836,0.00000000,0.29132789,0.00000000
-5.74187094,0.64240167,0.13463620,0.05583691,0.06466989,0.00000000,0.27466055,0.00000000
-5.73586793,0.59474196,0.12540099,0.05108118,0.05874204,0.00000000,0.25745634,0.00000000
-5.72986493,0.54783084,0.11641869,0.04652663,0.05310810,0.00000000,0.24000729,0.00000000
-5.72386193,0.50231111,0.10782751,0.04222036,0.04782559,0.00000000,0.22261084,0.00000000
-5.71785893,0.45879638,0.09976925,0.03820634,0.04294557,0.00000000,0.20556242,0.00000000
-5.71185593,0.41786058,0.09238658,0.03452480,0.03851227,0.00000000,0.18914896,0.00000000
-5.70585293,0.38003036,0.08582071,0.03121183,0.03456318,0.00000000,0.17364346,0.00000000
-5.69984992,0.34578028,0.08020961,0.02829928,0.03112925,0.00000000,0.15930083,0.00000000
-5.69384692,0.31553042,0.07568662,0.02581474,0.02823544,0.00000000,0.14635468,0.00000000
-5.68784392,0.28964608,0.07237934,0.02378179,0.02590128,0.00000000,0.13501532,0.00000000
-5.68184092,0.26843894,0.07040864,0.02222023,0.02414153,0.00000000,0.12546850,0.00000000
-5.67583792,0.25216908,0.06988780,0.02114637,0.02296678,0.00000000,0.11787491,0.00000000
-5.66983492,0.24104737,0.07092135,0.02057325,0.02238391,0.00000000,0.11237010,0.00000000
-5.66383192,0.23523756,0.07360383,0.02051083,0.02239645,0.00000000,0.10906457,0.00000000
-5.65782891,0.23485756,0.07801804,0.02096593,0.02300467,0.00000000,0.10804390,0.00000000
-5.65182591,0.23997966,0.08423292,0.02194215,0.02420549,0.00000000,0.10936865,0.00000000
