energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.38169085,1.37978139,0.00025212,0.09210995,0.34782840,0.44900971,0.25426500,0.31654085,0.00007512,0.71240191
-5.37568784,1.44612466,0.00025907,0.10399135,0.36648885,0.46151717,0.27819568,0.33619646,0.00007605,0.73901182
-5.36968484,1.51371384,0.00026448,0.11750617,0.38530410,0.47334855,0.30416112,0.35645570,0.00007875,0.76492696
-5.36368184,1.58270248,0.00026826,0.13281412,0.40421117,0.48448767,0.33231601,0.37739924,0.00008296,0.79006650
-5.35767884,1.65332750,0.00027038,0.15007533,0.42316595,0.49494462,0.36282372,0.39913084,0.00008852,0.81439410
-5.35167584,1.72589458,0.00027083,0.16944557,0.44214152,0.50475366,0.39585037,0.42177206,0.00009528,0.83791474
-5.34567284,1.80075847,0.00026963,0.19107082,0.46112551,0.51397001,0.43155737,0.44545534,0.00010315,0.86066958
-5.33966983,1.87829869,0.00026685,0.21508101,0.48011639,0.52266557,0.47009268,0.47031552,0.00011204,0.88272903
-5.33366683,1.95889104,0.00026260,0.24158328,0.49911901,0.53092367,0.51158098,0.49648017,0.00012188,0.90418407
-5.32766383,2.04287600,0.00025701,0.27065486,0.51813932,0.53883298,0.55611289,0.52405913,0.00013261,0.92513610
-5.32166083,2.13052529,0.00025022,0.30233582,0.53717855,0.54648087,0.60373388,0.55313366,0.00014418,0.94568572
-5.31565783,2.22200805,0.00024242,0.33662199,0.55622708,0.55394645,0.65443316,0.58374583,0.00015654,0.96592091
-5.30965483,2.31735844,0.00023378,0.37345845,0.57525847,0.56129376,0.70813321,0.61588863,0.00016961,0.98590531
-5.30365183,2.41644641,0.00022450,0.41273381,0.59422382,0.56856523,0.76468056,0.64949757,0.00018334,1.00566700
-5.29764882,2.51895360,0.00021476,0.45427585,0.61304689,0.57577613,0.82383840,0.68444398,0.00019764,1.02518874
-5.29164582,2.62435589,0.00020473,0.49784871,0.63162052,0.58291012,0.88528154,0.72053096,0.00021244,1.04440019
-5.28564282,2.73191435,0.00019460,0.54315199,0.64980438,0.58991633,0.94859445,0.75749186,0.00022765,1.06317263
-5.27963982,2.84067553,0.00018449,0.58982207,0.66742464,0.59670826,1.01327249,0.79499198,0.00024318,1.08131688
-5.27363682,2.94948189,0.00017455,0.63743574,0.68427557,0.60316464,1.07872689,0.83263330,0.00025891,1.09858460
-5.26763382,3.05699264,0.00016487,0.68551628,0.70012317,0.60913229,1.14429331,0.86996232,0.00027477,1.11467322
-5.26163082,3.16171450,0.00015552,0.73354187,0.71471095,0.61443107,1.20924410,0.90648079,0.00029063,1.12923444
-5.25562781,3.26204160,0.00014658,0.78095617,0.72776749,0.61886059,1.27280387,0.94165886,0.00030641,1.14188607
-5.24962481,3.35630298,0.00013807,0.82718081,0.73901572,0.62220853,1.33416786,0.97495027,0.00032201,1.15222671
-5.24362181,3.44281576,0.00013001,0.87162935,0.74818339,0.62426009,1.39252249,1.00580877,0.00033732,1.15985268
-5.23761881,3.51994166,0.00012238,0.91372219,0.75501427,0.62480822,1.44706734,1.03370526,0.00035226,1.16437630
-5.23161581,3.58614421,0.00011519,0.95290183,0.75927952,0.62366398,1.49703743,1.05814467,0.00036675,1.16544463
-5.22561281,3.64004400,0.00010838,0.98864794,0.76078869,0.62066646,1.54172519,1.07868205,0.00038068,1.16275767
-5.21960980,3.68046929,0.00010194,1.02049146,0.75939959,0.61569192,1.58050073,1.09493692,0.00039399,1.15608492
-5.21360680,3.70649935,0.00009582,1.04802727,0.75502664,0.60866130,1.61282991,1.10660547,0.00040657,1.14527950
-5.20760380,3.71749855,0.00008997,1.07092474,0.74764703,0.59954594,1.63828909,1.11346987,0.00041835,1.13028882
-5.20160080,3.71313949,0.00008438,1.08893587,0.73730443,0.58837108,1.65657610,1.11540456,0.00042924,1.11116130
-5.19559780,3.69341394,0.00007899,1.10190045,0.72410989,0.57521679,1.66751692,1.11237905,0.00043914,1.08804852
-5.18959480,3.65863133,0.00007379,1.10974835,0.70823984,0.56021647,1.67106783,1.10445735,0.00044795,1.06120284
-5.18359180,3.60940479,0.00006874,1.11249858,0.68993128,0.54355285,1.66731309,1.09179421,0.00045558,1.03097031
-5.17758879,3.54662578,0.00006385,1.11025552,0.66947428,0.52545165,1.65645829,1.07462817,0.00046192,0.99777934
-5.17158579,3.47142857,0.00005910,1.10320233,0.64720220,0.50617335,1.63881987,1.05327224,0.00046687,0.96212568
-5.16558279,3.38514660,0.00005448,1.09159207,0.62348012,0.48600346,1.61481142,1.02810236,0.00047034,0.92455448
-5.15957979,3.28926302,0.00005002,1.07573704,0.59869197,0.46524166,1.58492751,0.99954456,0.00047223,0.88564023
-5.15357679,3.18535786,0.00004570,1.05599668,0.57322714,0.44419067,1.54972580,0.96806122,0.00047248,0.84596587
-5.14757379,3.07505457,0.00004156,1.03276492,0.54746703,0.42314506,1.50980844,0.93413725,0.00047103,0.80610182
-5.14157079,2.95996839,0.00003759,1.00645734,0.52177244,0.40238089,1.46580358,0.89826671,0.00046787,0.76658620
-5.13556778,2.84165885,0.00003381,0.97749882,0.49647214,0.38214642,1.41834766,0.86094050,0.00046300,0.72790709
-5.12956478,2.72158849,0.00003025,0.94631217,0.47185334,0.36265446,1.36806936,0.82263554,0.00045647,0.69048760
-5.12356178,2.60108935,0.00002691,0.91330816,0.44815432,0.34407660,1.31557568,0.78380577,0.00044837,0.65467450
-5.11755878,2.48133814,0.00002379,0.87887720,0.42555956,0.32653965,1.26144051,0.74487526,0.00043885,0.62073070
-5.11155578,2.36334091,0.00002091,0.84338302,0.40419746,0.31012413,1.20619600,0.70623355,0.00042811,0.58883185
-5.10555278,2.24792687,0.00001828,0.80715825,0.38414067,0.29486510,1.15032677,0.66823310,0.00041641,0.55906699
-5.09954977,2.13575119,0.00001589,0.77050204,0.36540884,0.28075483,1.09426684,0.63118883,0.00040403,0.53144302
-5.09354677,2.02730556,0.00001374,0.73367940,0.34797352,0.26774738,1.03839910,0.59537944,0.00039137,0.50589255
-5.08754377,1.92293538,0.00001183,0.69692228,0.33176493,0.25576450,0.98305691,0.56105019,0.00037881,0.48228452
-5.08154077,1.82286193,0.00001014,0.66043180,0.31667996,0.24470264,0.92852757,0.52841685,0.00036683,0.46043690
-5.07553777,1.72720773,0.00000868,0.62438158,0.30259113,0.23444055,0.87505689,0.49767025,0.00035593,0.44013071
-5.06953477,1.63602349,0.00000742,0.58892162,0.28935583,0.22484711,0.82285476,0.46898110,0.00034664,0.42112457
-5.06353177,1.54931461,0.00000637,0.55418250,0.27682552,0.21578891,0.77210085,0.44250469,0.00033952,0.40316895
-5.05752876,1.46706594,0.00000550,0.52027946,0.26485422,0.20713729,0.72295034,0.41838496,0.00033513,0.38601958
-5.05152576,1.38926322,0.00000480,0.48731615,0.25330617,0.19877446,0.67553905,0.39675771,0.00033405,0.36944925
-5.04552276,1.31591020,0.00000427,0.45538789,0.24206206,0.19059856,0.62998783,0.37775263,0.00033683,0.35325762
-5.03951976,1.24704066,0.00000388,0.42458402,0.23102396,0.18252729,0.58640593,0.36149399,0.00034401,0.33727878
-5.03351676,1.18272490,0.00000364,0.39498953,0.22011842,0.17450034,0.54489321,0.34809984,0.00035607,0.32138621
-5.02751376,1.12307065,0.00000352,0.36668577,0.20929814,0.16648027,0.50554121,0.33767975,0.00037345,0.30549527
-5.02151076,1.06821869,0.00000353,0.33975028,0.19854190,0.15845221,0.46843313,0.33033118,0.00039652,0.28956331
-5.01550775,1.01833363,0.00000364,0.31425592,0.18785319,0.15042234,0.43364270,0.32613458,0.00042556,0.27358746
-5.00950475,0.97359081,0.00000387,0.29026928,0.17725752,0.14241532,0.40123244,0.32514756,0.00046074,0.25760074
-5.00350175,0.93416019,0.00000419,0.26784873,0.16679882,0.13447107,0.37125109,0.32739837,0.00050212,0.24166648
-4.99749875,0.90018843,0.00000460,0.24704211,0.15653511,0.12664095,0.34373091,0.33287909,0.00054964,0.22587187
-4.99149575,0.87178032,0.00000511,0.22788442,0.14653379,0.11898363,0.31868478,0.34153896,0.00060311,0.21032083
-4.98549275,0.84898077,0.00000569,0.21039551,0.13686681,0.11156100,0.29610356,0.35327824,0.00066217,0.19512667
-4.97948974,0.83175850,0.00000634,0.19457818,0.12760598,0.10443423,0.27595376,0.36794304,0.00072634,0.18040506
-4.97348674,0.81999235,0.00000707,0.18041664,0.11881870,0.09766017,0.25817596,0.38532153,0.00079498,0.16626747
-4.96748374,0.81346126,0.00000785,0.16787555,0.11056418,0.09128827,0.24268391,0.40514188,0.00086728,0.15281553
-4.96148074,0.81183831,0.00000868,0.15689968,0.10289045,0.08535819,0.22936456,0.42707221,0.00094234,0.14013638
-4.95547774,0.81468949,0.00000955,0.14741430,0.09583211,0.07989807,0.21807904,0.45072279,0.00101910,0.12829920
-4.94947474,0.82147722,0.00001045,0.13932623,0.08940894,0.07492345,0.20866460,0.47565058,0.00109642,0.11735291
-4.94347174,0.83156867,0.00001137,0.13252553,0.08362536,0.07043704,0.20093744,0.50136609,0.00117304,0.10732513
-4.93746873,0.84424852,0.00001229,0.12688785,0.07847061,0.06642899,0.19469641,0.52734255,0.00124769,0.09822219
-4.93146573,0.85873570,0.00001321,0.12227721,0.07391970,0.06287787,0.18972732,0.55302698,0.00131905,0.09003016
-4.92546273,0.87420345,0.00001410,0.11854929,0.06993490,0.05975200,0.18580785,0.57785306,0.00138582,0.08271669
-4.91945973,0.88980180,0.00001495,0.11555484,0.06646772,0.05701128,0.18271272,0.60125516,0.00144672,0.07623350
-4.91345673,0.90468153,0.00001575,0.11314338,0.06346123,0.05460916,0.18021905,0.62268316,0.00150057,0.07051932
-4.90745373,0.91801872,0.00001649,0.11116679,0.06085255,0.05249479,0.17811157,0.64161742,0.00154631,0.06550307
-4.90145073,0.92903866,0.00001714,0.10948277,0.05857542,0.05061520,0.17618761,0.65758332,0.00158300,0.06110719
-4.89544772,0.93703826,0.00001770,0.10795811,0.05656273,0.04891737,0.17426162,0.67016480,0.00160988,0.05725080
-4.88944472,0.94140612,0.00001816,0.10647150,0.05474884,0.04735013,0.17216897,0.67901631,0.00162639,0.05385269
-4.88344172,0.94163925,0.00001850,0.10491592,0.05307170,0.04586588,0.16976914,0.68387269,0.00163218,0.05083404
-4.87743872,0.93735594,0.00001872,0.10320051,0.05147465,0.04442190,0.16694791,0.68455646,0.00162711,0.04812065
-4.87143572,0.92830438,0.00001882,0.10125177,0.04990781,0.04298149,0.16361876,0.68098238,0.00161128,0.04564479
-4.86543272,0.91436664,0.00001879,0.09901433,0.04832915,0.04151466,0.15972324,0.67315896,0.00158498,0.04334655
-4.85942971,0.89555799,0.00001864,0.09645092,0.04670512,0.03999852,0.15523053,0.66118690,0.00154874,0.04117472
-4.85342671,0.87202181,0.00001836,0.09354194,0.04501093,0.03841738,0.15013604,0.64525458,0.00150326,0.03908724
-4.84742371,0.84402032,0.00001797,0.09028441,0.04323040,0.03676248,0.14445940,0.62563081,0.00144940,0.03705124
-4.84142071,0.81192173,0.00001746,0.08669050,0.04135564,0.03503159,0.13824168,0.60265510,0.00138817,0.03504269
-4.83541771,0.77618437,0.00001685,0.08278570,0.03938627,0.03322828,0.13154220,0.57672606,0.00132068,0.03304579
-4.82941471,0.73733871,0.00001616,0.07860666,0.03732860,0.03136113,0.12443494,0.54828822,0.00124812,0.03105215
-4.82341171,0.69596783,0.00001539,0.07419890,0.03519454,0.02944277,0.11700479,0.51781805,0.00117170,0.02905973
-4.81740870,0.65268744,0.00001455,0.06961441,0.03300046,0.02748890,0.10934377,0.48580957,0.00109265,0.02707176
-4.81140570,0.60812610,0.00001367,0.06490922,0.03076603,0.02551734,0.10154730,0.45276028,0.00101216,0.02509557
-4.80540270,0.56290639,0.00001275,0.06014115,0.02851299,0.02354697,0.09371080,0.41915775,0.00093136,0.02314144
-4.79939970,0.51762774,0.00001181,0.05536765,0.02626408,0.02159695,0.08592654,0.38546753,0.00085132,0.02122154
-4.79339670,0.47285138,0.00001087,0.05064391,0.02404196,0.01968586,0.07828096,0.35212258,0.00077299,0.01934895
-4.78739370,0.42908793,0.00000994,0.04602125,0.02186840,0.01783104,0.07085250,0.31951461,0.00069719,0.01753673
-4.78139070,0.38678769,0.00000902,0.04154581,0.01976344,0.01604806,0.06370988,0.28798748,0.00062465,0.01579729
-4.77538769,0.34633392,0.00000813,0.03725761,0.01774487,0.01435032,0.05691100,0.25783268,0.00055593,0.01414171
-4.76938469,0.30803900,0.00000728,0.03318990,0.01582776,0.01274876,0.05050226,0.22928698,0.00049148,0.01257940
-4.76338169,0.27214331,0.00000647,0.02936882,0.01402423,0.01125176,0.04451841,0.20253195,0.00043161,0.01111777
-4.75737869,0.23881656,0.00000571,0.02581338,0.01234332,0.00986508,0.03898283,0.17769538,0.00037651,0.00976208
-4.75137569,0.20816132,0.00000501,0.02253570,0.01079099,0.00859199,0.03390809,0.15485418,0.00032626,0.00851544
-4.74537269,0.18021828,0.00000436,0.01954141,0.00937029,0.00743337,0.02929694,0.13403855,0.00028082,0.00737887
-4.73936968,0.15497281,0.00000377,0.01683028,0.00808155,0.00638801,0.02514335,0.11523710,0.00024010,0.00635142
-4.73336668,0.13236253,0.00000324,0.01439694,0.00692271,0.00545285,0.02143383,0.09840260,0.00020392,0.00543043
-4.72736368,0.11228524,0.00000276,0.01223169,0.00588965,0.00462329,0.01814873,0.08345810,0.00017203,0.00461176
-4.72136068,0.09460715,0.00000234,0.01032128,0.00497654,0.00389352,0.01526360,0.07030305,0.00014416,0.00389008
-4.71535768,0.07917078,0.00000197,0.00864983,0.00417624,0.00325680,0.01275049,0.05881931,0.00011999,0.00325911
-4.70935468,0.06580250,0.00000164,0.00719952,0.00348067,0.00270581,0.01057916,0.04887679,0.00009921,0.00271197
-4.70335168,0.05431932,0.00000136,0.00595141,0.00288113,0.00223286,0.00871816,0.04033857,0.00008147,0.00224136
-4.69734867,0.04453495,0.00000112,0.00488602,0.00236863,0.00183018,0.00713581,0.03306533,0.00006646,0.00183987
-4.69134567,0.03626491,0.00000092,0.00398397,0.00193417,0.00149011,0.00580100,0.02691925,0.00005385,0.00150012
-4.68534267,0.02933073,0.00000075,0.00322636,0.00156896,0.00120527,0.00468383,0.02176706,0.00004334,0.00121497
-4.67933967,0.02356321,0.00000060,0.00259521,0.00126460,0.00096868,0.00375608,0.01748250,0.00003465,0.00097762
-4.67333667,0.01880489,0.00000048,0.00207370,0.00101325,0.00077390,0.00299161,0.01394809,0.00002752,0.00078177
-4.66733367,0.01491164,0.00000038,0.00164639,0.00080773,0.00061506,0.00236656,0.01105633,0.00002172,0.00062164
-4.66133067,0.01175365,0.00000030,0.00129932,0.00064159,0.00048692,0.00185944,0.00871040,0.00001704,0.00049204
-4.65532766,0.00921585,0.00000024,0.00102006,0.00050917,0.00038492,0.00145120,0.00682441,0.00001329,0.00038840
-4.64932466,0.00719777,0.00000018,0.00079778,0.00040566,0.00030514,0.00112515,0.00532333,0.00001031,0.00030679
-4.64332166,0.00561326,0.00000014,0.00062312,0.00032705,0.00024435,0.00086682,0.00414267,0.00000798,0.00024391
