energy_ev,total_up,Ca_p_up,Ca_d_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.68184092,4.83872358,0.01785434,0.00000000,3.21663930,1.22028550,0.02343922,0.90246014,0.06080023,2.30280519
-5.67583792,4.84848087,0.01823205,0.00000000,3.16506683,1.20700061,0.02386608,0.87488983,0.06152635,2.34310118
-5.66983492,4.85962150,0.01861543,0.00000000,3.11571326,1.19549751,0.02433863,0.84924517,0.06226789,2.38216019
-5.66383192,4.87161777,0.01900249,0.00000000,3.06831024,1.18562755,0.02486402,0.82544846,0.06302547,2.41968583
-5.65782891,4.88391150,0.01939098,0.00000000,3.02252953,1.17720962,0.02544847,0.80339207,0.06379969,2.45539589
-5.65182591,4.89593785,0.01977848,0.00000000,2.97800791,1.17003991,0.02609702,0.78294734,0.06459096,2.48902996
-5.64582291,4.90715121,0.02016246,0.00000000,2.93437437,1.16390241,0.02681336,0.76397395,0.06539936,2.52035755
-5.63981991,4.91705153,0.02054033,0.00000000,2.89127800,1.15857973,0.02759962,0.74632963,0.06622449,2.54918609
-5.63381691,4.92520938,0.02090954,0.00000000,2.84841537,1.15386346,0.02845625,0.72987940,0.06706545,2.57536806
-5.62781391,4.93128797,0.02126759,0.00000000,2.80555552,1.14956375,0.02938194,0.71450422,0.06792070,2.59880675
-5.62181091,4.93506081,0.02161217,0.00000000,2.76256140,1.14551740,0.03037354,0.70010833,0.06878802,2.61945977
-5.61580790,4.93642342,0.02194115,0.00000000,2.71940648,1.14159424,0.03142604,0.68662522,0.06966451,2.63734026
-5.60980490,4.93539844,0.02225264,0.00000000,2.67618550,1.13770134,0.03253257,0.67402175,0.07054649,2.65251507
-5.60380190,4.93213342,0.02254497,0.00000000,2.63311868,1.13378509,0.03368447,0.66230033,0.07142950,2.66510010
-5.59779890,4.92689137,0.02281670,0.00000000,2.59054914,1.12983093,0.03487138,0.65149910,0.07230820,2.67525276
-5.59179590,4.92003419,0.02306658,0.00000000,2.54893344,1.12586092,0.03608133,0.64169004,0.07317640,2.68316185
-5.58579290,4.91200002,0.02329349,0.00000000,2.50882558,1.12192934,0.03730094,0.63297513,0.07402693,2.68903539
-5.57978989,4.90327548,0.02349638,0.00000000,2.47085533,1.11811655,0.03851557,0.62548078,0.07485163,2.69308695
-5.57378689,4.89436439,0.02367419,0.00000000,2.43570157,1.11452162,0.03970958,0.61935074,0.07564133,2.69552135
-5.56778389,4.88575453,0.02382577,0.00000000,2.40406220,1.11125399,0.04086658,0.61473784,0.07638580,2.69652044
-5.56178089,4.87788435,0.02394983,0.00000000,2.37662177,1.10842476,0.04196973,0.61179489,0.07707378,2.69622990
-5.55577789,4.87111143,0.02404483,0.00000000,2.35401840,1.10613796,0.04300202,0.61066522,0.07769305,2.69474772
-5.54977489,4.86568425,0.02410899,0.00000000,2.33681163,1.10448233,0.04394664,0.61147316,0.07823050,2.69211526
-5.54377189,4.86171901,0.02414027,0.00000000,2.32545246,1.10352386,0.04478731,0.61431502,0.07867227,2.68831124
-5.53776888,4.85918259,0.02413634,0.00000000,2.32025721,1.10329956,0.04550863,0.61925081,0.07900402,2.68324924
-5.53176588,4.85788267,0.02409467,0.00000000,2.32138624,1.10381264,0.04609643,0.62629722,0.07921114,2.67677879
-5.52576288,4.85746547,0.02401258,0.00000000,2.32882853,1.10502924,0.04653810,0.63542209,0.07927914,2.66869012
-5.51975988,4.85742139,0.02388737,0.00000000,2.34239283,1.10687692,0.04682289,0.64654060,0.07919397,2.65872241
-5.51375688,4.85709825,0.02371644,0.00000000,2.36170598,1.10924478,0.04694223,0.65951350,0.07894250,2.64657498
-5.50775388,4.85572161,0.02349743,0.00000000,2.38621822,1.11198532,0.04688990,0.67414741,0.07851296,2.63192116
-5.50175088,4.85242128,0.02322842,0.00000000,2.41521564,1.11491773,0.04666226,0.69019716,0.07789540,2.61442399
-5.49574787,4.84626292,0.02290808,0.00000000,2.44783920,1.11783263,0.04625835,0.70737032,0.07708218,2.59375305
-5.48974487,4.83628340,0.02253583,0.00000000,2.48310965,1.12049792,0.04567999,0.72533362,0.07606840,2.56960172
-5.48374187,4.82152850,0.02211205,0.00000000,2.51995737,1.12266559,0.04493174,0.74372114,0.07485229,2.54170415
-5.47773887,4.80109147,0.02163816,0.00000000,2.55725623,1.12407913,0.04402087,0.76214401,0.07343557,2.50985102
-5.47173587,4.77415105,0.02111676,0.00000000,2.59386001,1.12448146,0.04295720,0.78020123,0.07182369,2.47390379
-5.46573287,4.74000751,0.02055171,0.00000000,2.62864012,1.12362297,0.04175297,0.79749133,0.07002599,2.43380657
-5.45972986,4.69811539,0.01994816,0.00000000,2.66052333,1.12126948,0.04042253,0.81362439,0.06805578,2.38959550
-5.45372686,4.64811206,0.01931257,0.00000000,2.68852793,1.11720992,0.03898214,0.82823390,0.06593024,2.34140522
-5.44772386,4.58984082,0.01865266,0.00000000,2.71179716,1.11126347,0.03744962,0.84098832,0.06367029,2.28947226
-5.44172086,4.52336818,0.01797733,0.00000000,2.72962853,1.10328605,0.03584401,0.85160147,0.06130031,2.23413539
-5.43571786,4.44899443,0.01729658,0.00000000,2.74149797,1.09317585,0.03418524,0.85984176,0.05884775,2.17583304
-5.42971486,4.36725741,0.01662133,0.00000000,2.74707783,1.08087787,0.03249377,0.86553966,0.05634263,2.11509778
-5.42371186,4.27892922,0.01596325,0.00000000,2.74624815,1.06638727,0.03079026,0.86859313,0.05381708,2.05254830
-5.41770885,4.18500585,0.01533459,0.00000000,2.73910036,1.04975146,0.02909521,0.86897091,0.05130463,1.98887896
-5.41170585,4.08668996,0.01474799,0.00000000,2.72593367,1.03107080,0.02742869,0.86671334,0.04883962,1.92484738
-5.40570285,3.98536726,0.01421618,0.00000000,2.70724367,1.01049792,0.02581000,0.86193074,0.04645655,1.86126022
-5.39969985,3.88257681,0.01375184,0.00000000,2.68370394,0.98823549,0.02425745,0.85479943,0.04418933,1.79895758
-5.39369685,3.77997599,0.01336730,0.00000000,2.65614092,0.96453268,0.02278811,0.84555537,0.04207067,1.73879623
-5.38769385,3.67930097,0.01307434,0.00000000,2.62550304,0.93968012,0.02141759,0.83448574,0.04013143,1.68163209
-5.38169085,3.58232346,0.01288395,0.00000000,2.59282529,0.91400358,0.02015986,0.82191870,0.03840000,1.62830216
-5.37568784,3.49080487,0.01280607,0.00000000,2.55919029,0.88785648,0.01902710,0.80821173,0.03690175,1.57960616
-5.36968484,3.40644906,0.01284939,0.00000000,2.52568751,0.86161136,0.01802955,0.79373898,0.03565850,1.53628841
-5.36368184,3.33085482,0.01302113,0.00000000,2.49337210,0.83565054,0.01717537,0.77887804,0.03468811,1.49902001
-5.35767884,3.26546936,0.01332678,0.00000000,2.46322494,0.81035627,0.01647059,0.76399672,0.03400410,1.46838185
-5.35167584,3.21154444,0.01376996,0.00000000,2.43611532,0.78610052,0.01591895,0.74944026,0.03361528,1.44484873
-5.34567284,3.17009607,0.01435215,0.00000000,2.41276804,0.76323485,0.01552191,0.73551955,0.03352560,1.42877509
-5.33966983,3.14186958,0.01507261,0.00000000,2.39373583,0.74208064,0.01527855,0.72250071,0.03373388,1.42038261
-5.33366683,3.12731099,0.01592816,0.00000000,2.37937865,0.72291992,0.01518561,0.71059656,0.03423381,1.41975026
-5.32766383,3.12654591,0.01691312,0.00000000,2.36985028,0.70598720,0.01523745,0.69996020,0.03501389,1.42680707
-5.32166083,3.13936709,0.01801924,0.00000000,2.36509313,0.69146260,0.01542615,0.69068103,0.03605754,1.44132815
-5.31565783,3.16523112,0.01923565,0.00000000,2.36484122,0.67946643,0.01574158,0.68278329,0.03734329,1.46293417
-5.30965483,3.20326489,0.02054895,0.00000000,2.36863142,0.67005557,0.01617152,0.67622726,0.03884502,1.49109463
-5.30365183,3.25228190,0.02194330,0.00000000,2.37582230,0.66322167,0.01670189,0.67091294,0.04053236,1.52513505
-5.29764882,3.31080836,0.02340060,0.00000000,2.38561994,0.65889140,0.01731694,0.66668614,0.04237117,1.56424820
-5.29164582,3.37711826,0.02490076,0.00000000,2.39710958,0.65692862,0.01799956,0.66334670,0.04432409,1.60750920
-5.28564282,3.44927691,0.02642201,0.00000000,2.40929183,0.65713854,0.01873156,0.66065842,0.04635128,1.65389434
-5.27963982,3.52519131,0.02794130,0.00000000,2.42112182,0.65927375,0.01949407,0.65836032,0.04841109,1.70230313
-5.27363682,3.60266616,0.02943478,0.00000000,2.43154983,0.66304175,0.02026789,0.65617878,0.05046098,1.75158322
-5.26763382,3.67946350,0.03087828,0.00000000,2.43956163,0.66811400,0.02103395,0.65383996,0.05245833,1.80055737
-5.26163082,3.75336414,0.03224788,0.00000000,2.44421691,0.67413595,0.02177365,0.65108203,0.05436141,1.84805177
-5.25562781,3.82222881,0.03352045,0.00000000,2.44468435,0.68073779,0.02246934,0.64766673,0.05613026,1.89292481
-5.24962481,3.88405678,0.03467426,0.00000000,2.44027193,0.68754565,0.02310466,0.64338971,0.05772765,1.93409543
-5.24362181,3.93704022,0.03568948,0.00000000,2.43045130,0.69419259,0.02366491,0.63808925,0.05911986,1.97057006
-5.23761881,3.97961209,0.03654872,0.00000000,2.41487559,0.70032931,0.02413740,0.63165308,0.06027750,2.00146722
-5.23161581,4.01048624,0.03723746,0.00000000,2.39338989,0.70563398,0.02451161,0.62402298,0.06117616,2.02603902
-5.22561281,4.02868813,0.03774443,0.00000000,2.36603435,0.70982103,0.02477951,0.61519704,0.06179695,2.04368874
-5.21960980,4.03357537,0.03806189,0.00000000,2.33303996,0.71264841,0.02493556,0.60522950,0.06212686,2.05398392
-5.21360680,4.02484748,0.03818582,0.00000000,2.29481739,0.71392336,0.02497684,0.59422828,0.06215901,2.05666449
-5.20760380,4.00254462,0.03811594,0.00000000,2.25193972,0.71350627,0.02490300,0.58235025,0.06189269,2.05164580
-5.20160080,3.96703572,0.03785572,0.00000000,2.20511969,0.71131272,0.02471614,0.56979464,0.06133323,2.03901631
-5.19559780,3.91899655,0.03741221,0.00000000,2.15518286,0.70731360,0.02442067,0.55679473,0.06049171,2.01903033
-5.18959480,3.85937893,0.03679577,0.00000000,2.10303768,0.70153338,0.02402307,0.54360829,0.05938450,1.99209593
-5.18359180,3.78937227,0.03601975,0.00000000,2.04964380,0.69404665,0.02353163,0.53050731,0.05803274,1.95875870
-5.17758879,3.71035931,0.03510005,0.00000000,1.99597998,0.68497324,0.02295612,0.51776715,0.05646157,1.91968201
-5.17158579,3.62386767,0.03405462,0.00000000,1.94301268,0.67447193,0.02230745,0.50565601,0.05469944,1.87562452
-5.16558279,3.53151933,0.03290300,0.00000000,1.89166677,0.66273333,0.02159736,0.49442472,0.05277722,1.82741591
-5.15957979,3.43497994,0.03166572,0.00000000,1.84279910,0.64997200,0.02083799,0.48429767,0.05072742,1.77593174
-5.15357679,3.33590990,0.03036379,0.00000000,1.79717613,0.63641842,0.02004162,0.47546496,0.04858333,1.72206838
-5.14757379,3.23591908,0.02901816,0.00000000,1.75545614,0.62231087,0.01922028,0.46807625,0.04637824,1.66671905
-5.14157079,3.13652671,0.02764927,0.00000000,1.71817664,0.60788783,0.01838551,0.46223650,0.04414471,1.61075168
-5.13556778,3.03912789,0.02627658,0.00000000,1.68574729,0.59338107,0.01754809,0.45800379,0.04191397,1.55498945
-5.12956478,2.94496765,0.02491822,0.00000000,1.65844838,0.57900966,0.01671783,0.45538928,0.03971538,1.50019458
-5.12356178,2.85512329,0.02359070,0.00000000,1.63643478,0.56497524,0.01590344,0.45435921,0.03757600,1.44705581
-5.11755878,2.77049522,0.02230868,0.00000000,1.61974498,0.55145859,0.01511242,0.45483905,0.03552036,1.39617993
-5.11155578,2.69180622,0.02108484,0.00000000,1.60831462,0.53861761,0.01435098,0.45671926,0.03357024,1.34808720
-5.10555278,2.61960847,0.01992980,0.00000000,1.60199382,0.52658668,0.01362408,0.45986271,0.03174467,1.30321084
-5.09954977,2.55429757,0.01885214,0.00000000,1.60056722,0.51547731,0.01293547,0.46411311,0.03005994,1.26189994
-5.09354677,2.49613220,0.01785849,0.00000000,1.60377587,0.50537998,0.01228773,0.46930426,0.02852974,1.22442557
-5.08754377,2.44525796,0.01695361,0.00000000,1.61133960,0.49636682,0.01168245,0.47526940,0.02716541,1.19098930
-5.08154077,2.40173373,0.01614061,0.00000000,1.62297879,0.48849495,0.01112031,0.48185051,0.02597610,1.16173348
-5.07553777,2.36555875,0.01542110,0.00000000,1.63843433,0.48181019,0.01060127,0.48890671,0.02496910,1.13675242
-5.06953477,2.33669868,0.01479543,0.00000000,1.65748477,0.47635076,0.01012474,0.49632169,0.02415009,1.11610368
-5.06353177,2.31510902,0.01426290,0.00000000,1.67995950,0.47215061,0.00968974,0.50400945,0.02352335,1.09981883
-5.05752876,2.30075444,0.01382196,0.00000000,1.70574745,0.46924234,0.00929504,0.51191836,0.02309200,1.08791274
-5.05152576,2.29362298,0.01347043,0.00000000,1.73480070,0.46765912,0.00893932,0.52003302,0.02285812,1.08039109
-5.04552276,2.29373420,0.01320564,0.00000000,1.76713278,0.46743582,0.00862131,0.52837408,0.02282290,1.07725554
-5.03951976,2.30114116,0.01302461,0.00000000,1.80281178,0.46860893,0.00833987,0.53699588,0.02298664,1.07850640
-5.03351676,2.31592612,0.01292411,0.00000000,1.84194858,0.47121550,0.00809407,0.54598207,0.02334874,1.08414274
-5.02751376,2.33819048,0.01290078,0.00000000,1.88468103,0.47529105,0.00788327,0.55543955,0.02390763,1.09416008
-5.02151076,2.36803997,0.01295118,0.00000000,1.93115471,0.48086664,0.00770710,0.56549084,0.02466070,1.10854599
-5.01550775,2.40556601,0.01307176,0.00000000,1.98150170,0.48796526,0.00756549,0.57626559,0.02560416,1.12727408
-5.00950475,2.45082477,0.01325893,0.00000000,2.03581825,0.49659789,0.00745866,0.58789143,0.02673291,1.15029681
-5.00350175,2.50381548,0.01350895,0.00000000,2.09414292,0.50675945,0.00738706,0.60048484,0.02804043,1.17753792
-4.99749875,2.56445939,0.01381800,0.00000000,2.15643624,0.51842496,0.00735135,0.61414236,0.02951871,1.20888498
-4.99149575,2.63258085,0.01418206,0.00000000,2.22256317,0.53154614,0.00735232,0.62893281,0.03115819,1.24418268
-4.98549275,2.70789189,0.01459691,0.00000000,2.29227934,0.54604887,0.00739081,0.64489069,0.03294774,1.28322740
-4.97948974,2.78998113,0.01505811,0.00000000,2.36522186,0.56183153,0.00746770,0.66201128,0.03487478,1.32576345
-4.97348674,2.87830794,0.01556092,0.00000000,2.44090523,0.57876439,0.00758381,0.68024754,0.03692532,1.37148132
-4.96748374,2.97220197,0.01610035,0.00000000,2.51872268,0.59669032,0.00773984,0.69950906,0.03908418,1.42001801
-4.96148074,3.07086840,0.01667115,0.00000000,2.59795297,0.61542655,0.00793632,0.71966296,0.04133515,1.47095948
-4.95547774,3.17339830,0.01726775,0.00000000,2.67777228,0.63476765,0.00817358,0.74053682,0.04366127,1.52384512
-4.94947474,3.27878380,0.01788438,0.00000000,2.75727086,0.65448940,0.00845168,0.76192334,0.04604501,1.57817397
-4.94347174,3.38593717,0.01851504,0.00000000,2.83547366,0.67435363,0.00877039,0.78358655,0.04846857,1.63341233
-4.93746873,3.49371286,0.01915353,0.00000000,2.91136413,0.69411350,0.00912916,0.80526929,0.05091409,1.68900252
-4.93146573,3.60093164,0.01979355,0.00000000,2.98391033,0.71351932,0.00952708,0.82670159,0.05336385,1.74437225
-4.92546273,3.70640560,0.02042871,0.00000000,3.05209229,0.73232441,0.00996288,0.84760950,0.05580042,1.79894433
-4.91945973,3.80896336,0.02105258,0.00000000,3.11492964,0.75029089,0.01043491,0.86772418,0.05820684,1.85214636
-4.91345673,3.90747427,0.02165879,0.00000000,3.17150867,0.76719512,0.01094110,0.88679070,0.06056663,1.90342005
-4.90745373,4.00087128,0.02224105,0.00000000,3.22100775,0.78283276,0.01147899,0.90457627,0.06286388,1.95223009
-4.90145073,4.08817160,0.02279321,0.00000000,3.26272051,0.79702305,0.01204571,0.92087774,0.06508331,1.99807225
-4.89544772,4.16849497,0.02330938,0.00000000,3.29607598,0.80961240,0.01263800,0.93552786,0.06721020,2.04048088
-4.88944472,4.24107920,0.02378396,0.00000000,3.32065513,0.82047718,0.01325223,0.94840039,0.06923048,2.07903549
-4.88344172,4.30529289,0.02421173,0.00000000,3.33620346,0.82952563,0.01388440,0.95941369,0.07113071,2.11336664
-4.87743872,4.36064527,0.02458791,0.00000000,3.34263921,0.83669894,0.01453021,0.96853286,0.07289816,2.14316120
-4.87143572,4.40679327,0.02490832,0.00000000,3.34005700,0.84197143,0.01518514,0.97577031,0.07452093,2.16816679
-4.86543272,4.44354577,0.02516937,0.00000000,3.32872692,0.84535014,0.01584445,0.98118485,0.07598807,2.18819562
-4.85942971,4.47086520,0.02536824,0.00000000,3.30908897,0.84687352,0.01650335,0.98487925,0.07728981,2.20312776
-4.85342671,4.48886645,0.02550292,0.00000000,3.28174304,0.84660964,0.01715702,0.98699655,0.07841776,2.21291350
-4.84742371,4.49781321,0.02557232,0.00000000,3.24743460,0.84465378,0.01780077,0.98771511,0.07936524,2.21757509
-4.84142071,4.49811165,0.02557633,0.00000000,3.20703662,0.84112561,0.01843014,0.98724254,0.08012753,2.21720748
-4.83541771,4.49030150,0.02551590,0.00000000,3.16152788,0.83616595,0.01904103,0.98580896,0.08070222,2.21197795
-4.82941471,4.47504451,0.02539305,0.00000000,3.11196852,0.82993326,0.01962978,0.98365948,0.08108940,2.20212463
-4.82341171,4.45311041,0.02521092,0.00000000,3.05947324,0.82259989,0.02019332,0.98104636,0.08129194,2.18795351
-4.81740870,4.42536028,0.02497376,0.00000000,3.00518306,0.81434816,0.02072926,0.97822108,0.08131560,2.16983405
-4.81140570,4.39272784,0.02468686,0.00000000,2.95023627,0.80536645,0.02123596,0.97542644,0.08116910,2.14819319
-4.80540270,4.35619864,0.02435649,0.00000000,2.89573964,0.79584521,0.02171256,0.97288920,0.08086404,2.12350781
-4.79939970,4.31678782,0.02398983,0.00000000,2.84274063,0.78597309,0.02215906,0.97081321,0.08041470,2.09629559
-4.79339670,4.27551687,0.02359478,0.00000000,2.79220150,0.77593330,0.02257629,0.96937360,0.07983776,2.06710468
-4.78739370,4.23339006,0.02317987,0.00000000,2.74497640,0.76590013,0.02296588,0.96871202,0.07915186,2.03650214
-4.78139070,4.19137140,0.02275402,0.00000000,2.70179187,0.75603592,0.02333018,0.96893314,0.07837704,2.00506164
-4.77538769,4.15036277,0.02232639,0.00000000,2.66323183,0.74648845,0.02367221,0.97010275,0.07753413,1.97335087
-4.76938469,4.11118431,0.02190615,0.00000000,2.62972735,0.73738878,0.02399553,0.97224723,0.07664410,1.94191894
-4.76338169,4.07455762,0.02150231,0.00000000,2.60155164,0.72884974,0.02430411,0.97535479,0.07572730,1.91128451
-4.75737869,4.04109278,0.02112352,0.00000000,2.57882055,0.72096513,0.02460220,0.97937806,0.07480281,1.88192490
-4.75137569,4.01127968,0.02077788,0.00000000,2.56149832,0.71380947,0.02489417,0.98423827,0.07388774,1.85426695
-4.74537269,3.98548411,0.02047281,0.00000000,2.54940860,0.70743854,0.02518442,0.98983065,0.07299673,1.82867980
-4.73936968,3.96394906,0.02021492,0.00000000,2.54224998,0.70189066,0.02547724,0.99603084,0.07214147,1.80547017
-4.73336668,3.94680094,0.02000992,0.00000000,2.53961562,0.69718853,0.02577672,1.00270208,0.07133041,1.78488030
-4.72736368,3.93406083,0.01986255,0.00000000,2.54101589,0.69334174,0.02608670,1.00970281,0.07056862,1.76708868
-4.72136068,3.92566003,0.01977655,0.00000000,2.54590328,0.69034975,0.02641070,1.01689435,0.06985785,1.75221356
-4.71535768,3.92145931,0.01975469,0.00000000,2.55369825,0.68820526,0.02675197,1.02414824,0.06919675,1.74031921
-4.70935468,3.92127090,0.01979877,0.00000000,2.56381512,0.68689775,0.02711348,1.03135295,0.06858125,1.73142444
-4.70335168,3.92488205,0.01990971,0.00000000,2.57568684,0.68641720,0.02749799,1.03841951,0.06800512,1.72551299
-4.69734867,3.93207904,0.02008755,0.00000000,2.58878746,0.68675758,0.02790812,1.04528600,0.06746063,1.72254542
-4.69134567,3.94267021,0.02033163,0.00000000,2.60265163,0.68792008,0.02834645,1.05192039,0.06693927,1.72247150
-4.68534267,3.95650683,0.02064057,0.00000000,2.61689013,0.68991590,0.02881561,1.05832177,0.06643257,1.72524269
-4.67933967,3.97350062,0.02101244,0.00000000,2.63120104,0.69276837,0.02931834,1.06451994,0.06593287,1.73082377
-4.67333667,3.99363679,0.02144479,0.00000000,2.64537608,0.69651428,0.02985758,1.07057315,0.06543403,1.73920302
-4.66733367,4.01698191,0.02193471,0.00000000,2.65930205,0.70120439,0.03043648,1.07656442,0.06493211,1.75040020
-4.66133067,4.04368589,0.02247891,0.00000000,2.67295749,0.70690289,0.03105838,1.08259634,0.06442579,1.76447185
-4.65532766,4.07397796,0.02307374,0.00000000,2.68640484,0.71368595,0.03172679,1.08878487,0.06391677,1.78151337
-4.64932466,4.10815661,0.02371524,0.00000000,2.69977872,0.72163927,0.03244527,1.09525230,0.06340984,1.80165780
-4.64332166,4.14657392,0.02439911,0.00000000,2.71327094,0.73085473,0.03321726,1.10211972,0.06291288,1.82507106
