energy_ev,total_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up
-5.84392196,8.12344153,5.49780276,4.26347979,0.05278760,1.85903996,1.12530721,0.00000000
-5.83791896,7.98598993,5.42324767,4.20066855,0.05182358,1.82133368,1.10545495,0.00000000
-5.83191596,7.85196067,5.34493253,4.14105379,0.05114129,1.78365761,1.08827665,0.00000000
-5.82591296,7.72315118,5.26452376,4.08531448,0.05075056,1.74655219,1.07395472,0.00000000
-5.81990995,7.60111488,5.18362363,4.03398255,0.05065450,1.71051651,1.06261678,0.00000000
-5.81390695,7.48714887,5.10374124,3.98744783,0.05084957,1.67599875,1.05434026,0.00000000
-5.80790395,7.38229177,5.02626898,3.94596887,0.05132589,1.64338852,1.04915887,0.00000000
-5.80190095,7.28733141,4.95246514,3.90968893,0.05206764,1.61301115,1.04707058,0.00000000
-5.79589795,7.20282153,4.88344235,3.87865627,0.05305361,1.58512417,1.04804667,0.00000000
-5.78989495,7.12910626,4.82016175,3.85284777,0.05425793,1.55991613,1.05204172,0.00000000
-5.78389195,7.06635081,4.76343214,3.83219434,0.05565080,1.53750769,1.05900373,0.00000000
-5.77788894,7.01457616,4.71391312,3.81660683,0.05719938,1.51795487,1.06888413,0.00000000
-5.77188594,6.97369596,4.67212132,3.80600088,0.05886869,1.50125437,1.08164699,0.00000000
-5.76588294,6.94355304,4.63843856,3.80031920,0.06062251,1.48735055,1.09727691,0.00000000
-5.75987994,6.92395367,4.61312097,3.79955002,0.06242433,1.47614376,1.11578527,0.00000000
-5.75387694,6.91469752,4.59630826,3.80374052,0.06423817,1.46749963,1.13721414,0.00000000
-5.74787394,6.91560183,4.58803250,3.81300457,0.06602947,1.46125887,1.16163782,0.00000000
-5.74187094,6.92651857,4.58822621,3.82752411,0.06776583,1.45724709,1.18916178,0.00000000
-5.73586793,6.94734424,4.59672959,3.84754439,0.06941763,1.45528425,1.21991882,0.00000000
-5.72986493,6.97802197,4.61329733,3.87336323,0.07095862,1.45519335,1.25406284,0.00000000
-5.72386193,7.01853677,4.63760538,3.90531514,0.07236633,1.45680803,1.29176032,0.00000000
-5.71785893,7.06890458,4.66925822,3.94375138,0.07362243,1.45997872,1.33318012,0.00000000
-5.71185593,7.12915671,4.70779741,3.98901722,0.07471289,1.46457734,1.37848196,0.00000000
-5.70585293,7.19932109,4.75271175,4.04142797,0.07562808,1.47050023,1.42780437,0.00000000
-5.69984992,7.27940211,4.80344957,4.10124531,0.07636274,1.47766932,1.48125278,0.00000000
-5.69384692,7.36936061,4.85943299,4.16865544,0.07691586,1.48603166,1.53888822,0.00000000
-5.68784392,7.46909562,4.92007405,4.24375028,0.07729049,1.49555722,1.60071758,0.00000000
-5.68184092,7.57842887,4.98479189,4.32651304,0.07749337,1.50623521,1.66668563,0.00000000
-5.67583792,7.69709300,5.05303013,4.41680876,0.07753467,1.51806901,1.73666943,0.00000000
-5.66983492,7.82472390,5.12427305,4.51438036,0.07742749,1.53106994,1.81047536,0.00000000
-5.66383192,7.96085713,5.19805923,4.61885027,0.07718747,1.54525010,1.88783884,0.00000000
-5.65782891,8.10492824,5.27399114,4.72972740,0.07683225,1.56061457,1.96842676,0.00000000
-5.65182591,8.25627625,5.35173940,4.84641888,0.07638100,1.57715319,2.05184249,0.00000000
-5.64582291,8.41414971,5.43104047,4.96824567,0.07585388,1.59483231,2.13763309,0.00000000
-5.63981991,8.57771444,5.51168738,5.09446128,0.07527153,1.61358687,2.22529855,0.00000000
-5.63381691,8.74606217,5.59351312,5.22427224,0.07465454,1.63331306,2.31430241,0.00000000
-5.62781391,8.91821957,5.67636738,5.35685959,0.07402299,1.65386210,2.40408350,0.00000000
-5.62181091,9.09315724,5.76008761,5.49140005,0.07339592,1.67503546,2.49406835,0.00000000
-5.61580790,9.26979855,5.84446628,5.62708628,0.07279094,1.69658186,2.58368374,0.00000000
-5.60980490,9.44702844,5.92921637,5.76314541,0.07222381,1.71819641,2.67236920,0.00000000
-5.60380190,9.62370260,6.01393792,5.89885532,0.07170809,1.73952221,2.75958910,0.00000000
-5.59779890,9.79865756,6.09808830,6.03355833,0.07125485,1.76015458,2.84484401,0.00000000
-5.59179590,9.97072214,6.18095888,6.16667219,0.07087245,1.77964802,2.92768118,0.00000000
-5.58579290,10.13873100,6.26166086,6.29769832,0.07056634,1.79752583,3.00770403,0.00000000
-5.57978989,10.30154049,6.33912202,6.42622723,0.07033897,1.81329234,3.08458021,0.00000000
-5.57378689,10.45804701,6.41209596,6.55194126,0.07018981,1.82644729,3.15804834,0.00000000
-5.56778389,10.60720754,6.47918443,6.67461475,0.07011535,1.83650204,3.22792300,0.00000000
-5.56178089,10.74806185,6.53887237,6.79411140,0.07010923,1.84299687,3.29409769,0.00000000
-5.55577789,10.87975530,6.58957455,6.91037903,0.07016248,1.84551889,3.35654570,0.00000000
-5.54977489,11.00156086,6.62969176,7.02344134,0.07026379,1.84371950,3.41531827,0.00000000
-5.54377189,11.11289884,6.65767382,7.13338674,0.07039983,1.83733087,3.47054004,0.00000000
-5.53776888,11.21335248,6.67208599,7.24035377,0.07055570,1.82618040,3.52240136,0.00000000
-5.53176588,11.30267780,6.67167523,7.34451325,0.07071540,1.81020253,3.57114739,0.00000000
-5.52576288,11.38080602,6.65543245,7.44604703,0.07086237,1.78944720,3.61706395,0.00000000
-5.51975988,11.44783755,6.62264714,7.54512354,0.07098006,1.76408437,3.66046033,0.00000000
-5.51375688,11.50402670,6.57295124,7.64187053,0.07105254,1.73440435,3.70164925,0.00000000
-5.50775388,11.54975718,6.50634951,7.73634583,0.07106510,1.70081370,3.74092484,0.00000000
-5.50175088,11.58550894,6.42323470,7.82850710,0.07100487,1.66382678,3.77853909,0.00000000
-5.49574787,11.61181768,6.32438648,7.91818197,0.07086140,1.62405319,3.81467815,0.00000000
-5.48974487,11.62922904,6.21095411,8.00504006,0.07062714,1.58218159,3.84943940,0.00000000
-5.48374187,11.63825005,6.08442381,8.08856887,0.07029792,1.53896046,3.88281073,0.00000000
-5.47773887,11.63930069,5.94657239,8.16805528,0.06987328,1.49517666,3.91465337,0.00000000
-5.47173587,11.63266883,5.79940964,8.24257453,0.06935664,1.45163252,3.94468949,0.00000000
-5.46573287,11.61847157,5.64511238,8.31098835,0.06875544,1.40912256,3.97249577,0.00000000
-5.45972986,11.59662605,5.48595336,8.37195360,0.06808094,1.36841047,3.99750387,0.00000000
-5.45372686,11.56683185,5.32422838,8.42394213,0.06734807,1.33020753,4.01900835,0.00000000
-5.44772386,11.52856703,5.16218479,8.46527231,0.06657492,1.29515301,4.03618229,0.00000000
-5.44172086,11.48109849,5.00195455,8.49415176,0.06578219,1.26379724,4.04810030,0.00000000
-5.43571786,11.42350686,4.84549423,8.50873016,0.06499247,1.23658802,4.05376844,0.00000000
-5.42971486,11.35472480,4.69453414,8.50716047,0.06422941,1.21386049,4.05215971,0.00000000
-5.42371186,11.27358716,4.55053804,8.48766620,0.06351679,1.19583084,4.04225394,0.00000000
-5.41770885,11.17889015,4.41467430,8.44861172,0.06287755,1.18259375,4.02307997,0.00000000
-5.41170585,11.06945669,4.28779888,8.38857262,0.06233287,1.17412355,3.99375843,0.00000000
-5.40570285,10.94420407,4.17044989,8.30640257,0.06190127,1.17027880,3.95354295,0.00000000
-5.39969985,10.80221045,4.06285311,8.20129340,0.06159774,1.17080991,3.90185766,0.00000000
-5.39369685,10.64277656,3.96493741,8.07282542,0.06143314,1.17536954,3.83832932,0.00000000
-5.38769385,10.46547922,3.87635888,7.92100517,0.06141362,1.18352516,3.76281226,0.00000000
-5.38169085,10.27021420,3.79653222,7.74628875,0.06154038,1.19477334,3.67540509,0.00000000
-5.37568784,10.05722622,3.72466788,7.54958935,0.06180955,1.20855530,3.57645824,0.00000000
-5.36968484,9.82712494,3.65981354,7.33226850,0.06221232,1.22427332,3.46657215,0.00000000
-5.36368184,9.58088668,3.60089835,7.09611148,0.06273534,1.24130738,3.34658615,0.00000000
-5.35767884,9.31984225,3.54677871,6.84328805,0.06336124,1.25903186,3.21755889,0.00000000
-5.35167584,9.04565216,3.49628431,6.57630036,0.06406945,1.27683179,3.08074107,0.00000000
-5.34567284,8.76027120,3.44826320,6.29792058,0.06483709,1.29411834,2.93754229,0.00000000
-5.33966983,8.46590462,3.40162499,6.01112124,0.06564001,1.31034343,2.78949328,0.00000000
-5.33366683,8.16495859,3.35538107,5.71900140,0.06645388,1.32501296,2.63820551,0.00000000
-5.32766383,7.85998772,3.30868121,5.42471196,0.06725533,1.33769877,2.48533000,0.00000000
-5.32166083,7.55364232,3.26084542,5.13138327,0.06802306,1.34804882,2.33251689,0.00000000
-5.31565783,7.24861764,3.21139066,4.84205779,0.06873885,1.35579580,2.18137756,0.00000000
-5.30965483,6.94760729,3.16005137,4.55963037,0.06938852,1.36076371,2.03345037,0.00000000
-5.30365183,6.65326208,3.10679348,4.28679778,0.06996272,1.36287260,1.89017130,0.00000000
-5.29764882,6.36815553,3.05182124,4.02601892,0.07045746,1.36214117,1.75284983,0.00000000
-5.29164582,6.09475600,2.99557644,3.77948618,0.07087461,1.35868731,1.62265076,0.00000000
-5.28564282,5.83540558,2.93872985,3.54910790,0.07122204,1.35272645,1.50058164,0.00000000
-5.27963982,5.59230484,2.88216471,3.33650136,0.07151359,1.34456780,1.38748584,0.00000000
-5.27363682,5.36750238,2.82695258,3.14299507,0.07176885,1.33460833,1.28404048,0.00000000
-5.26763382,5.16288773,2.77432175,2.96963876,0.07201267,1.32332465,1.19075869,0.00000000
-5.26163082,4.98018608,2.72561909,2.81721938,0.07227451,1.31126280,1.10799539,0.00000000
-5.25562781,4.82095320,2.68226623,2.68628096,0.07258758,1.29902598,1.03595562,0.00000000
-5.24962481,4.68656898,2.64571130,2.57714631,0.07298780,1.28726043,0.97470475,0.00000000
-5.24362181,4.57822842,2.61737773,2.48993870,0.07351267,1.27663945,0.92417972,0.00000000
-5.23761881,4.49692894,2.59861197,2.42460187,0.07420001,1.26784604,0.88420069,0.00000000
-5.23161581,4.44345367,2.59063180,2.38091674,0.07508659,1.26155416,0.85448260,0.00000000
-5.22561281,4.41835036,2.59447738,2.35851412,0.07620675,1.25840910,0.83464636,0.00000000
-5.21960980,4.42190674,2.61096699,2.35688265,0.07759103,1.25900731,0.82422939,0.00000000
-5.21360680,4.45412280,2.64065923,2.37537196,0.07926481,1.26387621,0.82269553,0.00000000
-5.20760380,4.51468182,2.68382355,2.41319139,0.08124706,1.27345442,0.82944442,0.00000000
-5.20160080,4.60292171,2.74042041,2.46940511,0.08354916,1.28807324,0.84382051,0.00000000
-5.19559780,4.71780876,2.81009209,2.54292470,0.08617400,1.30793973,0.86512183,0.00000000
-5.18959480,4.85791632,2.89216486,2.63250073,0.08911513,1.33312238,0.89260893,0.00000000
-5.18359180,5.02141038,2.98566248,2.73671489,0.09235635,1.36353988,0.92551398,0.00000000
-5.17758879,5.20604461,3.08933061,2.85397447,0.09587140,1.39895370,0.96305031,0.00000000
-5.17158579,5.40916653,3.20167126,2.98251061,0.09962412,1.43896507,1.00442235,0.00000000
-5.16558279,5.62773641,3.32098566,3.12038206,0.10356882,1.48301687,1.04883596,0.00000000
-5.15957979,5.85835984,3.44542386,3.26548541,0.10765107,1.53040070,1.09550900,0.00000000
-5.15357679,6.09733422,3.57303867,3.41557267,0.11180875,1.58026932,1.14368171,0.00000000
-5.14757379,6.34070869,3.70184164,3.56827653,0.11597348,1.63165440,1.19262684,0.00000000
-5.14157079,6.58435632,3.82985848,3.72114317,0.12007227,1.68348923,1.24165885,0.00000000
-5.13556778,6.82405655,3.95518153,3.87167184,0.12402940,1.73463588,1.29014189,0.00000000
-5.12956478,7.05558535,4.07601690,4.01736024,0.12776850,1.78391605,1.33749618,0.00000000
-5.12356178,7.27480980,4.19072459,4.15575395,0.13121471,1.83014451,1.38320240,0.00000000
-5.11755878,7.47778379,4.29784986,4.28449810,0.13429680,1.87216411,1.42680388,0.00000000
-5.11155578,7.66084091,4.39614502,4.40138917,0.13694935,1.90888086,1.46790640,0.00000000
-5.10555278,7.82068099,4.48458131,4.50442466,0.13911462,1.93929793,1.50617587,0.00000000
-5.09954977,7.95444681,4.56235104,4.59184851,0.14074432,1.96254703,1.54133374,0.00000000
-5.09354677,8.05978800,4.62886071,4.66219034,0.14180106,1.97791598,1.57315087,0.00000000
-5.08754377,8.13490987,4.68371660,4.71429686,0.14225937,1.98487126,1.60143999,0.00000000
-5.08154077,8.17860539,4.72670422,4.74735420,0.14210646,1.98307478,1.62604771,0.00000000
-5.07553777,8.19026982,4.75776388,4.76090061,0.14134243,1.97239398,1.64684636,0.00000000
-5.06953477,8.16989798,4.77696426,4.75482912,0.13998021,1.95290514,1.66372671,0.00000000
-5.06353177,8.11806524,4.78447616,4.72938070,0.13804495,1.92488971,1.67659189,0.00000000
-5.05752876,8.03589394,4.78054833,4.68512872,0.13557316,1.88882412,1.68535332,0.00000000
-5.05152576,7.92500771,4.76548699,4.62295582,0.13261150,1.84536355,1.68992890,0.00000000
-5.04552276,7.78747642,4.73964030,4.54402498,0.12921530,1.79532054,1.69024380,0.00000000
-5.03951976,7.62575490,4.70338852,4.44974622,0.12544695,1.73963963,1.68623389,0.00000000
-5.03351676,7.44261844,4.65714019,4.34174104,0.12137415,1.67936910,1.67785163,0.00000000
-5.02751376,7.24109809,4.60133394,4.22180600,0.11706815,1.61563123,1.66507415,0.00000000
-5.02151076,7.02441812,4.53644535,4.09187712,0.11260206,1.54959226,1.64791279,0.00000000
-5.01550775,6.79593788,4.46299769,3.95399624,0.10804923,1.48243324,1.62642368,0.00000000
-5.00950475,6.55909925,4.38157510,3.81028021,0.10348183,1.41532299,1.60071828,0.00000000
-5.00350175,6.31738064,4.29283663,3.66289327,0.09896963,1.34939378,1.57097322,0.00000000
-4.99749875,6.07425744,4.19752947,3.51402285,0.09457899,1.28572055,1.53743850,0.00000000
-4.99149575,5.83316863,4.09649983,3.36585825,0.09037208,1.22530408,1.50044329,0.00000000
-4.98549275,5.59748846,3.99069999,3.22057186,0.08640634,1.16905811,1.46039867,0.00000000
-4.97948974,5.37050192,3.88119047,3.08030182,0.08273418,1.11780044,1.41779681,0.00000000
-4.97348674,5.15538250,3.76913645,2.94713552,0.07940278,1.07224777,1.37320620,0.00000000
-4.96748374,4.95517065,3.65579820,2.82309268,0.07645410,1.03301373,1.32726301,0.00000000
-4.96148074,4.77275160,3.54251550,2.71010746,0.07392498,1.00060964,1.28065862,0.00000000
-4.95547774,4.61083130,3.43068643,2.61000873,0.07184729,0.97544728,1.23412368,0.00000000
-4.94947474,4.47190980,3.32174135,2.52449838,0.07024810,0.95784319,1.18840933,0.00000000
-4.94347174,4.35825160,3.21711325,2.45512723,0.06914986,0.94802369,1.14426633,0.00000000
-4.93746873,4.27185330,3.11820547,2.40326919,0.06857048,0.94613020,1.10242289,0.00000000
-4.93146573,4.21440896,3.02635848,2.37009391,0.06852345,0.95222436,1.06356226,0.00000000
-4.92546273,4.18727450,2.94281693,2.35653913,0.06901775,0.96629261,1.02830097,0.00000000
-4.91945973,4.19143234,2.86869837,2.36328349,0.07005779,0.98824994,0.99716873,0.00000000
-4.91345673,4.22745814,2.80496499,2.39072152,0.07164319,1.01794283,0.97059087,0.00000000
-4.90745373,4.29549150,2.75239927,2.43894188,0.07376855,1.05515125,0.94887405,0.00000000
-4.90145073,4.39521250,2.71158451,2.50771048,0.07642316,1.09959002,0.93219593,0.00000000
-4.89544772,4.52582597,2.68289080,2.59645974,0.07959063,1.15090954,0.92059918,0.00000000
-4.88944472,4.68605512,2.66646672,2.70428516,0.08324866,1.20869631,0.91399013,0.00000000
-4.88344172,4.87414587,2.66223705,2.82995020,0.08736874,1.27247356,0.91214210,0.00000000
-4.87743872,5.08788290,2.66990613,2.97190003,0.09191594,1.34170222,0.91470324,0.00000000
-4.87143572,5.32461786,2.68896690,3.12828442,0.09684891,1.41578265,0.92120863,0.00000000
-4.86543272,5.58130987,2.71871488,3.29698979,0.10211994,1.49405745,0.93109606,0.00000000
-4.85942971,5.85457782,2.75826669,3.47567973,0.10767519,1.57581557,0.94372490,0.00000000
-4.85342671,6.14076344,2.80658240,3.66184330,0.11345521,1.66029787,0.95839735,0.00000000
-4.84742371,6.43600386,2.86249100,3.85284974,0.11939559,1.74670449,0.97438118,0.00000000
-4.84142071,6.73631155,2.92471817,4.04600811,0.12542788,1.83420370,0.99093317,0.00000000
-4.83541771,7.03765976,2.99191569,4.23863007,0.13148074,1.92194263,1.00732237,0.00000000
-4.82941471,7.33607057,3.06269155,4.42809369,0.13748122,2.00905934,1.02285236,0.00000000
-4.82341171,7.62770319,3.13564020,4.61190628,0.14335635,2.09469628,1.03688173,0.00000000
-4.81740870,7.90893942,3.20937204,4.78776410,0.14903476,2.17801477,1.04884216,0.00000000
-4.81140570,8.17646364,3.28254155,4.95360673,0.15444845,2.25820993,1.05825342,0.00000000
-4.80540270,8.42733449,3.35387340,5.10766421,0.15953457,2.33452589,1.06473509,0.00000000
-4.79939970,8.65904581,3.42218591,5.24849520,0.16423714,2.40627053,1.06801445,0.00000000
-4.79339670,8.86957458,3.48641140,5.37501463,0.16850872,2.47282923,1.06793059,0.00000000
-4.78739370,9.05741393,3.54561289,5.48650975,0.17231181,2.53367716,1.06443469,0.00000000
-4.78139070,9.22159012,3.59899687,5.58264389,0.17562005,2.58838942,1.05758658,0.00000000
-4.77538769,9.36166239,3.64592177,5.66344757,0.17841900,2.63664861,1.04754790,0.00000000
-4.76938469,9.47770576,3.68590197,5.72929746,0.18070658,2.67824928,1.03457214,0.00000000
-4.76338169,9.57027706,3.71860743,5.78088353,0.18249305,2.71309898,1.01899214,0.00000000
-4.75737869,9.64036548,3.74385873,5.81916599,0.18380052,2.74121572,1.00120544,0.00000000
-4.75137569,9.68932937,3.76161803,5.84532352,0.18466194,2.76272169,0.98165816,0.00000000
-4.74537269,9.71882180,3.77197605,5.86069488,0.18511972,2.77783345,0.96082790,0.00000000
-4.73936968,9.73070781,3.77513574,5.86671640,0.18522387,2.78684886,0.93920629,0.00000000
-4.73336668,9.72697693,3.77139308,5.86485805,0.18502983,2.79013129,0.91728183,0.00000000
-4.72736368,9.70965457,3.76111596,5.85656075,0.18459608,2.78809177,0.89552336,0.00000000
-4.72136068,9.68071641,3.74472184,5.84317790,0.18398158,2.78116984,0.87436497,0.00000000
-4.71535768,9.64200951,3.72265513,5.82592355,0.18324325,2.76981421,0.85419250,0.00000000
-4.70935468,9.59518382,3.69536538,5.80582977,0.18243356,2.75446400,0.83533214,0.00000000
-4.70335168,9.54163726,3.66328709,5.78371500,0.18159831,2.73553179,0.81804147,0.00000000
-4.69734867,9.48247699,3.62682217,5.76016479,0.18077491,2.71338919,0.80250308,0.00000000
-4.69134567,9.41849844,3.58632580,5.73552565,0.17999100,2.68835594,0.78882094,0.00000000
-4.68534267,9.35018290,3.54209627,5.70991217,0.17926365,2.66069295,0.77701962,0.00000000
-4.67933967,9.27771356,3.49436949,5.68322645,0.17859916,2.63059983,0.76704616,0.00000000
-4.67333667,9.20100840,3.44331803,5.65518877,0.17799346,2.59821691,0.75877476,0.00000000
-4.66733367,9.11976799,3.38905497,5.62537718,0.17743299,2.56363153,0.75201369,0.00000000
-4.66133067,9.03353463,3.33164195,5.59327368,0.17689621,2.52688822,0.74651449,0.00000000
-4.65532766,8.94175924,3.27110108,5.55831394,0.17635537,2.48800192,0.74198279,0.00000000
-4.64932466,8.84387152,3.20742970,5.51993745,0.17577875,2.44697333,0.73809056,0.00000000
-4.64332166,8.73934880,3.14061705,5.47763504,0.17513287,2.40380524,0.73448914,0.00000000
-4.63731866,8.62777919,3.07066176,5.43099069,0.17438488,2.35851860,0.73082266,0.00000000
-4.63131566,8.50891488,2.99758880,5.37971526,0.17350472,2.31116720,0.72674123,0.00000000
-4.62531266,8.38271229,2.92146498,5.32366992,0.17246705,2.26184982,0.72191354,0.00000000
-4.61930965,8.24935643,2.84241166,5.26287823,0.17125280,2.21071885,0.71603825,0.00000000
-4.61330665,8.10926815,2.76061394,5.19752602,0.16985029,2.15798485,0.70885394,0.00000000
-4.60730365,7.96309386,2.67632572,5.12794968,0.16825573,2.10391644,0.70014712,0.00000000
-4.60130065,7.81167887,2.58987010,5.05461359,0.16647326,2.04883566,0.68975816,0.00000000
-4.59529765,7.65602620,2.50163526,4.97807873,0.16451443,1.99310895,0.67758494,0.00000000
-4.58929465,7.49724403,2.41206600,4.89896474,0.16239718,1.93713437,0.66358430,0.00000000
-4.58329165,7.33648566,2.32165150,4.81790825,0.16014438,1.88132602,0.64777119,0.00000000
-4.57728864,7.17488631,2.23091021,4.73552058,0.15778216,1.82609663,0.63021582,0.00000000
-4.57128564,7.01350138,2.14037281,4.65234787,0.15533795,1.77183961,0.61103903,0.00000000
-4.56528264,6.85325069,2.05056449,4.56883671,0.15283857,1.71891192,0.59040622,0.00000000
-4.55927964,6.69487281,1.96198753,4.48530764,0.15030834,1.66761893,0.56852022,0.00000000
-4.55327664,6.53889292,1.87510568,4.40193871,0.14776750,1.61820247,0.54561346,0.00000000
-4.54727364,6.38560678,1.79033093,4.31876047,0.14523082,1.57083286,0.52194006,0.00000000
-4.54127064,6.23508214,1.70801385,4.23566283,0.14270681,1.52560580,0.49776791,0.00000000
-4.53526763,6.08717798,1.62843791,4.15241389,0.14019726,1.48254422,0.47337145,0.00000000
-4.52926463,5.94158063,1.55181804,4.06868944,0.13769736,1.44160526,0.44902518,0.00000000
-4.52326163,5.79785470,1.47830361,3.98411167,0.13519634,1.40269190,0.42499829,0.00000000
-4.51725863,5.65550572,1.40798525,3.89829471,0.13267849,1.36566863,0.40155048,0.00000000
-4.51125563,5.51405082,1.34090532,3.81089420,0.13012469,1.33038026,0.37892901,0.00000000
-4.50525263,5.37309275,1.27707086,3.72165791,0.12751411,1.29667256,0.35736703,0.00000000
-4.49924962,5.23239289,1.21646841,3.63047410,0.12482619,1.26441362,0.33708291,0.00000000
-4.49324662,5.09193823,1.15907955,3.53741470,0.12204265,1.23351444,0.31828060,0.00000000
-4.48724362,4.95199828,1.10489600,3.44277049,0.11914938,1.20394741,0.30115056,0.00000000
-4.48124062,4.81316784,1.05393353,3.34707572,0.11613823,1.17576162,0.28587112,0.00000000
-4.47523762,4.67639278,1.00624358,3.25112070,0.11300839,1.14909383,0.27260997,0.00000000
-4.46923462,4.54297677,0.96192202,3.15595094,0.10976745,1.12417438,0.26152540,0.00000000
-4.46323162,4.41456785,0.92111441,3.06285268,0.10643194,1.10132757,0.25276707,0.00000000
-4.45722861,4.29312527,0.88401759,2.97332512,0.10302739,1.08096639,0.24647621,0.00000000
-4.45122561,4.18086770,0.85087760,2.88904039,0.09958787,1.06358167,0.24278482,0.00000000
-4.44522261,4.08020518,0.82198391,2.81179317,0.09615501,1.04972631,0.24181400,0.00000000
-4.43921961,3.99365818,0.79766066,2.74344223,0.09277659,1.03999523,0.24367132,0.00000000
-4.43321661,3.92376752,0.77825523,2.68584676,0.08950474,1.03500210,0.24844725,0.00000000
-4.42721361,3.87299985,0.76412503,2.64080049,0.08639389,1.03535410,0.25621074,0.00000000
-4.42121061,3.84365326,0.75562320,2.60996694,0.08349845,1.04162592,0.26700433,0.00000000
-4.41520760,3.83776787,0.75308403,2.59481898,0.08087054,1.05433438,0.28083882,0.00000000
-4.40920460,3.85704574,0.75680893,2.59658563,0.07855770,1.07391503,0.29768796,0.00000000
-4.40320160,3.90278434,0.76705364,2.61620892,0.07660076,1.10070171,0.31748344,0.00000000
-4.39719860,3.97582662,0.78401718,2.65431283,0.07503200,1.13491028,0.34011051,0.00000000
-4.39119560,4.07653030,0.80783310,2.71118597,0.07387367,1.17662710,0.36540458,0.00000000
-4.38519260,4.20475773,0.83856318,2.78677884,0.07313684,1.22580287,0.39314914,0.00000000
-4.37918959,4.35988663,0.87619372,2.88071580,0.07282086,1.28225191,0.42307516,0.00000000
-4.37318659,4.54084096,0.92063428,2.99232108,0.07291315,1.34565680,0.45486227,0.00000000
-4.36718359,4.74613993,0.97171863,3.12065743,0.07338955,1.41557799,0.48814180,0.00000000
-4.36118059,4.97396243,1.02920756,3.26457525,0.07421513,1.49146762,0.52250166,0.00000000
-4.35517759,5.22222287,1.09279297,3.42276952,0.07534542,1.57268665,0.55749308,0.00000000
-4.34917459,5.48865425,1.16210277,3.59384116,0.07672793,1.65852426,0.59263897,0.00000000
-4.34317159,5.77089336,1.23670605,3.77635937,0.07830404,1.74821828,0.62744368,0.00000000
-4.33716858,6.06656316,1.31611794,3.96892111,0.08001105,1.84097550,0.66140394,0.00000000
-4.33116558,6.37334735,1.39980383,4.17020408,0.08178427,1.93599060,0.69402031,0.00000000
-4.32516258,6.68905267,1.48718251,4.37900967,0.08355924,2.03246274,0.72480904,0.00000000
-4.31915958,7.01165494,1.57762827,4.59429317,0.08527375,2.12960897,0.75331360,0.00000000
-4.31315658,7.33932607,1.67047176,4.81517856,0.08686978,2.22667382,0.77911560,0.00000000
-4.30715358,7.67044025,1.76499997,5.04095687,0.08829516,2.32293476,0.80184454,0.00000000
