energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-2.83641821,4.33530322,0.50022613,2.30666516,0.00372168,0.04681927,0.21782471,1.91331643,0.00365358,0.11486596
-2.83041521,4.45661099,0.51043606,2.37287878,0.00381440,0.04867360,0.21833812,1.96704971,0.00389454,0.11981154
-2.82441221,4.58181815,0.52028081,2.43999775,0.00393798,0.05064976,0.21969873,2.02334134,0.00418112,0.12494654
-2.81840920,4.71053268,0.52971118,2.50766311,0.00409405,0.05272763,0.22188904,2.08218548,0.00451405,0.13024544
-2.81240620,4.84227603,0.53868183,2.57548536,0.00428395,0.05488399,0.22487601,2.14352894,0.00489360,0.13568252
-2.80640320,4.97647641,0.54715162,2.64304431,0.00450867,0.05709305,0.22861240,2.20726312,0.00531955,0.14123189
-2.80040020,5.11246481,0.55508380,2.70989043,0.00476875,0.05932699,0.23303852,2.27321720,0.00579104,0.14686752
-2.79439720,5.24947401,0.56244596,2.77554749,0.00506424,0.06155654,0.23808414,2.34115272,0.00630656,0.15256320
-2.78839420,5.38664019,0.56920971,2.83951643,0.00539460,0.06375166,0.24367058,2.41075965,0.00686382,0.15829249
-2.78239120,5.52300722,0.57535003,2.90128024,0.00575872,0.06588218,0.24971279,2.48165408,0.00745975,0.16402859
-2.77638819,5.65753339,0.58084446,2.96030974,0.00615481,0.06791850,0.25612141,2.55337769,0.00809046,0.16974424
-2.77038519,5.78910080,0.58567204,3.01607016,0.00658042,0.06983220,0.26280471,2.62539924,0.00875120,0.17541160
-2.76438219,5.91652716,0.58981229,3.06802828,0.00703242,0.07159663,0.26967035,2.69711818,0.00943643,0.18100219
-2.75837919,6.03858040,0.59324414,3.11566027,0.00750700,0.07318752,0.27662696,2.76787056,0.01013978,0.18648680
-2.75237619,6.15399587,0.59594518,3.15845995,0.00799970,0.07458342,0.28358548,2.83693746,0.01085421,0.19183563
-2.74637319,6.26149640,0.59789110,3.19594757,0.00850546,0.07576611,0.29046033,2.90355588,0.01157205,0.19701839
-2.74037019,6.35981504,0.59905570,3.22767899,0.00901865,0.07672100,0.29717035,2.96693218,0.01228512,0.20200466
-2.73436718,6.44772032,0.59941138,3.25325522,0.00953319,0.07743736,0.30363965,3.02625785,0.01298492,0.20676433
-2.72836418,6.52404375,0.59893024,3.27233213,0.01004261,0.07790849,0.30979827,3.08072732,0.01366276,0.21126814
-2.72236118,6.58770896,0.59758579,3.28463022,0.01054019,0.07813188,0.31558278,3.12955753,0.01430995,0.21548848
-2.71635818,6.63776171,0.59535523,3.28994424,0.01101910,0.07810919,0.32093684,3.17200855,0.01491804,0.21940016
-2.71035518,6.67339996,0.59222221,3.28815228,0.01147251,0.07784619,0.32581165,3.20740469,0.01547893,0.22298132
-2.70435218,6.69400288,0.58817992,3.27922405,0.01189378,0.07735263,0.33016644,3.23515538,0.01598516,0.22621432
-2.69834917,6.69915750,0.58323437,3.26322800,0.01227661,0.07664205,0.33396885,3.25477488,0.01643002,0.22908661
-2.69234617,6.68868195,0.57740765,3.24033684,0.01261519,0.07573141,0.33719537,3.26590014,0.01680776,0.23159152
-2.68634317,6.66264398,0.57074091,3.21083102,0.01290436,0.07464074,0.33983153,3.26830594,0.01711370,0.23372889
-2.68034017,6.62137370,0.56329693,3.17509998,0.01313978,0.07339271,0.34187217,3.26191658,0.01734439,0.23550547
-2.67433717,6.56546957,0.55516199,3.13364060,0.01331801,0.07201208,0.34332147,3.24681363,0.01749765,0.23693520
-2.66833417,6.49579703,0.54644694,3.08705295,0.01343664,0.07052512,0.34419281,3.22323920,0.01757262,0.23803912
-2.66233117,6.41347937,0.53728725,3.03603288,0.01349436,0.06895904,0.34450851,3.19159447,0.01756979,0.23884508
-2.65632816,6.31988068,0.52784209,2.98136175,0.01349099,0.06734134,0.34429933,3.15243353,0.01749098,0.23938719
-2.65032516,6.21658130,0.51829225,2.92389316,0.01342752,0.06569917,0.34360374,3.10645258,0.01733926,0.23970506
-2.64432216,6.10534623,0.50883696,2.86453705,0.01330605,0.06405869,0.34246700,3.05447489,0.01711889,0.23984279
-2.63831916,5.98808745,0.49968981,2.80424151,0.01312973,0.06244457,0.34094012,2.99743203,0.01683518,0.23984786
-2.63231616,5.86682132,0.49107369,2.74397267,0.01290269,0.06087939,0.33907854,2.93634197,0.01649441,0.23976996
-2.62631316,5.74362231,0.48321499,2.68469326,0.01262989,0.05938324,0.33694085,2.87228496,0.01610361,0.23965969
-2.62031016,5.62057463,0.47633736,2.62734043,0.01231699,0.05797340,0.33458731,2.80637790,0.01567047,0.23956734
-2.61430715,5.49972315,0.47065501,2.57280341,0.01197018,0.05666404,0.33207845,2.73974811,0.01520317,0.23954178
-2.60830415,5.38302532,0.46636602,2.52190174,0.01159598,0.05546615,0.32947362,2.67350731,0.01471018,0.23962936
-2.60230115,5.27230536,0.46364570,2.47536475,0.01120112,0.05438746,0.32682966,2.60872674,0.01420014,0.23987303
-2.59629815,5.16921217,0.46264034,2.43381278,0.01079227,0.05343257,0.32419969,2.54641388,0.01368168,0.24031159
-2.59029515,5.07518223,0.46346153,2.39774101,0.01037594,0.05260306,0.32163202,2.48749168,0.01316332,0.24097910
-2.58429215,4.99140839,0.46618130,2.36750620,0.00995830,0.05189779,0.31916923,2.43278047,0.01265329,0.24190448
-2.57828914,4.91881551,0.47082814,2.34331710,0.00954504,0.05131312,0.31684748,2.38298328,0.01215943,0.24311125
-2.57228614,4.85804358,0.47738425,2.32522876,0.00914125,0.05084332,0.31469596,2.33867452,0.01168907,0.24461742
-2.56628314,4.80943880,0.48578398,2.31314120,0.00875134,0.05048086,0.31273668,2.30029238,0.01124896,0.24643546
-2.56028014,4.77305278,0.49591364,2.30680262,0.00837899,0.05021677,0.31098429,2.26813491,0.01084514,0.24857246
-2.55427714,4.74865019,0.50761283,2.30581726,0.00802710,0.05004097,0.30944629,2.24235985,0.01048290,0.25103028
-2.54827414,4.73572434,0.52067712,2.30965789,0.00769780,0.04994257,0.30812338,2.22298794,0.01016670,0.25380584
-2.54227114,4.73352070,0.53486228,2.31768273,0.00739249,0.04991014,0.30700998,2.20990976,0.00990013,0.25689146
-2.53626813,4.74106756,0.54988987,2.32915639,0.00711183,0.04993193,0.30609502,2.20289569,0.00968589,0.26027525
-2.53026513,4.75721315,0.56545415,2.34327438,0.00685589,0.04999610,0.30536288,2.20160880,0.00952574,0.26394161
-2.52426213,4.78066813,0.58123010,2.35919042,0.00662416,0.05009087,0.30479449,2.20562026,0.00942053,0.26787174
-2.51825913,4.81005226,0.59688237,2.37604563,0.00641574,0.05020473,0.30436857,2.21442688,0.00937021,0.27204422
-2.51225613,4.84394370,0.61207495,2.39299872,0.00622936,0.05032650,0.30406296,2.22747024,0.00937387,0.27643570
-2.50625313,4.88092941,0.62648110,2.40925592,0.00606359,0.05044560,0.30385599,2.24415690,0.00942976,0.28102154
-2.50025013,4.91965475,0.63979341,2.42409953,0.00591690,0.05055210,0.30372789,2.26387898,0.00953542,0.28577655
-2.49424712,4.95887035,0.65173340,2.43691387,0.00578782,0.05063697,0.30366207,2.28603452,0.00968772,0.29067566
-2.48824412,4.99747459,0.66206050,2.44720748,0.00567506,0.05069221,0.30364634,2.31004685,0.00988299,0.29569460
-2.48224112,5.03454960,0.67057981,2.45463053,0.00557758,0.05071105,0.30367385,2.33538217,0.01011716,0.30081046
-2.47623812,5.06938932,0.67714854,2.45898648,0.00549474,0.05068813,0.30374378,2.36156480,0.01038583,0.30600209
-2.47023512,5.10151814,0.68168058,2.46023754,0.00542634,0.05061968,0.30386178,2.38818925,0.01068447,0.31125045
-2.46423212,5.13069924,0.68414918,2.45850324,0.00537269,0.05050362,0.30403996,2.41492877,0.01100851,0.31653857
-2.45822911,5.15693192,0.68458736,2.45405233,0.00533465,0.05033974,0.30429646,2.44153978,0.01135349,0.32185144
-2.45222611,5.18043790,0.68308618,2.44728804,0.00531361,0.05012965,0.30465472,2.46786209,0.01171520,0.32717560
-2.44622311,5.20163710,0.67979073,2.43872737,0.00531151,0.04987686,0.30514229,2.49381479,0.01208978,0.33249846
-2.44022011,5.22111382,0.67489406,2.42897527,0.00533077,0.04958668,0.30578928,2.51938798,0.01247379,0.33780743
-2.43421711,5.23957485,0.66862919,2.41869473,0.00537423,0.04926601,0.30662655,2.54463095,0.01286435,0.34308896
-2.42821411,5.25780144,0.66125962,2.40857422,0.00544503,0.04892319,0.30768375,2.56963702,0.01325913,0.34832735
-2.42221111,5.27659740,0.65306859,2.39929396,0.00554652,0.04856766,0.30898717,2.59452633,0.01365640,0.35350365
-2.41620810,5.29673597,0.64434768,2.39149243,0.00568211,0.04820964,0.31055763,2.61942711,0.01405506,0.35859456
-2.41020510,5.31890797,0.63538506,2.38573480,0.00585514,0.04785970,0.31240855,2.64445672,0.01445457,0.36357149
-2.40420210,5.34367390,0.62645410,2.38248466,0.00606868,0.04752842,0.31454422,2.66970350,0.01485496,0.36839990
-2.39819910,5.37142248,0.61780269,2.38208032,0.00632544,0.04722591,0.31695836,2.69521038,0.01525674,0.37303894
-2.39219610,5.40233765,0.60964368,2.38471676,0.00662758,0.04696143,0.31963324,2.72096136,0.01566082,0.37744146
-2.38619310,5.43637591,0.60214709,2.39043407,0.00697659,0.04674308,0.32253915,2.74687158,0.01606843,0.38155447
-2.38019010,5.47325499,0.59543404,2.39911273,0.00737320,0.04657744,0.32563451,2.77278165,0.01648104,0.38532001
-2.37418709,5.51245464,0.58957306,2.41047610,0.00781726,0.04646941,0.32886651,2.79845662,0.01690025,0.38867649
-2.36818409,5.55322947,0.58457852,2.42409972,0.00830772,0.04642199,0.33217223,2.82358968,0.01732770,0.39156040
-2.36218109,5.59463327,0.58041156,2.43942710,0.00884257,0.04643630,0.33548035,2.84781047,0.01776497,0.39390828
-2.35617809,5.63555354,0.57698313,2.45579120,0.00941891,0.04651157,0.33871317,2.87069760,0.01821356,0.39565904
-2.35017509,5.67475463,0.57415924,2.47244050,0.01003294,0.04664524,0.34178903,2.89179465,0.01867476,0.39675624
-2.34417209,5.71092743,0.57176797,2.48856864,0.01068007,0.04683323,0.34462500,2.91062896,0.01914963,0.39715055
-2.33816908,5.74274294,0.56960793,2.50334601,0.01135501,0.04707009,0.34713954,2.92673202,0.01963898,0.39680189
-2.33216608,5.76890745,0.56745787,2.51595221,0.01205193,0.04734937,0.34925526,2.93966044,0.02014331,0.39568150
-2.32616308,5.78821642,0.56508681,2.52560767,0.01276455,0.04766391,0.35090155,2.94901647,0.02066284,0.39377351
-2.32016008,5.79960463,0.56226444,2.53160323,0.01348633,0.04800618,0.35201685,2.95446687,0.02119744,0.39107620
-2.31415708,5.80219021,0.55877116,2.53332643,0.01421062,0.04836858,0.35255070,2.95575910,0.02174667,0.38760258
-2.30815408,5.79531064,0.55440742,2.53028336,0.01493076,0.04874374,0.35246526,2.95273420,0.02230975,0.38338058
-2.30215108,5.77854901,0.54900193,2.52211531,0.01564028,0.04912473,0.35173642,2.94533550,0.02288555,0.37845252
-2.29614807,5.75174962,0.54241849,2.50860957,0.01633296,0.04950530,0.35035435,2.93361288,0.02347260,0.37287413
-2.29014507,5.71502237,0.53456111,2.48970412,0.01700293,0.04987992,0.34832350,2.91772239,0.02406901,0.36671302
-2.28414207,5.66873595,0.52537730,2.46548612,0.01764479,0.05024393,0.34566218,2.89792133,0.02467252,0.36004668
-2.27813907,5.61350065,0.51485950,2.43618455,0.01825359,0.05059346,0.34240157,2.87455914,0.02528041,0.35296016
-2.27213607,5.55014165,0.50304463,2.40215748,0.01882492,0.05092545,0.33858443,2.84806459,0.02588952,0.34554356
-2.26613307,5.47966471,0.49001185,2.36387476,0.01935488,0.05123748,0.33426347,2.81893017,0.02649617,0.33788933
-2.26013007,5.40321588,0.47587883,2.32189713,0.01984014,0.05152770,0.32949949,2.78769426,0.02709625,0.33008956
-2.25412706,5.32203754,0.46079663,2.27685278,0.02027789,0.05179466,0.32435946,2.75492238,0.02768513,0.32223353
-2.24812406,5.23742305,0.44494363,2.22941269,0.02066588,0.05203719,0.31891450,2.72118812,0.02825779,0.31440530
-2.24212106,5.15067205,0.42851872,2.18026577,0.02100239,0.05225426,0.31323808,2.68705488,0.02880883,0.30668181
-2.23611806,5.06304868,0.41173420,2.13009512,0.02128626,0.05244489,0.30740426,2.65305923,0.02933258,0.29913124
-2.23011506,4.97574429,0.39480863,2.07955631,0.02151689,0.05260807,0.30148621,2.61969635,0.02982325,0.29181193
-2.22411206,4.88984629,0.37795994,2.02925872,0.02169427,0.05274276,0.29555495,2.58740844,0.03027510,0.28477169
-2.21810905,4.80631392,0.36139915,1.97975034,0.02181900,0.05284784,0.28967843,2.55657596,0.03068260,0.27804768
-2.21210605,4.72596163,0.34532482,1.93150683,0.02189229,0.05292221,0.28392081,2.52751218,0.03104068,0.27166666
-2.20610305,4.64945006,0.32991837,1.88492463,0.02191601,0.05296482,0.27834199,2.50046076,0.03134489,0.26564570
-2.20010005,4.57728429,0.31534053,1.84031838,0.02189261,0.05297480,0.27299736,2.47559618,0.03159169,0.25999318
-2.19409705,4.50981868,0.30172872,1.79792221,0.02182520,0.05295148,0.26793765,2.45302655,0.03177857,0.25471013
-2.18809405,4.44726714,0.28919555,1.75789442,0.02171742,0.05289453,0.26320888,2.43279853,0.03190428,0.24979166
-2.18209105,4.38971769,0.27782826,1.72032507,0.02157338,0.05280399,0.25885230,2.41490351,0.03196890,0.24522854
-2.17608804,4.33715006,0.26768903,1.68524559,0.02139759,0.05268031,0.25490431,2.39928482,0.03197395,0.24100869
-2.17008504,4.28945473,0.25881607,1.65263974,0.02119478,0.05252435,0.25139635,2.38584529,0.03192238,0.23711868
-2.16408204,4.24645253,0.25122528,1.62245516,0.02096980,0.05233734,0.24835458,2.37445483,0.03181854,0.23354505
-2.15807904,4.20791347,0.24491243,1.59461482,0.02072742,0.05212077,0.24579963,2.36495756,0.03166805,0.23027534
-2.15207604,4.17357400,0.23985559,1.56902758,0.02047215,0.05187633,0.24374610,2.35717851,0.03147760,0.22729902
-2.14607304,4.14315216,0.23601781,1.54559765,0.02020812,0.05160574,0.24220217,2.35092951,0.03125476,0.22460803
-2.14007004,4.11636024,0.23334979,1.52423228,0.01993892,0.05131061,0.24116914,2.34601442,0.03100772,0.22219710
-2.13406703,4.09291474,0.23179259,1.50484763,0.01966747,0.05099228,0.24064100,2.34223374,0.03074494,0.22006385
-2.12806403,4.07254377,0.23128015,1.48737263,0.01939600,0.05065173,0.24060422,2.33938862,0.03047490,0.21820857
-2.12206103,4.05499209,0.23174160,1.47175093,0.01912601,0.05028943,0.24103764,2.33728448,0.03020581,0.21663385
-2.11605803,4.04002400,0.23310338,1.45794089,0.01885832,0.04990529,0.24191261,2.33573435,0.02994528,0.21534401
-2.11005503,4.02742456,0.23529097,1.44591409,0.01859317,0.04949865,0.24319341,2.33456193,0.02970014,0.21434438
-2.10405203,4.01699930,0.23823036,1.43565234,0.01833042,0.04906828,0.24483793,2.33360448,0.02947626,0.21364050
-2.09804902,4.00857284,0.24184915,1.42714368,0.01806971,0.04861248,0.24679866,2.33271547,0.02927839,0.21323727
-2.09204602,4.00198660,0.24607732,1.42037758,0.01781074,0.04812918,0.24902388,2.33176688,0.02911013,0.21313798
-2.08604302,3.99709569,0.25084762,1.41533972,0.01755357,0.04761611,0.25145916,2.33065104,0.02897391,0.21334346
-2.08004002,3.99376529,0.25609570,1.41200666,0.01729886,0.04707100,0.25404900,2.32928181,0.02887111,0.21385114
-2.07403702,3.99186640,0.26175987,1.41034062,0.01704816,0.04649173,0.25673853,2.32759490,0.02880214,0.21465423
-2.06803402,3.99127121,0.26778067,1.41028476,0.01680419,0.04587662,0.25947536,2.32554728,0.02876664,0.21574100
-2.06203102,3.99184804,0.27410023,1.41175909,0.01657096,0.04522454,0.26221126,2.32311543,0.02876369,0.21709406
-2.05602801,3.99345627,0.28066150,1.41465732,0.01635399,0.04453516,0.26490382,2.32029255,0.02879204,0.21868992
-2.05002501,3.99594114,0.28740741,1.41884486,0.01616027,0.04380907,0.26751788,2.31708471,0.02885033,0.22049861
-2.04402201,3.99912898,0.29428011,1.42415799,0.01599829,0.04304790,0.27002667,2.31350612,0.02893739,0.22248355
-2.03801901,4.00282316,0.30122027,1.43040455,0.01587788,0.04225440,0.27241266,2.30957377,0.02905240,0.22460166
-2.03201601,4.00680105,0.30816658,1.43736598,0.01580998,0.04143253,0.27466808,2.30530171,0.02919508,0.22680367
-2.02601301,4.01081244,0.31505555,1.44480093,0.01580633,0.04058742,0.27679493,2.30069548,0.02936589,0.22903476
-2.02001001,4.01457978,0.32182159,1.45245029,0.01587910,0.03972538,0.27880462,2.29574693,0.02956608,0.23123543
-2.01400700,4.01780050,0.32839743,1.46004354,0.01604037,0.03885388,0.28071726,2.29042986,0.02979775,0.23334270
-2.00800400,4.02015155,0.33471493,1.46730628,0.01630173,0.03798144,0.28256040,2.28469690,0.03006387,0.23529150
-2.00200100,4.02129617,0.34070622,1.47396867,0.01667366,0.03711758,0.28436746,2.27847779,0.03036820,0.23701634
-1.99599800,4.02089285,0.34630515,1.47977434,0.01716507,0.03627275,0.28617586,2.27167932,0.03071520,0.23845313
-1.98999500,4.01860594,0.35144902,1.48448964,0.01778277,0.03545818,0.28802486,2.26418692,0.03110989,0.23954109
-1.98399200,4.01411774,0.35608036,1.48791254,0.01853107,0.03468580,0.28995322,2.25586798,0.03155766,0.24022471
-1.97798899,4.00714124,0.36014891,1.48988092,0.01941139,0.03396808,0.29199682,2.24657657,0.03206406,0.24045566
-1.97198599,3.99743292,0.36361346,1.49027979,0.02042198,0.03331793,0.29418635,2.23615947,0.03263459,0.24019454
-1.96598299,3.98480487,0.36644358,1.48904691,0.02155780,0.03274846,0.29654514,2.22446313,0.03327448,0.23941240
-1.95997999,3.96913551,0.36862101,1.48617667,0.02281048,0.03227282,0.29908732,2.21134111,0.03398846,0.23809195
-1.95397699,3.95037815,0.37014078,1.48172174,0.02416843,0.03190397,0.30181636,2.19666172,0.03478053,0.23622841
-1.94797399,3.92856696,0.37101187,1.47579245,0.02561710,0.03165436,0.30472416,2.18031531,0.03565382,0.23382989
-1.94197099,3.90381966,0.37125733,1.46855378,0.02713935,0.03153563,0.30779075,2.16222100,0.03661038,0.23091736
-1.93596798,3.87633694,0.37091394,1.46021996,0.02871594,0.03155830,0.31098454,2.14233229,0.03765103,0.22752409
-1.92996498,3.84639822,0.37003130,1.45104693,0.03032612,0.03173130,0.31426341,2.12064145,0.03877532,0.22369467
-1.92396198,3.81435397,0.36867048,1.44132280,0.03194832,0.03206163,0.31757622,2.09718241,0.03998137,0.21948360
-1.91795898,3.78061491,0.36690214,1.43135677,0.03356085,0.03255390,0.32086507,2.07203197,0.04126588,0.21495355
-1.91195598,3.74563821,0.36480431,1.42146696,0.03514262,0.03320994,0.32406793,2.04530930,0.04262406,0.21017325
-1.90595298,3.70991162,0.36245985,1.41196758,0.03667384,0.03402842,0.32712162,2.01717373,0.04404967,0.20521527
-1.89994997,3.67393578,0.35995365,1.40315607,0.03813672,0.03500448,0.32996497,1.98782093,0.04553503,0.20015364
-1.89394697,3.63820577,0.35736985,1.39530061,0.03951596,0.03612952,0.33254189,1.95747755,0.04707103,0.19506150
-1.88794397,3.60319237,0.35478887,1.38862882,0.04079927,0.03739102,0.33480436,1.92639453,0.04864723,0.19000877
-1.88194097,3.56932392,0.35228470,1.38331776,0.04197763,0.03877246,0.33671486,1.89483936,0.05025191,0.18506012
-1.87593797,3.53696952,0.34992233,1.37948600,0.04304549,0.04025349,0.33824836,1.86308750,0.05187219,0.18027304
-1.86993497,3.50642415,0.34775542,1.37718786,0.04400075,0.04181010,0.33939362,1.83141331,0.05349413,0.17569633
-1.86393197,3.47789624,0.34582446,1.37641018,0.04484461,0.04341501,0.34015359,1.80008072,0.05510288,0.17136897
-1.85792896,3.45149829,0.34415527,1.37707164,0.04558127,0.04503826,0.34054512,1.76933412,0.05668286,0.16731926
-1.85192596,3.42724079,0.34275804,1.37902476,0.04621748,0.04664781,0.34059773,1.73938966,0.05821794,0.16356451
-1.84592296,3.40502954,0.34162689,1.38206027,0.04676202,0.04821038,0.34035169,1.71042734,0.05969169,0.16011101
-1.83991996,3.38466659,0.34073992,1.38591378,0.04722503,0.04969231,0.33985533,1.68258420,0.06108758,0.15695444
-1.83391696,3.36585457,0.34005992,1.39027434,0.04761737,0.05106050,0.33916191,1.65594883,0.06238929,0.15408058
-1.82791396,3.34820423,0.33953542,1.39479444,0.04794995,0.05228334,0.33832608,1.63055746,0.06358099,0.15146631
-1.82191096,3.33124482,0.33910232,1.39910107,0.04823301,0.05333171,0.33740018,1.60639174,0.06464756,0.14908087
-1.81590795,3.31443692,0.33868593,1.40280723,0.04847557,0.05417977,0.33643064,1.58337839,0.06557496,0.14688726
-1.80990495,3.29718711,0.33820329,1.40552350,0.04868490,0.05480580,0.33545457,1.56139061,0.06635041,0.14484375
-1.80390195,3.27886406,0.33756573,1.40686915,0.04886607,0.05519279,0.33449686,1.54025148,0.06696262,0.14290548
-1.79789895,3.25881535,0.33668170,1.40648233,0.04902171,0.05532894,0.33356794,1.51973890,0.06740204,0.14102598
-1.79189595,3.23638467,0.33545953,1.40402919,0.04915179,0.05520793,0.33266223,1.49959230,0.06766094,0.13915874
-1.78589295,3.21092879,0.33381028,1.39921143,0.04925369,0.05482901,0.33175752,1.47952060,0.06773352,0.13725855
-1.77988994,3.18183397,0.33165037,1.39177244,0.04932224,0.05419693,0.33081531,1.45921140,0.06761596,0.13528284
-1.77388694,3.14853151,0.32890414,1.38150181,0.04935005,0.05332165,0.32978209,1.43834103,0.06730640,0.13319277
-1.76788394,3.11051225,0.32550605,1.36823841,0.04932782,0.05221791,0.32859148,1.41658515,0.06680488,0.13095417
-1.76188094,3.06733974,0.32140263,1.35187208,0.04924485,0.05090469,0.32716728,1.39362964,0.06611329,0.12853836
-1.75587794,3.01866224,0.31655411,1.33234430,0.04908953,0.04940452,0.32542723,1.36918146,0.06523523,0.12592268
-1.74987494,2.96422319,0.31093563,1.30964795,0.04885001,0.04774276,0.32328726,1.34297916,0.06417589,0.12309098
-1.74387194,2.90387047,0.30453811,1.28382652,0.04851476,0.04594694,0.32066624,1.31480270,0.06294195,0.12003384
-1.73786893,2.83756411,0.29736872,1.25497290,0.04807323,0.04404595,0.31749073,1.28448239,0.06154150,0.11674872
-1.73186593,2.76538253,0.28945103,1.22322803,0.04751641,0.04206943,0.31369985,1.25190655,0.05998390,0.11323989
-1.72586293,2.68752715,0.28082478,1.18877948,0.04683743,0.04004716,0.30924976,1.21702777,0.05827973,0.10951831
-1.71985993,2.60432516,0.27154532,1.15185993,0.04603202,0.03800860,0.30411767,1.17986743,0.05644079,0.10560136
-1.71385693,2.51623027,0.26168275,1.11274569,0.04509889,0.03598243,0.29830520,1.14051842,0.05448002,0.10151246
-1.70785393,2.42382111,0.25132080,1.07175501,0.04404003,0.03399634,0.29184082,1.09914577,0.05241155,0.09728059
-1.70185093,2.32779705,0.24055540,1.02924597,0.04286087,0.03207683,0.28478133,1.05598530,0.05025063,0.09293973
-1.69584792,2.22897110,0.22949305,0.98561399,0.04157033,0.03024910,0.27721221,1.01133997,0.04801364,0.08852821
-1.68984492,2.12825976,0.21824894,0.94128848,0.04018074,0.02853705,0.26924678,0.96557428,0.04571808,0.08408792
-1.68384192,2.02666969,0.20694490,0.89672860,0.03870759,0.02696332,0.26102421,0.91910653,0.04338244,0.07966352
-1.67783892,1.92528107,0.19570718,0.85241787,0.03716922,0.02554934,0.25270633,0.87239932,0.04102614,0.07530148
-1.67183592,1.82522791,0.18466402,0.80885770,0.03558634,0.02431538,0.24447343,0.82594830,0.03866933,0.07104914
-1.66583292,1.72767559,0.17394324,0.76655957,0.03398150,0.02328063,0.23651905,0.78026973,0.03633270,0.06695367
-1.65982991,1.63379599,0.16366966,0.72603618,0.03237842,0.02246317,0.22904402,0.73588693,0.03403724,0.06306096
-1.65382691,1.54474093,0.15396251,0.68779159,0.03080130,0.02187998,0.22224990,0.69331626,0.03180390,0.05941460
-1.64782391,1.46161457,0.14493295,0.65231061,0.02927413,0.02154678,0.21633211,0.65305290,0.02965327,0.05605472
-1.64182091,1.38544577,0.13668164,0.62004786,0.02781987,0.02147796,0.21147285,0.61555698,0.02760526,0.05301704
-1.63581791,1.31716121,0.12929643,0.59141678,0.02645979,0.02168630,0.20783428,0.58124045,0.02567870,0.05033183
-1.62981491,1.25756023,0.12285032,0.56677907,0.02521276,0.02218279,0.20555203,0.55045523,0.02389096,0.04802304
-1.62381191,1.20729254,0.11739971,0.54643504,0.02409467,0.02297630,0.20472941,0.52348293,0.02225771,0.04610762
-1.61780890,1.16683950,0.11298300,0.53061525,0.02311787,0.02407329,0.20543254,0.50052661,0.02079252,0.04459486
-1.61180590,1.13649979,0.10961951,0.51947382,0.02229081,0.02547755,0.20768660,0.48170482,0.01950666,0.04348606
-1.60580290,1.11638022,0.10730894,0.51308388,0.02161775,0.02718992,0.21147334,0.46704820,0.01840891,0.04277434
-1.59979990,1.10639215,0.10603128,0.51143529,0.02109863,0.02920801,0.21673010,0.45649864,0.01750538,0.04244467
-1.59379690,1.10625366,0.10574717,0.51443494,0.02072909,0.03152612,0.22335040,0.44991131,0.01679948,0.04247419
-1.58779390,1.11549771,0.10639884,0.52190957,0.02050065,0.03413505,0.23118602,0.44705920,0.01629188,0.04283275
-1.58179090,1.13348603,0.10791149,0.53361126,0.02040099,0.03702215,0.24005077,0.44764031,0.01598056,0.04348365
-1.57578789,1.15942845,0.11019512,0.54922532,0.02041443,0.04017132,0.24972569,0.45128710,0.01586091,0.04438469
-1.56978489,1.19240692,0.11314686,0.56838041,0.02052244,0.04356325,0.25996560,0.45757792,0.01592585,0.04548929
-1.56378189,1.23140366,0.11665355,0.59066052,0.02070436,0.04717560,0.27050687,0.46605007,0.01616604,0.04674791
-1.55777889,1.27533235,0.12059472,0.61561854,0.02093808,0.05098338,0.28107608,0.47621403,0.01657007,0.04810951
-1.55177589,1.32307137,0.12484571,0.64279071,0.02120084,0.05495940,0.29139923,0.48756837,0.01712470,0.04952305
-1.54577289,1.37349795,0.12928088,0.67171171,0.02147002,0.05907470,0.30121132,0.49961488,0.01781511,0.05093915
-1.53976988,1.42552209,0.13377693,0.70192963,0.02172392,0.06329921,0.31026586,0.51187327,0.01862516,0.05231156
-1.53376688,1.47811904,0.13821603,0.73302039,0.02194249,0.06760234,0.31834386,0.52389518,0.01953768,0.05359867
-1.52776388,1.53035927,0.14248884,0.76460116,0.02210799,0.07195367,0.32526214,0.53527679,0.02053478,0.05476476
-1.52176088,1.58143505,0.14649721,0.79634211,0.02220559,0.07632373,0.33088052,0.54566977,0.02159810,0.05578117
-1.51575788,1.63068254,0.15015658,0.82797627,0.02222378,0.08068474,0.33510756,0.55479031,0.02270914,0.05662717
-1.50975488,1.67759907,0.15339784,0.85930710,0.02215473,0.08501143,0.33790476,0.56242566,0.02384960,0.05729059
-1.50375188,1.72185481,0.15616887,0.89021346,0.02199443,0.08928188,0.33928894,0.56843849,0.02500167,0.05776812
-1.49774887,1.76329875,0.15843538,0.92065198,0.02174276,0.09347833,0.33933273,0.57276856,0.02614839,0.05806537
-1.49174587,1.80195887,0.16018133,0.95065662,0.02140334,0.09758804,0.33816317,0.57543201,0.02727395,0.05819660
-1.48574287,1.83803672,0.16140878,0.98033561,0.02098333,0.10160400,0.33595846,0.57651830,0.02836406,0.05818415
-1.47973987,1.87189654,0.16213712,1.00986587,0.02049301,0.10552568,0.33294297,0.57618495,0.02940624,0.05805761
-1.47373687,1.90404972,0.16240187,1.03948508,0.01994533,0.10935964,0.32938075,0.57465046,0.03039013,0.05785280
