energy_ev,total_up,C_s_up,C_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up,Zr_p_up,Zr_d_up
-5.59779890,1.68518356,0.03139325,0.04643595,1.22414671,0.00000000,0.70796434,0.33659195,0.79673836,0.22667309
-5.59179590,1.59859520,0.03057981,0.04371257,1.16229317,0.00000000,0.67722934,0.31852997,0.76293474,0.21474133
-5.58579290,1.51554713,0.02980658,0.04125990,1.10247430,0.00000000,0.64720163,0.30174245,0.72991880,0.20338238
-5.57978989,1.43608184,0.02906651,0.03909863,1.04472575,0.00000000,0.61787739,0.28613523,0.69770640,0.19263776
-5.57378689,1.36020343,0.02835127,0.03724833,0.98905766,0.00000000,0.58924123,0.27160777,0.66629812,0.18254467
-5.56778389,1.28788612,0.02765181,0.03572698,0.93546054,0.00000000,0.56126988,0.25805774,0.63568385,0.17313576
-5.56178089,1.21908233,0.02695896,0.03455044,0.88391096,0.00000000,0.53393591,0.24538526,0.60584745,0.16443875
-5.55577789,1.15373030,0.02626398,0.03373189,0.83437706,0.00000000,0.50721144,0.23349655,0.57677141,0.15647601
-5.54977489,1.09176100,0.02555918,0.03328119,0.78682375,0.00000000,0.48107162,0.22230708,0.54844137,0.14926414
-5.54377189,1.03310443,0.02483832,0.03320435,0.74121761,0.00000000,0.45549796,0.21174405,0.52085022,0.14281353
-5.53776888,0.97769505,0.02409701,0.03350296,0.69753117,0.00000000,0.43048122,0.20174833,0.49400173,0.13712807
-5.53176588,0.92547623,0.02333304,0.03417384,0.65574665,0.00000000,0.40602395,0.19227561,0.46791343,0.13220491
-5.52576288,0.87640370,0.02254650,0.03520865,0.61585885,0.00000000,0.38214234,0.18329696,0.44261867,0.12803440
-5.51975988,0.83044780,0.02173985,0.03659382,0.57787726,0.00000000,0.35886752,0.17479874,0.41816766,0.12460022
-5.51375688,0.78759462,0.02091787,0.03831051,0.54182710,0.00000000,0.33624610,0.16678182,0.39462748,0.12187961
-5.50775388,0.74784583,0.02008742,0.04033486,0.50774943,0.00000000,0.31434003,0.15926026,0.37208098,0.11984386
-5.50175088,0.71121754,0.01925719,0.04263835,0.47570019,0.00000000,0.29322573,0.15225942,0.35062464,0.11845899
-5.49574787,0.67773800,0.01843730,0.04518840,0.44574840,0.00000000,0.27299254,0.14581372,0.33036544,0.11768658
-5.48974487,0.64744454,0.01763883,0.04794911,0.41797345,0.00000000,0.25374067,0.13996393,0.31141693,0.11748477
-5.48374187,0.62037984,0.01687333,0.05088214,0.39246176,0.00000000,0.23557864,0.13475441,0.29389462,0.11780941
-5.47773887,0.59658777,0.01615228,0.05394776,0.36930293,0.00000000,0.21862050,0.13023008,0.27791098,0.11861531
-5.47173587,0.57610904,0.01548654,0.05710584,0.34858573,0.00000000,0.20298278,0.12643354,0.26357028,0.11985751
-5.46573287,0.55897695,0.01488588,0.06031697,0.33039387,0.00000000,0.18878148,0.12340224,0.25096351,0.12149257
-5.45972986,0.54521331,0.01435848,0.06354349,0.31480211,0.00000000,0.17612917,0.12116602,0.24016362,0.12347978
-5.45372686,0.53482483,0.01391056,0.06675042,0.30187254,0.00000000,0.16513229,0.11974485,0.23122136,0.12578225
-5.44772386,0.52780002,0.01354603,0.06990623,0.29165142,0.00000000,0.15588870,0.11914716,0.22416189,0.12836771
-5.44172086,0.52410665,0.01326632,0.07298347,0.28416658,0.00000000,0.14848555,0.11936860,0.21898230,0.13120919
-5.43571786,0.52368990,0.01307021,0.07595907,0.27942542,0.00000000,0.14299753,0.12039127,0.21565013,0.13428518
-5.42971486,0.52647094,0.01295390,0.07881451,0.27741349,0.00000000,0.13948527,0.12218363,0.21410304,0.13757958
-5.42371186,0.53234616,0.01291102,0.08153558,0.27809371,0.00000000,0.13799414,0.12470083,0.21424949,0.14108119
-5.41770885,0.54118671,0.01293291,0.08411207,0.28140598,0.00000000,0.13855304,0.12788555,0.21597047,0.14478281
-5.41170585,0.55283847,0.01300887,0.08653705,0.28726729,0.00000000,0.14117333,0.13166933,0.21912215,0.14867998
-5.40570285,0.56712216,0.01312656,0.08880609,0.29557201,0.00000000,0.14584780,0.13597422,0.22353929,0.15276943
-5.39969985,0.58383374,0.01327243,0.09091636,0.30619241,0.00000000,0.15254948,0.14071472,0.22903927,0.15704730
-5.39369685,0.60274489,0.01343217,0.09286561,0.31897926,0.00000000,0.16123043,0.14579996,0.23542655,0.16150720
-5.38769385,0.62360372,0.01359125,0.09465122,0.33376242,0.00000000,0.17182038,0.15113595,0.24249733,0.16613826
-5.38169085,0.64613573,0.01373542,0.09626932,0.35035157,0.00000000,0.18422540,0.15662788,0.25004427,0.17092334
-5.37568784,0.67004505,0.01385119,0.09771413,0.36853684,0.00000000,0.19832650,0.16218237,0.25786103,0.17583739
-5.36968484,0.69501628,0.01392627,0.09897747,0.38808969,0.00000000,0.21397853,0.16770962,0.26574653,0.18084632
-5.36368184,0.72071686,0.01394999,0.10004856,0.40876397,0.00000000,0.23100925,0.17312545,0.27350883,0.18590618
-5.35767884,0.74680034,0.01391360,0.10091415,0.43029744,0.00000000,0.24921912,0.17835304,0.28096839,0.19096304
-5.35167584,0.77291068,0.01381056,0.10155894,0.45241375,0.00000000,0.26838159,0.18332467,0.28796090,0.19595346
-5.34567284,0.79868759,0.01363664,0.10196630,0.47482527,0.00000000,0.28824443,0.18798310,0.29433945,0.20080561
-5.33966983,0.82377321,0.01339005,0.10211928,0.49723671,0.00000000,0.30853208,0.19228284,0.29997621,0.20544109
-5.33366683,0.84781999,0.01307135,0.10200182,0.51934984,0.00000000,0.32894917,0.19619134,0.30476354,0.20977734
-5.32766383,0.87049981,0.01268343,0.10160010,0.54086914,0.00000000,0.34918529,0.19968988,0.30861481,0.21373057
-5.32166083,0.89151414,0.01223125,0.10090401,0.56150866,0.00000000,0.36892106,0.20277453,0.31146470,0.21721921
-5.31565783,0.91060496,0.01172162,0.09990858,0.58099965,0.00000000,0.38783524,0.20545683,0.31326940,0.22016752
-5.30965483,0.92756620,0.01116293,0.09861534,0.59909905,0.00000000,0.40561288,0.20776446,0.31400656,0.22250944
-5.30365183,0.94225503,0.01056477,0.09703353,0.61559835,0.00000000,0.42195421,0.20974167,0.31367508,0.22419235
-5.29764882,0.95460266,0.00993760,0.09518105,0.63033259,0.00000000,0.43658377,0.21144961,0.31229493,0.22518063
-5.29164582,0.96462386,0.00929239,0.09308513,0.64318883,0.00000000,0.44925970,0.21296627,0.30990676,0.22545878
-5.28564282,0.97242466,0.00864027,0.09078274,0.65411386,0.00000000,0.45978237,0.21438614,0.30657151,0.22503398
-5.27963982,0.97820757,0.00799219,0.08832054,0.66312034,0.00000000,0.46800226,0.21581938,0.30236983,0.22393805
-5.27363682,0.98227365,0.00735866,0.08575458,0.67029100,0.00000000,0.47382633,0.21739044,0.29740131,0.22222838
-5.26763382,0.98502089,0.00674946,0.08314956,0.67578043,0.00000000,0.47722273,0.21923606,0.29178334,0.21998811
-5.26163082,0.98693869,0.00617347,0.08057784,0.67981395,0.00000000,0.47822332,0.22150250,0.28564971,0.21732529
-5.25562781,0.98859784,0.00563846,0.07811807,0.68268340,0.00000000,0.47692383,0.22434208,0.27914858,0.21437097
-5.24962481,0.99063628,0.00515104,0.07585365,0.68473962,0.00000000,0.47348160,0.22790888,0.27244003,0.21127645
-5.24362181,0.99374066,0.00471654,0.07387086,0.68638177,0.00000000,0.46811069,0.23235377,0.26569298,0.20820954
-5.23761881,0.99862398,0.00433900,0.07225698,0.68804354,0.00000000,0.46107469,0.23781881,0.25908149,0.20535001
-5.23161581,1.00600021,0.00402119,0.07109810,0.69017688,0.00000000,0.45267735,0.24443114,0.25278059,0.20288442
-5.22561281,1.01655639,0.00376463,0.07047707,0.69323354,0.00000000,0.44325139,0.25229670,0.24696161,0.20100038
-5.21960980,1.03092358,0.00356963,0.07047121,0.69764547,0.00000000,0.43314603,0.26149383,0.24178714,0.19988047
-5.21360680,1.04964756,0.00343539,0.07115023,0.70380461,0.00000000,0.42271381,0.27206727,0.23740590,0.19969608
-5.20760380,1.07316071,0.00336010,0.07257415,0.71204329,0.00000000,0.41229709,0.28402267,0.23394766,0.20060128
-5.20160080,1.10175647,0.00334098,0.07479126,0.72261605,0.00000000,0.40221517,0.29732216,0.23151836,0.20272702
-5.19559780,1.13556748,0.00337444,0.07783641,0.73568379,0.00000000,0.39275231,0.31188102,0.23019587,0.20617582
-5.18959480,1.17454887,0.00345614,0.08172937,0.75130135,0.00000000,0.38414745,0.32756602,0.23002646,0.21101721
-5.18359180,1.21846756,0.00358114,0.08647353,0.76940907,0.00000000,0.37658596,0.34419541,0.23102230,0.21728409
-5.17758879,1.26689858,0.00374402,0.09205492,0.78982900,0.00000000,0.37019395,0.36154089,0.23316012,0.22497018
-5.17158579,1.31922888,0.00393896,0.09844161,0.81226623,0.00000000,0.36503519,0.37933149,0.23638130,0.23402869
-5.16558279,1.37466894,0.00415995,0.10558350,0.83631544,0.00000000,0.36111097,0.39725948,0.24059331,0.24437235
-5.15957979,1.43227207,0.00440087,0.11341268,0.86147251,0.00000000,0.35836286,0.41498804,0.24567270,0.25587487
-5.15357679,1.49096099,0.00465568,0.12184423,0.88715103,0.00000000,0.35667815,0.43216058,0.25146951,0.26837375
-5.14757379,1.54956084,0.00491856,0.13077765,0.91270296,0.00000000,0.35589768,0.44841129,0.25781300,0.28167455
-5.14157079,1.60683753,0.00518413,0.14009884,0.93744276,0.00000000,0.35582592,0.46337662,0.26451849,0.29555650
-5.13556778,1.66154008,0.00544754,0.14968260,0.96067391,0.00000000,0.35624243,0.47670716,0.27139519,0.30977914
-5.12956478,1.71244523,0.00570471,0.15939574,0.98171682,0.00000000,0.35691455,0.48807948,0.27825451,0.32409013
-5.12356178,1.75840259,0.00595244,0.16910058,0.99993679,0.00000000,0.35761044,0.49720740,0.28491871,0.33823363
-5.11755878,1.79837848,0.00618860,0.17865890,1.01477093,0.00000000,0.35811203,0.50385216,0.29122936,0.35195922
-5.11155578,1.83149662,0.00641219,0.18793606,1.02575280,0.00000000,0.35822721,0.50783121,0.29705533,0.36503093
-5.10555278,1.85707385,0.00662346,0.19680530,1.03253358,0.00000000,0.35780075,0.50902499,0.30229986,0.37723600
-5.09954977,1.87464944,0.00682395,0.20515195,1.03489906,0.00000000,0.35672346,0.50738161,0.30690643,0.38839314
-5.09354677,1.88400656,0.00701648,0.21287733,1.03278141,0.00000000,0.35493912,0.50291918,0.31086297,0.39835978
-5.08754377,1.88518497,0.00720511,0.21990231,1.02626543,0.00000000,0.35244906,0.49572568,0.31420438,0.40703803
-5.08154077,1.87848421,0.00739503,0.22617013,1.01558883,0.00000000,0.34931398,0.48595638,0.31701294,0.41437908
-5.07553777,1.86445715,0.00759240,0.23164853,1.00113663,0.00000000,0.34565306,0.47382902,0.31941666,0.42038577
-5.06953477,1.84389395,0.00780412,0.23633079,0.98342979,0.00000000,0.34164041,0.45961697,0.32158546,0.42511302
-5.06353177,1.81779694,0.00803759,0.24023582,0.96310866,0.00000000,0.33749896,0.44364056,0.32372535,0.42866629
-5.05752876,1.78734749,0.00830040,0.24340714,0.94091172,0.00000000,0.33349212,0.42625720,0.32607063,0.43119769
-5.05152576,1.75386588,0.00860001,0.24591064,0.91765068,0.00000000,0.32991340,0.40785047,0.32887451,0.43290017
-5.04552276,1.71876583,0.00894339,0.24783135,0.89418272,0.00000000,0.32707462,0.38881877,0.33239840,0.43399969
-5.03951976,1.68350539,0.00933669,0.24926929,0.87138107,0.00000000,0.32529300,0.36956394,0.33690030,0.43474586
-5.03351676,1.64953598,0.00978485,0.25033446,0.85010494,0.00000000,0.32487774,0.35048025,0.34262272,0.43540120
-5.02751376,1.61825163,0.01029140,0.25114133,0.83117001,0.00000000,0.32611654,0.33194418,0.34978065,0.43622968
-5.02151076,1.59094017,0.01085808,0.25180305,0.81532042,0.00000000,0.32926261,0.31430524,0.35855013,0.43748486
-5.01550775,1.56873841,0.01148473,0.25242558,0.80320342,0.00000000,0.33452279,0.29787818,0.36905780,0.43939816
-5.00950475,1.55259282,0.01216915,0.25310226,0.79534743,0.00000000,0.34204698,0.28293674,0.38137208,0.44216793
-5.00350175,1.54322731,0.01290704,0.25390878,0.79214429,0.00000000,0.35191958,0.26970902,0.39549634,0.44594965
-4.99749875,1.54111922,0.01369206,0.25489918,0.79383640,0.00000000,0.36415317,0.25837463,0.41136438,0.45084791
-4.99149575,1.54648442,0.01451601,0.25610280,0.80050900,0.00000000,0.37868464,0.24906340,0.42883866,0.45691036
-4.98549275,1.55927213,0.01536904,0.25752251,0.81208791,0.00000000,0.39537419,0.24185585,0.44771131,0.46412417
-4.97948974,1.57916948,0.01623996,0.25913436,0.82834289,0.00000000,0.41400701,0.23678496,0.46770801,0.47241501
-4.97348674,1.60561576,0.01711667,0.26088851,0.84889624,0.00000000,0.43429797,0.23383935,0.48849483,0.48164872
-4.96748374,1.63782562,0.01798659,0.26271159,0.87323659,0.00000000,0.45589893,0.23296746,0.50968765,0.49163568
-4.96148074,1.67482036,0.01883712,0.26451016,0.90073714,0.00000000,0.47840866,0.23408259,0.53086394,0.50213750
-4.95547774,1.71546609,0.01965616,0.26617537,0.93067795,0.00000000,0.50138501,0.23706858,0.55157652,0.51287603
-4.94947474,1.75851718,0.02043259,0.26758830,0.96227124,0.00000000,0.52435891,0.24178575,0.57136872,0.52354408
-4.94347174,1.80266329,0.02115670,0.26862584,0.99468899,0.00000000,0.54684981,0.24807702,0.58979030,0.53381744
-4.93746873,1.84657817,0.02182056,0.26916684,1.02709175,0.00000000,0.56838187,0.25577388,0.60641366,0.54336769
-4.93146573,1.88896839,0.02241837,0.26909814,1.05865768,0.00000000,0.58850053,0.26470207,0.62084941,0.55187528
-4.92546273,1.92861991,0.02294659,0.26832021,1.08861080,0.00000000,0.60678858,0.27468676,0.63276096,0.55904219
-4.91945973,1.96444109,0.02340413,0.26675219,1.11624732,0.00000000,0.62288134,0.28555711,0.64187723,0.56460374
-4.91345673,1.99550022,0.02379226,0.26433604,1.14095927,0.00000000,0.63648028,0.29715013,0.64800316,0.56833903
-4.90745373,2.02105657,0.02411454,0.26103965,1.16225455,0.00000000,0.64736444,0.30931385,0.65102746,0.57007965
-4.90145073,2.04058372,0.02437658,0.25685879,1.17977267,0.00000000,0.65539940,0.32190959,0.65092744,0.56971621
-4.89544772,2.05378467,0.02458574,0.25181793,1.19329570,0.00000000,0.66054321,0.33481360,0.64777058,0.56720267
-4.88944472,2.06059842,0.02475073,0.24596982,1.20275414,0.00000000,0.66284919,0.34791804,0.64171295,0.56255820
-4.88344172,2.06119797,0.02488126,0.23939402,1.20822759,0.00000000,0.66246539,0.36113127,0.63299456,0.55586667
-4.87743872,2.05598034,0.02498751,0.23219438,1.20994023,0.00000000,0.65963074,0.37437776,0.62193187,0.54727386
-4.87143572,2.04554913,0.02507977,0.22449575,1.20825143,0.00000000,0.65466801,0.38759758,0.60890784,0.53698257
-4.86543272,2.03069073,0.02516800,0.21644000,1.20364208,0.00000000,0.64797388,0.40074568,0.59435997,0.52524593
-4.85942971,2.01234524,0.02526146,0.20818158,1.19669689,0.00000000,0.64000634,0.41379099,0.57876684,0.51235920
-4.85342671,1.99157340,0.02536847,0.19988288,1.18808381,0.00000000,0.63127015,0.42671544,0.56263377,0.49865051
-4.84742371,1.96952091,0.02549615,0.19170940,1.17853101,0.00000000,0.62230052,0.43951298,0.54647798,0.48447074
-4.84142071,1.94738138,0.02565031,0.18382514,1.16880249,0.00000000,0.61364601,0.45218865,0.53081404,0.47018322
-4.83541771,1.92635931,0.02583538,0.17638815,1.15967312,0.00000000,0.60585084,0.46475755,0.51613985,0.45615325
-4.82941471,1.90763413,0.02605446,0.16954649,1.15190387,0.00000000,0.59943754,0.47724390,0.50292377,0.44273814
-4.82341171,1.89232644,0.02630941,0.16343464,1.14621820,0.00000000,0.59489040,0.48967996,0.49159312,0.43027777
-4.81740870,1.88146731,0.02660094,0.15817047,1.14328017,0.00000000,0.59264022,0.50210478,0.48252440,0.41908610
-4.81140570,1.87597125,0.02692881,0.15385276,1.14367504,0.00000000,0.59305098,0.51456279,0.47603537,0.40944379
-4.80540270,1.87661353,0.02729202,0.15055935,1.14789271,0.00000000,0.59640876,0.52710207,0.47237906,0.40159206
-4.79939970,1.88401212,0.02768891,0.14834595,1.15631467,0.00000000,0.60291331,0.53977233,0.47173981,0.39572790
-4.79339670,1.89861448,0.02811739,0.14724542,1.16920452,0.00000000,0.61267245,0.55262243,0.47423119,0.39200071
-4.78739370,1.92068928,0.02857497,0.14726783,1.18670228,0.00000000,0.62569949,0.56569772,0.47989580,0.39051035
-4.78139070,1.95032297,0.02905888,0.14840090,1.20882267,0.00000000,0.64191373,0.57903696,0.48870667,0.39130665
-4.77538769,1.98742105,0.02956607,0.15061107,1.23545697,0.00000000,0.66114385,0.59266906,0.50057022,0.39439011
-4.76938469,2.03171365,0.03009317,0.15384500,1.26637860,0.00000000,0.68313416,0.60660978,0.51533048,0.39971399
-4.76338169,2.08276520,0.03063642,0.15803147,1.30125173,0.00000000,0.70755327,0.62085838,0.53277435,0.40718735
-4.75737869,2.13998750,0.03119160,0.16308372,1.33964273,0.00000000,0.73400496,0.63539461,0.55263777,0.41667910
-4.75137569,2.20265579,0.03175389,0.16890196,1.38103381,0.00000000,0.76204064,0.65017597,0.57461246,0.42802281
-4.74537269,2.26992713,0.03231775,0.17537618,1.42483828,0.00000000,0.79117300,0.66513559,0.59835311,0.44102196
-4.73936968,2.34086052,0.03287682,0.18238906,1.47041673,0.00000000,0.82089024,0.68018082,0.62348477,0.45545570
-4.73336668,2.41443793,0.03342387,0.18981896,1.51709362,0.00000000,0.85067027,0.69519267,0.64961033,0.47108465
-4.72736368,2.48958580,0.03395070,0.19754281,1.56417338,0.00000000,0.87999448,0.71002613,0.67631783,0.48765665
-4.72136068,2.56519620,0.03444821,0.20543891,1.61095579,0.00000000,0.90836040,0.72451161,0.70318760,0.50491232
-4.71535768,2.64014721,0.03490648,0.21338955,1.65674975,0.00000000,0.93529289,0.73845727,0.72979896,0.52259019
-4.70935468,2.71332208,0.03531486,0.22128328,1.70088542,0.00000000,0.96035354,0.75165243,0.75573663,0.54043138
-4.70335168,2.78362670,0.03566219,0.22901688,1.74272424,0.00000000,0.98314799,0.76387189,0.78059657,0.55818355
-4.69734867,2.85000534,0.03593708,0.23649690,1.78166677,0.00000000,1.00333114,0.77488100,0.80399137,0.57560433
-4.69134567,2.91145439,0.03612818,0.24364081,1.81715854,0.00000000,1.02061015,0.78444145,0.82555523,0.59246396
-4.68534267,2.96703433,0.03622452,0.25037762,1.84869386,0.00000000,1.03474555,0.79231751,0.84494832,0.60854734
-4.67933967,3.01587986,0.03621589,0.25664818,1.87581816,0.00000000,1.04555047,0.79828254,0.86186088,0.62365550
-4.67333667,3.05720851,0.03609317,0.26240489,1.89812899,0.00000000,1.05288856,0.80212557,0.87601680,0.63760650
-4.66733367,3.09032801,0.03584872,0.26761120,1.91527628,0.00000000,1.05667077,0.80365770,0.88717684,0.65023596
-4.66133067,3.11464261,0.03547667,0.27224061,1.92696228,0.00000000,1.05685159,0.80271812,0.89514156,0.66139730
-4.65532766,3.12965846,0.03497320,0.27627554,1.93294144,0.00000000,1.05342495,0.79917950,0.89975378,0.67096173
-4.64932466,3.13498854,0.03433676,0.27970588,1.93302082,0.00000000,1.04642030,0.79295260,0.90090073,0.67881820
-4.64332166,3.13035679,0.03356823,0.28252753,1.92706089,0.00000000,1.03589911,0.78398986,0.89851571,0.68487325
