energy_ev,total_up,P_s_up,P_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,1.16266476,0.01143231,0.34234136,0.39157874,0.00000000,0.86474767,0.18954607
-5.99399700,1.19300709,0.01109221,0.34567266,0.41099684,0.00000000,0.88371203,0.18763900
-5.98799400,1.22798649,0.01085654,0.34979208,0.43279768,0.00000000,0.90396308,0.18679766
-5.98199100,1.26785919,0.01072721,0.35470702,0.45710769,0.00000000,0.92556429,0.18708661
-5.97598799,1.31284349,0.01070572,0.36042573,0.48402446,0.00000000,0.94854555,0.18857703
-5.96998499,1.36311312,0.01079308,0.36695839,0.51361202,0.00000000,0.97290527,0.19134567
-5.96398199,1.41879183,0.01098967,0.37431866,0.54589668,0.00000000,0.99861518,0.19547350
-5.95797899,1.47994921,0.01129510,0.38252570,0.58086318,0.00000000,1.02562739,0.20104414
-5.95197599,1.54659799,0.01170807,0.39160635,0.61845159,0.00000000,1.05388343,0.20814212
-5.94597299,1.61869245,0.01222628,0.40159748,0.65855480,0.00000000,1.08332446,0.21685095
-5.93996998,1.69612805,0.01284628,0.41254812,0.70101695,0.00000000,1.11390198,0.22725118
-5.93396698,1.77874187,0.01356341,0.42452121,0.74563267,0.00000000,1.14558807,0.23941820
-5.92796398,1.86631362,0.01437178,0.43759468,0.79214743,0.00000000,1.17838435,0.25341997
-5.92196098,1.95856695,0.01526421,0.45186143,0.84025888,0.00000000,1.21232863,0.26931457
-5.91595798,2.05517059,0.01623229,0.46742819,0.88961933,0.00000000,1.24749857,0.28714759
-5.90995498,2.15573917,0.01726642,0.48441287,0.93983929,0.00000000,1.28401164,0.30694922
-5.90395198,2.25983336,0.01835590,0.50294035,0.99049206,0.00000000,1.32202095,0.32873127
-5.89794897,2.36695919,0.01948904,0.52313667,1.04111936,0.00000000,1.36170669,0.35248380
-5.89194597,2.47656646,0.02065333,0.54512175,1.09123769,0.00000000,1.40326336,0.37817179
-5.88594297,2.58804637,0.02183558,0.56900061,1.14034551,0.00000000,1.44688316,0.40573160
-5.87993997,2.70072840,0.02302212,0.59485378,1.18793082,0.00000000,1.49273608,0.43506754
-5.87393697,2.81387699,0.02419898,0.62272693,1.23347909,0.00000000,1.54094793,0.46604867
-5.86793397,2.92668829,0.02535208,0.65262054,1.27648132,0.00000000,1.59157719,0.49850604
-5.86193097,3.03828781,0.02646747,0.68448006,1.31644192,0.00000000,1.64459225,0.53223057
-5.85592796,3.14772947,0.02753145,0.71818728,1.35288634,0.00000000,1.69985053,0.56697191
-5.84992496,3.25399702,0.02853082,0.75355352,1.38536826,0.00000000,1.75708083,0.60243852
-5.84392196,3.35600839,0.02945303,0.79031535,1.41347619,0.00000000,1.81587046,0.63829916
-5.83791896,3.45262396,0.03028635,0.82813331,1.43683943,0.00000000,1.87565839,0.67418613
-5.83191596,3.54265908,0.03102003,0.86659412,1.45513338,0.00000000,1.93573535,0.70970036
-5.82591296,3.62490144,0.03164444,0.90521665,1.46808416,0.00000000,1.99525163,0.74441843
-5.81990995,3.69813332,0.03215120,0.94346169,1.47547257,0.00000000,2.05323277,0.77790150
-5.81390695,3.76115859,0.03253334,0.98074545,1.47713744,0.00000000,2.10860297,0.80970604
-5.80790395,3.81283395,0.03278537,1.01645639,1.47297839,0.00000000,2.16021563,0.83939611
-5.80190095,3.85210349,0.03290342,1.04997486,1.46295805,0.00000000,2.20688979,0.86655673
-5.79589795,3.87803531,0.03288533,1.08069461,1.44710371,0.00000000,2.24745118,0.89080795
-5.78989495,3.88985872,0.03273072,1.10804543,1.42550833,0.00000000,2.28077581,0.91181892
-5.78389195,3.88700011,0.03244105,1.13151570,1.39833090,0.00000000,2.30583420,0.92932131
-5.77788894,3.86911565,0.03201964,1.15067371,1.36579598,0.00000000,2.32173404,0.94312144
-5.77188594,3.83611878,0.03147173,1.16518673,1.32819239,0.00000000,2.32775895,0.95311028
-5.76588294,3.78820065,0.03080436,1.17483656,1.28587071,0.00000000,2.32340151,0.95927082
-5.75987994,3.72584186,0.03002636,1.17953089,1.23923969,0.00000000,2.30838849,0.96168210
-5.75387694,3.64981433,0.02914820,1.17930955,1.18876131,0.00000000,2.28269718,0.96051972
-5.74787394,3.56117231,0.02818183,1.17434528,1.13494448,0.00000000,2.24656161,0.95605226
-5.74187094,3.46123257,0.02714043,1.16493880,1.07833740,0.00000000,2.20046835,0.94863395
-5.73586793,3.35154392,0.02603819,1.15150847,1.01951862,0.00000000,2.14514213,0.93869352
-5.72986493,3.23384717,0.02488999,1.13457475,0.95908700,0.00000000,2.08152173,0.92671972
-5.72386193,3.11002703,0.02371104,1.11474046,0.89765086,0.00000000,2.01072765,0.91324421
-5.71785893,2.98205807,0.02251654,1.09266768,0.83581647,0.00000000,1.93402301,0.89882249
-5.71185593,2.85194718,0.02132131,1.06905253,0.77417650,0.00000000,1.85276970,0.88401383
-5.70585293,2.72167508,0.02013944,1.04459918,0.71329858,0.00000000,1.76838202,0.86936133
-5.69984992,2.59313988,0.01898391,1.01999433,0.65371464,0.00000000,1.68228014,0.85537290
-5.69384692,2.46810516,0.01786636,0.99588361,0.59591121,0.00000000,1.59584542,0.84250440
-5.68784392,2.34815510,0.01679676,0.97285101,0.54032126,0.00000000,1.51037984,0.83114566
-5.68184092,2.23465854,0.01578324,0.95140232,0.48731764,0.00000000,1.42707120,0.82161010
-5.67583792,2.12874372,0.01483201,0.93195343,0.43720862,0.00000000,1.34696540,0.81412860
-5.66983492,2.03128427,0.01394724,0.91482378,0.39023543,0.00000000,1.27094678,0.80884770
-5.66383192,1.94289690,0.01313110,0.90023522,0.34657189,0.00000000,1.19972694,0.80583225
-5.65782891,1.86395030,0.01238390,0.88831608,0.30632617,0.00000000,1.13384196,0.80507225
-5.65182591,1.79458414,0.01170420,0.87910979,0.26954433,0.00000000,1.07365750,0.80649328
-5.64582291,1.73473675,0.01108904,0.87258753,0.23621557,0.00000000,1.01938100,0.80996986
-5.63981991,1.68417936,0.01053419,0.86866370,0.20627876,0.00000000,0.97107956,0.81534084
-5.63381691,1.64255465,0.01003447,0.86721325,0.17963004,0.00000000,0.92870219,0.82242575
-5.62781391,1.60941723,0.00958404,0.86808949,0.15613104,0.00000000,0.89210491,0.83104105
-5.62181091,1.58427357,0.00917670,0.87114141,0.13561741,0.00000000,0.86107691,0.84101532
-5.61580790,1.56661926,0.00880617,0.87622913,0.11790727,0.00000000,0.83536640,0.85220228
-5.60980490,1.55597143,0.00846642,0.88323674,0.10280944,0.00000000,0.81470478,0.86449092
-5.60380190,1.55189502,0.00815184,0.89208159,0.09013095,0.00000000,0.79882785,0.87781209
