energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.89794897,2.48095096,-1.26072784,0.03500735,-0.00468748,0.16244636,-0.10778401,0.01794476,-0.00923424,0.00000000,-0.00000000,1.16631393,-0.51180822,0.72556081,-0.39170672,0.02800137,-0.00938313,1.33443911,-0.68154466
-5.89194597,2.37766526,-1.34489954,0.03631920,-0.00547624,0.14742778,-0.11625232,0.01737123,-0.00983183,0.00000000,-0.00000000,1.11546738,-0.55710519,0.67529150,-0.41443264,0.02822781,-0.00994025,1.29307023,-0.72745167
-5.88594297,2.27548433,-1.43873755,0.03755139,-0.00636305,0.13335409,-0.12489026,0.01678957,-0.01051299,0.00000000,-0.00000000,1.06423936,-0.60787679,0.62703488,-0.43856234,0.02843017,-0.01060759,1.25095098,-0.77969852
-5.87993997,2.17569975,-1.54164728,0.03869048,-0.00735109,0.12033430,-0.13359515,0.01620979,-0.01127536,0.00000000,-0.00000000,1.01339306,-0.66395495,0.58126683,-0.46380717,0.02860854,-0.01138019,1.20872871,-0.83804840
-5.87393697,2.07940566,-1.65280375,0.03972317,-0.00844207,0.10845150,-0.14225682,0.01564057,-0.01211459,0.00000000,-0.00000000,0.96360811,-0.72503927,0.53837408,-0.48983750,0.02876173,-0.01225141,1.16696588,-0.90211825
-5.86793397,1.98748798,-1.77115664,0.04063657,-0.00963604,0.09776525,-0.15076008,0.01508901,-0.01302419,0.00000000,-0.00000000,0.91547042,-0.79069206,0.49865476,-0.51629004,0.02888730,-0.01321296,1.12612999,-0.97137744
-5.86193097,1.90062309,-1.89544131,0.04141836,-0.01093116,0.08831475,-0.15898766,0.01456056,-0.01399566,0.00000000,-0.00000000,0.86946693,-0.86033689,0.46232199,-0.54277639,0.02898155,-0.01425504,1.08658852,-1.04515018
-5.85592796,1.81928528,-2.02419582,0.04205710,-0.01232356,0.08012228,-0.16682330,0.01405896,-0.01501852,0.00000000,-0.00000000,0.82598489,-0.93326103,0.42951032,-0.56889252,0.02903966,-0.01536640,1.04860871,-1.12262175
-5.84992496,1.74376200,-2.15578430,0.04254243,-0.01380723,0.07319688,-0.17415490,0.01358632,-0.01608043,0.00000000,-0.00000000,0.78531538,-1.00862230,0.40028423,-0.59422887,0.02905589,-0.01653456,1.01236199,-1.20284902
-5.84392196,1.67417536,-2.28842617,0.04286530,-0.01537401,0.06753808,-0.18087779,0.01314318,-0.01716744,0.00000000,-0.00000000,0.74766050,-1.08546045,0.37464837,-0.61838095,0.02902378,-0.01774595,0.97793225,-1.28477515
-5.83791896,1.61050848,-2.42023116,0.04301826,-0.01701363,0.06313927,-0.18689792,0.01272873,-0.01826418,0.00000000,-0.00000000,0.71314335,-1.16271331,0.35255857,-0.64095993,0.02893649,-0.01898612,0.94532743,-1.36724848
-5.83191596,1.55263477,-2.54923956,0.04299559,-0.01871386,0.05999085,-0.19213478,0.01234106,-0.01935426,0.00000000,-0.00000000,0.68182014,-1.23923749,0.33393332,-0.66160299,0.02878713,-0.02024003,0.91449354,-1.44904550
-5.82591296,1.50034853,-2.67346665,0.04279357,-0.02046065,0.05808266,-0.19652421,0.01197735,-0.02042056,0.00000000,-0.00000000,0.65369342,-1.31383342,0.31866483,-0.67998334,0.02856908,-0.02149229,0.88533008,-1.52889731
-5.81990995,1.45339484,-2.79095058,0.04241061,-0.02223844,0.05740588,-0.20002077,0.01163419,-0.02144566,0.00000000,-0.00000000,0.62872557,-1.38527398,0.30662925,-0.69581928,0.02827633,-0.02272747,0.85770608,-1.60551906
-5.81390695,1.41149747,-2.89980218,0.04184739,-0.02403047,0.05795408,-0.20259976,0.01130788,-0.02241230,0.00000000,-0.00000000,0.60685171,-1.45233616,0.29769552,-0.70888242,0.02790387,-0.02393041,0.83147571,-1.67764165
-5.80790395,1.37438301,-2.99825530,0.04110697,-0.02581915,0.05972352,-0.20425881,0.01099466,-0.02330380,0.00000000,-0.00000000,0.58799124,-1.51383450,0.29173249,-0.71900464,0.02744795,-0.02508649,0.80649272,-1.74404451
-5.80190095,1.34180029,-3.08471593,0.04019479,-0.02758647,0.06271262,-0.20501885,0.01069095,-0.02410450,0.00000000,-0.00000000,0.57205747,-1.56865537,0.28861392,-0.72608363,0.02690637,-0.02618200,0.78262297,-1.80358857
-5.79589795,1.31353416,-3.15780845,0.03911875,-0.02931437,0.06692057,-0.20492471,0.01039361,-0.02480026,0.00000000,-0.00000000,0.55896472,-1.61579056,0.28822135,-0.73008696,0.02627864,-0.02720436,0.75975440,-1.85524808
-5.78989495,1.28941302,-3.21641710,0.03788905,-0.03098518,0.07234532,-0.20404500,0.01010002,-0.02537881,0.00000000,-0.00000000,0.54863274,-1.65436893,0.29044464,-0.73105438,0.02556614,-0.02814236,0.73780408,-1.89814009
-5.78389195,1.26931015,-3.25972096,0.03651811,-0.03258199,0.07898086,-0.20247152,0.00980826,-0.02583011,0.00000000,-0.00000000,0.54098824,-1.68368480,0.29518041,-0.72909843,0.02477219,-0.02898639,0.71672218,-1.93155034
-5.77788894,1.25313883,-3.28722088,0.03502042,-0.03408895,0.08681402,-0.20031800,0.00951717,-0.02614668,0.00000000,-0.00000000,0.53596359,-1.70322162,0.30232845,-0.72440317,0.02390197,-0.02972855,0.69649263,-1.95495447
-5.77188594,1.24084209,-3.29875711,0.03341219,-0.03549155,0.09582101,-0.19771833,0.00922628,-0.02632378,0.00000000,-0.00000000,0.53349305,-1.71267004,0.31178652,-0.71722105,0.02296246,-0.03036275,0.67713083,-1.96803358
-5.76588294,1.23237776,-3.29451640,0.03171116,-0.03677683,0.10596374,-0.19482415,0.00893585,-0.02635955,0.00000000,-0.00000000,0.53350684,-1.71193932,0.32344399,-0.70786799,0.02196227,-0.03088472,0.65867859,-1.97068342
-5.75987994,1.22770017,-3.27502827,0.02993616,-0.03793352,0.11718638,-0.19180190,0.00864676,-0.02625507,0.00000000,-0.00000000,0.53592361,-1.70116150,0.33717461,-0.69671652,0.02091134,-0.03129199,0.64119677,-1.96301665
-5.75387694,1.22673985,-3.24115010,0.02810678,-0.03895208,0.12941210,-0.18882932,0.00836035,-0.02601428,0.00000000,-0.00000000,0.54064206,-1.68068810,0.35282931,-0.68418730,0.01982072,-0.03158375,0.62475630,-1.94535813
-5.74787394,1.22938267,-3.19404141,0.02624295,-0.03982469,0.14254049,-0.18609147,0.00807834,-0.02564383,0.00000000,-0.00000000,0.54753234,-1.65107940,0.37022925,-0.67073900,0.01870217,-0.03176071,0.60942821,-1.91823337
-5.74187094,1.23545019,-3.13512824,0.02436447,-0.04054523,0.15644565,-0.18377628,0.00780261,-0.02515289,0.00000000,-0.00000000,0.55642799,-1.61308660,0.38915994,-0.65685676,0.01756782,-0.03182497,0.59527329,-1.88235049
-5.73586793,1.24468247,-3.06605869,0.02249065,-0.04110911,0.17097535,-0.18206970,0.00753508,-0.02455276,0.00000000,-0.00000000,0.56711924,-1.56762781,0.40936686,-0.64303948,0.01642984,-0.03177971,0.58233228,-1.83857666
-5.72986493,1.25672499,-2.98865146,0.02063988,-0.04151322,0.18595126,-0.18115055,0.00727753,-0.02385658,0.00000000,-0.00000000,0.57934813,-1.51575859,0.43055303,-0.62978617,0.01530003,-0.03162906,0.57061719,-1.78790982
-5.72386193,1.27112065,-2.90483910,0.01882927,-0.04175575,0.20117040,-0.18118521,0.00703143,-0.02307888,0.00000000,-0.00000000,0.59280621,-1.45863852,0.45237896,-0.61758172,0.01418952,-0.03137781,0.56010426,-1.73144700
-5.71785893,1.28730779,-2.81660833,0.01707433,-0.04183607,0.21640792,-0.18232216,0.00679789,-0.02223514,0.00000000,-0.00000000,0.60713510,-1.39749510,0.47446512,-0.60688250,0.01310846,-0.03103123,0.55072922,-1.67035057
-5.71185593,1.30462477,-2.72593952,0.01538872,-0.04175464,0.23142112,-0.18468663,0.00657752,-0.02134133,0.00000000,-0.00000000,0.62193014,-1.33358643,0.49639710,-0.59810206,0.01206582,-0.03059491,0.54238509,-1.60581365
-5.70585293,1.32232103,-2.63474759,0.01378403,-0.04151293,0.24595465,-0.18837551,0.00637041,-0.02041346,0.00000000,-0.00000000,0.63674716,-1.26816415,0.51773325,-0.59159759,0.01106917,-0.03007457,0.53492271,-1.53902623
-5.69984992,1.33957465,-2.54482665,0.01226968,-0.04111337,0.25974678,-0.19345264,0.00617608,-0.01946720,0.00000000,-0.00000000,0.65111230,-1.20243806,0.53801482,-0.58765735,0.01012458,-0.02947601,0.52815398,-1.47114296
-5.69384692,1.35551536,-2.45779997,0.01085288,-0.04055938,0.27253636,-0.19994471,0.00599354,-0.01851743,0.00000000,-0.00000000,0.66453439,-1.13754374,0.55677792,-0.58648977,0.00923658,-0.02880501,0.52185781,-1.40325400
-5.68784392,1.36925225,-2.37507730,0.00953858,-0.03985540,0.28407048,-0.20783801,0.00582133,-0.01757795,0.00000000,-0.00000000,0.67651941,-1.07451402,0.57356697,-0.58821442,0.00840815,-0.02806732,0.51578822,-1.33635954
-5.68184092,1.37990458,-2.29782054,0.00832964,-0.03900691,0.29411216,-0.21707617,0.00565760,-0.01666118,0.00000000,-0.00000000,0.68658641,-1.01425545,0.58794905,-0.59285549,0.00764080,-0.02726869,0.50968433,-1.27134887
-5.67583792,1.38663443,-2.22691897,0.00722690,-0.03802060,0.30244806,-0.22755903,0.00550024,-0.01577795,0.00000000,-0.00000000,0.69428407,-0.95753005,0.59952829,-0.60033797,0.00693470,-0.02641487,0.50328163,-1.20898418
-5.66983492,1.38867920,-2.16297432,0.00622940,-0.03690433,0.30889559,-0.23914291,0.00534697,-0.01493733,0.00000000,-0.00000000,0.69920703,-0.90494283,0.60795978,-0.61048689,0.00628885,-0.02551169,0.49632390,-1.14988956
-5.66383192,1.38538256,-2.10629598,0.00533459,-0.03566731,0.31330920,-0.25164230,0.00519551,-0.01414657,0.00000000,-0.00000000,0.70101131,-0.85693509,0.61296217,-0.62302978,0.00570123,-0.02456512,0.48857512,-1.09454490
-5.65782891,1.37622205,-2.05690612,0.00453857,-0.03432000,0.31558565,-0.26483298,0.00504371,-0.01341101,0.00000000,-0.00000000,0.69942778,-0.81378335,0.61432840,-0.63760243,0.00516907,-0.02358129,0.47983079,-1.04328454
-5.65182591,1.36083213,-2.01455400,0.00383639,-0.03287422,0.31566772,-0.27845670,0.00488963,-0.01273417,0.00000000,-0.00000000,0.69427331,-0.77560349,0.61193397,-0.65375791,0.00468902,-0.02256656,0.46992804,-0.99630039
-5.64582291,1.33902138,-1.97873885,0.00322228,-0.03134300,0.31354652,-0.29222728,0.00473173,-0.01211776,0.00000000,-0.00000000,0.68545873,-0.74235968,0.60574239,-0.67097866,0.00425740,-0.02152750,0.45875402,-0.95364892
-5.63981991,1.31078319,-1.94873987,0.00268992,-0.02974048,0.30926202,-0.30583794,0.00456890,-0.01156183,0.00000000,-0.00000000,0.67299351,-0.71387726,0.59580745,-0.68869132,0.00387041,-0.02047088,0.44625229,-0.91526138
-5.63381691,1.27629951,-1.92365239,0.00223271,-0.02808172,0.30290196,-0.31896978,0.00440056,-0.01106487,0.00000000,-0.00000000,0.65698672,-0.68985907,0.58227238,-0.70628390,0.00352429,-0.01940365,0.43242684,-0.88095683
-5.62781391,1.23593766,-1.90242843,0.00184398,-0.02638249,0.29459912,-0.33130101,0.00422670,-0.01062404,0.00000000,-0.00000000,0.63764447,-0.66990423,0.56536585,-0.72312469,0.00321554,-0.01833283,0.41734369,-0.85045721
-5.62181091,1.19024053,-1.88392032,0.00151721,-0.02465892,0.28452716,-0.34251667,0.00404790,-0.01023531,0.00000000,-0.00000000,0.61526390,-0.65352873,0.54539522,-0.73858223,0.00294101,-0.01726540,0.40113015,-0.82340388
-5.61580790,1.13991103,-1.86692578,0.00124621,-0.02292727,0.27289523,-0.35231851,0.00386533,-0.00989368,0.00000000,-0.00000000,0.59022416,-0.64018699,0.52273722,-0.75204565,0.00269806,-0.01620822,0.38397183,-0.79937511
-5.60980490,1.08579162,-1.85023279,0.00102529,-0.02120350,0.25994168,-0.36043452,0.00368069,-0.00959341,0.00000000,-0.00000000,0.56297493,-0.62929369,0.49782682,-0.76294460,0.00248464,-0.01516787,0.36610772,-0.77790389
-5.60380190,1.02884034,-1.83266296,0.00084940,-0.01950299,0.24592708,-0.36662789,0.00349622,-0.00932822,0.00000000,-0.00000000,0.53402298,-0.62024518,0.47114478,-0.77076796,0.00229933,-0.01415051,0.34782363,-0.75849574
-5.59779890,0.97010455,-1.81311193,0.00071421,-0.01784019,0.23112709,-0.37070479,0.00331455,-0.00909149,0.00000000,-0.00000000,0.50391764,-0.61243991,0.44320450,-0.77508060,0.00214143,-0.01316176,0.32944456,-0.74064592
-5.59179590,0.91069385,-1.79058549,0.00061624,-0.01622832,0.21582534,-0.37252095,0.00313869,-0.00887650,0.00000000,-0.00000000,0.47323575,-0.60529733,0.41453895,-0.77553755,0.00201095,-0.01220662,0.31132630,-0.72385579
-5.58579290,0.85175343,-1.76423066,0.00055290,-0.01467912,0.20030679,-0.37198643,0.00297190,-0.00867663,0.00000000,-0.00000000,0.44256683,-0.59827482,0.38568810,-0.77189503,0.00190863,-0.01128932,0.29384669,-0.70764793
-5.57978989,0.79443915,-1.73336067,0.00052260,-0.01320265,0.18485170,-0.36906868,0.00281761,-0.00848550,0.00000000,-0.00000000,0.41249917,-0.59088243,0.35718764,-0.76401785,0.00183596,-0.01041330,0.27739710,-0.69157973
-5.57378689,0.73989528,-1.69747335,0.00052471,-0.01180713,0.16973059,-0.36379350,0.00267934,-0.00829721,0.00000000,-0.00000000,0.38360718,-0.58269494,0.32955917,-0.75188306,0.00179514,-0.00958117,0.26237430,-0.67525519
-5.56778389,0.68923551,-1.65626271,0.00055969,-0.01049889,0.15520027,-0.35624418,0.00256058,-0.00810643,0.00000000,-0.00000000,0.35644059,-0.57336132,0.30330239,-0.73557964,0.00178908,-0.00879470,0.24917310,-0.65833474
-5.56178089,0.64352792,-1.60962361,0.00062904,-0.00928235,0.14150095,-0.34655863,0.00246474,-0.00790855,0.00000000,-0.00000000,0.33151570,-0.56261141,0.27888926,-0.71530443,0.00182140,-0.00805488,0.23817991,-0.64054296
-5.55577789,0.60378374,-1.55764963,0.00073532,-0.00816007,0.12885462,-0.33492482,0.00239505,-0.00769980,0.00000000,-0.00000000,0.30930870,-0.55025975,0.25676032,-0.69135460,0.00189634,-0.00736193,0.22976724,-0.62167403
-5.54977489,0.57095001,-1.50062483,0.00088218,-0.00713285,0.11746441,-0.32157475,0.00235452,-0.00747729,0.00000000,-0.00000000,0.29025115,-0.53620682,0.23732294,-0.66411696,0.00201881,-0.00671542,0.22428932,-0.60159487
-5.54377189,0.54590540,-1.43900984,0.00107427,-0.00619991,0.10751501,-0.30677723,0.00234585,-0.00723904,0.00000000,-0.00000000,0.27472745,-0.52043771,0.22095125,-0.63405489,0.00219429,-0.00611437,0.22207847,-0.58024603
-5.53776888,0.52945883,-1.37342328,0.00131724,-0.00535903,0.09917370,-0.29082987,0.00237142,-0.00698407,0.00000000,-0.00000000,0.26307389,-0.50301846,0.20798747,-0.60169330,0.00242879,-0.00555733,0.22344235,-0.55764044
-5.53176588,0.52234975,-1.30461944,0.00161763,-0.00460682,0.09259208,-0.27405056,0.00243324,-0.00671229,0.00000000,-0.00000000,0.25557915,-0.48409039,0.19874410,-0.56760252,0.00272876,-0.00504250,0.22866164,-0.53386001
-5.52576288,0.52524929,-1.23346324,0.00198278,-0.00393888,0.08790785,-0.25676891,0.00253291,-0.00642451,0.00000000,-0.00000000,0.25248559,-0.46386279,0.19350650,-0.53238171,0.00310103,-0.00456788,0.23798802,-0.50905051
-5.51975988,0.53876126,-1.16090360,0.00242067,-0.00335011,0.08524670,-0.23931793,0.00267159,-0.00612236,0.00000000,-0.00000000,0.25399109,-0.44260410,0.19253539,-0.49664255,0.00355267,-0.00413134,0.25164217,-0.48341481
-5.51375688,0.56342189,-1.08794626,0.00293973,-0.00283487,0.08472381,-0.22202623,0.00285002,-0.00580819,0.00000000,-0.00000000,0.26025089,-0.42063225,0.19606873,-0.46099373,0.00409081,-0.00373069,0.26981144,-0.45720486
-5.50775388,0.59969762,-1.01562695,0.00354859,-0.00238722,0.08644483,-0.20521110,0.00306845,-0.00548498,0.00000000,-0.00000000,0.27137900,-0.39830423,0.20432240,-0.42602682,0.00472249,-0.00336386,0.29264710,-0.43071275
-5.50175088,0.64798002,-0.94498584,0.00425581,-0.00200114,0.09050608,-0.18917239,0.00332665,-0.00515621,0.00000000,-0.00000000,0.28744898,-0.37600540,0.21748955,-0.39230390,0.00545442,-0.00302884,0.32026084,-0.40426117
-5.49574787,0.70857747,-0.87704388,0.00506955,-0.00167065,0.09699380,-0.17418761,0.00362390,-0.00482572,0.00000000,-0.00000000,0.30849362,-0.35413875,0.23573804,-0.36034714,0.00629273,-0.00272383,0.35272061,-0.37819365
-5.48974487,0.78170324,-0.81278149,0.00599718,-0.00139000,0.10598238,-0.16050794,0.00395898,-0.00449759,0.00000000,-0.00000000,0.33450358,-0.33311449,0.25920604,-0.33063049,0.00724266,-0.00244726,0.39004547,-0.35286478
-5.48374187,0.86746020,-0.75312001,0.00704490,-0.00115378,0.11753155,-0.14835539,0.00433011,-0.00417601,0.00000000,-0.00000000,0.36542469,-0.31333997,0.28799564,-0.30357347,0.00830825,-0.00219777,0.43219985,-0.32863092
-5.47773887,0.96582222,-0.69890591,0.00821726,-0.00095702,0.13168255,-0.13792075,0.00473502,-0.00386517,0.00000000,-0.00000000,0.40115417,-0.29521038,0.32216461,-0.27953692,0.00949201,-0.00197428,0.47908714,-0.30584136
-5.47173587,1.07661332,-0.65089785,0.00951678,-0.00079530,0.14845344,-0.12936243,0.00517086,-0.00356912,0.00000000,-0.00000000,0.44153591,-0.27910005,0.36171667,-0.25882039,0.01079454,-0.00177596,0.53054291,-0.28483041
-5.46573287,1.19948525,-0.60975634,0.01094348,-0.00066476,0.16783373,-0.12280576,0.00563425,-0.00329170,0.00000000,-0.00000000,0.48635498,-0.26535458,0.40659061,-0.24166107,0.01221422,-0.00160229,0.58632824,-0.26591029
-5.45972986,1.33389495,-0.57603568,0.01249448,-0.00056221,0.18977862,-0.11834286,0.00612125,-0.00303643,0.00000000,-0.00000000,0.53533193,-0.25428382,0.45664890,-0.22823380,0.01374687,-0.00145299,0.64612340,-0.24936508
-5.45372686,1.47908325,-0.55017811,0.01416365,-0.00048515,0.21420325,-0.11603266,0.00662738,-0.00280646,0.00000000,-0.00000000,0.58811726,-0.24615561,0.51166645,-0.21865182,0.01538547,-0.00132807,0.70952251,-0.23544568
-5.44772386,1.63405659,-0.53250950,0.01594134,-0.00043176,0.24097718,-0.11590104,0.00714763,-0.00260453,0.00000000,-0.00000000,0.64428660,-0.24119029,0.57132025,-0.21296820,0.01711993,-0.00122783,0.77602962,-0.22436582
-5.44172086,1.79757328,-0.52323672,0.01781418,-0.00040102,0.26991970,-0.11794110,0.00767649,-0.00243287,0.00000000,-0.00000000,0.70333724,-0.23955610,0.63518079,-0.21117738,0.01893699,-0.00115287,0.84505683,-0.21629895
-5.43571786,1.96813614,-0.52244606,0.01976506,-0.00039266,0.30079619,-0.12211326,0.00820802,-0.00229325,0.00000000,-0.00000000,0.76468641,-0.24136521,0.70270597,-0.21321695,0.02082010,-0.00110409,0.91592484,-0.21137623
-5.42971486,2.14399290,-0.53010300,0.02177314,-0.00040721,0.33331606,-0.12834548,0.00873585,-0.00218695,0.00000000,-0.00000000,0.82767212,-0.24667064,0.77323831,-0.21896947,0.02274956,-0.00108272,0.98786654,-0.20968521
-5.42371186,2.32314580,-0.54605301,0.02381413,-0.00044605,0.36713254,-0.13653343,0.00925331,-0.00211471,0.00000000,-0.00000000,0.89155660,-0.25546404,0.84600616,-0.22826433,0.02470265,-0.00109036,1.06003385,-0.21126947
-5.41770885,2.50337114,-0.57002371,0.02586061,-0.00051143,0.40184462,-0.14654085,0.00975351,-0.00207683,0.00000000,-0.00000000,0.95553316,-0.26767436,0.92012931,-0.24087978,0.02665400,-0.00112899,1.13150812,-0.21612897
-5.41170585,2.68224943,-0.60162847,0.02788260,-0.00060648,0.43700126,-0.15820020,0.01022942,-0.00207309,0.00000000,-0.00000000,1.01873621,-0.28316760,0.99462947,-0.25654530,0.02857600,-0.00120099,1.20131413,-0.22422118
-5.40570285,2.85720601,-0.64037182,0.02984822,-0.00073523,0.47210806,-0.17131379,0.01067405,-0.00210287,0.00000000,-0.00000000,1.08025480,-0.30174775,1.06844552,-0.27494446,0.03043939,-0.00130920,1.26843762,-0.23546298
-5.39969985,3.02556159,-0.68565688,0.03172444,-0.00090264,0.50663618,-0.18565546,0.01108053,-0.00216511,0.00000000,-0.00000000,1.13914936,-0.32315910,1.14045364,-0.29571853,0.03221394,-0.00145692,1.33184593,-0.24973328
-5.39369685,3.18459152,-0.73679523,0.03347804,-0.00111458,0.54003351,-0.20097314,0.01144230,-0.00225837,0.00000000,-0.00000000,1.19447133,-0.34708997,1.20949152,-0.31847104,0.03386925,-0.00164793,1.39051137,-0.26687646
-5.38769385,3.33159206,-0.79301927,0.03507653,-0.00137780,0.57173761,-0.21699226,0.01175324,-0.00238088,0.00000000,-0.00000000,1.24528515,-0.37317800,1.27438634,-0.34277354,0.03537554,-0.00188650,1.44343658,-0.28670651
-5.38169085,3.46395143,-0.85349735,0.03648917,-0.00169988,0.60119011,-0.23342023,0.01200784,-0.00253059,0.00000000,-0.00000000,1.29069183,-0.40101716,1.33398531,-0.36817250,0.03670457,-0.00217736,1.48968092,-0.30901199
-5.37568784,3.57922289,-0.91735149,0.03768789,-0.00208916,0.62785200,-0.24995180,0.01220135,-0.00270517,0.00000000,-0.00000000,1.32985331,-0.43016626,1.38718776,-0.39419764,0.03783051,-0.00252567,1.52838709,-0.33356164
-5.36968484,3.67519708,-0.98367759,0.03864830,-0.00255454,0.65121919,-0.26627554,0.01232992,-0.00290215,0.00000000,-0.00000000,1.36201665,-0.46015902,1.43297743,-0.42037140,0.03873073,-0.00293698,1.55880678,-0.36011057
-5.36368184,3.74997041,-1.05156751,0.03935046,-0.00310540,0.67083770,-0.28208103,0.01239068,-0.00311890,0.00000000,-0.00000000,1.38653690,-0.49051550,1.47045367,-0.44621948,0.03938657,-0.00341710,1.58032425,-0.38840693
-5.35767884,3.80200649,-1.12013260,0.03977955,-0.00375131,0.68631785,-0.29706680,0.01238193,-0.00335272,0.00000000,-0.00000000,1.40289780,-0.52075445,1.49886011,-0.47128219,0.03978400,-0.00397199,1.59247686,-0.41819884
-5.35167584,3.83018782,-1.18852764,0.03992646,-0.00450176,0.69734672,-0.31094850,0.01230311,-0.00360091,0.00000000,-0.00000000,1.41072915,-0.55040641,1.51760943,-0.49512620,0.03991412,-0.00460761,1.59497159,-0.44924123
-5.34567284,3.83385520,-1.25597429,0.03978805,-0.00536583,0.70369840,-0.32346731,0.01215490,-0.00386080,0.00000000,-0.00000000,1.40982023,-0.57902692,1.52630327,-0.51735612,0.03977343,-0.00532970,1.58769662,-0.48130250
