energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.80190095,2.38633152,0.24806108,0.23808441,0.00174093,0.59237530,0.08008557,0.74904019,0.65526977,0.57780943
-5.79589795,2.35181895,0.24615198,0.22959325,0.00185464,0.58131310,0.08179620,0.74216243,0.64301938,0.56368692
-5.78989495,2.32490879,0.24519089,0.22211294,0.00196490,0.57220112,0.08362769,0.73778453,0.63278205,0.55217805
-5.78389195,2.30434509,0.24516599,0.21568447,0.00206996,0.56445897,0.08553006,0.73578840,0.62390169,0.54267200
-5.77788894,2.28881273,0.24603953,0.21031686,0.00216816,0.55754278,0.08744677,0.73597730,0.61576275,0.53459870
-5.77188594,2.27699121,0.24775220,0.20599077,0.00225796,0.55096127,0.08931672,0.73809022,0.60780823,0.52744486
-5.76588294,2.26760857,0.25022832,0.20266320,0.00233805,0.54428948,0.09107648,0.74181893,0.59955491,0.52076715
-5.75987994,2.25949312,0.25338164,0.20027274,0.00240734,0.53717982,0.09266276,0.74682692,0.59060553,0.51420243
-5.75387694,2.25162046,0.25712119,0.19874519,0.00246512,0.52937009,0.09401494,0.75276896,0.58065757,0.50747474
-5.74787394,2.24315413,0.26135705,0.19799904,0.00251102,0.52068842,0.09507750,0.75931038,0.56950862,0.50039903
-5.74187094,2.23347779,0.26600558,0.19795079,0.00254513,0.51105507,0.09580231,0.76614492,0.55705816,0.49288164
-5.73586793,2.22221796,0.27099394,0.19851951,0.00256801,0.50048113,0.09615058,0.77301040,0.54330601,0.48491772
-5.72986493,2.20925640,0.27626367,0.19963075,0.00258073,0.48906440,0.09609450,0.77970151,0.52834763,0.47658582
-5.72386193,2.19473187,0.28177321,0.20121943,0.00258490,0.47698265,0.09561834,0.78607902,0.51236659,0.46803999
-5.71785893,2.17903162,0.28749927,0.20323181,0.00258263,0.46448472,0.09471912,0.79207543,0.49562475,0.45949990
-5.71185593,2.16277330,0.29343712,0.20562637,0.00257661,0.45187980,0.09340665,0.79769670,0.47845054,0.45123925
-5.70585293,2.14677845,0.29959994,0.20837380,0.00256998,0.43952548,0.09170318,0.80302038,0.46122588,0.44357327
-5.69984992,2.13203910,0.30601718,0.21145612,0.00256638,0.42781490,0.08964248,0.80819039,0.44437243,0.43684552
-5.69384692,2.11967915,0.31273234,0.21486514,0.00256984,0.41716364,0.08726847,0.81340902,0.42833745,0.43141468
-5.68784392,2.11091228,0.31980032,0.21860036,0.00258474,0.40799654,0.08463353,0.81892660,0.41357990,0.42764166
-5.68184092,2.10699829,0.32728441,0.22266663,0.00261572,0.40073504,0.08179653,0.82502966,0.40055713,0.42587740
-5.67583792,2.10919932,0.33525328,0.22707164,0.00266758,0.39578519,0.07882071,0.83202812,0.38971234,0.42645168
-5.66983492,2.11873766,0.34377816,0.23182346,0.00274515,0.39352652,0.07577140,0.84024228,0.38146327,0.42966314
-5.66383192,2.13675604,0.35293011,0.23692834,0.00285322,0.39430201,0.07271390,0.84998998,0.37619194,0.43577057
-5.65782891,2.16428147,0.36277770,0.24238881,0.00299635,0.39840916,0.06971137,0.86157465,0.37423573,0.44498559
-5.65182591,2.20219312,0.37338497,0.24820217,0.00317878,0.40609214,0.06682294,0.87527431,0.37587957,0.45746660
-5.64582291,2.25119454,0.38480966,0.25435944,0.00340424,0.41753510,0.06410215,0.89133199,0.38134932,0.47331403
-5.63981991,2.31179025,0.39710161,0.26084473,0.00367584,0.43285642,0.06159564,0.90994751,0.39080619,0.49256670
-5.63381691,2.38426671,0.41030136,0.26763504,0.00399592,0.45210411,0.05934218,0.93127065,0.40434208,0.51519929
-5.62781391,2.46867731,0.42443854,0.27470031,0.00436590,0.47525211,0.05737206,0.95539562,0.42197579,0.54112070
-5.62181091,2.56483148,0.43953026,0.28200381,0.00478615,0.50219766,0.05570683,0.98235680,0.44365025,0.57017341
-5.61580790,2.67228758,0.45557924,0.28950262,0.00525589,0.53275977,0.05435933,1.01212549,0.46923048,0.60213374
-5.60980490,2.79034976,0.47257160,0.29714821,0.00577312,0.56667889,0.05333406,1.04460760,0.49850280,0.63671309
-5.60380190,2.91806894,0.49047452,0.30488706,0.00633451,0.60361807,0.05262767,1.07964232,0.53117511,0.67356022
-5.59779890,3.05424837,0.50923365,0.31266122,0.00693544,0.64316555,0.05222977,1.11700165,0.56687869,0.71226486
-5.59179590,3.19745414,0.52877053,0.32040882,0.00756997,0.68483936,0.05212378,1.15639098,0.60517164,0.75236253
-5.58579290,3.34603143,0.54898024,0.32806456,0.00823091,0.72809375,0.05228790,1.19745081,0.64554430,0.79334111
-5.57978989,3.49812701,0.56972943,0.33556017,0.00890992,0.77232791,0.05269607,1.23975986,0.68742679,0.83464894
-5.57378689,3.65171848,0.59085514,0.34282496,0.00959768,0.81689691,0.05331897,1.28283992,0.73019884,0.87570479
-5.56778389,3.80465084,0.61216456,0.34978645,0.01028407,0.86112485,0.05412498,1.32616240,0.77320208,0.91590959
-5.56178089,3.95468011,0.63343611,0.35637119,0.01095842,0.90432026,0.05508099,1.36915714,0.81575454,0.95465994
-5.55577789,4.09952404,0.65442191,0.36250585,0.01160977,0.94579329,0.05615322,1.41122334,0.85716743,0.99136312
-5.54977489,4.23691892,0.67485194,0.36811866,0.01222720,0.98487446,0.05730790,1.45174273,0.89676358,1.02545327
-5.54377189,4.36468134,0.69443967,0.37314105,0.01280016,1.02093438,0.05851187,1.49009478,0.93389730,1.05640846
-5.53776888,4.48077334,0.71288941,0.37750981,0.01331877,1.05340380,0.05973308,1.52567380,0.96797489,1.08376792
-5.53176588,4.58336854,0.72990492,0.38116934,0.01377421,1.08179332,0.06094109,1.55790725,0.99847514,1.10714892
-5.52576288,4.67091711,0.74519906,0.38407427,0.01415896,1.10571185,0.06210742,1.58627488,1.02496892,1.12626254
-5.51975988,4.74220652,0.75850418,0.38619209,0.01446717,1.12488313,0.06320594,1.61032771,1.04713711,1.14092761
-5.51375688,4.79641554,0.76958271,0.38750580,0.01469481,1.13915940,0.06421319,1.62970632,1.06478589,1.15108222
-5.50775388,4.83315845,0.77823731,0.38801632,0.01483992,1.14853155,0.06510877,1.64415717,1.07785867,1.15679189
-5.50175088,4.85251703,0.78432025,0.38774460,0.01490269,1.15313508,0.06587561,1.65354639,1.08644389,1.15825408
-5.49574787,4.85505802,0.78774133,0.38673313,0.01488553,1.15325138,0.06650034,1.65787002,1.09077821,1.15579843
-5.48974487,4.84183449,0.78847390,0.38504681,0.01479302,1.14930413,0.06697360,1.65725997,1.09124452,1.14988254
-5.48374187,4.81436985,0.78655859,0.38277295,0.01463183,1.14185052,0.06729035,1.65198512,1.08836481,1.14108303
-5.47773887,4.77462427,0.78210435,0.38002035,0.01441053,1.13156755,0.06745014,1.64244728,1.08278778,1.13008213
-5.47173587,4.72494395,0.77528680,0.37691737,0.01413938,1.11923367,0.06745728,1.62917171,1.07527148,1.11764991
-5.46573287,4.66799431,0.76634368,0.37360902,0.01382999,1.10570624,0.06732096,1.61279235,1.06666148,1.10462272
-5.45972986,4.60667908,0.75556755,0.37025305,0.01349499,1.09189562,0.06705519,1.59403228,1.05786530,1.09187839
-5.45372686,4.54404791,0.74329607,0.36701515,0.01314769,1.07873655,0.06667867,1.57367971,1.04982376,1.08030901
-5.44772386,4.48319572,0.72990015,0.36406347,0.01280162,1.06715800,0.06621442,1.55256063,1.04348046,1.07079215
-5.44172086,4.42715718,0.71577046,0.36156254,0.01247019,1.05805239,0.06568924,1.53150906,1.03975027,1.06416153
-5.43571786,4.37880057,0.70130295,0.35966694,0.01216626,1.05224528,0.06513299,1.51133593,1.03948806,1.06117813
-5.42971486,4.34072468,0.68688393,0.35851487,0.01190179,1.05046670,0.06457768,1.49279816,1.04345867,1.06250280
-5.42371186,4.31516297,0.67287542,0.35822201,0.01168750,1.05332500,0.06405640,1.47656896,1.05230930,1.06867138
-5.41770885,4.30389868,0.65960144,0.35887588,0.01153255,1.06128426,0.06360207,1.46321082,1.06654517,1.08007317
-5.41170585,4.30819422,0.64733574,0.36053098,0.01144436,1.07464610,0.06324618,1.45315230,1.08650940,1.09693370
-5.40570285,4.32873780,0.63629172,0.36320497,0.01142834,1.09353639,0.06301743,1.44666970,1.11236775,1.11930239
-5.39969985,4.36560952,0.62661474,0.36687616,0.01148783,1.11789763,0.06294036,1.44387444,1.14409883,1.14704569
-5.39369685,4.41826847,0.61837738,0.37148232,0.01162401,1.14748706,0.06303414,1.44470681,1.18149001,1.17984596
-5.38769385,4.48556153,0.61157768,0.37692113,0.01183587,1.18188083,0.06331148,1.44893635,1.22413934,1.21720641
-5.38169085,4.56575384,0.60614054,0.38305207,0.01212031,1.22048392,0.06377767,1.45616902,1.27146329,1.25846186
-5.37568784,4.65658006,0.60192211,0.38969995,0.01247218,1.26254588,0.06443001,1.46586084,1.32271021,1.30279517
-5.36968484,4.75531458,0.59871704,0.39665977,0.01288447,1.30718149,0.06525746,1.47733754,1.37697900,1.34925891
-5.36368184,4.85885854,0.59626819,0.40370295,0.01334850,1.35339618,0.06624062,1.48981938,1.43324256,1.39680155
-5.35767884,4.96384023,0.59427836,0.41058450,0.01385415,1.40011499,0.06735212,1.50245022,1.49037516,1.44429744
-5.35167584,5.06672566,0.59242354,0.41705101,0.01439010,1.44621450,0.06855729,1.51432955,1.54718301,1.49057952
-5.34567284,5.16393506,0.59036711,0.42284909,0.01494415,1.49055649,0.06981521,1.52454632,1.60243710,1.53447390
-5.33966983,5.25196130,0.58777432,0.42773394,0.01550351,1.53202235,0.07107999,1.53221299,1.65490720,1.57483498
-5.33366683,5.32748589,0.58432646,0.43147763,0.01605513,1.56954712,0.07230234,1.53649864,1.70339621,1.61057997
-5.32766383,5.38748847,0.57973414,0.43387697,0.01658602,1.60215199,0.07343129,1.53665979,1.74677358,1.64072184
-5.32166083,5.42934591,0.57374918,0.43476035,0.01708356,1.62897423,0.07441596,1.53206757,1.78400697,1.66439934
-5.31565783,5.45091758,0.56617460,0.43399364,0.01753584,1.64929360,0.07520747,1.52223048,1.81419109,1.68090322
-5.30965483,5.45061392,0.55687240,0.43148458,0.01793197,1.66255423,0.07576061,1.50681179,1.83657287,1.68969781
-5.30365183,5.42744602,0.54576886,0.42718581,0.01826230,1.66838145,0.07603556,1.48564108,1.85057225,1.69043713
-5.29764882,5.38105477,0.53285725,0.42109623,0.01851876,1.66659280,0.07599923,1.45871956,1.85579780,1.68297512
-5.29164582,5.31171895,0.51819791,0.41326077,0.01869501,1.65720297,0.07562647,1.42621929,1.85205697,1.66736962
-5.28564282,5.22034211,0.50191588,0.40376863,0.01878660,1.64042260,0.07490089,1.38847636,1.83936039,1.64388008
-5.27963982,5.10841946,0.48419612,0.39274998,0.01879116,1.61665082,0.07381535,1.34597859,1.81792027,1.61295914
-5.27363682,4.97798604,0.46527682,0.38037145,0.01870839,1.58646196,0.07237211,1.29934845,1.78814301,1.57523836
-5.26763382,4.83154852,0.44544092,0.36683046,0.01854011,1.55058688,0.07058264,1.24932187,1.75061619,1.53150874
-5.26163082,4.67200347,0.42500647,0.35234878,0.01829020,1.50988954,0.06846710,1.19672411,1.70609041,1.48269678
-5.25562781,4.50254507,0.40431604,0.33716549,0.01796447,1.46533968,0.06605347,1.14244345,1.65545672,1.42983682
-5.24962481,4.32656578,0.38372580,0.32152966,0.01757049,1.41798258,0.06337655,1.08740400,1.59972027,1.37404071
-5.24362181,4.14755360,0.36359447,0.30569305,0.01711739,1.36890683,0.06047670,1.03253842,1.53997109,1.31646580
-5.23761881,3.96898930,0.34427275,0.28990310,0.01661553,1.31921139,0.05739845,0.97876165,1.47735311,1.25828228
-5.23161581,3.79424725,0.32609341,0.27439645,0.01607625,1.26997282,0.05418910,0.92694651,1.41303225,1.20064095
-5.22561281,3.62650284,0.30936234,0.25939326,0.01551145,1.22221397,0.05089732,0.87790181,1.34816473,1.14464232
-5.21960980,3.46864951,0.29435089,0.24509239,0.01493327,1.17687497,0.04757182,0.83235373,1.28386674,1.09130791
-5.21360680,3.32322768,0.28128955,0.23166781,0.01435373,1.13478752,0.04426011,0.79093091,1.22118616,1.04155472
-5.20760380,3.19236764,0.27036315,0.21926610,0.01378430,1.09665327,0.04100752,0.75415344,1.16107750,0.99617325
-5.20160080,3.07774777,0.26170767,0.20800524,0.01323562,1.06302686,0.03785634,0.72242618,1.10438066,0.95580994
-5.19559780,2.98056896,0.25540858,0.19797464,0.01271717,1.03430412,0.03484524,0.69603625,1.05180410,0.92095407
-5.18959480,2.90154571,0.25150079,0.18923641,0.01223697,1.01071573,0.03200895,0.67515467,1.00391301,0.89192973
-5.18359180,2.84091354,0.24997009,0.18182771,0.01180140,0.99232642,0.02937811,0.65984195,0.96112263,0.86889262
-5.17758879,2.79845223,0.25075597,0.17576411,0.01141503,0.97903956,0.02697942,0.65005736,0.92369675,0.85183196
-5.17158579,2.77352346,0.25375582,0.17104377,0.01108051,0.97060694,0.02483599,0.64567136,0.89175147,0.84057710
-5.16558279,2.76512141,0.25883017,0.16765228,0.01079860,0.96664336,0.02296780,0.64648072,0.86526370,0.83480873
-5.15957979,2.77193422,0.26580899,0.16556786,0.01056814,0.96664522,0.02139235,0.65222582,0.84408412,0.83407412
-5.15357679,2.79241389,0.27449870,0.16476679,0.01038624,0.97001264,0.02012540,0.66260936,0.82795378,0.83780599
-5.14757379,2.82485206,0.28468985,0.16522868,0.01024840,0.97607414,0.01918169,0.67731578,0.81652383,0.84534433
-5.14157079,2.86745863,0.29616500,0.16694149,0.01014875,0.98411300,0.01857573,0.69603075,0.80937732,0.85596050
-5.13556778,2.91844046,0.30870677,0.16990589,0.01008034,0.99339434,0.01832244,0.71845972,0.80605225,0.86888275
-5.12956478,2.97607691,0.32210558,0.17413882,0.01003540,1.00319198,0.01843771,0.74434493,0.80606485,0.88332250
-5.12356178,3.03878932,0.33616695,0.17967605,0.01000570,1.01281407,0.01893885,0.77348004,0.80893225,0.89850026
-5.11755878,3.10520178,0.35071797,0.18657344,0.00998287,1.02162666,0.01984474,0.80572151,0.81419346,0.91367061
-5.11155578,3.17419041,0.36561268,0.19490699,0.00995872,1.02907427,0.02117585,0.84099640,0.82142794,0.92814514
-5.10555278,3.24491942,0.38073613,0.20477130,0.00992554,1.03469689,0.02295398,0.87930571,0.83027097,0.94131276
-5.09954977,3.31686201,0.39600690,0.21627672,0.00987643,1.03814277,0.02520170,0.92072317,0.84042535,0.95265655
-5.09354677,3.38980555,0.41137794,0.22954501,0.00980548,1.03917665,0.02794163,0.96538919,0.85166880,0.96176664
-5.08754377,3.46384040,0.42683559,0.24470371,0.00970800,1.03768314,0.03119541,1.01350008,0.86385715,0.96834871
-5.08154077,3.53933310,0.44239689,0.26187944,0.00958067,1.03366545,0.03498254,1.06529271,0.87692306,0.97222781
-5.07553777,3.61688516,0.45810515,0.28119031,0.00942160,1.02723943,0.03931895,1.12102540,0.89087065,0.97334760
-5.06953477,3.69727923,0.47402412,0.30273771,0.00923038,1.01862349,0.04421563,1.18095554,0.90576643,0.97176498
-5.06353177,3.78141560,0.49023084,0.32659806,0.00900805,1.00812499,0.04967706,1.24531517,0.92172707,0.96764064
-5.05752876,3.87024192,0.50680774,0.35281455,0.00875698,0.99612362,0.05569984,1.31428561,0.93890492,0.96122608
-5.05152576,3.96468008,0.52383431,0.38138968,0.00848079,0.98305297,0.06227132,1.38797246,0.95747200,0.95284775
-5.04552276,4.06555387,0.54137878,0.41227866,0.00818412,0.96938090,0.06936847,1.46638239,0.97760364,0.94288925
-5.03951976,4.17352146,0.55949030,0.44538434,0.00787247,0.95558987,0.07695704,1.54940302,0.99946258,0.93177247
-5.03351676,4.28901645,0.57819224,0.48055377,0.00755191,0.94215810,0.08499106,1.63678725,1.02318453,0.91993877
-5.02751376,4.41220060,0.59747672,0.51757687,0.00722887,0.92954252,0.09341269,1.72814302,1.04886626,0.90783097
-5.02151076,4.54293132,0.61730107,0.55618727,0.00690988,0.91816412,0.10215252,1.82292946,1.07655657,0.89587727
-5.01550775,4.68074557,0.63758616,0.59606548,0.00660131,0.90839650,0.11113033,1.92045992,1.10625111,0.88447760
-5.00950475,4.82486144,0.65821701,0.63684439,0.00630915,0.90055799,0.12025627,2.01991204,1.13789113,0.87399326
-5.00350175,4.97419758,0.67904546,0.67811691,0.00603878,0.89490742,0.12943240,2.12034480,1.17136630,0.86474003
-4.99749875,5.12740951,0.69989495,0.71944570,0.00579483,0.89164386,0.13855467,2.22072190,1.20652159,0.85698510
-4.99149575,5.28294125,0.72056709,0.76037446,0.00558102,0.89090976,0.14751514,2.31994058,1.24316767,0.85094757
-4.98549275,5.43908960,0.74084974,0.80044068,0.00540005,0.89279741,0.15620435,2.41686489,1.28109442,0.84680251
-4.97948974,5.59407792,0.76052610,0.83918906,0.00525356,0.89735798,0.16451391,2.51036170,1.32008661,0.84468792
-4.97348674,5.74613569,0.77938441,0.87618552,0.00514211,0.90461239,0.17233899,2.59933823,1.35994097,0.84471395
-4.96748374,5.89357991,0.79722772,0.91103093,0.00506523,0.91456338,0.17958080,2.68277928,1.40048361,0.84697381
-4.96148074,6.03489431,0.81388318,0.94337434,0.00502145,0.92720773,0.18614881,2.75978266,1.44158678,0.85155523
-4.95547774,6.16880256,0.82921054,0.97292521,0.00500844,0.94254791,0.19196281,2.82959135,1.48318387,0.85855181
-4.94947474,6.29433205,0.84310926,0.99946407,0.00502315,0.96060218,0.19695452,2.89162115,1.52528177,0.86807329
-4.94347174,6.41086514,0.85552408,1.02285155,0.00506193,0.98141258,0.20106898,2.94548269,1.56796977,0.88025384
-4.93746873,6.51817569,0.86644878,1.04303517,0.00512075,1.00504998,0.20426542,2.99099721,1.61142413,0.89525786
-4.93146573,6.61644926,0.87592799,1.06005396,0.00519538,1.03161595,0.20651781,3.02820541,1.65590798,0.91328240
-4.92546273,6.70628602,0.88405710,1.07404058,0.00528157,1.06124087,0.20781505,3.05736950,1.70176619,0.93455610
-4.91945973,6.78868641,0.89098037,1.08522096,0.00537524,1.09407839,0.20816074,3.07896821,1.74941495,0.95933420
-4.91345673,6.86502003,0.89688736,1.09391130,0.00547265,1.13029628,0.20757268,3.09368543,1.79932644,0.98788971
-4.90745373,6.93697912,0.90200803,1.10051262,0.00557055,1.17006381,0.20608212,3.10239280,1.85200871,1.02050087
-4.90145073,7.00651827,0.90660670,1.10550278,0.00566630,1.21353632,0.20373274,3.10612700,1.90798152,1.05743542
-4.89544772,7.07578285,0.91097522,1.10942619,0.00575796,1.26083755,0.20057949,3.10606262,1.96774879,1.09893217
-4.88944472,7.14702851,0.91542571,1.11288123,0.00584433,1.31204050,0.19668728,3.10348127,2.03176885,1.14518062
-4.88344172,7.22253479,0.92028307,1.11650572,0.00592498,1.36714782,0.19212957,3.09973806,2.10042333,1.19629983
-4.87743872,7.30451592,0.92587754,1.12096062,0.00600021,1.42607274,0.18698681,3.09622614,2.17398639,1.25231722
-4.87143572,7.39503169,0.93253756,1.12691218,0.00607098,1.48862154,0.18134496,3.09434018,2.25259530,1.31314873
-4.86543272,7.49590166,0.94058291,1.13501305,0.00613881,1.55447882,0.17529380,3.09543969,2.33622404,1.37858142
-4.85942971,7.60862566,0.95031839,1.14588259,0.00620565,1.62319642,0.16892528,3.10081295,2.42466127,1.44825948
-4.85342671,7.73431322,0.96202787,1.16008705,0.00627370,1.69418697,0.16233185,3.11164215,2.51749392,1.52167494
-4.84742371,7.87362453,0.97596883,1.17811997,0.00634527,1.76672291,0.15560473,3.12897065,2.61409773,1.59816370
-4.84142071,8.02672510,0.99236709,1.20038348,0.00642257,1.83994153,0.14883226,3.15367292,2.71363553,1.67690779
-4.83541771,8.19325561,1.01141196,1.22717110,0.00650754,1.91285620,0.14209814,3.18642773,2.81506401,1.75694409
-4.82941471,8.37231842,1.03325132,1.25865272,0.00660168,1.98437402,0.13547995,3.22769540,2.91714925,1.83717970
-4.82341171,8.56248107,1.05798688,1.29486220,0.00670591,2.05331941,0.12904759,3.27769943,3.01849089,1.91641381
-4.81740870,8.76179706,1.08566934,1.33568848,0.00682047,2.11846317,0.12286200,3.33641312,3.11755452,1.99336538
-4.81140570,8.96784316,1.11629363,1.38087033,0.00694481,2.17855589,0.11697400,3.40355170,3.21271124,2.06670590
-4.80540270,9.17777216,1.14979412,1.42999558,0.00707759,2.23236474,0.11142351,3.47857018,3.30228310,2.13509604
-4.79939970,9.38837944,1.18604017,1.48250466,0.00721668,2.27871203,0.10623891,3.56066731,3.38459286,2.19722468
-4.79339670,9.59618106,1.22483197,1.53769907,0.00735921,2.31651395,0.10143686,3.64879579,3.45801591,2.25184889
-4.78739370,9.79750096,1.26589728,1.59475434,0.00750172,2.34481800,0.09702244,3.74167876,3.52103256,2.29783310
-4.78139070,9.98856448,1.30888911,1.65273759,0.00764026,2.36283723,0.09298958,3.83783257,3.57227823,2.33418574
-4.77538769,10.16559539,1.35338499,1.71062915,0.00777059,2.36997988,0.08932197,3.93559549,3.61058970,2.36009192
-4.76938469,10.32491345,1.39888808,1.76734779,0.00788841,2.36587309,0.08599418,4.03316215,3.63504541,2.37494054
-4.76338169,10.46302993,1.44483057,1.82177880,0.00798958,2.35037950,0.08297312,4.12862304,3.64499822,2.37834482
-4.75737869,10.57673850,1.49057965,1.87280418,0.00807034,2.32360611,0.08021972,4.22000847,3.64009937,2.37015542
-4.75137569,10.66319939,1.53544639,1.91933398,0.00812755,2.28590503,0.07769072,4.30533611,3.62031288,2.35046566
-4.74537269,10.72001481,1.57869752,1.96033774,0.00815892,2.23786607,0.07534061,4.38266101,3.58592008,2.31960869
-4.73936968,10.74529433,1.61957021,1.99487511,0.00816317,2.18030173,0.07312351,4.45012708,3.53751427,2.27814714
-4.73336668,10.73770893,1.65728950,2.02212454,0.00814021,2.11422525,0.07099501,4.50601855,3.47598619,2.22685565
-4.72736368,10.69653276,1.69108814,2.04140903,0.00809123,2.04082284,0.06891380,4.54880999,3.40250120,2.16669741
-4.72136068,10.62167206,1.72022812,2.05221823,0.00801875,1.96142129,0.06684319,4.57721338,3.31846930,2.09879572
-4.71535768,10.51368060,1.74402326,2.05422577,0.00792665,1.87745250,0.06475221,4.59022057,3.22550942,2.02440205
-4.70935468,10.37376132,1.76186187,2.04730147,0.00782012,1.79041617,0.06261655,4.58713957,3.12540940,1.94486179
-4.70335168,10.20375376,1.77322858,2.03151773,0.00770551,1.70184226,0.06041909,4.56762309,3.02008319,1.86157917
-4.69734867,10.00610709,1.77772424,2.00714992,0.00759022,1.61325434,0.05815007,4.53168791,2.91152652,1.77598246
-4.69134567,9.78383854,1.77508291,1.97467060,0.00748250,1.52613498,0.05580703,4.47972396,2.80177225,1.68949067
-4.68534267,9.54047730,1.76518487,1.93473764,0.00739113,1.44189415,0.05339438,4.41249200,2.69284650,1.60348254
-4.67933967,9.27999404,1.74806498,1.88817658,0.00732525,1.36184104,0.05092269,4.33110960,2.58672620,1.51926845
-4.67333667,9.00671676,1.72391567,1.83595778,0.00729397,1.28716002,0.04840786,4.23702509,2.48529881,1.43806584
-4.66733367,8.72523390,1.69308410,1.77916888,0.00730607,1.21889061,0.04586998,4.13197986,2.39032456,1.36097829
-4.66133067,8.44028641,1.65606359,1.71898366,0.00736972,1.15791181,0.04333222,4.01795992,2.30340167,1.28897830
-4.65532766,8.15665083,1.61347927,1.65662807,0.00749209,1.10493027,0.04081958,3.89713803,2.22593473,1.22289379
-4.64932466,7.87901635,1.56606857,1.59334470,0.00767911,1.06047257,0.03835772,3.77180818,2.15910672,1.16339818
-4.64332166,7.61185926,1.51465733,1.53035685,0.00793517,1.02488099,0.03597171,3.64431481,2.10385493,1.11100379
