energy_ev,total_up,Cd_p_up,Cd_d_up,Pb_p_up,Pb_d_up,Se_s_up,Se_p_up
-5.85592796,1.51308535,1.15927446,0.20533983,0.39368173,0.00235882,0.16935105,0.56473870
-5.84992496,1.54443674,1.19897079,0.20535097,0.42363335,0.00238483,0.16709283,0.56637389
-5.84392196,1.57593490,1.23899140,0.20536696,0.45354420,0.00240979,0.16480995,0.56808258
-5.83791896,1.60679885,1.27853958,0.20532829,0.48296171,0.00243266,0.16247956,0.56967784
-5.83191596,1.63617916,1.31676442,0.20516725,0.51141696,0.00245235,0.16007041,0.57094506
-5.82591296,1.66319341,1.35278992,0.20481223,0.53843721,0.00246780,0.15754587,0.57165358
-5.81990995,1.68696507,1.38574703,0.20419256,0.56355941,0.00247798,0.15486736,0.57156965
-5.81390695,1.70666384,1.41480712,0.20324333,0.58634421,0.00248204,0.15199787,0.57046981
-5.80790395,1.72154546,1.43921523,0.20191020,0.60638994,0.00247927,0.14890542,0.56815412
-5.80190095,1.73098878,1.45832153,0.20015370,0.62334579,0.00246923,0.14556615,0.56445845
-5.79589795,1.73452822,1.47160926,0.19795287,0.63692381,0.00245174,0.14196692,0.55926508
-5.78989495,1.73187975,1.47871789,0.19530801,0.64690891,0.00242694,0.13810736,0.55251116
-5.78389195,1.72295928,1.47946022,0.19224232,0.65316660,0.00239527,0.13400107,0.54419445
-5.77788894,1.70789205,1.47383250,0.18880242,0.65564796,0.00235752,0.12967604,0.53437613
-5.77188594,1.68701289,1.46201709,0.18505761,0.65439153,0.00231476,0.12517427,0.52318050
-5.76588294,1.66085691,1.44437731,0.18109793,0.64952216,0.00226835,0.12055056,0.51079156
-5.75987994,1.63014119,1.42144486,0.17703111,0.64124659,0.00221986,0.11587063,0.49744675
-5.75387694,1.59573822,1.39390012,0.17297853,0.62984622,0.00217104,0.11120859,0.48342797
-5.74787394,1.55864225,1.36254634,0.16907034,0.61566705,0.00212377,0.10664392,0.46905053
-5.74187094,1.51993005,1.32827884,0.16544003,0.59910748,0.00207992,0.10225822,0.45465042
-5.73586793,1.48071797,1.29205048,0.16221863,0.58060436,0.00204134,0.09813166,0.44057054
-5.72986493,1.44211700,1.25483502,0.15952885,0.56061784,0.00200975,0.09433964,0.42714653
-5.72386193,1.40518799,1.21758998,0.15747941,0.53961581,0.00198668,0.09094940,0.41469279
-5.71785893,1.37089885,1.18122047,0.15615975,0.51805846,0.00197336,0.08801721,0.40348939
-5.71185593,1.34008572,1.14654561,0.15563551,0.49638353,0.00197074,0.08558574,0.39377033
-5.70585293,1.31341961,1.11426902,0.15594485,0.47499308,0.00197935,0.08368225,0.38571372
-5.69984992,1.29138001,1.08495438,0.15709577,0.45424196,0.00199934,0.08231719,0.37943429
-5.69384692,1.27423652,1.05900722,0.15906474,0.43442864,0.00203041,0.08148362,0.37497839
-5.68784392,1.26203930,1.03666353,0.16179644,0.41578862,0.00207184,0.08115730,0.37232197
-5.68184092,1.25461859,1.01798556,0.16520491,0.39849052,0.00212249,0.08129740,0.37137119
-5.67583792,1.25159340,1.00286495,0.16917587,0.38263506,0.00218083,0.08184795,0.37196608
-5.66983492,1.25238881,0.99103287,0.17357024,0.36825669,0.00224501,0.08273980,0.37388664
-5.66383192,1.25626127,0.98207672,0.17822872,0.35532788,0.00231288,0.08389313,0.37686151
-5.65782891,1.26233058,0.97546245,0.18297720,0.34376558,0.00238209,0.08522033,0.38057858
-5.65182591,1.26961738,0.97056161,0.18763287,0.33343964,0.00245016,0.08662915,0.38469716
-5.64582291,1.27708439,0.96668180,0.19201068,0.32418266,0.00251458,0.08802599,0.38886134
-5.63981991,1.28367965,0.96309926,0.19593000,0.31580085,0.00257287,0.08931927,0.39271379
-5.63381691,1.28838009,0.95909217,0.19922118,0.30808530,0.00262271,0.09042260,0.39590968
-5.62781391,1.29023341,0.95397321,0.20173166,0.30082328,0.00266197,0.09125778,0.39812991
-5.62181091,1.28839679,0.94712024,0.20333150,0.29380900,0.00268882,0.09175744,0.39909343
-5.61580790,1.28217071,0.93800364,0.20391812,0.28685343,0.00270180,0.09186717,0.39856789
-5.60980490,1.27102678,0.92620951,0.20341992,0.27979282,0.00269984,0.09154725,0.39637852
-5.60380190,1.25462851,0.91145782,0.20179884,0.27249562,0.00268230,0.09077371,0.39241471
-5.59779890,1.23284440,0.89361503,0.19905167,0.26486761,0.00264901,0.08953882,0.38663426
-5.59179590,1.20575311,0.87270079,0.19521012,0.25685509,0.00260027,0.08785098,0.37906513
-5.58579290,1.17364078,0.84888880,0.19033967,0.24844617,0.00253681,0.08573403,0.36980471
-5.57978989,1.13699094,0.82250201,0.18453734,0.23967018,0.00245978,0.08322605,0.35901685
-5.57378689,1.09646773,0.79400262,0.17792841,0.23059540,0.00237072,0.08037761,0.34692662
-5.56778389,1.05289341,0.76397745,0.17066238,0.22132525,0.00227147,0.07724978,0.33381338
-5.56178089,1.00722126,0.73311949,0.16290822,0.21199329,0.00216416,0.07391174,0.32000217
-5.55577789,0.96050527,0.70220646,0.15484926,0.20275730,0.00205111,0.07043827,0.30585414
-5.54977489,0.91386766,0.67207724,0.14667782,0.19379270,0.00193476,0.06690711,0.29175601
-5.54377189,0.86846577,0.64360695,0.13858981,0.18528574,0.00181762,0.06339644,0.27810922
-5.53776888,0.82545927,0.61768166,0.13077951,0.17742668,0.00170219,0.05998237,0.26531892
-5.53176588,0.78597876,0.59517323,0.12343458,0.17040326,0.00159093,0.05673667,0.25378322
-5.52576288,0.75109669,0.57691507,0.11673164,0.16439472,0.00148614,0.05372479,0.24388281
-5.51975988,0.72180103,0.56367918,0.11083219,0.15956652,0.00138999,0.05100412,0.23597125
-5.51375688,0.69897246,0.55615506,0.10587925,0.15606588,0.00130445,0.04862266,0.23036598
-5.50775388,0.68336504,0.55493051,0.10199453,0.15401834,0.00123125,0.04661799,0.22734032
-5.50175088,0.67559068,0.56047496,0.09927623,0.15352520,0.00117185,0.04501662,0.22711632
-5.49574787,0.67610740,0.57312512,0.09779744,0.15466201,0.00112749,0.04383368,0.22985869
-5.48974487,0.68521113,0.59307346,0.09760514,0.15747791,0.00109911,0.04307296,0.23566983
-5.48374187,0.70303114,0.62035944,0.09871968,0.16199578,0.00108739,0.04272717,0.24458596
-5.47773887,0.72952870,0.65486385,0.10113484,0.16821315,0.00109276,0.04277859,0.25657453
-5.47173587,0.76449898,0.69630632,0.10481830,0.17610363,0.00111537,0.04319981,0.27153281
-5.46573287,0.80757587,0.74424632,0.10971261,0.18561876,0.00115514,0.04395474,0.28928807
-5.45972986,0.85823966,0.79808765,0.11573658,0.19669019,0.00121175,0.04499978,0.30959907
-5.45372686,0.91582733,0.85708675,0.12278700,0.20923191,0.00128468,0.04628508,0.33215923
-5.44772386,0.97954545,0.92036483,0.13074086,0.22314251,0.00137318,0.04775594,0.35660147
-5.44172086,1.04848521,0.98692374,0.13945783,0.23830729,0.00147632,0.04935421,0.38250472
-5.43571786,1.12163973,1.05566552,0.14878314,0.25460012,0.00159300,0.05101979,0.40940206
-5.42971486,1.19792303,1.12541538,0.15855065,0.27188499,0.00172194,0.05269208,0.43679052
-5.42371186,1.27619050,1.19494744,0.16858630,0.29001719,0.00186170,0.05431150,0.46414222
-5.41770885,1.35526047,1.26301290,0.17871157,0.30884412,0.00201073,0.05582083,0.49091675
-5.41170585,1.43393620,1.32836959,0.18874716,0.32820568,0.00216732,0.05716662,0.51657429
-5.40570285,1.51102812,1.38981216,0.19851660,0.34793445,0.00232966,0.05830035,0.54058930
-5.39969985,1.58537543,1.44620183,0.20784980,0.36785555,0.00249584,0.05917957,0.56246410
-5.39369685,1.65586674,1.49649469,0.21658639,0.38778649,0.00266385,0.05976882,0.58174195
-5.38769385,1.72145921,1.53976753,0.22457876,0.40753706,0.00283164,0.06004035,0.59801927
-5.38169085,1.78119569,1.57524020,0.23169479,0.42690938,0.00299707,0.05997464,0.61095618
-5.37568784,1.83421960,1.60229378,0.23782007,0.44569844,0.00315801,0.05956072,0.62028539
-5.36968484,1.87978728,1.62048390,0.24285963,0.46369312,0.00331229,0.05879619,0.62581863
-5.36368184,1.91727770,1.62954872,0.24673922,0.48067802,0.00345780,0.05768706,0.62745074
-5.35767884,1.94619956,1.62941158,0.24940590,0.49643603,0.00359245,0.05624729,0.62516109
-5.35167584,1.96619591,1.62017839,0.25082830,0.51075187,0.00371426,0.05449818,0.61901232
-5.34567284,1.97704646,1.60212995,0.25099621,0.52341658,0.00382136,0.05246752,0.60914660
-5.33966983,1.97866792,1.57571012,0.24991994,0.53423283,0.00391205,0.05018861,0.59577959
-5.33366683,1.97111267,1.54151026,0.24762911,0.54302109,0.00398484,0.04769912,0.57919237
-5.32766383,1.95456603,1.50025107,0.24417134,0.54962634,0.00403846,0.04503991,0.55972192
-5.32166083,1.92934243,1.45276266,0.23961061,0.55392526,0.00407194,0.04225382,0.53775038
-5.31565783,1.89588075,1.39996387,0.23402554,0.55583336,0.00408462,0.03938443,0.51369384
-5.30965483,1.85473887,1.34284172,0.22750759,0.55531196,0.00407617,0.03647495,0.48799090
-5.30365183,1.80658762,1.28243176,0.22015926,0.55237459,0.00404667,0.03356716,0.46109167
-5.29764882,1.75220395,1.21980001,0.21209223,0.54709238,0.00399655,0.03070049,0.43344743
-5.29164582,1.69246338,1.15602685,0.20342569,0.53959824,0.00392666,0.02791127,0.40550142
-5.28564282,1.62833142,1.09219314,0.19428457,0.53008938,0.00383825,0.02523215,0.37768087
-5.27963982,1.56085383,1.02936860,0.18479793,0.51882807,0.00373295,0.02269171,0.35039052
-5.27363682,1.49114555,0.96860229,0.17509737,0.50614033,0.00361273,0.02031422,0.32400758
-5.26763382,1.42037797,0.91091478,0.16531546,0.49241253,0.00347992,0.01811957,0.29887812
-5.26163082,1.34976457,0.85729163,0.15558415,0.47808574,0.00333711,0.01612342,0.27531475
-5.25562781,1.28054462,0.80867752,0.14603327,0.46364801,0.00318712,0.01433734,0.25359546
-5.24962481,1.21396513,0.76597047,0.13678893,0.44962463,0.00303292,0.01276920,0.23396326
-5.24362181,1.15126097,0.73001550,0.12797187,0.43656646,0.00287761,0.01142347,0.21662643
-5.23761881,1.09363337,0.70159721,0.11969589,0.42503682,0.00272426,0.01030172,0.20175920
-5.23161581,1.04222713,0.68143080,0.11206618,0.41559696,0.00257593,0.00940297,0.18950240
-5.22561281,0.99810682,0.67015125,0.10517763,0.40879070,0.00243552,0.00872415,0.17996407
-5.21960980,0.96223248,0.66830048,0.09911325,0.40512847,0.00230575,0.00826045,0.17321974
-5.21360680,0.93543538,0.67631273,0.09394257,0.40507124,0.00218906,0.00800567,0.16931231
-5.20760380,0.91839447,0.69449824,0.08972015,0.40901479,0.00208755,0.00795248,0.16825149
-5.20160080,0.91161421,0.72302605,0.08648429,0.41727479,0.00200296,0.00809263,0.17001284
-5.19559780,0.91540468,0.76190644,0.08425585,0.43007317,0.00193658,0.00841714,0.17453645
-5.18959480,0.92986458,0.81097414,0.08303735,0.44752627,0.00188926,0.00891641,0.18172547
-5.18359180,0.95486819,0.86987326,0.08281245,0.46963528,0.00186136,0.00958030,0.19144472
-5.17758879,0.99005690,0.93804533,0.08354564,0.49627943,0.00185274,0.01039829,0.20351957
-5.17158579,1.03483633,1.01472143,0.08518245,0.52721240,0.00186280,0.01135950,0.21773533
-5.16558279,1.08837946,1.09891985,0.08765006,0.56206224,0.00189043,0.01245290,0.23383758
-5.15957979,1.14963648,1.18945004,0.09085840,0.60033520,0.00193413,0.01366742,0.25153346
-5.15357679,1.21735166,1.28492396,0.09470173,0.64142355,0.00199195,0.01499226,0.27049434
-5.14757379,1.29008733,1.38377506,0.09906074,0.68461756,0.00206162,0.01641710,0.29035987
-5.14157079,1.36625470,1.48428532,0.10380507,0.72912132,0.00214057,0.01793253,0.31074352
-5.13556778,1.44415111,1.58461987,0.10879635,0.77407235,0.00222603,0.01953041,0.33123969
-5.12956478,1.52200282,1.68286863,0.11389150,0.81856428,0.00231509,0.02120435,0.35143207
-5.12356178,1.59801208,1.77709373,0.11894642,0.86167208,0.00240475,0.02295014,0.37090331
-5.11755878,1.67040709,1.86538130,0.12381974,0.90247900,0.00249209,0.02476620,0.38924545
-5.11155578,1.73749295,1.94589548,0.12837669,0.94010415,0.00257427,0.02665392,0.40607088
-5.10555278,1.79770181,2.01693278,0.13249282,0.97372968,0.00264866,0.02861798,0.42102336
-5.09954977,1.84964010,2.07697414,0.13605757,1.00262650,0.00271288,0.03066646,0.43378866
-5.09354677,1.89213080,2.12473264,0.13897730,1.02617733,0.00276491,0.03281080,0.44410421
-5.08754377,1.92424892,2.15919439,0.14117796,1.04389607,0.00280311,0.03506552,0.45176748
-5.08154077,1.94534852,2.17965078,0.14260704,1.05544260,0.00282625,0.03744778,0.45664255
-5.07553777,1.95507993,2.18572033,0.14323480,1.06063218,0.00283359,0.03997662,0.45866457
-5.06953477,1.95339639,2.17735912,0.14305475,1.05943923,0.00282482,0.04267196,0.45784187
-5.06353177,1.94054972,2.15485924,0.14208331,1.05199498,0.00280013,0.04555343,0.45425560
-5.05752876,1.91707515,2.11883516,0.14035864,1.03857929,0.00276011,0.04863896,0.44805688
-5.05152576,1.88376613,2.07019878,0.13793881,1.01960706,0.00270577,0.05194328,0.43946158
-5.04552276,1.84164021,2.01012427,0.13489926,0.99560974,0.00263845,0.05547631,0.42874296
-5.03951976,1.79189772,1.94000449,0.13132969,0.96721302,0.00255979,0.05924159,0.41622253
-5.03351676,1.73587525,1.86140094,0.12733070,0.93511174,0.00247165,0.06323484,0.40225944
-5.02751376,1.67499596,1.77598970,0.12301002,0.90004325,0.00237602,0.06744266,0.38723902
-5.02151076,1.61071929,1.68550577,0.11847880,0.86276051,0.00227498,0.07184162,0.37156081
-5.01550775,1.54449200,1.59168829,0.11384790,0.82400613,0.00217061,0.07639761,0.35562662
-5.00950475,1.47770286,1.49622891,0.10922449,0.78448869,0.00206492,0.08106574,0.33982908
-5.00350175,1.41164261,1.40072534,0.10470897,0.74486205,0.00195981,0.08579068,0.32454104
-4.99749875,1.34747070,1.30664166,0.10039230,0.70570874,0.00185703,0.09050753,0.31010615
-4.99149575,1.28618970,1.21527666,0.09635398,0.66752772,0.00175810,0.09514325,0.29683089
-4.98549275,1.22862798,1.12774083,0.09266051,0.63072698,0.00166434,0.09961853,0.28497813
-4.97948974,1.17543058,1.04494221,0.08936441,0.59562079,0.00157684,0.10385012,0.27476237
-4.97348674,1.12705803,0.96758090,0.08650388,0.56243149,0.00149643,0.10775349,0.26634650
-4.96748374,1.08379218,0.89615158,0.08410289,0.53129525,0.00142377,0.11124572,0.25984022
-4.96148074,1.04574809,0.83095294,0.08217173,0.50227116,0.00135927,0.11424851,0.25529975
-4.95547774,1.01289068,0.77210295,0.08070790,0.47535277,0.00130319,0.11669108,0.25272887
-4.94947474,0.98505472,0.71955851,0.07969728,0.45048137,0.00125563,0.11851295,0.25208099
-4.94347174,0.96196680,0.67313807,0.07911553,0.42755983,0.00121659,0.11966635,0.25326214
-4.93746873,0.94326792,0.63254589,0.07892949,0.40646646,0.00118597,0.12011823,0.25613474
-4.93146573,0.92853558,0.59739659,0.07909873,0.38706778,0.00116360,0.11985161,0.26052192
-4.92546273,0.91730435,0.56723900,0.07957699,0.36922986,0.00114929,0.11886644,0.26621249
-4.91945973,0.90908423,0.54157833,0.08031358,0.35282743,0.00114280,0.11717965,0.27296621
-4.91345673,0.90337630,0.51989608,0.08125477,0.33775066,0.00114391,0.11482464,0.28051957
-4.90745373,0.89968546,0.50166724,0.08234492,0.32390930,0.00115235,0.11185004,0.28859180
-4.90145073,0.89753026,0.48637451,0.08352767,0.31123436,0.00116787,0.10831790,0.29689123
-4.89544772,0.89645000,0.47351973,0.08474691,0.29967729,0.00119017,0.10430144,0.30512187
-4.88944472,0.89600952,0.46263241,0.08594776,0.28920722,0.00121893,0.09988233,0.31299016
-4.88344172,0.89580197,0.45327585,0.08707738,0.27980651,0.00125376,0.09514776,0.32021170
-4.87743872,0.89545026,0.44505108,0.08808581,0.27146514,0.00129422,0.09018747,0.32651798
-4.87143572,0.89460745,0.43759896,0.08892667,0.26417450,0.00133976,0.08509068,0.33166288
-4.86543272,0.89295672,0.43060106,0.08955791,0.25792110,0.00138973,0.07994334,0.33542866
-4.85942971,0.89021119,0.42377929,0.08994238,0.25268066,0.00144339,0.07482553,0.33763143
-4.85342671,0.88611385,0.41689503,0.09004842,0.24841306,0.00149984,0.06980930,0.33812572
-4.84742371,0.88043791,0.40974769,0.08985035,0.24505846,0.00155810,0.06495703,0.33680813
-4.84142071,0.87298753,0.40217303,0.08932887,0.24253494,0.00161703,0.06032018,0.33361971
-4.83541771,0.86359898,0.39404144,0.08847129,0.24073767,0.00167544,0.05593866,0.32854708
-4.82941471,0.85214211,0.38525607,0.08727168,0.23953977,0.00173204,0.05184062,0.32162221
-4.82341171,0.83852205,0.37575114,0.08573091,0.23879479,0.00178548,0.04804284,0.31292073
-4.81740870,0.82268089,0.36549009,0.08385645,0.23834054,0.00183443,0.04455142,0.30255895
-4.81140570,0.80459920,0.35446387,0.08166206,0.23800418,0.00187756,0.04136290,0.29068969
-4.80540270,0.78429713,0.34268920,0.07916737,0.23760810,0.00191361,0.03846564,0.27749699
-4.79939970,0.76183504,0.33020675,0.07639727,0.23697643,0.00194142,0.03584136,0.26319007
-4.79339670,0.73731339,0.31707935,0.07338122,0.23594166,0.00195999,0.03346679,0.24799673
-4.78739370,0.71087191,0.30339012,0.07015246,0.23435102,0.00196849,0.03131535,0.23215650
-4.78139070,0.68268791,0.28924059,0.06674716,0.23207246,0.00196629,0.02935872,0.21591381
-4.77538769,0.65297386,0.27474887,0.06320356,0.22899964,0.00195301,0.02756830,0.19951160
-4.76938469,0.62197417,0.26004779,0.05956110,0.22505598,0.00192851,0.02591651,0.18318539
-4.76338169,0.58996134,0.24528321,0.05585955,0.22019741,0.00189290,0.02437786,0.16715827
-4.75737869,0.55723155,0.23061248,0.05213828,0.21441384,0.00184656,0.02292974,0.15163687
-4.75137569,0.52409994,0.21620300,0.04843552,0.20772919,0.00179010,0.02155301,0.13680840
-4.74537269,0.49089561,0.20223109,0.04478780,0.20020024,0.00172435,0.02023237,0.12283883
-4.73936968,0.45795666,0.18888110,0.04122944,0.19191427,0.00165033,0.01895643,0.10987222
-4.73336668,0.42562524,0.17634470,0.03779220,0.18298562,0.00156922,0.01771764,0.09803112
-4.72736368,0.39424296,0.16482042,0.03450503,0.17355158,0.00148233,0.01651205,0.08741783
-4.72136068,0.36414667,0.15451333,0.03139393,0.16376761,0.00139105,0.01533893,0.07811649
-4.71535768,0.33566464,0.14563483,0.02848195,0.15380228,0.00129680,0.01420030,0.07019566
-4.70935468,0.30911336,0.13840238,0.02578925,0.14383218,0.00120101,0.01310043,0.06371127
-4.70335168,0.28479479,0.13303905,0.02333324,0.13403680,0.00110508,0.01204525,0.05870970
-4.69734867,0.26299410,0.12977284,0.02112880,0.12459387,0.00101032,0.01104186,0.05523070
-4.69134567,0.24397791,0.12883543,0.01918852,0.11567507,0.00091797,0.01009800,0.05331003
-4.68534267,0.22799275,0.13046044,0.01752297,0.10744223,0.00082913,0.00922160,0.05298163
-4.67933967,0.21526380,0.13488083,0.01614099,0.10004423,0.00074478,0.00842038,0.05427909
-4.67333667,0.20599358,0.14232544,0.01504993,0.09361441,0.00066577,0.00770154,0.05723641
-4.66733367,0.20036065,0.15301462,0.01425586,0.08826860,0.00059279,0.00707146,0.06188797
-4.66133067,0.19851806,0.16715479,0.01376377,0.08410364,0.00052640,0.00653551,0.06826762
-4.65532766,0.20059140,0.18493210,0.01357765,0.08119640,0.00046704,0.00609791,0.07640699
-4.64932466,0.20667661,0.20650516,0.01370056,0.07960316,0.00041502,0.00576162,0.08633313
-4.64332166,0.21683727,0.23199718,0.01413460,0.07935925,0.00037057,0.00552830,0.09806544
-4.63731866,0.23110155,0.26148757,0.01488080,0.08047900,0.00033382,0.00539821,0.11161224
-4.63131566,0.24945896,0.29500355,0.01593900,0.08295579,0.00030483,0.00537029,0.12696705
-4.62531266,0.27185688,0.33251199,0.01730756,0.08676235,0.00028361,0.00544208,0.14410477
-4.61930965,0.29819728,0.37391202,0.01898315,0.09185112,0.00027015,0.00560977,0.16297816
-4.61330665,0.32833368,0.41902887,0.02096043,0.09815485,0.00026437,0.00586820,0.18351454
-4.60730365,0.36206872,0.46760934,0.02323175,0.10558732,0.00026622,0.00621091,0.20561329
-4.60130065,0.39915265,0.51931945,0.02578682,0.11404436,0.00027558,0.00663013,0.22914405
-4.59529765,0.43928277,0.57374451,0.02861242,0.12340516,0.00029235,0.00711692,0.25394591
-4.58929465,0.48210435,0.63039200,0.03169222,0.13353386,0.00031640,0.00766115,0.27982775
-4.58329165,0.52721290,0.68869734,0.03500649,0.14428153,0.00034756,0.00825169,0.30656963
-4.57728864,0.57415802,0.74803257,0.03853208,0.15548857,0.00038562,0.00887648,0.33392547
-4.57128564,0.62244887,0.80771785,0.04224235,0.16698742,0.00043033,0.00952274,0.36162670
-4.56528264,0.67156101,0.86703542,0.04610723,0.17860560,0.00048136,0.01017717,0.38938701
-4.55927964,0.72094462,0.92524551,0.05009340,0.19016907,0.00053834,0.01082617,0.41690781
-4.55327664,0.77003378,0.98160376,0.05416452,0.20150570,0.00060076,0.01145611,0.44388432
-4.54727364,0.81825639,1.03537930,0.05828162,0.21244883,0.00066804,0.01205365,0.47001206
-4.54127064,0.86504462,1.08587276,0.06240348,0.22284068,0.00073950,0.01260604,0.49499327
-4.53526763,0.90984523,1.13243355,0.06648718,0.23253564,0.00081432,0.01310137,0.51854324
-4.52926463,0.95212961,1.17447547,0.07048867,0.24140313,0.00089162,0.01352896,0.54039613
-4.52326163,0.99140306,1.21149007,0.07436337,0.24932999,0.00097037,0.01387957,0.56031010
-4.51725863,1.02721305,1.24305730,0.07806688,0.25622230,0.00104948,0.01414565,0.57807157
-4.51125563,1.05915631,1.26885282,0.08155564,0.26200661,0.00112779,0.01432157,0.59349852
-4.50525263,1.08688444,1.28865201,0.08478767,0.26663037,0.00120407,0.01440370,0.60644275
-4.49924962,1.11010820,1.30233050,0.08772326,0.27006185,0.00127709,0.01439053,0.61679100
-4.49324662,1.12860032,1.30986145,0.09032572,0.27228929,0.00134562,0.01428263,0.62446526
-4.48724362,1.14219702,1.31130993,0.09256207,0.27331964,0.00140846,0.01408262,0.62942209
-4.48124062,1.15079848,1.30682494,0.09440370,0.27317681,0.00146450,0.01379503,0.63165130
-4.47523762,1.15436830,1.29662955,0.09582703,0.27189962,0.00151274,0.01342606,0.63117410
-4.46923462,1.15293226,1.28101000,0.09681411,0.26953967,0.00155232,0.01298343,0.62804097
-4.46323162,1.14657670,1.26030425,0.09735316,0.26615911,0.00158254,0.01247602,0.62232928
-4.45722861,1.13544643,1.23489079,0.09743904,0.26182861,0.00160290,0.01191360,0.61414106
-4.45122561,1.11974263,1.20517812,0.09707362,0.25662548,0.00161311,0.01130649,0.60360081
-4.44522261,1.09972059,1.17159540,0.09626612,0.25063217,0.00161313,0.01066526,0.59085358
-4.43921961,1.07568738,1.13458459,0.09503321,0.24393502,0.00160314,0.01000043,0.57606329
-4.43321661,1.04799944,1.09459419,0.09339913,0.23662346,0.00158353,0.00932220,0.55941131
-4.42721361,1.01705994,1.05207453,0.09139550,0.22878941,0.00155495,0.00864016,0.54109520
-4.42121061,0.98331581,1.00747465,0.08906113,0.22052704,0.00151823,0.00796318,0.52132758
-4.41520760,0.94725423,0.96124032,0.08644157,0.21193268,0.00147441,0.00729917,0.50033501
-4.40920460,0.90939848,0.91381307,0.08358852,0.20310476,0.00142467,0.00665505,0.47835676
-4.40320160,0.87030299,0.86562978,0.08055906,0.19414380,0.00137033,0.00603663,0.45564335
-4.39719860,0.83054742,0.81712249,0.07741478,0.18515225,0.00131281,0.00544867,0.43245484
-4.39119560,0.79072987,0.76871820,0.07422074,0.17623415,0.00125357,0.00489486,0.40905876
-4.38519260,0.75145908,0.72083827,0.07104428,0.16749447,0.00119409,0.00437790,0.38572764
-4.37918959,0.71334588,0.67389737,0.06795378,0.15903821,0.00113587,0.00389957,0.36273629
-4.37318659,0.67699384,0.62830179,0.06501737,0.15096917,0.00108031,0.00346089,0.34035866
-4.36718359,0.64298967,0.58444720,0.06230163,0.14338841,0.00102877,0.00306219,0.31886461
-4.36118059,0.61189324,0.54271588,0.05987024,0.13639254,0.00098247,0.00270326,0.29851655
-4.35517759,0.58422796,0.50347356,0.05778273,0.13007177,0.00094251,0.00238349,0.27956609
-4.34917459,0.56047155,0.46706611,0.05609336,0.12450794,0.00090984,0.00210197,0.26225091
-4.34317159,0.54104765,0.43381629,0.05485005,0.11977258,0.00088523,0.00185760,0.24679190
-4.33716858,0.52631862,0.40402074,0.05409350,0.11592511,0.00086927,0.00164923,0.23339070
-4.33116558,0.51657975,0.37794742,0.05385653,0.11301131,0.00086238,0.00147569,0.22222776
-4.32516258,0.51205505,0.35583364,0.05416350,0.11106213,0.00086477,0.00133594,0.21346094
-4.31915958,0.51289485,0.33788483,0.05503007,0.11009292,0.00087649,0.00122903,0.20722460
-4.31315658,0.51917526,0.32427401,0.05646310,0.11010314,0.00089742,0.00115424,0.20362938
-4.30715358,0.53089943,0.31514202,0.05846073,0.11107663,0.00092726,0.00111103,0.20276237
