energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.60380190,7.59255810,0.01961806,0.99352066,0.02395249,0.00000000,3.66957391,3.88247856,0.06557691,3.26187907
-5.59779890,7.52968502,0.02001454,0.98472603,0.02414919,0.00000000,3.64660805,3.83993041,0.06495656,3.24189596
-5.59179590,7.45470870,0.02044366,0.97374862,0.02433497,0.00000000,3.61754618,3.79067352,0.06419240,3.21802642
-5.58579290,7.36875133,0.02090480,0.96080048,0.02450884,0.00000000,3.58293974,3.73538510,0.06329402,3.19060533
-5.57978989,7.27319053,0.02139767,0.94613868,0.02467112,0.00000000,3.54351540,3.67484022,0.06227460,3.16005545
-5.57378689,7.16962033,0.02192231,0.93005926,0.02482350,0.00000000,3.50015411,3.60988928,0.06115055,3.12687454
-5.56778389,7.05980807,0.02247906,0.91289041,0.02496899,0.00000000,3.45386657,3.54143480,0.05994113,3.09162124
-5.56178089,6.94564867,0.02306852,0.89498481,0.02511186,0.00000000,3.40576611,3.47040811,0.05866803,3.05490029
-5.55577789,6.82911771,0.02369149,0.87671162,0.02525752,0.00000000,3.35703968,3.39774702,0.05735480,3.01734756
-5.54977489,6.71222458,0.02434892,0.85844799,0.02541238,0.00000000,3.30891772,3.32437494,0.05602633,2.97961526
-5.54377189,6.59696665,0.02504180,0.84057050,0.02558370,0.00000000,3.26264377,3.25118197,0.05470826,2.94235754
-5.53776888,6.48528530,0.02577114,0.82344652,0.02577931,0.00000000,3.21944417,3.17900839,0.05342634,2.90621683
-5.53176588,6.37902459,0.02653784,0.80742575,0.02600739,0.00000000,3.18049861,3.10863055,0.05220588,2.87181080
-5.52576288,6.27989283,0.02734264,0.79283206,0.02627618,0.00000000,3.14691198,3.04074934,0.05107109,2.83972018
-5.51975988,6.18942772,0.02818601,0.77995578,0.02659363,0.00000000,3.11968801,2.97598103,0.05004449,2.81047735
-5.51375688,6.10896525,0.02906813,0.76904665,0.02696711,0.00000000,3.09970504,2.91485051,0.04914639,2.78455586
-5.50775388,6.03961277,0.02998881,0.76030757,0.02740305,0.00000000,3.08769460,2.85778658,0.04839435,2.76236074
-5.50175088,5.98222677,0.03094743,0.75388940,0.02790660,0.00000000,3.08422313,2.80511921,0.04780271,2.74421990
-5.49574787,5.93739555,0.03194292,0.74988687,0.02848134,0.00000000,3.08967727,2.75707866,0.04738223,2.73037665
-5.48974487,5.90542759,0.03297374,0.74833589,0.02912897,0.00000000,3.10425331,2.71379623,0.04713978,2.72098364
-5.48374187,5.88634589,0.03403786,0.74921238,0.02984911,0.00000000,3.12795118,2.67530672,0.04707813,2.71609838
-5.47773887,5.87988894,0.03513277,0.75243264,0.03063908,0.00000000,3.16057330,2.64155250,0.04719590,2.71568076
-5.47173587,5.88551858,0.03625551,0.75785558,0.03149384,0.00000000,3.20172857,2.61238921,0.04748751,2.71959277
-5.46573287,5.90243517,0.03740268,0.76528646,0.03240598,0.00000000,3.25084167,2.58759319,0.04794339,2.72760064
-5.45972986,5.92959988,0.03857049,0.77448254,0.03336575,0.00000000,3.30716749,2.56687049,0.04855021,2.73937970
-5.45372686,5.96576401,0.03975484,0.78516007,0.03436124,0.00000000,3.36981054,2.54986755,0.04929126,2.75452193
-5.44772386,6.00950468,0.04095131,0.79700283,0.03537866,0.00000000,3.43774862,2.53618330,0.05014693,2.77254610
-5.44172086,6.05926582,0.04215524,0.80967166,0.03640260,0.00000000,3.50986025,2.52538258,0.05109529,2.79291038
-5.43571786,6.11340340,0.04336180,0.82281480,0.03741653,0.00000000,3.58495465,2.51701036,0.05211269,2.81502697
-5.42971486,6.17023307,0.04456598,0.83607868,0.03840318,0.00000000,3.66180332,2.51060649,0.05317447,2.83827818
-5.42371186,6.22807845,0.04576264,0.84911863,0.03934508,0.00000000,3.73917175,2.50572045,0.05425563,2.86203337
-5.41770885,6.28531813,0.04694653,0.86160920,0.04022505,0.00000000,3.81585018,2.50192539,0.05533152,2.88566592
-5.41170585,6.34042935,0.04811226,0.87325363,0.04102676,0.00000000,3.89068180,2.49883094,0.05637847,2.90856952
-5.40570285,6.39202638,0.04925430,0.88379209,0.04173516,0.00000000,3.96258746,2.49609428,0.05737439,2.93017288
-5.39969985,6.43889206,0.05036694,0.89300833,0.04233694,0.00000000,4.03058578,2.49342872,0.05829925,2.94995228
-5.39369685,6.48000114,0.05144423,0.90073457,0.04282093,0.00000000,4.09380789,2.49060962,0.05913548,2.96744132
-5.38769385,6.51453451,0.05247996,0.90685440,0.04317834,0.00000000,4.15150642,2.48747714,0.05986824,2.98223741
-5.38169085,6.54188408,0.05346758,0.91130361,0.04340299,0.00000000,4.20305874,2.48393582,0.06048561,2.99400498
-5.37568784,6.56164840,0.05440017,0.91406901,0.04349139,0.00000000,4.24796460,2.47995109,0.06097863,3.00247528
-5.36968484,6.57361987,0.05527044,0.91518544,0.04344277,0.00000000,4.28583900,2.47554281,0.06134126,3.00744312
-5.36368184,6.57776472,0.05607069,0.91473104,0.04325895,0.00000000,4.31640108,2.47077638,0.06157023,3.00876105
-5.35767884,6.57419734,0.05679289,0.91282123,0.04294418,0.00000000,4.33946021,2.46575197,0.06166481,3.00633159
-5.35167584,6.56315102,0.05742873,0.90960161,0.04250488,0.00000000,4.35490074,2.46059246,0.06162657,3.00009831
-5.34567284,6.54494698,0.05796974,0.90524030,0.04194936,0.00000000,4.36266649,2.45543094,0.06145909,2.99003662
-5.33966983,6.51996375,0.05840747,0.89991998,0.04128742,0.00000000,4.36274650,2.45039837,0.06116759,2.97614504
-5.33366683,6.48860899,0.05873372,0.89383014,0.04053005,0.00000000,4.35516299,2.44561221,0.06075869,2.95843773
-5.32766383,6.45129495,0.05894071,0.88715972,0.03968905,0.00000000,4.33996244,2.44116651,0.06024009,2.93693884
-5.32166083,6.40841918,0.05902145,0.88009059,0.03877664,0.00000000,4.31721040,2.43712405,0.05962033,2.91167923
-5.31565783,6.36035085,0.05896996,0.87279197,0.03780524,0.00000000,4.28699007,2.43351074,0.05890859,2.88269558
-5.30965483,6.30742323,0.05878164,0.86541596,0.03678711,0.00000000,4.24940476,2.43031250,0.05811452,2.85003188
-5.30365183,6.24993176,0.05845348,0.85809433,0.03573416,0.00000000,4.20458340,2.42747449,0.05724811,2.81374322
-5.29764882,6.18813722,0.05798438,0.85093642,0.03465775,0.00000000,4.15268869,2.42490270,0.05631957,2.77390107
-5.29164582,6.12227290,0.05737534,0.84402817,0.03356861,0.00000000,4.09392663,2.42246738,0.05533930,2.73059976
-5.28564282,6.05255430,0.05662964,0.83743215,0.03247668,0.00000000,4.02855641,2.42000799,0.05431775,2.68396314
-5.27963982,5.97919023,0.05575289,0.83118840,0.03139109,0.00000000,3.95689960,2.41733935,0.05326542,2.63415088
-5.27363682,5.90239358,0.05475307,0.82531584,0.03032012,0.00000000,3.87934744,2.41425821,0.05219273,2.58136348
-5.26763382,5.82239078,0.05364043,0.81981421,0.02927119,0.00000000,3.79636542,2.41055010,0.05110995,2.52584551
-5.26163082,5.73942872,0.05242733,0.81466621,0.02825084,0.00000000,3.70849443,2.40599594,0.05002704,2.46788647
-5.25562781,5.65377854,0.05112799,0.80983976,0.02726476,0.00000000,3.61634811,2.40037816,0.04895352,2.40781904
-5.24962481,5.56573598,0.04975816,0.80529027,0.02631771,0.00000000,3.52060630,2.39348606,0.04789831,2.34601465
-5.24362181,5.47561836,0.04833473,0.80096284,0.02541357,0.00000000,3.42200489,2.38512057,0.04686950,2.28287644
-5.23761881,5.38375853,0.04687531,0.79679430,0.02455528,0.00000000,3.32132253,2.37509814,0.04587419,2.21883007
-5.23161581,5.29049678,0.04539775,0.79271523,0.02374483,0.00000000,3.21936494,2.36325411,0.04491830,2.15431277
-5.22561281,5.19617133,0.04391964,0.78865190,0.02298320,0.00000000,3.11694781,2.34944567,0.04400637,2.08976144
-5.21960980,5.10110884,0.04245790,0.78452820,0.02227038,0.00000000,3.01487926,2.33355455,0.04314146,2.02560043
-5.21360680,5.00561581,0.04102829,0.78026770,0.02160532,0.00000000,2.91394290,2.31548974,0.04232503,1.96222972
-5.20760380,4.90997193,0.03964501,0.77579581,0.02098598,0.00000000,2.81488227,2.29519034,0.04155692,1.90001438
-5.20160080,4.81442627,0.03832044,0.77104223,0.02040935,0.00000000,2.71838774,2.27262871,0.04083535,1.83927574
-5.19559780,4.71919677,0.03706476,0.76594354,0.01987152,0.00000000,2.62508608,2.24781392,0.04015700,1.78028480
-5.18959480,4.62447331,0.03588589,0.76044603,0.01936781,0.00000000,2.53553336,2.22079549,0.03951717,1.72325835
-5.18359180,4.53042434,0.03478927,0.75450873,0.01889289,0.00000000,2.45021101,2.19166719,0.03890996,1.66835765
-5.17758879,4.43720657,0.03377794,0.74810643,0.01844097,0.00000000,2.36952512,2.16057084,0.03832853,1.61568986
-5.17158579,4.34497706,0.03285253,0.74123263,0.01800599,0.00000000,2.29380843,2.12769972,0.03776533,1.56531198
-5.16558279,4.25390693,0.03201141,0.73390224,0.01758186,0.00000000,2.22332455,2.09330132,0.03721248,1.51723675
-5.15957979,4.16419559,0.03125092,0.72615392,0.01716268,0.00000000,2.15827392,2.05767914,0.03666203,1.47144036
-5.15357679,4.07608435,0.03056558,0.71805166,0.01674296,0.00000000,2.09880064,2.02119317,0.03610627,1.42787121
-5.14757379,3.98986859,0.02994839,0.70968582,0.01631785,0.00000000,2.04499971,1.98425891,0.03553805,1.38645924
-5.14157079,3.90590739,0.02939115,0.70117304,0.01588336,0.00000000,1.99692406,1.94734465,0.03495103,1.34712543
-5.13556778,3.82463001,0.02888484,0.69265532,0.01543649,0.00000000,1.95459089,1.91096693,0.03433991,1.30979076
-5.12956478,3.74653864,0.02841991,0.68429804,0.01497535,0.00000000,1.91798718,1.87568421,0.03370063,1.27438446
-5.12356178,3.67220726,0.02798668,0.67628696,0.01449930,0.00000000,1.88707405,1.84208875,0.03303054,1.24085103
-5.11755878,3.60227652,0.02757562,0.66882433,0.01400891,0.00000000,1.86179014,1.81079699,0.03232845,1.20915589
-5.11155578,3.53744483,0.02717772,0.66212420,0.01350600,0.00000000,1.84205403,1.78243853,0.03159475,1.17928961
-5.10555278,3.47845613,0.02678473,0.65640719,0.01299355,0.00000000,1.82776602,1.75764408,0.03083140,1.15127041
-5.09954977,3.42608478,0.02638941,0.65189479,0.01247562,0.00000000,1.81880943,1.73703268,0.03004191,1.12514523
-5.09354677,3.38111822,0.02598576,0.64880358,0.01195719,0.00000000,1.81505169,1.72119855,0.02923131,1.10098920
-5.08754377,3.34433795,0.02556916,0.64733948,0.01144402,0.00000000,1.81634556,1.71069782,0.02840603,1.07890373
-5.08154077,3.31649951,0.02513649,0.64769227,0.01094248,0.00000000,1.82253035,1.70603558,0.02757382,1.05901327
-5.07553777,3.29831193,0.02468615,0.65003064,0.01045933,0.00000000,1.83343343,1.70765335,0.02674362,1.04146088
-5.06953477,3.29041723,0.02421810,0.65449776,0.01000153,0.00000000,1.84887182,1.71591740,0.02592532,1.02640279
-5.06353177,3.29337025,0.02373380,0.66120761,0.00957609,0.00000000,1.86865360,1.73110798,0.02512968,1.01400196
-5.05752876,3.30761927,0.02323605,0.67024201,0.00918985,0.00000000,1.89257914,1.75340971,0.02436803,1.00442097
-5.05152576,3.33348761,0.02272888,0.68164847,0.00884935,0.00000000,1.92044153,1.78290328,0.02365208,0.99781417
-5.04552276,3.37115664,0.02221730,0.69543864,0.00856068,0.00000000,1.95202627,1.81955857,0.02299365,0.99431956
-5.03951976,3.42065037,0.02170703,0.71158753,0.00832936,0.00000000,1.98710969,1.86322946,0.02240444,0.99405035
-5.03351676,3.48182213,0.02120427,0.73003323,0.00816025,0.00000000,2.02545612,1.91365036,0.02189571,0.99708666
-5.02751376,3.55434357,0.02071533,0.75067714,0.00805749,0.00000000,2.06681379,1.97043472,0.02147805,1.00346756
-5.02151076,3.63769673,0.02024634,0.77338471,0.00802441,0.00000000,2.11090959,2.03307570,0.02116107,1.01318380
-5.01550775,3.73116945,0.01980291,0.79798647,0.00806356,0.00000000,2.15744295,2.10094920,0.02095318,1.02617163
-5.00950475,3.83385499,0.01938988,0.82427955,0.00817662,0.00000000,2.20607940,2.17331943,0.02086135,1.04230799
-5.00350175,3.94465617,0.01901101,0.85202948,0.00836445,0.00000000,2.25644438,2.24934714,0.02089087,1.06140750
-4.99749875,4.06229473,0.01866879,0.88097259,0.00862711,0.00000000,2.30811787,2.32810072,0.02104528,1.08322144
-4.99149575,4.18532622,0.01836428,0.91081874,0.00896386,0.00000000,2.36063075,2.40857002,0.02132618,1.10743910
-4.98549275,4.31216068,0.01809700,0.94125473,0.00937318,0.00000000,2.41346336,2.48968305,0.02173324,1.13369155
-4.97948974,4.44108888,0.01786495,0.97194827,0.00985287,0.00000000,2.46604699,2.57032506,0.02226416,1.16155783
-4.97348674,4.57031414,0.01766462,1.00255264,0.01040003,0.00000000,2.51776868,2.64936001,0.02291478,1.19057354
-4.96748374,4.69798877,0.01749116,1.03271208,0.01101118,0.00000000,2.56797946,2.72565364,0.02367917,1.22024163
-4.96148074,4.82225431,0.01733855,1.06206769,0.01168224,0.00000000,2.61600616,2.79809773,0.02454981,1.25004489
-4.95547774,4.94128444,0.01719990,1.09026403,0.01240867,0.00000000,2.66116641,2.86563484,0.02551779,1.27945979
-4.94947474,5.05332886,0.01706768,1.11695601,0.01318546,0.00000000,2.70278629,2.92728253,0.02657304,1.30797107
-4.94347174,5.15675666,0.01693414,1.14181614,0.01400721,0.00000000,2.74021994,2.98215648,0.02770459,1.33508643
-4.93746873,5.25009736,0.01679160,1.16454161,0.01486819,0.00000000,2.77287012,3.02949134,0.02890081,1.36035064
-4.93146573,5.33207792,0.01663282,1.18486123,0.01576236,0.00000000,2.80020870,3.06865879,0.03014964,1.38335850
-4.92546273,5.40165412,0.01645133,1.20254172,0.01668346,0.00000000,2.82179595,3.09918183,0.03143883,1.40376593
-4.91945973,5.45803489,0.01624173,1.21739322,0.01762501,0.00000000,2.83729755,3.12074480,0.03275613,1.42129883
-4.91345673,5.50069861,0.01599993,1.22927361,0.01858034,0.00000000,2.84649837,3.13319876,0.03408940,1.43575918
-4.90745373,5.52940061,0.01572328,1.23809165,0.01954265,0.00000000,2.84931210,3.13656193,0.03542680,1.44702830
-4.90145073,5.54417175,0.01541080,1.24380850,0.02050502,0.00000000,2.84578627,3.13101523,0.03675680,1.45506708
-4.89544772,5.54530807,0.01506309,1.24643778,0.02146044,0.00000000,2.83610226,3.11689311,0.03806830,1.45991334
-4.88944472,5.53335249,0.01468240,1.24604395,0.02240182,0.00000000,2.82057021,3.09467028,0.03935058,1.46167654
-4.88344172,5.50906917,0.01427249,1.24273923,0.02332206,0.00000000,2.79961909,3.06494462,0.04059339,1.46053026
-4.87743872,5.47341227,0.01383847,1.23667905,0.02421403,0.00000000,2.77378244,3.02841745,0.04178690,1.45670293
-4.87143572,5.42749040,0.01338661,1.22805640,0.02507068,0.00000000,2.74368040,2.98587172,0.04292173,1.45046737
-4.86543272,5.37252860,0.01292407,1.21709506,0.02588505,0.00000000,2.70999895,2.93814921,0.04398902,1.44212972
-4.85942971,5.30982960,0.01245864,1.20404234,0.02665033,0.00000000,2.67346731,2.88612753,0.04498041,1.43201845
-4.85342671,5.24073596,0.01199845,1.18916131,0.02735996,0.00000000,2.63483457,2.83069794,0.04588821,1.42047383
-4.84742371,5.16659448,0.01155169,1.17272308,0.02800769,0.00000000,2.59484659,2.77274462,0.04670543,1.40783852
-4.84142071,5.08872444,0.01112634,1.15499929,0.02858767,0.00000000,2.55422408,2.71312603,0.04742600,1.39444945
-4.83541771,5.00839019,0.01072990,1.13625517,0.02909457,0.00000000,2.51364279,2.65265896,0.04804488,1.38063144
-4.82941471,4.92677904,0.01036924,1.11674332,0.02952361,0.00000000,2.47371655,2.59210536,0.04855828,1.36669248
-4.82341171,4.84498471,0.01005037,1.09669855,0.02987073,0.00000000,2.43498367,2.53216237,0.04896383,1.35292076
-4.81740870,4.76399607,0.00977833,1.07633379,0.03013263,0.00000000,2.39789713,2.47345525,0.04926076,1.33958331
-4.81140570,4.68469129,0.00955712,1.05583729,0.03030684,0.00000000,2.36281879,2.41653326,0.04945007,1.32692600
-4.80540270,4.60783649,0.00938967,1.03537103,0.03039182,0.00000000,2.33001751,2.36186810,0.04953464,1.31517459
-4.79939970,4.53408844,0.00927781,1.01507045,0.03038697,0.00000000,2.29967125,2.30985465,0.04951931,1.30453648
-4.79339670,4.46400047,0.00922237,0.99504541,0.03029270,0.00000000,2.27187265,2.26081354,0.04941086,1.29520276
-4.78739370,4.39803055,0.00922317,0.97538221,0.03011040,0.00000000,2.24663775,2.21499514,0.04921802,1.28735024
-4.78139070,4.33655090,0.00927919,0.95614664,0.02984247,0.00000000,2.22391731,2.17258460,0.04895130,1.28114301
-4.77538769,4.27985817,0.00938862,0.93738774,0.02949225,0.00000000,2.20361008,2.13370744,0.04862283,1.27673339
-4.76938469,4.22818349,0.00954901,0.91914227,0.02906403,0.00000000,2.18557735,2.09843542,0.04824608,1.27426192
-4.76338169,4.18170177,0.00975734,0.90143935,0.02856294,0.00000000,2.16965803,2.06679244,0.04783557,1.27385640
-4.75737869,4.14053972,0.01001020,0.88430538,0.02799489,0.00000000,2.15568359,2.03876008,0.04740650,1.27562979
-4.75137569,4.10478242,0.01030379,0.86776866,0.02736646,0.00000000,2.14349217,2.01428281,0.04697437,1.27967721
-4.74537269,4.07447805,0.01063410,0.85186375,0.02668486,0.00000000,2.13294116,1.99327267,0.04655460,1.28607210
-4.73936968,4.04964095,0.01099690,0.83663506,0.02595773,0.00000000,2.12391779,1.97561339,0.04616206,1.29486184
-4.73336668,4.03025305,0.01138781,0.82213978,0.02519310,0.00000000,2.11634729,1.96116409,0.04581077,1.30606310
-4.72736368,4.01626398,0.01180237,0.80844970,0.02439924,0.00000000,2.11019825,1.94976255,0.04551348,1.31965729
-4.72136068,4.00759016,0.01223600,0.79565195,0.02358455,0.00000000,2.10548508,1.94122809,0.04528141,1.33558660
-4.71535768,4.00411340,0.01268408,0.78384867,0.02275742,0.00000000,2.10226754,1.93536446,0.04512397,1.35375091
-4.70935468,4.00567937,0.01314191,0.77315540,0.02192619,0.00000000,2.10064750,1.93196254,0.04504857,1.37400592
-4.70335168,4.01209660,0.01360475,0.76369841,0.02109896,0.00000000,2.10076311,1.93080324,0.04506055,1.39616296
-4.69734867,4.02313616,0.01406783,0.75561104,0.02028353,0.00000000,2.10278097,1.93166061,0.04516308,1.41999060
-4.69134567,4.03853271,0.01452638,0.74902913,0.01948733,0.00000000,2.10688650,1.93430514,0.04535720,1.44521807
-4.68534267,4.05798688,0.01497569,0.74408592,0.01871732,0.00000000,2.11327324,1.93850738,0.04564190,1.47154084
-4.67933967,4.08116926,0.01541112,0.74090638,0.01797993,0.00000000,2.12213166,1.94404183,0.04601426,1.49862781
-4.67333667,4.10772584,0.01582822,0.73960151,0.01728100,0.00000000,2.13363782,1.95069087,0.04646960,1.52613021
-4.66733367,4.13728476,0.01622282,0.74026265,0.01662575,0.00000000,2.14794260,1.95824869,0.04700171,1.55369166
-4.66133067,4.16946403,0.01659107,0.74295613,0.01601878,0.00000000,2.16516181,1.96652503,0.04760308,1.58095895
-4.65532766,4.20387961,0.01692959,0.74771850,0.01546398,0.00000000,2.18536768,1.97534837,0.04826510,1.60759306
-4.64932466,4.24015351,0.01723554,0.75455250,0.01496462,0.00000000,2.20858177,1.98456848,0.04897835,1.63327975
-4.64332166,4.27792120,0.01750674,0.76342401,0.01452328,0.00000000,2.23476980,1.99405803,0.04973274,1.65773928
