energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.72986493,10.21725739,1.17335058,3.15104056,0.02238931,0.69260752,5.63110885,3.39549366,0.04002326,2.06118617
-5.72386193,10.23155355,1.18948164,3.17753887,0.02112529,0.69748161,5.51807170,3.41075999,0.03983370,2.05781581
-5.71785893,10.29556141,1.21010664,3.21528174,0.01996910,0.70885087,5.44335830,3.44676545,0.03985529,2.06083356
-5.71185593,10.40955072,1.23509860,3.26476155,0.01892331,0.72652912,5.40589518,3.50330981,0.04008479,2.07035563
-5.70585293,10.57275788,1.26418639,3.32624801,0.01798874,0.75022334,5.40390866,3.57977790,0.04051530,2.08632683
-5.69984992,10.78337269,1.29695595,3.39976992,0.01716459,0.77953619,5.43496476,3.67514064,0.04113649,2.10851867
-5.69384692,11.03855020,1.33285601,3.48510207,0.01644849,0.81397057,5.49602404,3.78796584,0.04193491,2.13653250
-5.68784392,11.33444787,1.37120841,3.58175777,0.01583671,0.85293653,5.58350991,3.91643887,0.04289437,2.16980740
-5.68184092,11.66628824,1.41122280,3.68898790,0.01532426,0.89576024,5.69338918,4.05839307,0.04399635,2.20763277
-5.67583792,12.02844628,1.45201544,3.80578678,0.01490507,0.94169516,5.82126287,4.21134933,0.04522045,2.24916514
-5.66983492,12.41456041,1.49263165,3.93090532,0.01457212,0.98993519,5.96246531,4.37256438,0.04654479,2.29344897
-5.66383192,12.81766512,1.53207146,4.06287156,0.01431764,1.03962965,6.11216938,4.53908680,0.04794647,2.33944062
-5.65782891,13.23034287,1.56931745,4.20001853,0.01413326,1.08989982,6.26549542,4.70781966,0.04940197,2.38603526
-5.65182591,13.64489181,1.60336424,4.34051895,0.01401018,1.13985672,6.41762117,4.87558846,0.05088755,2.43209571
-5.64582291,14.05350561,1.63324854,4.48242624,0.01393933,1.18861977,6.56389029,5.03921272,0.05237964,2.47648271
-5.63981991,14.44846057,1.65807876,4.62372069,0.01391156,1.23533567,6.69991660,5.19557947,0.05385519,2.51808562
-5.63381691,14.82230520,1.67706315,4.76235961,0.01391780,1.27919731,6.82168134,5.34171662,0.05529202,2.55585288
-5.62781391,15.16804653,1.68953556,4.89633004,0.01394926,1.31946181,6.92562110,5.47486422,0.05666917,2.58882123
-5.62181091,15.47932758,1.69497775,5.02370199,0.01399760,1.35546737,7.00870372,5.59254136,0.05796718,2.61614279
-5.61580790,15.75059033,1.69303736,5.14268082,0.01405509,1.38664822,7.06849041,5.69260679,0.05916847,2.63710941
-5.60980490,15.97721862,1.68354111,5.25165649,0.01411481,1.41254728,7.10318206,5.77331115,0.06025759,2.65117315
-5.60380190,16.15565630,1.66650241,5.34924810,0.01417083,1.43282589,7.11164876,5.83333911,0.06122156,2.65796262
-5.59779890,16.28349630,1.64212327,5.43434202,0.01421832,1.44727046,7.09344157,5.87184000,0.06205017,2.65729435
-5.59179590,16.35953758,1.61079047,5.50612219,0.01425375,1.45579565,7.04878653,5.88844578,0.06273623,2.64917899
-5.58579290,16.38380800,1.57306605,5.56409141,0.01427496,1.45844392,6.97856130,5.88327566,0.06327579,2.63382218
-5.57978989,16.35755229,1.52967265,5.60808319,0.01428124,1.45538157,6.88425547,5.85692728,0.06366839,2.61161993
-5.57378689,16.28318577,1.48147423,5.63826350,0.01427340,1.44689133,6.76791616,5.81045457,0.06391717,2.58314894
-5.56778389,16.16421578,1.42945297,5.65512285,0.01425376,1.43336185,6.63208090,5.74533323,0.06402893,2.54915203
-5.56178089,16.00513373,1.37468326,5.65945904,0.01422610,1.41527437,6.47970039,5.66341488,0.06401413,2.51051932
-5.55577789,15.81128185,1.31830363,5.65235146,0.01419555,1.39318725,6.31405376,5.56687147,0.06388674,2.46826586
-5.54977489,15.58869947,1.26148782,5.63512822,0.01416844,1.36771873,6.13865914,5.45813201,0.06366403,2.42350622
-5.54377189,15.34395417,1.20541569,5.60932717,0.01415209,1.33952875,5.95718259,5.33981347,0.06336625,2.37742705
-5.53776888,15.08396312,1.15124502,5.57665253,0.01415455,1.30930035,5.77334785,5.21464835,0.06301607,2.33125824
-5.53176588,14.81581034,1.10008483,5.53892837,0.01418431,1.27772123,5.59084946,5.08541093,0.06263811,2.28624341
-5.52576288,14.54656487,1.05297095,5.49805035,0.01424990,1.24546619,5.41327128,4.95484467,0.06225818,2.24361043
-5.51975988,14.28310461,1.01084426,5.45593707,0.01435960,1.21318084,5.24401199,4.82559254,0.06190252,2.20454257
-5.51375688,14.03194989,0.97453184,5.41448198,0.01452100,1.18146707,5.08621885,4.70013240,0.06159695,2.17015068
-5.50775388,13.79911029,0.94473142,5.37550681,0.01474063,1.15087056,4.94273024,4.58071871,0.06136601,2.14144698
-5.50175088,13.58994725,0.92199898,5.34071719,0.01502358,1.12187054,4.81602741,4.46933226,0.06123201,2.11932065
-5.49574787,13.40905474,0.90673962,5.31166113,0.01537319,1.09487205,4.70819539,4.36763849,0.06121417,2.10451566
-5.48974487,13.26015947,0.89920155,5.28969079,0.01579071,1.07020050,4.62089260,4.27695557,0.06132779,2.09761111
-5.48374187,13.14604185,0.89947316,5.27592796,0.01627512,1.04809876,4.55532905,4.19823230,0.06158351,2.09900433
-5.47773887,13.06847865,0.90748292,5.27123379,0.01682293,1.02872641,4.51225232,4.13203635,0.06198669,2.10889717
-5.47173587,13.02820797,0.92300218,5.27618331,0.01742816,1.01216126,4.49194128,4.07855264,0.06253696,2.12728591
-5.46573287,13.02491734,0.94565066,5.29104534,0.01808231,0.99840269,4.49420707,4.03759176,0.06322793,2.15395497
-5.45972986,13.05725538,0.97490458,5.31576855,0.01877451,0.98737695,4.51840146,4.00860807,0.06404715,2.18847523
-5.45372686,13.12286777,1.01010752,5.34997454,0.01949176,0.97894388,4.56343268,3.99072683,0.06497620,2.23020713
-5.44772386,13.21845757,1.05048375,5.39295879,0.02021921,0.97290520,4.62778915,3.98277995,0.06599111,2.27830908
-5.44172086,13.33987034,1.09515426,5.44370026,0.02094057,0.96901397,4.70957143,3.98334927,0.06706292,2.33175148
-5.43571786,13.48220328,1.14315505,5.50088036,0.02163860,0.96698509,4.80653292,3.99081653,0.06815848,2.38933653
-5.42971486,13.63993771,1.19345787,5.56291183,0.02229562,0.96650682,4.91612965,4.00341898,0.06924140,2.44972383
-5.42371186,13.80709276,1.24499280,5.62797740,0.02289406,0.96725287,5.03557924,4.01930899,0.07027321,2.51146139
-5.41770885,13.97739764,1.29667256,5.69407819,0.02341707,0.96889504,5.16192866,4.03661663,0.07121456,2.57302171
-5.41170585,14.14447858,1.34741791,5.75909069,0.02384905,0.97111608,5.29213017,4.05351311,0.07202654,2.63284192
-5.40570285,14.30205544,1.39618360,5.82083117,0.02417619,0.97362253,5.42312400,4.06827359,0.07267198,2.68936693
-5.39969985,14.44414224,1.44198412,5.87712537,0.02438695,0.97615708,5.55192591,4.07933741,0.07311675,2.74109426
-5.39369685,14.56524464,1.48391851,5.92588117,0.02447246,0.97851021,5.67571703,4.08536362,0.07333095,2.78661888
-5.38769385,14.66054723,1.52119345,5.96516120,0.02442681,0.98053065,5.79193299,4.08528012,0.07328997,2.82467644
-5.38169085,14.72608292,1.55314358,5.99325249,0.02424725,0.98213419,5.89834883,4.07832441,0.07297537,2.85418294
-5.37568784,14.75887707,1.57924862,6.00872969,0.02393430,0.98331040,5.99315600,4.06407435,0.07237561,2.87426939
-5.36968484,14.75705934,1.59914627,6.01050885,0.02349169,0.98412691,6.07502771,4.04246750,0.07148642,2.88430962
-5.36368184,14.71993756,1.61264047,5.99788898,0.02292625,0.98473083,6.14316888,4.01380803,0.07031105,2.88394003
-5.35767884,14.64802893,1.61970463,5.97057887,0.02224766,0.98534698,6.19734772,3.97876047,0.06886021,2.87307031
-5.35167584,14.54304590,1.62047955,5.92870764,0.02146810,0.98627281,6.23790630,3.93833024,0.06715172,2.85188445
-5.34567284,14.40783590,1.61526608,5.87281811,0.02060188,0.98786986,6.26574839,3.89383116,0.06521001,2.82083198
-5.33966983,14.24627622,1.60451280,5.80384299,0.01966494,0.99055189,6.28230395,3.84684089,0.06306539,2.78060971
-5.33366683,14.06312764,1.58879905,5.72306481,0.01867439,0.99476983,6.28947084,3.79914559,0.06075310,2.73213476
-5.32766383,13.86385238,1.56881411,5.63206155,0.01764801,1.00099405,6.28953515,3.75267567,0.05831233,2.67651008
-5.32166083,13.65440357,1.54533324,5.53264044,0.01660374,1.00969431,6.28507319,3.70943479,0.05578504,2.61498409
-5.31565783,13.44099546,1.51919151,5.42676345,0.01555922,1.02131826,6.27883890,3.67142485,0.05321486,2.54890619
-5.30965483,13.22986400,1.49125663,5.31646798,0.01453137,1.03626922,6.27364148,3.64056956,0.05064588,2.47968013
-5.30365183,13.02702842,1.46240161,5.20378703,0.01353605,1.05488405,6.27221860,3.61863967,0.04812160,2.40871742
-5.29764882,12.83806431,1.43347853,5.09067261,0.01258776,1.07741225,6.27711121,3.60718274,0.04568383,2.33739276
-5.29164582,12.66789805,1.40529422,4.97892630,0.01169941,1.10399712,6.29054569,3.60746018,0.04337180,2.26700319
-5.28564282,12.52063165,1.37858893,4.87014024,0.01088221,1.13465994,6.31432921,3.62039426,0.04122134,2.19873284
-5.27963982,12.39940511,1.35401849,4.76565097,0.01014560,1.16928808,6.34976337,3.64652710,0.03926426,2.13362427
-5.27363682,12.30630204,1.33214077,4.66650824,0.00949725,1.20762769,6.39758052,3.68599346,0.03752778,2.07255754
-5.26763382,12.24230163,1.31340650,4.57345937,0.00894312,1.24928154,6.45790591,3.73850845,0.03603421,2.01623721
-5.26163082,12.20727799,1.29815481,4.48694927,0.00848759,1.29371244,6.53024769,3.80337071,0.03480071,1.96518747
-5.25562781,12.20004556,1.28661324,4.40713514,0.00813358,1.34025224,6.61351523,3.87948103,0.03383921,1.91975493
-5.24962481,12.21844689,1.27890195,4.33391399,0.00788278,1.38811625,6.70606486,3.96537550,0.03315642,1.88011834
-5.24362181,12.25947722,1.27504159,4.26696066,0.00773575,1.43642287,6.80577058,4.05927200,0.03275396,1.84630413
-5.23761881,12.31943853,1.27496428,4.20577312,0.00769217,1.48421753,6.91011620,4.15912788,0.03262855,1.81820636
-5.23161581,12.39411461,1.27852667,4.14972214,0.00775093,1.53050026,7.01630405,4.26270657,0.03277229,1.79560983
-5.22561281,12.47895780,1.28552445,4.09810163,0.00791029,1.57425577,7.12137461,4.36765007,0.03317297,1.77821455
-5.21960980,12.56927784,1.29570724,4.05017677,0.00816797,1.61448478,7.22233107,4.47155450,0.03381443,1.76566022
-5.21360680,12.66042377,1.30879305,4.00522686,0.00852119,1.65023546,7.31626235,4.57204527,0.03467688,1.75754922
-5.20760380,12.74795018,1.32448144,3.96258081,0.00896665,1.68063352,7.40045855,4.66684897,0.03573739,1.75346706
-5.20160080,12.82776089,1.34246474,3.92164335,0.00950050,1.70490983,7.47251323,4.75385896,0.03697018,1.75299909
-5.19559780,12.89622425,1.36243679,3.88191130,0.01011829,1.72242433,7.53040777,4.83119216,0.03834713,1.75574312
-5.18959480,12.95025648,1.38409883,3.84297945,0.01081480,1.73268530,7.57257411,4.89723499,0.03983815,1.76131739
-5.18359180,12.98737128,1.40716246,3.80453697,0.01158395,1.73536320,7.59793374,4.95067702,0.04141164,1.76936400
-5.17758879,13.00569605,1.43134970,3.76635525,0.01241861,1.73029862,7.60591178,4.99053148,0.04303493,1.77954814
-5.17158579,13.00395696,1.45639061,3.72826928,0.01331055,1.71750411,7.59642677,5.01614261,0.04467479,1.79155370
-5.16558279,12.98143691,1.48201871,3.69015457,0.01425022,1.69715993,7.56985810,5.02718031,0.04629787,1.80507608
-5.15957979,12.93791163,1.50796513,3.65190225,0.01522678,1.66960410,7.52699397,5.02362329,0.04787127,1.81981321
-5.15357679,12.87357024,1.53395199,3.61339463,0.01622800,1.63531739,7.46896399,5.00573241,0.04936302,1.83545587
-5.14757379,12.78892718,1.55968604,3.57448380,0.01724036,1.59490403,7.39716113,4.97401642,0.05074263,1.85167835
-5.14157079,12.68473229,1.58485306,3.53497516,0.01824912,1.54906910,7.31315795,4.92919219,0.05198165,1.86813058
-5.13556778,12.56188549,1.60911407,3.49461758,0.01923856,1.49859382,7.21862237,4.87214218,0.05305416,1.88443241
-5.12956478,12.42136164,1.63210362,3.45310120,0.02019221,1.44430971,7.11523749,4.80387134,0.05393729,1.90017095
-5.12356178,12.26415003,1.65343074,3.41006321,0.02109322,1.38707287,7.00462987,4.72546579,0.05461170,1.91490121
-5.11755878,12.09121139,1.67268283,3.36510155,0.02192476,1.32773937,6.88830951,4.63805510,0.05506191,1.92815038
-5.11155578,11.90345387,1.68943226,3.31779547,0.02267045,1.26714262,6.76762386,4.54277962,0.05527670,1.93942544
-5.10555278,11.70172782,1.70324567,3.26773163,0.02331487,1.20607353,6.64372728,4.44076399,0.05524934,1.94822401
-5.09954977,11.48683767,1.71369545,3.21453388,0.02384400,1.14526396,6.51756604,4.33309721,0.05497767,1.95404759
-5.09354677,11.25956809,1.72037276,3.15789448,0.02424572,1.08537376,6.38987806,4.22081940,0.05446416,1.95641665
-5.08754377,11.02072045,1.72290152,3.09760452,0.02451026,1.02698161,6.26120577,4.10491485,0.05371584,1.95488656
-5.08154077,10.77115515,1.72095238,3.03358112,0.02463046,0.97057953,6.13191954,3.98631052,0.05274401,1.94906352
-5.07553777,10.51183511,1.71425603,2.96588940,0.02460217,0.91657084,6.00224898,3.86587914,0.05156400,1.93861946
-5.06953477,10.24386570,1.70261496,2.89475733,0.02442434,0.86527112,5.87231876,3.74444558,0.05019466,1.92330530
-5.06353177,9.96852714,1.68591304,2.82058221,0.02409912,0.81691188,5.74218604,3.62279532,0.04865787,1.90296154
-5.05752876,9.68729594,1.66412242,2.74392790,0.02363181,0.77164618,5.61187644,3.50168383,0.04697795,1.87752597
-5.05152576,9.40185310,1.63730721,2.66551273,0.02303068,0.72955579,5.48141611,3.38184570,0.04518098,1.84703784
-5.04552276,9.11407777,1.60562399,2.58618841,0.02230674,0.69065924,5.35085791,3.26400272,0.04329411,1.81163863
-5.03951976,8.82602641,1.56931892,2.50691098,0.02147334,0.65492044,5.22030028,3.14887008,0.04134491,1.77156922
-5.03351676,8.53989827,1.52872172,2.42870534,0.02054574,0.62225718,5.08989827,3.03716029,0.03936067,1.72716385
-5.02751376,8.25798941,1.48423686,2.35262528,0.01954061,0.59254936,4.95986650,2.92958456,0.03736776,1.67884120
-5.02151076,7.98263786,1.43633239,2.27971114,0.01847555,0.56564668,4.83047477,2.82685161,0.03539107,1.62709313
-5.01550775,7.71616317,1.38552703,2.21094756,0.01736848,0.54137548,4.70203732,2.72966397,0.03345353,1.57247151
-5.00950475,7.46080400,1.33237596,2.14722351,0.01623717,0.51954487,4.57489715,2.63871222,0.03157565,1.51557402
-5.00350175,7.21865729,1.27745621,2.08929696,0.01509874,0.49995185,4.44940712,2.55466726,0.02977523,1.45702923
-4.99749875,6.99162227,1.22135195,2.03776590,0.01396923,0.48238586,4.32590963,2.47817131,0.02806714,1.39748170
-4.99149575,6.78135228,1.16464058,1.99304739,0.01286327,0.46663246,4.20471661,2.40982791,0.02646322,1.33757768
-4.98549275,6.58921674,1.10787974,1.95536562,0.01179376,0.45247654,4.08609142,2.35019134,0.02497221,1.27795155
-4.97948974,6.41627483,1.05159596,1.92474956,0.01077171,0.43970506,3.97023408,2.29975604,0.02359985,1.21921371
-4.97348674,6.26326185,0.99627508,1.90104012,0.00980612,0.42810945,3.85727083,2.25894627,0.02234898,1.16193982
-4.96748374,6.13058834,0.94235464,1.88390653,0.00890398,0.41748786,3.74724869,2.22810643,0.02121979,1.10666184
-4.96148074,6.01835155,0.89021837,1.87287074,0.00807032,0.40764722,3.64013533,2.20749236,0.02021004,1.05386065
-4.95547774,5.92635802,0.84019282,1.86733862,0.00730833,0.39840523,3.53582422,2.19726401,0.01931537,1.00396057
-4.94947474,5.85415583,0.79254598,1.86663629,0.00661957,0.38959226,3.43414447,2.19747960,0.01852963,0.95732540
-4.94347174,5.80107438,0.74748770,1.87004964,0.00600416,0.38105324,3.33487487,2.20809176,0.01784522,0.91425613
-4.93746873,5.76626981,0.70517189,1.87686518,0.00546108,0.37264934,3.23776095,2.22894569,0.01725346,0.87499004
-4.93146573,5.74877357,0.66570001,1.88641016,0.00498843,0.36425953,3.14253415,2.25977968,0.01674489,0.83970113
-4.92546273,5.74754216,0.62912583,1.89809019,0.00458369,0.35578185,3.04893174,2.30022808,0.01630969,0.80850162
-4.91945973,5.76150585,0.59546096,1.91142266,0.00424402,0.34713446,2.95671654,2.34982686,0.01593792,0.78144448
-4.91345673,5.78961472,0.56468105,1.92606473,0.00396651,0.33825619,2.86569517,2.40802170,0.01561989,0.75852672
-4.90745373,5.83088023,0.53673228,1.94183458,0.00374843,0.32910673,2.77573395,2.47417869,0.01534640,0.73969340
-4.90145073,5.88441132,0.51153802,1.95872552,0.00358739,0.31966638,2.68677167,2.54759716,0.01510903,0.72484219
-4.89544772,5.94944400,0.48900525,1.97691239,0.00348155,0.30993532,2.59882874,2.62752467,0.01490029,0.71382828
-4.88944472,6.02536377,0.46903079,1.99675032,0.00342973,0.29993236,2.51201230,2.71317344,0.01471390,0.70646975
-4.88344172,6.11172065,0.45150706,2.01876627,0.00343153,0.28969337,2.42651728,2.80373791,0.01454482,0.70255308
-4.87743872,6.20823674,0.43632721,2.04364377,0.00348734,0.27926926,2.34262357,2.89841265,0.01438947,0.70183889
-4.87143572,6.31480638,0.42338965,2.07220182,0.00359838,0.26872380,2.26068946,2.99641010,0.01424571,0.70406780
-4.86543272,6.43148934,0.41260190,2.10536892,0.00376669,0.25813104,2.18114203,3.09697733,0.01411289,0.70896630
-4.85942971,6.55849761,0.40388361,2.14415321,0.00399501,0.24757283,2.10446489,3.19941121,0.01399181,0.71625261
-4.85342671,6.69617624,0.39716892,2.18961005,0.00428676,0.23713619,2.03118399,3.30307138,0.01388467,0.72564251
-4.84742371,6.84497905,0.39240798,2.24280796,0.00464586,0.22691079,1.96185210,3.40739036,0.01379493,0.73685494
-4.84142071,7.00544002,0.38956779,2.30479422,0.00507657,0.21698653,1.89703261,3.51188061,0.01372715,0.74961741
-4.83541771,7.17814113,0.38863224,2.37656099,0.00558333,0.20745142,1.83728324,3.61613813,0.01368676,0.76367102
-4.82941471,7.36367751,0.38960143,2.45901287,0.00617051,0.19838957,1.78314013,3.71984247,0.01367987,0.77877499
-4.82341171,7.56262082,0.39249034,2.55293676,0.00684222,0.18987958,1.73510277,3.82275344,0.01371293,0.79471072
-4.81740870,7.77548177,0.39732673,2.65897446,0.00760206,0.18199311,1.69362002,3.92470451,0.01379245,0.81128494
-4.81140570,8.00267266,0.40414840,2.77759872,0.00845281,0.17479379,1.65907757,4.02559354,0.01392469,0.82833216
-4.80540270,8.24447075,0.41299981,2.90909292,0.00939626,0.16833633,1.63178697,4.12537119,0.01411531,0.84571599
-4.79939970,8.50098359,0.42392809,3.05353476,0.01043290,0.16266598,1.61197624,4.22402768,0.01436906,0.86332953
-4.79339670,8.77211683,0.43697856,3.21078397,0.01156172,0.15781800,1.59978232,4.32157861,0.01468945,0.88109441
-4.78739370,9.05754563,0.45218974,3.38047423,0.01277997,0.15381749,1.59524523,4.41805053,0.01507849,0.89895875
-4.78139070,9.35669032,0.46958809,3.56200920,0.01408302,0.15067920,1.59830401,4.51346691,0.01553646,0.91689393
-4.77538769,9.66869705,0.48918256,3.75456268,0.01546419,0.14840758,1.60879455,4.60783516,0.01606168,0.93489019
-4.76938469,9.99242418,0.51095913,3.95708274,0.01691469,0.14699676,1.62644918,4.70113531,0.01665040,0.95295132
-4.76338169,10.32643499,0.53487550,4.16829981,0.01842359,0.14643076,1.65089820,4.79331076,0.01729677,0.97108856
-4.75737869,10.66899730,0.56085632,4.38673855,0.01997788,0.14668362,1.68167325,4.88426150,0.01799282,0.98931399
-4.75137569,11.01809040,0.58878891,4.61073350,0.02156259,0.14771968,1.71821263,4.97384002,0.01872857,1.00763377
-4.74537269,11.37141964,0.61852002,4.83844827,0.02316097,0.14949389,1.75986852,5.06185012,0.01949222,1.02604150
-4.73936968,11.72643892,0.64985354,5.06789834,0.02475476,0.15195221,1.80591609,5.14804843,0.02027041,1.04451207
-4.73336668,12.08038108,0.68254968,5.29697712,0.02632457,0.15503207,1.85556438,5.23214878,0.02104853,1.06299639
-4.72736368,12.43029598,0.71632541,5.52348531,0.02785027,0.15866301,1.90796890,5.31382904,0.02181111,1.08141742
-4.72136068,12.77309592,0.75085657,5.74516314,0.02931144,0.16276729,1.96224568,5.39274021,0.02254229,1.09966750
-4.71535768,13.10560770,0.78578156,5.95972534,0.03068791,0.16726080,2.01748657,5.46851727,0.02322624,1.11760755
-4.70935468,13.42463050,0.82070650,6.16489824,0.03196031,0.17205397,2.07277539,5.54079147,0.02384770,1.13506805
-4.70335168,13.72699814,0.85521193,6.35845867,0.03311055,0.17705287,2.12720470,5.60920345,0.02439242,1.15185184
-4.69734867,14.00964451,0.88886074,6.53827383,0.03412245,0.18216043,2.17989257,5.67341662,0.02484764,1.16773879
-4.69134567,14.26967019,0.92120713,6.70234137,0.03498216,0.18727775,2.22999908,5.73313030,0.02520253,1.18249212
-4.68534267,14.50440852,0.95180635,6.84882891,0.03567868,0.19230557,2.27674201,5.78809191,0.02544851,1.19586602
-4.67933967,14.71148895,0.98022484,6.97611183,0.03620419,0.19714577,2.31941124,5.83810775,0.02557957,1.20761439
-4.67333667,14.88889559,1.00605047,7.08280839,0.03655440,0.20170295,2.35738157,5.88305179,0.02559249,1.21750018
-4.66733367,15.03501891,1.02890241,7.16781107,0.03672869,0.20588606,2.39012342,5.92287207,0.02548689,1.22530492
-4.66133067,15.14869864,1.04844045,7.23031318,0.03673024,0.20961001,2.41721137,5.95759424,0.02526532,1.23083803
-4.65532766,15.22925626,1.06437334,7.26982963,0.03656598,0.21279724,2.43833012,5.98732215,0.02493312,1.23394535
-4.64932466,15.27651569,1.07646588,7.28621124,0.03624648,0.21537929,2.45327785,6.01223532,0.02449828,1.23451670
-4.64332166,15.29081143,1.08454454,7.27965183,0.03578565,0.21729818,2.46196698,6.03258336,0.02397117,1.23249183
